"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Ansonia School District","=""0020011""",03,172,170,98.8,170,51,30.0,51,30.0,42,24.7,26,15.3,68,40.0,2406
"Ansonia School District","=""0020011""",04,166,165,99.4,165,52,31.5,48,29.1,41,24.8,24,14.5,65,39.4,2452
"Ansonia School District","=""0020011""",05,184,184,100.0,184,81,44.0,41,22.3,43,23.4,19,10.3,62,33.7,2460
"Ansonia School District","=""0020011""",06,176,172,97.7,172,57,33.1,49,28.5,47,27.3,19,11.0,66,38.4,2503
"Ansonia School District","=""0020011""",07,171,163,95.3,163,80,49.1,53,32.5,"*","*","*","*",30,18.4,2478
"Ansonia School District","=""0020011""",08,185,183,98.9,183,68,37.2,52,28.4,"*","*","*","*",63,34.4,2523
"Area Cooperative Educational Services","=""2440014""",03,89,87,97.8,87,36,41.4,24,27.6,12,13.8,15,17.2,27,31.0,2392
"Area Cooperative Educational Services","=""2440014""",04,103,101,98.1,101,53,52.5,24,23.8,12,11.9,12,11.9,24,23.8,2405
"Area Cooperative Educational Services","=""2440014""",05,97,96,99.0,96,49,51.0,17,17.7,24,25.0,6,6.3,30,31.3,2444
"Area Cooperative Educational Services","=""2440014""",06,350,350,100.0,350,127,36.3,91,26.0,93,26.6,39,11.1,132,37.7,2497
"Area Cooperative Educational Services","=""2440014""",07,331,327,98.8,327,112,34.3,86,26.3,93,28.4,36,11.0,129,39.4,2524
"Area Cooperative Educational Services","=""2440014""",08,317,314,99.1,313,103,32.9,77,24.6,97,31.0,36,11.5,133,42.5,2540
"Ashford School District","=""0030011""",03,30,30,100.0,30,"*","*",10,33.3,"*","*",10,33.3,"*","*",2449
"Ashford School District","=""0030011""",04,42,42,100.0,42,6,14.3,6,14.3,14,33.3,16,38.1,30,71.4,2498
"Ashford School District","=""0030011""",05,38,37,97.4,37,"*","*","*","*",13,35.1,16,43.2,29,78.4,2563
"Ashford School District","=""0030011""",06,36,36,100.0,36,10,27.8,7,19.4,13,36.1,6,16.7,19,52.8,2516
"Ashford School District","=""0030011""",07,51,51,100.0,51,7,13.7,14,27.5,21,41.2,9,17.6,30,58.8,2571
"Ashford School District","=""0030011""",08,36,36,100.0,36,6,16.7,9,25.0,15,41.7,6,16.7,21,58.3,2584
"Avon School District","=""0040011""",03,236,236,100.0,236,14,5.9,39,16.5,50,21.2,133,56.4,183,77.5,2494
"Avon School District","=""0040011""",04,219,218,99.5,218,14,6.4,24,11.0,55,25.2,125,57.3,180,82.6,2543
"Avon School District","=""0040011""",05,273,273,100.0,273,24,8.8,36,13.2,83,30.4,130,47.6,213,78.0,2568
"Avon School District","=""0040011""",06,277,276,99.6,276,"*","*","*","*",101,36.6,131,47.5,232,84.1,2607
"Avon School District","=""0040011""",07,267,267,100.0,267,"*","*","*","*",100,37.5,125,46.8,225,84.3,2634
"Avon School District","=""0040011""",08,273,271,99.3,271,17,6.3,38,14.0,112,41.3,104,38.4,216,79.7,2634
"Barkhamsted School District","=""0050011""",03,36,35,97.2,35,"*","*","*","*",13,37.1,9,25.7,22,62.9,2445
"Barkhamsted School District","=""0050011""",04,48,45,93.8,45,9,20.0,8,17.8,14,31.1,14,31.1,28,62.2,2492
"Barkhamsted School District","=""0050011""",05,47,45,95.7,45,"*","*","*","*",14,31.1,16,35.6,30,66.7,2547
"Barkhamsted School District","=""0050011""",06,45,44,97.8,44,"*","*","*","*",16,36.4,15,34.1,31,70.5,2578
"Berlin School District","=""0070011""",03,201,201,100.0,201,20,10.0,48,23.9,59,29.4,74,36.8,133,66.2,2461
"Berlin School District","=""0070011""",04,189,186,98.4,186,28,15.1,41,22.0,50,26.9,67,36.0,117,62.9,2495
"Berlin School District","=""0070011""",05,252,251,99.6,250,18,7.2,41,16.4,99,39.6,92,36.8,191,76.4,2552
"Berlin School District","=""0070011""",06,215,214,99.5,214,28,13.1,44,20.6,85,39.7,57,26.6,142,66.4,2561
"Berlin School District","=""0070011""",07,247,246,99.6,246,24,9.8,49,19.9,115,46.7,58,23.6,173,70.3,2588
"Berlin School District","=""0070011""",08,215,215,100.0,215,17,7.9,53,24.7,99,46.0,46,21.4,145,67.4,2600
"Bethany School District","=""0080011""",03,58,55,94.8,55,9,16.4,14,25.5,12,21.8,20,36.4,32,58.2,2450
"Bethany School District","=""0080011""",04,52,51,98.1,51,"*","*","*","*",13,25.5,19,37.3,32,62.7,2504
"Bethany School District","=""0080011""",05,59,56,94.9,56,"*","*","*","*",20,35.7,25,44.6,45,80.4,2569
"Bethany School District","=""0080011""",06,63,62,98.4,62,9,14.5,16,25.8,25,40.3,12,19.4,37,59.7,2549
"Bethel School District","=""0090011""",03,253,251,99.2,251,32,12.7,53,21.1,66,26.3,100,39.8,166,66.1,2462
"Bethel School District","=""0090011""",04,210,208,99.0,208,34,16.3,35,16.8,66,31.7,73,35.1,139,66.8,2498
"Bethel School District","=""0090011""",05,213,212,99.5,212,29,13.7,33,15.6,80,37.7,70,33.0,150,70.8,2540
"Bethel School District","=""0090011""",06,189,188,99.5,188,15,8.0,25,13.3,74,39.4,74,39.4,148,78.7,2586
"Bethel School District","=""0090011""",07,248,248,100.0,248,27,10.9,39,15.7,106,42.7,76,30.6,182,73.4,2598
"Bethel School District","=""0090011""",08,216,213,98.6,213,12,5.6,40,18.8,96,45.1,65,30.5,161,75.6,2622
"Bloomfield School District","=""0110011""",03,145,145,100.0,145,37,25.5,32,22.1,44,30.3,32,22.1,76,52.4,2432
"Bloomfield School District","=""0110011""",04,112,112,100.0,112,42,37.5,25,22.3,25,22.3,20,17.9,45,40.2,2449
"Bloomfield School District","=""0110011""",05,125,125,100.0,125,27,21.6,31,24.8,48,38.4,19,15.2,67,53.6,2502
"Bloomfield School District","=""0110011""",06,120,120,100.0,120,25,20.8,27,22.5,50,41.7,18,15.0,68,56.7,2529
"Bloomfield School District","=""0110011""",07,136,133,97.8,133,45,33.8,33,24.8,41,30.8,14,10.5,55,41.4,2526
"Bloomfield School District","=""0110011""",08,129,129,100.0,129,21,16.3,47,36.4,52,40.3,9,7.0,61,47.3,2558
"Bolton School District","=""0120011""",03,55,51,92.7,51,"*","*","*","*",16,31.4,23,45.1,39,76.5,2478
"Bolton School District","=""0120011""",04,54,54,100.0,54,"*","*","*","*",11,20.4,33,61.1,44,81.5,2538
"Bolton School District","=""0120011""",05,69,67,97.1,67,"*","*","*","*",23,34.3,29,43.3,52,77.6,2550
"Bolton School District","=""0120011""",06,63,62,98.4,62,"*","*","*","*",24,38.7,27,43.5,51,82.3,2596
"Bolton School District","=""0120011""",07,65,63,96.9,63,7,11.1,8,12.7,31,49.2,17,27.0,48,76.2,2591
"Bolton School District","=""0120011""",08,50,50,100.0,50,"*","*","*","*",24,48.0,13,26.0,37,74.0,2612
"Bozrah School District","=""0130011""",03,24,23,95.8,23,"*","*",10,43.5,6,26.1,"*","*","*","*",2402
"Bozrah School District","=""0130011""",04,21,21,100.0,21,7,33.3,6,28.6,"*","*","*","*",8,38.1,2444
"Bozrah School District","=""0130011""",05,29,29,100.0,29,7,24.1,6,20.7,10,34.5,6,20.7,16,55.2,2503
"Bozrah School District","=""0130011""",06,21,21,100.0,21,"*","*",9,42.9,7,33.3,"*","*","*","*",2519
"Bozrah School District","=""0130011""",07,17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,22,22,100.0,21,"*","*","*","*",8,38.1,6,28.6,14,66.7,2603
"Branford School District","=""0140011""",03,238,237,99.6,235,26,11.1,58,24.7,63,26.8,88,37.4,151,64.3,2460
"Branford School District","=""0140011""",04,219,219,100.0,216,29,13.4,40,18.5,55,25.5,92,42.6,147,68.1,2505
"Branford School District","=""0140011""",05,224,223,99.6,222,22,9.9,48,21.6,73,32.9,79,35.6,152,68.5,2543
"Branford School District","=""0140011""",06,219,217,99.1,216,41,19.0,53,24.5,81,37.5,41,19.0,122,56.5,2535
"Branford School District","=""0140011""",07,216,213,98.6,213,27,12.7,45,21.1,85,39.9,56,26.3,141,66.2,2583
"Branford School District","=""0140011""",08,239,232,97.1,232,38,16.4,59,25.4,91,39.2,44,19.0,135,58.2,2583
"Brass City Charter School District","=""2900013""",03,39,39,100.0,39,"*","*","*","*",12,30.8,20,51.3,32,82.1,2498
"Bridgeport Achievement First District","=""2850013""",03,87,87,100.0,87,16,18.4,21,24.1,17,19.5,33,37.9,50,57.5,2451
"Bridgeport Achievement First District","=""2850013""",04,92,91,98.9,91,20,22.0,13,14.3,27,29.7,31,34.1,58,63.7,2497
"Bridgeport Achievement First District","=""2850013""",05,89,89,100.0,89,36,40.4,19,21.3,20,22.5,14,15.7,34,38.2,2476
"Bridgeport Achievement First District","=""2850013""",06,93,93,100.0,93,29,31.2,37,39.8,"*","*","*","*",27,29.0,2484
"Bridgeport Achievement First District","=""2850013""",07,90,90,100.0,90,27,30.0,35,38.9,"*","*","*","*",28,31.1,2522
"Bridgeport Achievement First District","=""2850013""",08,90,90,100.0,90,13,14.4,27,30.0,33,36.7,17,18.9,50,55.6,2582
"Bridgeport School District","=""0150011""",03,1812,1807,99.7,1805,1031,57.1,418,23.2,218,12.1,138,7.6,356,19.7,2364
"Bridgeport School District","=""0150011""",04,1754,1751,99.8,1750,1071,61.2,329,18.8,241,13.8,109,6.2,350,20.0,2398
"Bridgeport School District","=""0150011""",05,1585,1581,99.7,1577,874,55.4,338,21.4,283,17.9,82,5.2,365,23.1,2434
"Bridgeport School District","=""0150011""",06,1383,1372,99.2,1371,678,49.5,391,28.5,241,17.6,61,4.4,302,22.0,2460
"Bridgeport School District","=""0150011""",07,1384,1373,99.2,1372,670,48.8,351,25.6,276,20.1,75,5.5,351,25.6,2488
"Bridgeport School District","=""0150011""",08,1455,1438,98.8,1438,670,46.6,397,27.6,315,21.9,56,3.9,371,25.8,2499
"Bristol School District","=""0170011""",03,593,593,100.0,593,143,24.1,160,27.0,133,22.4,157,26.5,290,48.9,2431
"Bristol School District","=""0170011""",04,575,572,99.5,572,154,26.9,118,20.6,139,24.3,161,28.1,300,52.4,2476
"Bristol School District","=""0170011""",05,647,644,99.5,644,146,22.7,118,18.3,234,36.3,146,22.7,380,59.0,2511
"Bristol School District","=""0170011""",06,564,563,99.8,563,123,21.8,150,26.6,188,33.4,102,18.1,290,51.5,2530
"Bristol School District","=""0170011""",07,605,602,99.5,602,145,24.1,148,24.6,224,37.2,85,14.1,309,51.3,2550
"Bristol School District","=""0170011""",08,565,561,99.3,561,93,16.6,141,25.1,259,46.2,68,12.1,327,58.3,2573
"Brookfield School District","=""0180011""",03,185,177,95.7,177,26,14.7,36,20.3,43,24.3,72,40.7,115,65.0,2463
"Brookfield School District","=""0180011""",04,226,216,95.6,216,26,12.0,39,18.1,65,30.1,86,39.8,151,69.9,2507
"Brookfield School District","=""0180011""",05,190,182,95.8,182,18,9.9,28,15.4,67,36.8,69,37.9,136,74.7,2546
"Brookfield School District","=""0180011""",06,225,197,87.6,197,20,10.2,51,25.9,68,34.5,58,29.4,126,64.0,2564
"Brookfield School District","=""0180011""",07,240,228,95.0,228,30,13.2,55,24.1,86,37.7,57,25.0,143,62.7,2582
"Brookfield School District","=""0180011""",08,201,195,97.0,195,14,7.2,33,16.9,86,44.1,62,31.8,148,75.9,2619
"Brooklyn School District","=""0190011""",03,69,68,98.6,68,18,26.5,15,22.1,15,22.1,20,29.4,35,51.5,2436
"Brooklyn School District","=""0190011""",04,78,78,100.0,78,10,12.8,10,12.8,14,17.9,44,56.4,58,74.4,2521
"Brooklyn School District","=""0190011""",05,104,104,100.0,104,13,12.5,17,16.3,39,37.5,35,33.7,74,71.2,2541
"Brooklyn School District","=""0190011""",06,81,80,98.8,80,7,8.8,14,17.5,36,45.0,23,28.8,59,73.8,2574
"Brooklyn School District","=""0190011""",07,80,79,98.8,79,6,7.6,16,20.3,35,44.3,22,27.8,57,72.2,2594
"Brooklyn School District","=""0190011""",08,109,107,98.2,107,7,6.5,25,23.4,52,48.6,23,21.5,75,70.1,2606
"Canaan School District","=""0210011""",03,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",03,41,40,97.6,40,8,20.0,14,35.0,10,25.0,8,20.0,18,45.0,2429
"Canterbury School District","=""0220011""",04,39,39,100.0,39,"*","*","*","*",12,30.8,13,33.3,25,64.1,2495
"Canterbury School District","=""0220011""",05,53,51,96.2,51,9,17.6,10,19.6,20,39.2,12,23.5,32,62.7,2519
"Canterbury School District","=""0220011""",06,36,35,97.2,35,"*","*",14,40.0,11,31.4,"*","*","*","*",2544
"Canterbury School District","=""0220011""",07,76,75,98.7,75,13,17.3,23,30.7,27,36.0,12,16.0,39,52.0,2560
"Canterbury School District","=""0220011""",08,63,63,100.0,63,11,17.5,17,27.0,25,39.7,10,15.9,35,55.6,2580
"Canton School District","=""0230011""",03,117,114,97.4,114,11,9.6,17,14.9,37,32.5,49,43.0,86,75.4,2475
"Canton School District","=""0230011""",04,117,115,98.3,115,12,10.4,14,12.2,35,30.4,54,47.0,89,77.4,2523
"Canton School District","=""0230011""",05,138,138,100.0,138,16,11.6,24,17.4,39,28.3,59,42.8,98,71.0,2555
"Canton School District","=""0230011""",06,138,138,100.0,138,"*","*","*","*",57,41.3,52,37.7,109,79.0,2584
"Canton School District","=""0230011""",07,142,140,98.6,140,15,10.7,24,17.1,57,40.7,44,31.4,101,72.1,2602
"Canton School District","=""0230011""",08,141,140,99.3,140,"*","*","*","*",54,38.6,46,32.9,100,71.4,2622
"Capital Preparatory Harbor School Inc. District","=""2970013""",06,34,34,100.0,34,14,41.2,12,35.3,"*","*","*","*",8,23.5,2474
"Capital Preparatory Harbor School Inc. District","=""2970013""",07,38,38,100.0,38,17,44.7,10,26.3,"*","*","*","*",11,28.9,2506
"Capital Preparatory Harbor School Inc. District","=""2970013""",08,38,38,100.0,38,"*","*",12,31.6,14,36.8,"*","*","*","*",2535
"Capitol Region Education Council","=""2410014""",03,464,447,96.3,447,116,26.0,116,26.0,100,22.4,115,25.7,215,48.1,2426
"Capitol Region Education Council","=""2410014""",04,363,357,98.3,357,104,29.1,62,17.4,88,24.6,103,28.9,191,53.5,2473
"Capitol Region Education Council","=""2410014""",05,319,317,99.4,317,93,29.3,54,17.0,101,31.9,69,21.8,170,53.6,2502
"Capitol Region Education Council","=""2410014""",06,637,623,97.8,622,188,30.2,164,26.4,198,31.8,72,11.6,270,43.4,2510
"Capitol Region Education Council","=""2410014""",07,686,679,99.0,679,169,24.9,177,26.1,236,34.8,97,14.3,333,49.0,2544
"Capitol Region Education Council","=""2410014""",08,650,642,98.8,642,155,24.1,147,22.9,226,35.2,114,17.8,340,53.0,2568
"Chaplin School District","=""0240011""",03,23,23,100.0,23,"*","*","*","*",7,30.4,8,34.8,15,65.2,2447
"Chaplin School District","=""0240011""",04,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",05,22,22,100.0,22,"*","*","*","*",8,36.4,6,27.3,14,63.6,2527
"Chaplin School District","=""0240011""",06,17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""",03,297,295,99.3,295,19,6.4,46,15.6,77,26.1,153,51.9,230,78.0,2490
"Cheshire School District","=""0250011""",04,293,290,99.0,290,21,7.2,42,14.5,81,27.9,146,50.3,227,78.3,2535
"Cheshire School District","=""0250011""",05,348,345,99.1,345,16,4.6,35,10.1,106,30.7,188,54.5,294,85.2,2585
"Cheshire School District","=""0250011""",06,393,388,98.7,388,25,6.4,64,16.5,142,36.6,157,40.5,299,77.1,2589
"Cheshire School District","=""0250011""",07,366,364,99.5,364,34,9.3,49,13.5,167,45.9,114,31.3,281,77.2,2602
"Cheshire School District","=""0250011""",08,356,353,99.2,353,21,5.9,67,19.0,149,42.2,116,32.9,265,75.1,2624
"Chester School District","=""0260011""",03,27,27,100.0,27,"*","*","*","*",9,33.3,12,44.4,21,77.8,2482
"Chester School District","=""0260011""",04,28,28,100.0,28,"*","*","*","*",8,28.6,11,39.3,19,67.9,2516
"Chester School District","=""0260011""",05,35,35,100.0,35,"*","*","*","*",13,37.1,14,40.0,27,77.1,2574
"Chester School District","=""0260011""",06,41,40,97.6,40,0,0.0,"*","*","*","*",19,47.5,"*","*",2607
"Clinton School District","=""0270011""",03,138,137,99.3,137,11,8.0,36,26.3,32,23.4,58,42.3,90,65.7,2466
"Clinton School District","=""0270011""",04,141,141,100.0,141,20,14.2,21,14.9,46,32.6,54,38.3,100,70.9,2503
"Clinton School District","=""0270011""",05,175,173,98.9,173,15,8.7,31,17.9,60,34.7,67,38.7,127,73.4,2551
"Clinton School District","=""0270011""",06,136,133,97.8,132,15,11.4,25,18.9,56,42.4,36,27.3,92,69.7,2567
"Clinton School District","=""0270011""",07,148,144,97.3,144,20,13.9,31,21.5,57,39.6,36,25.0,93,64.6,2580
"Clinton School District","=""0270011""",08,162,160,98.8,158,17,10.8,33,20.9,62,39.2,46,29.1,108,68.4,2611
"Colchester School District","=""0280011""",03,165,165,100.0,165,19,11.5,36,21.8,51,30.9,59,35.8,110,66.7,2460
"Colchester School District","=""0280011""",04,164,164,100.0,164,23,14.0,24,14.6,43,26.2,74,45.1,117,71.3,2517
"Colchester School District","=""0280011""",05,201,199,99.0,199,17,8.5,33,16.6,74,37.2,75,37.7,149,74.9,2552
"Colchester School District","=""0280011""",06,211,209,99.1,209,18,8.6,37,17.7,87,41.6,67,32.1,154,73.7,2577
"Colchester School District","=""0280011""",07,203,202,99.5,202,12,5.9,42,20.8,93,46.0,55,27.2,148,73.3,2598
"Colchester School District","=""0280011""",08,192,191,99.5,191,16,8.4,34,17.8,83,43.5,58,30.4,141,73.8,2618
"Colebrook School District","=""0290011""",03,12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",04,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",05,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",06,14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""",03,42,42,100.0,42,7,16.7,11,26.2,11,26.2,13,31.0,24,57.1,2450
"Columbia School District","=""0300011""",04,38,37,97.4,37,"*","*","*","*",13,35.1,12,32.4,25,67.6,2508
"Columbia School District","=""0300011""",05,56,53,94.6,53,6,11.3,12,22.6,20,37.7,15,28.3,35,66.0,2533
"Columbia School District","=""0300011""",06,39,36,92.3,36,6,16.7,7,19.4,16,44.4,7,19.4,23,63.9,2550
"Columbia School District","=""0300011""",07,53,52,98.1,52,"*","*","*","*",23,44.2,16,30.8,39,75.0,2602
"Columbia School District","=""0300011""",08,59,59,100.0,59,"*","*","*","*",25,42.4,15,25.4,40,67.8,2605
"Cooperative Educational Services","=""2430014""",03,59,58,98.3,58,14,24.1,15,25.9,17,29.3,12,20.7,29,50.0,2428
"Cooperative Educational Services","=""2430014""",04,71,70,98.6,70,22,31.4,17,24.3,14,20.0,17,24.3,31,44.3,2461
"Cooperative Educational Services","=""2430014""",05,52,51,98.1,51,18,35.3,11,21.6,10,19.6,12,23.5,22,43.1,2480
"Cooperative Educational Services","=""2430014""",06,61,60,98.4,60,16,26.7,11,18.3,20,33.3,13,21.7,33,55.0,2525
"Cooperative Educational Services","=""2430014""",07,45,43,95.6,43,16,37.2,"*","*",14,32.6,"*","*","*","*",2524
"Cooperative Educational Services","=""2430014""",08,54,54,100.0,54,19,35.2,"*","*",18,33.3,"*","*","*","*",2531
"Cornwall School District","=""0310011""",03,13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",04,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",07,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",03,119,118,99.2,118,18,15.3,32,27.1,40,33.9,28,23.7,68,57.6,2442
"Coventry School District","=""0320011""",04,121,121,100.0,121,14,11.6,15,12.4,33,27.3,59,48.8,92,76.0,2519
"Coventry School District","=""0320011""",05,115,115,100.0,115,15,13.0,20,17.4,41,35.7,39,33.9,80,69.6,2542
"Coventry School District","=""0320011""",06,126,124,98.4,124,14,11.3,20,16.1,49,39.5,41,33.1,90,72.6,2572
"Coventry School District","=""0320011""",07,134,129,96.3,129,9,7.0,17,13.2,59,45.7,44,34.1,103,79.8,2613
"Coventry School District","=""0320011""",08,138,137,99.3,137,8,5.8,25,18.2,67,48.9,37,27.0,104,75.9,2621
"Cromwell School District","=""0330011""",03,152,151,99.3,151,23,15.2,35,23.2,42,27.8,51,33.8,93,61.6,2451
"Cromwell School District","=""0330011""",04,152,151,99.3,151,38,25.2,28,18.5,43,28.5,42,27.8,85,56.3,2475
"Cromwell School District","=""0330011""",05,177,177,100.0,177,35,19.8,38,21.5,59,33.3,45,25.4,104,58.8,2514
"Cromwell School District","=""0330011""",06,149,149,100.0,149,13,8.7,32,21.5,57,38.3,47,31.5,104,69.8,2574
"Cromwell School District","=""0330011""",07,150,150,100.0,150,13,8.7,29,19.3,62,41.3,46,30.7,108,72.0,2598
"Cromwell School District","=""0330011""",08,143,142,99.3,142,9,6.3,36,25.4,63,44.4,34,23.9,97,68.3,2606
"Danbury School District","=""0340011""",03,908,903,99.4,902,190,21.1,280,31.0,229,25.4,203,22.5,432,47.9,2429
"Danbury School District","=""0340011""",04,845,836,98.9,836,230,27.5,178,21.3,230,27.5,198,23.7,428,51.2,2469
"Danbury School District","=""0340011""",05,866,859,99.2,858,203,23.7,186,21.7,287,33.4,182,21.2,469,54.7,2507
"Danbury School District","=""0340011""",06,794,792,99.7,792,200,25.3,265,33.5,248,31.3,79,10.0,327,41.3,2511
"Danbury School District","=""0340011""",07,861,850,98.7,850,239,28.1,254,29.9,282,33.2,75,8.8,357,42.0,2532
"Danbury School District","=""0340011""",08,804,796,99.0,795,202,25.4,240,30.2,278,35.0,75,9.4,353,44.4,2552
"Darien School District","=""0350011""",03,377,373,98.9,373,15,4.0,49,13.1,75,20.1,234,62.7,309,82.8,2505
"Darien School District","=""0350011""",04,382,379,99.2,379,10,2.6,47,12.4,81,21.4,241,63.6,322,85.0,2553
"Darien School District","=""0350011""",05,356,353,99.2,353,12,3.4,25,7.1,105,29.7,211,59.8,316,89.5,2593
"Darien School District","=""0350011""",06,417,412,98.8,412,19,4.6,37,9.0,143,34.7,213,51.7,356,86.4,2610
"Darien School District","=""0350011""",07,376,369,98.1,369,11,3.0,31,8.4,152,41.2,175,47.4,327,88.6,2636
"Darien School District","=""0350011""",08,374,369,98.7,369,8,2.2,31,8.4,163,44.2,167,45.3,330,89.4,2656
"Deep River School District","=""0360011""",03,47,47,100.0,47,"*","*",13,27.7,17,36.2,"*","*","*","*",2443
"Deep River School District","=""0360011""",04,52,51,98.1,51,10,19.6,10,19.6,10,19.6,21,41.2,31,60.8,2499
"Deep River School District","=""0360011""",05,44,44,100.0,44,"*","*",13,29.5,"*","*",15,34.1,"*","*",2549
"Deep River School District","=""0360011""",06,57,57,100.0,57,6,10.5,12,21.1,22,38.6,17,29.8,39,68.4,2569
"Derby School District","=""0370011""",03,119,119,100.0,119,36,30.3,24,20.2,36,30.3,23,19.3,59,49.6,2419
"Derby School District","=""0370011""",04,130,130,100.0,130,49,37.7,25,19.2,30,23.1,26,20.0,56,43.1,2449
"Derby School District","=""0370011""",05,109,109,100.0,109,28,25.7,24,22.0,41,37.6,16,14.7,57,52.3,2497
"Derby School District","=""0370011""",06,113,112,99.1,112,51,45.5,32,28.6,"*","*","*","*",29,25.9,2464
"Derby School District","=""0370011""",07,109,109,100.0,109,44,40.4,34,31.2,25,22.9,6,5.5,31,28.4,2498
"Derby School District","=""0370011""",08,100,99,99.0,99,30,30.3,"*","*",35,35.4,"*","*","*","*",2534
"East Granby School District","=""0400011""",03,73,73,100.0,73,"*","*","*","*",23,31.5,37,50.7,60,82.2,2483
"East Granby School District","=""0400011""",04,51,51,100.0,51,7,13.7,9,17.6,16,31.4,19,37.3,35,68.6,2504
"East Granby School District","=""0400011""",05,71,71,100.0,71,"*","*","*","*",25,35.2,34,47.9,59,83.1,2576
"East Granby School District","=""0400011""",06,63,63,100.0,63,10,15.9,15,23.8,25,39.7,13,20.6,38,60.3,2542
