"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, High Needs (F/R, EL or SWD)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bolton School District","=""0120011""","N",341,338,99.1,338,32,9.5,93,27.5,99,29.3,114,33.7,213,63.0
"Bozrah School District","=""0130011""","Y",38,38,100.0,38,25,65.8,"*","*",6,15.8,"*","*","*","*"
"Bozrah School District","=""0130011""","N",91,91,100.0,91,"*","*",27,29.7,31,34.1,"*","*","*","*"
"Branford School District","=""0140011""","Y",546,527,96.5,525,242,46.1,146,27.8,94,17.9,43,8.2,137,26.1
"Branford School District","=""0140011""","N",1066,1042,97.7,1042,218,20.9,254,24.4,306,29.4,264,25.3,570,54.7
"Bridgeport Achievement First District","=""2850013""","Y",476,474,99.6,474,220,46.4,135,28.5,85,17.9,34,7.2,119,25.1
"Bridgeport Achievement First District","=""2850013""","N",88,88,100.0,88,35,39.8,17,19.3,23,26.1,13,14.8,36,40.9
"Bridgeport School District","=""0150011""","Y",10462,10109,96.6,10102,6860,67.9,2345,23.2,723,7.2,174,1.7,897,8.9
"Bristol School District","=""0170011""","Y",2239,2202,98.3,2201,1101,50.0,661,30.0,348,15.8,91,4.1,439,19.9
"Bristol School District","=""0170011""","N",1971,1959,99.4,1959,382,19.5,659,33.6,585,29.9,333,17.0,918,46.9
"Brookfield School District","=""0180011""","Y",293,282,96.2,281,113,40.2,84,29.9,58,20.6,26,9.3,84,29.9
"Brookfield School District","=""0180011""","N",1217,1174,96.5,1173,118,10.1,315,26.9,400,34.1,340,29.0,740,63.1
"Brooklyn School District","=""0190011""","Y",181,176,97.2,175,88,50.3,58,33.1,23,13.1,6,3.4,29,16.6
"Brooklyn School District","=""0190011""","N",364,362,99.5,362,59,16.3,147,40.6,97,26.8,59,16.3,156,43.1
"Canaan School District","=""0210011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Y",102,101,99.0,101,43,42.6,32,31.7,17,16.8,9,8.9,26,25.7
"Canterbury School District","=""0220011""","N",210,208,99.0,208,44,21.2,72,34.6,65,31.3,27,13.0,92,44.2
"Canton School District","=""0230011""","Y",158,157,99.4,157,79,50.3,40,25.5,26,16.6,12,7.6,38,24.2
"Canton School District","=""0230011""","N",745,738,99.1,738,53,7.2,215,29.1,237,32.1,233,31.6,470,63.7
"Capitol Region Education Council","=""2410014""","Y",1945,1845,94.9,1835,1023,55.7,511,27.8,216,11.8,85,4.6,301,16.4
"Capitol Region Education Council","=""2410014""","N",1556,1509,97.0,1506,311,20.7,463,30.7,391,26.0,341,22.6,732,48.6
"Chaplin School District","=""0240011""","Y",34,28,82.4,28,"*","*",11,39.3,"*","*","*","*","*","*"
"Chaplin School District","=""0240011""","N",41,30,73.2,30,"*","*",14,46.7,"*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Y",393,380,96.7,380,157,41.3,125,32.9,59,15.5,39,10.3,98,25.8
"Cheshire School District","=""0250011""","N",2130,2106,98.9,2106,222,10.5,527,25.0,695,33.0,662,31.4,1357,64.4
"Chester School District","=""0260011""","Y",43,43,100.0,43,"*","*",18,41.9,13,30.2,"*","*","*","*"
"Chester School District","=""0260011""","N",95,95,100.0,95,"*","*","*","*",39,41.1,34,35.8,73,76.8
"Clinton School District","=""0270011""","Y",321,318,99.1,318,130,40.9,102,32.1,59,18.6,27,8.5,86,27.0
"Clinton School District","=""0270011""","N",735,717,97.6,716,83,11.6,177,24.7,260,36.3,196,27.4,456,63.7
"Colchester School District","=""0280011""","Y",379,372,98.2,372,140,37.6,137,36.8,59,15.9,36,9.7,95,25.5
"Colchester School District","=""0280011""","N",1043,1028,98.6,1027,118,11.5,287,27.9,340,33.1,282,27.5,622,60.6
"Colebrook School District","=""0290011""","Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",33,31,93.9,31,0,0.0,"*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Y",83,76,91.6,76,40,52.6,21,27.6,"*","*","*","*",15,19.7
"Columbia School District","=""0300011""","N",213,211,99.1,210,"*","*",68,32.4,77,36.7,"*","*","*","*"
"Common Ground High School District","=""2680013""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",1377,1332,96.7,1332,924,69.4,324,24.3,73,5.5,11,0.8,84,6.3
"Connecticut Technical High School System","=""9000016""","N",1145,1096,95.7,1096,583,53.2,375,34.2,127,11.6,11,1.0,138,12.6
"Cooperative Educational Services","=""2430014""","Y",196,195,99.5,195,117,60.0,53,27.2,19,9.7,6,3.1,25,12.8
"Cooperative Educational Services","=""2430014""","N",162,160,98.8,160,24,15.0,58,36.3,54,33.8,24,15.0,78,48.8
"Cornwall School District","=""0310011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",49,46,93.9,46,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",242,223,92.1,223,97,43.5,69,30.9,45,20.2,12,5.4,57,25.6
"Coventry School District","=""0320011""","N",640,614,95.9,614,84,13.7,212,34.5,195,31.8,123,20.0,318,51.8
"Cromwell School District","=""0330011""","Y",291,289,99.3,289,154,53.3,91,31.5,38,13.1,6,2.1,44,15.2
"Cromwell School District","=""0330011""","N",779,777,99.7,777,128,16.5,227,29.2,249,32.0,173,22.3,422,54.3
"Danbury School District","=""0340011""","Y",3364,3010,89.5,3003,1462,48.7,1013,33.7,417,13.9,111,3.7,528,17.6
"Danbury School District","=""0340011""","N",2243,1838,81.9,1836,352,19.2,603,32.8,562,30.6,319,17.4,881,48.0
"Darien School District","=""0350011""","Y",377,355,94.2,354,105,29.7,114,32.2,76,21.5,59,16.7,135,38.1
"Darien School District","=""0350011""","N",2246,2173,96.7,2159,81,3.8,304,14.1,710,32.9,1064,49.3,1774,82.2
"Deep River School District","=""0360011""","Y",60,60,100.0,60,23,38.3,16,26.7,15,25.0,6,10.0,21,35.0
"Deep River School District","=""0360011""","N",139,139,100.0,139,12,8.6,37,26.6,60,43.2,30,21.6,90,64.7
"Derby School District","=""0370011""","Y",506,497,98.2,496,267,53.8,143,28.8,67,13.5,19,3.8,86,17.3
"Derby School District","=""0370011""","N",272,267,98.2,267,67,25.1,108,40.4,72,27.0,20,7.5,92,34.5
"East Granby School District","=""0400011""","Y",88,86,97.7,86,42,48.8,31,36.0,"*","*","*","*",13,15.1
"East Granby School District","=""0400011""","N",381,380,99.7,380,"*","*",93,24.5,126,33.2,"*","*","*","*"
"East Haddam School District","=""0410011""","Y",156,148,94.9,148,63,42.6,40,27.0,31,20.9,14,9.5,45,30.4
"East Haddam School District","=""0410011""","N",445,434,97.5,434,62,14.3,134,30.9,133,30.6,105,24.2,238,54.8
"East Hampton School District","=""0420011""","Y",192,190,99.0,190,95,50.0,54,28.4,33,17.4,8,4.2,41,21.6
"East Hampton School District","=""0420011""","N",828,797,96.3,797,124,15.6,285,35.8,258,32.4,130,16.3,388,48.7
"East Hartford School District","=""0430011""","Y",2544,2489,97.8,2485,1524,61.3,652,26.2,264,10.6,45,1.8,309,12.4
"East Hartford School District","=""0430011""","N",907,902,99.4,902,322,35.7,323,35.8,172,19.1,85,9.4,257,28.5
"East Haven School District","=""0440011""","Y",884,867,98.1,867,475,54.8,261,30.1,109,12.6,22,2.5,131,15.1
"East Haven School District","=""0440011""","N",687,683,99.4,682,211,30.9,241,35.3,169,24.8,61,8.9,230,33.7
"East Lyme School District","=""0450011""","Y",366,349,95.4,349,123,35.2,111,31.8,77,22.1,38,10.9,115,33.0
"East Lyme School District","=""0450011""","N",1101,1085,98.5,1085,84,7.7,242,22.3,350,32.3,409,37.7,759,70.0
"East Windsor School District","=""0470011""","Y",261,260,99.6,260,134,51.5,87,33.5,28,10.8,11,4.2,39,15.0
"East Windsor School District","=""0470011""","N",278,277,99.6,275,56,20.4,96,34.9,75,27.3,48,17.5,123,44.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",78,66,84.6,64,60,93.8,"*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",38,29,76.3,29,23,79.3,"*","*",0,0.0,"*","*","*","*"
"Eastford School District","=""0390011""","Y",21,21,100.0,21,"*","*",7,33.3,"*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",63,63,100.0,63,"*","*",18,28.6,"*","*","*","*","*","*"
"Easton School District","=""0460011""","Y",83,81,97.6,80,33,41.3,26,32.5,15,18.8,6,7.5,21,26.3
"Easton School District","=""0460011""","N",552,547,99.1,547,26,4.8,147,26.9,184,33.6,190,34.7,374,68.4
"Education Connection","=""2420014""","Y",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",267,263,98.5,261,114,43.7,86,33.0,42,16.1,19,7.3,61,23.4
"Ellington School District","=""0480011""","N",1188,1172,98.7,1154,109,9.4,284,24.6,402,34.8,359,31.1,761,65.9
"Elm City College Preparatory School District","=""2890013""","Y",295,295,100.0,295,80,27.1,100,33.9,77,26.1,38,12.9,115,39.0
"Elm City College Preparatory School District","=""2890013""","N",61,61,100.0,61,6,9.8,20,32.8,22,36.1,13,21.3,35,57.4
"Enfield School District","=""0490011""","Y",1120,1085,96.9,1083,450,41.6,386,35.6,198,18.3,49,4.5,247,22.8
"Enfield School District","=""0490011""","N",1464,1457,99.5,1454,256,17.6,560,38.5,441,30.3,197,13.5,638,43.9
"Essex School District","=""0500011""","Y",58,56,96.6,56,23,41.1,19,33.9,"*","*","*","*",14,25.0
"Essex School District","=""0500011""","N",209,204,97.6,204,"*","*",63,30.9,63,30.9,"*","*","*","*"
"Explorations District","=""2720013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Y",1060,1001,94.4,1000,430,43.0,338,33.8,159,15.9,73,7.3,232,23.2
"Fairfield School District","=""0510011""","N",4524,4401,97.3,4400,315,7.2,1087,24.7,1607,36.5,1391,31.6,2998,68.1
"Farmington School District","=""0520011""","Y",403,380,94.3,377,152,40.3,103,27.3,76,20.2,46,12.2,122,32.4
"Farmington School District","=""0520011""","N",1770,1724,97.4,1723,121,7.0,384,22.3,515,29.9,703,40.8,1218,70.7
"Franklin School District","=""0530011""","Y",33,32,97.0,32,17,53.1,12,37.5,"*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",78,76,97.4,76,9,11.8,22,28.9,"*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",582,571,98.1,571,241,42.2,178,31.2,106,18.6,46,8.1,152,26.6
"Glastonbury School District","=""0540011""","N",2860,2836,99.2,2836,149,5.3,557,19.6,903,31.8,1227,43.3,2130,75.1
"Granby School District","=""0560011""","Y",206,194,94.2,194,66,34.0,69,35.6,43,22.2,16,8.2,59,30.4
"Granby School District","=""0560011""","N",880,815,92.6,814,56,6.9,205,25.2,299,36.7,254,31.2,553,67.9
"Great Oaks Charter School District","=""2940013""","Y",100,98,98.0,98,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Y",1167,1154,98.9,1152,458,39.8,375,32.6,187,16.2,132,11.5,319,27.7
"Greenwich School District","=""0570011""","N",3437,3427,99.7,3427,211,6.2,615,17.9,1055,30.8,1546,45.1,2601,75.9
"Griswold School District","=""0580011""","Y",410,398,97.1,398,174,43.7,127,31.9,68,17.1,29,7.3,97,24.4
"Griswold School District","=""0580011""","N",537,533,99.3,533,92,17.3,172,32.3,172,32.3,97,18.2,269,50.5
"Groton School District","=""0590011""","Y",1153,1079,93.6,1078,473,43.9,345,32.0,175,16.2,85,7.9,260,24.1
"Groton School District","=""0590011""","N",1073,980,91.3,980,124,12.7,321,32.8,317,32.3,218,22.2,535,54.6
"Guilford School District","=""0600011""","Y",363,358,98.6,358,127,35.5,121,33.8,68,19.0,42,11.7,110,30.7
"Guilford School District","=""0600011""","N",1507,1502,99.7,1502,81,5.4,345,23.0,494,32.9,582,38.7,1076,71.6
"Hamden School District","=""0620011""","Y",1345,1267,94.2,1265,693,54.8,359,28.4,155,12.3,58,4.6,213,16.8
"Hamden School District","=""0620011""","N",1498,1449,96.7,1447,277,19.1,404,27.9,427,29.5,339,23.4,766,52.9
"Hampton School District","=""0630011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",29,26,89.7,26,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Y",9173,8604,93.8,8582,5681,66.2,2051,23.9,640,7.5,210,2.4,850,9.9
"Hartford School District","=""0640011""","N",1403,1330,94.8,1329,397,29.9,395,29.7,310,23.3,227,17.1,537,40.4
"Hartland School District","=""0650011""","Y",34,32,94.1,32,16,50.0,10,31.3,6,18.8,0,0.0,6,18.8
"Hartland School District","=""0650011""","N",103,103,100.0,103,17,16.5,34,33.0,40,38.8,12,11.7,52,50.5
"Hebron School District","=""0670011""","Y",91,91,100.0,91,50,54.9,24,26.4,10,11.0,7,7.7,17,18.7
"Hebron School District","=""0670011""","N",402,401,99.8,401,34,8.5,143,35.7,157,39.2,67,16.7,224,55.9
"Highville Charter School District","=""2860013""","Y",155,155,100.0,155,85,54.8,56,36.1,"*","*","*","*",14,9.0
"Highville Charter School District","=""2860013""","N",57,57,100.0,57,25,43.9,22,38.6,10,17.5,0,0.0,10,17.5
"Integrated Day Charter School District","=""2640013""","Y",83,83,100.0,82,45,54.9,25,30.5,"*","*","*","*",12,14.6
"Integrated Day Charter School District","=""2640013""","N",115,115,100.0,113,30,26.5,37,32.7,"*","*","*","*",46,40.7
"Interdistrict School for Arts and Comm District","=""2650013""","Y",191,190,99.5,189,119,63.0,47,24.9,"*","*","*","*",23,12.2
"Interdistrict School for Arts and Comm District","=""2650013""","N",62,62,100.0,62,20,32.3,"*","*",19,30.6,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Y",258,257,99.6,257,128,49.8,99,38.5,"*","*","*","*",30,11.7
"Jumoke Academy District","=""2610013""","N",169,168,99.4,168,63,37.5,66,39.3,"*","*","*","*",39,23.2
"Kent School District","=""0680011""","Y",35,35,100.0,35,"*","*",10,28.6,12,34.3,"*","*","*","*"
"Kent School District","=""0680011""","N",129,127,98.4,127,"*","*",26,20.5,65,51.2,"*","*","*","*"
"Killingly School District","=""0690011""","Y",620,607,97.9,607,254,41.8,235,38.7,98,16.1,20,3.3,118,19.4
"Killingly School District","=""0690011""","N",597,588,98.5,587,147,25.0,219,37.3,171,29.1,50,8.5,221,37.6
"Learn","=""2450014""","Y",344,338,98.3,336,163,48.5,109,32.4,48,14.3,16,4.8,64,19.0
"Learn","=""2450014""","N",238,232,97.5,232,62,26.7,80,34.5,57,24.6,33,14.2,90,38.8
"Lebanon School District","=""0710011""","Y",177,167,94.4,167,68,40.7,62,37.1,23,13.8,14,8.4,37,22.2
"Lebanon School District","=""0710011""","N",400,384,96.0,384,49,12.8,116,30.2,127,33.1,92,24.0,219,57.0
"Ledyard School District","=""0720011""","Y",366,352,96.2,350,147,42.0,125,35.7,57,16.3,21,6.0,78,22.3
"Ledyard School District","=""0720011""","N",903,892,98.8,891,138,15.5,284,31.9,265,29.7,204,22.9,469,52.6
"Lisbon School District","=""0730011""","Y",82,81,98.8,81,35,43.2,29,35.8,"*","*","*","*",17,21.0
"Lisbon School District","=""0730011""","N",176,174,98.9,174,45,25.9,85,48.9,"*","*","*","*",44,25.3
"Litchfield School District","=""0740011""","Y",113,112,99.1,112,48,42.9,27,24.1,25,22.3,12,10.7,37,33.0
"Litchfield School District","=""0740011""","N",452,445,98.5,445,41,9.2,104,23.4,152,34.2,148,33.3,300,67.4
"Madison School District","=""0760011""","Y",265,209,78.9,209,83,39.7,69,33.0,36,17.2,21,10.0,57,27.3
"Madison School District","=""0760011""","N",1450,1116,77.0,1115,85,7.6,295,26.5,379,34.0,356,31.9,735,65.9
"Manchester School District","=""0770011""","Y",1817,1681,92.5,1677,914,54.5,495,29.5,210,12.5,58,3.5,268,16.0
"Manchester School District","=""0770011""","N",1225,1123,91.7,1122,252,22.5,361,32.2,317,28.3,192,17.1,509,45.4
"Mansfield School District","=""0780011""","Y",260,250,96.2,250,60,24.0,83,33.2,53,21.2,54,21.6,107,42.8
"Mansfield School District","=""0780011""","N",524,485,92.6,483,10,2.1,82,17.0,130,26.9,261,54.0,391,81.0
"Marlborough School District","=""0790011""","Y",56,56,100.0,56,22,39.3,18,32.1,"*","*","*","*",16,28.6
"Marlborough School District","=""0790011""","N",311,310,99.7,310,"*","*",69,22.3,114,36.8,"*","*","*","*"
"Meriden School District","=""0800011""","Y",2793,2709,97.0,2703,1711,63.3,682,25.2,251,9.3,59,2.2,310,11.5
"Meriden School District","=""0800011""","N",1060,1047,98.8,1046,277,26.5,405,38.7,254,24.3,110,10.5,364,34.8
"Middletown School District","=""0830011""","Y",1204,1183,98.3,1182,648,54.8,351,29.7,141,11.9,42,3.6,183,15.5
"Middletown School District","=""0830011""","N",1241,1239,99.8,1239,241,19.5,375,30.3,348,28.1,275,22.2,623,50.3
"Milford School District","=""0840011""","Y",941,909,96.6,909,423,46.5,306,33.7,127,14.0,53,5.8,180,19.8
"Milford School District","=""0840011""","N",2374,2315,97.5,2312,320,13.8,742,32.1,731,31.6,519,22.4,1250,54.1
"Monroe School District","=""0850011""","Y",297,291,98.0,290,131,45.2,70,24.1,56,19.3,33,11.4,89,30.7
"Monroe School District","=""0850011""","N",1441,1421,98.6,1421,119,8.4,370,26.0,505,35.5,427,30.0,932,65.6
"Montville School District","=""0860011""","Y",537,531,98.9,531,226,42.6,182,34.3,87,16.4,36,6.8,123,23.2
"Montville School District","=""0860011""","N",702,692,98.6,692,121,17.5,254,36.7,197,28.5,120,17.3,317,45.8
"Naugatuck School District","=""0880011""","Y",1227,1198,97.6,1196,605,50.6,374,31.3,161,13.5,56,4.7,217,18.1
"Naugatuck School District","=""0880011""","N",1038,1028,99.0,1028,226,22.0,371,36.1,305,29.7,126,12.3,431,41.9
"New Beginnings Inc., Family Academy District","=""2800013""","Y",216,216,100.0,216,"*","*",77,35.6,30,13.9,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",26,26,100.0,26,"*","*",12,46.2,"*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","Y",4125,4058,98.4,4054,2692,66.4,932,23.0,329,8.1,101,2.5,430,10.6
"New Britain School District","=""0890011""","N",696,691,99.3,689,236,34.3,203,29.5,169,24.5,81,11.8,250,36.3
"New Canaan School District","=""0900011""","Y",224,215,96.0,215,88,40.9,69,32.1,43,20.0,15,7.0,58,27.0
"New Canaan School District","=""0900011""","N",2025,1981,97.8,1981,75,3.8,337,17.0,585,29.5,984,49.7,1569,79.2
"New Fairfield School District","=""0910011""","Y",240,211,87.9,211,101,47.9,63,29.9,33,15.6,14,6.6,47,22.3
"New Fairfield School District","=""0910011""","N",1141,968,84.8,966,162,16.8,307,31.8,286,29.6,211,21.8,497,51.4
"New Hartford School District","=""0920011""","Y",56,54,96.4,54,24,44.4,17,31.5,"*","*","*","*",13,24.1
"New Hartford School District","=""0920011""","N",249,234,94.0,234,"*","*",67,28.6,97,41.5,"*","*","*","*"
"New Haven School District","=""0930011""","Y",6703,6349,94.7,6333,4417,69.7,1488,23.5,348,5.5,80,1.3,428,6.8
"New Haven School District","=""0930011""","N",3358,3148,93.7,3138,1258,40.1,1040,33.1,546,17.4,294,9.4,840,26.8
"New London School District","=""0950011""","Y",1386,1358,98.0,1350,761,56.4,378,28.0,167,12.4,44,3.3,211,15.6
"New London School District","=""0950011""","N",205,204,99.5,203,57,28.1,73,36.0,46,22.7,27,13.3,73,36.0
"New Milford School District","=""0960011""","Y",657,601,91.5,595,282,47.4,192,32.3,92,15.5,29,4.9,121,20.3
"New Milford School District","=""0960011""","N",1644,1532,93.2,1525,260,17.0,539,35.3,459,30.1,267,17.5,726,47.6
"Newington School District","=""0940011""","Y",662,646,97.6,646,261,40.4,213,33.0,120,18.6,52,8.0,172,26.6
"Newington School District","=""0940011""","N",1539,1516,98.5,1511,184,12.2,461,30.5,489,32.4,377,25.0,866,57.3
"Newtown School District","=""0970011""","Y",392,359,91.6,358,131,36.6,118,33.0,67,18.7,42,11.7,109,30.4
"Newtown School District","=""0970011""","N",2205,2077,94.2,2077,200,9.6,534,25.7,697,33.6,646,31.1,1343,64.7
"Norfolk School District","=""0980011""","Y",21,21,100.0,21,"*","*",8,38.1,"*","*",0,0.0,"*","*"
"Norfolk School District","=""0980011""","N",42,42,100.0,42,"*","*",12,28.6,"*","*",13,31.0,"*","*"
"North Branford School District","=""0990011""","Y",300,291,97.0,291,163,56.0,88,30.2,31,10.7,9,3.1,40,13.7
"North Branford School District","=""0990011""","N",777,749,96.4,748,162,21.7,252,33.7,212,28.3,122,16.3,334,44.7
"North Canaan School District","=""1000011""","Y",61,56,91.8,56,23,41.1,17,30.4,"*","*","*","*",16,28.6
"North Canaan School District","=""1000011""","N",100,98,98.0,98,"*","*",32,32.7,34,34.7,"*","*","*","*"
"North Haven School District","=""1010011""","Y",397,330,83.1,330,155,47.0,112,33.9,51,15.5,12,3.6,63,19.1
"North Haven School District","=""1010011""","N",1347,1097,81.4,1096,183,16.7,414,37.8,312,28.5,187,17.1,499,45.5
"North Stonington School District","=""1020011""","Y",80,76,95.0,76,27,35.5,27,35.5,11,14.5,11,14.5,22,28.9
"North Stonington School District","=""1020011""","N",301,298,99.0,298,38,12.8,73,24.5,89,29.9,98,32.9,187,62.8
"Norwalk School District","=""1030011""","Y",3213,3150,98.0,3147,1729,54.9,907,28.8,399,12.7,112,3.6,511,16.2
"Norwalk School District","=""1030011""","N",2526,2489,98.5,2486,621,25.0,761,30.6,656,26.4,448,18.0,1104,44.4
"Norwich Free Academy District","=""9010022""","Y",283,251,88.7,249,166,66.7,49,19.7,27,10.8,7,2.8,34,13.7
"Norwich Free Academy District","=""9010022""","N",266,243,91.4,241,85,35.3,73,30.3,54,22.4,29,12.0,83,34.4
"Norwich School District","=""1040011""","Y",1783,1746,97.9,1742,1028,59.0,498,28.6,151,8.7,65,3.7,216,12.4
"Norwich School District","=""1040011""","N",468,462,98.7,462,133,28.8,180,39.0,109,23.6,40,8.7,149,32.3
"Odyssey Community School District","=""2630013""","Y",95,91,95.8,91,40,44.0,27,29.7,15,16.5,9,9.9,24,26.4
"Odyssey Community School District","=""2630013""","N",119,119,100.0,119,15,12.6,52,43.7,34,28.6,18,15.1,52,43.7
"Old Saybrook School District","=""1060011""","Y",198,193,97.5,189,73,38.6,69,36.5,30,15.9,17,9.0,47,24.9
"Old Saybrook School District","=""1060011""","N",554,539,97.3,539,63,11.7,162,30.1,184,34.1,130,24.1,314,58.3
"Orange School District","=""1070011""","Y",103,97,94.2,96,31,32.3,43,44.8,"*","*","*","*",22,22.9
"Orange School District","=""1070011""","N",607,603,99.3,603,"*","*",155,25.7,212,35.2,"*","*","*","*"
"Oxford School District","=""1080011""","Y",218,210,96.3,210,107,51.0,56,26.7,35,16.7,12,5.7,47,22.4
"Oxford School District","=""1080011""","N",908,892,98.2,892,142,15.9,309,34.6,292,32.7,149,16.7,441,49.4
"Park City Prep Charter School District","=""2830013""","Y",244,242,99.2,242,135,55.8,85,35.1,15,6.2,7,2.9,22,9.1
"Park City Prep Charter School District","=""2830013""","N",102,102,100.0,102,43,42.2,34,33.3,18,17.6,7,6.9,25,24.5
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",628,603,96.0,602,278,46.2,227,37.7,80,13.3,17,2.8,97,16.1
"Plainfield School District","=""1090011""","N",607,593,97.7,593,159,26.8,216,36.4,170,28.7,48,8.1,218,36.8
