"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, English Learner Status (EL)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N",44,42,95.5,42,"*","*","*","*",14,33.3,20,47.6,34,81.0,2573
"Andover School District","=""0010011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",03,"N",166,163,98.2,163,"*","*","*","*","*","*","*","*","*","*",2410
"Ansonia School District","=""0020011""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",03,"N",89,85,95.5,85,44,51.8,21,24.7,"*","*","*","*",20,23.5,2373
"Area Cooperative Educational Services","=""2440014""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",05,"N",97,95,97.9,95,71,74.7,21,22.1,"*","*","*","*","*","*",2411
"Area Cooperative Educational Services","=""2440014""",06,"N",333,333,100.0,333,"*","*","*","*","*","*","*","*","*","*",2474
"Area Cooperative Educational Services","=""2440014""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",07,"N",312,304,97.4,304,"*","*","*","*","*","*","*","*","*","*",2514
"Area Cooperative Educational Services","=""2440014""",07,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",08,"N",303,301,99.3,301,"*","*","*","*","*","*","*","*","*","*",2502
"Area Cooperative Educational Services","=""2440014""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",30,30,100.0,30,"*","*","*","*",12,40.0,8,26.7,20,66.7,2464
"Ashford School District","=""0030011""",04,"N",42,42,100.0,42,6,14.3,8,19.0,18,42.9,10,23.8,28,66.7,2503
"Ashford School District","=""0030011""",05,"N",38,37,97.4,37,11,29.7,11,29.7,9,24.3,6,16.2,15,40.5,2503
"Ashford School District","=""0030011""",06,"N",36,36,100.0,36,17,47.2,10,27.8,"*","*","*","*",9,25.0,2479
"Ashford School District","=""0030011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"N",36,36,100.0,36,6,16.7,11,30.6,13,36.1,6,16.7,19,52.8,2578
"Avon School District","=""0040011""",03,"N",225,225,100.0,225,"*","*","*","*","*","*","*","*","*","*",2493
"Avon School District","=""0040011""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"N",211,209,99.1,209,"*","*","*","*","*","*","*","*","*","*",2539
"Avon School District","=""0040011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"N",265,265,100.0,265,"*","*","*","*","*","*","*","*","*","*",2548
"Avon School District","=""0040011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"N",36,35,97.2,35,"*","*",12,34.3,12,34.3,"*","*","*","*",2419
"Barkhamsted School District","=""0050011""",04,"N",48,45,93.8,45,13,28.9,16,35.6,"*","*","*","*",16,35.6,2454
"Barkhamsted School District","=""0050011""",05,"N",47,45,95.7,45,15,33.3,17,37.8,"*","*","*","*",13,28.9,2484
"Barkhamsted School District","=""0050011""",06,"N",45,44,97.8,44,7,15.9,19,43.2,9,20.5,9,20.5,18,40.9,2546
"Berlin School District","=""0070011""",03,"N",192,190,99.0,190,"*","*","*","*","*","*","*","*","*","*",2469
"Berlin School District","=""0070011""",03,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"N",182,179,98.4,179,"*","*","*","*","*","*","*","*","*","*",2504
"Berlin School District","=""0070011""",04,"Y",7,7,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"N",58,55,94.8,55,"*","*","*","*",24,43.6,15,27.3,39,70.9,2471
"Bethany School District","=""0080011""",04,"N",52,51,98.1,51,"*","*",18,35.3,20,39.2,"*","*","*","*",2506
"Bethany School District","=""0080011""",05,"N",59,56,94.9,56,"*","*","*","*",11,19.6,34,60.7,45,80.4,2584
"Bethany School District","=""0080011""",06,"N",63,62,98.4,62,13,21.0,22,35.5,12,19.4,15,24.2,27,43.5,2543
"Bethel School District","=""0090011""",03,"N",236,234,99.2,234,"*","*","*","*","*","*","*","*","*","*",2475
"Bethel School District","=""0090011""",03,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"N",202,200,99.0,200,"*","*","*","*","*","*","*","*","*","*",2501
"Bethel School District","=""0090011""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"N",204,202,99.0,202,"*","*","*","*","*","*","*","*","*","*",2538
"Bethel School District","=""0090011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",07,"N",240,239,99.6,239,"*","*","*","*","*","*","*","*","*","*",2562
"Bethel School District","=""0090011""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",06,"N",120,120,100.0,120,36,30.0,42,35.0,24,20.0,18,15.0,42,35.0,2511
"Bloomfield School District","=""0110011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",54,54,100.0,54,"*","*","*","*",18,33.3,25,46.3,43,79.6,2535
"Bolton School District","=""0120011""",05,"N",69,67,97.1,67,10,14.9,22,32.8,13,19.4,22,32.8,35,52.2,2525
"Bolton School District","=""0120011""",06,"N",63,62,98.4,62,6,9.7,13,21.0,20,32.3,23,37.1,43,69.4,2586
"Bolton School District","=""0120011""",07,"N",65,63,96.9,63,8,12.7,14,22.2,25,39.7,16,25.4,41,65.1,2581
"Bolton School District","=""0120011""",08,"N",50,50,100.0,49,11,22.4,15,30.6,13,26.5,10,20.4,23,46.9,2582
"Bozrah School District","=""0130011""",03,"N",24,23,95.8,23,"*","*",10,43.5,8,34.8,"*","*","*","*",2431
"Bozrah School District","=""0130011""",04,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bozrah School District","=""0130011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",29,29,100.0,29,8,27.6,12,41.4,"*","*","*","*",9,31.0,2487
"Bozrah School District","=""0130011""",06,"N",21,21,100.0,21,7,33.3,9,42.9,"*","*","*","*","*","*",2493
"Bozrah School District","=""0130011""",07,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N",22,22,100.0,21,"*","*","*","*",6,28.6,6,28.6,12,57.1,2596
"Branford School District","=""0140011""",03,"N",214,213,99.5,212,"*","*",42,19.8,66,31.1,"*","*","*","*",2466
"Branford School District","=""0140011""",03,"Y",24,24,100.0,24,"*","*",8,33.3,8,33.3,"*","*","*","*",2423
"Branford School District","=""0140011""",04,"N",213,213,100.0,210,"*","*","*","*","*","*","*","*","*","*",2508
"Branford School District","=""0140011""",04,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",05,"N",216,214,99.1,214,"*","*","*","*","*","*","*","*","*","*",2535
"Branford School District","=""0140011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"N",39,39,100.0,39,"*","*","*","*",15,38.5,17,43.6,32,82.1,2498
"Bridgeport Achievement First District","=""2850013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2476
"Bridgeport Achievement First District","=""2850013""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",07,"N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*",2509
"Bridgeport Achievement First District","=""2850013""",07,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"N",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*",2572
"Bridgeport Achievement First District","=""2850013""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"N",1563,1556,99.6,1556,937,60.2,376,24.2,"*","*","*","*",243,15.6,2364
"Bridgeport School District","=""0150011""",03,"Y",246,246,100.0,245,196,80.0,40,16.3,"*","*","*","*",9,3.7,2332
"Bridgeport School District","=""0150011""",04,"N",1520,1516,99.7,1516,859,56.7,488,32.2,"*","*","*","*","*","*",2403
"Bridgeport School District","=""0150011""",04,"Y",233,233,100.0,233,199,85.4,"*","*","*","*",0,0.0,"*","*",2362
"Bridgeport School District","=""0150011""",05,"N",1386,1378,99.4,1377,1020,74.1,284,20.6,"*","*","*","*","*","*",2414
"Bridgeport School District","=""0150011""",05,"Y",199,199,100.0,199,183,92.0,"*","*","*","*",0,0.0,"*","*",2378
"Bridgeport School District","=""0150011""",06,"N",1177,1164,98.9,1163,745,64.1,322,27.7,"*","*","*","*","*","*",2435
"Bridgeport School District","=""0150011""",06,"Y",206,206,100.0,206,187,90.8,17,8.3,"*","*","*","*","*","*",2367
"Bridgeport School District","=""0150011""",07,"N",1202,1189,98.9,1189,688,57.9,335,28.2,"*","*","*","*","*","*",2459
"Bridgeport School District","=""0150011""",07,"Y",181,180,99.4,180,156,86.7,"*","*","*","*",0,0.0,"*","*",2388
"Bridgeport School District","=""0150011""",08,"N",1276,1256,98.4,1256,832,66.2,279,22.2,"*","*","*","*","*","*",2464
"Bridgeport School District","=""0150011""",08,"Y",180,179,99.4,179,164,91.6,"*","*","*","*",0,0.0,"*","*",2405
"Bristol School District","=""0170011""",03,"N",560,559,99.8,559,154,27.5,"*","*",162,29.0,"*","*","*","*",2427
"Bristol School District","=""0170011""",03,"Y",34,34,100.0,34,18,52.9,8,23.5,"*","*","*","*",8,23.5,2384
"Bristol School District","=""0170011""",04,"N",535,532,99.4,532,109,20.5,191,35.9,"*","*","*","*",232,43.6,2473
"Bristol School District","=""0170011""",04,"Y",40,40,100.0,40,16,40.0,18,45.0,"*","*","*","*",6,15.0,2424
"Bristol School District","=""0170011""",05,"N",619,613,99.0,613,177,28.9,195,31.8,"*","*","*","*","*","*",2500
"Bristol School District","=""0170011""",05,"Y",29,29,100.0,29,19,65.5,7,24.1,"*","*","*","*","*","*",2422
"Bristol School District","=""0170011""",06,"N",546,545,99.8,545,"*","*","*","*","*","*","*","*","*","*",2513
"Bristol School District","=""0170011""",06,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""",07,"N",587,584,99.5,584,"*","*","*","*","*","*","*","*","*","*",2530
"Bristol School District","=""0170011""",07,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""",08,"N",550,546,99.3,546,"*","*","*","*","*","*","*","*","*","*",2550
"Bristol School District","=""0170011""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",03,"N",177,169,95.5,169,"*","*","*","*","*","*","*","*","*","*",2465
"Brookfield School District","=""0180011""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",04,"N",217,206,94.9,206,"*","*","*","*","*","*","*","*","*","*",2507
"Brookfield School District","=""0180011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",08,"N",195,189,96.9,189,"*","*","*","*","*","*","*","*","*","*",2629
"Brookfield School District","=""0180011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",05,"N",104,104,100.0,104,27,26.0,42,40.4,20,19.2,15,14.4,35,33.7,2500
"Brooklyn School District","=""0190011""",06,"N",81,79,97.5,79,10,12.7,30,38.0,29,36.7,10,12.7,39,49.4,2535
"Brooklyn School District","=""0190011""",07,"N",80,79,98.8,79,14,17.7,37,46.8,17,21.5,11,13.9,28,35.4,2552
"Brooklyn School District","=""0190011""",08,"N",109,107,98.2,107,34,31.8,45,42.1,18,16.8,10,9.3,28,26.2,2539
"Canaan School District","=""0210011""",03,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"N",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",03,"N",41,40,97.6,40,9,22.5,12,30.0,12,30.0,7,17.5,19,47.5,2437
"Canterbury School District","=""0220011""",04,"N",39,39,100.0,39,"*","*",13,33.3,15,38.5,"*","*","*","*",2491
"Canterbury School District","=""0220011""",05,"N",53,51,96.2,51,16,31.4,23,45.1,"*","*","*","*",12,23.5,2471
"Canterbury School District","=""0220011""",06,"N",36,35,97.2,35,"*","*",19,54.3,8,22.9,"*","*","*","*",2530
"Canterbury School District","=""0220011""",07,"N",76,75,98.7,75,24,32.0,25,33.3,20,26.7,6,8.0,26,34.7,2523
"Canterbury School District","=""0220011""",08,"N",63,63,100.0,63,12,19.0,24,38.1,17,27.0,10,15.9,27,42.9,2569
"Canton School District","=""0230011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",04,"N",117,115,98.3,115,7,6.1,28,24.3,42,36.5,38,33.0,80,69.6,2515
"Canton School District","=""0230011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",06,"N",138,138,100.0,138,16,11.6,30,21.7,38,27.5,54,39.1,92,66.7,2580
"Canton School District","=""0230011""",07,"N",142,140,98.6,140,16,11.4,37,26.4,49,35.0,38,27.1,87,62.1,2581
"Canton School District","=""0230011""",08,"N",141,140,99.3,140,22,15.7,31,22.1,39,27.9,48,34.3,87,62.1,2604
"Capital Preparatory Harbor School Inc. District","=""2970013""",06,"N",34,34,100.0,34,24,70.6,"*","*","*","*",0,0.0,"*","*",2425
"Capital Preparatory Harbor School Inc. District","=""2970013""",07,"N",38,38,100.0,38,26,68.4,"*","*","*","*",0,0.0,"*","*",2449
"Capital Preparatory Harbor School Inc. District","=""2970013""",08,"N",37,37,100.0,37,25,67.6,"*","*","*","*",0,0.0,"*","*",2467
"Capitol Region Education Council","=""2410014""",03,"N",436,419,96.1,419,113,27.0,111,26.5,"*","*","*","*","*","*",2431
"Capitol Region Education Council","=""2410014""",03,"Y",28,28,100.0,28,13,46.4,12,42.9,"*","*","*","*","*","*",2369
"Capitol Region Education Council","=""2410014""",04,"N",347,341,98.3,341,"*","*","*","*","*","*","*","*","*","*",2479
"Capitol Region Education Council","=""2410014""",04,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""",05,"N",304,302,99.3,302,"*","*","*","*","*","*","*","*","*","*",2492
"Capitol Region Education Council","=""2410014""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""",06,"N",608,587,96.5,587,231,39.4,"*","*",85,14.5,"*","*","*","*",2491
"Capitol Region Education Council","=""2410014""",06,"Y",28,28,100.0,28,"*","*","*","*",0,0.0,0,0.0,0,0.0,2399
"Capitol Region Education Council","=""2410014""",07,"N",657,645,98.2,645,239,37.1,"*","*",120,18.6,"*","*","*","*",2513
"Capitol Region Education Council","=""2410014""",07,"Y",28,27,96.4,27,"*","*","*","*",0,0.0,0,0.0,0,0.0,2421
"Capitol Region Education Council","=""2410014""",08,"N",628,611,97.3,611,"*","*","*","*","*","*","*","*","*","*",2544
"Capitol Region Education Council","=""2410014""",08,"Y",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",03,"N",23,22,95.7,22,"*","*",9,40.9,6,27.3,"*","*","*","*",2418
"Chaplin School District","=""0240011""",04,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",05,"N",22,22,100.0,22,11,50.0,8,36.4,"*","*","*","*","*","*",2466
"Chaplin School District","=""0240011""",06,"N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
