"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"ELA","Y",31,31,100.0,31,"*","*","*","*",12,38.7,8,25.8,20,64.5,2622
"Achievement First Hartford Academy Inc. District","=""2880013""",11,"Math","Y",31,31,100.0,31,9,29.0,"*","*",11,35.5,"*","*","*","*",2584
"Amistad Academy District","=""2790013""",03,"ELA","Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*",2430
"Amistad Academy District","=""2790013""",03,"ELA","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"Math","Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*",2431
"Amistad Academy District","=""2790013""",03,"Math","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"ELA","Y",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2470
"Amistad Academy District","=""2790013""",04,"ELA","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"Math","Y",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2488
"Amistad Academy District","=""2790013""",04,"Math","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"ELA","Y",64,63,98.4,63,"*","*",20,31.7,21,33.3,"*","*","*","*",2478
"Amistad Academy District","=""2790013""",05,"ELA","N",26,26,100.0,26,9,34.6,"*","*",8,30.8,"*","*","*","*",2467
"Amistad Academy District","=""2790013""",05,"Math","Y",64,62,96.9,62,28,45.2,26,41.9,"*","*","*","*","*","*",2462
"Amistad Academy District","=""2790013""",05,"Math","N",26,26,100.0,26,14,53.8,"*","*","*","*",0,0.0,"*","*",2435
"Amistad Academy District","=""2790013""",06,"ELA","Y",74,74,100.0,74,19,25.7,"*","*",31,41.9,"*","*","*","*",2518
"Amistad Academy District","=""2790013""",06,"ELA","N",25,25,100.0,25,7,28.0,"*","*",7,28.0,"*","*","*","*",2535
"Amistad Academy District","=""2790013""",06,"Math","Y",74,74,100.0,74,21,28.4,"*","*",21,28.4,"*","*","*","*",2502
"Amistad Academy District","=""2790013""",06,"Math","N",25,25,100.0,25,10,40.0,"*","*",6,24.0,"*","*","*","*",2521
"Amistad Academy District","=""2790013""",07,"ELA","Y",53,53,100.0,53,"*","*",16,30.2,19,35.8,"*","*","*","*",2546
"Amistad Academy District","=""2790013""",07,"ELA","N",25,25,100.0,25,"*","*",11,44.0,9,36.0,"*","*","*","*",2555
"Amistad Academy District","=""2790013""",07,"Math","Y",53,53,100.0,53,21,39.6,17,32.1,"*","*","*","*","*","*",2507
"Amistad Academy District","=""2790013""",07,"Math","N",25,25,100.0,25,9,36.0,11,44.0,"*","*","*","*","*","*",2503
"Amistad Academy District","=""2790013""",08,"ELA","Y",54,54,100.0,54,11,20.4,14,25.9,20,37.0,9,16.7,29,53.7,2571
"Amistad Academy District","=""2790013""",08,"ELA","N",25,25,100.0,25,0,0.0,10,40.0,8,32.0,7,28.0,15,60.0,2610
"Amistad Academy District","=""2790013""",08,"Math","Y",54,54,100.0,54,18,33.3,"*","*","*","*",14,25.9,"*","*",2555
"Amistad Academy District","=""2790013""",08,"Math","N",25,25,100.0,25,"*","*",10,40.0,"*","*",8,32.0,"*","*",2558
"Amistad Academy District","=""2790013""",11,"ELA","Y",27,26,96.3,26,"*","*","*","*","*","*","*","*","*","*",2596
"Amistad Academy District","=""2790013""",11,"ELA","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"Math","Y",27,26,96.3,26,"*","*","*","*","*","*","*","*","*","*",2577
"Amistad Academy District","=""2790013""",11,"Math","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","N",27,27,100.0,27,0,0.0,"*","*","*","*","*","*","*","*",2501
"Andover School District","=""0010011""",03,"Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","N",27,27,100.0,27,0,0.0,"*","*","*","*","*","*","*","*",2477
"Andover School District","=""0010011""",04,"ELA","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"Math","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"Math","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"ELA","Y",12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"ELA","N",36,36,100.0,36,0,0.0,"*","*","*","*","*","*","*","*",2602
"Andover School District","=""0010011""",05,"Math","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"Math","N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2573
"Andover School District","=""0010011""",06,"ELA","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"ELA","N",33,32,97.0,32,0,0.0,"*","*","*","*","*","*","*","*",2603
"Andover School District","=""0010011""",06,"Math","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Math","N",33,32,97.0,32,"*","*","*","*","*","*","*","*","*","*",2611
"Ansonia School District","=""0020011""",03,"ELA","Y",120,120,100.0,120,39,32.5,44,36.7,19,15.8,18,15.0,37,30.8,2401
"Ansonia School District","=""0020011""",03,"ELA","N",55,55,100.0,55,11,20.0,8,14.5,17,30.9,19,34.5,36,65.5,2451
"Ansonia School District","=""0020011""",03,"Math","Y",120,120,100.0,120,42,35.0,42,35.0,30,25.0,6,5.0,36,30.0,2402
"Ansonia School District","=""0020011""",03,"Math","N",55,55,100.0,55,14,25.5,11,20.0,23,41.8,7,12.7,30,54.5,2435
"Ansonia School District","=""0020011""",04,"ELA","Y",129,128,99.2,128,61,47.7,34,26.6,21,16.4,12,9.4,33,25.8,2429
"Ansonia School District","=""0020011""",04,"ELA","N",59,58,98.3,58,16,27.6,9,15.5,18,31.0,15,25.9,33,56.9,2470
"Ansonia School District","=""0020011""",04,"Math","Y",129,129,100.0,129,43,33.3,72,55.8,"*","*","*","*",14,10.9,2425
"Ansonia School District","=""0020011""",04,"Math","N",60,59,98.3,59,11,18.6,32,54.2,"*","*","*","*",16,27.1,2460
"Ansonia School District","=""0020011""",05,"ELA","Y",122,122,100.0,122,47,38.5,40,32.8,29,23.8,6,4.9,35,28.7,2459
"Ansonia School District","=""0020011""",05,"ELA","N",53,52,98.1,52,13,25.0,11,21.2,19,36.5,9,17.3,28,53.8,2501
"Ansonia School District","=""0020011""",05,"Math","Y",122,122,100.0,122,73,59.8,41,33.6,"*","*","*","*",8,6.6,2437
"Ansonia School District","=""0020011""",05,"Math","N",53,53,100.0,53,18,34.0,27,50.9,"*","*","*","*",8,15.1,2469
"Ansonia School District","=""0020011""",06,"ELA","Y",131,131,100.0,131,51,38.9,51,38.9,"*","*","*","*",29,22.1,2469
"Ansonia School District","=""0020011""",06,"ELA","N",42,42,100.0,42,"*","*",14,33.3,14,33.3,"*","*","*","*",2511
"Ansonia School District","=""0020011""",06,"Math","Y",131,131,100.0,131,64,48.9,48,36.6,"*","*","*","*",19,14.5,2462
"Ansonia School District","=""0020011""",06,"Math","N",42,42,100.0,42,16,38.1,"*","*",11,26.2,"*","*","*","*",2506
"Ansonia School District","=""0020011""",07,"ELA","Y",143,139,97.2,139,"*","*",48,34.5,34,24.5,"*","*","*","*",2507
"Ansonia School District","=""0020011""",07,"ELA","N",44,44,100.0,44,"*","*",15,34.1,19,43.2,"*","*","*","*",2560
"Ansonia School District","=""0020011""",07,"Math","Y",143,139,97.2,139,63,45.3,56,40.3,"*","*","*","*",20,14.4,2486
"Ansonia School District","=""0020011""",07,"Math","N",44,44,100.0,44,15,34.1,15,34.1,"*","*","*","*",14,31.8,2523
"Ansonia School District","=""0020011""",08,"ELA","Y",152,149,98.0,149,65,43.6,44,29.5,29,19.5,11,7.4,40,26.8,2512
"Ansonia School District","=""0020011""",08,"ELA","N",59,58,98.3,58,15,25.9,14,24.1,20,34.5,9,15.5,29,50.0,2562
"Ansonia School District","=""0020011""",08,"Math","Y",152,149,98.0,149,99,66.4,37,24.8,"*","*","*","*",13,8.7,2461
"Ansonia School District","=""0020011""",08,"Math","N",59,58,98.3,58,25,43.1,21,36.2,"*","*","*","*",12,20.7,2519
"Ansonia School District","=""0020011""",11,"ELA","Y",66,62,93.9,62,"*","*",20,32.3,24,38.7,"*","*","*","*",2592
"Ansonia School District","=""0020011""",11,"ELA","N",50,45,90.0,45,"*","*","*","*",17,37.8,17,37.8,34,75.6,2637
"Ansonia School District","=""0020011""",11,"Math","Y",66,58,87.9,58,35,60.3,12,20.7,"*","*","*","*",11,19.0,2527
"Ansonia School District","=""0020011""",11,"Math","N",50,48,96.0,48,15,31.3,14,29.2,"*","*","*","*",19,39.6,2595
"Area Cooperative Educational Services","=""2440014""",03,"ELA","Y",66,65,98.5,64,39,60.9,16,25.0,"*","*","*","*",9,14.1,2347
"Area Cooperative Educational Services","=""2440014""",03,"ELA","N",33,33,100.0,33,"*","*",11,33.3,7,21.2,"*","*","*","*",2429
"Area Cooperative Educational Services","=""2440014""",03,"Math","Y",66,65,98.5,65,49,75.4,12,18.5,"*","*","*","*","*","*",2333
"Area Cooperative Educational Services","=""2440014""",03,"Math","N",33,33,100.0,33,13,39.4,8,24.2,"*","*","*","*","*","*",2410
"Area Cooperative Educational Services","=""2440014""",04,"ELA","Y",64,61,95.3,61,41,67.2,12,19.7,"*","*","*","*",8,13.1,2384
"Area Cooperative Educational Services","=""2440014""",04,"ELA","N",32,31,96.9,31,"*","*",13,41.9,7,22.6,"*","*","*","*",2459
"Area Cooperative Educational Services","=""2440014""",04,"Math","Y",65,62,95.4,62,40,64.5,"*","*","*","*",0,0.0,"*","*",2370
"Area Cooperative Educational Services","=""2440014""",04,"Math","N",32,31,96.9,31,"*","*",15,48.4,"*","*",0,0.0,"*","*",2436
"Area Cooperative Educational Services","=""2440014""",05,"ELA","Y",61,61,100.0,60,28,46.7,"*","*",10,16.7,"*","*","*","*",2444
"Area Cooperative Educational Services","=""2440014""",05,"ELA","N",34,34,100.0,34,6,17.6,"*","*",17,50.0,"*","*","*","*",2528
"Area Cooperative Educational Services","=""2440014""",05,"Math","Y",61,60,98.4,60,44,73.3,"*","*","*","*",0,0.0,"*","*",2395
"Area Cooperative Educational Services","=""2440014""",05,"Math","N",34,34,100.0,34,15,44.1,13,38.2,"*","*","*","*","*","*",2473
"Area Cooperative Educational Services","=""2440014""",06,"ELA","Y",219,216,98.6,215,77,35.8,73,34.0,59,27.4,6,2.8,65,30.2,2480
"Area Cooperative Educational Services","=""2440014""",06,"ELA","N",122,122,100.0,122,10,8.2,46,37.7,48,39.3,18,14.8,66,54.1,2546
"Area Cooperative Educational Services","=""2440014""",06,"Math","Y",219,217,99.1,215,130,60.5,66,30.7,"*","*","*","*",19,8.8,2435
"Area Cooperative Educational Services","=""2440014""",06,"Math","N",122,122,100.0,122,29,23.8,54,44.3,"*","*","*","*",39,32.0,2519
"Area Cooperative Educational Services","=""2440014""",07,"ELA","Y",217,212,97.7,211,86,40.8,64,30.3,48,22.7,13,6.2,61,28.9,2500
"Area Cooperative Educational Services","=""2440014""",07,"ELA","N",116,116,100.0,115,19,16.5,27,23.5,50,43.5,19,16.5,69,60.0,2561
"Area Cooperative Educational Services","=""2440014""",07,"Math","Y",217,211,97.2,211,129,61.1,54,25.6,21,10.0,7,3.3,28,13.3,2453
"Area Cooperative Educational Services","=""2440014""",07,"Math","N",116,115,99.1,115,29,25.2,43,37.4,32,27.8,11,9.6,43,37.4,2538
"Area Cooperative Educational Services","=""2440014""",08,"ELA","Y",171,168,98.2,164,61,37.2,62,37.8,"*","*","*","*",41,25.0,2511
"Area Cooperative Educational Services","=""2440014""",08,"ELA","N",141,141,100.0,141,"*","*",32,22.7,59,41.8,"*","*","*","*",2586
"Area Cooperative Educational Services","=""2440014""",08,"Math","Y",171,167,97.7,166,106,63.9,38,22.9,"*","*","*","*",22,13.3,2473
"Area Cooperative Educational Services","=""2440014""",08,"Math","N",141,141,100.0,141,45,31.9,35,24.8,"*","*","*","*",61,43.3,2560
"Area Cooperative Educational Services","=""2440014""",11,"ELA","Y",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"Math","Y",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"ELA","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"ELA","N",26,26,100.0,26,0,0.0,"*","*","*","*","*","*","*","*",2502
"Ashford School District","=""0030011""",03,"Math","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","N",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2477
"Ashford School District","=""0030011""",04,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"ELA","N",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2547
"Ashford School District","=""0030011""",04,"Math","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"Math","N",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2525
"Ashford School District","=""0030011""",05,"ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"ELA","N",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2532
"Ashford School District","=""0030011""",05,"Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"Math","N",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2494
"Ashford School District","=""0030011""",06,"ELA","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"ELA","N",32,32,100.0,32,0,0.0,"*","*","*","*","*","*","*","*",2575
"Ashford School District","=""0030011""",06,"Math","Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"Math","N",32,32,100.0,32,"*","*","*","*","*","*",0,0.0,"*","*",2508
"Ashford School District","=""0030011""",07,"ELA","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","Y",22,22,100.0,22,"*","*",9,40.9,6,27.3,"*","*","*","*",2539
"Ashford School District","=""0030011""",08,"ELA","N",27,26,96.3,26,"*","*",6,23.1,14,53.8,"*","*","*","*",2602
"Ashford School District","=""0030011""",08,"Math","Y",22,22,100.0,21,12,57.1,"*","*","*","*",0,0.0,"*","*",2488
"Ashford School District","=""0030011""",08,"Math","N",27,26,96.3,26,6,23.1,10,38.5,"*","*","*","*","*","*",2562
"Avon School District","=""0040011""",03,"ELA","Y",20,18,90.0,18,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"ELA","N",199,197,99.0,197,"*","*","*","*","*","*","*","*","*","*",2518
"Avon School District","=""0040011""",03,"Math","Y",20,20,100.0,20,"*","*",9,45.0,6,30.0,"*","*","*","*",2434
"Avon School District","=""0040011""",03,"Math","N",199,199,100.0,199,"*","*",23,11.6,71,35.7,"*","*","*","*",2506
"Avon School District","=""0040011""",04,"ELA","Y",36,34,94.4,34,11,32.4,12,35.3,"*","*","*","*",11,32.4,2441
"Avon School District","=""0040011""",04,"ELA","N",235,234,99.6,234,"*","*",27,11.5,48,20.5,"*","*","*","*",2543
"Avon School District","=""0040011""",04,"Math","Y",36,36,100.0,36,"*","*",12,33.3,6,16.7,"*","*","*","*",2443
"Avon School District","=""0040011""",04,"Math","N",235,235,100.0,235,"*","*",42,17.9,93,39.6,"*","*","*","*",2536
"Avon School District","=""0040011""",05,"ELA","Y",38,36,94.7,36,"*","*",10,27.8,10,27.8,"*","*","*","*",2481
"Avon School District","=""0040011""",05,"ELA","N",243,242,99.6,242,"*","*",25,10.3,84,34.7,"*","*","*","*",2581
"Avon School District","=""0040011""",05,"Math","Y",38,37,97.4,37,18,48.6,13,35.1,"*","*","*","*",6,16.2,2463
"Avon School District","=""0040011""",05,"Math","N",243,242,99.6,242,14,5.8,55,22.7,"*","*","*","*",173,71.5,2559
"Avon School District","=""0040011""",06,"ELA","Y",42,41,97.6,40,"*","*",12,30.0,12,30.0,"*","*","*","*",2510
"Avon School District","=""0040011""",06,"ELA","N",234,233,99.6,233,"*","*",15,6.4,99,42.5,"*","*","*","*",2620
"Avon School District","=""0040011""",06,"Math","Y",42,42,100.0,42,"*","*",14,33.3,6,14.3,"*","*","*","*",2487
"Avon School District","=""0040011""",06,"Math","N",234,233,99.6,233,"*","*",33,14.2,79,33.9,"*","*","*","*",2613
"Avon School District","=""0040011""",07,"ELA","Y",44,44,100.0,44,"*","*",16,36.4,17,38.6,"*","*","*","*",2542
"Avon School District","=""0040011""",07,"ELA","N",228,228,100.0,228,"*","*",16,7.0,105,46.1,"*","*","*","*",2637
"Avon School District","=""0040011""",07,"Math","Y",44,44,100.0,44,"*","*",18,40.9,8,18.2,"*","*","*","*",2526
"Avon School District","=""0040011""",07,"Math","N",228,228,100.0,228,"*","*","*","*",61,26.8,123,53.9,184,80.7,2640
"Avon School District","=""0040011""",08,"ELA","Y",34,31,91.2,31,"*","*",17,54.8,10,32.3,"*","*","*","*",2555
"Avon School District","=""0040011""",08,"ELA","N",242,242,100.0,242,"*","*",26,10.7,103,42.6,"*","*","*","*",2652
"Avon School District","=""0040011""",08,"Math","Y",34,34,100.0,34,12,35.3,11,32.4,"*","*","*","*",11,32.4,2533
"Avon School District","=""0040011""",08,"Math","N",242,242,100.0,242,"*","*",30,12.4,72,29.8,"*","*","*","*",2655
"Avon School District","=""0040011""",11,"ELA","Y",35,32,91.4,31,15,48.4,"*","*",6,19.4,"*","*","*","*",2519
"Avon School District","=""0040011""",11,"ELA","N",211,200,94.8,199,14,7.0,"*","*",63,31.7,"*","*","*","*",2660
"Avon School District","=""0040011""",11,"Math","Y",35,33,94.3,33,17,51.5,11,33.3,"*","*","*","*","*","*",2512
"Avon School District","=""0040011""",11,"Math","N",211,198,93.8,198,21,10.6,42,21.2,"*","*","*","*","*","*",2674
"Barkhamsted School District","=""0050011""",03,"ELA","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"ELA","N",34,32,94.1,32,"*","*","*","*","*","*","*","*","*","*",2468
"Barkhamsted School District","=""0050011""",03,"Math","Y",14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"Math","N",34,32,94.1,32,"*","*","*","*","*","*","*","*","*","*",2427
"Barkhamsted School District","=""0050011""",04,"ELA","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"ELA","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*",2524
"Barkhamsted School District","=""0050011""",04,"Math","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"Math","N",42,40,95.2,40,"*","*","*","*","*","*","*","*","*","*",2471
"Barkhamsted School District","=""0050011""",05,"ELA","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"ELA","N",36,35,97.2,35,0,0.0,"*","*","*","*","*","*","*","*",2566
"Barkhamsted School District","=""0050011""",05,"Math","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"Math","N",36,35,97.2,35,"*","*","*","*","*","*","*","*","*","*",2524
"Barkhamsted School District","=""0050011""",06,"ELA","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"ELA","N",51,51,100.0,50,0,0.0,"*","*","*","*","*","*","*","*",2581
"Barkhamsted School District","=""0050011""",06,"Math","Y",11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"Math","N",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*",2565
"Berlin School District","=""0070011""",03,"ELA","Y",51,51,100.0,51,23,45.1,13,25.5,"*","*","*","*",15,29.4,2379
"Berlin School District","=""0070011""",03,"ELA","N",137,137,100.0,137,"*","*",34,24.8,52,38.0,"*","*","*","*",2460
"Berlin School District","=""0070011""",03,"Math","Y",51,51,100.0,51,22,43.1,15,29.4,"*","*","*","*",14,27.5,2385
"Berlin School District","=""0070011""",03,"Math","N",137,137,100.0,137,"*","*",45,32.8,61,44.5,"*","*","*","*",2447
"Berlin School District","=""0070011""",04,"ELA","Y",51,51,100.0,51,22,43.1,"*","*",12,23.5,"*","*","*","*",2427
"Berlin School District","=""0070011""",04,"ELA","N",195,195,100.0,195,"*","*",36,18.5,74,37.9,"*","*","*","*",2518
"Berlin School District","=""0070011""",04,"Math","Y",51,51,100.0,51,"*","*",21,41.2,13,25.5,"*","*","*","*",2443
"Berlin School District","=""0070011""",04,"Math","N",195,195,100.0,195,"*","*",49,25.1,82,42.1,"*","*","*","*",2520
"Berlin School District","=""0070011""",05,"ELA","Y",44,43,97.7,43,15,34.9,11,25.6,11,25.6,6,14.0,17,39.5,2467
"Berlin School District","=""0070011""",05,"ELA","N",179,179,100.0,177,12,6.8,24,13.6,85,48.0,56,31.6,141,79.7,2551
"Berlin School District","=""0070011""",05,"Math","Y",44,43,97.7,43,24,55.8,15,34.9,"*","*","*","*","*","*",2454
"Berlin School District","=""0070011""",05,"Math","N",179,179,100.0,177,30,16.9,59,33.3,"*","*","*","*","*","*",2522
"Berlin School District","=""0070011""",06,"ELA","Y",43,42,97.7,42,14,33.3,14,33.3,"*","*","*","*",14,33.3,2495
"Berlin School District","=""0070011""",06,"ELA","N",200,200,100.0,200,"*","*",43,21.5,96,48.0,"*","*","*","*",2573
"Berlin School District","=""0070011""",06,"Math","Y",43,42,97.7,42,22,52.4,16,38.1,"*","*","*","*","*","*",2453
"Berlin School District","=""0070011""",06,"Math","N",200,200,100.0,200,26,13.0,80,40.0,"*","*","*","*","*","*",2546
"Berlin School District","=""0070011""",07,"ELA","Y",53,53,100.0,53,20,37.7,20,37.7,13,24.5,0,0.0,13,24.5,2498
"Berlin School District","=""0070011""",07,"ELA","N",162,162,100.0,162,7,4.3,32,19.8,87,53.7,36,22.2,123,75.9,2596
"Berlin School District","=""0070011""",07,"Math","Y",53,53,100.0,53,29,54.7,"*","*","*","*",0,0.0,"*","*",2465
"Berlin School District","=""0070011""",07,"Math","N",161,161,100.0,161,"*","*",55,34.2,"*","*",43,26.7,"*","*",2593
"Berlin School District","=""0070011""",08,"ELA","Y",51,51,100.0,51,16,31.4,20,39.2,"*","*","*","*",15,29.4,2528
"Berlin School District","=""0070011""",08,"ELA","N",193,193,100.0,193,"*","*",45,23.3,94,48.7,"*","*","*","*",2615
"Berlin School District","=""0070011""",08,"Math","Y",51,51,100.0,51,26,51.0,14,27.5,"*","*","*","*",11,21.6,2496
"Berlin School District","=""0070011""",08,"Math","N",193,193,100.0,193,"*","*",57,29.5,53,27.5,"*","*","*","*",2596
"Berlin School District","=""0070011""",11,"ELA","Y",54,47,87.0,32,16,50.0,"*","*","*","*",0,0.0,"*","*",2491
"Berlin School District","=""0070011""",11,"ELA","N",194,191,98.5,172,48,27.9,55,32.0,"*","*","*","*","*","*",2558
"Berlin School District","=""0070011""",11,"Math","Y",54,46,85.2,39,24,61.5,13,33.3,"*","*","*","*","*","*",2514
"Berlin School District","=""0070011""",11,"Math","N",194,192,99.0,182,43,23.6,58,31.9,"*","*","*","*","*","*",2613
"Bethany School District","=""0080011""",03,"ELA","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"ELA","N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2463
"Bethany School District","=""0080011""",03,"Math","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"Math","N",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*",2476
"Bethany School District","=""0080011""",04,"ELA","Y",11,10,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
