"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, Free/Reduced Price Meal"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bozrah School District","=""0130011""","Y",24,24,100.0,24,11,45.8,"*","*",7,29.2,"*","*","*","*"
"Bozrah School District","=""0130011""","N",105,105,100.0,105,21,20.0,"*","*",35,33.3,"*","*","*","*"
"Branford School District","=""0140011""","Y",412,402,97.6,402,109,27.1,128,31.8,117,29.1,48,11.9,165,41.0
"Branford School District","=""0140011""","N",1200,1169,97.4,1169,169,14.5,236,20.2,439,37.6,325,27.8,764,65.4
"Bridgeport Achievement First District","=""2850013""","Y",467,467,100.0,467,167,35.8,137,29.3,108,23.1,55,11.8,163,34.9
"Bridgeport Achievement First District","=""2850013""","N",97,97,100.0,97,29,29.9,27,27.8,23,23.7,18,18.6,41,42.3
"Bridgeport School District","=""0150011""","Y",10461,9942,95.0,9905,4863,49.1,2688,27.1,1852,18.7,502,5.1,2354,23.8
"Bristol School District","=""0170011""","Y",1932,1888,97.7,1885,610,32.4,550,29.2,560,29.7,165,8.8,725,38.5
"Bristol School District","=""0170011""","N",2275,2251,98.9,2250,287,12.8,550,24.4,864,38.4,549,24.4,1413,62.8
"Brookfield School District","=""0180011""","Y",112,109,97.3,107,12,11.2,32,29.9,31,29.0,32,29.9,63,58.9
"Brookfield School District","=""0180011""","N",1398,1329,95.1,1323,151,11.4,230,17.4,509,38.5,433,32.7,942,71.2
"Brooklyn School District","=""0190011""","Y",157,151,96.2,151,29,19.2,50,33.1,53,35.1,19,12.6,72,47.7
"Brooklyn School District","=""0190011""","N",388,385,99.2,385,26,6.8,69,17.9,151,39.2,139,36.1,290,75.3
"Canaan School District","=""0210011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N",47,46,97.9,46,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Y",81,80,98.8,80,15,18.8,34,42.5,21,26.3,10,12.5,31,38.8
"Canterbury School District","=""0220011""","N",231,229,99.1,229,37,16.2,60,26.2,92,40.2,40,17.5,132,57.6
"Canton School District","=""0230011""","Y",80,80,100.0,80,14,17.5,29,36.3,27,33.8,10,12.5,37,46.3
"Canton School District","=""0230011""","N",824,820,99.5,820,65,7.9,117,14.3,309,37.7,329,40.1,638,77.8
"Capitol Region Education Council","=""2410014""","Y",1719,1648,95.9,1643,617,37.6,472,28.7,435,26.5,119,7.2,554,33.7
"Capitol Region Education Council","=""2410014""","N",1780,1700,95.5,1693,243,14.4,358,21.1,606,35.8,486,28.7,1092,64.5
"Chaplin School District","=""0240011""","Y",31,28,90.3,28,"*","*","*","*",6,21.4,"*","*","*","*"
"Chaplin School District","=""0240011""","N",44,30,68.2,30,"*","*","*","*",6,20.0,"*","*","*","*"
"Cheshire School District","=""0250011""","Y",193,186,96.4,186,38,20.4,47,25.3,62,33.3,39,21.0,101,54.3
"Cheshire School District","=""0250011""","N",2330,2301,98.8,2300,134,5.8,319,13.9,872,37.9,975,42.4,1847,80.3
"Chester School District","=""0260011""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",120,120,100.0,120,"*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Y",235,232,98.7,232,54,23.3,71,30.6,72,31.0,35,15.1,107,46.1
"Clinton School District","=""0270011""","N",822,800,97.3,800,57,7.1,150,18.8,322,40.3,271,33.9,593,74.1
"Colchester School District","=""0280011""","Y",238,237,99.6,237,51,21.5,62,26.2,84,35.4,40,16.9,124,52.3
"Colchester School District","=""0280011""","N",1185,1169,98.6,1168,89,7.6,226,19.3,432,37.0,421,36.0,853,73.0
"Colebrook School District","=""0290011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",41,37,90.2,37,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Y",55,54,98.2,54,"*","*",17,31.5,20,37.0,"*","*","*","*"
"Columbia School District","=""0300011""","N",241,234,97.1,234,"*","*",49,20.9,87,37.2,"*","*","*","*"
"Common Ground High School District","=""2680013""","Y",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",1254,1215,96.9,1214,245,20.2,446,36.7,422,34.8,101,8.3,523,43.1
"Connecticut Technical High School System","=""9000016""","N",1269,1220,96.1,1220,227,18.6,383,31.4,464,38.0,146,12.0,610,50.0
"Cooperative Educational Services","=""2430014""","Y",101,100,99.0,100,42,42.0,26,26.0,25,25.0,7,7.0,32,32.0
"Cooperative Educational Services","=""2430014""","N",258,255,98.8,255,72,28.2,69,27.1,70,27.5,44,17.3,114,44.7
"Cornwall School District","=""0310011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",184,171,92.9,171,42,24.6,44,25.7,59,34.5,26,15.2,85,49.7
"Coventry School District","=""0320011""","N",698,678,97.1,677,60,8.9,128,18.9,290,42.8,199,29.4,489,72.2
"Cromwell School District","=""0330011""","Y",207,206,99.5,206,52,25.2,65,31.6,70,34.0,19,9.2,89,43.2
"Cromwell School District","=""0330011""","N",864,861,99.7,861,90,10.5,163,18.9,328,38.1,280,32.5,608,70.6
"Danbury School District","=""0340011""","Y",2905,2590,89.2,2580,815,31.6,803,31.1,736,28.5,226,8.8,962,37.3
"Danbury School District","=""0340011""","N",2702,2181,80.7,2168,355,16.4,511,23.6,760,35.1,542,25.0,1302,60.1
"Darien School District","=""0350011""","Y",48,48,100.0,47,6,12.8,14,29.8,16,34.0,11,23.4,27,57.4
"Darien School District","=""0350011""","N",2575,2502,97.2,2489,102,4.1,253,10.2,880,35.4,1254,50.4,2134,85.7
"Deep River School District","=""0360011""","Y",36,36,100.0,36,8,22.2,8,22.2,9,25.0,11,30.6,20,55.6
"Deep River School District","=""0360011""","N",163,163,100.0,162,17,10.5,32,19.8,52,32.1,61,37.7,113,69.8
"Derby School District","=""0370011""","Y",473,467,98.7,464,171,36.9,140,30.2,115,24.8,38,8.2,153,33.0
"Derby School District","=""0370011""","N",305,301,98.7,300,57,19.0,75,25.0,111,37.0,57,19.0,168,56.0
"East Granby School District","=""0400011""","Y",40,39,97.5,39,"*","*",14,35.9,12,30.8,"*","*","*","*"
"East Granby School District","=""0400011""","N",430,429,99.8,429,"*","*",77,17.9,168,39.2,"*","*","*","*"
"East Haddam School District","=""0410011""","Y",87,87,100.0,87,14,16.1,21,24.1,32,36.8,20,23.0,52,59.8
"East Haddam School District","=""0410011""","N",514,496,96.5,495,60,12.1,79,16.0,203,41.0,153,30.9,356,71.9
"East Hampton School District","=""0420011""","Y",127,126,99.2,126,43,34.1,31,24.6,40,31.7,12,9.5,52,41.3
"East Hampton School District","=""0420011""","N",893,864,96.8,864,89,10.3,194,22.5,327,37.8,254,29.4,581,67.2
"East Hartford School District","=""0430011""","Y",2412,2348,97.3,2344,1019,43.5,689,29.4,516,22.0,120,5.1,636,27.1
"East Hartford School District","=""0430011""","N",1060,1041,98.2,1039,298,28.7,258,24.8,342,32.9,141,13.6,483,46.5
"East Haven School District","=""0440011""","Y",778,760,97.7,759,276,36.4,222,29.2,195,25.7,66,8.7,261,34.4
"East Haven School District","=""0440011""","N",793,785,99.0,784,150,19.1,210,26.8,289,36.9,135,17.2,424,54.1
"East Lyme School District","=""0450011""","Y",218,212,97.2,212,41,19.3,48,22.6,73,34.4,50,23.6,123,58.0
"East Lyme School District","=""0450011""","N",1249,1225,98.1,1225,85,6.9,157,12.8,461,37.6,522,42.6,983,80.2
"East Windsor School District","=""0470011""","Y",218,217,99.5,217,72,33.2,65,30.0,63,29.0,17,7.8,80,36.9
"East Windsor School District","=""0470011""","N",321,318,99.1,315,46,14.6,86,27.3,118,37.5,65,20.6,183,58.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",56,48,85.7,46,31,67.4,"*","*",8,17.4,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",60,50,83.3,49,32,65.3,"*","*",6,12.2,"*","*","*","*"
"Eastford School District","=""0390011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y",25,25,100.0,25,7,28.0,"*","*",7,28.0,"*","*","*","*"
"Easton School District","=""0460011""","N",610,601,98.5,601,"*","*",107,17.8,227,37.8,"*","*","*","*"
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",141,139,98.6,139,37,26.6,38,27.3,47,33.8,17,12.2,64,46.0
"Ellington School District","=""0480011""","N",1315,1293,98.3,1276,111,8.7,191,15.0,462,36.2,512,40.1,974,76.3
"Elm City College Preparatory School District","=""2890013""","Y",291,291,100.0,291,"*","*",77,26.5,107,36.8,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",65,65,100.0,65,"*","*","*","*",28,43.1,18,27.7,46,70.8
"Enfield School District","=""0490011""","Y",958,932,97.3,928,244,26.3,298,32.1,292,31.5,94,10.1,386,41.6
"Enfield School District","=""0490011""","N",1627,1618,99.4,1617,192,11.9,414,25.6,669,41.4,342,21.2,1011,62.5
"Essex School District","=""0500011""","Y",22,22,100.0,22,"*","*","*","*",7,31.8,7,31.8,14,63.6
"Essex School District","=""0500011""","N",245,238,97.1,237,"*","*","*","*",85,35.9,113,47.7,198,83.5
"Explorations District","=""2720013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Y",553,536,96.9,534,131,24.5,164,30.7,174,32.6,65,12.2,239,44.8
"Fairfield School District","=""0510011""","N",5033,4936,98.1,4934,342,6.9,766,15.5,1941,39.3,1885,38.2,3826,77.5
"Farmington School District","=""0520011""","Y",198,190,96.0,190,40,21.1,45,23.7,69,36.3,36,18.9,105,55.3
"Farmington School District","=""0520011""","N",1972,1929,97.8,1926,125,6.5,253,13.1,697,36.2,851,44.2,1548,80.4
"Franklin School District","=""0530011""","Y",23,23,100.0,23,10,43.5,6,26.1,7,30.4,0,0.0,7,30.4
"Franklin School District","=""0530011""","N",88,86,97.7,86,6,7.0,13,15.1,38,44.2,29,33.7,67,77.9
"Glastonbury School District","=""0540011""","Y",315,310,98.4,309,73,23.6,91,29.4,99,32.0,46,14.9,145,46.9
"Glastonbury School District","=""0540011""","N",3125,3100,99.2,3098,153,4.9,444,14.3,1156,37.3,1345,43.4,2501,80.7
"Granby School District","=""0560011""","Y",116,110,94.8,110,18,16.4,35,31.8,40,36.4,17,15.5,57,51.8
"Granby School District","=""0560011""","N",970,903,93.1,902,58,6.4,142,15.7,389,43.1,313,34.7,702,77.8
"Great Oaks Charter School District","=""2940013""","Y",97,95,97.9,95,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Y",681,670,98.4,668,149,22.3,184,27.5,239,35.8,96,14.4,335,50.1
"Greenwich School District","=""0570011""","N",3924,3864,98.5,3863,210,5.4,463,12.0,1280,33.1,1910,49.4,3190,82.6
"Griswold School District","=""0580011""","Y",356,349,98.0,347,83,23.9,112,32.3,114,32.9,38,11.0,152,43.8
"Griswold School District","=""0580011""","N",589,583,99.0,583,58,9.9,110,18.9,250,42.9,165,28.3,415,71.2
"Groton School District","=""0590011""","Y",1010,934,92.5,934,308,33.0,264,28.3,262,28.1,100,10.7,362,38.8
"Groton School District","=""0590011""","N",1211,1112,91.8,1111,160,14.4,234,21.1,420,37.8,297,26.7,717,64.5
"Guilford School District","=""0600011""","Y",183,181,98.9,181,21,11.6,45,24.9,76,42.0,39,21.5,115,63.5
"Guilford School District","=""0600011""","N",1687,1679,99.5,1679,95,5.7,212,12.6,618,36.8,754,44.9,1372,81.7
"Hamden School District","=""0620011""","Y",1134,1070,94.4,1069,377,35.3,351,32.8,244,22.8,97,9.1,341,31.9
"Hamden School District","=""0620011""","N",1708,1624,95.1,1623,214,13.2,309,19.0,583,35.9,517,31.9,1100,67.8
"Hampton School District","=""0630011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",33,30,90.9,30,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Y",8883,8261,93.0,8209,4214,51.3,2192,26.7,1408,17.2,395,4.8,1803,22.0
"Hartford School District","=""0640011""","N",1696,1516,89.4,1507,337,22.4,376,25.0,495,32.8,299,19.8,794,52.7
"Hartland School District","=""0650011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",119,117,98.3,117,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y",38,38,100.0,38,16,42.1,11,28.9,"*","*","*","*",11,28.9
"Hebron School District","=""0670011""","N",455,454,99.8,453,"*","*",90,19.9,"*","*",122,26.9,"*","*"
"Highville Charter School District","=""2860013""","Y",149,149,100.0,149,"*","*",67,45.0,46,30.9,"*","*","*","*"
"Highville Charter School District","=""2860013""","N",63,63,100.0,63,"*","*",19,30.2,20,31.7,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",69,69,100.0,69,18,26.1,24,34.8,21,30.4,6,8.7,27,39.1
"Integrated Day Charter School District","=""2640013""","N",129,128,99.2,126,16,12.7,32,25.4,43,34.1,35,27.8,78,61.9
"Interdistrict School for Arts and Comm District","=""2650013""","Y",179,177,98.9,177,64,36.2,61,34.5,45,25.4,7,4.0,52,29.4
"Interdistrict School for Arts and Comm District","=""2650013""","N",74,74,100.0,74,14,18.9,21,28.4,32,43.2,7,9.5,39,52.7
"Jumoke Academy District","=""2610013""","Y",247,247,100.0,247,76,30.8,87,35.2,70,28.3,14,5.7,84,34.0
"Jumoke Academy District","=""2610013""","N",180,178,98.9,178,48,27.0,54,30.3,41,23.0,35,19.7,76,42.7
"Kent School District","=""0680011""","Y",24,24,100.0,24,"*","*","*","*",14,58.3,"*","*","*","*"
"Kent School District","=""0680011""","N",140,138,98.6,138,"*","*","*","*",57,41.3,"*","*","*","*"
"Killingly School District","=""0690011""","Y",551,543,98.5,542,137,25.3,158,29.2,198,36.5,49,9.0,247,45.6
"Killingly School District","=""0690011""","N",666,658,98.8,657,103,15.7,160,24.4,266,40.5,128,19.5,394,60.0
"Learn","=""2450014""","Y",311,304,97.7,302,72,23.8,99,32.8,85,28.1,46,15.2,131,43.4
"Learn","=""2450014""","N",271,263,97.0,262,25,9.5,48,18.3,102,38.9,87,33.2,189,72.1
"Lebanon School District","=""0710011""","Y",107,102,95.3,102,19,18.6,36,35.3,31,30.4,16,15.7,47,46.1
"Lebanon School District","=""0710011""","N",470,457,97.2,457,63,13.8,94,20.6,183,40.0,117,25.6,300,65.6
"Ledyard School District","=""0720011""","Y",226,222,98.2,222,49,22.1,72,32.4,75,33.8,26,11.7,101,45.5
"Ledyard School District","=""0720011""","N",1042,1016,97.5,1014,142,14.0,207,20.4,394,38.9,271,26.7,665,65.6
"Lisbon School District","=""0730011""","Y",62,61,98.4,61,9,14.8,14,23.0,27,44.3,11,18.0,38,62.3
"Lisbon School District","=""0730011""","N",196,194,99.0,194,26,13.4,41,21.1,83,42.8,44,22.7,127,65.5
"Litchfield School District","=""0740011""","Y",67,67,100.0,66,17,25.8,21,31.8,16,24.2,12,18.2,28,42.4
"Litchfield School District","=""0740011""","N",498,490,98.4,489,46,9.4,89,18.2,176,36.0,178,36.4,354,72.4
"Madison School District","=""0760011""","Y",79,64,81.0,63,12,19.0,18,28.6,18,28.6,15,23.8,33,52.4
"Madison School District","=""0760011""","N",1636,1264,77.3,1260,94,7.5,209,16.6,503,39.9,454,36.0,957,76.0
"Manchester School District","=""0770011""","Y",1698,1571,92.5,1567,723,46.1,427,27.2,324,20.7,93,5.9,417,26.6
"Manchester School District","=""0770011""","N",1345,1234,91.7,1231,255,20.7,306,24.9,417,33.9,253,20.6,670,54.4
"Mansfield School District","=""0780011""","Y",190,178,93.7,178,37,20.8,38,21.3,52,29.2,51,28.7,103,57.9
"Mansfield School District","=""0780011""","N",592,545,92.1,544,24,4.4,54,9.9,178,32.7,288,52.9,466,85.7
"Marlborough School District","=""0790011""","Y",36,36,100.0,36,8,22.2,10,27.8,10,27.8,8,22.2,18,50.0
"Marlborough School District","=""0790011""","N",331,330,99.7,330,29,8.8,43,13.0,114,34.5,144,43.6,258,78.2
"Meriden School District","=""0800011""","Y",2626,2524,96.1,2511,1072,42.7,717,28.6,536,21.3,186,7.4,722,28.8
"Meriden School District","=""0800011""","N",1232,1196,97.1,1196,221,18.5,270,22.6,443,37.0,262,21.9,705,58.9
"Middletown School District","=""0830011""","Y",1107,1086,98.1,1084,379,35.0,345,31.8,263,24.3,97,8.9,360,33.2
"Middletown School District","=""0830011""","N",1340,1329,99.2,1329,148,11.1,282,21.2,507,38.1,392,29.5,899,67.6
"Milford School District","=""0840011""","Y",656,638,97.3,636,172,27.0,202,31.8,188,29.6,74,11.6,262,41.2
"Milford School District","=""0840011""","N",2656,2584,97.3,2580,282,10.9,545,21.1,1018,39.5,735,28.5,1753,67.9
"Monroe School District","=""0850011""","Y",133,132,99.2,131,13,9.9,21,16.0,54,41.2,43,32.8,97,74.0
"Monroe School District","=""0850011""","N",1604,1583,98.7,1581,68,4.3,162,10.2,576,36.4,775,49.0,1351,85.5
"Montville School District","=""0860011""","Y",445,439,98.7,439,117,26.7,126,28.7,135,30.8,61,13.9,196,44.6
"Montville School District","=""0860011""","N",794,784,98.7,784,102,13.0,172,21.9,294,37.5,216,27.6,510,65.1
"Naugatuck School District","=""0880011""","Y",1051,1026,97.6,1025,352,34.3,284,27.7,296,28.9,93,9.1,389,38.0
"Naugatuck School District","=""0880011""","N",1211,1194,98.6,1193,216,18.1,292,24.5,419,35.1,266,22.3,685,57.4
"New Beginnings Inc., Family Academy District","=""2800013""","Y",216,216,100.0,216,"*","*","*","*",66,30.6,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",26,26,100.0,26,"*","*","*","*",15,57.7,"*","*","*","*"
"New Britain School District","=""0890011""","Y",3957,3848,97.2,3832,2178,56.8,940,24.5,537,14.0,177,4.6,714,18.6
"New Britain School District","=""0890011""","N",853,831,97.4,831,278,33.5,196,23.6,231,27.8,126,15.2,357,43.0
"New Canaan School District","=""0900011""","N",2249,2196,97.6,2194,93,4.2,298,13.6,763,34.8,1040,47.4,1803,82.2
"New Fairfield School District","=""0910011""","Y",127,121,95.3,121,30,24.8,29,24.0,43,35.5,19,15.7,62,51.2
"New Fairfield School District","=""0910011""","N",1254,1080,86.1,1077,138,12.8,213,19.8,420,39.0,306,28.4,726,67.4
"New Hartford School District","=""0920011""","Y",26,26,100.0,26,"*","*",7,26.9,8,30.8,"*","*","*","*"
"New Hartford School District","=""0920011""","N",279,267,95.7,265,"*","*",31,11.7,101,38.1,"*","*","*","*"
"New Haven School District","=""0930011""","Y",5738,5422,94.5,5398,2774,51.4,1524,28.2,909,16.8,191,3.5,1100,20.4
"New Haven School District","=""0930011""","N",4330,3996,92.3,3962,1265,31.9,1078,27.2,1089,27.5,530,13.4,1619,40.9
"New London School District","=""0950011""","Y",1313,1278,97.3,1270,525,41.3,398,31.3,280,22.0,67,5.3,347,27.3
"New London School District","=""0950011""","N",288,273,94.8,266,79,29.7,66,24.8,72,27.1,49,18.4,121,45.5
"New Milford School District","=""0960011""","Y",436,402,92.2,402,144,35.8,115,28.6,111,27.6,32,8.0,143,35.6
"New Milford School District","=""0960011""","N",1865,1716,92.0,1707,298,17.5,439,25.7,586,34.3,384,22.5,970,56.8
"Newington School District","=""0940011""","Y",464,452,97.4,450,99,22.0,139,30.9,158,35.1,54,12.0,212,47.1
"Newington School District","=""0940011""","N",1739,1709,98.3,1700,207,12.2,390,22.9,654,38.5,449,26.4,1103,64.9
"Newtown School District","=""0970011""","Y",206,194,94.2,194,32,16.5,57,29.4,78,40.2,27,13.9,105,54.1
"Newtown School District","=""0970011""","N",2391,2286,95.6,2282,140,6.1,394,17.3,953,41.8,795,34.8,1748,76.6
"Norfolk School District","=""0980011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",183,179,97.8,179,53,29.6,59,33.0,44,24.6,23,12.8,67,37.4
"North Branford School District","=""0990011""","N",894,860,96.2,860,168,19.5,213,24.8,269,31.3,210,24.4,479,55.7
"North Canaan School District","=""1000011""","Y",49,45,91.8,45,16,35.6,"*","*",14,31.1,"*","*","*","*"
"North Canaan School District","=""1000011""","N",112,109,97.3,109,"*","*",26,23.9,43,39.4,"*","*","*","*"
"North Haven School District","=""1010011""","Y",251,207,82.5,204,80,39.2,52,25.5,50,24.5,22,10.8,72,35.3
"North Haven School District","=""1010011""","N",1493,1230,82.4,1213,208,17.1,315,26.0,400,33.0,290,23.9,690,56.9
"North Stonington School District","=""1020011""","Y",60,58,96.7,58,15,25.9,19,32.8,17,29.3,7,12.1,24,41.4
"North Stonington School District","=""1020011""","N",321,316,98.4,316,23,7.3,62,19.6,121,38.3,110,34.8,231,73.1
"Norwalk School District","=""1030011""","Y",2814,2773,98.5,2769,957,34.6,845,30.5,730,26.4,237,8.6,967,34.9
"Norwalk School District","=""1030011""","N",2923,2783,95.2,2774,431,15.5,667,24.0,952,34.3,724,26.1,1676,60.4
"Norwich Free Academy District","=""9010022""","Y",257,218,84.8,210,93,44.3,57,27.1,40,19.0,20,9.5,60,28.6
"Norwich Free Academy District","=""9010022""","N",290,276,95.2,269,46,17.1,71,26.4,87,32.3,65,24.2,152,56.5
"Norwich School District","=""1040011""","Y",1694,1657,97.8,1651,765,46.3,484,29.3,310,18.8,92,5.6,402,24.3
"Norwich School District","=""1040011""","N",560,541,96.6,540,150,27.8,144,26.7,172,31.9,74,13.7,246,45.6
"Odyssey Community School District","=""2630013""","Y",84,80,95.2,80,18,22.5,27,33.8,23,28.8,12,15.0,35,43.8
"Odyssey Community School District","=""2630013""","N",130,130,100.0,130,12,9.2,31,23.8,61,46.9,26,20.0,87,66.9
"Old Saybrook School District","=""1060011""","Y",126,122,96.8,121,19,15.7,33,27.3,45,37.2,24,19.8,69,57.0
"Old Saybrook School District","=""1060011""","N",626,608,97.1,603,35,5.8,123,20.4,258,42.8,187,31.0,445,73.8
"Orange School District","=""1070011""","Y",38,36,94.7,35,"*","*","*","*",14,40.0,9,25.7,23,65.7
"Orange School District","=""1070011""","N",672,659,98.1,657,"*","*","*","*",220,33.5,308,46.9,528,80.4
"Oxford School District","=""1080011""","Y",92,91,98.9,91,14,15.4,21,23.1,35,38.5,21,23.1,56,61.5
"Oxford School District","=""1080011""","N",1034,1015,98.2,1015,78,7.7,204,20.1,404,39.8,329,32.4,733,72.2
"Park City Prep Charter School District","=""2830013""","Y",241,238,98.8,238,111,46.6,72,30.3,"*","*","*","*",55,23.1
"Park City Prep Charter School District","=""2830013""","N",105,103,98.1,103,"*","*",36,35.0,35,34.0,"*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",580,553,95.3,552,172,31.2,169,30.6,159,28.8,52,9.4,211,38.2
"Plainfield School District","=""1090011""","N",655,616,94.0,616,115,18.7,162,26.3,210,34.1,129,20.9,339,55.0
"Plainville School District","=""1100011""","Y",424,420,99.1,419,116,27.7,110,26.3,151,36.0,42,10.0,193,46.1
