"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bridgeport School District","=""0150011""","F",10462,10109,96.6,10102,6860,67.9,2345,23.2,723,7.2,174,1.7,897,8.9
"Bristol School District","=""0170011""","F",1655,1631,98.5,1630,796,48.8,501,30.7,264,16.2,69,4.2,333,20.4
"Bristol School District","=""0170011""","N",2276,2253,99.0,2253,597,26.5,715,31.7,605,26.9,336,14.9,941,41.8
"Bristol School District","=""0170011""","R",279,277,99.3,277,90,32.5,104,37.5,64,23.1,19,6.9,83,30.0
"Brookfield School District","=""0180011""","F",86,84,97.7,84,"*","*",25,29.8,23,27.4,"*","*","*","*"
"Brookfield School District","=""0180011""","N",1398,1346,96.3,1344,204,15.2,366,27.2,429,31.9,345,25.7,774,57.6
"Brookfield School District","=""0180011""","R",26,26,100.0,26,"*","*",8,30.8,"*","*",9,34.6,"*","*"
"Brooklyn School District","=""0190011""","F",136,132,97.1,131,63,48.1,48,36.6,"*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","N",388,385,99.2,385,78,20.3,147,38.2,100,26.0,60,15.6,160,41.6
"Brooklyn School District","=""0190011""","R",21,21,100.0,21,6,28.6,10,47.6,"*","*","*","*","*","*"
"Canaan School District","=""0210011""","F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N",47,47,100.0,47,"*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","F",60,60,100.0,60,20,33.3,21,35.0,"*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",231,229,99.1,229,61,26.6,74,32.3,67,29.3,27,11.8,94,41.0
"Canterbury School District","=""0220011""","R",21,20,95.2,20,6,30.0,9,45.0,"*","*","*","*","*","*"
"Canton School District","=""0230011""","F",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","N",823,815,99.0,815,100,12.3,232,28.5,248,30.4,235,28.8,483,59.3
"Canton School District","=""0230011""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","F",1434,1371,95.6,1362,760,55.8,391,28.7,159,11.7,52,3.8,211,15.5
"Capitol Region Education Council","=""2410014""","N",1781,1708,95.9,1704,435,25.5,509,29.9,406,23.8,354,20.8,760,44.6
"Capitol Region Education Council","=""2410014""","R",286,275,96.2,275,139,50.5,74,26.9,42,15.3,20,7.3,62,22.5
"Chaplin School District","=""0240011""","F",24,20,83.3,20,12,60.0,"*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","N",44,31,70.5,31,"*","*",14,45.2,12,38.7,"*","*","*","*"
"Chaplin School District","=""0240011""","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","F",155,149,96.1,149,50,33.6,58,38.9,25,16.8,16,10.7,41,27.5
"Cheshire School District","=""0250011""","N",2330,2300,98.7,2300,322,14.0,579,25.2,723,31.4,676,29.4,1399,60.8
"Cheshire School District","=""0250011""","R",38,37,97.4,37,7,18.9,15,40.5,6,16.2,9,24.3,15,40.5
"Chester School District","=""0260011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",120,120,100.0,120,"*","*","*","*",47,39.2,39,32.5,86,71.7
"Chester School District","=""0260011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","F",193,190,98.4,190,67,35.3,64,33.7,"*","*","*","*",59,31.1
"Clinton School District","=""0270011""","N",821,803,97.8,802,134,16.7,201,25.1,269,33.5,198,24.7,467,58.2
"Clinton School District","=""0270011""","R",42,42,100.0,42,12,28.6,14,33.3,"*","*","*","*",16,38.1
"Colchester School District","=""0280011""","F",202,200,99.0,200,69,34.5,70,35.0,42,21.0,19,9.5,61,30.5
"Colchester School District","=""0280011""","N",1185,1165,98.3,1164,181,15.5,343,29.5,351,30.2,289,24.8,640,55.0
"Colchester School District","=""0280011""","R",35,35,100.0,35,8,22.9,11,31.4,6,17.1,10,28.6,16,45.7
"Colebrook School District","=""0290011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",41,37,90.2,37,"*","*",12,32.4,"*","*",15,40.5,"*","*"
"Colebrook School District","=""0290011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","F",45,44,97.8,44,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","N",241,233,96.7,232,37,15.9,73,31.5,78,33.6,44,19.0,122,52.6
"Columbia School District","=""0300011""","R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","F",1047,1011,96.6,1011,683,67.6,260,25.7,"*","*","*","*",68,6.7
"Connecticut Technical High School System","=""9000016""","N",1268,1215,95.8,1215,691,56.9,383,31.5,130,10.7,11,0.9,141,11.6
"Connecticut Technical High School System","=""9000016""","R",207,202,97.6,202,133,65.8,56,27.7,"*","*","*","*",13,6.4
"Cooperative Educational Services","=""2430014""","F",74,74,100.0,74,43,58.1,18,24.3,"*","*","*","*",13,17.6
"Cooperative Educational Services","=""2430014""","N",257,254,98.8,254,91,35.8,80,31.5,58,22.8,25,9.8,83,32.7
"Cooperative Educational Services","=""2430014""","R",27,27,100.0,27,7,25.9,13,48.1,"*","*","*","*",7,25.9
"Cornwall School District","=""0310011""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",56,52,92.9,52,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","F",161,147,91.3,147,54,36.7,45,30.6,"*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",698,668,95.7,668,119,17.8,226,33.8,199,29.8,124,18.6,323,48.4
"Coventry School District","=""0320011""","R",23,22,95.7,22,8,36.4,10,45.5,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","F",168,167,99.4,167,83,49.7,60,35.9,"*","*","*","*",24,14.4
"Cromwell School District","=""0330011""","N",863,860,99.7,860,185,21.5,245,28.5,256,29.8,174,20.2,430,50.0
"Cromwell School District","=""0330011""","R",39,39,100.0,39,14,35.9,13,33.3,"*","*","*","*",12,30.8
"Danbury School District","=""0340011""","F",2281,2056,90.1,2053,994,48.4,712,34.7,279,13.6,68,3.3,347,16.9
"Danbury School District","=""0340011""","N",2702,2215,82.0,2211,613,27.7,684,30.9,584,26.4,330,14.9,914,41.3
"Danbury School District","=""0340011""","R",624,577,92.5,575,207,36.0,220,38.3,116,20.2,32,5.6,148,25.7
"Darien School District","=""0350011""","F",36,36,100.0,35,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","N",2575,2480,96.3,2466,173,7.0,404,16.4,774,31.4,1115,45.2,1889,76.6
"Darien School District","=""0350011""","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","F",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N",163,163,100.0,163,25,15.3,43,26.4,63,38.7,32,19.6,95,58.3
"Deep River School District","=""0360011""","R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","F",402,397,98.8,396,218,55.1,111,28.0,"*","*","*","*",67,16.9
"Derby School District","=""0370011""","N",305,298,97.7,298,87,29.2,117,39.3,74,24.8,20,6.7,94,31.5
"Derby School District","=""0370011""","R",71,69,97.2,69,29,42.0,23,33.3,"*","*","*","*",17,24.6
"East Granby School District","=""0400011""","F",39,38,97.4,38,14,36.8,15,39.5,"*","*","*","*",9,23.7
"East Granby School District","=""0400011""","N",430,428,99.5,428,"*","*",109,25.5,129,30.1,"*","*","*","*"
"East Haddam School District","=""0410011""","F",67,67,100.0,67,"*","*",14,20.9,"*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",514,495,96.3,495,96,19.4,152,30.7,138,27.9,109,22.0,247,49.9
"East Haddam School District","=""0410011""","R",20,20,100.0,20,"*","*",8,40.0,"*","*","*","*","*","*"
"East Hampton School District","=""0420011""","F",107,106,99.1,106,48,45.3,"*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","N",893,861,96.4,861,162,18.8,299,34.7,267,31.0,133,15.4,400,46.5
"East Hampton School District","=""0420011""","R",20,20,100.0,20,9,45.0,"*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","F",2096,2059,98.2,2056,1248,60.7,555,27.0,"*","*","*","*",253,12.3
"East Hartford School District","=""0430011""","N",1057,1041,98.5,1040,435,41.8,345,33.2,175,16.8,85,8.2,260,25.0
"East Hartford School District","=""0430011""","R",298,291,97.7,291,163,56.0,75,25.8,"*","*","*","*",53,18.2
"East Haven School District","=""0440011""","F",620,604,97.4,604,320,53.0,194,32.1,76,12.6,14,2.3,90,14.9
"East Haven School District","=""0440011""","N",793,788,99.4,787,294,37.4,258,32.8,173,22.0,62,7.9,235,29.9
"East Haven School District","=""0440011""","R",158,158,100.0,158,72,45.6,50,31.6,29,18.4,7,4.4,36,22.8
"East Lyme School District","=""0450011""","F",161,158,98.1,158,41,25.9,47,29.7,46,29.1,24,15.2,70,44.3
"East Lyme School District","=""0450011""","N",1249,1223,97.9,1223,153,12.5,284,23.2,371,30.3,415,33.9,786,64.3
"East Lyme School District","=""0450011""","R",57,53,93.0,53,13,24.5,22,41.5,10,18.9,8,15.1,18,34.0
"East Windsor School District","=""0470011""","F",183,182,99.5,182,90,49.5,65,35.7,"*","*","*","*",27,14.8
"East Windsor School District","=""0470011""","N",321,320,99.7,318,89,28.0,102,32.1,77,24.2,50,15.7,127,39.9
"East Windsor School District","=""0470011""","R",35,35,100.0,35,11,31.4,16,45.7,"*","*","*","*",8,22.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","F","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",60,48,80.0,47,41,87.2,"*","*",0,0.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","F",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",76,76,100.0,76,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","N",610,603,98.9,602,54,9.0,163,27.1,192,31.9,193,32.1,385,64.0
"Easton School District","=""0460011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","F",120,120,100.0,119,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1314,1296,98.6,1277,172,13.5,329,25.8,412,32.3,364,28.5,776,60.8
"Ellington School District","=""0480011""","R",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","F",234,234,100.0,234,65,27.8,77,32.9,62,26.5,30,12.8,92,39.3
"Elm City College Preparatory School District","=""2890013""","N",65,65,100.0,65,6,9.2,22,33.8,23,35.4,14,21.5,37,56.9
"Elm City College Preparatory School District","=""2890013""","R",57,57,100.0,57,15,26.3,21,36.8,14,24.6,7,12.3,21,36.8
"Enfield School District","=""0490011""","F",762,734,96.3,732,296,40.4,267,36.5,136,18.6,33,4.5,169,23.1
"Enfield School District","=""0490011""","N",1626,1616,99.4,1613,353,21.9,603,37.4,457,28.3,200,12.4,657,40.7
"Enfield School District","=""0490011""","R",196,192,98.0,192,57,29.7,76,39.6,46,24.0,13,6.8,59,30.7
"Essex School District","=""0500011""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","N",245,238,97.1,238,31,13.0,75,31.5,65,27.3,67,28.2,132,55.5
"Essex School District","=""0500011""","R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","F",406,383,94.3,382,145,38.0,142,37.2,66,17.3,29,7.6,95,24.9
"Fairfield School District","=""0510011""","N",5031,4877,96.9,4876,561,11.5,1231,25.2,1661,34.1,1423,29.2,3084,63.2
"Fairfield School District","=""0510011""","R",147,142,96.6,142,39,27.5,52,36.6,39,27.5,12,8.5,51,35.9
"Farmington School District","=""0520011""","F",176,166,94.3,165,50,30.3,"*","*","*","*","*","*","*","*"
"Farmington School District","=""0520011""","N",1975,1916,97.0,1914,211,11.0,432,22.6,549,28.7,722,37.7,1271,66.4
"Farmington School District","=""0520011""","R",22,22,100.0,21,12,57.1,"*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",88,86,97.7,86,14,16.3,26,30.2,31,36.0,15,17.4,46,53.5
"Franklin School District","=""0530011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","F",244,240,98.4,240,82,34.2,77,32.1,"*","*","*","*",81,33.8
"Glastonbury School District","=""0540011""","N",3127,3098,99.1,3098,281,9.1,638,20.6,936,30.2,1243,40.1,2179,70.3
"Glastonbury School District","=""0540011""","R",71,69,97.2,69,27,39.1,20,29.0,"*","*","*","*",22,31.9
"Granby School District","=""0560011""","F",91,89,97.8,89,"*","*",35,39.3,22,24.7,"*","*","*","*"
"Granby School District","=""0560011""","N",970,898,92.6,897,94,10.5,233,26.0,313,34.9,257,28.7,570,63.5
"Granby School District","=""0560011""","R",25,22,88.0,22,"*","*",6,27.3,7,31.8,"*","*","*","*"
"Great Oaks Charter School District","=""2940013""","F",88,86,97.7,86,61,70.9,"*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","F",505,500,99.0,498,219,44.0,174,34.9,70,14.1,35,7.0,105,21.1
"Greenwich School District","=""0570011""","N",3923,3906,99.6,3906,401,10.3,747,19.1,1137,29.1,1621,41.5,2758,70.6
"Greenwich School District","=""0570011""","R",176,175,99.4,175,49,28.0,69,39.4,35,20.0,22,12.6,57,32.6
"Griswold School District","=""0580011""","F",301,293,97.3,293,117,39.9,98,33.4,"*","*","*","*",78,26.6
"Griswold School District","=""0580011""","N",591,584,98.8,584,128,21.9,181,31.0,178,30.5,97,16.6,275,47.1
"Griswold School District","=""0580011""","R",55,54,98.2,54,21,38.9,20,37.0,"*","*","*","*",13,24.1
"Groton School District","=""0590011""","F",778,723,92.9,722,334,46.3,219,30.3,119,16.5,50,6.9,169,23.4
"Groton School District","=""0590011""","N",1212,1110,91.6,1110,202,18.2,358,32.3,328,29.5,222,20.0,550,49.5
"Groton School District","=""0590011""","R",236,226,95.8,226,61,27.0,89,39.4,45,19.9,31,13.7,76,33.6
"Guilford School District","=""0600011""","F",120,119,99.2,119,32,26.9,41,34.5,31,26.1,15,12.6,46,38.7
"Guilford School District","=""0600011""","N",1687,1678,99.5,1678,163,9.7,407,24.3,515,30.7,593,35.3,1108,66.0
"Guilford School District","=""0600011""","R",63,63,100.0,63,13,20.6,18,28.6,16,25.4,16,25.4,32,50.8
"Hamden School District","=""0620011""","F",926,871,94.1,869,480,55.2,239,27.5,112,12.9,38,4.4,150,17.3
"Hamden School District","=""0620011""","N",1709,1643,96.1,1641,408,24.9,444,27.1,440,26.8,349,21.3,789,48.1
"Hamden School District","=""0620011""","R",208,202,97.1,202,82,40.6,80,39.6,30,14.9,10,5.0,40,19.8
"Hampton School District","=""0630011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",33,29,87.9,29,"*","*",11,37.9,8,27.6,"*","*","*","*"
"Hampton School District","=""0630011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","F",8675,8142,93.9,8120,5392,66.4,1940,23.9,595,7.3,193,2.4,788,9.7
"Hartford School District","=""0640011""","N",1698,1603,94.4,1602,606,37.8,442,27.6,321,20.0,233,14.5,554,34.6
"Hartford School District","=""0640011""","R",203,189,93.1,189,80,42.3,64,33.9,34,18.0,11,5.8,45,23.8
"Hartland School District","=""0650011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",119,117,98.3,117,23,19.7,39,33.3,43,36.8,12,10.3,55,47.0
"Hartland School District","=""0650011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",455,454,99.8,454,66,14.5,155,34.1,162,35.7,71,15.6,233,51.3
"Hebron School District","=""0670011""","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","F",111,111,100.0,111,59,53.2,42,37.8,"*","*","*","*",10,9.0
"Highville Charter School District","=""2860013""","N",63,63,100.0,63,30,47.6,23,36.5,10,15.9,0,0.0,"*","*"
"Highville Charter School District","=""2860013""","R",38,38,100.0,38,21,55.3,"*","*","*","*",0,0.0,"*","*"
"Integrated Day Charter School District","=""2640013""","F",54,54,100.0,53,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",129,129,100.0,127,41,32.3,40,31.5,26,20.5,20,15.7,46,36.2
"Integrated Day Charter School District","=""2640013""","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","F",154,154,100.0,154,99,64.3,36,23.4,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",74,74,100.0,74,29,39.2,21,28.4,"*","*","*","*",24,32.4
"Interdistrict School for Arts and Comm District","=""2650013""","R",25,24,96.0,23,11,47.8,"*","*","*","*",0,0.0,"*","*"
"Jumoke Academy District","=""2610013""","F",192,192,100.0,192,97,50.5,76,39.6,19,9.9,0,0.0,19,9.9
"Jumoke Academy District","=""2610013""","N",180,178,98.9,178,72,40.4,67,37.6,"*","*","*","*",39,21.9
"Jumoke Academy District","=""2610013""","R",55,55,100.0,55,22,40.0,22,40.0,"*","*","*","*",11,20.0
"Kent School District","=""0680011""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","N",140,138,98.6,138,13,9.4,28,20.3,65,47.1,32,23.2,97,70.3
"Kent School District","=""0680011""","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","F",445,435,97.8,435,172,39.5,173,39.8,"*","*","*","*",90,20.7
"Killingly School District","=""0690011""","N",666,656,98.5,655,193,29.5,236,36.0,176,26.9,50,7.6,226,34.5
"Killingly School District","=""0690011""","R",106,104,98.1,104,36,34.6,45,43.3,"*","*","*","*",23,22.1
"Learn","=""2450014""","F",249,245,98.4,243,116,47.7,81,33.3,38,15.6,8,3.3,46,18.9
"Learn","=""2450014""","N",271,263,97.0,263,78,29.7,89,33.8,61,23.2,35,13.3,96,36.5
"Learn","=""2450014""","R",62,62,100.0,62,31,50.0,19,30.6,6,9.7,6,9.7,12,19.4
"Lebanon School District","=""0710011""","F",87,81,93.1,81,"*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N",470,451,96.0,451,86,19.1,141,31.3,131,29.0,93,20.6,224,49.7
"Lebanon School District","=""0710011""","R",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","F",190,187,98.4,187,60,32.1,74,39.6,"*","*","*","*",53,28.3
"Ledyard School District","=""0720011""","N",1043,1022,98.0,1019,217,21.3,317,31.1,279,27.4,206,20.2,485,47.6
"Ledyard School District","=""0720011""","R",36,35,97.2,35,8,22.9,18,51.4,"*","*","*","*",9,25.7
"Lisbon School District","=""0730011""","F",54,54,100.0,54,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N",196,194,99.0,194,59,30.4,89,45.9,35,18.0,11,5.7,46,23.7
"Lisbon School District","=""0730011""","R",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","F",56,55,98.2,55,"*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",498,491,98.6,491,63,12.8,112,22.8,167,34.0,149,30.3,316,64.4
"Litchfield School District","=""0740011""","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","F",61,49,80.3,49,"*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",1636,1262,77.1,1261,148,11.7,346,27.4,401,31.8,366,29.0,767,60.8
"Madison School District","=""0760011""","R",18,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","F",1484,1368,92.2,1365,747,54.7,407,29.8,164,12.0,47,3.4,211,15.5
"Manchester School District","=""0770011""","N",1346,1234,91.7,1232,333,27.0,379,30.8,327,26.5,193,15.7,520,42.2
"Manchester School District","=""0770011""","R",212,202,95.3,202,86,42.6,70,34.7,36,17.8,10,5.0,46,22.8
"Mansfield School District","=""0780011""","F",163,158,96.9,158,"*","*","*","*",34,21.5,37,23.4,71,44.9
