"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades Combined, Special Education Statu"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Cooperative Educational Services","=""2430014""","N",224,220,98.2,220,34,15.5,56,25.5,78,35.5,52,23.6,130,59.1
"Cooperative Educational Services","=""2430014""","Y",118,116,98.3,116,71,61.2,22,19.0,15,12.9,8,6.9,23,19.8
"Cornwall School District","=""0310011""","N",53,51,96.2,51,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",666,659,98.9,659,"*","*",104,15.8,270,41.0,"*","*","*","*"
"Coventry School District","=""0320011""","Y",87,85,97.7,85,38,44.7,25,29.4,"*","*","*","*",22,25.9
"Cromwell School District","=""0330011""","N",833,832,99.9,832,"*","*",176,21.2,311,37.4,"*","*","*","*"
"Cromwell School District","=""0330011""","Y",90,88,97.8,88,49,55.7,22,25.0,"*","*","*","*",17,19.3
"Danbury School District","=""0340011""","N",4523,4491,99.3,4488,906,20.2,1280,28.5,1499,33.4,803,17.9,2302,51.3
"Danbury School District","=""0340011""","Y",555,545,98.2,545,358,65.7,123,22.6,55,10.1,9,1.7,64,11.7
"Darien School District","=""0350011""","N",1967,1958,99.5,1958,27,1.4,130,6.6,624,31.9,1177,60.1,1801,92.0
"Darien School District","=""0350011""","Y",315,297,94.3,297,48,16.2,90,30.3,95,32.0,64,21.5,159,53.5
"Deep River School District","=""0360011""","N",169,168,99.4,168,12,7.1,37,22.0,"*","*","*","*",119,70.8
"Deep River School District","=""0360011""","Y",31,31,100.0,31,14,45.2,11,35.5,"*","*","*","*",6,19.4
"Derby School District","=""0370011""","N",580,580,100.0,580,160,27.6,"*","*",186,32.1,"*","*","*","*"
"Derby School District","=""0370011""","Y",100,98,98.0,98,78,79.6,12,12.2,"*","*","*","*",8,8.2
"East Granby School District","=""0400011""","N",346,346,100.0,346,"*","*",58,16.8,132,38.2,"*","*","*","*"
"East Granby School District","=""0400011""","Y",50,49,98.0,49,24,49.0,"*","*",12,24.5,"*","*","*","*"
"East Haddam School District","=""0410011""","N",435,419,96.3,419,33,7.9,83,19.8,147,35.1,156,37.2,303,72.3
"East Haddam School District","=""0410011""","Y",64,60,93.8,60,30,50.0,16,26.7,8,13.3,6,10.0,14,23.3
"East Hampton School District","=""0420011""","N",805,757,94.0,757,"*","*",182,24.0,277,36.6,"*","*","*","*"
"East Hampton School District","=""0420011""","Y",80,74,92.5,74,41,55.4,23,31.1,"*","*","*","*",10,13.5
"East Hartford School District","=""0430011""","N",2435,2426,99.6,2423,834,34.4,689,28.4,"*","*","*","*",900,37.1
"East Hartford School District","=""0430011""","Y",486,480,98.8,472,391,82.8,59,12.5,"*","*","*","*",22,4.7
"East Haven School District","=""0440011""","N",1165,1157,99.3,1157,226,19.5,324,28.0,396,34.2,211,18.2,607,52.5
"East Haven School District","=""0440011""","Y",154,154,100.0,154,103,66.9,40,26.0,11,7.1,0,0.0,11,7.1
"East Lyme School District","=""0450011""","N",1047,1028,98.2,1028,58,5.6,157,15.3,369,35.9,444,43.2,813,79.1
"East Lyme School District","=""0450011""","Y",151,141,93.4,141,58,41.1,41,29.1,27,19.1,15,10.6,42,29.8
"East Windsor School District","=""0470011""","N",396,392,99.0,391,63,16.1,112,28.6,"*","*","*","*",216,55.2
"East Windsor School District","=""0470011""","Y",70,68,97.1,68,41,60.3,19,27.9,"*","*","*","*",8,11.8
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",45,43,95.6,43,41,95.3,"*","*","*","*",0,0.0,"*","*"
"Eastford School District","=""0390011""","N",65,65,100.0,65,"*","*",12,18.5,"*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y",21,21,100.0,21,"*","*",10,47.6,"*","*","*","*","*","*"
"Easton School District","=""0460011""","N",567,555,97.9,555,13,2.3,57,10.3,189,34.1,296,53.3,485,87.4
"Easton School District","=""0460011""","Y",65,62,95.4,62,17,27.4,18,29.0,21,33.9,6,9.7,27,43.5
"Education Connection","=""2420014""","Y",7,7,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1120,1113,99.4,1113,41,3.7,180,16.2,371,33.3,521,46.8,892,80.1
"Ellington School District","=""0480011""","Y",142,140,98.6,140,54,38.6,54,38.6,22,15.7,10,7.1,32,22.9
"Elm City College Preparatory School District","=""2890013""","N",344,344,100.0,344,57,16.6,"*","*","*","*",86,25.0,"*","*"
"Elm City College Preparatory School District","=""2890013""","Y",32,32,100.0,32,24,75.0,"*","*","*","*",0,0.0,"*","*"
"Enfield School District","=""0490011""","N",1944,1936,99.6,1936,219,11.3,504,26.0,751,38.8,462,23.9,1213,62.7
"Enfield School District","=""0490011""","Y",289,284,98.3,284,168,59.2,76,26.8,31,10.9,9,3.2,40,14.1
"Essex School District","=""0500011""","N",198,194,98.0,194,"*","*",26,13.4,63,32.5,"*","*","*","*"
"Essex School District","=""0500011""","Y",32,29,90.6,29,10,34.5,"*","*",9,31.0,"*","*","*","*"
"Fairfield School District","=""0510011""","N",4264,4223,99.0,4221,230,5.4,644,15.3,1577,37.4,1770,41.9,3347,79.3
"Fairfield School District","=""0510011""","Y",470,462,98.3,462,193,41.8,149,32.3,86,18.6,34,7.4,120,26.0
"Farmington School District","=""0520011""","N",1687,1682,99.7,1682,54,3.2,201,12.0,592,35.2,835,49.6,1427,84.8
"Farmington School District","=""0520011""","Y",216,213,98.6,213,75,35.2,75,35.2,45,21.1,18,8.5,63,29.6
"Franklin School District","=""0530011""","N",98,96,98.0,96,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","N",2541,2535,99.8,2535,84,3.3,286,11.3,935,36.9,1230,48.5,2165,85.4
"Glastonbury School District","=""0540011""","Y",286,282,98.6,282,113,40.1,102,36.2,49,17.4,18,6.4,67,23.8
"Granby School District","=""0560011""","N",742,734,98.9,734,32,4.4,100,13.6,266,36.2,336,45.8,602,82.0
"Granby School District","=""0560011""","Y",98,97,99.0,97,28,28.9,26,26.8,30,30.9,13,13.4,43,44.3
"Great Oaks Charter School District","=""2940013""","N",180,180,100.0,180,79,43.9,"*","*",38,21.1,"*","*","*","*"
"Great Oaks Charter School District","=""2940013""","Y",30,30,100.0,30,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Greenwich School District","=""0570011""","N",3534,3523,99.7,3523,186,5.3,464,13.2,1156,32.8,1717,48.7,2873,81.5
"Greenwich School District","=""0570011""","Y",436,433,99.3,433,175,40.4,127,29.3,96,22.2,35,8.1,131,30.3
"Griswold School District","=""0580011""","N",717,710,99.0,710,"*","*",174,24.5,280,39.4,"*","*","*","*"
"Griswold School District","=""0580011""","Y",106,104,98.1,104,68,65.4,20,19.2,"*","*","*","*",16,15.4
"Groton School District","=""0590011""","N",1677,1671,99.6,1671,263,15.7,391,23.4,591,35.4,426,25.5,1017,60.9
"Groton School District","=""0590011""","Y",275,267,97.1,267,168,62.9,65,24.3,24,9.0,10,3.7,34,12.7
"Guilford School District","=""0600011""","N",1448,1444,99.7,1442,44,3.1,145,10.1,506,35.1,747,51.8,1253,86.9
"Guilford School District","=""0600011""","Y",182,182,100.0,182,59,32.4,50,27.5,51,28.0,22,12.1,73,40.1
"Hamden School District","=""0620011""","N",2017,1999,99.1,1999,377,18.9,466,23.3,659,33.0,497,24.9,1156,57.8
"Hamden School District","=""0620011""","Y",415,404,97.3,404,265,65.6,79,19.6,42,10.4,18,4.5,60,14.9
"Hampton School District","=""0630011""","N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","N",7732,7671,99.2,7671,3306,43.1,2033,26.5,1663,21.7,669,8.7,2332,30.4
"Hartford School District","=""0640011""","Y",1644,1599,97.3,1596,1362,85.3,174,10.9,51,3.2,9,0.6,60,3.8
"Hartland School District","=""0650011""","N",105,105,100.0,105,"*","*",20,19.0,"*","*","*","*","*","*"
"Hartland School District","=""0650011""","Y",21,21,100.0,21,"*","*",6,28.6,"*","*","*","*","*","*"
"Hebron School District","=""0670011""","N",382,382,100.0,382,35,9.2,76,19.9,"*","*","*","*",271,70.9
"Hebron School District","=""0670011""","Y",55,55,100.0,55,33,60.0,14,25.5,"*","*","*","*",8,14.5
"Highville Charter School District","=""2860013""","N",213,213,100.0,213,"*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","N",183,183,100.0,181,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",16,16,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",217,215,99.1,215,"*","*",77,35.8,62,28.8,"*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",45,44,97.8,44,28,63.6,9,20.5,"*","*","*","*",7,15.9
"Jumoke Academy District","=""2610013""","N",384,384,100.0,384,112,29.2,113,29.4,"*","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Y",35,34,97.1,34,25,73.5,7,20.6,"*","*","*","*","*","*"
"Kent School District","=""0680011""","N",142,135,95.1,135,"*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",859,851,99.1,851,88,10.3,207,24.3,358,42.1,198,23.3,556,65.3
"Killingly School District","=""0690011""","Y",153,131,85.6,131,72,55.0,42,32.1,17,13.0,0,0.0,17,13.0
"Learn","=""2450014""","N",344,341,99.1,341,"*","*",83,24.3,108,31.7,"*","*","*","*"
"Learn","=""2450014""","Y",74,72,97.3,72,39,54.2,21,29.2,"*","*","*","*",12,16.7
"Lebanon School District","=""0710011""","N",387,372,96.1,372,"*","*",72,19.4,139,37.4,"*","*","*","*"
"Lebanon School District","=""0710011""","Y",71,67,94.4,67,30,44.8,24,35.8,"*","*","*","*",13,19.4
"Ledyard School District","=""0720011""","N",868,867,99.9,866,118,13.6,183,21.1,331,38.2,234,27.0,565,65.2
"Ledyard School District","=""0720011""","Y",142,137,96.5,137,75,54.7,37,27.0,19,13.9,6,4.4,25,18.2
"Lisbon School District","=""0730011""","N",230,227,98.7,227,20,8.8,55,24.2,"*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y",22,22,100.0,22,12,54.5,8,36.4,"*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N",373,368,98.7,368,"*","*",43,11.7,134,36.4,"*","*","*","*"
"Litchfield School District","=""0740011""","Y",64,64,100.0,64,25,39.1,19,29.7,"*","*","*","*",20,31.3
"Madison School District","=""0760011""","N",1157,1058,91.4,1058,68,6.4,174,16.4,411,38.8,405,38.3,816,77.1
"Madison School District","=""0760011""","Y",176,153,86.9,153,60,39.2,48,31.4,36,23.5,9,5.9,45,29.4
"Manchester School District","=""0770011""","N",2337,2317,99.1,2317,696,30.0,"*","*",664,28.7,"*","*","*","*"
"Manchester School District","=""0770011""","Y",341,327,95.9,326,280,85.9,34,10.4,"*","*","*","*",12,3.7
"Mansfield School District","=""0780011""","N",720,674,93.6,674,35,5.2,72,10.7,223,33.1,344,51.0,567,84.1
"Mansfield School District","=""0780011""","Y",95,86,90.5,86,37,43.0,25,29.1,18,20.9,6,7.0,24,27.9
"Marlborough School District","=""0790011""","N",314,313,99.7,313,18,5.8,48,15.3,"*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Y",27,27,100.0,27,13,48.1,11,40.7,"*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",2844,2832,99.6,2832,769,27.2,735,26.0,889,31.4,439,15.5,1328,46.9
"Meriden School District","=""0800011""","Y",570,561,98.4,561,425,75.8,102,18.2,28,5.0,6,1.1,34,6.1
"Middletown School District","=""0830011""","N",1846,1846,100.0,1844,"*","*",432,23.4,639,34.7,"*","*","*","*"
"Middletown School District","=""0830011""","Y",246,244,99.2,244,197,80.7,30,12.3,"*","*","*","*",17,7.0
"Milford School District","=""0840011""","N",2448,2402,98.1,2402,208,8.7,519,21.6,950,39.6,725,30.2,1675,69.7
"Milford School District","=""0840011""","Y",304,295,97.0,295,153,51.9,88,29.8,47,15.9,7,2.4,54,18.3
"Monroe School District","=""0850011""","N",1281,1271,99.2,1271,38,3.0,156,12.3,476,37.5,601,47.3,1077,84.7
"Monroe School District","=""0850011""","Y",167,165,98.8,165,63,38.2,52,31.5,40,24.2,10,6.1,50,30.3
"Montville School District","=""0860011""","N",899,897,99.8,897,89,9.9,212,23.6,338,37.7,258,28.8,596,66.4
"Montville School District","=""0860011""","Y",149,147,98.7,147,72,49.0,40,27.2,24,16.3,11,7.5,35,23.8
"Naugatuck School District","=""0880011""","N",1656,1649,99.6,1649,"*","*",448,27.2,569,34.5,"*","*","*","*"
"Naugatuck School District","=""0880011""","Y",302,302,100.0,302,213,70.5,61,20.2,"*","*","*","*",28,9.3
"New Beginnings Inc., Family Academy District","=""2800013""","N",216,216,100.0,216,69,31.9,"*","*","*","*",19,8.8,"*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","Y",21,21,100.0,21,17,81.0,"*","*","*","*",0,0.0,"*","*"
"New Britain School District","=""0890011""","N",3662,3649,99.6,3649,1785,48.9,923,25.3,"*","*","*","*",941,25.8
"New Britain School District","=""0890011""","Y",691,683,98.8,682,608,89.1,55,8.1,"*","*","*","*",19,2.8
"New Canaan School District","=""0900011""","N",1826,1817,99.5,1817,43,2.4,174,9.6,594,32.7,1006,55.4,1600,88.1
"New Canaan School District","=""0900011""","Y",205,199,97.1,199,50,25.1,69,34.7,65,32.7,15,7.5,80,40.2
"New Fairfield School District","=""0910011""","N",980,906,92.4,906,"*","*",153,16.9,337,37.2,"*","*","*","*"
"New Fairfield School District","=""0910011""","Y",91,79,86.8,79,37,46.8,27,34.2,"*","*","*","*",15,19.0
"New Hartford School District","=""0920011""","N",260,254,97.7,254,"*","*",51,20.1,78,30.7,"*","*","*","*"
"New Hartford School District","=""0920011""","Y",35,29,82.9,29,11,37.9,10,34.5,"*","*","*","*",8,27.6
"New Haven School District","=""0930011""","N",7854,7800,99.3,7790,2737,35.1,2232,28.7,1979,25.4,842,10.8,2821,36.2
"New Haven School District","=""0930011""","Y",1209,1171,96.9,1170,942,80.5,173,14.8,44,3.8,11,0.9,55,4.7
"New London School District","=""0950011""","N",1222,1216,99.5,1214,480,39.5,336,27.7,"*","*","*","*",398,32.8
"New London School District","=""0950011""","Y",231,225,97.4,225,183,81.3,29,12.9,"*","*","*","*",13,5.8
"New Milford School District","=""0960011""","N",1721,1632,94.8,1632,268,16.4,398,24.4,594,36.4,372,22.8,966,59.2
"New Milford School District","=""0960011""","Y",256,236,92.2,236,143,60.6,60,25.4,24,10.2,9,3.8,33,14.0
"Newington School District","=""0940011""","N",1704,1699,99.7,1699,224,13.2,405,23.8,628,37.0,442,26.0,1070,63.0
"Newington School District","=""0940011""","Y",197,196,99.5,196,128,65.3,45,23.0,13,6.6,10,5.1,23,11.7
"Newtown School District","=""0970011""","N",1874,1866,99.6,1866,93,5.0,292,15.6,749,40.1,732,39.2,1481,79.4
"Newtown School District","=""0970011""","Y",208,199,95.7,199,69,34.7,59,29.6,46,23.1,25,12.6,71,35.7
"Norfolk School District","=""0980011""","N",45,45,100.0,45,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","N",758,726,95.8,726,"*","*",169,23.3,266,36.6,"*","*","*","*"
"North Branford School District","=""0990011""","Y",119,116,97.5,116,62,53.4,33,28.4,"*","*","*","*",21,18.1
"North Canaan School District","=""1000011""","N",137,136,99.3,136,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1317,1285,97.6,1285,76,5.9,213,16.6,482,37.5,514,40.0,996,77.5
"North Haven School District","=""1010011""","Y",164,159,97.0,159,77,48.4,51,32.1,19,11.9,12,7.5,31,19.5
"North Stonington School District","=""1020011""","N",320,318,99.4,318,22,6.9,43,13.5,"*","*","*","*",253,79.6
"North Stonington School District","=""1020011""","Y",20,20,100.0,20,6,30.0,7,35.0,"*","*","*","*",7,35.0
"Norwalk School District","=""1030011""","N",4442,4416,99.4,4405,942,21.4,1163,26.4,1351,30.7,949,21.5,2300,52.2
"Norwalk School District","=""1030011""","Y",640,629,98.3,629,438,69.6,123,19.6,54,8.6,14,2.2,68,10.8
"Norwich School District","=""1040011""","N",1852,1843,99.5,1842,631,34.3,509,27.6,492,26.7,210,11.4,702,38.1
"Norwich School District","=""1040011""","Y",354,324,91.5,323,264,81.7,41,12.7,10,3.1,8,2.5,18,5.6
"Odyssey Community School District","=""2630013""","N",197,196,99.5,196,"*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","N",539,532,98.7,532,"*","*",100,18.8,222,41.7,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",78,78,100.0,78,35,44.9,22,28.2,"*","*","*","*",21,26.9
"Orange School District","=""1070011""","N",679,673,99.1,673,"*","*",89,13.2,231,34.3,"*","*","*","*"
"Orange School District","=""1070011""","Y",55,47,85.5,47,23,48.9,13,27.7,"*","*","*","*",11,23.4
"Oxford School District","=""1080011""","N",841,830,98.7,830,55,6.6,181,21.8,341,41.1,253,30.5,594,71.6
"Oxford School District","=""1080011""","Y",122,119,97.5,119,64,53.8,41,34.5,6,5.0,8,6.7,14,11.8
"Park City Prep Charter School District","=""2830013""","N",323,322,99.7,322,92,28.6,"*","*","*","*",39,12.1,"*","*"
"Park City Prep Charter School District","=""2830013""","Y",25,24,96.0,24,22,91.7,"*","*","*","*",0,0.0,"*","*"
"Plainfield School District","=""1090011""","N",887,885,99.8,885,"*","*",213,24.1,346,39.1,"*","*","*","*"
"Plainfield School District","=""1090011""","Y",141,132,93.6,132,82,62.1,35,26.5,"*","*","*","*",15,11.4
"Plainville School District","=""1100011""","N",905,904,99.9,904,"*","*",205,22.7,364,40.3,"*","*","*","*"
"Plainville School District","=""1100011""","Y",138,138,100.0,138,85,61.6,34,24.6,"*","*","*","*",19,13.8
"Plymouth School District","=""1110011""","N",575,570,99.1,570,"*","*",133,23.3,201,35.3,"*","*","*","*"
"Plymouth School District","=""1110011""","Y",89,87,97.8,87,54,62.1,21,24.1,"*","*","*","*",12,13.8
"Pomfret School District","=""1120011""","N",242,242,100.0,240,10,4.2,45,18.8,84,35.0,101,42.1,185,77.1
"Pomfret School District","=""1120011""","Y",36,36,100.0,35,13,37.1,9,25.7,13,37.1,0,0.0,13,37.1
"Portland School District","=""1130011""","N",582,571,98.1,571,"*","*",88,15.4,201,35.2,"*","*","*","*"
"Portland School District","=""1130011""","Y",62,58,93.5,58,25,43.1,18,31.0,"*","*","*","*",15,25.9
"Preston School District","=""1140011""","N",231,221,95.7,221,"*","*",38,17.2,93,42.1,"*","*","*","*"
"Preston School District","=""1140011""","Y",50,48,96.0,48,18,37.5,19,39.6,"*","*","*","*",11,22.9
"Putnam School District","=""1160011""","N",457,451,98.7,450,"*","*",107,23.8,"*","*",96,21.3,"*","*"
"Putnam School District","=""1160011""","Y",80,72,90.0,72,58,80.6,"*","*","*","*",0,0.0,"*","*"
