"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades Combined, English Learner Status (EL)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Bethany School District","=""0080011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","N",1486,1473,99.1,1472,337,22.9,514,34.9,"*","*","*","*","*","*"
"Bethel School District","=""0090011""","Y",40,39,97.5,39,24,61.5,"*","*","*","*",0,0.0,"*","*"
"Bloomfield School District","=""0110011""","N",892,867,97.2,867,"*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","N",1560,1518,97.3,1516,437,28.8,"*","*",391,25.8,"*","*","*","*"
"Branford School District","=""0140011""","Y",52,51,98.1,51,23,45.1,17,33.3,"*","*","*","*",11,21.6
"Bridgeport Achievement First District","=""2850013""","N",503,501,99.6,501,223,44.5,136,27.1,"*","*","*","*",142,28.3
"Bridgeport Achievement First District","=""2850013""","Y",61,61,100.0,61,32,52.5,16,26.2,"*","*","*","*",13,21.3
"Bridgeport School District","=""0150011""","N",9052,8717,96.3,8712,5650,64.9,2184,25.1,"*","*","*","*",878,10.1
"Bridgeport School District","=""0150011""","Y",1410,1392,98.7,1390,1210,87.1,161,11.6,"*","*","*","*",19,1.4
"Bristol School District","=""0170011""","N",4075,4027,98.8,4026,1384,34.4,1295,32.2,923,22.9,424,10.5,1347,33.5
"Bristol School District","=""0170011""","Y",135,134,99.3,134,99,73.9,25,18.7,10,7.5,0,0.0,10,7.5
"Brookfield School District","=""0180011""","N",1487,1434,96.4,1432,"*","*",392,27.4,452,31.6,"*","*","*","*"
"Brookfield School District","=""0180011""","Y",23,22,95.7,22,7,31.8,7,31.8,"*","*","*","*",8,36.4
"Brooklyn School District","=""0190011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","N",312,309,99.0,309,87,28.2,104,33.7,82,26.5,36,11.7,118,38.2
"Canton School District","=""0230011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""","N",3386,3241,95.7,3229,1252,38.8,952,29.5,"*","*","*","*",1025,31.7
"Capitol Region Education Council","=""2410014""","Y",115,113,98.3,112,82,73.2,22,19.6,"*","*","*","*",8,7.1
"Chaplin School District","=""0240011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""","N",2503,2466,98.5,2466,370,15.0,646,26.2,"*","*","*","*","*","*"
"Cheshire School District","=""0250011""","Y",20,20,100.0,20,9,45.0,6,30.0,"*","*","*","*","*","*"
"Chester School District","=""0260011""","N",138,138,100.0,138,8,5.8,38,27.5,52,37.7,40,29.0,92,66.7
"Clinton School District","=""0270011""","N",1029,1008,98.0,1007,192,19.1,"*","*","*","*",223,22.1,"*","*"
"Clinton School District","=""0270011""","Y",27,27,100.0,27,21,77.8,"*","*","*","*",0,0.0,"*","*"
"Colchester School District","=""0280011""","N",1408,1386,98.4,1385,"*","*","*","*","*","*","*","*","*","*"
"Colchester School District","=""0280011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",52,48,92.3,48,6,12.5,15,31.3,10,20.8,17,35.4,27,56.3
"Columbia School District","=""0300011""","N",296,287,97.0,286,61,21.3,89,31.1,89,31.1,47,16.4,136,47.6
"Common Ground High School District","=""2680013""","N",32,32,100.0,32,14,43.8,8,25.0,"*","*","*","*",10,31.3
"Connecticut Technical High School System","=""9000016""","N",2429,2336,96.2,2336,1424,61.0,691,29.6,"*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",93,92,98.9,92,83,90.2,"*","*","*","*",0,0.0,"*","*"
"Cooperative Educational Services","=""2430014""","N",358,355,99.2,355,141,39.7,111,31.3,73,20.6,30,8.5,103,29.0
"Cornwall School District","=""0310011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","N",882,837,94.9,837,181,21.6,281,33.6,240,28.7,135,16.1,375,44.8
"Cromwell School District","=""0330011""","N",1047,1043,99.6,1043,270,25.9,312,29.9,"*","*","*","*","*","*"
"Cromwell School District","=""0330011""","Y",23,23,100.0,23,12,52.2,6,26.1,"*","*","*","*","*","*"
"Danbury School District","=""0340011""","N",4531,3872,85.5,3866,1154,29.8,1350,34.9,938,24.3,424,11.0,1362,35.2
"Danbury School District","=""0340011""","Y",1076,976,90.7,973,660,67.8,266,27.3,41,4.2,6,0.6,47,4.8
"Darien School District","=""0350011""","N",2611,2516,96.4,2501,"*","*","*","*","*","*","*","*","*","*"
"Darien School District","=""0350011""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Deep River School District","=""0360011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Derby School District","=""0370011""","N",745,731,98.1,730,310,42.5,243,33.3,"*","*","*","*","*","*"
"Derby School District","=""0370011""","Y",33,33,100.0,33,24,72.7,"*","*","*","*",0,0.0,"*","*"
"East Granby School District","=""0400011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Granby School District","=""0400011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Haddam School District","=""0410011""","N",601,582,96.8,582,125,21.5,174,29.9,164,28.2,119,20.4,283,48.6
"East Hampton School District","=""0420011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hampton School District","=""0420011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"East Hartford School District","=""0430011""","N",3106,3055,98.4,3053,1582,51.8,918,30.1,"*","*","*","*",553,18.1
"East Hartford School District","=""0430011""","Y",345,336,97.4,334,264,79.0,57,17.1,"*","*","*","*",13,3.9
"East Haven School District","=""0440011""","N",1444,1423,98.5,1422,595,41.8,476,33.5,"*","*","*","*",351,24.7
"East Haven School District","=""0440011""","Y",127,127,100.0,127,91,71.7,26,20.5,"*","*","*","*",10,7.9
"East Lyme School District","=""0450011""","N",1443,1410,97.7,1410,"*","*",346,24.5,418,29.6,"*","*","*","*"
"East Lyme School District","=""0450011""","Y",24,24,100.0,24,"*","*",7,29.2,9,37.5,"*","*","*","*"
"East Windsor School District","=""0470011""","N",528,526,99.6,524,"*","*","*","*","*","*","*","*","*","*"
"East Windsor School District","=""0470011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",84,84,100.0,84,12,14.3,25,29.8,26,31.0,21,25.0,47,56.0
"Easton School District","=""0460011""","N",629,622,98.9,621,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N",13,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","N",1439,1419,98.6,1399,"*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",340,340,100.0,340,"*","*","*","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Enfield School District","=""0490011""","N",2545,2503,98.3,2498,687,27.5,931,37.3,"*","*","*","*","*","*"
"Enfield School District","=""0490011""","Y",39,39,100.0,39,19,48.7,"*","*","*","*",0,0.0,"*","*"
"Essex School District","=""0500011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Essex School District","=""0500011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","N",5467,5290,96.8,5288,"*","*",1397,26.4,1751,33.1,"*","*","*","*"
"Fairfield School District","=""0510011""","Y",117,112,95.7,112,65,58.0,28,25.0,"*","*","*","*",19,17.0
"Farmington School District","=""0520011""","N",2139,2070,96.8,2066,"*","*",477,23.1,"*","*",739,35.8,"*","*"
"Farmington School District","=""0520011""","Y",34,34,100.0,34,"*","*",10,29.4,"*","*",10,29.4,"*","*"
"Franklin School District","=""0530011""","N",111,108,97.3,108,26,24.1,34,31.5,32,29.6,16,14.8,48,44.4
"Glastonbury School District","=""0540011""","N",3405,3370,99.0,3370,"*","*",724,21.5,1000,29.7,"*","*","*","*"
"Glastonbury School District","=""0540011""","Y",37,37,100.0,37,13,35.1,11,29.7,"*","*","*","*",13,35.1
"Granby School District","=""0560011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Granby School District","=""0560011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Great Oaks Charter School District","=""2940013""","N",101,99,98.0,99,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","N",4328,4306,99.5,4306,568,13.2,915,21.2,1197,27.8,1626,37.8,2823,65.6
"Greenwich School District","=""0570011""","Y",276,275,99.6,273,101,37.0,75,27.5,45,16.5,52,19.0,97,35.5
"Griswold School District","=""0580011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Griswold School District","=""0580011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Groton School District","=""0590011""","N",2154,1989,92.3,1988,544,27.4,653,32.8,"*","*","*","*","*","*"
"Groton School District","=""0590011""","Y",72,70,97.2,70,53,75.7,13,18.6,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","N",1848,1838,99.5,1838,199,10.8,458,24.9,"*","*","*","*","*","*"
"Guilford School District","=""0600011""","Y",22,22,100.0,22,9,40.9,8,36.4,"*","*","*","*","*","*"
"Hamden School District","=""0620011""","N",2717,2593,95.4,2589,893,34.5,730,28.2,"*","*","*","*",966,37.3
"Hamden School District","=""0620011""","Y",126,123,97.6,123,77,62.6,33,26.8,"*","*","*","*",13,10.6
"Hampton School District","=""0630011""","N",47,43,91.5,43,11,25.6,13,30.2,9,20.9,10,23.3,19,44.2
"Hartford School District","=""0640011""","N",8754,8215,93.8,8201,4643,56.6,2212,27.0,"*","*","*","*",1346,16.4
"Hartford School District","=""0640011""","Y",1822,1719,94.3,1710,1435,83.9,234,13.7,"*","*","*","*",41,2.4
"Hartland School District","=""0650011""","N",137,135,98.5,135,33,24.4,44,32.6,46,34.1,12,8.9,58,43.0
"Hebron School District","=""0670011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Highville Charter School District","=""2860013""","N",212,212,100.0,212,110,51.9,78,36.8,"*","*","*","*",24,11.3
"Integrated Day Charter School District","=""2640013""","N",188,188,100.0,185,"*","*","*","*","*","*","*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","N",222,221,99.5,220,109,49.5,66,30.0,"*","*","*","*","*","*"
"Interdistrict School for Arts and Comm District","=""2650013""","Y",31,31,100.0,31,"*","*",0,0.0,0,0.0,"*","*","*","*"
"Jumoke Academy District","=""2610013""","N",427,425,99.5,425,191,44.9,165,38.8,56,13.2,13,3.1,69,16.2
"Kent School District","=""0680011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",1187,1165,98.1,1164,388,33.3,442,38.0,"*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",30,30,100.0,30,13,43.3,"*","*","*","*",0,0.0,"*","*"
"Learn","=""2450014""","N",534,523,97.9,521,194,37.2,175,33.6,"*","*","*","*","*","*"
"Learn","=""2450014""","Y",48,47,97.9,47,31,66.0,"*","*","*","*",0,0.0,"*","*"
"Lebanon School District","=""0710011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","N",1254,1229,98.0,1226,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",1708,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","N",2877,2643,91.9,2638,1060,40.2,816,30.9,"*","*","*","*",762,28.9
"Manchester School District","=""0770011""","Y",165,161,97.6,161,106,65.8,40,24.8,"*","*","*","*",15,9.3
"Mansfield School District","=""0780011""","N",761,712,93.6,710,"*","*",159,22.4,176,24.8,"*","*","*","*"
"Mansfield School District","=""0780011""","Y",23,23,100.0,23,"*","*",6,26.1,7,30.4,"*","*","*","*"
"Marlborough School District","=""0790011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",3322,3251,97.9,3245,1562,48.1,1027,31.6,487,15.0,169,5.2,656,20.2
"Meriden School District","=""0800011""","Y",531,505,95.1,504,426,84.5,60,11.9,18,3.6,0,0.0,18,3.6
"Middletown School District","=""0830011""","N",2379,2357,99.1,2356,842,35.7,715,30.3,"*","*","*","*",799,33.9
"Middletown School District","=""0830011""","Y",66,65,98.5,65,47,72.3,11,16.9,"*","*","*","*",7,10.8
"Milford School District","=""0840011""","N",3257,3168,97.3,3165,714,22.6,1026,32.4,"*","*","*","*","*","*"
"Milford School District","=""0840011""","Y",58,56,96.6,56,29,51.8,22,39.3,"*","*","*","*","*","*"
"Monroe School District","=""0850011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N",1198,1182,98.7,1182,330,27.9,425,36.0,"*","*","*","*",427,36.1
"Montville School District","=""0860011""","Y",41,41,100.0,41,17,41.5,11,26.8,"*","*","*","*",13,31.7
"Naugatuck School District","=""0880011""","N",2192,2154,98.3,2152,791,36.8,719,33.4,"*","*","*","*",642,29.8
"Naugatuck School District","=""0880011""","Y",73,72,98.6,72,40,55.6,26,36.1,"*","*","*","*",6,8.3
"New Beginnings Inc., Family Academy District","=""2800013""","N",242,242,100.0,242,111,45.9,89,36.8,"*","*","*","*",42,17.4
"New Britain School District","=""0890011""","N",3954,3904,98.7,3899,2223,57.0,1011,25.9,"*","*","*","*",665,17.1
"New Britain School District","=""0890011""","Y",867,845,97.5,844,705,83.5,124,14.7,"*","*","*","*",15,1.8
"New Canaan School District","=""0900011""","N",2230,2177,97.6,2177,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",1366,1166,85.4,1164,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Y",15,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","N",8442,7938,94.0,7914,4444,56.2,2261,28.6,853,10.8,356,4.5,1209,15.3
"New Haven School District","=""0930011""","Y",1619,1559,96.3,1557,1231,79.1,267,17.1,41,2.6,18,1.2,59,3.8
"New London School District","=""0950011""","N",1257,1235,98.2,1229,571,46.5,395,32.1,"*","*","*","*",263,21.4
"New London School District","=""0950011""","Y",334,327,97.9,324,247,76.2,56,17.3,"*","*","*","*",21,6.5
"New Milford School District","=""0960011""","N",2235,2070,92.6,2057,506,24.6,709,34.5,"*","*","*","*","*","*"
"New Milford School District","=""0960011""","Y",66,63,95.5,63,36,57.1,22,34.9,"*","*","*","*","*","*"
"Newington School District","=""0940011""","N",2136,2097,98.2,2092,"*","*",650,31.1,599,28.6,"*","*","*","*"
"Newington School District","=""0940011""","Y",65,65,100.0,65,30,46.2,24,36.9,"*","*","*","*",11,16.9
"Newtown School District","=""0970011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",63,63,100.0,63,12,19.0,20,31.7,18,28.6,13,20.6,31,49.2
"North Branford School District","=""0990011""","N",1070,1034,96.6,1033,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1710,1395,81.6,1394,323,23.2,515,36.9,"*","*","*","*",556,39.9
"North Haven School District","=""1010011""","Y",34,32,94.1,32,15,46.9,11,34.4,"*","*","*","*",6,18.8
"North Stonington School District","=""1020011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",4950,4855,98.1,4850,1800,37.1,1492,30.8,"*","*","*","*",1558,32.1
"Norwalk School District","=""1030011""","Y",789,784,99.4,783,550,70.2,176,22.5,"*","*","*","*",57,7.3
"Norwich Free Academy District","=""9010022""","N",499,449,90.0,445,220,49.4,116,26.1,"*","*","*","*",109,24.5
"Norwich Free Academy District","=""9010022""","Y",50,45,90.0,45,31,68.9,"*","*",6,13.3,"*","*","*","*"
"Norwich School District","=""1040011""","N",1957,1919,98.1,1916,943,49.2,623,32.5,"*","*","*","*",350,18.3
"Norwich School District","=""1040011""","Y",294,289,98.3,288,218,75.7,55,19.1,"*","*","*","*",15,5.2
"Odyssey Community School District","=""2630013""","N",214,210,98.1,210,55,26.2,79,37.6,49,23.3,27,12.9,76,36.2
"Old Saybrook School District","=""1060011""","N",741,721,97.3,717,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",697,688,98.7,687,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",1113,1089,97.8,1089,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",1229,1190,96.8,1189,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N",1215,1207,99.3,1207,388,32.1,371,30.7,"*","*","*","*",448,37.1
"Plainville School District","=""1100011""","Y",40,40,100.0,40,14,35.0,16,40.0,"*","*","*","*",10,25.0
"Plymouth School District","=""1110011""","N",788,763,96.8,760,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",617,606,98.2,598,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",1149,1092,95.0,1090,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",251,92,36.7,92,12,13.0,17,18.5,31,33.7,32,34.8,63,68.5
"Regional School District 10","=""2100012""","N",1346,1324,98.4,1324,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N",890,868,97.5,868,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",2155,2107,97.8,2106,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N",1248,1182,94.7,1181,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
