"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Bethel School District","=""0090011""",03,"N",236,234,99.2,234,"*","*","*","*","*","*","*","*","*","*",2474
"Bethel School District","=""0090011""",03,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"N",188,187,99.5,187,"*","*",70,37.4,"*","*","*","*","*","*",2505
"Bethel School District","=""0090011""",04,"Y",22,21,95.5,21,"*","*",11,52.4,"*","*","*","*","*","*",2446
"Bethel School District","=""0090011""",05,"N",193,191,99.0,191,19,9.9,"*","*","*","*","*","*","*","*",2542
"Bethel School District","=""0090011""",05,"Y",20,20,100.0,20,13,65.0,"*","*","*","*","*","*","*","*",2466
"Bethel School District","=""0090011""",06,"N",173,172,99.4,172,"*","*","*","*","*","*","*","*","*","*",2562
"Bethel School District","=""0090011""",06,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",07,"N",213,212,99.5,212,36,17.0,64,30.2,"*","*","*","*","*","*",2575
"Bethel School District","=""0090011""",07,"Y",35,35,100.0,35,22,62.9,9,25.7,"*","*","*","*","*","*",2471
"Bethel School District","=""0090011""",08,"N",194,193,99.5,193,"*","*",58,30.1,"*","*",46,23.8,"*","*",2598
"Bethel School District","=""0090011""",08,"Y",22,20,90.9,20,12,60.0,"*","*","*","*",0,0.0,"*","*",2470
"Bloomfield School District","=""0110011""",03,"N",130,130,100.0,130,"*","*","*","*","*","*","*","*","*","*",2419
"Bloomfield School District","=""0110011""",03,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"N",95,95,100.0,95,"*","*","*","*","*","*","*","*","*","*",2449
"Bloomfield School District","=""0110011""",04,"Y",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"N",111,111,100.0,111,"*","*","*","*","*","*","*","*","*","*",2476
"Bloomfield School District","=""0110011""",05,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",06,"N",96,96,100.0,96,"*","*","*","*",24,25.0,18,18.8,42,43.8,2536
"Bloomfield School District","=""0110011""",06,"Y",24,24,100.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2409
"Bloomfield School District","=""0110011""",07,"N",114,111,97.4,111,32,28.8,"*","*",30,27.0,"*","*","*","*",2525
"Bloomfield School District","=""0110011""",07,"Y",22,22,100.0,22,"*","*","*","*",0,0.0,0,0.0,0,0.0,2414
"Bloomfield School District","=""0110011""",08,"N",116,116,100.0,116,"*","*","*","*","*","*","*","*","*","*",2520
"Bloomfield School District","=""0110011""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",54,54,100.0,54,"*","*","*","*",18,33.3,25,46.3,43,79.6,2535
"Bolton School District","=""0120011""",05,"N",58,56,96.6,56,"*","*","*","*","*","*","*","*","*","*",2551
"Bolton School District","=""0120011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",06,"N",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*",2595
"Bolton School District","=""0120011""",06,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2604
"Bolton School District","=""0120011""",07,"Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2597
"Bolton School District","=""0120011""",08,"Y",7,7,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bozrah School District","=""0130011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",23,23,100.0,23,"*","*","*","*","*","*","*","*","*","*",2513
"Bozrah School District","=""0130011""",05,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"N",221,221,100.0,221,"*","*","*","*","*","*","*","*","*","*",2465
"Branford School District","=""0140011""",03,"Y",17,16,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",04,"N",194,194,100.0,194,"*","*",40,20.6,"*","*",60,30.9,"*","*",2517
"Branford School District","=""0140011""",04,"Y",25,25,100.0,22,11,50.0,"*","*","*","*",0,0.0,"*","*",2416
"Branford School District","=""0140011""",05,"N",197,195,99.0,195,22,11.3,50,25.6,"*","*","*","*","*","*",2544
"Branford School District","=""0140011""",05,"Y",27,27,100.0,27,17,63.0,6,22.2,"*","*","*","*","*","*",2446
"Branford School District","=""0140011""",06,"N",186,183,98.4,182,27,14.8,"*","*","*","*",35,19.2,"*","*",2548
"Branford School District","=""0140011""",06,"Y",33,33,100.0,33,29,87.9,"*","*","*","*",0,0.0,"*","*",2414
"Branford School District","=""0140011""",07,"N",186,183,98.4,183,21,11.5,56,30.6,"*","*","*","*","*","*",2580
"Branford School District","=""0140011""",07,"Y",28,28,100.0,28,18,64.3,8,28.6,"*","*","*","*","*","*",2455
"Branford School District","=""0140011""",08,"N",212,205,96.7,205,56,27.3,"*","*","*","*",54,26.3,"*","*",2571
"Branford School District","=""0140011""",08,"Y",27,27,100.0,27,24,88.9,"*","*","*","*",0,0.0,"*","*",2417
"Brass City Charter School District","=""2900013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"N",80,80,100.0,80,"*","*","*","*","*","*","*","*","*","*",2506
"Bridgeport Achievement First District","=""2850013""",04,"Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"N",83,83,100.0,83,"*","*","*","*","*","*","*","*","*","*",2478
"Bridgeport Achievement First District","=""2850013""",06,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",07,"N",82,82,100.0,82,"*","*","*","*","*","*","*","*","*","*",2526
"Bridgeport Achievement First District","=""2850013""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"N",80,80,100.0,80,"*","*","*","*","*","*","*","*","*","*",2589
"Bridgeport Achievement First District","=""2850013""",08,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"N",1580,1575,99.7,1574,928,59.0,396,25.2,"*","*","*","*","*","*",2369
"Bridgeport School District","=""0150011""",03,"Y",229,227,99.1,227,205,90.3,20,8.8,"*","*","*","*","*","*",2293
"Bridgeport School District","=""0150011""",04,"N",1534,1530,99.7,1530,866,56.6,498,32.5,"*","*","*","*",166,10.8,2404
"Bridgeport School District","=""0150011""",04,"Y",219,219,100.0,219,192,87.7,19,8.7,"*","*","*","*",8,3.7,2350
"Bridgeport School District","=""0150011""",05,"N",1377,1372,99.6,1371,1008,73.5,288,21.0,"*","*","*","*","*","*",2417
"Bridgeport School District","=""0150011""",05,"Y",208,205,98.6,205,195,95.1,"*","*","*","*",0,0.0,"*","*",2361
"Bridgeport School District","=""0150011""",06,"N",1203,1194,99.3,1193,765,64.1,331,27.7,"*","*","*","*","*","*",2437
"Bridgeport School District","=""0150011""",06,"Y",180,176,97.8,176,167,94.9,"*","*","*","*",0,0.0,"*","*",2341
"Bridgeport School District","=""0150011""",07,"N",1191,1186,99.6,1186,679,57.3,339,28.6,"*","*","*","*","*","*",2464
"Bridgeport School District","=""0150011""",07,"Y",192,183,95.3,183,165,90.2,"*","*","*","*",0,0.0,"*","*",2360
"Bridgeport School District","=""0150011""",08,"N",1222,1215,99.4,1215,785,64.6,284,23.4,"*","*","*","*","*","*",2468
"Bridgeport School District","=""0150011""",08,"Y",234,220,94.0,220,211,95.9,"*","*","*","*",0,0.0,"*","*",2392
"Bristol School District","=""0170011""",03,"N",520,520,100.0,520,"*","*",143,27.5,157,30.2,"*","*","*","*",2434
"Bristol School District","=""0170011""",03,"Y",74,73,98.6,73,47,64.4,"*","*",11,15.1,"*","*","*","*",2356
"Bristol School District","=""0170011""",04,"N",475,475,100.0,475,"*","*",172,36.2,155,32.6,"*","*","*","*",2482
"Bristol School District","=""0170011""",04,"Y",100,97,97.0,97,52,53.6,37,38.1,"*","*","*","*",8,8.2,2409
"Bristol School District","=""0170011""",05,"N",542,539,99.4,539,116,21.5,184,34.1,"*","*","*","*","*","*",2515
"Bristol School District","=""0170011""",05,"Y",106,103,97.2,103,80,77.7,"*","*","*","*",0,0.0,"*","*",2402
"Bristol School District","=""0170011""",06,"N",453,453,100.0,453,86,19.0,172,38.0,"*","*","*","*","*","*",2534
"Bristol School District","=""0170011""",06,"Y",111,110,99.1,110,85,77.3,22,20.0,"*","*","*","*","*","*",2411
"Bristol School District","=""0170011""",07,"N",487,486,99.8,486,95,19.5,187,38.5,"*","*","*","*",204,42.0,2552
"Bristol School District","=""0170011""",07,"Y",118,116,98.3,116,91,78.4,19,16.4,"*","*","*","*",6,5.2,2424
"Bristol School District","=""0170011""",08,"N",468,466,99.6,466,90,19.3,177,38.0,"*","*","*","*","*","*",2571
"Bristol School District","=""0170011""",08,"Y",97,95,97.9,95,77,81.1,"*","*","*","*",0,0.0,"*","*",2434
"Brookfield School District","=""0180011""",03,"N",164,159,97.0,159,"*","*","*","*","*","*","*","*","*","*",2471
"Brookfield School District","=""0180011""",03,"Y",21,18,85.7,18,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",04,"N",196,188,95.9,188,8,4.3,52,27.7,"*","*","*","*",128,68.1,2511
"Brookfield School District","=""0180011""",04,"Y",30,27,90.0,27,7,25.9,12,44.4,"*","*","*","*",8,29.6,2455
"Brookfield School District","=""0180011""",05,"N",168,164,97.6,164,"*","*","*","*","*","*","*","*","*","*",2536
"Brookfield School District","=""0180011""",05,"Y",22,18,81.8,18,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",06,"N",192,170,88.5,170,"*","*",54,31.8,"*","*",43,25.3,"*","*",2568
"Brookfield School District","=""0180011""",06,"Y",33,25,75.8,25,17,68.0,"*","*","*","*",0,0.0,"*","*",2418
"Brookfield School District","=""0180011""",07,"N",208,199,95.7,199,"*","*",51,25.6,61,30.7,"*","*","*","*",2599
"Brookfield School District","=""0180011""",07,"Y",32,27,84.4,27,8,29.6,11,40.7,"*","*","*","*",8,29.6,2512
"Brookfield School District","=""0180011""",08,"N",174,173,99.4,173,8,4.6,29,16.8,"*","*","*","*","*","*",2642
"Brookfield School District","=""0180011""",08,"Y",27,22,81.5,22,10,45.5,8,36.4,"*","*","*","*","*","*",2499
"Brooklyn School District","=""0190011""",03,"N",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*",2444
"Brooklyn School District","=""0190011""",03,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",04,"N",69,69,100.0,69,"*","*","*","*","*","*","*","*","*","*",2501
"Brooklyn School District","=""0190011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",05,"N",92,92,100.0,92,"*","*","*","*","*","*","*","*","*","*",2510
"Brooklyn School District","=""0190011""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",08,"N",99,99,100.0,99,"*","*","*","*","*","*","*","*","*","*",2547
"Brooklyn School District","=""0190011""",08,"Y",10,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",03,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
