"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""",08,"F",51,50,98.0,50,14,28.0,15,30.0,14,28.0,7,14.0,21,42.0,2546
"Amistad Academy District","=""2790013""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2518
"Andover School District","=""0010011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"N",41,41,100.0,41,"*","*","*","*",11,26.8,19,46.3,30,73.2,2592
"Andover School District","=""0010011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",03,"F",95,94,98.9,94,31,33.0,37,39.4,"*","*","*","*",26,27.7,2401
"Ansonia School District","=""0020011""",03,"N",56,54,96.4,54,"*","*",18,33.3,19,35.2,"*","*","*","*",2420
"Ansonia School District","=""0020011""",03,"R",21,21,100.0,21,"*","*",7,33.3,8,38.1,"*","*","*","*",2424
"Ansonia School District","=""0020011""",04,"F",102,101,99.0,101,35,34.7,46,45.5,"*","*","*","*",20,19.8,2436
"Ansonia School District","=""0020011""",04,"N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*",2470
"Ansonia School District","=""0020011""",04,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",05,"F",104,104,100.0,104,65,62.5,31,29.8,"*","*","*","*","*","*",2433
"Ansonia School District","=""0020011""",05,"N",60,60,100.0,60,24,40.0,"*","*",9,15.0,"*","*","*","*",2471
"Ansonia School District","=""0020011""",05,"R",20,20,100.0,20,12,60.0,"*","*","*","*",0,0.0,"*","*",2431
"Ansonia School District","=""0020011""",06,"F",100,99,99.0,99,39,39.4,33,33.3,"*","*","*","*",27,27.3,2489
"Ansonia School District","=""0020011""",06,"N",55,55,100.0,55,"*","*","*","*","*","*",10,18.2,"*","*",2518
"Ansonia School District","=""0020011""",06,"R",21,18,85.7,18,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"F",89,83,93.3,83,48,57.8,25,30.1,"*","*","*","*","*","*",2468
"Ansonia School District","=""0020011""",07,"N",57,56,98.2,56,20,35.7,24,42.9,"*","*","*","*",12,21.4,2499
"Ansonia School District","=""0020011""",07,"R",25,24,96.0,24,10,41.7,9,37.5,"*","*","*","*","*","*",2494
"Ansonia School District","=""0020011""",08,"F",113,112,99.1,112,55,49.1,39,34.8,"*","*","*","*",18,16.1,2501
"Ansonia School District","=""0020011""",08,"N",49,49,100.0,48,20,41.7,16,33.3,"*","*","*","*","*","*",2529
"Ansonia School District","=""0020011""",08,"R",23,22,95.7,22,10,45.5,"*","*","*","*",0,0.0,"*","*",2504
"Area Cooperative Educational Services","=""2440014""",03,"F",43,39,90.7,39,27,69.2,"*","*","*","*",0,0.0,"*","*",2337
"Area Cooperative Educational Services","=""2440014""",03,"N",37,37,100.0,37,"*","*",12,32.4,9,24.3,"*","*","*","*",2415
"Area Cooperative Educational Services","=""2440014""",03,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",04,"F",62,60,96.8,60,40,66.7,16,26.7,"*","*","*","*","*","*",2370
"Area Cooperative Educational Services","=""2440014""",04,"N",29,28,96.6,28,"*","*","*","*",7,25.0,"*","*","*","*",2451
"Area Cooperative Educational Services","=""2440014""",04,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",05,"F",59,58,98.3,58,"*","*","*","*",0,0.0,0,0.0,0,0.0,2392
"Area Cooperative Educational Services","=""2440014""",05,"N",31,30,96.8,30,"*","*",11,36.7,"*","*","*","*","*","*",2450
"Area Cooperative Educational Services","=""2440014""",05,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",06,"F",179,179,100.0,179,111,62.0,48,26.8,"*","*","*","*",20,11.2,2441
"Area Cooperative Educational Services","=""2440014""",06,"N",132,132,100.0,132,37,28.0,58,43.9,24,18.2,13,9.8,37,28.0,2513
"Area Cooperative Educational Services","=""2440014""",06,"R",39,39,100.0,39,19,48.7,14,35.9,"*","*","*","*",6,15.4,2457
"Area Cooperative Educational Services","=""2440014""",07,"F",198,191,96.5,191,99,51.8,52,27.2,"*","*","*","*","*","*",2478
"Area Cooperative Educational Services","=""2440014""",07,"N",110,109,99.1,109,"*","*",35,32.1,"*","*",24,22.0,"*","*",2560
"Area Cooperative Educational Services","=""2440014""",07,"R",23,23,100.0,23,6,26.1,12,52.2,"*","*","*","*","*","*",2507
"Area Cooperative Educational Services","=""2440014""",08,"F",170,168,98.8,168,122,72.6,31,18.5,"*","*","*","*","*","*",2457
"Area Cooperative Educational Services","=""2440014""",08,"N",121,121,100.0,121,42,34.7,26,21.5,34,28.1,19,15.7,53,43.8,2552
"Area Cooperative Educational Services","=""2440014""",08,"R",26,26,100.0,26,9,34.6,14,53.8,"*","*","*","*","*","*",2508
"Ashford School District","=""0030011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",20,20,100.0,20,"*","*","*","*",7,35.0,7,35.0,14,70.0,2473
"Ashford School District","=""0030011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"N",27,27,100.0,27,"*","*","*","*",13,48.1,7,25.9,20,74.1,2519
"Ashford School District","=""0030011""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"F",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2504
"Ashford School District","=""0030011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"N",24,24,100.0,24,9,37.5,8,33.3,"*","*","*","*",7,29.2,2497
"Ashford School District","=""0030011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"N",37,37,100.0,37,"*","*",17,45.9,11,29.7,"*","*","*","*",2576
"Ashford School District","=""0030011""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"N",223,223,100.0,223,10,4.5,38,17.0,68,30.5,107,48.0,175,78.5,2493
"Avon School District","=""0040011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"N",208,206,99.0,206,"*","*","*","*","*","*","*","*","*","*",2541
"Avon School District","=""0040011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"N",254,254,100.0,254,26,10.2,58,22.8,75,29.5,95,37.4,170,66.9,2553
"Avon School District","=""0040011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"N",269,267,99.3,267,16,6.0,44,16.5,81,30.3,126,47.2,207,77.5,2605
"Avon School District","=""0040011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"N",256,255,99.6,255,6,2.4,33,12.9,63,24.7,153,60.0,216,84.7,2645
"Avon School District","=""0040011""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"N",259,257,99.2,257,20,7.8,35,13.6,58,22.6,144,56.0,202,78.6,2657
"Avon School District","=""0040011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"N",39,36,92.3,36,"*","*",11,30.6,11,30.6,"*","*","*","*",2461
"Barkhamsted School District","=""0050011""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"N",44,42,95.5,42,12,28.6,17,40.5,"*","*","*","*",13,31.0,2491
"Barkhamsted School District","=""0050011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"N",41,40,97.6,40,"*","*",17,42.5,"*","*",9,22.5,"*","*",2558
"Barkhamsted School District","=""0050011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",03,"F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",03,"N",181,179,98.9,179,20,11.2,31,17.3,73,40.8,55,30.7,128,71.5,2469
"Berlin School District","=""0070011""",03,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"F",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"N",166,164,98.8,163,18,11.0,37,22.7,60,36.8,48,29.4,108,66.3,2507
"Berlin School District","=""0070011""",04,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2460
"Berlin School District","=""0070011""",05,"N",218,216,99.1,216,17,7.9,73,33.8,63,29.2,63,29.2,126,58.3,2539
"Berlin School District","=""0070011""",05,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"F",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2477
"Berlin School District","=""0070011""",06,"N",188,187,99.5,187,32,17.1,68,36.4,52,27.8,35,18.7,87,46.5,2543
"Berlin School District","=""0070011""",06,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"F",21,21,100.0,21,"*","*","*","*","*","*",0,0.0,"*","*",2491
"Berlin School District","=""0070011""",07,"N",218,217,99.5,217,"*","*",69,31.8,61,28.1,"*","*","*","*",2573
"Berlin School District","=""0070011""",07,"R",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"F",26,26,100.0,"*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Berlin School District","=""0070011""",08,"N",183,183,100.0,183,44,24.0,46,25.1,"*","*","*","*",93,50.8,2590
"Berlin School District","=""0070011""",08,"R",6,6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"N",54,51,94.4,51,"*","*","*","*",23,45.1,15,29.4,38,74.5,2475
"Bethany School District","=""0080011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"N",47,46,97.9,46,"*","*",16,34.8,18,39.1,"*","*","*","*",2512
"Bethany School District","=""0080011""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"F",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"N",53,50,94.3,50,"*","*","*","*","*","*","*","*","*","*",2595
"Bethany School District","=""0080011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",03,"F",42,42,100.0,42,11,26.2,"*","*","*","*","*","*","*","*",2426
"Bethel School District","=""0090011""",03,"N",199,197,99.0,197,"*","*","*","*",72,36.5,73,37.1,145,73.6,2479
"Bethel School District","=""0090011""",03,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2473
"Bethel School District","=""0090011""",04,"N",171,169,98.8,169,"*","*",62,36.7,61,36.1,"*","*","*","*",2505
"Bethel School District","=""0090011""",04,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"F",33,32,97.0,32,"*","*","*","*","*","*","*","*","*","*",2481
"Bethel School District","=""0090011""",05,"N",162,161,99.4,161,15,9.3,48,29.8,42,26.1,56,34.8,98,60.9,2548
"Bethel School District","=""0090011""",05,"R",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"F",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2527
"Bethel School District","=""0090011""",06,"N",154,153,99.4,153,17,11.1,47,30.7,44,28.8,45,29.4,89,58.2,2563
"Bethel School District","=""0090011""",06,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",07,"F",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*",2514
"Bethel School District","=""0090011""",07,"N",192,191,99.5,191,34,17.8,58,30.4,51,26.7,48,25.1,99,51.8,2575
"Bethel School District","=""0090011""",07,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",08,"F",33,32,97.0,32,"*","*",16,50.0,"*","*","*","*","*","*",2539
"Bethel School District","=""0090011""",08,"N",160,158,98.8,158,27,17.1,41,25.9,50,31.6,40,25.3,90,57.0,2594
"Bethel School District","=""0090011""",08,"R",23,23,100.0,23,"*","*",7,30.4,"*","*","*","*","*","*",2590
"Bloomfield School District","=""0110011""",03,"F",72,72,100.0,72,28,38.9,25,34.7,"*","*","*","*","*","*",2398
"Bloomfield School District","=""0110011""",03,"N",60,60,100.0,60,"*","*","*","*","*","*",11,18.3,"*","*",2426
"Bloomfield School District","=""0110011""",03,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"F",53,53,100.0,53,19,35.8,23,43.4,"*","*","*","*","*","*",2435
"Bloomfield School District","=""0110011""",04,"N",48,47,97.9,47,"*","*","*","*","*","*","*","*","*","*",2446
"Bloomfield School District","=""0110011""",04,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"F",51,51,100.0,51,23,45.1,"*","*","*","*","*","*","*","*",2451
"Bloomfield School District","=""0110011""",05,"N",60,60,100.0,60,"*","*",22,36.7,14,23.3,"*","*","*","*",2476
"Bloomfield School District","=""0110011""",05,"R",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",06,"F",60,60,100.0,60,19,31.7,24,40.0,"*","*","*","*","*","*",2494
"Bloomfield School District","=""0110011""",06,"N",47,47,100.0,47,"*","*","*","*","*","*",8,17.0,"*","*",2523
"Bloomfield School District","=""0110011""",06,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",07,"F",57,55,96.5,55,25,45.5,"*","*","*","*","*","*","*","*",2490
"Bloomfield School District","=""0110011""",07,"N",70,69,98.6,69,"*","*",22,31.9,18,26.1,"*","*","*","*",2519
"Bloomfield School District","=""0110011""",07,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"F",49,49,100.0,49,"*","*","*","*","*","*",0,0.0,"*","*",2502
"Bloomfield School District","=""0110011""",08,"N",69,69,100.0,69,27,39.1,29,42.0,"*","*","*","*",13,18.8,2526
"Bloomfield School District","=""0110011""",08,"R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N",46,42,91.3,42,"*","*","*","*",16,38.1,19,45.2,35,83.3,2496
"Bolton School District","=""0120011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",44,44,100.0,44,0,0.0,7,15.9,14,31.8,23,52.3,37,84.1,2544
"Bolton School District","=""0120011""",04,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"N",59,57,96.6,57,"*","*","*","*","*","*","*","*","*","*",2531
"Bolton School District","=""0120011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",06,"N",55,54,98.2,54,"*","*","*","*",19,35.2,22,40.7,41,75.9,2596
"Bolton School District","=""0120011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"N",53,51,96.2,51,6,11.8,10,19.6,20,39.2,15,29.4,35,68.6,2586
"Bolton School District","=""0120011""",07,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N",39,39,100.0,39,"*","*",11,28.2,13,33.3,"*","*","*","*",2607
"Bolton School District","=""0120011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"N",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",23,23,100.0,23,6,26.1,11,47.8,"*","*","*","*",6,26.1,2486
"Bozrah School District","=""0130011""",05,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N",19,19,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"F",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*",2419
"Branford School District","=""0140011""",03,"N",176,175,99.4,174,18,10.3,34,19.5,57,32.8,65,37.4,122,70.1,2472
"Branford School District","=""0140011""",03,"R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",04,"F",45,45,100.0,44,"*","*","*","*","*","*","*","*","*","*",2487
"Branford School District","=""0140011""",04,"N",157,157,100.0,156,16,10.3,33,21.2,60,38.5,47,30.1,107,68.6,2512
"Branford School District","=""0140011""",04,"R",17,17,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",05,"F",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*",2510
"Branford School District","=""0140011""",05,"N",164,163,99.4,163,25,15.3,37,22.7,47,28.8,54,33.1,101,62.0,2539
"Branford School District","=""0140011""",05,"R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",06,"F",52,52,100.0,52,26,50.0,"*","*","*","*","*","*","*","*",2470
"Branford School District","=""0140011""",06,"N",151,148,98.0,147,"*","*",49,33.3,44,29.9,"*","*","*","*",2550
"Branford School District","=""0140011""",06,"R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",07,"F",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*",2520
"Branford School District","=""0140011""",07,"N",165,163,98.8,163,23,14.1,46,28.2,51,31.3,43,26.4,94,57.7,2579
"Branford School District","=""0140011""",07,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",08,"F",42,41,97.6,41,"*","*","*","*","*","*","*","*","*","*",2480
"Branford School District","=""0140011""",08,"N",185,179,96.8,179,55,30.7,40,22.3,33,18.4,51,28.5,84,46.9,2569
"Branford School District","=""0140011""",08,"R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"R",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"F",65,65,100.0,65,8,12.3,7,10.8,20,30.8,30,46.2,50,76.9,2482
"Bridgeport Achievement First District","=""2850013""",03,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"F",64,63,98.4,63,17,27.0,12,19.0,15,23.8,19,30.2,34,54.0,2485
"Bridgeport Achievement First District","=""2850013""",04,"N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"R",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
