"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades, Gender"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""",04,"ELA","M",36,36,100.0,36,12,33.3,"*","*","*","*",10,27.8,"*","*",2473
"Amistad Academy District","=""2790013""",04,"Math","F",40,40,100.0,40,"*","*",17,42.5,"*","*",9,22.5,"*","*",2484
"Amistad Academy District","=""2790013""",04,"Math","M",36,36,100.0,36,"*","*",13,36.1,10,27.8,"*","*","*","*",2486
"Amistad Academy District","=""2790013""",05,"ELA","F",37,37,100.0,37,"*","*",7,18.9,20,54.1,"*","*","*","*",2512
"Amistad Academy District","=""2790013""",05,"ELA","M",53,52,98.1,52,22,42.3,20,38.5,"*","*","*","*",10,19.2,2448
"Amistad Academy District","=""2790013""",05,"Math","F",37,36,97.3,36,"*","*",16,44.4,"*","*",0,0.0,"*","*",2476
"Amistad Academy District","=""2790013""",05,"Math","M",53,52,98.1,52,28,53.8,21,40.4,"*","*","*","*","*","*",2438
"Amistad Academy District","=""2790013""",06,"ELA","F",51,51,100.0,51,13,25.5,"*","*",20,39.2,"*","*","*","*",2530
"Amistad Academy District","=""2790013""",06,"ELA","M",48,48,100.0,48,"*","*",14,29.2,18,37.5,"*","*","*","*",2514
"Amistad Academy District","=""2790013""",06,"Math","F",51,51,100.0,51,15,29.4,17,33.3,"*","*","*","*",19,37.3,2515
"Amistad Academy District","=""2790013""",06,"Math","M",48,48,100.0,48,16,33.3,15,31.3,"*","*","*","*",17,35.4,2499
"Amistad Academy District","=""2790013""",07,"ELA","F",42,42,100.0,42,"*","*",15,35.7,16,38.1,"*","*","*","*",2552
"Amistad Academy District","=""2790013""",07,"ELA","M",36,36,100.0,36,"*","*",12,33.3,12,33.3,"*","*","*","*",2545
"Amistad Academy District","=""2790013""",07,"Math","F",42,42,100.0,42,16,38.1,18,42.9,"*","*","*","*",8,19.0,2503
"Amistad Academy District","=""2790013""",07,"Math","M",36,36,100.0,36,14,38.9,10,27.8,"*","*","*","*",12,33.3,2509
"Amistad Academy District","=""2790013""",08,"ELA","F",41,41,100.0,41,"*","*",14,34.1,13,31.7,"*","*","*","*",2586
"Amistad Academy District","=""2790013""",08,"ELA","M",38,38,100.0,38,"*","*",10,26.3,15,39.5,"*","*","*","*",2581
"Amistad Academy District","=""2790013""",08,"Math","F",41,41,100.0,41,15,36.6,"*","*","*","*",12,29.3,"*","*",2557
"Amistad Academy District","=""2790013""",08,"Math","M",38,38,100.0,38,"*","*",13,34.2,"*","*",10,26.3,"*","*",2554
"Amistad Academy District","=""2790013""",11,"ELA","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"ELA","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"Math","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",11,"Math","M",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","F",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","M",28,27,96.4,27,"*","*","*","*","*","*","*","*","*","*",2544
"Andover School District","=""0010011""",04,"Math","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"Math","M",28,27,96.4,27,0,0.0,"*","*","*","*","*","*","*","*",2529
"Andover School District","=""0010011""",05,"ELA","F",26,24,92.3,24,"*","*","*","*",6,25.0,15,62.5,21,87.5,2588
"Andover School District","=""0010011""",05,"ELA","M",22,22,100.0,22,"*","*","*","*",8,36.4,9,40.9,17,77.3,2566
"Andover School District","=""0010011""",05,"Math","F",26,26,100.0,26,"*","*","*","*","*","*",9,34.6,"*","*",2533
"Andover School District","=""0010011""",05,"Math","M",22,22,100.0,22,"*","*","*","*","*","*",11,50.0,"*","*",2562
"Andover School District","=""0010011""",06,"ELA","F",20,20,100.0,20,0,0.0,"*","*",7,35.0,"*","*","*","*",2620
"Andover School District","=""0010011""",06,"ELA","M",21,20,95.2,20,"*","*","*","*",7,35.0,"*","*","*","*",2558
"Andover School District","=""0010011""",06,"Math","F",20,20,100.0,20,"*","*","*","*","*","*",12,60.0,"*","*",2610
"Andover School District","=""0010011""",06,"Math","M",21,20,95.2,20,"*","*","*","*","*","*",8,40.0,"*","*",2589
"Ansonia School District","=""0020011""",03,"ELA","F",83,83,100.0,83,16,19.3,26,31.3,20,24.1,21,25.3,41,49.4,2435
"Ansonia School District","=""0020011""",03,"ELA","M",92,92,100.0,92,34,37.0,26,28.3,16,17.4,16,17.4,32,34.8,2400
"Ansonia School District","=""0020011""",03,"Math","F",83,83,100.0,83,"*","*",28,33.7,30,36.1,"*","*","*","*",2420
"Ansonia School District","=""0020011""",03,"Math","M",92,92,100.0,92,36,39.1,25,27.2,"*","*","*","*",31,33.7,2406
"Ansonia School District","=""0020011""",04,"ELA","F",103,101,98.1,101,35,34.7,26,25.7,23,22.8,17,16.8,40,39.6,2453
"Ansonia School District","=""0020011""",04,"ELA","M",85,85,100.0,85,42,49.4,17,20.0,16,18.8,10,11.8,26,30.6,2429
"Ansonia School District","=""0020011""",04,"Math","F",104,103,99.0,103,28,27.2,61,59.2,"*","*","*","*",14,13.6,2436
"Ansonia School District","=""0020011""",04,"Math","M",85,85,100.0,85,26,30.6,43,50.6,"*","*","*","*",16,18.8,2436
"Ansonia School District","=""0020011""",05,"ELA","F",90,90,100.0,90,"*","*",31,34.4,30,33.3,"*","*","*","*",2491
"Ansonia School District","=""0020011""",05,"ELA","M",85,84,98.8,84,41,48.8,20,23.8,"*","*","*","*",23,27.4,2450
"Ansonia School District","=""0020011""",05,"Math","F",90,90,100.0,90,42,46.7,41,45.6,"*","*","*","*",7,7.8,2453
"Ansonia School District","=""0020011""",05,"Math","M",85,85,100.0,85,49,57.6,27,31.8,"*","*","*","*",9,10.6,2440
"Ansonia School District","=""0020011""",06,"ELA","F",72,72,100.0,72,"*","*",23,31.9,24,33.3,"*","*","*","*",2497
"Ansonia School District","=""0020011""",06,"ELA","M",101,101,100.0,101,40,39.6,42,41.6,"*","*","*","*",19,18.8,2467
"Ansonia School District","=""0020011""",06,"Math","F",72,72,100.0,72,30,41.7,31,43.1,"*","*","*","*",11,15.3,2477
"Ansonia School District","=""0020011""",06,"Math","M",101,101,100.0,101,50,49.5,28,27.7,"*","*","*","*",23,22.8,2470
"Ansonia School District","=""0020011""",07,"ELA","F",98,96,98.0,96,"*","*",34,35.4,33,34.4,"*","*","*","*",2535
"Ansonia School District","=""0020011""",07,"ELA","M",89,87,97.8,87,34,39.1,29,33.3,"*","*","*","*",24,27.6,2503
"Ansonia School District","=""0020011""",07,"Math","F",98,96,98.0,96,48,50.0,33,34.4,"*","*","*","*",15,15.6,2487
"Ansonia School District","=""0020011""",07,"Math","M",89,87,97.8,87,30,34.5,38,43.7,"*","*","*","*",19,21.8,2504
"Ansonia School District","=""0020011""",08,"ELA","F",95,94,98.9,94,29,30.9,25,26.6,30,31.9,10,10.6,40,42.6,2543
"Ansonia School District","=""0020011""",08,"ELA","M",116,113,97.4,113,51,45.1,33,29.2,19,16.8,10,8.8,29,25.7,2512
"Ansonia School District","=""0020011""",08,"Math","F",95,93,97.9,93,51,54.8,30,32.3,"*","*","*","*",12,12.9,2492
"Ansonia School District","=""0020011""",08,"Math","M",116,114,98.3,114,73,64.0,28,24.6,"*","*","*","*",13,11.4,2466
"Ansonia School District","=""0020011""",11,"ELA","F",58,53,91.4,53,"*","*",16,30.2,23,43.4,"*","*","*","*",2610
"Ansonia School District","=""0020011""",11,"ELA","M",58,54,93.1,54,"*","*","*","*",18,33.3,15,27.8,33,61.1,2612
"Ansonia School District","=""0020011""",11,"Math","F",58,53,91.4,53,27,50.9,14,26.4,"*","*","*","*",12,22.6,2543
"Ansonia School District","=""0020011""",11,"Math","M",58,53,91.4,53,23,43.4,12,22.6,"*","*","*","*",18,34.0,2573
"Area Cooperative Educational Services","=""2440014""",03,"ELA","F",38,38,100.0,38,10,26.3,16,42.1,"*","*","*","*",12,31.6,2404
"Area Cooperative Educational Services","=""2440014""",03,"ELA","M",61,60,98.4,59,36,61.0,11,18.6,"*","*","*","*",12,20.3,2356
"Area Cooperative Educational Services","=""2440014""",03,"Math","F",38,38,100.0,38,22,57.9,8,21.1,"*","*","*","*",8,21.1,2374
"Area Cooperative Educational Services","=""2440014""",03,"Math","M",61,60,98.4,60,40,66.7,12,20.0,"*","*","*","*",8,13.3,2349
"Area Cooperative Educational Services","=""2440014""",04,"ELA","F",35,33,94.3,33,12,36.4,13,39.4,"*","*","*","*",8,24.2,2434
"Area Cooperative Educational Services","=""2440014""",04,"ELA","M",61,59,96.7,59,36,61.0,12,20.3,"*","*","*","*",11,18.6,2395
"Area Cooperative Educational Services","=""2440014""",04,"Math","F",35,34,97.1,34,"*","*",19,55.9,"*","*",0,0.0,"*","*",2404
"Area Cooperative Educational Services","=""2440014""",04,"Math","M",62,59,95.2,59,38,64.4,"*","*","*","*",0,0.0,"*","*",2385
"Area Cooperative Educational Services","=""2440014""",05,"ELA","F",38,38,100.0,38,12,31.6,"*","*",12,31.6,"*","*","*","*",2487
"Area Cooperative Educational Services","=""2440014""",05,"ELA","M",57,57,100.0,56,22,39.3,"*","*",15,26.8,"*","*","*","*",2465
"Area Cooperative Educational Services","=""2440014""",05,"Math","F",38,38,100.0,38,24,63.2,"*","*","*","*",0,0.0,"*","*",2433
"Area Cooperative Educational Services","=""2440014""",05,"Math","M",57,56,98.2,56,35,62.5,16,28.6,"*","*","*","*","*","*",2417
"Area Cooperative Educational Services","=""2440014""",06,"ELA","F",176,175,99.4,175,28,16.0,69,39.4,62,35.4,16,9.1,78,44.6,2523
"Area Cooperative Educational Services","=""2440014""",06,"ELA","M",165,163,98.8,162,59,36.4,50,30.9,45,27.8,8,4.9,53,32.7,2483
"Area Cooperative Educational Services","=""2440014""",06,"Math","F",176,176,100.0,176,81,46.0,66,37.5,20,11.4,9,5.1,29,16.5,2476
"Area Cooperative Educational Services","=""2440014""",06,"Math","M",165,163,98.8,161,78,48.4,54,33.5,23,14.3,6,3.7,29,18.0,2454
"Area Cooperative Educational Services","=""2440014""",07,"ELA","F",147,144,98.0,143,46,32.2,36,25.2,43,30.1,18,12.6,61,42.7,2529
"Area Cooperative Educational Services","=""2440014""",07,"ELA","M",186,184,98.9,183,59,32.2,55,30.1,55,30.1,14,7.7,69,37.7,2516
"Area Cooperative Educational Services","=""2440014""",07,"Math","F",147,144,98.0,144,68,47.2,47,32.6,20,13.9,9,6.3,29,20.1,2482
"Area Cooperative Educational Services","=""2440014""",07,"Math","M",186,182,97.8,182,90,49.5,50,27.5,33,18.1,9,4.9,42,23.1,2484
"Area Cooperative Educational Services","=""2440014""",08,"ELA","F",143,142,99.3,141,22,15.6,53,37.6,48,34.0,18,12.8,66,46.8,2565
"Area Cooperative Educational Services","=""2440014""",08,"ELA","M",169,167,98.8,164,59,36.0,41,25.0,49,29.9,15,9.1,64,39.0,2529
"Area Cooperative Educational Services","=""2440014""",08,"Math","F",143,143,100.0,143,65,45.5,40,28.0,21,14.7,17,11.9,38,26.6,2522
"Area Cooperative Educational Services","=""2440014""",08,"Math","M",169,165,97.6,164,86,52.4,33,20.1,29,17.7,16,9.8,45,27.4,2504
"Area Cooperative Educational Services","=""2440014""",11,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",11,"Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"ELA","F",23,23,100.0,23,"*","*","*","*","*","*",13,56.5,"*","*",2480
"Ashford School District","=""0030011""",03,"ELA","M",21,21,100.0,21,"*","*","*","*","*","*",8,38.1,"*","*",2440
"Ashford School District","=""0030011""",03,"Math","F",23,23,100.0,23,"*","*","*","*",9,39.1,"*","*","*","*",2445
"Ashford School District","=""0030011""",03,"Math","M",21,20,95.2,20,"*","*","*","*",9,45.0,"*","*","*","*",2449
"Ashford School District","=""0030011""",04,"ELA","F",29,29,100.0,29,"*","*","*","*","*","*","*","*","*","*",2546
"Ashford School District","=""0030011""",04,"ELA","M",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"Math","F",29,29,100.0,29,0,0.0,"*","*","*","*","*","*","*","*",2515
"Ashford School District","=""0030011""",04,"Math","M",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"ELA","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"ELA","M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2496
"Ashford School District","=""0030011""",05,"Math","F",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"Math","M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2474
"Ashford School District","=""0030011""",06,"ELA","F",24,24,100.0,24,0,0.0,"*","*",9,37.5,"*","*","*","*",2586
"Ashford School District","=""0030011""",06,"ELA","M",25,25,100.0,25,"*","*","*","*",7,28.0,"*","*","*","*",2518
"Ashford School District","=""0030011""",06,"Math","F",24,24,100.0,24,"*","*",10,41.7,"*","*",0,0.0,"*","*",2504
"Ashford School District","=""0030011""",06,"Math","M",25,24,96.0,24,13,54.2,"*","*","*","*",0,0.0,"*","*",2471
"Ashford School District","=""0030011""",07,"ELA","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2548
"Ashford School District","=""0030011""",07,"Math","F",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2549
"Ashford School District","=""0030011""",08,"ELA","F",20,20,100.0,20,"*","*",6,30.0,10,50.0,"*","*","*","*",2592
"Ashford School District","=""0030011""",08,"ELA","M",29,28,96.6,28,"*","*",9,32.1,10,35.7,"*","*","*","*",2560
"Ashford School District","=""0030011""",08,"Math","F",20,20,100.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","M",29,28,96.6,28,"*","*","*","*","*","*","*","*","*","*",2514
"Avon School District","=""0040011""",03,"ELA","F",108,107,99.1,107,"*","*","*","*",27,25.2,72,67.3,99,92.5,2519
"Avon School District","=""0040011""",03,"ELA","M",111,108,97.3,108,"*","*","*","*",32,29.6,64,59.3,96,88.9,2506
"Avon School District","=""0040011""",03,"Math","F",108,108,100.0,108,"*","*","*","*",38,35.2,50,46.3,88,81.5,2493
"Avon School District","=""0040011""",03,"Math","M",111,111,100.0,111,"*","*","*","*",39,35.1,56,50.5,95,85.6,2505
"Avon School District","=""0040011""",04,"ELA","F",143,141,98.6,141,12,8.5,17,12.1,26,18.4,86,61.0,112,79.4,2536
"Avon School District","=""0040011""",04,"ELA","M",128,127,99.2,127,11,8.7,22,17.3,30,23.6,64,50.4,94,74.0,2523
"Avon School District","=""0040011""",04,"Math","F",143,143,100.0,143,10,7.0,32,22.4,51,35.7,50,35.0,101,70.6,2519
"Avon School District","=""0040011""",04,"Math","M",128,128,100.0,128,7,5.5,22,17.2,48,37.5,51,39.8,99,77.3,2529
"Avon School District","=""0040011""",05,"ELA","F",129,127,98.4,127,"*","*","*","*",36,28.3,74,58.3,110,86.6,2583
"Avon School District","=""0040011""",05,"ELA","M",152,151,99.3,151,"*","*","*","*",58,38.4,60,39.7,118,78.1,2556
"Avon School District","=""0040011""",05,"Math","F",129,127,98.4,127,14,11.0,32,25.2,35,27.6,46,36.2,81,63.8,2549
"Avon School District","=""0040011""",05,"Math","M",152,152,100.0,152,18,11.8,36,23.7,51,33.6,47,30.9,98,64.5,2544
"Avon School District","=""0040011""",06,"ELA","F",117,116,99.1,116,"*","*","*","*",39,33.6,58,50.0,97,83.6,2608
"Avon School District","=""0040011""",06,"ELA","M",159,158,99.4,157,"*","*","*","*",72,45.9,63,40.1,135,86.0,2602
"Avon School District","=""0040011""",06,"Math","F",117,117,100.0,117,9,7.7,22,18.8,44,37.6,42,35.9,86,73.5,2583
"Avon School District","=""0040011""",06,"Math","M",159,158,99.4,158,11,7.0,25,15.8,41,25.9,81,51.3,122,77.2,2602
"Avon School District","=""0040011""",07,"ELA","F",140,140,100.0,140,"*","*","*","*",62,44.3,59,42.1,121,86.4,2631
"Avon School District","=""0040011""",07,"ELA","M",132,132,100.0,132,"*","*","*","*",60,45.5,48,36.4,108,81.8,2612
"Avon School District","=""0040011""",07,"Math","F",140,140,100.0,140,7,5.0,35,25.0,37,26.4,61,43.6,98,70.0,2612
"Avon School District","=""0040011""",07,"Math","M",132,132,100.0,132,8,6.1,24,18.2,32,24.2,68,51.5,100,75.8,2631
"Avon School District","=""0040011""",08,"ELA","F",146,146,100.0,146,"*","*","*","*",55,37.7,71,48.6,126,86.3,2652
"Avon School District","=""0040011""",08,"ELA","M",130,127,97.7,127,"*","*","*","*",58,45.7,41,32.3,99,78.0,2628
"Avon School District","=""0040011""",08,"Math","F",146,146,100.0,146,12,8.2,19,13.0,41,28.1,74,50.7,115,78.8,2641
"Avon School District","=""0040011""",08,"Math","M",130,130,100.0,130,11,8.5,22,16.9,37,28.5,60,46.2,97,74.6,2639
"Avon School District","=""0040011""",11,"ELA","F",114,106,93.0,105,10,9.5,11,10.5,22,21.0,62,59.0,84,80.0,2663
"Avon School District","=""0040011""",11,"ELA","M",132,126,95.5,125,19,15.2,17,13.6,47,37.6,42,33.6,89,71.2,2622
"Avon School District","=""0040011""",11,"Math","F",114,106,93.0,106,13,12.3,24,22.6,35,33.0,34,32.1,69,65.1,2666
"Avon School District","=""0040011""",11,"Math","M",132,125,94.7,125,25,20.0,29,23.2,34,27.2,37,29.6,71,56.8,2638
"Barkhamsted School District","=""0050011""",03,"ELA","F",21,21,100.0,21,"*","*","*","*",6,28.6,"*","*","*","*",2476
"Barkhamsted School District","=""0050011""",03,"ELA","M",27,24,88.9,24,"*","*","*","*",6,25.0,"*","*","*","*",2413
"Barkhamsted School District","=""0050011""",03,"Math","F",21,21,100.0,21,"*","*",6,28.6,6,28.6,"*","*","*","*",2408
"Barkhamsted School District","=""0050011""",03,"Math","M",27,24,88.9,24,9,37.5,6,25.0,9,37.5,0,0.0,9,37.5,2402
"Barkhamsted School District","=""0050011""",04,"ELA","F",24,23,95.8,23,"*","*","*","*","*","*",12,52.2,"*","*",2518
"Barkhamsted School District","=""0050011""",04,"ELA","M",24,23,95.8,23,"*","*","*","*","*","*",11,47.8,"*","*",2507
"Barkhamsted School District","=""0050011""",04,"Math","F",24,23,95.8,23,"*","*",12,52.2,"*","*","*","*","*","*",2455
"Barkhamsted School District","=""0050011""",04,"Math","M",24,23,95.8,23,"*","*",10,43.5,"*","*","*","*","*","*",2466
"Barkhamsted School District","=""0050011""",05,"ELA","F",25,25,100.0,25,"*","*","*","*",8,32.0,10,40.0,18,72.0,2543
"Barkhamsted School District","=""0050011""",05,"ELA","M",22,21,95.5,21,"*","*","*","*",9,42.9,6,28.6,15,71.4,2535
"Barkhamsted School District","=""0050011""",05,"Math","F",25,25,100.0,25,"*","*",9,36.0,"*","*","*","*","*","*",2495
"Barkhamsted School District","=""0050011""",05,"Math","M",22,21,95.5,21,"*","*",10,47.6,"*","*","*","*","*","*",2508
"Barkhamsted School District","=""0050011""",06,"ELA","F",22,22,100.0,22,0,0.0,"*","*",14,63.6,"*","*","*","*",2583
"Barkhamsted School District","=""0050011""",06,"ELA","M",40,39,97.5,38,"*","*","*","*",18,47.4,"*","*","*","*",2553
"Barkhamsted School District","=""0050011""",06,"Math","F",22,22,100.0,22,"*","*","*","*",10,45.5,"*","*","*","*",2547
"Barkhamsted School District","=""0050011""",06,"Math","M",40,38,95.0,38,"*","*","*","*",10,26.3,"*","*","*","*",2535
"Berlin School District","=""0070011""",03,"ELA","F",84,84,100.0,84,10,11.9,17,20.2,33,39.3,24,28.6,57,67.9,2453
"Berlin School District","=""0070011""",03,"ELA","M",104,104,100.0,104,22,21.2,30,28.8,30,28.8,22,21.2,52,50.0,2427
"Berlin School District","=""0070011""",03,"Math","F",84,84,100.0,84,9,10.7,35,41.7,31,36.9,9,10.7,40,47.6,2434
"Berlin School District","=""0070011""",03,"Math","M",104,104,100.0,104,22,21.2,25,24.0,43,41.3,14,13.5,57,54.8,2427
"Berlin School District","=""0070011""",04,"ELA","F",112,112,100.0,112,10,8.9,18,16.1,45,40.2,39,34.8,84,75.0,2508
"Berlin School District","=""0070011""",04,"ELA","M",134,134,100.0,134,19,14.2,30,22.4,41,30.6,44,32.8,85,63.4,2492
"Berlin School District","=""0070011""",04,"Math","F",112,112,100.0,112,8,7.1,34,30.4,49,43.8,21,18.8,70,62.5,2500
"Berlin School District","=""0070011""",04,"Math","M",134,134,100.0,134,11,8.2,36,26.9,46,34.3,41,30.6,87,64.9,2507
"Berlin School District","=""0070011""",05,"ELA","F",100,100,100.0,100,10,10.0,15,15.0,37,37.0,38,38.0,75,75.0,2546
"Berlin School District","=""0070011""",05,"ELA","M",123,122,99.2,120,17,14.2,20,16.7,59,49.2,24,20.0,83,69.2,2524
"Berlin School District","=""0070011""",05,"Math","F",100,100,100.0,100,28,28.0,32,32.0,25,25.0,15,15.0,40,40.0,2504
"Berlin School District","=""0070011""",05,"Math","M",123,122,99.2,120,26,21.7,42,35.0,26,21.7,26,21.7,52,43.3,2514
