"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades, High Needs (F/R, EL or SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Barkhamsted School District","=""0050011""",06,"N",38,37,97.4,37,"*","*","*","*","*","*","*","*","*","*",2569
"Berlin School District","=""0070011""",03,"Y",40,39,97.5,39,14,35.9,13,33.3,"*","*","*","*",12,30.8,2407
"Berlin School District","=""0070011""",03,"N",161,160,99.4,160,"*","*",25,15.6,70,43.8,"*","*","*","*",2480
"Berlin School District","=""0070011""",04,"Y",48,46,95.8,45,14,31.1,16,35.6,"*","*","*","*",15,33.3,2444
"Berlin School District","=""0070011""",04,"N",141,140,99.3,140,"*","*",30,21.4,55,39.3,"*","*","*","*",2521
"Berlin School District","=""0070011""",05,"Y",52,51,98.1,51,20,39.2,21,41.2,"*","*","*","*",10,19.6,2463
"Berlin School District","=""0070011""",05,"N",200,199,99.5,199,"*","*",67,33.7,"*","*",61,30.7,"*","*",2547
"Berlin School District","=""0070011""",06,"Y",40,40,100.0,40,20,50.0,12,30.0,"*","*","*","*",8,20.0,2453
"Berlin School District","=""0070011""",06,"N",175,174,99.4,174,"*","*",65,37.4,50,28.7,"*","*","*","*",2552
"Berlin School District","=""0070011""",07,"Y",52,51,98.1,51,24,47.1,17,33.3,"*","*","*","*",10,19.6,2479
"Berlin School District","=""0070011""",07,"N",195,195,100.0,195,"*","*",62,31.8,60,30.8,"*","*","*","*",2586
"Berlin School District","=""0070011""",08,"Y",54,54,100.0,53,35,66.0,15,28.3,"*","*","*","*","*","*",2476
"Berlin School District","=""0070011""",08,"N",161,161,100.0,161,28,17.4,42,26.1,"*","*","*","*","*","*",2607
"Bethany School District","=""0080011""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"N",46,43,93.5,43,"*","*","*","*","*","*","*","*","*","*",2483
"Bethany School District","=""0080011""",04,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"N",39,38,97.4,38,0,0.0,"*","*","*","*","*","*","*","*",2526
"Bethany School District","=""0080011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"N",50,47,94.0,47,"*","*","*","*","*","*","*","*","*","*",2602
"Bethany School District","=""0080011""",06,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2557
"Bethel School District","=""0090011""",03,"Y",76,76,100.0,76,15,19.7,24,31.6,25,32.9,12,15.8,37,48.7,2434
"Bethel School District","=""0090011""",03,"N",177,175,98.9,175,7,4.0,31,17.7,67,38.3,70,40.0,137,78.3,2486
"Bethel School District","=""0090011""",04,"Y",61,60,98.4,60,"*","*",30,50.0,15,25.0,"*","*","*","*",2466
"Bethel School District","=""0090011""",04,"N",149,148,99.3,148,"*","*",51,34.5,56,37.8,"*","*","*","*",2512
"Bethel School District","=""0090011""",05,"Y",66,65,98.5,65,23,35.4,23,35.4,9,13.8,10,15.4,19,29.2,2491
"Bethel School District","=""0090011""",05,"N",147,146,99.3,146,9,6.2,43,29.5,39,26.7,55,37.7,94,64.4,2554
"Bethel School District","=""0090011""",06,"Y",50,50,100.0,50,12,24.0,22,44.0,"*","*","*","*",16,32.0,2511
"Bethel School District","=""0090011""",06,"N",139,138,99.3,138,"*","*",41,29.7,42,30.4,"*","*","*","*",2572
"Bethel School District","=""0090011""",07,"Y",82,82,100.0,82,40,48.8,22,26.8,14,17.1,6,7.3,20,24.4,2501
"Bethel School District","=""0090011""",07,"N",166,165,99.4,165,18,10.9,51,30.9,49,29.7,47,28.5,96,58.2,2590
"Bethel School District","=""0090011""",08,"Y",71,69,97.2,69,22,31.9,26,37.7,15,21.7,6,8.7,21,30.4,2537
"Bethel School District","=""0090011""",08,"N",145,144,99.3,144,17,11.8,38,26.4,49,34.0,40,27.8,89,61.8,2609
"Bloomfield School District","=""0110011""",03,"Y",93,93,100.0,93,37,39.8,30,32.3,"*","*","*","*",26,28.0,2398
"Bloomfield School District","=""0110011""",03,"N",52,52,100.0,52,"*","*",21,40.4,11,21.2,"*","*","*","*",2438
"Bloomfield School District","=""0110011""",04,"Y",72,71,98.6,71,30,42.3,29,40.8,"*","*","*","*",12,16.9,2425
"Bloomfield School District","=""0110011""",04,"N",40,40,100.0,40,11,27.5,17,42.5,"*","*","*","*",12,30.0,2456
"Bloomfield School District","=""0110011""",05,"Y",70,70,100.0,70,33,47.1,25,35.7,"*","*","*","*",12,17.1,2455
"Bloomfield School District","=""0110011""",05,"N",55,55,100.0,55,19,34.5,21,38.2,"*","*","*","*",15,27.3,2480
"Bloomfield School District","=""0110011""",06,"Y",82,82,100.0,82,29,35.4,29,35.4,14,17.1,10,12.2,24,29.3,2496
"Bloomfield School District","=""0110011""",06,"N",38,38,100.0,38,7,18.4,13,34.2,10,26.3,8,21.1,18,47.4,2542
"Bloomfield School District","=""0110011""",07,"Y",75,73,97.3,73,38,52.1,21,28.8,"*","*","*","*",14,19.2,2482
"Bloomfield School District","=""0110011""",07,"N",61,60,98.4,60,"*","*",22,36.7,18,30.0,"*","*","*","*",2537
"Bloomfield School District","=""0110011""",08,"Y",64,64,100.0,64,38,59.4,"*","*","*","*",0,0.0,"*","*",2490
"Bloomfield School District","=""0110011""",08,"N",65,65,100.0,65,23,35.4,29,44.6,"*","*","*","*","*","*",2534
"Bolton School District","=""0120011""",03,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N",43,39,90.7,39,"*","*","*","*","*","*","*","*","*","*",2504
"Bolton School District","=""0120011""",04,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",44,44,100.0,44,0,0.0,"*","*","*","*","*","*","*","*",2544
"Bolton School District","=""0120011""",05,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"N",51,49,96.1,49,"*","*","*","*","*","*","*","*","*","*",2556
"Bolton School District","=""0120011""",06,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",06,"N",48,47,97.9,47,"*","*","*","*","*","*","*","*","*","*",2606
"Bolton School District","=""0120011""",07,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"N",45,44,97.8,44,"*","*","*","*","*","*","*","*","*","*",2606
"Bolton School District","=""0120011""",08,"Y",14,14,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2613
"Bozrah School District","=""0130011""",03,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"Y",7,7,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"Y",82,81,98.8,80,24,30.0,20,25.0,22,27.5,14,17.5,36,45.0,2429
"Branford School District","=""0140011""",03,"N",156,156,100.0,156,12,7.7,30,19.2,52,33.3,62,39.7,114,73.1,2478
"Branford School District","=""0140011""",04,"Y",76,76,100.0,73,14,19.2,19,26.0,27,37.0,13,17.8,40,54.8,2483
"Branford School District","=""0140011""",04,"N",143,143,100.0,143,11,7.7,28,19.6,57,39.9,47,32.9,104,72.7,2519
"Branford School District","=""0140011""",05,"Y",80,79,98.8,79,25,31.6,25,31.6,15,19.0,14,17.7,29,36.7,2499
"Branford School District","=""0140011""",05,"N",144,143,99.3,143,14,9.8,31,21.7,45,31.5,53,37.1,98,68.5,2551
"Branford School District","=""0140011""",06,"Y",84,84,100.0,84,45,53.6,23,27.4,"*","*","*","*",16,19.0,2470
"Branford School District","=""0140011""",06,"N",135,132,97.8,131,"*","*",49,37.4,41,31.3,"*","*","*","*",2565
"Branford School District","=""0140011""",07,"Y",69,68,98.6,68,27,39.7,23,33.8,10,14.7,8,11.8,18,26.5,2507
"Branford School District","=""0140011""",07,"N",145,143,98.6,143,12,8.4,41,28.7,48,33.6,42,29.4,90,62.9,2591
"Branford School District","=""0140011""",08,"Y",77,76,98.7,76,45,59.2,21,27.6,"*","*","*","*",10,13.2,2472
"Branford School District","=""0140011""",08,"N",162,156,96.3,156,35,22.4,38,24.4,"*","*","*","*",83,53.2,2592
"Brass City Charter School District","=""2900013""",03,"Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2491
"Brass City Charter School District","=""2900013""",03,"N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"Y",73,73,100.0,73,"*","*","*","*","*","*","*","*","*","*",2484
"Bridgeport Achievement First District","=""2850013""",03,"N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"Y",75,74,98.7,74,"*","*","*","*","*","*","*","*","*","*",2485
"Bridgeport Achievement First District","=""2850013""",04,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"Y",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*",2460
"Bridgeport Achievement First District","=""2850013""",05,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"Y",81,81,100.0,81,"*","*","*","*","*","*","*","*","*","*",2471
"Bridgeport Achievement First District","=""2850013""",06,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",07,"Y",74,74,100.0,74,"*","*","*","*","*","*","*","*","*","*",2513
"Bridgeport Achievement First District","=""2850013""",07,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"Y",79,79,100.0,79,"*","*","*","*","*","*","*","*","*","*",2577
"Bridgeport Achievement First District","=""2850013""",08,"N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"Y",1809,1802,99.6,1801,1133,62.9,416,23.1,207,11.5,45,2.5,252,14.0,2360
"Bridgeport School District","=""0150011""",04,"Y",1753,1749,99.8,1749,1058,60.5,517,29.6,146,8.3,28,1.6,174,9.9,2397
"Bridgeport School District","=""0150011""",05,"Y",1585,1577,99.5,1576,1203,76.3,297,18.8,53,3.4,23,1.5,76,4.8,2410
"Bridgeport School District","=""0150011""",06,"Y",1383,1370,99.1,1369,932,68.1,339,24.8,79,5.8,19,1.4,98,7.2,2425
"Bridgeport School District","=""0150011""",07,"Y",1383,1369,99.0,1369,844,61.7,356,26.0,135,9.9,34,2.5,169,12.3,2450
"Bridgeport School District","=""0150011""",08,"Y",1456,1435,98.6,1435,996,69.4,292,20.3,106,7.4,41,2.9,147,10.2,2457
"Bristol School District","=""0170011""",03,"Y",332,331,99.7,331,129,39.0,101,30.5,70,21.1,31,9.4,101,30.5,2400
"Bristol School District","=""0170011""",03,"N",262,262,100.0,262,43,16.4,53,20.2,98,37.4,68,26.0,166,63.4,2455
"Bristol School District","=""0170011""",04,"Y",332,329,99.1,329,108,32.8,141,42.9,63,19.1,17,5.2,80,24.3,2443
"Bristol School District","=""0170011""",04,"N",243,243,100.0,243,17,7.0,68,28.0,98,40.3,60,24.7,158,65.0,2505
"Bristol School District","=""0170011""",05,"Y",354,351,99.2,351,156,44.4,114,32.5,55,15.7,26,7.4,81,23.1,2465
"Bristol School District","=""0170011""",05,"N",294,291,99.0,291,40,13.7,88,30.2,80,27.5,83,28.5,163,56.0,2535
"Bristol School District","=""0170011""",06,"Y",298,297,99.7,297,146,49.2,104,35.0,35,11.8,12,4.0,47,15.8,2466
"Bristol School District","=""0170011""",06,"N",266,266,100.0,266,25,9.4,90,33.8,86,32.3,65,24.4,151,56.8,2558
"Bristol School District","=""0170011""",07,"Y",321,319,99.4,319,149,46.7,101,31.7,52,16.3,17,5.3,69,21.6,2492
"Bristol School District","=""0170011""",07,"N",284,283,99.6,283,37,13.1,105,37.1,83,29.3,58,20.5,141,49.8,2568
"Bristol School District","=""0170011""",08,"Y",295,291,98.6,291,133,45.7,95,32.6,41,14.1,22,7.6,63,21.6,2509
"Bristol School District","=""0170011""",08,"N",270,270,100.0,270,34,12.6,96,35.6,85,31.5,55,20.4,140,51.9,2589
"Brookfield School District","=""0180011""",03,"Y",34,31,91.2,31,"*","*",11,35.5,10,32.3,"*","*","*","*",2407
"Brookfield School District","=""0180011""",03,"N",151,146,96.7,146,"*","*",26,17.8,60,41.1,"*","*","*","*",2475
"Brookfield School District","=""0180011""",04,"Y",50,46,92.0,46,"*","*",18,39.1,9,19.6,"*","*","*","*",2465
"Brookfield School District","=""0180011""",04,"N",176,169,96.0,169,"*","*",46,27.2,74,43.8,"*","*","*","*",2515
"Brookfield School District","=""0180011""",05,"Y",39,35,89.7,35,18,51.4,9,25.7,"*","*","*","*",8,22.9,2457
"Brookfield School District","=""0180011""",05,"N",151,147,97.4,147,10,6.8,50,34.0,"*","*","*","*",87,59.2,2541
"Brookfield School District","=""0180011""",06,"Y",43,33,76.7,33,19,57.6,10,30.3,"*","*","*","*","*","*",2443
"Brookfield School District","=""0180011""",06,"N",182,162,89.0,162,14,8.6,50,30.9,"*","*","*","*","*","*",2570
"Brookfield School District","=""0180011""",07,"Y",43,38,88.4,38,"*","*",16,42.1,10,26.3,"*","*","*","*",2523
"Brookfield School District","=""0180011""",07,"N",197,188,95.4,188,"*","*",46,24.5,57,30.3,"*","*","*","*",2602
"Brookfield School District","=""0180011""",08,"Y",52,46,88.5,46,"*","*",14,30.4,"*","*",10,21.7,"*","*",2555
"Brookfield School District","=""0180011""",08,"N",149,149,100.0,149,"*","*","*","*",62,41.6,59,39.6,121,81.2,2647
"Brooklyn School District","=""0190011""",03,"Y",30,29,96.7,29,"*","*",15,51.7,"*","*",0,0.0,"*","*",2397
"Brooklyn School District","=""0190011""",03,"N",39,39,100.0,39,"*","*",11,28.2,"*","*",12,30.8,"*","*",2463
"Brooklyn School District","=""0190011""",04,"Y",30,30,100.0,30,"*","*",17,56.7,6,20.0,"*","*","*","*",2458
"Brooklyn School District","=""0190011""",04,"N",48,48,100.0,48,"*","*",12,25.0,21,43.8,"*","*","*","*",2513
"Brooklyn School District","=""0190011""",05,"Y",32,32,100.0,32,15,46.9,"*","*","*","*",0,0.0,"*","*",2455
"Brooklyn School District","=""0190011""",05,"N",72,72,100.0,72,"*","*",30,41.7,"*","*",15,20.8,"*","*",2520
"Brooklyn School District","=""0190011""",06,"Y",30,28,93.3,28,"*","*",14,50.0,"*","*","*","*","*","*",2477
"Brooklyn School District","=""0190011""",06,"N",51,51,100.0,51,"*","*",16,31.4,"*","*","*","*","*","*",2567
"Brooklyn School District","=""0190011""",07,"Y",24,23,95.8,23,7,30.4,8,34.8,"*","*","*","*",8,34.8,2546
"Brooklyn School District","=""0190011""",07,"N",56,56,100.0,56,7,12.5,29,51.8,"*","*","*","*",20,35.7,2554
"Brooklyn School District","=""0190011""",08,"Y",39,37,94.9,37,20,54.1,"*","*","*","*",0,0.0,"*","*",2493
"Brooklyn School District","=""0190011""",08,"N",70,70,100.0,70,14,20.0,32,45.7,"*","*","*","*","*","*",2563
"Canaan School District","=""0210011""",03,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
