"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, English Learner Status"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Kent School District","=""0680011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Killingly School District","=""0690011""","N",1187,1171,98.7,1169,231,19.8,302,25.8,"*","*","*","*","*","*"
"Killingly School District","=""0690011""","Y",30,30,100.0,30,"*","*",16,53.3,"*","*",0,0.0,"*","*"
"Learn","=""2450014""","N",534,521,97.6,518,73,14.1,130,25.1,"*","*","*","*","*","*"
"Learn","=""2450014""","Y",48,46,95.8,46,24,52.2,17,37.0,"*","*","*","*","*","*"
"Lebanon School District","=""0710011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lebanon School District","=""0710011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","N",1253,1224,97.7,1222,"*","*","*","*","*","*","*","*","*","*"
"Ledyard School District","=""0720011""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Lisbon School District","=""0730011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Litchfield School District","=""0740011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","N",1708,1322,77.4,"*","*","*","*","*","*","*","*","*","*","*"
"Madison School District","=""0760011""","Y",7,6,"*","*","*","*","*","*","*","*","*","*","*","*"
"Manchester School District","=""0770011""","N",2878,2651,92.1,2645,880,33.3,"*","*",728,27.5,"*","*","*","*"
"Manchester School District","=""0770011""","Y",165,154,93.3,153,98,64.1,38,24.8,"*","*","*","*",17,11.1
"Mansfield School District","=""0780011""","N",761,709,93.2,708,"*","*","*","*","*","*","*","*","*","*"
"Mansfield School District","=""0780011""","Y",21,14,66.7,14,"*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Marlborough School District","=""0790011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Meriden School District","=""0800011""","N",3327,3256,97.9,3249,954,29.4,"*","*",959,29.5,"*","*","*","*"
"Meriden School District","=""0800011""","Y",531,464,87.4,458,339,74.0,95,20.7,"*","*","*","*",24,5.2
"Middletown School District","=""0830011""","N",2380,2357,99.0,2357,493,20.9,611,25.9,"*","*","*","*",1253,53.2
"Middletown School District","=""0830011""","Y",67,58,86.6,56,34,60.7,16,28.6,"*","*","*","*",6,10.7
"Milford School District","=""0840011""","N",3254,3170,97.4,3165,"*","*",737,23.3,1194,37.7,"*","*","*","*"
"Milford School District","=""0840011""","Y",58,52,89.7,51,28,54.9,"*","*",12,23.5,"*","*","*","*"
"Monroe School District","=""0850011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Monroe School District","=""0850011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Montville School District","=""0860011""","N",1198,1185,98.9,1185,"*","*",287,24.2,419,35.4,"*","*","*","*"
"Montville School District","=""0860011""","Y",41,38,92.7,38,13,34.2,11,28.9,"*","*","*","*",14,36.8
"Naugatuck School District","=""0880011""","N",2189,2155,98.4,2153,525,24.4,562,26.1,707,32.8,359,16.7,1066,49.5
"Naugatuck School District","=""0880011""","Y",73,65,89.0,65,43,66.2,14,21.5,8,12.3,0,0.0,8,12.3
"New Beginnings Inc., Family Academy District","=""2800013""","N",242,242,100.0,242,74,30.6,68,28.1,81,33.5,19,7.9,100,41.3
"New Britain School District","=""0890011""","N",3947,3895,98.7,3891,1858,47.8,993,25.5,743,19.1,297,7.6,1040,26.7
"New Britain School District","=""0890011""","Y",863,784,90.8,772,598,77.5,143,18.5,25,3.2,6,0.8,31,4.0
"New Canaan School District","=""0900011""","N",2230,2178,97.7,2177,"*","*","*","*","*","*","*","*","*","*"
"New Canaan School District","=""0900011""","Y",19,18,"*",17,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","N",1366,1187,86.9,1184,"*","*","*","*","*","*","*","*","*","*"
"New Fairfield School District","=""0910011""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Hartford School District","=""0920011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","N",8448,7998,94.7,7959,3052,38.3,2281,28.7,1914,24.0,712,8.9,2626,33.0
"New Haven School District","=""0930011""","Y",1620,1420,87.7,1401,987,70.4,321,22.9,84,6.0,9,0.6,93,6.6
"New London School District","=""0950011""","N",1266,1241,98.0,1234,388,31.4,394,31.9,"*","*","*","*",452,36.6
"New London School District","=""0950011""","Y",335,310,92.5,302,216,71.5,70,23.2,"*","*","*","*",16,5.3
"New Milford School District","=""0960011""","N",2235,2056,92.0,2047,410,20.0,532,26.0,689,33.7,416,20.3,1105,54.0
"New Milford School District","=""0960011""","Y",66,62,93.9,62,32,51.6,22,35.5,8,12.9,0,0.0,8,12.9
"Newington School District","=""0940011""","N",2138,2102,98.3,2091,"*","*",507,24.2,802,38.4,"*","*","*","*"
"Newington School District","=""0940011""","Y",65,59,90.8,59,26,44.1,22,37.3,"*","*","*","*",11,18.6
"Newtown School District","=""0970011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Newtown School District","=""0970011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",63,63,100.0,63,13,20.6,13,20.6,18,28.6,19,30.2,37,58.7
"North Branford School District","=""0990011""","N",1070,1033,96.5,1033,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","N",1710,1407,82.3,1387,"*","*",352,25.4,"*","*",312,22.5,"*","*"
"North Haven School District","=""1010011""","Y",34,30,88.2,30,"*","*",15,50.0,"*","*",0,0.0,"*","*"
"North Stonington School District","=""1020011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","N",4948,4862,98.3,4858,979,20.2,1319,27.2,1606,33.1,954,19.6,2560,52.7
"Norwalk School District","=""1030011""","Y",789,694,88.0,685,409,59.7,193,28.2,76,11.1,7,1.0,83,12.1
"Norwich Free Academy District","=""9010022""","N",497,452,90.9,442,112,25.3,122,27.6,"*","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Y",50,42,84.0,37,27,73.0,"*","*","*","*",0,0.0,"*","*"
"Norwich School District","=""1040011""","N",1960,1927,98.3,1925,724,37.6,576,29.9,"*","*","*","*",625,32.5
"Norwich School District","=""1040011""","Y",294,271,92.2,266,191,71.8,52,19.5,"*","*","*","*",23,8.6
"Odyssey Community School District","=""2630013""","N",214,210,98.1,210,30,14.3,58,27.6,84,40.0,38,18.1,122,58.1
"Old Saybrook School District","=""1060011""","N",741,719,97.0,713,"*","*","*","*","*","*","*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","N",697,688,98.7,686,"*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Y",13,7,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","N",1113,1093,98.2,1093,"*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","N",1229,1163,94.6,1162,"*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","N",1215,1207,99.3,1206,"*","*",307,25.5,456,37.8,"*","*","*","*"
"Plainville School District","=""1100011""","Y",40,37,92.5,37,13,35.1,12,32.4,"*","*","*","*",12,32.4
"Plymouth School District","=""1110011""","N",790,767,97.1,766,"*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Portland School District","=""1130011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","N",617,604,97.9,596,"*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Y",13,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 01","=""2010012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 04","=""2040012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","N",1149,1089,94.8,1089,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 05","=""2050012""","Y",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 07","=""2070012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 08","=""2080012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 09","=""2090012""","N",251,74,29.5,73,"*","*","*","*",25,34.2,37,50.7,62,84.9
"Regional School District 10","=""2100012""","N",1346,1326,98.5,1324,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Y",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 11","=""2110012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","N",890,869,97.6,869,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","N",2156,2115,98.1,2110,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","N",1248,1207,96.7,1206,"*","*","*","*","*","*","*","*","*","*"
"Regional School District 16","=""2160012""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*"
