"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA, All Grades Combined, High Needs (F/R, EL or"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Clinton School District","=""0270011""","Y",321,315,98.1,315,85,27.0,101,32.1,90,28.6,39,12.4,129,41.0
"Clinton School District","=""0270011""","N",736,717,97.4,717,26,3.6,120,16.7,304,42.4,267,37.2,571,79.6
"Colchester School District","=""0280011""","Y",380,374,98.4,373,94,25.2,120,32.2,115,30.8,44,11.8,159,42.6
"Colchester School District","=""0280011""","N",1043,1032,98.9,1032,46,4.5,168,16.3,401,38.9,417,40.4,818,79.3
"Colebrook School District","=""0290011""","Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",33,31,93.9,31,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Y",83,77,92.8,77,26,33.8,26,33.8,"*","*","*","*",25,32.5
"Columbia School District","=""0300011""","N",213,211,99.1,211,"*","*",40,19.0,86,40.8,"*","*","*","*"
"Common Ground High School District","=""2680013""","Y",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Y",1378,1334,96.8,1333,297,22.3,492,36.9,440,33.0,104,7.8,544,40.8
"Connecticut Technical High School System","=""9000016""","N",1145,1101,96.2,1101,175,15.9,337,30.6,446,40.5,143,13.0,589,53.5
"Cooperative Educational Services","=""2430014""","Y",197,195,99.0,195,97,49.7,51,26.2,36,18.5,11,5.6,47,24.1
"Cooperative Educational Services","=""2430014""","N",162,160,98.8,160,17,10.6,44,27.5,59,36.9,40,25.0,99,61.9
"Cornwall School District","=""0310011""","Y",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",49,46,93.9,46,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",242,228,94.2,228,66,28.9,60,26.3,75,32.9,27,11.8,102,44.7
"Coventry School District","=""0320011""","N",640,621,97.0,620,36,5.8,112,18.1,274,44.2,198,31.9,472,76.1
"Cromwell School District","=""0330011""","Y",291,290,99.7,290,94,32.4,90,31.0,84,29.0,22,7.6,106,36.6
"Cromwell School District","=""0330011""","N",780,777,99.6,777,48,6.2,138,17.8,314,40.4,277,35.6,591,76.1
"Danbury School District","=""0340011""","Y",3364,2921,86.8,2905,990,34.1,906,31.2,774,26.6,235,8.1,1009,34.7
"Danbury School District","=""0340011""","N",2243,1850,82.5,1843,180,9.8,408,22.1,722,39.2,533,28.9,1255,68.1
"Darien School District","=""0350011""","Y",377,356,94.4,354,66,18.6,100,28.2,137,38.7,51,14.4,188,53.1
"Darien School District","=""0350011""","N",2246,2194,97.7,2182,42,1.9,167,7.7,759,34.8,1214,55.6,1973,90.4
"Deep River School District","=""0360011""","Y",60,60,100.0,60,18,30.0,15,25.0,14,23.3,13,21.7,27,45.0
"Deep River School District","=""0360011""","N",139,139,100.0,138,7,5.1,25,18.1,47,34.1,59,42.8,106,76.8
"Derby School District","=""0370011""","Y",506,499,98.6,496,193,38.9,146,29.4,119,24.0,38,7.7,157,31.7
"Derby School District","=""0370011""","N",272,269,98.9,268,35,13.1,69,25.7,107,39.9,57,21.3,164,61.2
"East Granby School District","=""0400011""","Y",89,88,98.9,88,29,33.0,32,36.4,21,23.9,6,6.8,27,30.7
"East Granby School District","=""0400011""","N",381,380,99.7,380,12,3.2,59,15.5,159,41.8,150,39.5,309,81.3
"East Haddam School District","=""0410011""","Y",156,148,94.9,148,43,29.1,32,21.6,49,33.1,24,16.2,73,49.3
"East Haddam School District","=""0410011""","N",445,435,97.8,434,31,7.1,68,15.7,186,42.9,149,34.3,335,77.2
"East Hampton School District","=""0420011""","Y",192,191,99.5,191,77,40.3,45,23.6,54,28.3,15,7.9,69,36.1
"East Hampton School District","=""0420011""","N",828,799,96.5,799,55,6.9,180,22.5,313,39.2,251,31.4,564,70.6
"East Hartford School District","=""0430011""","Y",2564,2485,96.9,2479,1113,44.9,714,28.8,529,21.3,123,5.0,652,26.3
"East Hartford School District","=""0430011""","N",908,904,99.6,904,204,22.6,233,25.8,329,36.4,138,15.3,467,51.7
"East Haven School District","=""0440011""","Y",884,861,97.4,860,336,39.1,253,29.4,205,23.8,66,7.7,271,31.5
"East Haven School District","=""0440011""","N",687,684,99.6,683,90,13.2,179,26.2,279,40.8,135,19.8,414,60.6
"East Lyme School District","=""0450011""","Y",366,351,95.9,351,94,26.8,88,25.1,105,29.9,64,18.2,169,48.1
"East Lyme School District","=""0450011""","N",1101,1086,98.6,1086,32,2.9,117,10.8,429,39.5,508,46.8,937,86.3
"East Windsor School District","=""0470011""","Y",261,259,99.2,258,92,35.7,78,30.2,69,26.7,19,7.4,88,34.1
"East Windsor School District","=""0470011""","N",278,276,99.3,274,26,9.5,73,26.6,112,40.9,63,23.0,175,63.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",78,69,88.5,66,51,77.3,"*","*",8,12.1,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",38,29,76.3,29,12,41.4,"*","*",6,20.7,"*","*","*","*"
"Eastford School District","=""0390011""","Y",21,21,100.0,21,"*","*",7,33.3,7,33.3,"*","*","*","*"
"Eastford School District","=""0390011""","N",63,63,100.0,63,"*","*",6,9.5,28,44.4,"*","*","*","*"
"Easton School District","=""0460011""","Y",83,80,96.4,80,24,30.0,25,31.3,18,22.5,13,16.3,31,38.8
"Easton School District","=""0460011""","N",552,546,98.9,546,16,2.9,88,16.1,216,39.6,226,41.4,442,81.0
"Education Connection","=""2420014""","Y",13,8,"*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",267,261,97.8,260,78,30.0,76,29.2,83,31.9,23,8.8,106,40.8
"Ellington School District","=""0480011""","N",1189,1171,98.5,1155,70,6.1,153,13.2,426,36.9,506,43.8,932,80.7
"Elm City College Preparatory School District","=""2890013""","Y",295,295,100.0,295,"*","*",78,26.4,107,36.3,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","N",61,61,100.0,61,"*","*","*","*",28,45.9,16,26.2,44,72.1
"Enfield School District","=""0490011""","Y",1121,1092,97.4,1087,318,29.3,345,31.7,322,29.6,102,9.4,424,39.0
"Enfield School District","=""0490011""","N",1464,1458,99.6,1458,118,8.1,367,25.2,639,43.8,334,22.9,973,66.7
"Essex School District","=""0500011""","Y",58,55,94.8,55,"*","*",13,23.6,15,27.3,"*","*","*","*"
"Essex School District","=""0500011""","N",209,205,98.1,204,"*","*","*","*",77,37.7,110,53.9,187,91.7
"Explorations District","=""2720013""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Explorations District","=""2720013""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*"
"Fairfield School District","=""0510011""","Y",1061,1021,96.2,1019,308,30.2,334,32.8,272,26.7,105,10.3,377,37.0
"Fairfield School District","=""0510011""","N",4525,4451,98.4,4449,165,3.7,596,13.4,1843,41.4,1845,41.5,3688,82.9
"Farmington School District","=""0520011""","Y",403,383,95.0,380,106,27.9,102,26.8,117,30.8,55,14.5,172,45.3
"Farmington School District","=""0520011""","N",1767,1736,98.2,1736,59,3.4,196,11.3,649,37.4,832,47.9,1481,85.3
"Franklin School District","=""0530011""","Y",33,33,100.0,33,"*","*","*","*",11,33.3,0,0.0,11,33.3
"Franklin School District","=""0530011""","N",78,76,97.4,76,"*","*","*","*",34,44.7,29,38.2,63,82.9
"Glastonbury School District","=""0540011""","Y",581,572,98.5,570,160,28.1,191,33.5,162,28.4,57,10.0,219,38.4
"Glastonbury School District","=""0540011""","N",2859,2838,99.3,2837,66,2.3,344,12.1,1093,38.5,1334,47.0,2427,85.5
"Granby School District","=""0560011""","Y",206,197,95.6,196,50,25.5,59,30.1,68,34.7,19,9.7,87,44.4
"Granby School District","=""0560011""","N",880,816,92.7,816,26,3.2,118,14.5,361,44.2,311,38.1,672,82.4
"Great Oaks Charter School District","=""2940013""","Y",100,98,98.0,98,"*","*","*","*","*","*",0,0.0,"*","*"
"Great Oaks Charter School District","=""2940013""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*"
"Greenwich School District","=""0570011""","Y",1167,1110,95.1,1108,282,25.5,338,30.5,350,31.6,138,12.5,488,44.0
"Greenwich School District","=""0570011""","N",3438,3424,99.6,3423,77,2.2,309,9.0,1169,34.2,1868,54.6,3037,88.7
"Griswold School District","=""0580011""","Y",409,400,97.8,398,108,27.1,129,32.4,123,30.9,38,9.5,161,40.5
"Griswold School District","=""0580011""","N",536,532,99.3,532,33,6.2,93,17.5,241,45.3,165,31.0,406,76.3
"Groton School District","=""0590011""","Y",1148,1064,92.7,1064,382,35.9,299,28.1,278,26.1,105,9.9,383,36.0
"Groton School District","=""0590011""","N",1073,982,91.5,981,86,8.8,199,20.3,404,41.2,292,29.8,696,70.9
"Guilford School District","=""0600011""","Y",363,357,98.3,357,82,23.0,101,28.3,117,32.8,57,16.0,174,48.7
"Guilford School District","=""0600011""","N",1507,1503,99.7,1503,34,2.3,156,10.4,577,38.4,736,49.0,1313,87.4
"Hamden School District","=""0620011""","Y",1345,1261,93.8,1260,473,37.5,406,32.2,272,21.6,109,8.7,381,30.2
"Hamden School District","=""0620011""","N",1497,1433,95.7,1432,118,8.2,254,17.7,555,38.8,505,35.3,1060,74.0
"Hampton School District","=""0630011""","Y",18,17,"*",17,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",29,27,93.1,27,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Y",9177,8458,92.2,8400,4330,51.5,2241,26.7,1427,17.0,402,4.8,1829,21.8
"Hartford School District","=""0640011""","N",1402,1319,94.1,1316,221,16.8,327,24.8,476,36.2,292,22.2,768,58.4
"Hartland School District","=""0650011""","Y",34,32,94.1,32,12,37.5,15,46.9,"*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",103,103,100.0,103,13,12.6,22,21.4,"*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y",91,90,98.9,90,43,47.8,28,31.1,10,11.1,9,10.0,19,21.1
"Hebron School District","=""0670011""","N",402,402,100.0,401,30,7.5,73,18.2,179,44.6,119,29.7,298,74.3
"Highville Charter School District","=""2860013""","Y",155,155,100.0,155,"*","*",69,44.5,46,29.7,"*","*","*","*"
"Highville Charter School District","=""2860013""","N",57,57,100.0,57,"*","*",17,29.8,20,35.1,"*","*","*","*"
"Integrated Day Charter School District","=""2640013""","Y",83,82,98.8,82,22,26.8,29,35.4,24,29.3,7,8.5,31,37.8
"Integrated Day Charter School District","=""2640013""","N",115,115,100.0,113,12,10.6,27,23.9,40,35.4,34,30.1,74,65.5
"Interdistrict School for Arts and Comm District","=""2650013""","Y",191,189,99.0,189,69,36.5,67,35.4,46,24.3,7,3.7,53,28.0
"Interdistrict School for Arts and Comm District","=""2650013""","N",62,62,100.0,62,9,14.5,15,24.2,31,50.0,7,11.3,38,61.3
"Jumoke Academy District","=""2610013""","Y",258,257,99.6,257,85,33.1,88,34.2,70,27.2,14,5.4,84,32.7
"Jumoke Academy District","=""2610013""","N",169,168,99.4,168,39,23.2,53,31.5,41,24.4,35,20.8,76,45.2
"Kent School District","=""0680011""","Y",35,35,100.0,35,"*","*",7,20.0,20,57.1,"*","*","*","*"
"Kent School District","=""0680011""","N",129,127,98.4,127,"*","*",10,7.9,51,40.2,"*","*","*","*"
"Killingly School District","=""0690011""","Y",620,611,98.5,610,171,28.0,180,29.5,209,34.3,50,8.2,259,42.5
"Killingly School District","=""0690011""","N",597,590,98.8,589,69,11.7,138,23.4,255,43.3,127,21.6,382,64.9
"Learn","=""2450014""","Y",344,334,97.1,332,84,25.3,104,31.3,90,27.1,54,16.3,144,43.4
"Learn","=""2450014""","N",238,233,97.9,232,13,5.6,43,18.5,97,41.8,79,34.1,176,75.9
"Lebanon School District","=""0710011""","Y",177,170,96.0,170,51,30.0,56,32.9,44,25.9,19,11.2,63,37.1
"Lebanon School District","=""0710011""","N",400,389,97.3,389,31,8.0,74,19.0,170,43.7,114,29.3,284,73.0
"Ledyard School District","=""0720011""","Y",365,349,95.6,348,116,33.3,107,30.7,96,27.6,29,8.3,125,35.9
"Ledyard School District","=""0720011""","N",903,889,98.4,888,75,8.4,172,19.4,373,42.0,268,30.2,641,72.2
"Lisbon School District","=""0730011""","Y",82,81,98.8,81,20,24.7,20,24.7,29,35.8,12,14.8,41,50.6
"Lisbon School District","=""0730011""","N",176,174,98.9,174,15,8.6,35,20.1,81,46.6,43,24.7,124,71.3
"Litchfield School District","=""0740011""","Y",113,113,100.0,111,40,36.0,30,27.0,24,21.6,17,15.3,41,36.9
"Litchfield School District","=""0740011""","N",452,444,98.2,444,23,5.2,80,18.0,168,37.8,173,39.0,341,76.8
"Madison School District","=""0760011""","Y",265,211,79.6,207,56,27.1,69,33.3,58,28.0,24,11.6,82,39.6
"Madison School District","=""0760011""","N",1450,1117,77.0,1116,50,4.5,158,14.2,463,41.5,445,39.9,908,81.4
"Manchester School District","=""0770011""","Y",1819,1682,92.5,1677,790,47.1,453,27.0,338,20.2,96,5.7,434,25.9
"Manchester School District","=""0770011""","N",1224,1123,91.7,1121,188,16.8,280,25.0,403,36.0,250,22.3,653,58.3
"Mansfield School District","=""0780011""","Y",258,243,94.2,242,"*","*",60,24.8,71,29.3,"*","*","*","*"
"Mansfield School District","=""0780011""","N",524,480,91.6,480,"*","*","*","*",159,33.1,285,59.4,444,92.5
"Marlborough School District","=""0790011""","Y",56,56,100.0,56,19,33.9,18,32.1,11,19.6,8,14.3,19,33.9
"Marlborough School District","=""0790011""","N",311,310,99.7,310,18,5.8,35,11.3,113,36.5,144,46.5,257,82.9
"Meriden School District","=""0800011""","Y",2796,2671,95.5,2658,1173,44.1,748,28.1,546,20.5,191,7.2,737,27.7
"Meriden School District","=""0800011""","N",1062,1049,98.8,1049,120,11.4,239,22.8,433,41.3,257,24.5,690,65.8
"Middletown School District","=""0830011""","Y",1207,1178,97.6,1176,442,37.6,367,31.2,268,22.8,99,8.4,367,31.2
"Middletown School District","=""0830011""","N",1240,1237,99.8,1237,85,6.9,260,21.0,502,40.6,390,31.5,892,72.1
"Milford School District","=""0840011""","Y",938,905,96.5,903,277,30.7,298,33.0,250,27.7,78,8.6,328,36.3
"Milford School District","=""0840011""","N",2374,2317,97.6,2313,177,7.7,449,19.4,956,41.3,731,31.6,1687,72.9
"Monroe School District","=""0850011""","Y",296,291,98.3,290,60,20.7,63,21.7,99,34.1,68,23.4,167,57.6
"Monroe School District","=""0850011""","N",1441,1424,98.8,1422,21,1.5,120,8.4,531,37.3,750,52.7,1281,90.1
"Montville School District","=""0860011""","Y",537,529,98.5,529,165,31.2,153,28.9,146,27.6,65,12.3,211,39.9
"Montville School District","=""0860011""","N",702,694,98.9,694,54,7.8,145,20.9,283,40.8,212,30.5,495,71.3
"Naugatuck School District","=""0880011""","Y",1226,1193,97.3,1191,455,38.2,328,27.5,313,26.3,95,8.0,408,34.3
"Naugatuck School District","=""0880011""","N",1036,1027,99.1,1027,113,11.0,248,24.1,402,39.1,264,25.7,666,64.8
"New Beginnings Inc., Family Academy District","=""2800013""","Y",216,216,100.0,216,"*","*","*","*",66,30.6,"*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",26,26,100.0,26,"*","*","*","*",15,57.7,"*","*","*","*"
"New Britain School District","=""0890011""","Y",4117,3991,96.9,3975,2288,57.6,963,24.2,545,13.7,179,4.5,724,18.2
"New Britain School District","=""0890011""","N",693,688,99.3,688,168,24.4,173,25.1,223,32.4,124,18.0,347,50.4
"New Canaan School District","=""0900011""","Y",224,214,95.5,213,55,25.8,88,41.3,54,25.4,16,7.5,70,32.9
"New Canaan School District","=""0900011""","N",2025,1982,97.9,1981,38,1.9,210,10.6,709,35.8,1024,51.7,1733,87.5
"New Fairfield School District","=""0910011""","Y",240,216,90.0,213,77,36.2,55,25.8,57,26.8,24,11.3,81,38.0
"New Fairfield School District","=""0910011""","N",1141,985,86.3,985,91,9.2,187,19.0,406,41.2,301,30.6,707,71.8
"New Hartford School District","=""0920011""","Y",56,54,96.4,54,22,40.7,"*","*",16,29.6,"*","*","*","*"
"New Hartford School District","=""0920011""","N",249,239,96.0,237,"*","*",27,11.4,93,39.2,"*","*","*","*"
"New Haven School District","=""0930011""","Y",6709,6242,93.0,6199,3317,53.5,1714,27.6,968,15.6,200,3.2,1168,18.8
"New Haven School District","=""0930011""","N",3359,3176,94.6,3161,722,22.8,888,28.1,1030,32.6,521,16.5,1551,49.1
"New London School District","=""0950011""","Y",1395,1347,96.6,1334,569,42.7,412,30.9,284,21.3,69,5.2,353,26.5
"New London School District","=""0950011""","N",206,204,99.0,202,35,17.3,52,25.7,68,33.7,47,23.3,115,56.9
"New Milford School District","=""0960011""","Y",657,598,91.0,595,256,43.0,162,27.2,140,23.5,37,6.2,177,29.7
"New Milford School District","=""0960011""","N",1644,1520,92.5,1514,186,12.3,392,25.9,557,36.8,379,25.0,936,61.8
"Newington School District","=""0940011""","Y",664,643,96.8,641,191,29.8,202,31.5,186,29.0,62,9.7,248,38.7
"Newington School District","=""0940011""","N",1539,1518,98.6,1509,115,7.6,327,21.7,626,41.5,441,29.2,1067,70.7
"Newtown School District","=""0970011""","Y",392,366,93.4,363,81,22.3,118,32.5,120,33.1,44,12.1,164,45.2
"Newtown School District","=""0970011""","N",2205,2114,95.9,2113,91,4.3,333,15.8,911,43.1,778,36.8,1689,79.9
"Norfolk School District","=""0980011""","Y",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",42,42,100.0,42,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",300,291,97.0,291,126,43.3,85,29.2,56,19.2,24,8.2,80,27.5
"North Branford School District","=""0990011""","N",777,748,96.3,748,95,12.7,187,25.0,257,34.4,209,27.9,466,62.3
"North Canaan School District","=""1000011""","Y",61,56,91.8,56,21,37.5,16,28.6,"*","*","*","*",19,33.9
"North Canaan School District","=""1000011""","N",100,98,98.0,98,"*","*",21,21.4,42,42.9,"*","*","*","*"
"North Haven School District","=""1010011""","Y",397,331,83.4,326,145,44.5,85,26.1,69,21.2,27,8.3,96,29.4
"North Haven School District","=""1010011""","N",1347,1106,82.1,1091,143,13.1,282,25.8,381,34.9,285,26.1,666,61.0
"North Stonington School District","=""1020011""","Y",80,76,95.0,76,24,31.6,23,30.3,22,28.9,7,9.2,29,38.2
"North Stonington School District","=""1020011""","N",301,298,99.0,298,14,4.7,58,19.5,116,38.9,110,36.9,226,75.8
"Norwalk School District","=""1030011""","Y",3213,3066,95.4,3055,1113,36.4,929,30.4,766,25.1,247,8.1,1013,33.2
"Norwalk School District","=""1030011""","N",2524,2490,98.7,2488,275,11.1,583,23.4,916,36.8,714,28.7,1630,65.5
"Norwich Free Academy District","=""9010022""","Y",281,239,85.1,231,105,45.5,65,28.1,41,17.7,20,8.7,61,26.4
"Norwich Free Academy District","=""9010022""","N",266,255,95.9,248,34,13.7,63,25.4,86,34.7,65,26.2,151,60.9
"Norwich School District","=""1040011""","Y",1785,1732,97.0,1725,818,47.4,499,28.9,315,18.3,93,5.4,408,23.7
"Norwich School District","=""1040011""","N",469,466,99.4,466,97,20.8,129,27.7,167,35.8,73,15.7,240,51.5
"Odyssey Community School District","=""2630013""","Y",95,91,95.8,91,23,25.3,32,35.2,24,26.4,12,13.2,36,39.6
"Odyssey Community School District","=""2630013""","N",119,119,100.0,119,7,5.9,26,21.8,60,50.4,26,21.8,86,72.3
"Old Saybrook School District","=""1060011""","Y",198,192,97.0,189,37,19.6,63,33.3,59,31.2,30,15.9,89,47.1
"Old Saybrook School District","=""1060011""","N",554,538,97.1,535,17,3.2,93,17.4,244,45.6,181,33.8,425,79.4
"Orange School District","=""1070011""","Y",103,93,90.3,90,25,27.8,23,25.6,31,34.4,11,12.2,42,46.7
"Orange School District","=""1070011""","N",607,602,99.2,602,17,2.8,76,12.6,203,33.7,306,50.8,509,84.6
"Oxford School District","=""1080011""","Y",218,212,97.2,212,63,29.7,60,28.3,59,27.8,30,14.2,89,42.0
"Oxford School District","=""1080011""","N",908,894,98.5,894,29,3.2,165,18.5,380,42.5,320,35.8,700,78.3
"Park City Prep Charter School District","=""2830013""","Y",244,240,98.4,240,112,46.7,73,30.4,"*","*","*","*",55,22.9
"Park City Prep Charter School District","=""2830013""","N",102,101,99.0,101,"*","*",35,34.7,35,34.7,"*","*","*","*"
"Path Academy District","=""2930013""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Path Academy District","=""2930013""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Y",628,596,94.9,595,200,33.6,179,30.1,164,27.6,52,8.7,216,36.3
"Plainfield School District","=""1090011""","N",607,573,94.4,573,87,15.2,152,26.5,205,35.8,129,22.5,334,58.3
