"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, Special Education Status (SWD)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""",03,"N",35,35,100.0,35,0,0.0,6,17.1,20,57.1,9,25.7,29,82.9,2474
"Andover School District","=""0010011""",04,"N",43,42,97.7,42,0,0.0,10,23.8,14,33.3,18,42.9,32,76.2,2533
"Andover School District","=""0010011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",03,"N",150,150,100.0,150,38,25.3,"*","*","*","*","*","*","*","*",2422
"Ansonia School District","=""0020011""",03,"Y",25,25,100.0,25,18,72.0,"*","*","*","*","*","*","*","*",2358
"Ansonia School District","=""0020011""",04,"N",167,166,99.4,166,38,22.9,"*","*","*","*",9,5.4,"*","*",2444
"Ansonia School District","=""0020011""",04,"Y",22,22,100.0,22,16,72.7,"*","*","*","*",0,0.0,"*","*",2379
"Ansonia School District","=""0020011""",05,"N",151,151,100.0,151,68,45.0,"*","*",10,6.6,"*","*","*","*",2458
"Ansonia School District","=""0020011""",05,"Y",24,24,100.0,24,"*","*","*","*",0,0.0,0,0.0,0,0.0,2377
"Ansonia School District","=""0020011""",06,"N",137,137,100.0,137,52,38.0,51,37.2,23,16.8,11,8.0,34,24.8,2491
"Ansonia School District","=""0020011""",06,"Y",36,36,100.0,36,28,77.8,8,22.2,0,0.0,0,0.0,0,0.0,2402
"Ansonia School District","=""0020011""",07,"N",159,156,98.1,156,60,38.5,62,39.7,22,14.1,12,7.7,34,21.8,2508
"Ansonia School District","=""0020011""",07,"Y",28,27,96.4,27,18,66.7,9,33.3,0,0.0,0,0.0,0,0.0,2424
"Ansonia School District","=""0020011""",08,"N",180,177,98.3,177,95,53.7,"*","*",19,10.7,"*","*","*","*",2495
"Ansonia School District","=""0020011""",08,"Y",31,30,96.8,30,"*","*","*","*",0,0.0,0,0.0,0,0.0,2373
"Ansonia School District","=""0020011""",11,"N",109,100,91.7,100,"*","*","*","*","*","*","*","*","*","*",2565
"Ansonia School District","=""0020011""",11,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",03,"N",67,67,100.0,67,34,50.7,"*","*","*","*","*","*","*","*",2392
"Area Cooperative Educational Services","=""2440014""",03,"Y",32,31,96.9,31,28,90.3,"*","*","*","*",0,0.0,"*","*",2287
"Area Cooperative Educational Services","=""2440014""",04,"N",68,67,98.5,67,27,40.3,"*","*","*","*",0,0.0,"*","*",2422
"Area Cooperative Educational Services","=""2440014""",04,"Y",29,26,89.7,26,24,92.3,"*","*","*","*",0,0.0,"*","*",2316
"Area Cooperative Educational Services","=""2440014""",05,"N",66,66,100.0,66,33,50.0,"*","*","*","*","*","*","*","*",2450
"Area Cooperative Educational Services","=""2440014""",05,"Y",29,28,96.6,28,26,92.9,"*","*","*","*",0,0.0,"*","*",2360
"Area Cooperative Educational Services","=""2440014""",06,"N",280,280,100.0,280,107,38.2,"*","*",43,15.4,"*","*","*","*",2489
"Area Cooperative Educational Services","=""2440014""",06,"Y",61,59,96.7,57,"*","*","*","*",0,0.0,0,0.0,0,0.0,2349
"Area Cooperative Educational Services","=""2440014""",07,"N",258,256,99.2,256,97,37.9,"*","*","*","*","*","*","*","*",2508
"Area Cooperative Educational Services","=""2440014""",07,"Y",75,70,93.3,70,61,87.1,"*","*","*","*","*","*","*","*",2391
"Area Cooperative Educational Services","=""2440014""",08,"N",264,264,100.0,264,111,42.0,"*","*",50,18.9,"*","*","*","*",2532
"Area Cooperative Educational Services","=""2440014""",08,"Y",48,44,91.7,43,"*","*","*","*",0,0.0,0,0.0,0,0.0,2393
"Area Cooperative Educational Services","=""2440014""",11,"Y",21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",36,36,100.0,36,"*","*","*","*","*","*","*","*","*","*",2473
"Ashford School District","=""0030011""",03,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"N",42,42,100.0,42,"*","*","*","*","*","*",0,0.0,"*","*",2501
"Ashford School District","=""0030011""",06,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"N",42,41,97.6,40,"*","*","*","*","*","*","*","*","*","*",2540
"Ashford School District","=""0030011""",08,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"N",212,212,100.0,212,"*","*","*","*","*","*","*","*","*","*",2502
"Avon School District","=""0040011""",03,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"N",255,255,100.0,255,"*","*","*","*","*","*","*","*","*","*",2531
"Avon School District","=""0040011""",04,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"N",259,258,99.6,258,21,8.1,60,23.3,"*","*","*","*","*","*",2554
"Avon School District","=""0040011""",05,"Y",22,21,95.5,21,11,52.4,8,38.1,"*","*","*","*","*","*",2455
"Avon School District","=""0040011""",06,"N",244,243,99.6,243,"*","*",38,15.6,"*","*","*","*","*","*",2608
"Avon School District","=""0040011""",06,"Y",32,32,100.0,32,"*","*",9,28.1,"*","*","*","*","*","*",2485
"Avon School District","=""0040011""",07,"N",241,241,100.0,241,"*","*",44,18.3,"*","*","*","*","*","*",2637
"Avon School District","=""0040011""",07,"Y",31,31,100.0,31,"*","*",15,48.4,"*","*","*","*","*","*",2501
"Avon School District","=""0040011""",08,"N",254,254,100.0,254,13,5.1,33,13.0,"*","*","*","*","*","*",2652
"Avon School District","=""0040011""",08,"Y",22,22,100.0,22,10,45.5,8,36.4,"*","*","*","*","*","*",2500
"Avon School District","=""0040011""",11,"N",221,208,94.1,208,"*","*",45,21.6,69,33.2,"*","*","*","*",2666
"Avon School District","=""0040011""",11,"Y",25,23,92.0,23,12,52.2,"*","*",0,0.0,"*","*","*","*",2510
"Barkhamsted School District","=""0050011""",03,"N",40,38,95.0,38,"*","*","*","*","*","*","*","*","*","*",2423
"Barkhamsted School District","=""0050011""",03,"Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"N",39,38,97.4,38,"*","*","*","*","*","*","*","*","*","*",2518
"Barkhamsted School District","=""0050011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",06,"N",53,52,98.1,52,"*","*","*","*","*","*","*","*","*","*",2563
"Barkhamsted School District","=""0050011""",06,"Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",03,"N",161,161,100.0,161,18,11.2,54,33.5,66,41.0,23,14.3,89,55.3,2440
"Berlin School District","=""0070011""",03,"Y",27,27,100.0,27,13,48.1,6,22.2,8,29.6,0,0.0,8,29.6,2373
"Berlin School District","=""0070011""",04,"N",221,221,100.0,221,"*","*",59,26.7,95,43.0,"*","*","*","*",2515
"Berlin School District","=""0070011""",04,"Y",25,25,100.0,25,13,52.0,"*","*",0,0.0,"*","*","*","*",2404
"Berlin School District","=""0070011""",05,"N",208,208,100.0,206,"*","*","*","*","*","*","*","*","*","*",2515
"Berlin School District","=""0070011""",05,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"N",223,223,100.0,223,"*","*","*","*","*","*","*","*","*","*",2542
"Berlin School District","=""0070011""",06,"Y",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"N",186,186,100.0,186,"*","*",66,35.5,"*","*",43,23.1,"*","*",2580
"Berlin School District","=""0070011""",07,"Y",28,28,100.0,28,19,67.9,"*","*","*","*",0,0.0,"*","*",2437
"Berlin School District","=""0070011""",08,"N",224,224,100.0,224,37,16.5,"*","*","*","*",57,25.4,"*","*",2589
"Berlin School District","=""0070011""",08,"Y",20,20,100.0,20,18,90.0,"*","*","*","*",0,0.0,"*","*",2421
"Berlin School District","=""0070011""",11,"N",224,220,98.2,209,"*","*","*","*","*","*","*","*","*","*",2601
"Berlin School District","=""0070011""",11,"Y",24,18,75.0,12,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"N",41,41,100.0,41,"*","*","*","*","*","*","*","*","*","*",2473
"Bethany School District","=""0080011""",03,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",04,"N",54,50,92.6,50,"*","*","*","*","*","*","*","*","*","*",2543
"Bethany School District","=""0080011""",04,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",05,"N",52,51,98.1,51,"*","*","*","*","*","*","*","*","*","*",2522
"Bethany School District","=""0080011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",06,"N",59,59,100.0,59,"*","*","*","*","*","*","*","*","*","*",2581
"Bethany School District","=""0080011""",06,"Y",7,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",03,"N",175,175,100.0,175,25,14.3,75,42.9,"*","*","*","*",75,42.9,2429
"Bethel School District","=""0090011""",03,"Y",22,22,100.0,22,8,36.4,7,31.8,"*","*","*","*",7,31.8,2395
"Bethel School District","=""0090011""",04,"N",186,185,99.5,185,"*","*","*","*","*","*","*","*","*","*",2488
"Bethel School District","=""0090011""",04,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"N",171,171,100.0,170,"*","*","*","*","*","*","*","*","*","*",2530
"Bethel School District","=""0090011""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"N",212,210,99.1,210,40,19.0,"*","*","*","*",34,16.2,"*","*",2539
"Bethel School District","=""0090011""",06,"Y",27,27,100.0,27,21,77.8,"*","*","*","*",0,0.0,"*","*",2437
"Bethel School District","=""0090011""",07,"N",190,190,100.0,190,33,17.4,77,40.5,45,23.7,35,18.4,80,42.1,2556
"Bethel School District","=""0090011""",07,"Y",23,23,100.0,23,16,69.6,7,30.4,0,0.0,0,0.0,0,0.0,2443
"Bethel School District","=""0090011""",08,"N",216,213,98.6,213,48,22.5,"*","*","*","*","*","*","*","*",2575
"Bethel School District","=""0090011""",08,"Y",28,27,96.4,27,21,77.8,"*","*","*","*","*","*","*","*",2436
"Bethel School District","=""0090011""",11,"N",218,215,98.6,215,74,34.4,"*","*","*","*",24,11.2,"*","*",2583
"Bethel School District","=""0090011""",11,"Y",28,24,85.7,24,18,75.0,"*","*","*","*",0,0.0,"*","*",2487
"Bloomfield School District","=""0110011""",03,"N",105,105,100.0,105,"*","*","*","*","*","*","*","*","*","*",2395
"Bloomfield School District","=""0110011""",03,"Y",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"N",112,112,100.0,112,"*","*","*","*","*","*","*","*","*","*",2440
"Bloomfield School District","=""0110011""",04,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"N",93,93,100.0,93,"*","*","*","*","*","*","*","*","*","*",2466
"Bloomfield School District","=""0110011""",05,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",06,"N",108,107,99.1,107,"*","*","*","*","*","*","*","*","*","*",2509
"Bloomfield School District","=""0110011""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",07,"N",124,123,99.2,123,"*","*","*","*","*","*","*","*","*","*",2504
"Bloomfield School District","=""0110011""",07,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"N",119,118,99.2,118,"*","*","*","*","*","*","*","*","*","*",2513
"Bloomfield School District","=""0110011""",08,"Y",19,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",11,"N",136,120,88.2,120,"*","*","*","*","*","*","*","*","*","*",2567
"Bloomfield School District","=""0110011""",11,"Y",12,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",58,57,98.3,57,0,0.0,"*","*","*","*","*","*","*","*",2532
"Bolton School District","=""0120011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",05,"N",55,54,98.2,54,"*","*","*","*","*","*","*","*","*","*",2561
"Bolton School District","=""0120011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",06,"N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*",2565
"Bolton School District","=""0120011""",06,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",07,"N",43,43,100.0,43,"*","*","*","*","*","*","*","*","*","*",2587
"Bolton School District","=""0120011""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",11,"N",79,78,98.7,78,"*","*","*","*","*","*","*","*","*","*",2626
"Bolton School District","=""0120011""",11,"Y",8,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",03,"N","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"Bozrah School District","=""0130011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",03,"N",198,196,99.0,196,23,11.7,"*","*","*","*",52,26.5,"*","*",2460
"Branford School District","=""0140011""",03,"Y",21,21,100.0,20,15,75.0,"*","*","*","*",0,0.0,"*","*",2341
"Branford School District","=""0140011""",04,"N",204,204,100.0,204,9,4.4,47,23.0,"*","*","*","*","*","*",2517
"Branford School District","=""0140011""",04,"Y",27,27,100.0,27,14,51.9,10,37.0,"*","*","*","*","*","*",2410
"Branford School District","=""0140011""",05,"N",190,186,97.9,186,43,23.1,60,32.3,"*","*","*","*","*","*",2513
"Branford School District","=""0140011""",05,"Y",29,29,100.0,29,16,55.2,11,37.9,"*","*","*","*","*","*",2422
"Branford School District","=""0140011""",06,"N",186,184,98.9,184,21,11.4,62,33.7,55,29.9,46,25.0,101,54.9,2558
"Branford School District","=""0140011""",06,"Y",28,28,100.0,28,18,64.3,10,35.7,0,0.0,0,0.0,0,0.0,2434
"Branford School District","=""0140011""",07,"N",219,213,97.3,213,25,11.7,"*","*",65,30.5,"*","*","*","*",2580
"Branford School District","=""0140011""",07,"Y",23,21,91.3,21,17,81.0,"*","*",0,0.0,"*","*","*","*",2421
"Branford School District","=""0140011""",08,"N",195,188,96.4,187,72,38.5,"*","*","*","*",36,19.3,"*","*",2552
"Branford School District","=""0140011""",08,"Y",36,36,100.0,36,30,83.3,"*","*","*","*",0,0.0,"*","*",2425
"Branford School District","=""0140011""",11,"N",225,211,93.8,211,132,62.6,32,15.2,34,16.1,13,6.2,47,22.3,2510
"Branford School District","=""0140011""",11,"Y",31,25,80.6,25,25,100.0,0,0.0,0,0.0,0,0.0,0,0.0,2398
"Bridgeport Achievement First District","=""2850013""",03,"N",88,88,100.0,88,"*","*","*","*","*","*","*","*","*","*",2414
"Bridgeport Achievement First District","=""2850013""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"N",85,85,100.0,85,"*","*","*","*","*","*",0,0.0,"*","*",2432
"Bridgeport Achievement First District","=""2850013""",05,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"N",80,80,100.0,80,"*","*","*","*","*","*","*","*","*","*",2464
"Bridgeport Achievement First District","=""2850013""",06,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",07,"N",83,83,100.0,83,"*","*","*","*","*","*","*","*","*","*",2513
"Bridgeport Achievement First District","=""2850013""",07,"Y",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"N",65,65,100.0,65,"*","*","*","*","*","*","*","*","*","*",2558
"Bridgeport Achievement First District","=""2850013""",08,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",11,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",11,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"N",1590,1585,99.7,1585,924,58.3,406,25.6,"*","*","*","*","*","*",2370
"Bridgeport School District","=""0150011""",03,"Y",185,181,97.8,179,150,83.8,"*","*","*","*",0,0.0,"*","*",2308
"Bridgeport School District","=""0150011""",04,"N",1500,1490,99.3,1490,902,60.5,471,31.6,"*","*","*","*","*","*",2397
"Bridgeport School District","=""0150011""",04,"Y",185,178,96.2,178,162,91.0,"*","*","*","*",0,0.0,"*","*",2337
"Bridgeport School District","=""0150011""",05,"N",1322,1307,98.9,1307,965,73.8,274,21.0,53,4.1,15,1.1,68,5.2,2414
"Bridgeport School District","=""0150011""",05,"Y",170,168,98.8,168,161,95.8,7,4.2,0,0.0,0,0.0,0,0.0,2354
"Bridgeport School District","=""0150011""",06,"N",1202,1200,99.8,1200,749,62.4,337,28.1,"*","*","*","*","*","*",2444
"Bridgeport School District","=""0150011""",06,"Y",191,187,97.9,187,176,94.1,"*","*","*","*",0,0.0,"*","*",2341
"Bridgeport School District","=""0150011""",07,"N",1253,1246,99.4,1246,733,58.8,351,28.2,"*","*","*","*","*","*",2464
"Bridgeport School District","=""0150011""",07,"Y",220,217,98.6,215,197,91.6,"*","*","*","*",0,0.0,"*","*",2372
"Bridgeport School District","=""0150011""",08,"N",1271,1261,99.2,1261,837,66.4,309,24.5,"*","*","*","*","*","*",2463
"Bridgeport School District","=""0150011""",08,"Y",189,180,95.2,180,171,95.0,"*","*","*","*",0,0.0,"*","*",2373
"Bridgeport School District","=""0150011""",11,"N",1035,803,77.6,802,634,79.1,"*","*","*","*",8,1.0,"*","*",2467
"Bridgeport School District","=""0150011""",11,"Y",149,106,71.1,104,99,95.2,"*","*","*","*",0,0.0,"*","*",2395
"Bristol School District","=""0170011""",03,"N",498,497,99.8,497,97,19.5,156,31.4,"*","*","*","*",244,49.1,2434
"Bristol School District","=""0170011""",03,"Y",90,88,97.8,88,64,72.7,18,20.5,"*","*","*","*",6,6.8,2342
"Bristol School District","=""0170011""",04,"N",561,560,99.8,560,84,15.0,219,39.1,188,33.6,69,12.3,257,45.9,2478
"Bristol School District","=""0170011""",04,"Y",96,96,100.0,96,67,69.8,21,21.9,8,8.3,0,0.0,8,8.3,2384
"Bristol School District","=""0170011""",05,"N",466,465,99.8,465,126,27.1,170,36.6,"*","*","*","*",169,36.3,2500
"Bristol School District","=""0170011""",05,"Y",107,106,99.1,106,79,74.5,21,19.8,"*","*","*","*",6,5.7,2410
"Bristol School District","=""0170011""",06,"N",483,481,99.6,481,135,28.1,198,41.2,"*","*","*","*",148,30.8,2516
"Bristol School District","=""0170011""",06,"Y",113,110,97.3,110,92,83.6,12,10.9,"*","*","*","*",6,5.5,2399
"Bristol School District","=""0170011""",07,"N",474,472,99.6,471,104,22.1,173,36.7,125,26.5,69,14.6,194,41.2,2548
"Bristol School District","=""0170011""",07,"Y",84,83,98.8,83,69,83.1,8,9.6,6,7.2,0,0.0,6,7.2,2406
"Bristol School District","=""0170011""",08,"N",499,493,98.8,493,120,24.3,171,34.7,"*","*","*","*","*","*",2559
"Bristol School District","=""0170011""",08,"Y",121,117,96.7,117,94,80.3,"*","*","*","*",0,0.0,"*","*",2442
"Bristol School District","=""0170011""",11,"N",494,482,97.6,482,252,52.3,128,26.6,"*","*","*","*","*","*",2544
"Bristol School District","=""0170011""",11,"Y",124,111,89.5,111,100,90.1,6,5.4,"*","*","*","*","*","*",2442
"Brookfield School District","=""0180011""",03,"N",193,187,96.9,187,"*","*",31,16.6,78,41.7,"*","*","*","*",2478
"Brookfield School District","=""0180011""",03,"Y",28,27,96.4,27,9,33.3,"*","*",9,33.3,"*","*","*","*",2388
"Brookfield School District","=""0180011""",04,"N",165,164,99.4,164,"*","*","*","*","*","*","*","*","*","*",2518
"Brookfield School District","=""0180011""",04,"Y",19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"N",189,177,93.7,177,"*","*",66,37.3,"*","*",37,20.9,"*","*",2532
"Brookfield School District","=""0180011""",05,"Y",33,32,97.0,31,19,61.3,"*","*","*","*",0,0.0,"*","*",2432
"Brookfield School District","=""0180011""",06,"N",209,200,95.7,200,"*","*",61,30.5,"*","*",66,33.0,"*","*",2572
