"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, Gender"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""",07,"Math","F",46,46,100.0,46,10,21.7,15,32.6,13,28.3,8,17.4,21,45.7,2540
"Amistad Academy District","=""2790013""",07,"Math","M",43,43,100.0,43,14,32.6,9,20.9,10,23.3,10,23.3,20,46.5,2535
"Amistad Academy District","=""2790013""",08,"ELA","F",39,39,100.0,39,"*","*",12,30.8,19,48.7,"*","*","*","*",2570
"Amistad Academy District","=""2790013""",08,"ELA","M",43,42,97.7,42,"*","*",10,23.8,16,38.1,"*","*","*","*",2574
"Amistad Academy District","=""2790013""",08,"Math","F",39,39,100.0,39,"*","*",14,35.9,14,35.9,"*","*","*","*",2569
"Amistad Academy District","=""2790013""",08,"Math","M",43,42,97.7,42,12,28.6,11,26.2,"*","*","*","*",19,45.2,2567
"Andover School District","=""0010011""",03,"ELA","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","F",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","M",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","M",20,20,100.0,20,"*","*","*","*","*","*","*","*","*","*",2515
"Andover School District","=""0010011""",04,"Math","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"Math","M",20,20,100.0,20,0,0.0,"*","*","*","*","*","*","*","*",2517
"Andover School District","=""0010011""",05,"ELA","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"ELA","M",29,27,93.1,27,"*","*","*","*","*","*","*","*","*","*",2573
"Andover School District","=""0010011""",05,"Math","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"Math","M",29,27,93.1,27,"*","*","*","*","*","*","*","*","*","*",2574
"Andover School District","=""0010011""",06,"ELA","F",27,27,100.0,27,"*","*","*","*","*","*",14,51.9,"*","*",2592
"Andover School District","=""0010011""",06,"ELA","M",21,21,100.0,21,"*","*","*","*","*","*",8,38.1,"*","*",2574
"Andover School District","=""0010011""",06,"Math","F",27,27,100.0,27,"*","*","*","*","*","*",11,40.7,"*","*",2584
"Andover School District","=""0010011""",06,"Math","M",21,21,100.0,21,"*","*","*","*","*","*",11,52.4,"*","*",2594
"Ansonia School District","=""0020011""",03,"ELA","F",81,79,97.5,79,20,25.3,25,31.6,20,25.3,14,17.7,34,43.0,2417
"Ansonia School District","=""0020011""",03,"ELA","M",91,91,100.0,91,31,34.1,26,28.6,22,24.2,12,13.2,34,37.4,2397
"Ansonia School District","=""0020011""",03,"Math","F",81,79,97.5,79,"*","*",29,36.7,25,31.6,"*","*","*","*",2410
"Ansonia School District","=""0020011""",03,"Math","M",91,90,98.9,90,25,27.8,33,36.7,"*","*","*","*",32,35.6,2410
"Ansonia School District","=""0020011""",04,"ELA","F",79,78,98.7,78,17,21.8,23,29.5,23,29.5,15,19.2,38,48.7,2471
"Ansonia School District","=""0020011""",04,"ELA","M",87,87,100.0,87,35,40.2,25,28.7,18,20.7,9,10.3,27,31.0,2434
"Ansonia School District","=""0020011""",04,"Math","F",79,78,98.7,78,21,26.9,34,43.6,"*","*","*","*",23,29.5,2454
"Ansonia School District","=""0020011""",04,"Math","M",87,87,100.0,87,26,29.9,35,40.2,"*","*","*","*",26,29.9,2449
"Ansonia School District","=""0020011""",05,"ELA","F",97,97,100.0,97,38,39.2,27,27.8,22,22.7,10,10.3,32,33.0,2466
"Ansonia School District","=""0020011""",05,"ELA","M",87,87,100.0,87,43,49.4,14,16.1,21,24.1,9,10.3,30,34.5,2454
"Ansonia School District","=""0020011""",05,"Math","F",97,97,100.0,97,54,55.7,30,30.9,"*","*","*","*",13,13.4,2445
"Ansonia School District","=""0020011""",05,"Math","M",87,87,100.0,87,47,54.0,23,26.4,"*","*","*","*",17,19.5,2446
"Ansonia School District","=""0020011""",06,"ELA","F",93,90,96.8,90,22,24.4,29,32.2,27,30.0,12,13.3,39,43.3,2519
"Ansonia School District","=""0020011""",06,"ELA","M",83,82,98.8,82,35,42.7,20,24.4,20,24.4,7,8.5,27,32.9,2486
"Ansonia School District","=""0020011""",06,"Math","F",93,90,96.8,90,26,28.9,34,37.8,23,25.6,7,7.8,30,33.3,2507
"Ansonia School District","=""0020011""",06,"Math","M",83,82,98.8,82,34,41.5,28,34.1,8,9.8,12,14.6,20,24.4,2485
"Ansonia School District","=""0020011""",07,"ELA","F",69,67,97.1,67,28,41.8,26,38.8,"*","*","*","*",13,19.4,2487
"Ansonia School District","=""0020011""",07,"ELA","M",102,96,94.1,96,52,54.2,27,28.1,"*","*","*","*",17,17.7,2472
"Ansonia School District","=""0020011""",07,"Math","F",69,67,97.1,67,32,47.8,28,41.8,"*","*","*","*",7,10.4,2472
"Ansonia School District","=""0020011""",07,"Math","M",102,96,94.1,96,46,47.9,30,31.3,"*","*","*","*",20,20.8,2490
"Ansonia School District","=""0020011""",08,"ELA","F",99,97,98.0,97,29,29.9,32,33.0,29,29.9,7,7.2,36,37.1,2532
"Ansonia School District","=""0020011""",08,"ELA","M",86,86,100.0,86,39,45.3,20,23.3,21,24.4,6,7.0,27,31.4,2512
"Ansonia School District","=""0020011""",08,"Math","F",99,97,98.0,96,48,50.0,34,35.4,"*","*","*","*",14,14.6,2500
"Ansonia School District","=""0020011""",08,"Math","M",86,86,100.0,86,37,43.0,29,33.7,"*","*","*","*",20,23.3,2518
"Area Cooperative Educational Services","=""2440014""",03,"ELA","F",41,41,100.0,41,12,29.3,11,26.8,"*","*","*","*",18,43.9,2426
"Area Cooperative Educational Services","=""2440014""",03,"ELA","M",48,46,95.8,46,24,52.2,13,28.3,"*","*","*","*",9,19.6,2361
"Area Cooperative Educational Services","=""2440014""",03,"Math","F",41,41,100.0,41,15,36.6,"*","*",6,14.6,"*","*","*","*",2397
"Area Cooperative Educational Services","=""2440014""",03,"Math","M",48,44,91.7,44,29,65.9,"*","*","*","*",0,0.0,"*","*",2352
"Area Cooperative Educational Services","=""2440014""",04,"ELA","F",42,42,100.0,42,14,33.3,14,33.3,"*","*","*","*",14,33.3,2444
"Area Cooperative Educational Services","=""2440014""",04,"ELA","M",61,59,96.7,59,39,66.1,10,16.9,"*","*","*","*",10,16.9,2377
"Area Cooperative Educational Services","=""2440014""",04,"Math","F",42,42,100.0,42,18,42.9,16,38.1,"*","*","*","*",8,19.0,2414
"Area Cooperative Educational Services","=""2440014""",04,"Math","M",61,58,95.1,58,39,67.2,13,22.4,"*","*","*","*",6,10.3,2384
"Area Cooperative Educational Services","=""2440014""",05,"ELA","F",34,34,100.0,34,11,32.4,"*","*",13,38.2,"*","*","*","*",2483
"Area Cooperative Educational Services","=""2440014""",05,"ELA","M",63,62,98.4,62,38,61.3,"*","*",11,17.7,"*","*","*","*",2423
"Area Cooperative Educational Services","=""2440014""",05,"Math","F",34,34,100.0,34,24,70.6,10,29.4,0,0.0,0,0.0,0,0.0,2420
"Area Cooperative Educational Services","=""2440014""",05,"Math","M",63,61,96.8,61,47,77.0,11,18.0,"*","*","*","*","*","*",2406
"Area Cooperative Educational Services","=""2440014""",06,"ELA","F",160,160,100.0,160,52,32.5,44,27.5,43,26.9,21,13.1,64,40.0,2502
"Area Cooperative Educational Services","=""2440014""",06,"ELA","M",190,190,100.0,190,75,39.5,47,24.7,50,26.3,18,9.5,68,35.8,2493
"Area Cooperative Educational Services","=""2440014""",06,"Math","F",160,160,100.0,160,78,48.8,56,35.0,17,10.6,9,5.6,26,16.3,2471
"Area Cooperative Educational Services","=""2440014""",06,"Math","M",190,190,100.0,190,89,46.8,64,33.7,27,14.2,10,5.3,37,19.5,2469
"Area Cooperative Educational Services","=""2440014""",07,"ELA","F",170,169,99.4,169,42,24.9,45,26.6,60,35.5,22,13.0,82,48.5,2547
"Area Cooperative Educational Services","=""2440014""",07,"ELA","M",161,158,98.1,158,70,44.3,41,25.9,33,20.9,14,8.9,47,29.7,2500
"Area Cooperative Educational Services","=""2440014""",07,"Math","F",170,167,98.2,167,57,34.1,57,34.1,39,23.4,14,8.4,53,31.7,2520
"Area Cooperative Educational Services","=""2440014""",07,"Math","M",161,156,96.9,156,69,44.2,42,26.9,28,17.9,17,10.9,45,28.8,2495
"Area Cooperative Educational Services","=""2440014""",08,"ELA","F",136,136,100.0,136,38,27.9,35,25.7,49,36.0,14,10.3,63,46.3,2548
"Area Cooperative Educational Services","=""2440014""",08,"ELA","M",181,178,98.3,177,65,36.7,42,23.7,48,27.1,22,12.4,70,39.5,2534
"Area Cooperative Educational Services","=""2440014""",08,"Math","F",136,136,100.0,136,67,49.3,35,25.7,25,18.4,9,6.6,34,25.0,2508
"Area Cooperative Educational Services","=""2440014""",08,"Math","M",181,179,98.9,179,106,59.2,36,20.1,24,13.4,13,7.3,37,20.7,2490
"Ashford School District","=""0030011""",03,"ELA","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"ELA","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"ELA","F",22,22,100.0,22,"*","*","*","*",8,36.4,10,45.5,18,81.8,2513
"Ashford School District","=""0030011""",04,"ELA","M",20,20,100.0,20,"*","*","*","*",6,30.0,6,30.0,12,60.0,2482
"Ashford School District","=""0030011""",04,"Math","F",22,22,100.0,22,"*","*","*","*",7,31.8,"*","*","*","*",2513
"Ashford School District","=""0030011""",04,"Math","M",20,20,100.0,20,"*","*","*","*",11,55.0,"*","*","*","*",2492
"Ashford School District","=""0030011""",05,"ELA","F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2577
"Ashford School District","=""0030011""",05,"ELA","M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"Math","F",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*",2490
"Ashford School District","=""0030011""",05,"Math","M",12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"ELA","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"ELA","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2519
"Ashford School District","=""0030011""",06,"Math","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"Math","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2482
"Ashford School District","=""0030011""",07,"ELA","F",25,25,100.0,25,0,0.0,"*","*",11,44.0,"*","*","*","*",2618
"Ashford School District","=""0030011""",07,"ELA","M",26,26,100.0,26,"*","*",8,30.8,10,38.5,"*","*","*","*",2525
"Ashford School District","=""0030011""",07,"Math","F",25,25,100.0,25,0,0.0,13,52.0,"*","*","*","*",12,48.0,2578
"Ashford School District","=""0030011""",07,"Math","M",26,26,100.0,26,"*","*",10,38.5,8,30.8,"*","*","*","*",2547
"Ashford School District","=""0030011""",08,"ELA","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2573
"Ashford School District","=""0030011""",08,"Math","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","M",22,22,100.0,22,"*","*","*","*","*","*","*","*","*","*",2574
"Avon School District","=""0040011""",03,"ELA","F",117,117,100.0,117,"*","*","*","*",26,22.2,65,55.6,91,77.8,2495
"Avon School District","=""0040011""",03,"ELA","M",119,119,100.0,119,"*","*","*","*",24,20.2,68,57.1,92,77.3,2492
"Avon School District","=""0040011""",03,"Math","F",117,117,100.0,117,10,8.5,20,17.1,36,30.8,51,43.6,87,74.4,2480
"Avon School District","=""0040011""",03,"Math","M",119,119,100.0,119,6,5.0,20,16.8,33,27.7,60,50.4,93,78.2,2498
"Avon School District","=""0040011""",04,"ELA","F",107,106,99.1,106,7,6.6,10,9.4,27,25.5,62,58.5,89,84.0,2547
"Avon School District","=""0040011""",04,"ELA","M",112,112,100.0,112,7,6.3,14,12.5,28,25.0,63,56.3,91,81.3,2539
"Avon School District","=""0040011""",04,"Math","F",107,106,99.1,106,"*","*","*","*",44,41.5,35,33.0,79,74.5,2524
"Avon School District","=""0040011""",04,"Math","M",113,112,99.1,112,"*","*","*","*",39,34.8,50,44.6,89,79.5,2546
"Avon School District","=""0040011""",05,"ELA","F",146,146,100.0,146,12,8.2,16,11.0,43,29.5,75,51.4,118,80.8,2573
"Avon School District","=""0040011""",05,"ELA","M",127,127,100.0,127,12,9.4,20,15.7,40,31.5,55,43.3,95,74.8,2562
"Avon School District","=""0040011""",05,"Math","F",146,146,100.0,146,21,14.4,40,27.4,43,29.5,42,28.8,85,58.2,2537
"Avon School District","=""0040011""",05,"Math","M",127,127,100.0,127,14,11.0,26,20.5,34,26.8,53,41.7,87,68.5,2554
"Avon School District","=""0040011""",06,"ELA","F",129,128,99.2,128,"*","*","*","*",40,31.3,73,57.0,113,88.3,2623
"Avon School District","=""0040011""",06,"ELA","M",148,148,100.0,148,"*","*","*","*",61,41.2,58,39.2,119,80.4,2594
"Avon School District","=""0040011""",06,"Math","F",129,128,99.2,128,8,6.3,26,20.3,38,29.7,56,43.8,94,73.4,2601
"Avon School District","=""0040011""",06,"Math","M",148,147,99.3,147,11,7.5,21,14.3,45,30.6,70,47.6,115,78.2,2603
"Avon School District","=""0040011""",07,"ELA","F",115,115,100.0,115,"*","*","*","*",45,39.1,54,47.0,99,86.1,2634
"Avon School District","=""0040011""",07,"ELA","M",152,152,100.0,152,"*","*","*","*",55,36.2,71,46.7,126,82.9,2635
"Avon School District","=""0040011""",07,"Math","F",115,115,100.0,115,"*","*","*","*",28,24.3,64,55.7,92,80.0,2625
"Avon School District","=""0040011""",07,"Math","M",154,153,99.4,153,"*","*","*","*",41,26.8,89,58.2,130,85.0,2650
"Avon School District","=""0040011""",08,"ELA","F",140,138,98.6,138,8,5.8,15,10.9,58,42.0,57,41.3,115,83.3,2644
"Avon School District","=""0040011""",08,"ELA","M",133,133,100.0,133,9,6.8,23,17.3,54,40.6,47,35.3,101,75.9,2624
"Avon School District","=""0040011""",08,"Math","F",140,138,98.6,138,13,9.4,19,13.8,31,22.5,75,54.3,106,76.8,2654
"Avon School District","=""0040011""",08,"Math","M",133,133,100.0,133,12,9.0,18,13.5,28,21.1,75,56.4,103,77.4,2654
"Barkhamsted School District","=""0050011""",03,"ELA","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"ELA","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"Math","F",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"Math","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"ELA","F",23,23,100.0,23,"*","*","*","*",8,34.8,"*","*","*","*",2520
"Barkhamsted School District","=""0050011""",04,"ELA","M",25,22,88.0,22,"*","*","*","*",6,27.3,"*","*","*","*",2463
"Barkhamsted School District","=""0050011""",04,"Math","F",23,23,100.0,23,"*","*",8,34.8,6,26.1,"*","*","*","*",2461
"Barkhamsted School District","=""0050011""",04,"Math","M",25,22,88.0,22,7,31.8,8,36.4,"*","*","*","*",7,31.8,2446
"Barkhamsted School District","=""0050011""",05,"ELA","F",23,22,95.7,22,"*","*","*","*",6,27.3,8,36.4,14,63.6,2544
"Barkhamsted School District","=""0050011""",05,"ELA","M",24,23,95.8,23,"*","*","*","*",8,34.8,8,34.8,16,69.6,2550
"Barkhamsted School District","=""0050011""",05,"Math","F",23,22,95.7,22,"*","*",7,31.8,"*","*","*","*","*","*",2468
"Barkhamsted School District","=""0050011""",05,"Math","M",24,23,95.8,23,"*","*",10,43.5,"*","*","*","*","*","*",2499
"Barkhamsted School District","=""0050011""",06,"ELA","F",23,23,100.0,23,0,0.0,"*","*",7,30.4,"*","*","*","*",2591
"Barkhamsted School District","=""0050011""",06,"ELA","M",22,21,95.5,21,"*","*","*","*",9,42.9,"*","*","*","*",2564
"Barkhamsted School District","=""0050011""",06,"Math","F",23,23,100.0,23,"*","*",9,39.1,"*","*","*","*","*","*",2558
"Barkhamsted School District","=""0050011""",06,"Math","M",22,21,95.5,21,"*","*",10,47.6,"*","*","*","*","*","*",2532
"Berlin School District","=""0070011""",03,"ELA","F",100,100,100.0,100,7,7.0,24,24.0,33,33.0,36,36.0,69,69.0,2467
"Berlin School District","=""0070011""",03,"ELA","M",101,101,100.0,101,13,12.9,24,23.8,26,25.7,38,37.6,64,63.4,2456
"Berlin School District","=""0070011""",03,"Math","F",100,100,100.0,100,15,15.0,20,20.0,43,43.0,22,22.0,65,65.0,2456
"Berlin School District","=""0070011""",03,"Math","M",101,99,98.0,99,9,9.1,18,18.2,36,36.4,36,36.4,72,72.7,2475
"Berlin School District","=""0070011""",04,"ELA","F",85,85,100.0,85,7,8.2,20,23.5,24,28.2,34,40.0,58,68.2,2511
"Berlin School District","=""0070011""",04,"ELA","M",104,101,97.1,101,21,20.8,21,20.8,26,25.7,33,32.7,59,58.4,2481
"Berlin School District","=""0070011""",04,"Math","F",85,85,100.0,85,6,7.1,24,28.2,34,40.0,21,24.7,55,64.7,2505
"Berlin School District","=""0070011""",04,"Math","M",104,101,97.1,100,16,16.0,22,22.0,33,33.0,29,29.0,62,62.0,2500
"Berlin School District","=""0070011""",05,"ELA","F",114,114,100.0,114,"*","*","*","*",49,43.0,45,39.5,94,82.5,2561
"Berlin School District","=""0070011""",05,"ELA","M",138,137,99.3,136,"*","*","*","*",50,36.8,47,34.6,97,71.3,2544
"Berlin School District","=""0070011""",05,"Math","F",114,114,100.0,114,11,9.6,45,39.5,29,25.4,29,25.4,58,50.9,2529
"Berlin School District","=""0070011""",05,"Math","M",138,136,98.6,136,19,14.0,43,31.6,36,26.5,38,27.9,74,54.4,2530
"Berlin School District","=""0070011""",06,"ELA","F",97,96,99.0,96,8,8.3,17,17.7,42,43.8,29,30.2,71,74.0,2576
"Berlin School District","=""0070011""",06,"ELA","M",118,118,100.0,118,20,16.9,27,22.9,43,36.4,28,23.7,71,60.2,2548
"Berlin School District","=""0070011""",06,"Math","F",97,96,99.0,96,21,21.9,35,36.5,27,28.1,13,13.5,40,41.7,2528
"Berlin School District","=""0070011""",06,"Math","M",118,118,100.0,118,23,19.5,42,35.6,30,25.4,23,19.5,53,44.9,2539
"Berlin School District","=""0070011""",07,"ELA","F",118,118,100.0,118,8,6.8,23,19.5,57,48.3,30,25.4,87,73.7,2597
"Berlin School District","=""0070011""",07,"ELA","M",129,128,99.2,128,16,12.5,26,20.3,58,45.3,28,21.9,86,67.2,2580
"Berlin School District","=""0070011""",07,"Math","F",118,118,100.0,118,21,17.8,38,32.2,37,31.4,22,18.6,59,50.0,2561
"Berlin School District","=""0070011""",07,"Math","M",129,128,99.2,128,21,16.4,41,32.0,32,25.0,34,26.6,66,51.6,2566
"Berlin School District","=""0070011""",08,"ELA","F",86,86,100.0,86,"*","*","*","*",45,52.3,21,24.4,66,76.7,2613
"Berlin School District","=""0070011""",08,"ELA","M",129,129,100.0,129,"*","*",38,29.5,54,41.9,"*","*","*","*",2591
"Berlin School District","=""0070011""",08,"Math","F",86,86,100.0,85,20,23.5,25,29.4,20,23.5,20,23.5,40,47.1,2578
"Berlin School District","=""0070011""",08,"Math","M",129,129,100.0,129,43,33.3,32,24.8,20,15.5,34,26.4,54,41.9,2573
"Bethany School District","=""0080011""",03,"ELA","F",28,26,92.9,26,"*","*","*","*","*","*",13,50.0,"*","*",2471
"Bethany School District","=""0080011""",03,"ELA","M",30,29,96.7,29,"*","*","*","*","*","*",7,24.1,"*","*",2431
"Bethany School District","=""0080011""",03,"Math","F",28,26,92.9,26,"*","*","*","*",10,38.5,8,30.8,18,69.2,2479
"Bethany School District","=""0080011""",03,"Math","M",30,29,96.7,29,"*","*","*","*",14,48.3,7,24.1,21,72.4,2463
"Bethany School District","=""0080011""",04,"ELA","F",24,24,100.0,24,"*","*","*","*","*","*",13,54.2,"*","*",2546
"Bethany School District","=""0080011""",04,"ELA","M",28,27,96.4,27,"*","*","*","*","*","*",6,22.2,"*","*",2467
"Bethany School District","=""0080011""",04,"Math","F",24,24,100.0,24,0,0.0,"*","*",13,54.2,"*","*","*","*",2524
