"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Amistad Academy District","=""2790013""",03,"Math","N",15,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",03,"Math","R",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"ELA","F",63,62,98.4,62,21,33.9,11,17.7,17,27.4,13,21.0,30,48.4,2462
"Amistad Academy District","=""2790013""",04,"ELA","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"ELA","R",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*",2538
"Amistad Academy District","=""2790013""",04,"Math","F",63,61,96.8,61,"*","*",21,34.4,17,27.9,"*","*","*","*",2480
"Amistad Academy District","=""2790013""",04,"Math","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",04,"Math","R",21,21,100.0,21,0,0.0,"*","*","*","*","*","*","*","*",2547
"Amistad Academy District","=""2790013""",05,"ELA","F",69,68,98.6,68,17,25.0,20,29.4,24,35.3,7,10.3,31,45.6,2493
"Amistad Academy District","=""2790013""",05,"ELA","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"ELA","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"Math","F",69,68,98.6,68,29,42.6,17,25.0,12,17.6,10,14.7,22,32.4,2488
"Amistad Academy District","=""2790013""",05,"Math","N",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",05,"Math","R",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"ELA","F",65,65,100.0,65,"*","*",25,38.5,22,33.8,"*","*","*","*",2502
"Amistad Academy District","=""2790013""",06,"ELA","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"Math","F",65,65,100.0,65,15,23.1,25,38.5,16,24.6,9,13.8,25,38.5,2522
"Amistad Academy District","=""2790013""",06,"Math","N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",06,"Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"ELA","F",55,55,100.0,55,16,29.1,13,23.6,20,36.4,6,10.9,26,47.3,2538
"Amistad Academy District","=""2790013""",07,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"ELA","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"Math","F",55,55,100.0,55,17,30.9,14,25.5,15,27.3,9,16.4,24,43.6,2522
"Amistad Academy District","=""2790013""",07,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",07,"Math","R",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"ELA","F",51,50,98.0,50,"*","*",13,26.0,20,40.0,"*","*","*","*",2549
"Amistad Academy District","=""2790013""",08,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"Math","F",51,50,98.0,50,14,28.0,15,30.0,14,28.0,7,14.0,21,42.0,2546
"Amistad Academy District","=""2790013""",08,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Amistad Academy District","=""2790013""",08,"Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"ELA","N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","F",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",03,"Math","N",23,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"ELA","N",31,31,100.0,31,"*","*","*","*","*","*","*","*","*","*",2537
"Andover School District","=""0010011""",04,"Math","F",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",04,"Math","N",31,31,100.0,31,0,0.0,"*","*","*","*","*","*","*","*",2518
"Andover School District","=""0010011""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"ELA","N",41,41,100.0,41,"*","*","*","*",11,26.8,20,48.8,31,75.6,2592
"Andover School District","=""0010011""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Math","N",41,41,100.0,41,"*","*","*","*",11,26.8,19,46.3,30,73.2,2592
"Andover School District","=""0010011""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",03,"ELA","F",95,95,100.0,95,32,33.7,31,32.6,20,21.1,12,12.6,32,33.7,2397
"Ansonia School District","=""0020011""",03,"ELA","N",56,54,96.4,54,"*","*",14,25.9,16,29.6,"*","*","*","*",2424
"Ansonia School District","=""0020011""",03,"ELA","R",21,21,100.0,21,7,33.3,"*","*",6,28.6,"*","*","*","*",2402
"Ansonia School District","=""0020011""",03,"Math","F",95,94,98.9,94,31,33.0,37,39.4,"*","*","*","*",26,27.7,2401
"Ansonia School District","=""0020011""",03,"Math","N",56,54,96.4,54,"*","*",18,33.3,19,35.2,"*","*","*","*",2420
"Ansonia School District","=""0020011""",03,"Math","R",21,21,100.0,21,"*","*",7,33.3,8,38.1,"*","*","*","*",2424
"Ansonia School District","=""0020011""",04,"ELA","F",102,101,99.0,101,39,38.6,30,29.7,20,19.8,12,11.9,32,31.7,2436
"Ansonia School District","=""0020011""",04,"ELA","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*",2475
"Ansonia School District","=""0020011""",04,"ELA","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",04,"Math","F",102,101,99.0,101,35,34.7,46,45.5,"*","*","*","*",20,19.8,2436
"Ansonia School District","=""0020011""",04,"Math","N",51,51,100.0,51,"*","*","*","*","*","*","*","*","*","*",2470
"Ansonia School District","=""0020011""",04,"Math","R",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",05,"ELA","F",104,104,100.0,104,53,51.0,30,28.8,"*","*","*","*",21,20.2,2443
"Ansonia School District","=""0020011""",05,"ELA","N",60,60,100.0,60,17,28.3,11,18.3,18,30.0,14,23.3,32,53.3,2489
"Ansonia School District","=""0020011""",05,"ELA","R",20,20,100.0,20,11,55.0,0,0.0,"*","*","*","*",9,45.0,2460
"Ansonia School District","=""0020011""",05,"Math","F",104,104,100.0,104,65,62.5,31,29.8,"*","*","*","*","*","*",2433
"Ansonia School District","=""0020011""",05,"Math","N",60,60,100.0,60,24,40.0,"*","*",9,15.0,"*","*","*","*",2471
"Ansonia School District","=""0020011""",05,"Math","R",20,20,100.0,20,12,60.0,"*","*","*","*",0,0.0,"*","*",2431
"Ansonia School District","=""0020011""",06,"ELA","F",100,99,99.0,99,36,36.4,29,29.3,23,23.2,11,11.1,34,34.3,2494
"Ansonia School District","=""0020011""",06,"ELA","N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*",2531
"Ansonia School District","=""0020011""",06,"ELA","R",21,18,85.7,18,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",06,"Math","F",100,99,99.0,99,39,39.4,33,33.3,"*","*","*","*",27,27.3,2489
"Ansonia School District","=""0020011""",06,"Math","N",55,55,100.0,55,"*","*","*","*","*","*",10,18.2,"*","*",2518
"Ansonia School District","=""0020011""",06,"Math","R",21,18,85.7,18,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"ELA","F",89,83,93.3,83,47,56.6,24,28.9,"*","*","*","*","*","*",2468
"Ansonia School District","=""0020011""",07,"ELA","N",57,56,98.2,56,23,41.1,19,33.9,"*","*","*","*",14,25.0,2492
"Ansonia School District","=""0020011""",07,"ELA","R",25,24,96.0,24,"*","*",10,41.7,"*","*",0,0.0,"*","*",2485
"Ansonia School District","=""0020011""",07,"Math","F",89,83,93.3,83,48,57.8,25,30.1,"*","*","*","*","*","*",2468
"Ansonia School District","=""0020011""",07,"Math","N",57,56,98.2,56,20,35.7,24,42.9,"*","*","*","*",12,21.4,2499
"Ansonia School District","=""0020011""",07,"Math","R",25,24,96.0,24,10,41.7,9,37.5,"*","*","*","*","*","*",2494
"Ansonia School District","=""0020011""",08,"ELA","F",113,112,99.1,112,48,42.9,"*","*",30,26.8,"*","*","*","*",2509
"Ansonia School District","=""0020011""",08,"ELA","N",49,49,100.0,49,"*","*",12,24.5,"*","*",7,14.3,"*","*",2551
"Ansonia School District","=""0020011""",08,"ELA","R",23,22,95.7,22,"*","*",11,50.0,"*","*","*","*","*","*",2531
"Ansonia School District","=""0020011""",08,"Math","F",113,112,99.1,112,55,49.1,39,34.8,"*","*","*","*",18,16.1,2501
"Ansonia School District","=""0020011""",08,"Math","N",49,49,100.0,48,20,41.7,16,33.3,"*","*","*","*","*","*",2529
"Ansonia School District","=""0020011""",08,"Math","R",23,22,95.7,22,10,45.5,"*","*","*","*",0,0.0,"*","*",2504
"Area Cooperative Educational Services","=""2440014""",03,"ELA","F",43,41,95.3,41,27,65.9,"*","*","*","*","*","*","*","*",2342
"Area Cooperative Educational Services","=""2440014""",03,"ELA","N",37,37,100.0,37,"*","*",10,27.0,"*","*",11,29.7,"*","*",2443
"Area Cooperative Educational Services","=""2440014""",03,"ELA","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",03,"Math","F",43,39,90.7,39,27,69.2,"*","*","*","*",0,0.0,"*","*",2337
"Area Cooperative Educational Services","=""2440014""",03,"Math","N",37,37,100.0,37,"*","*",12,32.4,9,24.3,"*","*","*","*",2415
"Area Cooperative Educational Services","=""2440014""",03,"Math","R",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",04,"ELA","F",62,61,98.4,61,37,60.7,16,26.2,"*","*","*","*","*","*",2378
"Area Cooperative Educational Services","=""2440014""",04,"ELA","N",29,28,96.6,28,"*","*","*","*","*","*",7,25.0,"*","*",2452
"Area Cooperative Educational Services","=""2440014""",04,"ELA","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",04,"Math","F",62,60,96.8,60,40,66.7,16,26.7,"*","*","*","*","*","*",2370
"Area Cooperative Educational Services","=""2440014""",04,"Math","N",29,28,96.6,28,"*","*","*","*",7,25.0,"*","*","*","*",2451
"Area Cooperative Educational Services","=""2440014""",04,"Math","R",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",05,"ELA","F",59,59,100.0,59,37,62.7,"*","*",11,18.6,"*","*","*","*",2418
"Area Cooperative Educational Services","=""2440014""",05,"ELA","N",31,30,96.8,30,"*","*","*","*","*","*","*","*","*","*",2503
"Area Cooperative Educational Services","=""2440014""",05,"ELA","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",05,"Math","F",59,58,98.3,58,"*","*","*","*",0,0.0,0,0.0,0,0.0,2392
"Area Cooperative Educational Services","=""2440014""",05,"Math","N",31,30,96.8,30,"*","*",11,36.7,"*","*","*","*","*","*",2450
"Area Cooperative Educational Services","=""2440014""",05,"Math","R",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",06,"ELA","F",179,179,100.0,179,87,48.6,44,24.6,"*","*","*","*",48,26.8,2470
"Area Cooperative Educational Services","=""2440014""",06,"ELA","N",132,132,100.0,132,25,18.9,35,26.5,44,33.3,28,21.2,72,54.5,2536
"Area Cooperative Educational Services","=""2440014""",06,"ELA","R",39,39,100.0,39,15,38.5,12,30.8,"*","*","*","*",12,30.8,2487
"Area Cooperative Educational Services","=""2440014""",06,"Math","F",179,179,100.0,179,111,62.0,48,26.8,"*","*","*","*",20,11.2,2441
"Area Cooperative Educational Services","=""2440014""",06,"Math","N",132,132,100.0,132,37,28.0,58,43.9,24,18.2,13,9.8,37,28.0,2513
"Area Cooperative Educational Services","=""2440014""",06,"Math","R",39,39,100.0,39,19,48.7,14,35.9,"*","*","*","*",6,15.4,2457
"Area Cooperative Educational Services","=""2440014""",07,"ELA","F",198,195,98.5,195,85,43.6,51,26.2,"*","*","*","*",59,30.3,2499
"Area Cooperative Educational Services","=""2440014""",07,"ELA","N",110,109,99.1,109,20,18.3,28,25.7,36,33.0,25,22.9,61,56.0,2569
"Area Cooperative Educational Services","=""2440014""",07,"ELA","R",23,23,100.0,23,"*","*",7,30.4,7,30.4,"*","*","*","*",2520
"Area Cooperative Educational Services","=""2440014""",07,"Math","F",198,191,96.5,191,99,51.8,52,27.2,"*","*","*","*","*","*",2478
"Area Cooperative Educational Services","=""2440014""",07,"Math","N",110,109,99.1,109,"*","*",35,32.1,"*","*",24,22.0,"*","*",2560
"Area Cooperative Educational Services","=""2440014""",07,"Math","R",23,23,100.0,23,6,26.1,12,52.2,"*","*","*","*","*","*",2507
"Area Cooperative Educational Services","=""2440014""",08,"ELA","F",170,167,98.2,167,80,47.9,"*","*",38,22.8,"*","*","*","*",2509
"Area Cooperative Educational Services","=""2440014""",08,"ELA","N",121,121,100.0,120,17,14.2,34,28.3,47,39.2,22,18.3,69,57.5,2580
"Area Cooperative Educational Services","=""2440014""",08,"ELA","R",26,26,100.0,26,"*","*",7,26.9,12,46.2,"*","*","*","*",2552
"Area Cooperative Educational Services","=""2440014""",08,"Math","F",170,168,98.8,168,122,72.6,31,18.5,"*","*","*","*","*","*",2457
"Area Cooperative Educational Services","=""2440014""",08,"Math","N",121,121,100.0,121,42,34.7,26,21.5,34,28.1,19,15.7,53,43.8,2552
"Area Cooperative Educational Services","=""2440014""",08,"Math","R",26,26,100.0,26,9,34.6,14,53.8,"*","*","*","*","*","*",2508
"Ashford School District","=""0030011""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"ELA","N",20,20,100.0,20,"*","*",6,30.0,"*","*",9,45.0,"*","*",2466
"Ashford School District","=""0030011""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"Math","N",20,20,100.0,20,"*","*","*","*",7,35.0,7,35.0,14,70.0,2473
"Ashford School District","=""0030011""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"ELA","N",27,27,100.0,27,"*","*","*","*",10,37.0,12,44.4,22,81.5,2521
"Ashford School District","=""0030011""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",04,"Math","N",27,27,100.0,27,"*","*","*","*",13,48.1,7,25.9,20,74.1,2519
"Ashford School District","=""0030011""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"ELA","F",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"ELA","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2568
"Ashford School District","=""0030011""",05,"Math","F",10,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",05,"Math","N",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*",2504
"Ashford School District","=""0030011""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"ELA","N",24,24,100.0,24,"*","*","*","*",10,41.7,"*","*","*","*",2535
"Ashford School District","=""0030011""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",06,"Math","N",24,24,100.0,24,9,37.5,8,33.3,"*","*","*","*",7,29.2,2497
"Ashford School District","=""0030011""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"ELA","N",37,37,100.0,37,"*","*","*","*",16,43.2,9,24.3,25,67.6,2590
"Ashford School District","=""0030011""",07,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Math","N",37,37,100.0,37,"*","*",17,45.9,11,29.7,"*","*","*","*",2576
"Ashford School District","=""0030011""",07,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","N",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"ELA","N",223,223,100.0,223,9,4.0,37,16.6,49,22.0,128,57.4,177,79.4,2498
"Avon School District","=""0040011""",03,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",03,"Math","N",223,223,100.0,223,10,4.5,38,17.0,68,30.5,107,48.0,175,78.5,2493
"Avon School District","=""0040011""",03,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"ELA","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"ELA","N",207,206,99.5,206,"*","*","*","*","*","*","*","*","*","*",2548
"Avon School District","=""0040011""",04,"Math","F",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"Math","N",208,206,99.0,206,"*","*","*","*","*","*","*","*","*","*",2541
"Avon School District","=""0040011""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"ELA","N",254,254,100.0,254,14,5.5,33,13.0,79,31.1,128,50.4,207,81.5,2576
"Avon School District","=""0040011""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"Math","N",254,254,100.0,254,26,10.2,58,22.8,75,29.5,95,37.4,170,66.9,2553
"Avon School District","=""0040011""",05,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"ELA","N",269,268,99.6,268,10,3.7,29,10.8,98,36.6,131,48.9,229,85.4,2610
"Avon School District","=""0040011""",06,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"Math","N",269,267,99.3,267,16,6.0,44,16.5,81,30.3,126,47.2,207,77.5,2605
"Avon School District","=""0040011""",06,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"ELA","N",254,254,100.0,254,"*","*","*","*",98,38.6,123,48.4,221,87.0,2638
"Avon School District","=""0040011""",07,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"Math","N",256,255,99.6,255,6,2.4,33,12.9,63,24.7,153,60.0,216,84.7,2645
"Avon School District","=""0040011""",07,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"ELA","N",259,257,99.2,257,15,5.8,34,13.2,106,41.2,102,39.7,208,80.9,2637
"Avon School District","=""0040011""",08,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"Math","N",259,257,99.2,257,20,7.8,35,13.6,58,22.6,144,56.0,202,78.6,2657
"Avon School District","=""0040011""",08,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"ELA","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"Math","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"ELA","N",39,36,92.3,36,8,22.2,6,16.7,10,27.8,12,33.3,22,61.1,2492
"Barkhamsted School District","=""0050011""",04,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",04,"Math","N",39,36,92.3,36,"*","*",11,30.6,11,30.6,"*","*","*","*",2461
"Barkhamsted School District","=""0050011""",04,"Math","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"ELA","N",44,42,95.5,42,"*","*","*","*",14,33.3,16,38.1,30,71.4,2552
"Barkhamsted School District","=""0050011""",05,"ELA","R","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",05,"Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
