"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, Gender"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Area Cooperative Educational Services","=""2440014""","Math","M",704,688,97.7,688,379,55.1,171,24.9,94,13.7,44,6.4,138,20.1
"Ashford School District","=""0030011""","ELA","F",117,117,100.0,117,12,10.3,21,17.9,40,34.2,44,37.6,84,71.8
"Ashford School District","=""0030011""","ELA","M",116,115,99.1,115,23,20.0,31,27.0,42,36.5,19,16.5,61,53.0
"Ashford School District","=""0030011""","Math","F",117,117,100.0,117,22,18.8,40,34.2,32,27.4,23,19.7,55,47.0
"Ashford School District","=""0030011""","Math","M",116,115,99.1,115,26,22.6,31,27.0,41,35.7,17,14.8,58,50.4
"Avon School District","=""0040011""","ELA","F",754,750,99.5,750,35,4.7,90,12.0,239,31.9,386,51.5,625,83.3
"Avon School District","=""0040011""","ELA","M",791,791,100.0,791,50,6.3,117,14.8,262,33.1,362,45.8,624,78.9
"Avon School District","=""0040011""","Math","F",754,750,99.5,750,62,8.3,145,19.3,220,29.3,323,43.1,543,72.4
"Avon School District","=""0040011""","Math","M",794,791,99.6,791,53,6.7,121,15.3,220,27.8,397,50.2,617,78.0
"Barkhamsted School District","=""0050011""","ELA","F",86,84,97.7,84,"*","*","*","*",28,33.3,31,36.9,59,70.2
"Barkhamsted School District","=""0050011""","ELA","M",90,85,94.4,85,"*","*","*","*",29,34.1,23,27.1,52,61.2
"Barkhamsted School District","=""0050011""","Math","F",86,84,97.7,84,23,27.4,29,34.5,22,26.2,10,11.9,32,38.1
"Barkhamsted School District","=""0050011""","Math","M",90,85,94.4,85,20,23.5,35,41.2,20,23.5,10,11.8,30,35.3
"Berlin School District","=""0070011""","ELA","F",600,599,99.8,599,40,6.7,114,19.0,250,41.7,195,32.6,445,74.3
"Berlin School District","=""0070011""","ELA","M",719,714,99.3,713,95,13.3,162,22.7,257,36.0,199,27.9,456,64.0
"Berlin School District","=""0070011""","Math","F",600,599,99.8,598,94,15.7,187,31.3,190,31.8,127,21.2,317,53.0
"Berlin School District","=""0070011""","Math","M",719,711,98.9,710,131,18.5,198,27.9,187,26.3,194,27.3,381,53.7
"Bethany School District","=""0080011""","ELA","F",107,103,96.3,103,8,7.8,15,14.6,34,33.0,46,44.7,80,77.7
"Bethany School District","=""0080011""","ELA","M",125,121,96.8,121,21,17.4,34,28.1,36,29.8,30,24.8,66,54.5
"Bethany School District","=""0080011""","Math","F",107,103,96.3,103,6,5.8,23,22.3,35,34.0,39,37.9,74,71.8
"Bethany School District","=""0080011""","Math","M",125,121,96.8,121,18,14.9,35,28.9,32,26.4,36,29.8,68,56.2
"Bethel School District","=""0090011""","ELA","F",644,641,99.5,641,57,8.9,93,14.5,241,37.6,250,39.0,491,76.6
"Bethel School District","=""0090011""","ELA","M",685,679,99.1,679,92,13.5,132,19.4,247,36.4,208,30.6,455,67.0
"Bethel School District","=""0090011""","Math","F",644,641,99.5,641,86,13.4,203,31.7,205,32.0,147,22.9,352,54.9
"Bethel School District","=""0090011""","Math","M",685,677,98.8,677,99,14.6,199,29.4,186,27.5,193,28.5,379,56.0
"Bloomfield School District","=""0110011""","ELA","F",391,388,99.2,388,82,21.1,90,23.2,143,36.9,73,18.8,216,55.7
"Bloomfield School District","=""0110011""","ELA","M",376,376,100.0,376,115,30.6,105,27.9,117,31.1,39,10.4,156,41.5
"Bloomfield School District","=""0110011""","Math","F",391,388,99.2,388,142,36.6,136,35.1,77,19.8,33,8.5,110,28.4
"Bloomfield School District","=""0110011""","Math","M",376,375,99.7,375,147,39.2,142,37.9,65,17.3,21,5.6,86,22.9
"Bolton School District","=""0120011""","ELA","F",174,169,97.1,169,16,9.5,15,8.9,58,34.3,80,47.3,138,81.7
"Bolton School District","=""0120011""","ELA","M",182,178,97.8,178,22,12.4,23,12.9,71,39.9,62,34.8,133,74.7
"Bolton School District","=""0120011""","Math","F",174,169,97.1,169,23,13.6,37,21.9,47,27.8,62,36.7,109,64.5
"Bolton School District","=""0120011""","Math","M",182,178,97.8,177,20,11.3,40,22.6,62,35.0,55,31.1,117,66.1
"Bozrah School District","=""0130011""","ELA","F",68,68,100.0,68,8,11.8,23,33.8,23,33.8,14,20.6,37,54.4
"Bozrah School District","=""0130011""","ELA","M",66,65,98.5,64,23,35.9,17,26.6,17,26.6,7,10.9,24,37.5
"Bozrah School District","=""0130011""","Math","F",68,68,100.0,68,"*","*",30,44.1,18,26.5,"*","*","*","*"
"Bozrah School District","=""0130011""","Math","M",66,65,98.5,64,19,29.7,23,35.9,"*","*","*","*",22,34.4
"Branford School District","=""0140011""","ELA","F",674,662,98.2,658,61,9.3,143,21.7,230,35.0,224,34.0,454,69.0
"Branford School District","=""0140011""","ELA","M",681,679,99.7,676,122,18.0,160,23.7,218,32.2,176,26.0,394,58.3
"Branford School District","=""0140011""","Math","F",673,659,97.9,657,125,19.0,178,27.1,201,30.6,153,23.3,354,53.9
"Branford School District","=""0140011""","Math","M",680,678,99.7,675,150,22.2,170,25.2,166,24.6,189,28.0,355,52.6
"Brass City Charter School District","=""2900013""","ELA","F",24,24,100.0,24,0,0.0,"*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","ELA","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Math","F",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","Math","M",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","ELA","F",272,272,100.0,272,63,23.2,72,26.5,70,25.7,67,24.6,137,50.4
"Bridgeport Achievement First District","=""2850013""","ELA","M",269,268,99.6,268,78,29.1,80,29.9,69,25.7,41,15.3,110,41.0
"Bridgeport Achievement First District","=""2850013""","Math","F",272,272,100.0,272,84,30.9,76,27.9,51,18.8,61,22.4,112,41.2
"Bridgeport Achievement First District","=""2850013""","Math","M",269,268,99.6,268,83,31.0,70,26.1,51,19.0,64,23.9,115,42.9
"Bridgeport School District","=""0150011""","ELA","F",4469,4444,99.4,4441,2089,47.0,1132,25.5,902,20.3,318,7.2,1220,27.5
"Bridgeport School District","=""0150011""","ELA","M",4904,4878,99.5,4872,2905,59.6,1092,22.4,672,13.8,203,4.2,875,18.0
"Bridgeport School District","=""0150011""","Math","F",4469,4438,99.3,4438,2883,65.0,1094,24.7,364,8.2,97,2.2,461,10.4
"Bridgeport School District","=""0150011""","Math","M",4900,4864,99.3,4861,3283,67.5,1123,23.1,362,7.4,93,1.9,455,9.4
"Bristol School District","=""0170011""","ELA","F",1722,1714,99.5,1714,298,17.4,395,23.0,606,35.4,415,24.2,1021,59.6
"Bristol School District","=""0170011""","ELA","M",1827,1821,99.7,1821,506,27.8,440,24.2,571,31.4,304,16.7,875,48.1
"Bristol School District","=""0170011""","Math","F",1722,1713,99.5,1713,455,26.6,580,33.9,439,25.6,239,14.0,678,39.6
"Bristol School District","=""0170011""","Math","M",1829,1820,99.5,1820,562,30.9,576,31.6,407,22.4,275,15.1,682,37.5
"Brookfield School District","=""0180011""","ELA","F",618,577,93.4,577,52,9.0,110,19.1,190,32.9,225,39.0,415,71.9
"Brookfield School District","=""0180011""","ELA","M",649,618,95.2,618,82,13.3,132,21.4,225,36.4,179,29.0,404,65.4
"Brookfield School District","=""0180011""","Math","F",618,574,92.9,574,68,11.8,162,28.2,192,33.4,152,26.5,344,59.9
"Brookfield School District","=""0180011""","Math","M",649,616,94.9,616,67,10.9,157,25.5,213,34.6,179,29.1,392,63.6
"Brooklyn School District","=""0190011""","ELA","F",267,264,98.9,264,22,8.3,43,16.3,108,40.9,91,34.5,199,75.4
"Brooklyn School District","=""0190011""","ELA","M",254,252,99.2,252,39,15.5,54,21.4,83,32.9,76,30.2,159,63.1
"Brooklyn School District","=""0190011""","Math","F",267,263,98.5,263,51,19.4,105,39.9,72,27.4,35,13.3,107,40.7
"Brooklyn School District","=""0190011""","Math","M",254,252,99.2,252,54,21.4,104,41.3,57,22.6,37,14.7,94,37.3
"Canaan School District","=""0210011""","ELA","F",29,29,100.0,29,"*","*","*","*",9,31.0,"*","*","*","*"
"Canaan School District","=""0210011""","ELA","M",22,20,90.9,20,"*","*","*","*",9,45.0,"*","*","*","*"
"Canaan School District","=""0210011""","Math","F",29,28,96.6,28,"*","*",10,35.7,10,35.7,"*","*","*","*"
"Canaan School District","=""0210011""","Math","M",22,20,90.9,20,"*","*",10,50.0,"*","*",0,0.0,"*","*"
"Canterbury School District","=""0220011""","ELA","F",137,135,98.5,135,11,8.1,31,23.0,59,43.7,34,25.2,93,68.9
"Canterbury School District","=""0220011""","ELA","M",171,168,98.2,168,39,23.2,55,32.7,46,27.4,28,16.7,74,44.0
"Canterbury School District","=""0220011""","Math","F",137,135,98.5,135,25,18.5,51,37.8,42,31.1,17,12.6,59,43.7
"Canterbury School District","=""0220011""","Math","M",171,168,98.2,168,45,26.8,65,38.7,40,23.8,18,10.7,58,34.5
"Canton School District","=""0230011""","ELA","F",402,398,99.0,398,26,6.5,59,14.8,139,34.9,174,43.7,313,78.6
"Canton School District","=""0230011""","ELA","M",391,387,99.0,387,41,10.6,76,19.6,140,36.2,130,33.6,270,69.8
"Canton School District","=""0230011""","Math","F",402,398,99.0,398,47,11.8,87,21.9,137,34.4,127,31.9,264,66.3
"Canton School District","=""0230011""","Math","M",391,387,99.0,387,46,11.9,82,21.2,119,30.7,140,36.2,259,66.9
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","F",54,54,100.0,54,17,31.5,"*","*",19,35.2,"*","*","*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","ELA","M",56,56,100.0,56,25,44.6,19,33.9,"*","*","*","*",12,21.4
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","F",54,54,100.0,54,32,59.3,"*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Math","M",55,55,100.0,55,43,78.2,"*","*","*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","ELA","F",1456,1430,98.2,1430,311,21.7,348,24.3,465,32.5,306,21.4,771,53.9
"Capitol Region Education Council","=""2410014""","ELA","M",1663,1635,98.3,1634,514,31.5,372,22.8,484,29.6,264,16.2,748,45.8
"Capitol Region Education Council","=""2410014""","Math","F",1454,1423,97.9,1423,490,34.4,481,33.8,260,18.3,192,13.5,452,31.8
"Capitol Region Education Council","=""2410014""","Math","M",1662,1615,97.2,1615,593,36.7,492,30.5,291,18.0,239,14.8,530,32.8
"Chaplin School District","=""0240011""","ELA","F",38,37,97.4,37,"*","*",7,18.9,11,29.7,"*","*","*","*"
"Chaplin School District","=""0240011""","ELA","M",40,40,100.0,40,"*","*",11,27.5,13,32.5,"*","*","*","*"
"Chaplin School District","=""0240011""","Math","F",38,37,97.4,37,9,24.3,17,45.9,"*","*","*","*",11,29.7
"Chaplin School District","=""0240011""","Math","M",40,39,97.5,39,19,48.7,11,28.2,9,23.1,0,0.0,9,23.1
"Cheshire School District","=""0250011""","ELA","F",1057,1047,99.1,1047,51,4.9,143,13.7,363,34.7,490,46.8,853,81.5
"Cheshire School District","=""0250011""","ELA","M",996,988,99.2,988,85,8.6,160,16.2,359,36.3,384,38.9,743,75.2
"Cheshire School District","=""0250011""","Math","F",1057,1045,98.9,1045,117,11.2,261,25.0,308,29.5,359,34.4,667,63.8
"Cheshire School District","=""0250011""","Math","M",996,988,99.2,988,107,10.8,231,23.4,295,29.9,355,35.9,650,65.8
"Chester School District","=""0260011""","ELA","F",77,76,98.7,76,"*","*","*","*",28,36.8,34,44.7,62,81.6
"Chester School District","=""0260011""","ELA","M",54,54,100.0,54,"*","*","*","*",18,33.3,22,40.7,40,74.1
"Chester School District","=""0260011""","Math","F",77,76,98.7,76,"*","*","*","*",26,34.2,24,31.6,50,65.8
"Chester School District","=""0260011""","Math","M",54,54,100.0,54,"*","*","*","*",16,29.6,24,44.4,40,74.1
"Clinton School District","=""0270011""","ELA","F",436,432,99.1,429,31,7.2,79,18.4,171,39.9,148,34.5,319,74.4
"Clinton School District","=""0270011""","ELA","M",464,456,98.3,456,67,14.7,98,21.5,142,31.1,149,32.7,291,63.8
"Clinton School District","=""0270011""","Math","F",436,432,99.1,432,56,13.0,135,31.3,148,34.3,93,21.5,241,55.8
"Clinton School District","=""0270011""","Math","M",466,458,98.3,458,79,17.2,127,27.7,125,27.3,127,27.7,252,55.0
"Colchester School District","=""0280011""","ELA","F",558,555,99.5,555,32,5.8,93,16.8,215,38.7,215,38.7,430,77.5
"Colchester School District","=""0280011""","ELA","M",578,575,99.5,575,73,12.7,113,19.7,216,37.6,173,30.1,389,67.7
"Colchester School District","=""0280011""","Math","F",558,555,99.5,555,76,13.7,168,30.3,188,33.9,123,22.2,311,56.0
"Colchester School District","=""0280011""","Math","M",576,573,99.5,573,83,14.5,165,28.8,171,29.8,154,26.9,325,56.7
"Colebrook School District","=""0290011""","ELA","F",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","ELA","M",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","F",25,25,100.0,25,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","Math","M",21,19,90.5,19,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","ELA","F",148,145,98.0,145,10,6.9,26,17.9,58,40.0,51,35.2,109,75.2
"Columbia School District","=""0300011""","ELA","M",139,134,96.4,134,22,16.4,35,26.1,50,37.3,27,20.1,77,57.5
"Columbia School District","=""0300011""","Math","F",148,145,98.0,145,28,19.3,45,31.0,41,28.3,31,21.4,72,49.7
"Columbia School District","=""0300011""","Math","M",139,134,96.4,134,24,17.9,42,31.3,46,34.3,22,16.4,68,50.7
"Cooperative Educational Services","=""2430014""","ELA","F",146,144,98.6,144,29,20.1,40,27.8,41,28.5,34,23.6,75,52.1
"Cooperative Educational Services","=""2430014""","ELA","M",196,192,98.0,192,76,39.6,38,19.8,52,27.1,26,13.5,78,40.6
"Cooperative Educational Services","=""2430014""","Math","F",146,145,99.3,145,43,29.7,40,27.6,42,29.0,20,13.8,62,42.8
"Cooperative Educational Services","=""2430014""","Math","M",196,192,98.0,192,80,41.7,62,32.3,33,17.2,17,8.9,50,26.0
"Cornwall School District","=""0310011""","ELA","F",23,21,91.3,21,"*","*","*","*",9,42.9,7,33.3,16,76.2
"Cornwall School District","=""0310011""","ELA","M",40,40,100.0,40,"*","*","*","*",18,45.0,11,27.5,29,72.5
"Cornwall School District","=""0310011""","Math","F",23,21,91.3,21,"*","*",6,28.6,6,28.6,"*","*","*","*"
"Cornwall School District","=""0310011""","Math","M",40,40,100.0,40,"*","*",13,32.5,9,22.5,"*","*","*","*"
"Coventry School District","=""0320011""","ELA","F",394,389,98.7,389,29,7.5,58,14.9,156,40.1,146,37.5,302,77.6
"Coventry School District","=""0320011""","ELA","M",359,355,98.9,355,49,13.8,71,20.0,133,37.5,102,28.7,235,66.2
"Coventry School District","=""0320011""","Math","F",394,389,98.7,389,49,12.6,115,29.6,128,32.9,97,24.9,225,57.8
"Coventry School District","=""0320011""","Math","M",359,355,98.9,355,55,15.5,114,32.1,101,28.5,85,23.9,186,52.4
"Cromwell School District","=""0330011""","ELA","F",444,441,99.3,441,45,10.2,85,19.3,164,37.2,147,33.3,311,70.5
"Cromwell School District","=""0330011""","ELA","M",479,479,100.0,479,86,18.0,113,23.6,162,33.8,118,24.6,280,58.5
"Cromwell School District","=""0330011""","Math","F",444,441,99.3,441,96,21.8,152,34.5,112,25.4,81,18.4,193,43.8
"Cromwell School District","=""0330011""","Math","M",479,479,100.0,478,104,21.8,144,30.1,139,29.1,91,19.0,230,48.1
"Danbury School District","=""0340011""","ELA","F",2539,2521,99.3,2521,538,21.3,688,27.3,846,33.6,449,17.8,1295,51.4
"Danbury School District","=""0340011""","ELA","M",2539,2515,99.1,2512,726,28.9,715,28.5,708,28.2,363,14.5,1071,42.6
"Danbury School District","=""0340011""","Math","F",2538,2514,99.1,2513,817,32.5,857,34.1,562,22.4,277,11.0,839,33.4
"Danbury School District","=""0340011""","Math","M",2539,2505,98.7,2504,776,31.0,850,33.9,559,22.3,319,12.7,878,35.1
"Darien School District","=""0350011""","ELA","F",1117,1109,99.3,1109,13,1.2,97,8.7,334,30.1,665,60.0,999,90.1
"Darien School District","=""0350011""","ELA","M",1165,1146,98.4,1146,62,5.4,123,10.7,385,33.6,576,50.3,961,83.9
"Darien School District","=""0350011""","Math","F",1117,1108,99.2,1108,42,3.8,168,15.2,313,28.2,585,52.8,898,81.0
"Darien School District","=""0350011""","Math","M",1165,1146,98.4,1146,49,4.3,153,13.4,287,25.0,657,57.3,944,82.4
"Deep River School District","=""0360011""","ELA","F",100,100,100.0,100,6,6.0,15,15.0,39,39.0,40,40.0,79,79.0
"Deep River School District","=""0360011""","ELA","M",100,99,99.0,99,20,20.2,33,33.3,22,22.2,24,24.2,46,46.5
"Deep River School District","=""0360011""","Math","F",100,100,100.0,100,9,9.0,32,32.0,28,28.0,31,31.0,59,59.0
"Deep River School District","=""0360011""","Math","M",100,99,99.0,99,13,13.1,42,42.4,21,21.2,23,23.2,44,44.4
"Derby School District","=""0370011""","ELA","F",337,337,100.0,337,89,26.4,88,26.1,116,34.4,44,13.1,160,47.5
"Derby School District","=""0370011""","ELA","M",343,341,99.4,341,149,43.7,80,23.5,77,22.6,35,10.3,112,32.8
"Derby School District","=""0370011""","Math","F",338,335,99.1,335,125,37.3,123,36.7,66,19.7,21,6.3,87,26.0
"Derby School District","=""0370011""","Math","M",341,338,99.1,338,178,52.7,96,28.4,48,14.2,16,4.7,64,18.9
"East Granby School District","=""0400011""","ELA","F",197,197,100.0,197,14,7.1,28,14.2,78,39.6,77,39.1,155,78.7
"East Granby School District","=""0400011""","ELA","M",199,198,99.5,198,32,16.2,40,20.2,66,33.3,60,30.3,126,63.6
"East Granby School District","=""0400011""","Math","F",197,197,100.0,197,20,10.2,41,20.8,65,33.0,71,36.0,136,69.0
"East Granby School District","=""0400011""","Math","M",199,198,99.5,198,29,14.6,44,22.2,53,26.8,72,36.4,125,63.1
"East Haddam School District","=""0410011""","ELA","F",238,225,94.5,225,26,11.6,37,16.4,77,34.2,85,37.8,162,72.0
"East Haddam School District","=""0410011""","ELA","M",261,254,97.3,254,37,14.6,62,24.4,78,30.7,77,30.3,155,61.0
"East Haddam School District","=""0410011""","Math","F",237,224,94.5,224,58,25.9,59,26.3,64,28.6,43,19.2,107,47.8
"East Haddam School District","=""0410011""","Math","M",261,253,96.9,253,54,21.3,74,29.2,58,22.9,67,26.5,125,49.4
"East Hampton School District","=""0420011""","ELA","F",425,389,91.5,389,46,11.8,90,23.1,141,36.2,112,28.8,253,65.0
"East Hampton School District","=""0420011""","ELA","M",460,442,96.1,442,106,24.0,115,26.0,145,32.8,76,17.2,221,50.0
"East Hampton School District","=""0420011""","Math","F",425,389,91.5,389,75,19.3,143,36.8,115,29.6,56,14.4,171,44.0
"East Hampton School District","=""0420011""","Math","M",460,441,95.9,441,100,22.7,145,32.9,127,28.8,69,15.6,196,44.4
"East Hartford School District","=""0430011""","ELA","F",1411,1404,99.5,1401,500,35.7,385,27.5,355,25.3,161,11.5,516,36.8
"East Hartford School District","=""0430011""","ELA","M",1510,1502,99.5,1494,725,48.5,363,24.3,308,20.6,98,6.6,406,27.2
"East Hartford School District","=""0430011""","Math","F",1403,1389,99.0,1387,708,51.0,424,30.6,181,13.0,74,5.3,255,18.4
"East Hartford School District","=""0430011""","Math","M",1509,1494,99.0,1486,862,58.0,392,26.4,178,12.0,54,3.6,232,15.6
"East Haven School District","=""0440011""","ELA","F",657,655,99.7,655,119,18.2,180,27.5,226,34.5,130,19.8,356,54.4
"East Haven School District","=""0440011""","ELA","M",662,656,99.1,656,210,32.0,184,28.0,181,27.6,81,12.3,262,39.9
"East Haven School District","=""0440011""","Math","F",657,653,99.4,652,205,31.4,247,37.9,148,22.7,52,8.0,200,30.7
"East Haven School District","=""0440011""","Math","M",662,654,98.8,654,264,40.4,188,28.7,141,21.6,61,9.3,202,30.9
"East Lyme School District","=""0450011""","ELA","F",567,554,97.7,554,36,6.5,87,15.7,202,36.5,229,41.3,431,77.8
"East Lyme School District","=""0450011""","ELA","M",631,615,97.5,615,80,13.0,111,18.0,194,31.5,230,37.4,424,68.9
"East Lyme School District","=""0450011""","Math","F",567,553,97.5,553,62,11.2,147,26.6,164,29.7,180,32.5,344,62.2
"East Lyme School District","=""0450011""","Math","M",630,613,97.3,612,71,11.6,128,20.9,162,26.5,251,41.0,413,67.5
"East Windsor School District","=""0470011""","ELA","F",220,218,99.1,218,48,22.0,58,26.6,78,35.8,34,15.6,112,51.4
"East Windsor School District","=""0470011""","ELA","M",246,242,98.4,241,56,23.2,73,30.3,85,35.3,27,11.2,112,46.5
"East Windsor School District","=""0470011""","Math","F",220,218,99.1,218,76,34.9,81,37.2,42,19.3,19,8.7,61,28.0
"East Windsor School District","=""0470011""","Math","M",246,241,98.0,241,83,34.4,75,31.1,51,21.2,32,13.3,83,34.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ELA","M","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Math","M","*","*","*","*","*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastford School District","=""0390011""","ELA","F",43,43,100.0,43,"*","*",14,32.6,16,37.2,"*","*","*","*"
"Eastford School District","=""0390011""","ELA","M",43,43,100.0,43,"*","*","*","*",15,34.9,15,34.9,30,69.8
"Eastford School District","=""0390011""","Math","F",43,43,100.0,43,8,18.6,16,37.2,10,23.3,9,20.9,19,44.2
"Eastford School District","=""0390011""","Math","M",43,43,100.0,43,6,14.0,13,30.2,13,30.2,11,25.6,24,55.8
"Easton School District","=""0460011""","ELA","F",310,303,97.7,303,11,3.6,30,9.9,93,30.7,169,55.8,262,86.5
"Easton School District","=""0460011""","ELA","M",322,314,97.5,314,19,6.1,45,14.3,117,37.3,133,42.4,250,79.6
"Easton School District","=""0460011""","Math","F",310,298,96.1,298,19,6.4,47,15.8,93,31.2,139,46.6,232,77.9
"Easton School District","=""0460011""","Math","M",322,311,96.6,311,20,6.4,57,18.3,88,28.3,146,46.9,234,75.2
"Education Connection","=""2420014""","ELA","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","ELA","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","Math","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","ELA","F",626,621,99.2,621,30,4.8,107,17.2,185,29.8,299,48.1,484,77.9
"Ellington School District","=""0480011""","ELA","M",636,632,99.4,632,65,10.3,127,20.1,208,32.9,232,36.7,440,69.6
"Ellington School District","=""0480011""","Math","F",627,622,99.2,622,63,10.1,150,24.1,222,35.7,187,30.1,409,65.8
"Ellington School District","=""0480011""","Math","M",636,632,99.4,632,71,11.2,159,25.2,198,31.3,204,32.3,402,63.6
"Elm City College Preparatory School District","=""2890013""","ELA","F",219,219,100.0,219,38,17.4,46,21.0,84,38.4,51,23.3,135,61.6
"Elm City College Preparatory School District","=""2890013""","ELA","M",157,157,100.0,157,43,27.4,32,20.4,47,29.9,35,22.3,82,52.2
"Elm City College Preparatory School District","=""2890013""","Math","F",219,219,100.0,219,49,22.4,71,32.4,45,20.5,54,24.7,99,45.2
"Elm City College Preparatory School District","=""2890013""","Math","M",157,157,100.0,157,46,29.3,41,26.1,33,21.0,37,23.6,70,44.6
"Enfield School District","=""0490011""","ELA","F",1116,1112,99.6,1112,134,12.1,280,25.2,426,38.3,272,24.5,698,62.8
"Enfield School District","=""0490011""","ELA","M",1117,1108,99.2,1108,253,22.8,300,27.1,356,32.1,199,18.0,555,50.1
"Enfield School District","=""0490011""","Math","F",1114,1108,99.5,1108,235,21.2,441,39.8,315,28.4,117,10.6,432,39.0
"Enfield School District","=""0490011""","Math","M",1116,1107,99.2,1107,279,25.2,376,34.0,302,27.3,150,13.6,452,40.8
"Essex School District","=""0500011""","ELA","F",107,104,97.2,104,"*","*","*","*",34,32.7,51,49.0,85,81.7
