"Smarter Balanced Assessments, 2014-15"
"All Districts, Math, All Grades, All Students"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Avon School District","=""0040011""",03,219,219,100.0,219,"*","*","*","*",77,35.2,106,48.4,183,83.6,2499
"Avon School District","=""0040011""",04,271,271,100.0,271,17,6.3,54,19.9,99,36.5,101,37.3,200,73.8,2524
"Avon School District","=""0040011""",05,281,279,99.3,279,32,11.5,68,24.4,86,30.8,93,33.3,179,64.2,2546
"Avon School District","=""0040011""",06,276,275,99.6,275,20,7.3,47,17.1,85,30.9,123,44.7,208,75.6,2594
"Avon School District","=""0040011""",07,272,272,100.0,272,"*","*","*","*",69,25.4,129,47.4,198,72.8,2621
"Avon School District","=""0040011""",08,276,276,100.0,276,23,8.3,41,14.9,78,28.3,134,48.6,212,76.8,2640
"Avon School District","=""0040011""",11,246,231,93.9,231,38,16.5,53,22.9,69,29.9,71,30.7,140,60.6,2651
"Barkhamsted School District","=""0050011""",03,48,45,93.8,45,15,33.3,"*","*",15,33.3,"*","*","*","*",2405
"Barkhamsted School District","=""0050011""",04,48,46,95.8,46,"*","*",22,47.8,13,28.3,"*","*","*","*",2460
"Barkhamsted School District","=""0050011""",05,47,46,97.9,46,11,23.9,19,41.3,9,19.6,7,15.2,16,34.8,2501
"Barkhamsted School District","=""0050011""",06,62,60,96.8,60,13,21.7,16,26.7,20,33.3,11,18.3,31,51.7,2540
"Berlin School District","=""0070011""",03,188,188,100.0,188,31,16.5,60,31.9,74,39.4,23,12.2,97,51.6,2430
"Berlin School District","=""0070011""",04,246,246,100.0,246,19,7.7,70,28.5,95,38.6,62,25.2,157,63.8,2504
"Berlin School District","=""0070011""",05,223,222,99.6,220,54,24.5,74,33.6,51,23.2,41,18.6,92,41.8,2509
"Berlin School District","=""0070011""",06,243,242,99.6,242,48,19.8,96,39.7,59,24.4,39,16.1,98,40.5,2530
"Berlin School District","=""0070011""",07,214,214,100.0,214,37,17.3,74,34.6,60,28.0,43,20.1,103,48.1,2561
"Berlin School District","=""0070011""",08,244,244,100.0,244,55,22.5,71,29.1,61,25.0,57,23.4,118,48.4,2575
"Berlin School District","=""0070011""",11,248,238,96.0,221,67,30.3,71,32.1,52,23.5,31,14.0,83,37.6,2595
"Bethany School District","=""0080011""",03,51,51,100.0,51,"*","*",14,27.5,20,39.2,"*","*","*","*",2454
"Bethany School District","=""0080011""",04,60,56,93.3,56,"*","*","*","*",23,41.1,22,39.3,45,80.4,2530
"Bethany School District","=""0080011""",05,63,62,98.4,62,12,19.4,26,41.9,16,25.8,8,12.9,24,38.7,2508
"Bethany School District","=""0080011""",06,66,65,98.5,65,10,15.4,17,26.2,17,26.2,21,32.3,38,58.5,2569
"Bethel School District","=""0090011""",03,197,197,100.0,197,33,16.8,82,41.6,61,31.0,21,10.7,82,41.6,2426
"Bethel School District","=""0090011""",04,205,204,99.5,204,35,17.2,68,33.3,69,33.8,32,15.7,101,49.5,2482
"Bethel School District","=""0090011""",05,182,182,100.0,181,22,12.2,70,38.7,53,29.3,36,19.9,89,49.2,2527
"Bethel School District","=""0090011""",06,239,237,99.2,237,61,25.7,88,37.1,54,22.8,34,14.3,88,37.1,2527
"Bethel School District","=""0090011""",07,213,213,100.0,213,49,23.0,84,39.4,45,21.1,35,16.4,80,37.6,2544
"Bethel School District","=""0090011""",08,244,240,98.4,240,69,28.8,72,30.0,51,21.3,48,20.0,99,41.3,2560
"Bethel School District","=""0090011""",11,246,239,97.2,239,92,38.5,61,25.5,62,25.9,24,10.0,86,36.0,2573
"Bloomfield School District","=""0110011""",03,120,119,99.2,119,59,49.6,33,27.7,"*","*","*","*",27,22.7,2381
"Bloomfield School District","=""0110011""",04,126,126,100.0,126,40,31.7,59,46.8,"*","*","*","*",27,21.4,2434
"Bloomfield School District","=""0110011""",05,112,112,100.0,112,58,51.8,39,34.8,"*","*","*","*",15,13.4,2452
"Bloomfield School District","=""0110011""",06,125,124,99.2,124,52,41.9,33,26.6,31,25.0,8,6.5,39,31.5,2493
"Bloomfield School District","=""0110011""",07,137,136,99.3,136,55,40.4,62,45.6,"*","*","*","*",19,14.0,2494
"Bloomfield School District","=""0110011""",08,138,135,97.8,135,67,49.6,46,34.1,"*","*","*","*",22,16.3,2502
"Bloomfield School District","=""0110011""",11,148,129,87.2,129,56,43.4,39,30.2,27,20.9,7,5.4,34,26.4,2555
"Bolton School District","=""0120011""",03,58,58,100.0,58,7,12.1,10,17.2,20,34.5,21,36.2,41,70.7,2470
"Bolton School District","=""0120011""",04,67,66,98.5,66,7,10.6,19,28.8,19,28.8,21,31.8,40,60.6,2506
"Bolton School District","=""0120011""",05,63,62,98.4,62,12,19.4,10,16.1,15,24.2,25,40.3,40,64.5,2546
"Bolton School District","=""0120011""",06,65,65,100.0,65,10,15.4,20,30.8,24,36.9,11,16.9,35,53.8,2546
"Bolton School District","=""0120011""",07,51,51,100.0,51,9,17.6,17,33.3,14,27.5,11,21.6,25,49.0,2563
"Bolton School District","=""0120011""",08,58,58,100.0,58,13,22.4,21,36.2,9,15.5,15,25.9,24,41.4,2576
"Bolton School District","=""0120011""",11,87,84,96.6,84,22,26.2,27,32.1,18,21.4,17,20.2,35,41.7,2617
"Bozrah School District","=""0130011""",03,22,22,100.0,22,"*","*","*","*",12,54.5,0,0.0,12,54.5,2429
"Bozrah School District","=""0130011""",04,30,30,100.0,30,11,36.7,10,33.3,"*","*","*","*",9,30.0,2445
"Bozrah School District","=""0130011""",05,20,20,100.0,20,11,55.0,"*","*","*","*","*","*","*","*",2463
"Bozrah School District","=""0130011""",06,16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",07,21,21,100.0,21,6,28.6,"*","*",7,33.3,"*","*","*","*",2540
"Bozrah School District","=""0130011""",08,20,20,100.0,20,"*","*","*","*",7,35.0,6,30.0,13,65.0,2610
"Branford School District","=""0140011""",03,219,217,99.1,216,38,17.6,46,21.3,80,37.0,52,24.1,132,61.1,2449
"Branford School District","=""0140011""",04,231,231,100.0,231,23,10.0,57,24.7,88,38.1,63,27.3,151,65.4,2505
"Branford School District","=""0140011""",05,219,215,98.2,215,59,27.4,71,33.0,46,21.4,39,18.1,85,39.5,2501
"Branford School District","=""0140011""",06,214,212,99.1,212,39,18.4,72,34.0,55,25.9,46,21.7,101,47.6,2542
"Branford School District","=""0140011""",07,242,234,96.7,234,42,17.9,69,29.5,65,27.8,58,24.8,123,52.6,2566
"Branford School District","=""0140011""",08,231,224,97.0,223,102,45.7,53,23.8,32,14.3,36,16.1,68,30.5,2531
"Branford School District","=""0140011""",11,256,236,92.2,236,157,66.5,32,13.6,34,14.4,13,5.5,47,19.9,2498
"Bridgeport Achievement First District","=""2850013""",03,96,96,100.0,96,39,40.6,16,16.7,27,28.1,14,14.6,41,42.7,2407
"Bridgeport Achievement First District","=""2850013""",04,89,89,100.0,89,25,28.1,32,36.0,24,27.0,8,9.0,32,36.0,2459
"Bridgeport Achievement First District","=""2850013""",05,95,95,100.0,95,65,68.4,"*","*","*","*",0,0.0,"*","*",2425
"Bridgeport Achievement First District","=""2850013""",06,89,89,100.0,89,55,61.8,21,23.6,"*","*","*","*",13,14.6,2455
"Bridgeport Achievement First District","=""2850013""",07,93,93,100.0,93,38,40.9,28,30.1,20,21.5,7,7.5,27,29.0,2503
"Bridgeport Achievement First District","=""2850013""",08,73,73,100.0,73,24,32.9,20,27.4,17,23.3,12,16.4,29,39.7,2547
"Bridgeport Achievement First District","=""2850013""",11,29,27,93.1,27,9,33.3,12,44.4,"*","*","*","*",6,22.2,2570
"Bridgeport School District","=""0150011""",03,1775,1766,99.5,1764,1074,60.9,431,24.4,211,12.0,48,2.7,259,14.7,2363
"Bridgeport School District","=""0150011""",04,1685,1668,99.0,1668,1064,63.8,486,29.1,98,5.9,20,1.2,118,7.1,2391
"Bridgeport School District","=""0150011""",05,1492,1475,98.9,1475,1126,76.3,281,19.1,53,3.6,15,1.0,68,4.6,2407
"Bridgeport School District","=""0150011""",06,1393,1387,99.6,1387,925,66.7,347,25.0,94,6.8,21,1.5,115,8.3,2430
"Bridgeport School District","=""0150011""",07,1473,1463,99.3,1461,930,63.7,366,25.1,135,9.2,30,2.1,165,11.3,2450
"Bridgeport School District","=""0150011""",08,1460,1441,98.7,1441,1008,70.0,316,21.9,85,5.9,32,2.2,117,8.1,2452
"Bridgeport School District","=""0150011""",11,1184,909,76.8,906,733,80.9,118,13.0,47,5.2,8,0.9,55,6.1,2459
"Bristol School District","=""0170011""",03,588,585,99.5,585,161,27.5,174,29.7,172,29.4,78,13.3,250,42.7,2420
"Bristol School District","=""0170011""",04,657,656,99.8,656,151,23.0,240,36.6,196,29.9,69,10.5,265,40.4,2464
"Bristol School District","=""0170011""",05,573,571,99.7,571,205,35.9,191,33.5,108,18.9,67,11.7,175,30.6,2484
"Bristol School District","=""0170011""",06,596,591,99.2,591,227,38.4,210,35.5,93,15.7,61,10.3,154,26.1,2494
"Bristol School District","=""0170011""",07,558,555,99.5,554,173,31.2,181,32.7,131,23.6,69,12.5,200,36.1,2526
"Bristol School District","=""0170011""",08,620,610,98.4,610,214,35.1,190,31.1,147,24.1,59,9.7,206,33.8,2536
"Bristol School District","=""0170011""",11,618,593,96.0,593,352,59.4,134,22.6,86,14.5,21,3.5,107,18.0,2525
"Brookfield School District","=""0180011""",03,221,214,96.8,214,21,9.8,38,17.8,87,40.7,68,31.8,155,72.4,2467
"Brookfield School District","=""0180011""",04,184,182,98.9,182,11,6.0,47,25.8,78,42.9,46,25.3,124,68.1,2509
"Brookfield School District","=""0180011""",05,222,209,94.1,208,39,18.8,73,35.1,59,28.4,37,17.8,96,46.2,2517
"Brookfield School District","=""0180011""",06,240,226,94.2,226,31,13.7,72,31.9,57,25.2,66,29.2,123,54.4,2560
"Brookfield School District","=""0180011""",07,199,197,99.0,197,24,12.2,54,27.4,64,32.5,55,27.9,119,60.4,2582
"Brookfield School District","=""0180011""",08,228,226,99.1,226,37,16.4,63,27.9,56,24.8,70,31.0,126,55.8,2594
"Brookfield School District","=""0180011""",11,216,202,93.5,201,68,33.8,52,25.9,57,28.4,24,11.9,81,40.3,2589
"Brooklyn School District","=""0190011""",03,"*","*","*","*",18,23.4,"*","*",26,33.8,"*","*","*","*","*"
"Brooklyn School District","=""0190011""",04,99,99,100.0,99,"*","*",34,34.3,28,28.3,"*","*","*","*",2497
"Brooklyn School District","=""0190011""",05,79,78,98.7,77,27,35.1,30,39.0,13,16.9,7,9.1,20,26.0,2488
"Brooklyn School District","=""0190011""",06,81,81,100.0,81,16,19.8,28,34.6,25,30.9,12,14.8,37,45.7,2539
"Brooklyn School District","=""0190011""",07,107,106,99.1,106,34,32.1,45,42.5,17,16.0,10,9.4,27,25.5,2516
"Brooklyn School District","=""0190011""",08,100,97,97.0,97,40,41.2,42,43.3,"*","*","*","*","*","*",2509
"Brooklyn School District","=""0190011""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",03,36,36,100.0,36,"*","*",17,47.2,11,30.6,"*","*","*","*",2433
"Canterbury School District","=""0220011""",04,51,50,98.0,50,"*","*",13,26.0,20,40.0,"*","*","*","*",2467
"Canterbury School District","=""0220011""",05,38,37,97.4,37,14,37.8,13,35.1,"*","*","*","*",10,27.0,2485
"Canterbury School District","=""0220011""",06,71,70,98.6,70,33,47.1,21,30.0,"*","*","*","*",16,22.9,2485
"Canterbury School District","=""0220011""",07,56,56,100.0,56,"*","*",22,39.3,17,30.4,"*","*","*","*",2551
"Canterbury School District","=""0220011""",08,60,60,100.0,60,14,23.3,18,30.0,15,25.0,13,21.7,28,46.7,2578
"Canton School District","=""0230011""",03,117,116,99.1,116,8,6.9,13,11.2,51,44.0,44,37.9,95,81.9,2481
"Canton School District","=""0230011""",04,134,134,100.0,134,19,14.2,46,34.3,38,28.4,31,23.1,69,51.5,2490
"Canton School District","=""0230011""",05,133,133,100.0,133,20,15.0,46,34.6,33,24.8,34,25.6,67,50.4,2527
"Canton School District","=""0230011""",06,146,144,98.6,144,25,17.4,47,32.6,38,26.4,34,23.6,72,50.0,2547
"Canton School District","=""0230011""",07,146,145,99.3,145,28,19.3,43,29.7,45,31.0,29,20.0,74,51.0,2562
"Canton School District","=""0230011""",08,127,123,96.9,123,12,9.8,30,24.4,36,29.3,45,36.6,81,65.9,2616
"Canton School District","=""0230011""",11,100,100,100.0,100,20,20.0,30,30.0,22,22.0,28,28.0,50,50.0,2639
"Capitol Region Education Council","=""2410014""",03,375,371,98.9,371,103,27.8,92,24.8,100,27.0,76,20.5,176,47.4,2429
"Capitol Region Education Council","=""2410014""",04,323,320,99.1,320,98,30.6,114,35.6,68,21.3,40,12.5,108,33.8,2456
"Capitol Region Education Council","=""2410014""",05,261,258,98.9,258,94,36.4,84,32.6,39,15.1,41,15.9,80,31.0,2488
"Capitol Region Education Council","=""2410014""",06,735,725,98.6,722,305,42.2,219,30.3,134,18.6,64,8.9,198,27.4,2491
"Capitol Region Education Council","=""2410014""",07,663,646,97.4,642,218,34.0,215,33.5,116,18.1,93,14.5,209,32.6,2520
"Capitol Region Education Council","=""2410014""",08,688,666,96.8,664,279,42.0,185,27.9,118,17.8,82,12.3,200,30.1,2526
"Capitol Region Education Council","=""2410014""",11,456,368,80.7,364,237,65.1,65,17.9,32,8.8,30,8.2,62,17.0,2515
"Chaplin School District","=""0240011""",03,17,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",04,22,16,72.7,16,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",05,21,17,81.0,17,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",06,15,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""",03,291,285,97.9,285,42,14.7,48,16.8,120,42.1,75,26.3,195,68.4,2458
"Cheshire School District","=""0250011""",04,343,342,99.7,342,23,6.7,89,26.0,117,34.2,113,33.0,230,67.3,2514
"Cheshire School District","=""0250011""",05,385,381,99.0,381,58,15.2,126,33.1,102,26.8,95,24.9,197,51.7,2529
"Cheshire School District","=""0250011""",06,367,365,99.5,365,44,12.1,101,27.7,94,25.8,126,34.5,220,60.3,2566
"Cheshire School District","=""0250011""",07,355,353,99.4,353,49,13.9,102,28.9,109,30.9,93,26.3,202,57.2,2577
"Cheshire School District","=""0250011""",08,399,394,98.7,394,63,16.0,104,26.4,107,27.2,120,30.5,227,57.6,2602
"Cheshire School District","=""0250011""",11,383,366,95.6,366,100,27.3,82,22.4,105,28.7,79,21.6,184,50.3,2617
"Chester School District","=""0260011""",03,28,28,100.0,28,"*","*","*","*",8,28.6,12,42.9,20,71.4,2483
"Chester School District","=""0260011""",04,35,35,100.0,35,"*","*","*","*",15,42.9,12,34.3,27,77.1,2523
"Chester School District","=""0260011""",05,41,41,100.0,41,"*","*",20,48.8,13,31.7,"*","*","*","*",2519
"Chester School District","=""0260011""",06,34,34,100.0,34,"*","*",6,17.6,16,47.1,"*","*","*","*",2588
"Clinton School District","=""0270011""",03,139,139,100.0,139,22,15.8,36,25.9,58,41.7,23,16.5,81,58.3,2438
"Clinton School District","=""0270011""",04,171,170,99.4,169,11,6.5,43,25.4,69,40.8,46,27.2,115,68.0,2512
"Clinton School District","=""0270011""",05,144,142,98.6,142,21,14.8,36,25.4,45,31.7,40,28.2,85,59.9,2533
"Clinton School District","=""0270011""",06,149,147,98.7,147,29,19.7,50,34.0,43,29.3,25,17.0,68,46.3,2538
"Clinton School District","=""0270011""",07,165,162,98.2,162,34,21.0,58,35.8,41,25.3,29,17.9,70,43.2,2547
"Clinton School District","=""0270011""",08,155,147,94.8,147,18,12.2,33,22.4,47,32.0,49,33.3,96,65.3,2604
"Clinton School District","=""0270011""",11,133,128,96.2,128,78,60.9,23,18.0,16,12.5,11,8.6,27,21.1,2516
"Colchester School District","=""0280011""",03,167,167,100.0,167,17,10.2,37,22.2,68,40.7,45,26.9,113,67.7,2461
"Colchester School District","=""0280011""",04,197,196,99.5,196,17,8.7,84,42.9,60,30.6,35,17.9,95,48.5,2490
"Colchester School District","=""0280011""",05,217,215,99.1,215,32,14.9,49,22.8,54,25.1,80,37.2,134,62.3,2544
"Colchester School District","=""0280011""",06,203,200,98.5,200,26,13.0,61,30.5,61,30.5,52,26.0,113,56.5,2559
"Colchester School District","=""0280011""",07,196,196,100.0,196,34,17.3,78,39.8,57,29.1,27,13.8,84,42.9,2556
"Colchester School District","=""0280011""",08,234,228,97.4,227,49,21.6,60,26.4,63,27.8,55,24.2,118,52.0,2587
"Colchester School District","=""0280011""",11,208,198,95.2,198,83,41.9,55,27.8,36,18.2,24,12.1,60,30.3,2570
"Colebrook School District","=""0290011""",03,12,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",04,12,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",05,14,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""",06,14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""",03,"*","*","*","*","*","*",13,36.1,13,36.1,"*","*","*","*","*"
"Columbia School District","=""0300011""",04,58,56,96.6,56,7,12.5,24,42.9,17,30.4,8,14.3,25,44.6,2477
"Columbia School District","=""0300011""",05,39,37,94.9,37,11,29.7,"*","*","*","*",7,18.9,"*","*",2502
"Columbia School District","=""0300011""",06,48,48,100.0,48,"*","*",11,22.9,20,41.7,"*","*","*","*",2547
"Columbia School District","=""0300011""",07,57,57,100.0,56,14,25.0,16,28.6,17,30.4,9,16.1,26,46.4,2553
"Columbia School District","=""0300011""",08,57,53,93.0,53,13,24.5,16,30.2,12,22.6,12,22.6,24,45.3,2565
"Columbia School District","=""0300011""",11,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Common Ground High School District","=""2680013""",11,32,32,100.0,32,14,43.8,8,25.0,"*","*","*","*",10,31.3,2561
"Connecticut Technical High School System","=""9000016""",11,2522,2428,96.3,2428,1507,62.1,699,28.8,200,8.2,22,0.9,222,9.1,2515
"Cooperative Educational Services","=""2430014""",03,68,68,100.0,68,16,23.5,20,29.4,19,27.9,13,19.1,32,47.1,2429
"Cooperative Educational Services","=""2430014""",04,51,51,100.0,51,"*","*",20,39.2,14,27.5,"*","*","*","*",2436
"Cooperative Educational Services","=""2430014""",05,63,62,98.4,62,21,33.9,23,37.1,12,19.4,6,9.7,18,29.0,2475
"Cooperative Educational Services","=""2430014""",06,47,46,97.9,46,"*","*",19,41.3,9,19.6,"*","*","*","*",2501
"Cooperative Educational Services","=""2430014""",07,51,51,100.0,51,29,56.9,"*","*","*","*","*","*","*","*",2456
"Cooperative Educational Services","=""2430014""",08,59,59,100.0,59,32,54.2,17,28.8,10,16.9,0,0.0,"*","*",2474
"Cooperative Educational Services","=""2430014""",11,19,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",03,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",04,11,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",05,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",06,10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",07,19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""",08,15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""",03,119,119,100.0,119,14,11.8,33,27.7,44,37.0,28,23.5,72,60.5,2450
"Coventry School District","=""0320011""",04,121,121,100.0,121,23,19.0,48,39.7,33,27.3,17,14.0,50,41.3,2476
"Coventry School District","=""0320011""",05,125,123,98.4,123,24,19.5,45,36.6,35,28.5,19,15.4,54,43.9,2517
"Coventry School District","=""0320011""",06,131,126,96.2,126,21,16.7,52,41.3,35,27.8,18,14.3,53,42.1,2537
"Coventry School District","=""0320011""",07,136,134,98.5,134,20,14.9,47,35.1,40,29.9,27,20.1,67,50.0,2566
"Coventry School District","=""0320011""",08,120,113,94.2,113,29,25.7,35,31.0,31,27.4,18,15.9,49,43.4,2563
"Coventry School District","=""0320011""",11,130,101,77.7,101,50,49.5,21,20.8,22,21.8,8,7.9,30,29.7,2544
"Cromwell School District","=""0330011""",03,150,150,100.0,150,32,21.3,38,25.3,49,32.7,31,20.7,80,53.3,2437
"Cromwell School District","=""0330011""",04,172,172,100.0,172,42,24.4,59,34.3,53,30.8,18,10.5,71,41.3,2461
"Cromwell School District","=""0330011""",05,156,156,100.0,156,38,24.4,55,35.3,32,20.5,31,19.9,63,40.4,2509
"Cromwell School District","=""0330011""",06,150,150,100.0,150,31,20.7,36,24.0,41,27.3,42,28.0,83,55.3,2554
"Cromwell School District","=""0330011""",07,145,145,100.0,145,31,21.4,47,32.4,44,30.3,23,15.9,67,46.2,2550
"Cromwell School District","=""0330011""",08,157,156,99.4,156,55,35.3,55,35.3,35,22.4,11,7.1,46,29.5,2540
"Cromwell School District","=""0330011""",11,140,137,97.9,137,53,38.7,28,20.4,33,24.1,23,16.8,56,40.9,2589
"Danbury School District","=""0340011""",03,865,856,99.0,856,299,34.9,265,31.0,216,25.2,76,8.9,292,34.1,2406
"Danbury School District","=""0340011""",04,864,857,99.2,857,175,20.4,327,38.2,245,28.6,110,12.8,355,41.4,2466
"Danbury School District","=""0340011""",05,820,816,99.5,815,322,39.5,291,35.7,128,15.7,74,9.1,202,24.8,2477
"Danbury School District","=""0340011""",06,841,804,95.6,804,291,36.2,292,36.3,156,19.4,65,8.1,221,27.5,2499
"Danbury School District","=""0340011""",07,784,717,91.5,715,338,47.3,217,30.3,121,16.9,39,5.5,160,22.4,2488
