"Smarter Balanced Assessments, 2015-16"
"All Districts, Math, All Grades Combined, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"Brass City Charter School District","=""2900013""","Y",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""","Y",446,445,99.8,445,146,32.8,121,27.2,84,18.9,94,21.1,178,40.0
"Bridgeport Achievement First District","=""2850013""","N",95,95,100.0,95,21,22.1,25,26.3,18,18.9,31,32.6,49,51.6
"Bridgeport School District","=""0150011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""","Y",1700,1692,99.5,1692,683,40.4,597,35.3,295,17.4,117,6.9,412,24.3
"Bristol School District","=""0170011""","N",1851,1841,99.5,1841,334,18.1,559,30.4,551,29.9,397,21.6,948,51.5
"Brookfield School District","=""0180011""","Y",93,88,94.6,88,22,25.0,28,31.8,23,26.1,15,17.0,38,43.2
"Brookfield School District","=""0180011""","N",1174,1102,93.9,1102,113,10.3,291,26.4,382,34.7,316,28.7,698,63.3
"Brooklyn School District","=""0190011""","Y",165,161,97.6,161,56,34.8,73,45.3,"*","*","*","*",32,19.9
"Brooklyn School District","=""0190011""","N",356,354,99.4,354,"*","*",136,38.4,102,28.8,"*","*","*","*"
"Canaan School District","=""0210011""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""","Y",86,85,98.8,85,25,29.4,34,40.0,17,20.0,9,10.6,26,30.6
"Canterbury School District","=""0220011""","N",222,218,98.2,218,45,20.6,82,37.6,65,29.8,26,11.9,91,41.7
"Canton School District","=""0230011""","Y",100,99,99.0,99,29,29.3,34,34.3,23,23.2,13,13.1,36,36.4
"Canton School District","=""0230011""","N",693,686,99.0,686,64,9.3,135,19.7,233,34.0,254,37.0,487,71.0
"Capital Preparatory Harbor School Inc. District","=""2970013""","Y",68,68,100.0,68,50,73.5,"*","*","*","*",0,0.0,"*","*"
"Capital Preparatory Harbor School Inc. District","=""2970013""","N",41,41,100.0,41,25,61.0,"*","*","*","*",0,0.0,"*","*"
"Capitol Region Education Council","=""2410014""","Y",1619,1589,98.1,1589,801,50.4,499,31.4,212,13.3,77,4.8,289,18.2
"Capitol Region Education Council","=""2410014""","N",1497,1449,96.8,1449,282,19.5,474,32.7,339,23.4,354,24.4,693,47.8
"Chaplin School District","=""0240011""","Y",40,39,97.5,39,18,46.2,14,35.9,"*","*","*","*",7,17.9
"Chaplin School District","=""0240011""","N",38,37,97.4,37,10,27.0,14,37.8,"*","*","*","*",13,35.1
"Cheshire School District","=""0250011""","Y",191,189,99.0,189,48,25.4,74,39.2,41,21.7,26,13.8,67,35.4
"Cheshire School District","=""0250011""","N",1862,1844,99.0,1844,176,9.5,418,22.7,562,30.5,688,37.3,1250,67.8
"Chester School District","=""0260011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Chester School District","=""0260011""","N",120,119,99.2,119,"*","*","*","*","*","*","*","*","*","*"
"Clinton School District","=""0270011""","Y",205,202,98.5,202,57,28.2,82,40.6,42,20.8,21,10.4,63,31.2
"Clinton School District","=""0270011""","N",697,688,98.7,688,78,11.3,180,26.2,231,33.6,199,28.9,430,62.5
"Colchester School District","=""0280011""","Y",214,214,100.0,214,55,25.7,86,40.2,55,25.7,18,8.4,73,34.1
"Colchester School District","=""0280011""","N",920,914,99.3,914,104,11.4,247,27.0,304,33.3,259,28.3,563,61.6
"Colebrook School District","=""0290011""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*"
"Colebrook School District","=""0290011""","N",40,38,95.0,38,"*","*","*","*","*","*","*","*","*","*"
"Columbia School District","=""0300011""","Y",49,49,100.0,49,15,30.6,23,46.9,"*","*","*","*",11,22.4
"Columbia School District","=""0300011""","N",238,230,96.6,230,"*","*",64,27.8,79,34.3,"*","*","*","*"
"Cooperative Educational Services","=""2430014""","Y",129,129,100.0,129,60,46.5,41,31.8,"*","*","*","*",28,21.7
"Cooperative Educational Services","=""2430014""","N",213,208,97.7,208,63,30.3,61,29.3,"*","*","*","*",84,40.4
"Cornwall School District","=""0310011""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*"
"Cornwall School District","=""0310011""","N",50,48,96.0,48,"*","*","*","*","*","*","*","*","*","*"
"Coventry School District","=""0320011""","Y",150,147,98.0,147,31,21.1,50,34.0,45,30.6,21,14.3,66,44.9
"Coventry School District","=""0320011""","N",603,597,99.0,597,73,12.2,179,30.0,184,30.8,161,27.0,345,57.8
"Cromwell School District","=""0330011""","Y",190,190,100.0,190,75,39.5,75,39.5,30,15.8,10,5.3,40,21.1
"Cromwell School District","=""0330011""","N",733,730,99.6,729,125,17.1,221,30.3,221,30.3,162,22.2,383,52.5
"Danbury School District","=""0340011""","Y",2863,2835,99.0,2833,1036,36.6,1035,36.5,565,19.9,197,7.0,762,26.9
"Danbury School District","=""0340011""","N",2214,2184,98.6,2184,557,25.5,672,30.8,556,25.5,399,18.3,955,43.7
"Darien School District","=""0350011""","Y",55,54,98.2,54,14,25.9,17,31.5,11,20.4,12,22.2,23,42.6
"Darien School District","=""0350011""","N",2227,2200,98.8,2200,77,3.5,304,13.8,589,26.8,1230,55.9,1819,82.7
"Deep River School District","=""0360011""","Y",39,39,100.0,39,"*","*",17,43.6,12,30.8,"*","*","*","*"
"Deep River School District","=""0360011""","N",161,160,99.4,160,"*","*",57,35.6,37,23.1,"*","*","*","*"
"Derby School District","=""0370011""","Y",379,375,98.9,375,203,54.1,109,29.1,50,13.3,13,3.5,63,16.8
"Derby School District","=""0370011""","N",300,298,99.3,298,100,33.6,110,36.9,64,21.5,24,8.1,88,29.5
"East Granby School District","=""0400011""","Y",57,56,98.2,56,23,41.1,16,28.6,"*","*","*","*",17,30.4
"East Granby School District","=""0400011""","N",339,339,100.0,339,"*","*",69,20.4,104,30.7,"*","*","*","*"
"East Haddam School District","=""0410011""","Y",71,69,97.2,69,23,33.3,22,31.9,15,21.7,9,13.0,24,34.8
"East Haddam School District","=""0410011""","N",427,408,95.6,408,89,21.8,111,27.2,107,26.2,101,24.8,208,51.0
"East Hampton School District","=""0420011""","Y",124,117,94.4,117,46,39.3,40,34.2,25,21.4,6,5.1,31,26.5
"East Hampton School District","=""0420011""","N",761,713,93.7,713,129,18.1,248,34.8,217,30.4,119,16.7,336,47.1
"East Hartford School District","=""0430011""","Y",1968,1947,98.9,1942,1155,59.5,533,27.4,197,10.1,57,2.9,254,13.1
"East Hartford School District","=""0430011""","N",944,936,99.2,931,415,44.6,283,30.4,162,17.4,71,7.6,233,25.0
"East Haven School District","=""0440011""","Y",681,675,99.1,674,299,44.4,215,31.9,126,18.7,34,5.0,160,23.7
"East Haven School District","=""0440011""","N",638,632,99.1,632,170,26.9,220,34.8,163,25.8,79,12.5,242,38.3
"East Lyme School District","=""0450011""","Y",210,206,98.1,205,46,22.4,74,36.1,50,24.4,35,17.1,85,41.5
"East Lyme School District","=""0450011""","N",987,960,97.3,960,87,9.1,201,20.9,276,28.8,396,41.3,672,70.0
"East Windsor School District","=""0470011""","Y",218,212,97.2,212,96,45.3,76,35.8,31,14.6,9,4.2,40,18.9
"East Windsor School District","=""0470011""","N",248,247,99.6,247,63,25.5,80,32.4,62,25.1,42,17.0,104,42.1
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Y",32,29,90.6,28,"*","*","*","*",0,0.0,0,0.0,0,0.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","N",13,12,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*"
"Eastford School District","=""0390011""","N",72,72,100.0,72,"*","*","*","*","*","*","*","*","*","*"
"Easton School District","=""0460011""","Y",30,30,100.0,30,"*","*",10,33.3,8,26.7,"*","*","*","*"
"Easton School District","=""0460011""","N",602,579,96.2,579,"*","*",94,16.2,173,29.9,"*","*","*","*"
"Education Connection","=""2420014""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Education Connection","=""2420014""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ellington School District","=""0480011""","Y",134,133,99.3,133,47,35.3,45,33.8,29,21.8,12,9.0,41,30.8
"Ellington School District","=""0480011""","N",1129,1121,99.3,1121,87,7.8,264,23.6,391,34.9,379,33.8,770,68.7
"Elm City College Preparatory School District","=""2890013""","Y",310,310,100.0,310,85,27.4,98,31.6,65,21.0,62,20.0,127,41.0
"Elm City College Preparatory School District","=""2890013""","N",66,66,100.0,66,10,15.2,14,21.2,13,19.7,29,43.9,42,63.6
"Enfield School District","=""0490011""","Y",919,910,99.0,910,300,33.0,336,36.9,212,23.3,62,6.8,274,30.1
"Enfield School District","=""0490011""","N",1311,1305,99.5,1305,214,16.4,481,36.9,405,31.0,205,15.7,610,46.7
"Essex School District","=""0500011""","Y",20,20,100.0,20,"*","*","*","*",10,50.0,"*","*","*","*"
"Essex School District","=""0500011""","N",210,203,96.7,203,"*","*","*","*",72,35.5,"*","*","*","*"
"Fairfield School District","=""0510011""","Y",452,450,99.6,450,149,33.1,171,38.0,88,19.6,42,9.3,130,28.9
"Fairfield School District","=""0510011""","N",4279,4221,98.6,4221,340,8.1,973,23.1,1424,33.7,1484,35.2,2908,68.9
"Farmington School District","=""0520011""","Y",212,212,100.0,212,47,22.2,83,39.2,48,22.6,34,16.0,82,38.7
"Farmington School District","=""0520011""","N",1691,1682,99.5,1682,105,6.2,285,16.9,487,29.0,805,47.9,1292,76.8
"Franklin School District","=""0530011""","Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*"
"Franklin School District","=""0530011""","N",92,90,97.8,90,"*","*","*","*","*","*","*","*","*","*"
"Glastonbury School District","=""0540011""","Y",271,270,99.6,270,75,27.8,91,33.7,73,27.0,31,11.5,104,38.5
"Glastonbury School District","=""0540011""","N",2557,2547,99.6,2547,155,6.1,394,15.5,747,29.3,1251,49.1,1998,78.4
"Granby School District","=""0560011""","Y",88,88,100.0,88,23,26.1,35,39.8,18,20.5,12,13.6,30,34.1
"Granby School District","=""0560011""","N",752,743,98.8,743,58,7.8,182,24.5,228,30.7,275,37.0,503,67.7
"Great Oaks Charter School District","=""2940013""","Y",172,170,98.8,170,117,68.8,41,24.1,"*","*","*","*",12,7.1
"Great Oaks Charter School District","=""2940013""","N",38,37,97.4,37,16,43.2,14,37.8,"*","*","*","*",7,18.9
"Greenwich School District","=""0570011""","Y",584,583,99.8,583,200,34.3,207,35.5,110,18.9,66,11.3,176,30.2
"Greenwich School District","=""0570011""","N",3386,3371,99.6,3371,305,9.0,621,18.4,884,26.2,1561,46.3,2445,72.5
"Griswold School District","=""0580011""","Y",336,332,98.8,332,105,31.6,117,35.2,76,22.9,34,10.2,110,33.1
"Griswold School District","=""0580011""","N",487,483,99.2,483,73,15.1,128,26.5,135,28.0,147,30.4,282,58.4
"Groton School District","=""0590011""","Y",896,889,99.2,888,322,36.3,311,35.0,172,19.4,83,9.3,255,28.7
"Groton School District","=""0590011""","N",1057,1050,99.3,1050,157,15.0,278,26.5,345,32.9,270,25.7,615,58.6
"Guilford School District","=""0600011""","Y",145,145,100.0,145,39,26.9,40,27.6,33,22.8,33,22.8,66,45.5
"Guilford School District","=""0600011""","N",1485,1481,99.7,1478,102,6.9,297,20.1,437,29.6,642,43.4,1079,73.0
"Hamden School District","=""0620011""","Y",1056,1040,98.5,1040,497,47.8,326,31.3,161,15.5,56,5.4,217,20.9
"Hamden School District","=""0620011""","N",1376,1351,98.2,1351,282,20.9,376,27.8,380,28.1,313,23.2,693,51.3
"Hampton School District","=""0630011""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*"
"Hampton School District","=""0630011""","N",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*"
"Hartford School District","=""0640011""","Y",7909,7738,97.8,7734,4840,62.6,1949,25.2,674,8.7,271,3.5,945,12.2
"Hartford School District","=""0640011""","N",1460,1444,98.9,1443,491,34.0,433,30.0,292,20.2,227,15.7,519,36.0
"Hartland School District","=""0650011""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*"
"Hartland School District","=""0650011""","N",111,110,99.1,110,"*","*","*","*","*","*","*","*","*","*"
"Hebron School District","=""0670011""","Y",45,45,100.0,45,"*","*",16,35.6,12,26.7,"*","*","*","*"
"Hebron School District","=""0670011""","N",392,392,100.0,392,"*","*",108,27.6,165,42.1,"*","*","*","*"
"Highville Charter School District","=""2860013""","Y",142,142,100.0,142,59,41.5,59,41.5,"*","*","*","*",24,16.9
"Highville Charter School District","=""2860013""","N",89,89,100.0,89,43,48.3,24,27.0,"*","*","*","*",22,24.7
"Integrated Day Charter School District","=""2640013""","Y",70,69,98.6,69,27,39.1,23,33.3,10,14.5,9,13.0,19,27.5
"Integrated Day Charter School District","=""2640013""","N",129,124,96.1,123,42,34.1,42,34.1,28,22.8,11,8.9,39,31.7
"Interdistrict School for Arts and Comm District","=""2650013""","Y",184,181,98.4,181,120,66.3,53,29.3,"*","*","*","*",8,4.4
"Interdistrict School for Arts and Comm District","=""2650013""","N",78,77,98.7,77,37,48.1,23,29.9,"*","*","*","*",17,22.1
"Jumoke Academy District","=""2610013""","Y",277,277,100.0,277,144,52.0,90,32.5,36,13.0,7,2.5,43,15.5
"Jumoke Academy District","=""2610013""","N",142,142,100.0,142,49,34.5,51,35.9,27,19.0,15,10.6,42,29.6
"Kent School District","=""0680011""","Y",21,21,100.0,21,"*","*",7,33.3,6,28.6,"*","*","*","*"
"Kent School District","=""0680011""","N",137,130,94.9,130,"*","*",28,21.5,54,41.5,"*","*","*","*"
"Killingly School District","=""0690011""","Y",480,465,96.9,465,170,36.6,164,35.3,104,22.4,27,5.8,131,28.2
"Killingly School District","=""0690011""","N",532,516,97.0,516,110,21.3,191,37.0,149,28.9,66,12.8,215,41.7
"Learn","=""2450014""","Y",229,226,98.7,226,108,47.8,74,32.7,33,14.6,11,4.9,44,19.5
"Learn","=""2450014""","N",189,187,98.9,187,50,26.7,60,32.1,44,23.5,33,17.6,77,41.2
"Lebanon School District","=""0710011""","Y",101,97,96.0,97,29,29.9,29,29.9,27,27.8,12,12.4,39,40.2
"Lebanon School District","=""0710011""","N",357,342,95.8,342,38,11.1,91,26.6,124,36.3,89,26.0,213,62.3
"Ledyard School District","=""0720011""","Y",212,212,100.0,211,59,28.0,81,38.4,53,25.1,18,8.5,71,33.6
"Ledyard School District","=""0720011""","N",798,792,99.2,791,125,15.8,264,33.4,225,28.4,177,22.4,402,50.8
"Lisbon School District","=""0730011""","Y",63,62,98.4,62,23,37.1,25,40.3,"*","*","*","*",14,22.6
"Lisbon School District","=""0730011""","N",189,187,98.9,187,"*","*",69,36.9,61,32.6,"*","*","*","*"
"Litchfield School District","=""0740011""","Y",62,62,100.0,62,12,19.4,21,33.9,13,21.0,16,25.8,29,46.8
"Litchfield School District","=""0740011""","N",375,370,98.7,370,28,7.6,77,20.8,108,29.2,157,42.4,265,71.6
"Madison School District","=""0760011""","Y",50,48,96.0,48,9,18.8,16,33.3,10,20.8,13,27.1,23,47.9
"Madison School District","=""0760011""","N",1283,1156,90.1,1156,127,11.0,289,25.0,387,33.5,353,30.5,740,64.0
"Manchester School District","=""0770011""","Y",1596,1575,98.7,1574,840,53.4,438,27.8,216,13.7,80,5.1,296,18.8
"Manchester School District","=""0770011""","N",1082,1066,98.5,1066,249,23.4,330,31.0,291,27.3,196,18.4,487,45.7
"Mansfield School District","=""0780011""","Y",206,199,96.6,199,36,18.1,51,25.6,59,29.6,53,26.6,112,56.3
"Mansfield School District","=""0780011""","N",610,562,92.1,562,32,5.7,105,18.7,160,28.5,265,47.2,425,75.6
"Marlborough School District","=""0790011""","Y",34,34,100.0,34,10,29.4,9,26.5,8,23.5,7,20.6,15,44.1
"Marlborough School District","=""0790011""","N",307,305,99.3,305,11,3.6,57,18.7,99,32.5,138,45.2,237,77.7
"Meriden School District","=""0800011""","Y",2333,2291,98.2,2290,1165,50.9,677,29.6,319,13.9,129,5.6,448,19.6
"Meriden School District","=""0800011""","N",1077,1063,98.7,1063,300,28.2,352,33.1,249,23.4,162,15.2,411,38.7
"Middletown School District","=""0830011""","Y",959,954,99.5,954,465,48.7,296,31.0,144,15.1,49,5.1,193,20.2
"Middletown School District","=""0830011""","N",1132,1130,99.8,1129,220,19.5,298,26.4,323,28.6,288,25.5,611,54.1
"Milford School District","=""0840011""","Y",642,630,98.1,630,219,34.8,222,35.2,133,21.1,56,8.9,189,30.0
"Milford School District","=""0840011""","N",2109,2059,97.6,2059,276,13.4,585,28.4,648,31.5,550,26.7,1198,58.2
"Monroe School District","=""0850011""","Y",106,106,100.0,106,27,25.5,24,22.6,31,29.2,24,22.6,55,51.9
"Monroe School District","=""0850011""","N",1343,1330,99.0,1330,130,9.8,296,22.3,438,32.9,466,35.0,904,68.0
"Montville School District","=""0860011""","Y",411,410,99.8,410,116,28.3,148,36.1,108,26.3,38,9.3,146,35.6
"Montville School District","=""0860011""","N",636,633,99.5,633,102,16.1,192,30.3,188,29.7,151,23.9,339,53.6
"Naugatuck School District","=""0880011""","Y",984,978,99.4,978,429,43.9,323,33.0,155,15.8,71,7.3,226,23.1
"Naugatuck School District","=""0880011""","N",974,973,99.9,973,250,25.7,322,33.1,261,26.8,140,14.4,401,41.2
"New Beginnings Inc., Family Academy District","=""2800013""","Y",218,218,100.0,218,"*","*","*","*","*","*","*","*","*","*"
"New Beginnings Inc., Family Academy District","=""2800013""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*"
"New Britain School District","=""0890011""","Y",3574,3548,99.3,3547,2358,66.5,825,23.3,282,8.0,82,2.3,364,10.3
"New Britain School District","=""0890011""","N",760,756,99.5,755,347,46.0,229,30.3,127,16.8,52,6.9,179,23.7
"New Canaan School District","=""0900011""","N",2033,2017,99.2,2017,87,4.3,335,16.6,560,27.8,1035,51.3,1595,79.1
"New Fairfield School District","=""0910011""","Y",107,94,87.9,94,19,20.2,32,34.0,28,29.8,15,16.0,43,45.7
"New Fairfield School District","=""0910011""","N",964,878,91.1,877,98,11.2,225,25.7,278,31.7,276,31.5,554,63.2
"New Hartford School District","=""0920011""","Y",29,27,93.1,27,"*","*",15,55.6,8,29.6,"*","*","*","*"
"New Hartford School District","=""0920011""","N",266,256,96.2,256,"*","*",73,28.5,90,35.2,"*","*","*","*"
"New Haven School District","=""0930011""","Y",5428,5378,99.1,5374,3068,57.1,1653,30.8,529,9.8,124,2.3,653,12.2
"New Haven School District","=""0930011""","N",3641,3579,98.3,3569,1462,41.0,1107,31.0,603,16.9,397,11.1,1000,28.0
"New London School District","=""0950011""","Y",1197,1184,98.9,1180,661,56.0,351,29.7,133,11.3,35,3.0,168,14.2
"New London School District","=""0950011""","N",257,254,98.8,254,95,37.4,72,28.3,52,20.5,35,13.8,87,34.3
"New Milford School District","=""0960011""","Y",465,438,94.2,438,162,37.0,137,31.3,106,24.2,33,7.5,139,31.7
"New Milford School District","=""0960011""","N",1512,1397,92.4,1397,261,18.7,418,29.9,408,29.2,310,22.2,718,51.4
"Newington School District","=""0940011""","Y",444,443,99.8,443,126,28.4,152,34.3,115,26.0,50,11.3,165,37.2
"Newington School District","=""0940011""","N",1456,1449,99.5,1449,244,16.8,410,28.3,440,30.4,355,24.5,795,54.9
"Newtown School District","=""0970011""","Y",158,155,98.1,155,32,20.6,44,28.4,51,32.9,28,18.1,79,51.0
"Newtown School District","=""0970011""","N",1924,1907,99.1,1907,133,7.0,394,20.7,580,30.4,800,42.0,1380,72.4
"Norfolk School District","=""0980011""","Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","N",49,49,100.0,49,"*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Y",154,149,96.8,149,37,24.8,60,40.3,37,24.8,15,10.1,52,34.9
"North Branford School District","=""0990011""","N",723,693,95.9,693,129,18.6,221,31.9,199,28.7,144,20.8,343,49.5
"North Canaan School District","=""1000011""","Y",44,44,100.0,44,13,29.5,13,29.5,11,25.0,7,15.9,18,40.9
"North Canaan School District","=""1000011""","N",113,111,98.2,111,18,16.2,35,31.5,42,37.8,16,14.4,58,52.3
"North Haven School District","=""1010011""","Y",237,229,96.6,229,61,26.6,73,31.9,60,26.2,35,15.3,95,41.5
"North Haven School District","=""1010011""","N",1244,1211,97.3,1211,120,9.9,321,26.5,361,29.8,409,33.8,770,63.6
"North Stonington School District","=""1020011""","Y",50,49,98.0,49,9,18.4,14,28.6,12,24.5,14,28.6,26,53.1
"North Stonington School District","=""1020011""","N",290,288,99.3,288,20,6.9,61,21.2,82,28.5,125,43.4,207,71.9
"Norwalk School District","=""1030011""","Y",2791,2781,99.6,2781,1305,46.9,867,31.2,454,16.3,155,5.6,609,21.9
"Norwalk School District","=""1030011""","N",2288,2251,98.4,2246,477,21.2,675,30.1,572,25.5,522,23.2,1094,48.7
"Norwich School District","=""1040011""","Y",1710,1686,98.6,1685,868,51.5,527,31.3,203,12.0,87,5.2,290,17.2
"Norwich School District","=""1040011""","N",492,477,97.0,476,132,27.7,179,37.6,112,23.5,53,11.1,165,34.7
"Odyssey Community School District","=""2630013""","Y",68,68,100.0,68,30,44.1,18,26.5,"*","*","*","*",20,29.4
"Odyssey Community School District","=""2630013""","N",148,147,99.3,147,"*","*",48,32.7,41,27.9,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Y",125,122,97.6,122,31,25.4,46,37.7,30,24.6,15,12.3,45,36.9
"Old Saybrook School District","=""1060011""","N",492,486,98.8,486,52,10.7,148,30.5,147,30.2,139,28.6,286,58.8
"Orange School District","=""1070011""","Y",40,39,97.5,39,"*","*",18,46.2,9,23.1,"*","*","*","*"
"Orange School District","=""1070011""","N",694,680,98.0,680,"*","*",150,22.1,259,38.1,"*","*","*","*"
"Oxford School District","=""1080011""","Y",87,85,97.7,85,32,37.6,23,27.1,19,22.4,11,12.9,30,35.3
"Oxford School District","=""1080011""","N",876,862,98.4,862,126,14.6,263,30.5,276,32.0,197,22.9,473,54.9
"Park City Prep Charter School District","=""2830013""","Y",268,267,99.6,267,125,46.8,96,36.0,29,10.9,17,6.4,46,17.2
"Park City Prep Charter School District","=""2830013""","N",80,79,98.8,79,24,30.4,25,31.6,20,25.3,10,12.7,30,38.0
"Plainfield School District","=""1090011""","Y",551,543,98.5,543,144,26.5,212,39.0,137,25.2,50,9.2,187,34.4
"Plainfield School District","=""1090011""","N",477,474,99.4,474,77,16.2,154,32.5,151,31.9,92,19.4,243,51.3
"Plainville School District","=""1100011""","Y",352,351,99.7,351,114,32.5,116,33.0,86,24.5,35,10.0,121,34.5
"Plainville School District","=""1100011""","N",692,691,99.9,691,129,18.7,234,33.9,192,27.8,136,19.7,328,47.5
"Plymouth School District","=""1110011""","Y",224,223,99.6,223,84,37.7,66,29.6,49,22.0,24,10.8,73,32.7
"Plymouth School District","=""1110011""","N",440,434,98.6,434,66,15.2,145,33.4,128,29.5,95,21.9,223,51.4
"Pomfret School District","=""1120011""","Y",55,55,100.0,55,8,14.5,23,41.8,14,25.5,10,18.2,24,43.6
"Pomfret School District","=""1120011""","N",223,223,100.0,220,20,9.1,53,24.1,65,29.5,82,37.3,147,66.8
"Portland School District","=""1130011""","Y",139,138,99.3,138,39,28.3,44,31.9,34,24.6,21,15.2,55,39.9
