"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA, All Grades, English Learner Status (EL)"

"",,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",,""
"Andover School District","=""0010011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",05,"N",44,42,95.5,42,"*","*","*","*",11,26.2,25,59.5,36,85.7,2580
"Andover School District","=""0010011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Andover School District","=""0010011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",03,"N",166,164,98.8,164,"*","*","*","*","*","*","*","*","*","*",2407
"Ansonia School District","=""0020011""",03,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",03,"N",89,87,97.8,87,36,41.4,24,27.6,12,13.8,15,17.2,27,31.0,2392
"Area Cooperative Educational Services","=""2440014""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",05,"N",97,96,99.0,96,49,51.0,17,17.7,24,25.0,6,6.3,30,31.3,2444
"Area Cooperative Educational Services","=""2440014""",06,"N",333,333,100.0,333,"*","*","*","*","*","*","*","*","*","*",2501
"Area Cooperative Educational Services","=""2440014""",06,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",07,"N",312,308,98.7,308,"*","*","*","*","*","*","*","*","*","*",2529
"Area Cooperative Educational Services","=""2440014""",07,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""",08,"N",303,300,99.0,299,"*","*","*","*","*","*","*","*","*","*",2545
"Area Cooperative Educational Services","=""2440014""",08,"Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",03,"N",30,30,100.0,30,"*","*",10,33.3,"*","*",10,33.3,"*","*",2449
"Ashford School District","=""0030011""",04,"N",42,42,100.0,42,6,14.3,6,14.3,14,33.3,16,38.1,30,71.4,2498
"Ashford School District","=""0030011""",05,"N",38,37,97.4,37,"*","*","*","*",13,35.1,16,43.2,29,78.4,2563
"Ashford School District","=""0030011""",06,"N",36,36,100.0,36,10,27.8,7,19.4,13,36.1,6,16.7,19,52.8,2516
"Ashford School District","=""0030011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Ashford School District","=""0030011""",08,"N",36,36,100.0,36,6,16.7,9,25.0,15,41.7,6,16.7,21,58.3,2584
"Avon School District","=""0040011""",03,"N",225,225,100.0,225,"*","*","*","*","*","*","*","*","*","*",2499
"Avon School District","=""0040011""",03,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",04,"N",210,209,99.5,209,"*","*","*","*","*","*","*","*","*","*",2547
"Avon School District","=""0040011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",05,"N",265,265,100.0,265,"*","*","*","*","*","*","*","*","*","*",2571
"Avon School District","=""0040011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""",03,"N",36,35,97.2,35,"*","*","*","*",13,37.1,9,25.7,22,62.9,2445
"Barkhamsted School District","=""0050011""",04,"N",48,45,93.8,45,9,20.0,8,17.8,14,31.1,14,31.1,28,62.2,2492
"Barkhamsted School District","=""0050011""",05,"N",47,45,95.7,45,"*","*","*","*",14,31.1,16,35.6,30,66.7,2547
"Barkhamsted School District","=""0050011""",06,"N",45,44,97.8,44,"*","*","*","*",16,36.4,15,34.1,31,70.5,2578
"Berlin School District","=""0070011""",03,"N",192,192,100.0,192,"*","*","*","*","*","*","*","*","*","*",2465
"Berlin School District","=""0070011""",03,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",04,"N",182,179,98.4,179,"*","*","*","*","*","*","*","*","*","*",2499
"Berlin School District","=""0070011""",04,"Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""",03,"N",58,55,94.8,55,9,16.4,14,25.5,12,21.8,20,36.4,32,58.2,2450
"Bethany School District","=""0080011""",04,"N",52,51,98.1,51,8,15.7,11,21.6,13,25.5,19,37.3,32,62.7,2504
"Bethany School District","=""0080011""",05,"N",59,56,94.9,56,"*","*","*","*",20,35.7,25,44.6,45,80.4,2569
"Bethany School District","=""0080011""",06,"N",63,62,98.4,62,9,14.5,16,25.8,25,40.3,12,19.4,37,59.7,2549
"Bethel School District","=""0090011""",03,"N",236,234,99.2,234,"*","*","*","*","*","*","*","*","*","*",2469
"Bethel School District","=""0090011""",03,"Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",04,"N",202,200,99.0,200,"*","*","*","*","*","*","*","*","*","*",2503
"Bethel School District","=""0090011""",04,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",05,"N",204,203,99.5,203,"*","*","*","*","*","*","*","*","*","*",2544
"Bethel School District","=""0090011""",05,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",07,"N",240,240,100.0,240,"*","*","*","*","*","*","*","*","*","*",2603
"Bethel School District","=""0090011""",07,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",06,"N",120,120,100.0,120,25,20.8,27,22.5,50,41.7,18,15.0,68,56.7,2529
"Bloomfield School District","=""0110011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bloomfield School District","=""0110011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bolton School District","=""0120011""",04,"N",54,54,100.0,54,"*","*","*","*",11,20.4,33,61.1,44,81.5,2538
"Bolton School District","=""0120011""",05,"N",69,67,97.1,67,"*","*","*","*",23,34.3,29,43.3,52,77.6,2550
"Bolton School District","=""0120011""",06,"N",63,62,98.4,62,"*","*","*","*",24,38.7,27,43.5,51,82.3,2596
"Bolton School District","=""0120011""",07,"N",65,63,96.9,63,7,11.1,8,12.7,31,49.2,17,27.0,48,76.2,2591
"Bolton School District","=""0120011""",08,"N",50,50,100.0,50,"*","*","*","*",24,48.0,13,26.0,37,74.0,2612
"Bozrah School District","=""0130011""",03,"N",24,23,95.8,23,"*","*",10,43.5,6,26.1,"*","*","*","*",2402
"Bozrah School District","=""0130011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",05,"N",29,29,100.0,29,7,24.1,6,20.7,10,34.5,6,20.7,16,55.2,2503
"Bozrah School District","=""0130011""",06,"N",21,21,100.0,21,"*","*",9,42.9,7,33.3,"*","*","*","*",2519
"Bozrah School District","=""0130011""",07,"N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*"
"Bozrah School District","=""0130011""",08,"N",22,22,100.0,21,"*","*","*","*",8,38.1,6,28.6,14,66.7,2603
"Branford School District","=""0140011""",03,"N",214,213,99.5,212,19,9.0,49,23.1,56,26.4,88,41.5,144,67.9,2467
"Branford School District","=""0140011""",03,"Y",24,24,100.0,23,7,30.4,9,39.1,7,30.4,0,0.0,7,30.4,2396
"Branford School District","=""0140011""",04,"N",213,213,100.0,210,"*","*","*","*","*","*","*","*","*","*",2507
"Branford School District","=""0140011""",04,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",05,"N",216,215,99.5,214,"*","*","*","*","*","*","*","*","*","*",2546
"Branford School District","=""0140011""",05,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brass City Charter School District","=""2900013""",03,"N",39,39,100.0,39,"*","*","*","*",12,30.8,20,51.3,32,82.1,2498
"Bridgeport Achievement First District","=""2850013""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",05,"N",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*",2486
"Bridgeport Achievement First District","=""2850013""",05,"Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",07,"N",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*",2522
"Bridgeport Achievement First District","=""2850013""",07,"Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport Achievement First District","=""2850013""",08,"N",77,77,100.0,77,"*","*","*","*","*","*","*","*","*","*",2583
"Bridgeport Achievement First District","=""2850013""",08,"Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*"
"Bridgeport School District","=""0150011""",03,"N",1566,1561,99.7,1561,839,53.7,381,24.4,"*","*","*","*",341,21.8,2370
"Bridgeport School District","=""0150011""",03,"Y",246,246,100.0,244,192,78.7,37,15.2,"*","*","*","*",15,6.1,2326
"Bridgeport School District","=""0150011""",04,"N",1521,1518,99.8,1517,863,56.9,313,20.6,"*","*","*","*",341,22.5,2405
"Bridgeport School District","=""0150011""",04,"Y",233,233,100.0,233,208,89.3,16,6.9,"*","*","*","*",9,3.9,2347
"Bridgeport School District","=""0150011""",05,"N",1386,1382,99.7,1378,714,51.8,314,22.8,268,19.4,82,6.0,350,25.4,2441
"Bridgeport School District","=""0150011""",05,"Y",199,199,100.0,199,160,80.4,24,12.1,15,7.5,0,0.0,15,7.5,2385
"Bridgeport School District","=""0150011""",06,"N",1178,1167,99.1,1166,507,43.5,362,31.0,"*","*","*","*","*","*",2472
"Bridgeport School District","=""0150011""",06,"Y",205,205,100.0,205,171,83.4,"*","*","*","*",0,0.0,"*","*",2390
"Bridgeport School District","=""0150011""",07,"N",1203,1192,99.1,1191,515,43.2,330,27.7,"*","*","*","*","*","*",2499
"Bridgeport School District","=""0150011""",07,"Y",181,181,100.0,181,155,85.6,"*","*","*","*",0,0.0,"*","*",2411
"Bridgeport School District","=""0150011""",08,"N",1275,1259,98.7,1259,521,41.4,370,29.4,"*","*","*","*","*","*",2510
"Bridgeport School District","=""0150011""",08,"Y",180,179,99.4,179,149,83.2,"*","*","*","*",0,0.0,"*","*",2424
"Bristol School District","=""0170011""",03,"N",559,559,100.0,559,130,23.3,146,26.1,"*","*","*","*",283,50.6,2434
"Bristol School District","=""0170011""",03,"Y",34,34,100.0,34,13,38.2,14,41.2,"*","*","*","*",7,20.6,2375
"Bristol School District","=""0170011""",04,"N",535,532,99.4,532,130,24.4,"*","*",133,25.0,"*","*","*","*",2482
"Bristol School District","=""0170011""",04,"Y",40,40,100.0,40,24,60.0,9,22.5,"*","*","*","*",7,17.5,2397
"Bristol School District","=""0170011""",05,"N",618,615,99.5,615,127,20.7,"*","*","*","*",146,23.7,"*","*",2516
"Bristol School District","=""0170011""",05,"Y",29,29,100.0,29,19,65.5,"*","*","*","*",0,0.0,"*","*",2409
"Bristol School District","=""0170011""",06,"N",546,545,99.8,545,"*","*","*","*","*","*","*","*","*","*",2533
"Bristol School District","=""0170011""",06,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""",07,"N",587,584,99.5,584,"*","*","*","*","*","*","*","*","*","*",2553
"Bristol School District","=""0170011""",07,"Y",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*"
"Bristol School District","=""0170011""",08,"N",550,546,99.3,546,"*","*","*","*","*","*","*","*","*","*",2576
"Bristol School District","=""0170011""",08,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",03,"N",177,169,95.5,169,"*","*","*","*","*","*","*","*","*","*",2467
"Brookfield School District","=""0180011""",03,"Y",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",04,"N",217,207,95.4,207,"*","*","*","*","*","*","*","*","*","*",2511
"Brookfield School District","=""0180011""",04,"Y",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",06,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",06,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",07,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",07,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brookfield School District","=""0180011""",08,"N",195,189,96.9,189,"*","*","*","*","*","*","*","*","*","*",2623
"Brookfield School District","=""0180011""",08,"Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",04,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",04,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Brooklyn School District","=""0190011""",05,"N",104,104,100.0,104,13,12.5,17,16.3,39,37.5,35,33.7,74,71.2,2541
"Brooklyn School District","=""0190011""",06,"N",81,80,98.8,80,7,8.8,14,17.5,36,45.0,23,28.8,59,73.8,2574
"Brooklyn School District","=""0190011""",07,"N",80,79,98.8,79,6,7.6,16,20.3,35,44.3,22,27.8,57,72.2,2594
"Brooklyn School District","=""0190011""",08,"N",109,107,98.2,107,7,6.5,25,23.4,52,48.6,23,21.5,75,70.1,2606
"Canaan School District","=""0210011""",03,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",04,"N",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",06,"N",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",07,"N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canaan School District","=""0210011""",08,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canterbury School District","=""0220011""",03,"N",41,40,97.6,40,8,20.0,14,35.0,10,25.0,8,20.0,18,45.0,2429
"Canterbury School District","=""0220011""",04,"N",39,39,100.0,39,6,15.4,8,20.5,12,30.8,13,33.3,25,64.1,2495
"Canterbury School District","=""0220011""",05,"N",53,51,96.2,51,9,17.6,10,19.6,20,39.2,12,23.5,32,62.7,2519
"Canterbury School District","=""0220011""",06,"N",36,35,97.2,35,"*","*",14,40.0,11,31.4,"*","*","*","*",2544
"Canterbury School District","=""0220011""",07,"N",76,75,98.7,75,13,17.3,23,30.7,27,36.0,12,16.0,39,52.0,2560
"Canterbury School District","=""0220011""",08,"N",63,63,100.0,63,11,17.5,17,27.0,25,39.7,10,15.9,35,55.6,2580
"Canton School District","=""0230011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",03,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",04,"N",117,115,98.3,115,12,10.4,14,12.2,35,30.4,54,47.0,89,77.4,2523
"Canton School District","=""0230011""",05,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",05,"Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Canton School District","=""0230011""",06,"N",138,138,100.0,138,9,6.5,20,14.5,57,41.3,52,37.7,109,79.0,2584
"Canton School District","=""0230011""",07,"N",142,140,98.6,140,15,10.7,24,17.1,57,40.7,44,31.4,101,72.1,2602
"Canton School District","=""0230011""",08,"N",141,140,99.3,140,"*","*","*","*",54,38.6,46,32.9,100,71.4,2622
"Capital Preparatory Harbor School Inc. District","=""2970013""",06,"N",34,34,100.0,34,14,41.2,12,35.3,"*","*","*","*",8,23.5,2474
"Capital Preparatory Harbor School Inc. District","=""2970013""",07,"N",38,38,100.0,38,17,44.7,10,26.3,"*","*","*","*",11,28.9,2506
"Capital Preparatory Harbor School Inc. District","=""2970013""",08,"N",38,38,100.0,38,"*","*",12,31.6,14,36.8,"*","*","*","*",2535
"Capitol Region Education Council","=""2410014""",03,"N",436,419,96.1,419,"*","*",108,25.8,"*","*",115,27.4,"*","*",2432
"Capitol Region Education Council","=""2410014""",03,"Y",28,28,100.0,28,17,60.7,"*","*","*","*",0,0.0,"*","*",2349
"Capitol Region Education Council","=""2410014""",04,"N",347,341,98.3,341,"*","*","*","*","*","*","*","*","*","*",2477
"Capitol Region Education Council","=""2410014""",04,"Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""",05,"N",304,302,99.3,302,"*","*","*","*","*","*","*","*","*","*",2505
"Capitol Region Education Council","=""2410014""",05,"Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*"
"Capitol Region Education Council","=""2410014""",06,"N",609,595,97.7,594,165,27.8,"*","*","*","*",72,12.1,"*","*",2515
"Capitol Region Education Council","=""2410014""",06,"Y",28,28,100.0,28,23,82.1,"*","*","*","*",0,0.0,"*","*",2406
"Capitol Region Education Council","=""2410014""",07,"N",658,651,98.9,651,151,23.2,168,25.8,"*","*","*","*","*","*",2549
"Capitol Region Education Council","=""2410014""",07,"Y",28,28,100.0,28,18,64.3,"*","*","*","*",0,0.0,"*","*",2441
"Capitol Region Education Council","=""2410014""",08,"N",629,621,98.7,621,137,22.1,"*","*",226,36.4,"*","*","*","*",2572
"Capitol Region Education Council","=""2410014""",08,"Y",21,21,100.0,21,"*","*","*","*",0,0.0,0,0.0,0,0.0,2427
"Chaplin School District","=""0240011""",03,"N",23,23,100.0,23,"*","*","*","*",7,30.4,8,34.8,15,65.2,2447
"Chaplin School District","=""0240011""",04,"N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Chaplin School District","=""0240011""",05,"N",22,22,100.0,22,"*","*","*","*",8,36.4,6,27.3,14,63.6,2527
"Chaplin School District","=""0240011""",06,"N",17,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*"
"Cheshire School District","=""0250011""",03,"N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
