"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Math","Non-High Needs",37,2519,2531,11,"32.4%","47.4%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"ELA","High Needs",135,2498,2512,14,"27.4%","44.8%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"ELA","Non-High Needs",34,2558,2586,28,"41.2%","58.5%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Math","High Needs",135,2489,2502,13,"39.3%","55.0%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Math","Non-High Needs",33,2543,2559,16,"30.3%","50.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"ELA","High Needs",57,2399,2438,40,"28.1%","57.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"ELA","Non-High Needs",22,2438,2481,43,"31.8%","58.8%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Math","High Needs",57,2414,2440,27,"17.5%","49.6%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Math","Non-High Needs",22,2444,2476,32,"22.7%","58.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"ELA","High Needs",65,2430,2450,20,"12.3%","40.7%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"ELA","Non-High Needs",15,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Math","High Needs",65,2424,2431,7,"16.9%","39.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Math","Non-High Needs",15,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"ELA","High Needs",59,2445,2476,31,"33.9%","58.0%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"ELA","Non-High Needs",26,2516,2538,23,"30.8%","54.6%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Math","High Needs",59,2433,2480,47,"61.0%","82.5%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Math","Non-High Needs",26,2485,2530,45,"57.7%","78.9%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"ELA","High Needs",56,2394,2442,48,"35.7%","62.4%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"ELA","Non-High Needs",20,2454,2493,39,"35.0%","58.8%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Math","High Needs",56,2393,2445,52,"32.1%","72.0%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Math","Non-High Needs",20,2437,2488,51,"30.0%","74.4%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"ELA","High Needs",59,2413,2432,19,"18.6%","45.7%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"ELA","Non-High Needs",31,2479,2511,31,"32.3%","60.3%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Math","High Needs",59,2433,2427,-6,"18.6%","29.9%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Math","Non-High Needs",32,2479,2491,12,"31.3%","53.5%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"ELA","High Needs",55,2461,2505,44,"50.9%","70.5%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"ELA","Non-High Needs",19,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Math","High Needs",55,2443,2492,48,"58.2%","78.2%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Math","Non-High Needs",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"ELA","High Needs",25,2301,2332,31,"16.0%","43.2%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Math","High Needs",25,2293,2320,27,"8.0%","42.7%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"ELA","High Needs",20,2331,2352,21,"10.0%","37.4%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Math","High Needs",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"ELA","High Needs",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Math","High Needs",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"ELA","High Needs",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Math","High Needs",15,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"ELA","High Needs",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Math","High Needs",18,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"ELA","High Needs",161,2471,2472,1,"19.3%","35.8%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"ELA","Non-High Needs",79,2549,2543,-6,"25.3%","44.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Math","High Needs",162,2451,2455,4,"19.8%","39.5%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Math","Non-High Needs",80,2514,2528,14,"35.0%","50.4%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"ELA","High Needs",165,2480,2502,22,"29.7%","50.5%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"ELA","Non-High Needs",75,2542,2569,27,"37.3%","61.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Math","High Needs",165,2454,2493,38,"47.3%","68.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Math","Non-High Needs",75,2525,2574,49,"65.3%","83.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"ELA","High Needs",134,2501,2514,13,"26.9%","46.1%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"ELA","Non-High Needs",80,2569,2593,24,"42.5%","58.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Math","High Needs",134,2462,2470,8,"26.1%","43.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Math","Non-High Needs",80,2559,2575,16,"43.8%","59.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"ELA","High Needs",43,2385,2418,33,"25.6%","49.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"ELA","Non-High Needs",26,2420,2464,43,"46.2%","63.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Math","High Needs",43,2370,2409,39,"25.6%","56.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Math","Non-High Needs",26,2422,2460,37,"19.2%","59.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"ELA","High Needs",41,2413,2450,38,"17.1%","50.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"ELA","Non-High Needs",28,2449,2507,59,"42.9%","76.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Math","High Needs",41,2404,2407,3,"12.2%","36.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Math","Non-High Needs",28,2434,2456,21,"42.9%","59.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"ELA","High Needs",44,2455,2494,39,"43.2%","64.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"ELA","Non-High Needs",27,2537,2569,32,"48.1%","65.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Math","High Needs",44,2423,2436,13,"34.1%","51.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Math","Non-High Needs",27,2485,2523,39,"44.4%","67.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"ELA","High Needs",36,2473,2530,57,"50.0%","74.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"ELA","Non-High Needs",23,2565,2597,32,"43.5%","63.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Math","High Needs",36,2434,2482,48,"55.6%","77.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Math","Non-High Needs",23,2519,2566,47,"65.2%","84.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"ELA","High Needs",41,2528,2556,28,"36.6%","58.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"ELA","Non-High Needs",25,2536,2575,40,"32.0%","62.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Math","High Needs",41,2474,2497,23,"41.5%","54.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Math","Non-High Needs",25,2524,2529,5,"40.0%","53.9%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"ELA","High Needs",17,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"ELA","Non-High Needs",24,2503,2535,32,"33.3%","57.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Math","High Needs",16,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Math","Non-High Needs",24,2483,2529,46,"45.8%","72.0%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"ELA","High Needs",9,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"ELA","Non-High Needs",28,2552,2568,16,"42.9%","61.9%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Math","High Needs",9,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Math","Non-High Needs",28,2534,2504,-30,"0.0%","8.1%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"ELA","High Needs",15,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"ELA","Non-High Needs",21,2525,2550,25,"38.1%","59.5%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Math","High Needs",15,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Math","Non-High Needs",21,2496,2512,16,"19.0%","41.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"ELA","High Needs",16,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"ELA","Non-High Needs",30,2554,2600,47,"50.0%","73.7%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Math","High Needs",16,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Math","Non-High Needs",30,2513,2587,74,"80.0%","94.3%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"ELA","High Needs",18,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"ELA","Non-High Needs",16,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Math","High Needs",18,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Math","Non-High Needs",16,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"ELA","High Needs",36,2491,2536,45,"47.2%","70.2%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"ELA","Non-High Needs",220,2613,2650,37,"60.9%","76.3%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Math","High Needs",37,2479,2527,48,"45.9%","72.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Math","Non-High Needs",219,2616,2657,40,"66.7%","84.3%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"ELA","High Needs",41,2536,2545,9,"31.7%","45.1%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"ELA","Non-High Needs",221,2626,2652,26,"53.4%","68.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Math","High Needs",41,2524,2537,13,"36.6%","51.5%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Math","Non-High Needs",221,2642,2680,38,"72.9%","85.5%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"ELA","High Needs",9,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"ELA","Non-High Needs",93,2513,2552,40,"51.6%","70.4%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Math","High Needs",13,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Math","Non-High Needs",93,2500,2545,45,"46.2%","72.0%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"ELA","High Needs",10,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"ELA","Non-High Needs",89,2510,2561,51,"61.8%","77.6%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Math","High Needs",9,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Math","Non-High Needs",89,2516,2549,33,"48.3%","67.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"ELA","High Needs",31,2428,2458,30,"29.0%","55.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"ELA","Non-High Needs",225,2540,2584,44,"56.9%","75.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Math","High Needs",33,2439,2437,-2,"12.1%","37.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Math","Non-High Needs",225,2536,2562,26,"44.4%","63.3%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"ELA","High Needs",25,2484,2522,37,"52.0%","71.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"ELA","Non-High Needs",233,2580,2620,40,"64.4%","81.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Math","High Needs",26,2460,2508,48,"57.7%","83.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Math","Non-High Needs",232,2556,2613,56,"70.7%","89.0%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"ELA","High Needs",14,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"ELA","Non-High Needs",30,2464,2515,51,"63.3%","77.4%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Math","High Needs",14,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Math","Non-High Needs",30,2430,2478,48,"40.0%","69.2%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"ELA","High Needs",9,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"ELA","Non-High Needs",35,2542,2576,34,"45.7%","72.8%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Math","High Needs",9,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Math","Non-High Needs",35,2476,2508,32,"31.4%","66.5%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"ELA","High Needs",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"ELA","Non-High Needs",37,2564,2598,34,"43.2%","65.4%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Math","High Needs",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Math","Non-High Needs",37,2521,2569,48,"43.2%","74.2%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"ELA","High Needs","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Math","High Needs","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"ELA","High Needs",36,2445,2488,43,"58.3%","68.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"ELA","Non-High Needs",172,2542,2576,34,"49.4%","70.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Math","High Needs",36,2443,2446,2,"30.6%","43.4%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Math","Non-High Needs",172,2522,2552,30,"36.0%","62.6%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"ELA","High Needs",50,2474,2512,38,"42.0%","60.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"ELA","Non-High Needs",192,2568,2608,40,"51.0%","71.0%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Math","High Needs",49,2445,2474,29,"34.7%","57.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Math","Non-High Needs",192,2552,2587,34,"52.6%","72.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"ELA","High Needs",49,2492,2528,36,"38.8%","62.4%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"ELA","Non-High Needs",161,2587,2628,41,"60.2%","76.3%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Math","High Needs",49,2466,2480,14,"32.7%","49.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Math","Non-High Needs",161,2592,2607,15,"47.8%","61.5%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"ELA","High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"ELA","Non-High Needs",39,2466,2547,81,"76.9%","95.9%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Math","High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Math","Non-High Needs",39,2462,2553,91,"87.2%","100.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"ELA","High Needs",16,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"ELA","Non-High Needs",67,2525,2577,53,"52.2%","74.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math","High Needs",16,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math","Non-High Needs",67,2538,2563,25,"35.8%","58.7%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA","High Needs",17,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA","Non-High Needs",70,2453,2504,51,"42.9%","67.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math","High Needs",17,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math","Non-High Needs",70,2449,2499,49,"42.9%","74.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA","Non-High Needs",88,2508,2557,48,"47.7%","72.0%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math","Non-High Needs",88,2509,2536,27,"28.4%","60.6%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","High Needs",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA","Non-High Needs",30,2448,2528,80,"66.7%","90.5%"
