"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Eligible for Free Lunch",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Eligible for Free Lunch",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Eligible for Free Lunch",129,2468,2472,4,"20.2%","37.4%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Not Eligible for Free/Reduced Lunch",86,2541,2535,-5,"24.4%","43.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Eligible for Reduced Lunch",25,2494,2476,-18,"16.0%","28.1%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Eligible for Free Lunch",144,2482,2505,23,"31.3%","52.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Not Eligible for Free/Reduced Lunch",81,2532,2559,27,"35.8%","59.8%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Eligible for Reduced Lunch",15,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Eligible for Free Lunch",109,2498,2507,10,"25.7%","45.4%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Not Eligible for Free/Reduced Lunch",85,2564,2588,25,"42.4%","57.1%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Eligible for Reduced Lunch",20,2524,2551,26,"30.0%","50.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Eligible for Free Lunch",30,2384,2414,30,"23.3%","48.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Not Eligible for Free/Reduced Lunch",27,2417,2460,43,"44.4%","62.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Eligible for Free Lunch",33,2420,2463,42,"21.2%","54.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Not Eligible for Free/Reduced Lunch",29,2443,2501,57,"41.4%","74.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Eligible for Free Lunch",28,2462,2495,33,"39.3%","59.2%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Not Eligible for Free/Reduced Lunch",30,2526,2556,31,"46.7%","63.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Eligible for Free Lunch",27,2473,2519,47,"44.4%","70.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Not Eligible for Free/Reduced Lunch",25,2555,2598,43,"48.0%","67.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Eligible for Free Lunch",33,2522,2560,37,"45.5%","68.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Not Eligible for Free/Reduced Lunch","*",2535,2568,32,"27.6%","55.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Not Eligible for Free/Reduced Lunch",26,2492,2524,32,"34.6%","57.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Eligible for Free Lunch",9,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Not Eligible for Free/Reduced Lunch",28,2552,2568,16,"42.9%","61.9%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Not Eligible for Free/Reduced Lunch",24,2510,2535,25,"37.5%","59.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Not Eligible for Free/Reduced Lunch",32,2548,2589,41,"46.9%","69.1%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Not Eligible for Free/Reduced Lunch",243,2601,2639,38,"59.7%","75.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Not Eligible for Free/Reduced Lunch",248,2614,2639,25,"50.4%","65.5%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Not Eligible for Free/Reduced Lunch","*",2508,2550,41,"52.6%","71.5%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Not Eligible for Free/Reduced Lunch","*",2504,2556,51,"59.6%","75.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Not Eligible for Free/Reduced Lunch",239,2533,2577,44,"55.2%","74.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Not Eligible for Free/Reduced Lunch",250,2574,2614,40,"64.0%","80.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Not Eligible for Free/Reduced Lunch",35,2443,2495,52,"57.1%","75.3%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Not Eligible for Free/Reduced Lunch",41,2527,2556,30,"39.0%","66.3%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Not Eligible for Free/Reduced Lunch",40,2555,2588,33,"40.0%","64.3%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Not Eligible for Free/Reduced Lunch",185,2532,2568,36,"50.3%","70.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Eligible for Free Lunch",20,2502,2533,31,"45.0%","57.4%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Not Eligible for Free/Reduced Lunch",214,2556,2596,40,"50.5%","70.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Eligible for Free Lunch","*",2495,2538,43,"48.0%","78.3%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Not Eligible for Free/Reduced Lunch",180,2577,2617,40,"57.2%","73.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Not Eligible for Free/Reduced Lunch",47,2446,2524,79,"72.3%","91.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Not Eligible for Free/Reduced Lunch",74,2513,2565,52,"50.0%","72.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Not Eligible for Free/Reduced Lunch",80,2440,2490,50,"38.8%","66.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Not Eligible for Free/Reduced Lunch",93,2500,2550,50,"47.3%","72.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Not Eligible for Free/Reduced Lunch",34,2434,2512,78,"64.7%","88.3%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Not Eligible for Free/Reduced Lunch",45,2496,2573,77,"64.4%","85.3%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Not Eligible for Free/Reduced Lunch",45,2436,2506,70,"60.0%","85.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Eligible for Free Lunch",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Not Eligible for Free/Reduced Lunch",50,2533,2577,44,"52.0%","74.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Not Eligible for Free/Reduced Lunch","*",2537,2553,15,"39.0%","53.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Eligible for Free Lunch",26,2519,2536,17,"38.5%","59.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Not Eligible for Free/Reduced Lunch",143,2558,2596,38,"59.4%","76.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Eligible for Free Lunch",34,2536,2566,29,"35.3%","57.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Not Eligible for Free/Reduced Lunch",181,2573,2611,37,"56.4%","73.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Eligible for Free Lunch",29,2566,2597,31,"48.3%","58.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Not Eligible for Free/Reduced Lunch",154,2593,2633,40,"55.8%","75.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Eligible for Reduced Lunch",23,2569,2604,35,"52.2%","62.7%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Eligible for Free Lunch",28,2417,2463,46,"39.3%","64.1%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Not Eligible for Free/Reduced Lunch",158,2464,2509,46,"45.6%","69.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Eligible for Free Lunch",30,2451,2488,37,"43.3%","58.5%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Not Eligible for Free/Reduced Lunch",151,2511,2553,41,"46.4%","68.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Eligible for Reduced Lunch",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Eligible for Free Lunch",47,2450,2490,40,"29.8%","60.8%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Not Eligible for Free/Reduced Lunch",55,2478,2511,32,"21.8%","52.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Eligible for Free Lunch",43,2487,2523,36,"48.8%","68.2%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Not Eligible for Free/Reduced Lunch",37,2490,2529,39,"40.5%","67.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Eligible for Free Lunch",40,2511,2522,11,"25.0%","36.6%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Not Eligible for Free/Reduced Lunch",40,2526,2538,12,"25.0%","39.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Eligible for Free Lunch",38,2502,2530,28,"44.7%","59.1%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Not Eligible for Free/Reduced Lunch",44,2535,2570,35,"38.6%","68.3%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Eligible for Free Lunch",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Eligible for Free Lunch",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Not Eligible for Free/Reduced Lunch",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Not Eligible for Free/Reduced Lunch",20,2554,2603,49,"60.0%","83.1%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Eligible for Free Lunch",46,2416,2456,40,"28.3%","58.6%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Not Eligible for Free/Reduced Lunch",41,2426,2474,47,"36.6%","64.9%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Not Eligible for Free/Reduced Lunch",43,2478,2551,73,"67.4%","93.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
