"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",7,"Non-Special Education",77,2532,2563,31,"40.3%","63.5%"
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",8,"Special Education","*","*","*","*","*","*"
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",8,"Non-Special Education","*",2517,2579,62,"70.4%","84.9%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",4,"Non-Special Education",38,2464,2512,48,"34.2%","71.2%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Non-Special Education",42,2533,2573,40,"52.4%","76.1%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Special Education","*","*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Non-Special Education","*",2566,2609,43,"61.9%","82.4%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Special Education",33,2411,2417,7,"21.2%","36.0%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Non-Special Education",114,2494,2510,16,"29.8%","52.6%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Special Education",23,2452,2454,3,"21.7%","42.3%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Non-Special Education",145,2507,2522,15,"40.0%","56.0%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Special Education",10,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Non-Special Education",69,2429,2457,28,"18.8%","52.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Special Education",9,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Non-Special Education",71,2436,2451,14,"22.5%","43.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Special Education",14,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Non-Special Education",71,2462,2512,50,"63.4%","85.3%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Special Education",15,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Non-Special Education",61,2420,2476,56,"37.7%","77.5%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Special Education",11,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Non-Special Education",80,2455,2456,1,"23.8%","39.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Special Education",12,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Non-Special Education",62,2461,2519,58,"66.1%","84.6%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Special Education","*",2290,2319,28,"8.7%","43.0%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Non-Special Education","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Special Education",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Special Education",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Special Education",15,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Special Education",18,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Special Education",26,2409,2385,-24,"15.4%","27.7%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Non-Special Education",216,2479,2490,11,"25.9%","44.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Special Education",24,2348,2393,46,"37.5%","67.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Non-Special Education",216,2491,2532,41,"54.6%","73.7%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Special Education",29,2371,2397,26,"31.0%","51.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Non-Special Education",185,2518,2527,9,"33.0%","49.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Special Education","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Non-Special Education","*",2398,2436,39,"23.4%","57.2%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Special Education","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Non-Special Education","*",2421,2430,9,"24.6%","44.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Special Education",10,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Non-Special Education",61,2460,2488,27,"41.0%","60.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Special Education",12,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Non-Special Education",47,2489,2536,47,"61.7%","83.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Special Education",9,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Non-Special Education",57,2505,2518,14,"38.6%","53.0%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Special Education",6,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Non-Special Education",34,2477,2528,51,"58.8%","81.5%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Non-Special Education",37,2536,2503,-33,"0.0%","6.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Non-Special Education","*",2486,2494,7,"22.6%","40.7%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Non-Special Education","*",2502,2571,69,"73.2%","88.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Non-Special Education","*",2572,2592,20,"46.7%","58.6%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Special Education",25,2462,2517,55,"48.0%","73.1%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Non-Special Education",231,2611,2651,40,"65.4%","83.6%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Special Education",28,2497,2498,2,"21.4%","38.2%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Non-Special Education",234,2639,2676,38,"72.6%","85.2%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Special Education","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Non-Special Education","*",2494,2539,45,"43.7%","71.3%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Special Education","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Non-Special Education","*",2513,2546,33,"46.2%","66.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Special Education",18,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Non-Special Education",240,2532,2556,25,"41.7%","61.3%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Special Education",17,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Non-Special Education",241,2553,2609,56,"70.5%","89.1%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Special Education",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Non-Special Education",37,2428,2470,43,"32.4%","64.0%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Special Education",8,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Non-Special Education",36,2475,2505,31,"30.6%","64.6%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Special Education","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Non-Special Education","*",2517,2564,48,"46.2%","75.9%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Special Education","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Special Education",17,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Non-Special Education",191,2517,2547,30,"36.6%","62.5%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Special Education",27,2402,2428,26,"33.3%","52.8%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Non-Special Education",214,2547,2581,34,"50.9%","71.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Special Education",27,2445,2454,9,"18.5%","37.8%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Non-Special Education",183,2580,2596,16,"48.1%","61.7%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Special Education",10,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Non-Special Education",48,2455,2543,88,"83.3%","100.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Special Education",7,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Non-Special Education",76,2534,2556,23,"32.9%","55.1%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Special Education",12,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Non-Special Education",75,2446,2495,49,"41.3%","74.4%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Special Education",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Non-Special Education",99,2506,2532,26,"29.3%","59.4%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Special Education","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Non-Special Education","*",2429,2525,96,"91.2%","100.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Special Education",9,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Non-Special Education",44,2507,2544,36,"47.7%","71.9%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Special Education",10,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Non-Special Education",40,2472,2523,51,"47.5%","78.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Special Education",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Non-Special Education",50,2543,2599,56,"72.0%","90.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Special Education",8,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Non-Special Education",53,2521,2554,33,"49.1%","70.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Special Education",15,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Non-Special Education",161,2529,2564,35,"48.4%","71.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Special Education",31,2439,2478,39,"38.7%","68.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Non-Special Education",199,2540,2576,37,"53.8%","74.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Special Education",20,2449,2470,21,"50.0%","60.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Non-Special Education",187,2555,2599,44,"64.2%","80.8%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Special Education",17,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Non-Special Education",181,2433,2506,73,"65.7%","91.5%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Special Education",19,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Non-Special Education",179,2490,2542,52,"67.0%","86.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Special Education",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Non-Special Education",100,2440,2475,35,"40.0%","69.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Special Education",23,2383,2411,28,"39.1%","56.7%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Non-Special Education",68,2476,2560,84,"79.4%","97.9%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Special Education",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Non-Special Education",74,2516,2544,28,"40.5%","62.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Special Education",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Non-Special Education",81,2504,2522,18,"39.5%","54.8%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Non-Special Education","*",2463,2467,4,"15.0%","42.6%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Non-Special Education","*",2474,2501,27,"43.5%","54.9%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Non-Special Education","*",2519,2521,2,"27.6%","37.8%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Special Education",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Non-Special Education",86,2399,2455,57,"48.8%","78.7%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Non-Special Education",53,2473,2537,63,"66.0%","94.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Special Education",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Non-Special Education",56,2533,2551,19,"39.3%","58.8%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Special Education",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Non-Special Education",53,2561,2595,35,"56.6%","73.3%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Special Education",11,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Non-Special Education",49,2567,2607,40,"53.1%","74.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Special Education",6,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Non-Special Education",43,2587,2597,10,"32.6%","47.1%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Non-Special Education","*",2436,2463,27,"10.0%","48.8%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Non-Special Education",23,2468,2513,46,"56.5%","81.6%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Non-Special Education","*",2474,2503,30,"45.0%","69.5%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Non-Special Education",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Non-Special Education","*","*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Special Education",25,2400,2441,41,"36.0%","67.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Non-Special Education",189,2511,2545,34,"48.7%","72.9%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Special Education",28,2412,2416,4,"32.1%","46.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Non-Special Education",174,2516,2548,31,"45.4%","65.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Special Education",27,2424,2457,33,"40.7%","59.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Non-Special Education",175,2558,2584,26,"43.4%","64.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Special Education",22,2413,2427,15,"31.8%","40.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Non-Special Education",201,2583,2572,-10,"27.9%","41.1%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Special Education","*","*","*","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Non-Special Education","*",2473,2516,43,"30.0%","65.6%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Special Education",6,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Non-Special Education",57,2466,2541,75,"73.7%","96.8%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Special Education",8,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Non-Special Education",70,2448,2498,50,"41.4%","70.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Special Education",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Non-Special Education",75,2426,2509,83,"77.3%","97.2%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Special Education","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Non-Special Education","*",2454,2472,18,"33.3%","49.6%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Special Education",8,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Non-Special Education",78,2435,2479,44,"56.4%","76.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Special Education",8,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Non-Special Education",75,2468,2527,59,"64.0%","84.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Special Education",10,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Non-Special Education",75,2518,2593,75,"80.0%","92.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Special Education",13,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Non-Special Education",33,2388,2411,23,"9.1%","43.4%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Special Education",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Non-Special Education",42,2396,2396,0,"9.5%","39.2%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Non-Special Education","*",2397,2414,17,"26.9%","42.9%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Special Education",6,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Non-Special Education",32,2447,2474,27,"46.9%","60.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Special Education",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Non-Special Education",31,2472,2445,-26,"19.4%","29.6%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Special Education",9,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Non-Special Education",39,2360,2383,22,"17.9%","41.4%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Non-Special Education","*",2401,2447,46,"50.0%","82.4%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Non-Special Education",19,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Non-Special Education",39,2377,2414,36,"23.1%","55.2%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Non-Special Education","*",2420,2459,38,"51.4%","74.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Special Education",6,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Non-Special Education",18,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Non-Special Education","*",2446,2507,61,"69.2%","87.2%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Non-Special Education",37,2504,2532,27,"48.6%","60.9%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Special Education",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Non-Special Education",100,2342,2384,42,"22.0%","59.2%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Non-Special Education",80,2394,2408,14,"16.3%","42.7%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Special Education",13,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Non-Special Education",78,2378,2431,53,"55.1%","77.2%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Special Education",19,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Non-Special Education",113,2451,2484,34,"43.4%","62.0%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Special Education",10,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Non-Special Education",124,2462,2454,-7,"19.4%","29.7%"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",4,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",5,"Special Education",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",6,"Special Education","*","*","*","*","*","*"
