"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"High Needs",135,2489,2502,13,"39.3%","55.0%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Non-High Needs",33,2543,2559,16,"30.3%","50.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"High Needs",57,2414,2440,27,"17.5%","49.6%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Non-High Needs",22,2444,2476,32,"22.7%","58.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"High Needs",65,2424,2431,7,"16.9%","39.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Non-High Needs",15,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"High Needs",59,2433,2480,47,"61.0%","82.5%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Non-High Needs",26,2485,2530,45,"57.7%","78.9%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"High Needs",56,2393,2445,52,"32.1%","72.0%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Non-High Needs",20,2437,2488,51,"30.0%","74.4%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"High Needs",59,2433,2427,-6,"18.6%","29.9%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Non-High Needs",32,2479,2491,12,"31.3%","53.5%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"High Needs",55,2443,2492,48,"58.2%","78.2%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Non-High Needs",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"High Needs",25,2293,2320,27,"8.0%","42.7%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"High Needs",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"High Needs",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"High Needs",15,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"High Needs",18,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"High Needs",162,2451,2455,4,"19.8%","39.5%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Non-High Needs",80,2514,2528,14,"35.0%","50.4%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"High Needs",165,2454,2493,38,"47.3%","68.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Non-High Needs",75,2525,2574,49,"65.3%","83.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"High Needs",134,2462,2470,8,"26.1%","43.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Non-High Needs",80,2559,2575,16,"43.8%","59.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"High Needs",43,2370,2409,39,"25.6%","56.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Non-High Needs",26,2422,2460,37,"19.2%","59.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"High Needs",41,2404,2407,3,"12.2%","36.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Non-High Needs",28,2434,2456,21,"42.9%","59.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"High Needs",44,2423,2436,13,"34.1%","51.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Non-High Needs",27,2485,2523,39,"44.4%","67.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"High Needs",36,2434,2482,48,"55.6%","77.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Non-High Needs",23,2519,2566,47,"65.2%","84.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"High Needs",41,2474,2497,23,"41.5%","54.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Non-High Needs",25,2524,2529,5,"40.0%","53.9%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"High Needs",16,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Non-High Needs",24,2483,2529,46,"45.8%","72.0%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"High Needs",9,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Non-High Needs",28,2534,2504,-30,"0.0%","8.1%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"High Needs",15,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Non-High Needs",21,2496,2512,16,"19.0%","41.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"High Needs",16,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Non-High Needs",30,2513,2587,74,"80.0%","94.3%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"High Needs",18,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Non-High Needs",16,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"High Needs",37,2479,2527,48,"45.9%","72.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Non-High Needs",219,2616,2657,40,"66.7%","84.3%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"High Needs",41,2524,2537,13,"36.6%","51.5%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Non-High Needs",221,2642,2680,38,"72.9%","85.5%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"High Needs",13,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Non-High Needs",93,2500,2545,45,"46.2%","72.0%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"High Needs",9,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Non-High Needs",89,2516,2549,33,"48.3%","67.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"High Needs",33,2439,2437,-2,"12.1%","37.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Non-High Needs",225,2536,2562,26,"44.4%","63.3%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"High Needs",26,2460,2508,48,"57.7%","83.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Non-High Needs",232,2556,2613,56,"70.7%","89.0%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"High Needs",14,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Non-High Needs",30,2430,2478,48,"40.0%","69.2%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"High Needs",9,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Non-High Needs",35,2476,2508,32,"31.4%","66.5%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"High Needs",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Non-High Needs",37,2521,2569,48,"43.2%","74.2%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"High Needs","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"High Needs",36,2443,2446,2,"30.6%","43.4%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Non-High Needs",172,2522,2552,30,"36.0%","62.6%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"High Needs",49,2445,2474,29,"34.7%","57.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Non-High Needs",192,2552,2587,34,"52.6%","72.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"High Needs",49,2466,2480,14,"32.7%","49.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Non-High Needs",161,2592,2607,15,"47.8%","61.5%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Non-High Needs",39,2462,2553,91,"87.2%","100.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"High Needs",16,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Non-High Needs",67,2538,2563,25,"35.8%","58.7%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"High Needs",17,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Non-High Needs",70,2449,2499,49,"42.9%","74.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Non-High Needs",88,2509,2536,27,"28.4%","60.6%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"High Needs",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Non-High Needs",30,2436,2532,97,"90.0%","100.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"High Needs",12,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Non-High Needs",41,2513,2549,37,"48.8%","71.9%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"High Needs",13,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Non-High Needs",37,2473,2525,52,"48.6%","80.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"High Needs",9,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Non-High Needs",47,2545,2602,57,"74.5%","91.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"High Needs",10,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Non-High Needs",51,2522,2557,35,"51.0%","73.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"High Needs",46,2497,2509,12,"17.4%","45.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Non-High Needs",130,2535,2573,39,"56.9%","77.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"High Needs",73,2474,2503,29,"41.1%","61.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Non-High Needs",157,2550,2591,41,"56.7%","78.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"High Needs",65,2498,2538,41,"56.9%","71.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Non-High Needs",142,2566,2609,43,"65.5%","82.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"High Needs",54,2395,2470,75,"66.7%","91.2%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Non-High Needs",144,2439,2512,73,"67.4%","92.7%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"High Needs",62,2436,2485,48,"56.5%","77.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Non-High Needs",136,2502,2556,53,"68.4%","88.8%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"High Needs",63,2420,2452,32,"36.5%","63.1%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Non-High Needs",50,2449,2480,31,"38.0%","68.2%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"High Needs",63,2445,2506,61,"65.1%","83.2%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Non-High Needs",28,2468,2558,89,"78.6%","97.1%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"High Needs",52,2492,2508,16,"30.8%","50.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Non-High Needs",37,2506,2544,39,"45.9%","67.8%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"High Needs",50,2475,2492,17,"32.0%","46.8%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Non-High Needs",41,2521,2541,20,"43.9%","61.5%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"High Needs",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Non-High Needs",6,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"High Needs",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Non-High Needs",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"High Needs",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Non-High Needs",19,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"High Needs",61,2370,2433,63,"50.8%","78.8%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Non-High Needs",37,2413,2463,50,"43.2%","76.7%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"High Needs",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Non-High Needs",43,2483,2547,63,"67.4%","95.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"High Needs",16,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Non-High Needs",49,2538,2556,19,"42.9%","60.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"High Needs",15,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Non-High Needs",46,2571,2607,36,"56.5%","74.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"High Needs",18,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Non-High Needs",42,2570,2609,39,"52.4%","74.8%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"High Needs",13,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Non-High Needs",36,2605,2613,9,"30.6%","44.0%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"High Needs",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Non-High Needs",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"High Needs",12,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Non-High Needs",17,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"High Needs","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"High Needs",8,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Non-High Needs",8,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"High Needs",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Non-High Needs",14,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"High Needs",74,2459,2497,38,"43.2%","71.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Non-High Needs",140,2519,2551,32,"49.3%","72.8%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"High Needs",74,2460,2472,12,"31.1%","50.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Non-High Needs",128,2526,2563,36,"50.8%","70.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"High Needs",61,2485,2509,24,"37.7%","54.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Non-High Needs",141,2563,2592,29,"45.4%","67.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"High Needs",69,2490,2480,-10,"24.6%","37.7%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Non-High Needs",154,2600,2593,-7,"29.9%","42.5%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"High Needs",17,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Non-High Needs",46,2474,2520,46,"32.6%","68.7%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"High Needs",11,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Non-High Needs",52,2468,2541,73,"73.1%","96.2%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"High Needs",36,2429,2487,58,"50.0%","71.5%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Non-High Needs",42,2446,2493,47,"31.0%","68.1%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"High Needs",70,2402,2486,85,"74.3%","95.9%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Non-High Needs",16,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"High Needs",66,2445,2458,13,"30.3%","48.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Non-High Needs",16,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"High Needs",75,2426,2472,46,"54.7%","74.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Non-High Needs",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"High Needs",69,2453,2510,57,"62.3%","79.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Non-High Needs",14,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"High Needs",74,2506,2580,75,"74.3%","88.5%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Non-High Needs",11,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"High Needs",46,2373,2391,19,"6.5%","38.6%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"High Needs",56,2384,2385,1,"10.7%","42.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"High Needs",29,2397,2418,21,"31.0%","46.8%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"High Needs",38,2422,2451,29,"44.7%","61.7%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"High Needs",47,2435,2425,-10,"25.5%","38.0%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"High Needs",48,2350,2374,24,"18.8%","40.9%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"High Needs",34,2399,2445,47,"50.0%","82.0%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"High Needs",26,2418,2419,2,"26.9%","40.4%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"High Needs",46,2363,2403,40,"26.1%","58.2%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"High Needs",38,2410,2447,37,"50.0%","72.2%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"High Needs",24,2432,2425,-8,"20.8%","40.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"High Needs",30,2436,2497,61,"70.0%","88.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"High Needs",44,2486,2511,26,"43.2%","56.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"High Needs",108,2340,2383,42,"24.1%","59.7%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"High Needs",87,2387,2403,16,"18.4%","44.4%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"High Needs",91,2372,2418,46,"50.5%","72.8%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"High Needs",132,2441,2469,28,"40.2%","57.8%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"High Needs",134,2453,2449,-4,"20.9%","32.1%"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",4,"High Needs","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",5,"High Needs",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",6,"High Needs","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",7,"High Needs","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",8,"High Needs",6,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150411""","Bryant School",4,"High Needs",52,2362,2398,36,"21.2%","49.7%"
"=""0150011""","Bridgeport School District","=""0150411""","Bryant School",5,"High Needs",45,2380,2397,17,"22.2%","45.0%"
"=""0150011""","Bridgeport School District","=""0150411""","Bryant School",6,"High Needs",32,2391,2404,13,"28.1%","45.3%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",4,"High Needs",115,2320,2355,36,"21.7%","50.3%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",5,"High Needs",112,2369,2405,36,"40.2%","65.1%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",6,"High Needs",104,2390,2393,4,"28.8%","45.5%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",7,"High Needs",107,2414,2435,21,"33.6%","53.9%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",8,"High Needs",122,2408,2428,20,"41.0%","55.8%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",4,"High Needs",43,2370,2403,33,"18.6%","49.0%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",5,"High Needs",41,2429,2454,24,"36.6%","55.0%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",6,"High Needs",35,2452,2478,26,"31.4%","53.7%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",7,"High Needs",34,2476,2497,22,"32.4%","54.9%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",8,"High Needs",33,2523,2540,17,"39.4%","51.8%"
"=""0150011""","Bridgeport School District","=""0150511""","Columbus School",4,"High Needs",78,2332,2392,60,"39.7%","70.4%"
"=""0150011""","Bridgeport School District","=""0150511""","Columbus School",5,"High Needs",68,2362,2411,49,"47.1%","71.9%"
