"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Non-High Needs",30,2554,2600,47,"50.0%","73.7%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"High Needs",18,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Non-High Needs",16,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"High Needs",36,2491,2536,45,"47.2%","70.2%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Non-High Needs",220,2613,2650,37,"60.9%","76.3%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"High Needs",41,2536,2545,9,"31.7%","45.1%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Non-High Needs",221,2626,2652,26,"53.4%","68.4%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"High Needs",9,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Non-High Needs",93,2513,2552,40,"51.6%","70.4%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"High Needs",10,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Non-High Needs",89,2510,2561,51,"61.8%","77.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"High Needs",31,2428,2458,30,"29.0%","55.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Non-High Needs",225,2540,2584,44,"56.9%","75.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"High Needs",25,2484,2522,37,"52.0%","71.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Non-High Needs",233,2580,2620,40,"64.4%","81.1%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"High Needs",14,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Non-High Needs",30,2464,2515,51,"63.3%","77.4%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"High Needs",9,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Non-High Needs",35,2542,2576,34,"45.7%","72.8%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"High Needs",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Non-High Needs",37,2564,2598,34,"43.2%","65.4%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"High Needs","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"High Needs",36,2445,2488,43,"58.3%","68.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Non-High Needs",172,2542,2576,34,"49.4%","70.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"High Needs",50,2474,2512,38,"42.0%","60.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Non-High Needs",192,2568,2608,40,"51.0%","71.0%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"High Needs",49,2492,2528,36,"38.8%","62.4%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Non-High Needs",161,2587,2628,41,"60.2%","76.3%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Non-High Needs",39,2466,2547,81,"76.9%","95.9%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"High Needs",16,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Non-High Needs",67,2525,2577,53,"52.2%","74.0%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"High Needs",17,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Non-High Needs",70,2453,2504,51,"42.9%","67.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"High Needs",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Non-High Needs",88,2508,2557,48,"47.7%","72.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"High Needs",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Non-High Needs",30,2448,2528,80,"66.7%","90.5%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"High Needs",12,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Non-High Needs",41,2505,2579,74,"63.4%","83.3%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"High Needs",13,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Non-High Needs",37,2458,2525,67,"64.9%","85.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"High Needs",9,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Non-High Needs",47,2538,2583,45,"55.3%","76.3%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"High Needs",10,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Non-High Needs",51,2551,2566,15,"41.2%","55.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"High Needs",46,2506,2541,35,"45.7%","65.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Non-High Needs",130,2566,2604,38,"61.5%","78.2%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"High Needs",73,2520,2553,33,"37.0%","61.5%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Non-High Needs",158,2585,2623,39,"59.5%","76.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"High Needs",64,2551,2588,37,"50.0%","64.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Non-High Needs",142,2603,2641,38,"56.3%","75.2%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"High Needs",53,2408,2456,48,"41.5%","66.2%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Non-High Needs",144,2472,2517,45,"45.8%","69.5%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"High Needs",62,2444,2487,44,"46.8%","64.4%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Non-High Needs",137,2521,2564,42,"48.2%","69.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"High Needs",63,2456,2492,36,"25.4%","59.2%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Non-High Needs",50,2485,2518,33,"24.0%","53.7%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"High Needs",63,2481,2520,39,"50.8%","69.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Non-High Needs",28,2509,2546,36,"35.7%","68.6%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"High Needs",51,2507,2522,15,"23.5%","40.1%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Non-High Needs",37,2537,2548,10,"27.0%","38.6%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"High Needs",50,2494,2527,33,"48.0%","64.8%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Non-High Needs",41,2544,2577,33,"39.0%","68.0%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"High Needs",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Non-High Needs",6,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"High Needs",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Non-High Needs",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"High Needs",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Non-High Needs",19,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"High Needs",60,2403,2445,42,"26.7%","57.5%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Non-High Needs",37,2434,2486,52,"40.5%","68.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"High Needs",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Non-High Needs",43,2478,2551,73,"67.4%","93.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"High Needs",16,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Non-High Needs",49,2538,2585,47,"63.3%","79.7%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"High Needs",15,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Non-High Needs",46,2594,2621,27,"58.7%","73.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"High Needs",18,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Non-High Needs",42,2580,2621,41,"61.9%","80.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"High Needs",13,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Non-High Needs",36,2585,2638,53,"69.4%","82.5%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"High Needs",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Non-High Needs",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"High Needs",12,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Non-High Needs",17,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"High Needs","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Non-High Needs","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"High Needs",8,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Non-High Needs",8,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"High Needs",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Non-High Needs",14,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"High Needs",73,2448,2500,53,"42.5%","68.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Non-High Needs",140,2527,2567,40,"42.9%","66.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"High Needs",75,2460,2487,27,"37.3%","54.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Non-High Needs",129,2543,2564,21,"40.3%","54.7%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"High Needs",61,2503,2539,36,"37.7%","57.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Non-High Needs",141,2568,2608,41,"53.9%","71.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"High Needs",68,2519,2533,14,"27.9%","44.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Non-High Needs",154,2602,2612,10,"35.7%","51.9%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"High Needs",17,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Non-High Needs",46,2475,2518,43,"47.8%","69.7%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"High Needs",11,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Non-High Needs",52,2475,2553,78,"71.2%","91.7%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"High Needs",37,2406,2462,56,"51.4%","73.5%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Non-High Needs",42,2449,2493,44,"50.0%","71.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"High Needs",70,2382,2489,107,"78.6%","93.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Non-High Needs",16,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"High Needs",66,2448,2464,16,"21.2%","38.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Non-High Needs",16,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"High Needs",75,2451,2482,30,"38.7%","59.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Non-High Needs",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"High Needs",69,2494,2519,25,"29.0%","47.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Non-High Needs",14,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"High Needs",74,2509,2584,75,"66.2%","91.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Non-High Needs",11,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"High Needs",46,2365,2375,10,"4.3%","29.6%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"High Needs",56,2371,2409,38,"23.2%","56.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"High Needs",29,2410,2476,66,"58.6%","81.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"High Needs",38,2452,2482,31,"23.7%","53.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"High Needs",47,2466,2480,14,"23.4%","44.4%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"High Needs",48,2348,2367,19,"14.6%","38.2%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"High Needs",34,2424,2472,49,"35.3%","62.3%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"High Needs",26,2434,2474,40,"34.6%","62.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"High Needs",46,2382,2422,41,"30.4%","55.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"High Needs",38,2426,2501,74,"60.5%","89.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"High Needs",24,2463,2458,-5,"20.8%","35.3%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"High Needs",30,2506,2545,39,"46.7%","68.7%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"High Needs",42,2514,2531,16,"28.6%","48.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"High Needs",108,2355,2386,31,"22.2%","46.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"High Needs",86,2381,2426,45,"30.2%","59.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"High Needs",87,2410,2446,36,"32.2%","54.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"High Needs",129,2466,2516,50,"48.8%","70.6%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"High Needs",128,2493,2519,25,"30.5%","49.4%"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",4,"High Needs","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",5,"High Needs",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",6,"High Needs","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",7,"High Needs","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",8,"High Needs",6,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150411""","Bryant School",4,"High Needs",50,2345,2394,48,"28.0%","57.0%"
"=""0150011""","Bridgeport School District","=""0150411""","Bryant School",5,"High Needs",45,2396,2444,48,"35.6%","65.3%"
"=""0150011""","Bridgeport School District","=""0150411""","Bryant School",6,"High Needs",31,2396,2437,41,"32.3%","57.4%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",4,"High Needs",105,2336,2365,29,"15.2%","47.1%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",5,"High Needs",104,2366,2403,36,"27.9%","51.3%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",6,"High Needs",95,2398,2433,35,"35.8%","56.5%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",7,"High Needs",95,2429,2472,44,"36.8%","59.3%"
"=""0150011""","Bridgeport School District","=""0151411""","Cesar Batalla School",8,"High Needs",107,2446,2463,17,"26.2%","49.4%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",4,"High Needs",43,2385,2431,46,"30.2%","58.0%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",5,"High Needs",41,2457,2479,22,"26.8%","46.2%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",6,"High Needs",35,2476,2511,35,"48.6%","70.2%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",7,"High Needs",34,2510,2553,43,"47.1%","72.1%"
"=""0150011""","Bridgeport School District","=""0152111""","Classical Studies Academy",8,"High Needs",33,2561,2581,20,"36.4%","57.8%"
"=""0150011""","Bridgeport School District","=""0150511""","Columbus School",4,"High Needs",78,2329,2388,59,"38.5%","61.9%"
"=""0150011""","Bridgeport School District","=""0150511""","Columbus School",5,"High Needs",68,2363,2436,73,"45.6%","75.4%"
