"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Male",27,2543,2573,30,"40.7%","62.7%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Female",25,2579,2606,27,"56.0%","70.3%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Male",20,2580,2585,5,"40.0%","55.0%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Female",61,2483,2487,3,"16.4%","34.9%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Male",86,2464,2476,12,"19.8%","43.9%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Female",91,2516,2537,21,"31.9%","50.4%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Male",78,2504,2516,11,"28.2%","44.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Female",34,2440,2482,41,"38.2%","62.7%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Male",45,2387,2427,40,"22.2%","53.9%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Female",40,2455,2465,9,"7.5%","32.6%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Male",40,2418,2456,38,"27.5%","58.6%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Female",47,2483,2508,25,"27.7%","54.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Male",38,2446,2479,33,"39.5%","60.2%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Female",38,2422,2466,44,"36.8%","64.9%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Male",38,2397,2445,48,"34.2%","57.9%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Female",50,2442,2459,17,"22.0%","50.0%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Male",40,2428,2459,31,"25.0%","51.7%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Female",39,2496,2535,39,"48.7%","67.7%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Male",35,2446,2496,50,"54.3%","72.2%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Male","*",2302,2328,26,"13.6%","39.4%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Female",113,2504,2501,-3,"20.4%","37.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Male",127,2491,2491,-0,"22.0%","39.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Female",121,2507,2535,28,"35.5%","58.4%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Male",119,2492,2511,19,"28.6%","49.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Female",101,2532,2548,15,"32.7%","51.6%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Male",113,2521,2539,19,"32.7%","49.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Female",36,2412,2453,41,"33.3%","60.9%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Male",33,2383,2416,32,"33.3%","47.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Female",29,2440,2492,53,"34.5%","70.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Male",40,2418,2460,42,"22.5%","54.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Female",33,2482,2517,34,"51.5%","63.9%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Male",38,2489,2527,38,"39.5%","65.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Female",40,2538,2585,47,"52.5%","74.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Male",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Female",29,2537,2561,24,"37.9%","57.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Male",37,2527,2566,39,"32.4%","62.0%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Female",21,2484,2517,33,"33.3%","54.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Male",20,2434,2482,47,"45.0%","67.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Female",26,2554,2577,23,"46.2%","64.3%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Male",11,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Female",15,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Male",21,2488,2519,31,"38.1%","54.5%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Female",23,2568,2619,51,"52.2%","77.9%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Male",23,2506,2517,11,"30.4%","47.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Female",12,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Male",22,2535,2573,38,"40.9%","65.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Female",107,2599,2635,36,"58.9%","73.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Male",149,2594,2634,40,"59.1%","76.9%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Female",134,2621,2646,26,"56.0%","67.3%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Male",128,2604,2625,21,"43.8%","62.1%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Female",52,2511,2548,37,"50.0%","69.9%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Male",50,2500,2545,45,"50.0%","71.4%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Female",49,2512,2555,43,"59.2%","74.1%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Male",50,2489,2546,57,"54.0%","75.0%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Female",135,2532,2574,41,"53.3%","74.2%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Male",121,2521,2564,43,"53.7%","71.9%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Female",122,2586,2629,43,"72.1%","84.9%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Male",136,2557,2594,37,"55.1%","75.9%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Female",23,2467,2520,52,"52.2%","75.0%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Male",21,2408,2467,59,"57.1%","76.4%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Female",21,2524,2552,28,"38.1%","69.2%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Male",23,2513,2550,36,"43.5%","67.9%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Female",23,2547,2591,43,"47.8%","72.9%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Male",21,2538,2564,25,"28.6%","55.9%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Male","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Female",94,2534,2577,43,"59.6%","77.4%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Male",114,2518,2548,30,"43.9%","63.6%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Female",117,2561,2597,36,"41.9%","65.0%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Male",125,2537,2580,43,"56.0%","72.3%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Female",83,2577,2620,43,"57.8%","77.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Male",127,2556,2594,38,"53.5%","70.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Female",27,2465,2544,79,"85.2%","98.1%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Male",31,2409,2482,72,"48.4%","79.8%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Female",34,2508,2573,66,"61.8%","77.4%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Male",49,2510,2556,46,"44.9%","73.0%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Female",38,2438,2493,55,"44.7%","71.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Male",49,2428,2478,50,"36.7%","66.2%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Female",52,2500,2548,49,"46.2%","71.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Male",55,2487,2542,56,"49.1%","74.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Female",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Male",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Female",25,2499,2572,73,"72.0%","87.1%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Male",28,2461,2531,70,"46.4%","74.2%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Female",23,2472,2544,72,"60.9%","82.6%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Male",27,2396,2467,71,"55.6%","87.2%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Female",24,2533,2585,52,"62.5%","84.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Male",32,2514,2558,44,"46.9%","65.6%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Female",29,2562,2576,14,"41.4%","50.9%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Male",32,2512,2529,17,"37.5%","55.5%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Female",89,2564,2604,40,"64.0%","80.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Male",87,2536,2570,34,"50.6%","68.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Female",110,2575,2610,35,"52.7%","72.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Male",121,2554,2593,39,"52.1%","71.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Female",103,2601,2642,40,"57.3%","72.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Male",103,2572,2608,35,"51.5%","70.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Female",103,2464,2508,44,"40.8%","68.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Male",94,2446,2493,47,"48.9%","69.0%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Female",88,2506,2552,46,"52.3%","74.2%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Male",111,2490,2530,40,"44.1%","62.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Female",54,2478,2521,44,"33.3%","61.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Male",59,2461,2488,27,"16.9%","52.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Female",41,2497,2536,39,"46.3%","68.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Male",50,2484,2521,38,"46.0%","70.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Female",42,2532,2556,24,"40.5%","52.9%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Male",46,2508,2511,3,"10.9%","27.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Female",40,2520,2555,36,"52.5%","72.3%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Male",51,2514,2545,31,"37.3%","61.5%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Female",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Male",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Female",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Male",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Female",25,2567,2611,45,"48.0%","69.3%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Male",7,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Female",45,2424,2467,43,"35.6%","59.1%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Male",52,2407,2456,48,"28.8%","63.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Female",25,2497,2560,63,"64.0%","90.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Male",28,2450,2525,75,"60.7%","88.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Female",36,2519,2571,52,"61.1%","80.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Male",29,2502,2539,37,"44.8%","63.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Female",35,2581,2605,23,"57.1%","71.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Male",26,2544,2586,42,"53.8%","69.8%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Female",24,2560,2590,30,"41.7%","63.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Male",36,2557,2605,48,"61.1%","81.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Female",23,2589,2638,49,"65.2%","78.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Male",26,2550,2591,41,"46.2%","66.1%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Male",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Male",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Female",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Male",11,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Female",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Male",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Female",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Male",11,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Female",107,2511,2554,43,"40.2%","64.9%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Male",106,2489,2535,46,"45.3%","69.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Female",106,2525,2548,23,"39.6%","55.7%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Male",98,2499,2522,23,"38.8%","53.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Female",98,2571,2607,36,"56.1%","70.2%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Male",104,2527,2568,42,"42.3%","64.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Female",118,2591,2607,16,"37.3%","53.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Male",104,2561,2567,6,"28.8%","45.2%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Female",27,2468,2510,42,"48.1%","67.4%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Male",36,2462,2502,40,"41.7%","65.8%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Female",32,2467,2546,79,"78.1%","98.2%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Male",31,2453,2537,84,"67.7%","89.6%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Female",35,2447,2491,44,"48.6%","70.6%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Male",44,2414,2468,54,"52.3%","74.2%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Female",38,2417,2527,110,"84.2%","99.6%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Male",48,2370,2479,109,"77.1%","92.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Female",44,2450,2488,37,"40.9%","55.1%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Male",38,2460,2463,3,"7.9%","30.7%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Female",45,2462,2499,37,"42.2%","61.1%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Male",41,2437,2472,35,"43.9%","65.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Female",41,2503,2526,23,"24.4%","41.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Male",42,2490,2521,31,"38.1%","57.7%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Female",44,2520,2600,80,"70.5%","94.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Male",41,2500,2573,72,"61.0%","86.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Female",22,2377,2382,6,"4.5%","28.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Male",24,2354,2368,14,"4.2%","30.7%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Female",30,2381,2418,37,"26.7%","58.0%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Male",26,2360,2400,40,"19.2%","54.4%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Female",15,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Male",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Female",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Male",22,2451,2474,22,"13.6%","44.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Female",21,2487,2496,9,"28.6%","44.8%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Male",26,2449,2467,18,"19.2%","44.0%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Female",23,2350,2367,17,"8.7%","31.8%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Male",25,2346,2367,21,"20.0%","44.1%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Female",19,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Male",15,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Female",12,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Male",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Female",26,2393,2429,36,"34.6%","53.8%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Male",20,2367,2414,47,"25.0%","57.9%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Female",22,2426,2501,74,"54.5%","88.3%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Male",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Female",10,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Male",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Female",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Male",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Female",13,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Male",29,2508,2521,13,"24.1%","44.2%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Female",51,2367,2398,31,"21.6%","46.0%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Male",57,2344,2374,31,"22.8%","46.9%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Female",36,2398,2434,37,"22.2%","56.4%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Male",50,2369,2420,51,"36.0%","61.4%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Female",44,2418,2454,37,"36.4%","59.0%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Male",43,2402,2437,35,"27.9%","49.9%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Female",59,2491,2538,47,"52.5%","72.2%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Male",70,2445,2498,53,"45.7%","69.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Female",61,2508,2541,33,"42.6%","58.4%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Male",67,2480,2499,18,"19.4%","41.2%"
