"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",7,"Non-Special Education",77,2534,2563,29,"31.2%","54.9%"
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",8,"Special Education","*","*","*","*","*","*"
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",8,"Non-Special Education","*",2539,2582,43,"47.2%","70.2%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",4,"Non-Special Education",38,2486,2528,42,"44.7%","67.5%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Non-Special Education",42,2540,2580,40,"52.4%","70.5%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Special Education","*","*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Non-Special Education","*",2595,2612,17,"52.5%","65.5%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Special Education",33,2417,2417,0,"6.1%","29.0%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Non-Special Education",114,2488,2498,11,"21.9%","43.4%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Special Education",23,2433,2453,21,"21.7%","46.4%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Non-Special Education",146,2523,2539,16,"31.5%","47.8%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Special Education",10,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Non-Special Education",69,2421,2464,43,"31.9%","59.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Special Education",9,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Non-Special Education",71,2448,2471,22,"16.9%","46.0%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Special Education",14,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Non-Special Education",71,2484,2512,29,"35.2%","57.3%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Special Education",15,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Non-Special Education",61,2429,2473,44,"36.1%","61.0%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Special Education",11,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Non-Special Education",79,2445,2469,24,"25.3%","51.2%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Special Education",12,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Non-Special Education",62,2488,2531,43,"53.2%","70.3%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Special Education","*",2298,2330,32,"17.4%","45.1%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Non-Special Education","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Special Education",20,2331,2352,21,"10.0%","37.4%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Special Education",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Special Education",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Special Education",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Special Education",26,2417,2403,-13,"11.5%","24.5%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Non-Special Education",214,2507,2507,-0,"22.4%","40.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Special Education",24,2390,2421,32,"25.0%","53.3%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Non-Special Education",216,2512,2534,22,"32.9%","53.8%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Special Education",29,2424,2445,20,"24.1%","39.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Non-Special Education",185,2542,2559,17,"34.1%","52.2%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Special Education","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Non-Special Education","*",2409,2444,35,"32.8%","54.2%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Special Education","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Non-Special Education","*",2433,2479,46,"27.7%","61.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Special Education",10,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Non-Special Education",61,2502,2540,38,"47.5%","67.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Special Education",12,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Non-Special Education",47,2536,2576,40,"46.8%","69.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Special Education",9,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Non-Special Education",57,2543,2580,36,"36.8%","63.7%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Special Education",7,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Non-Special Education",34,2492,2531,39,"41.2%","62.6%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Non-Special Education",37,2552,2563,12,"37.8%","55.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Non-Special Education","*",2511,2534,23,"35.5%","54.6%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Non-Special Education","*",2542,2580,37,"43.9%","67.5%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Non-Special Education","*",2566,2599,34,"40.0%","64.6%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Special Education",25,2472,2528,56,"56.0%","80.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Non-Special Education",231,2610,2646,36,"59.3%","74.9%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Special Education",28,2508,2517,9,"25.0%","40.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Non-Special Education",234,2625,2650,25,"53.0%","67.7%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Special Education","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Non-Special Education","*",2507,2549,41,"50.0%","70.9%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Special Education",6,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Non-Special Education",93,2508,2558,50,"59.1%","77.0%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Special Education",18,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Non-Special Education",238,2536,2579,44,"55.9%","74.7%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Special Education",17,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Non-Special Education",241,2576,2616,40,"63.1%","80.5%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Special Education",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Non-Special Education",37,2462,2515,53,"59.5%","76.5%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Special Education",8,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Non-Special Education",36,2539,2574,34,"44.4%","72.9%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Special Education","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Non-Special Education","*",2556,2592,36,"43.6%","67.2%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Special Education","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Special Education",17,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Non-Special Education",191,2539,2572,33,"50.3%","69.9%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Special Education",28,2431,2482,51,"50.0%","67.5%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Non-Special Education",214,2564,2602,38,"49.1%","69.0%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Special Education",27,2476,2516,41,"40.7%","59.7%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Non-Special Education",183,2578,2617,40,"57.4%","75.0%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Special Education",10,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Non-Special Education",48,2458,2534,76,"68.8%","92.7%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Special Education",7,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Non-Special Education",76,2521,2574,53,"53.9%","75.6%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Special Education",12,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Non-Special Education",75,2447,2499,51,"42.7%","68.9%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Special Education",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Non-Special Education",99,2505,2553,48,"47.5%","71.1%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Special Education","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Non-Special Education","*",2444,2518,74,"61.8%","86.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Special Education",9,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Non-Special Education",44,2498,2571,72,"59.1%","81.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Special Education",10,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Non-Special Education",40,2458,2525,67,"62.5%","84.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Special Education",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Non-Special Education",50,2534,2580,46,"56.0%","76.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Special Education",8,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Non-Special Education",53,2549,2564,15,"41.5%","54.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Special Education",15,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Non-Special Education",161,2556,2594,38,"59.6%","77.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Special Education",31,2494,2525,31,"35.5%","59.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Non-Special Education",200,2575,2613,38,"55.0%","73.2%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Special Education",20,2492,2545,53,"50.0%","71.5%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Non-Special Education",186,2597,2633,36,"54.8%","71.8%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Special Education",17,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Non-Special Education",180,2464,2508,44,"45.0%","68.6%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Special Education",19,"*","*","*","*","*"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Non-Special Education",180,2508,2552,43,"48.9%","68.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Special Education",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Non-Special Education",100,2480,2514,34,"27.0%","56.3%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Special Education",23,2409,2448,39,"39.1%","63.8%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Non-Special Education",68,2517,2555,38,"48.5%","71.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Special Education",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Non-Special Education",73,2542,2553,12,"27.4%","40.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Special Education",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Non-Special Education",81,2526,2557,31,"44.4%","65.1%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Non-Special Education","*",2499,2530,31,"45.0%","62.0%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Non-Special Education","*",2498,2550,52,"52.2%","68.2%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Special Education","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Non-Special Education","*",2558,2610,52,"55.2%","74.9%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Special Education",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Non-Special Education",85,2427,2475,48,"34.1%","63.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Non-Special Education",53,2472,2541,69,"62.3%","89.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Special Education",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Non-Special Education",56,2533,2582,49,"60.7%","78.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Special Education",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Non-Special Education",53,2583,2610,26,"56.6%","71.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Special Education",11,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Non-Special Education",49,2578,2617,39,"59.2%","77.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Special Education",6,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Non-Special Education",43,2579,2626,47,"60.5%","75.2%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Non-Special Education","*",2409,2450,41,"30.0%","55.9%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Non-Special Education",23,2478,2535,56,"47.8%","77.6%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Non-Special Education","*",2495,2526,31,"50.0%","60.9%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Non-Special Education",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Non-Special Education","*","*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Special Education",25,2384,2445,61,"40.0%","63.8%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Non-Special Education",188,2515,2557,42,"43.1%","67.4%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Special Education",29,2417,2430,12,"20.7%","39.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Non-Special Education",175,2528,2553,25,"42.3%","57.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Special Education",27,2452,2502,51,"37.0%","66.7%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Non-Special Education",175,2563,2600,37,"50.9%","67.1%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Special Education",22,2463,2479,16,"27.3%","43.4%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Non-Special Education",200,2589,2600,11,"34.0%","50.3%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Special Education","*","*","*","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Non-Special Education","*",2469,2511,42,"46.7%","67.7%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Special Education",6,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Non-Special Education",57,2473,2553,80,"73.7%","93.3%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Special Education",9,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Non-Special Education",70,2440,2490,51,"51.4%","73.5%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Special Education",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Non-Special Education",75,2405,2518,113,"82.7%","97.5%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Special Education","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Non-Special Education","*",2456,2478,22,"25.9%","44.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Special Education",8,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Non-Special Education",78,2456,2491,35,"43.6%","63.9%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Special Education",8,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Non-Special Education",75,2508,2535,27,"33.3%","49.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Special Education",10,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Non-Special Education",75,2526,2599,73,"65.3%","89.4%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Special Education",13,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Non-Special Education",33,2385,2394,8,"3.0%","27.7%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Special Education",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Non-Special Education",42,2391,2431,40,"23.8%","60.0%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Non-Special Education","*",2414,2482,67,"61.5%","82.8%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Special Education",6,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Non-Special Education",32,2468,2494,26,"21.9%","50.8%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Special Education",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Non-Special Education",31,2482,2504,22,"29.0%","52.3%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Special Education",9,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Non-Special Education",39,2361,2383,22,"15.4%","40.4%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Non-Special Education","*",2428,2479,51,"37.5%","64.6%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Non-Special Education",19,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Non-Special Education",39,2399,2435,36,"28.2%","52.8%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Non-Special Education","*",2439,2514,75,"62.9%","91.0%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Special Education",6,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Non-Special Education",18,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Non-Special Education","*",2521,2562,41,"50.0%","69.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Non-Special Education",35,2531,2554,23,"31.4%","53.8%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Special Education",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Non-Special Education",100,2358,2385,28,"21.0%","44.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Special Education",7,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Non-Special Education",79,2388,2432,44,"29.1%","59.2%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Special Education",13,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Non-Special Education",74,2421,2458,37,"33.8%","56.4%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Special Education",19,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Non-Special Education",110,2476,2528,52,"50.9%","72.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Special Education",10,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Non-Special Education",118,2500,2525,25,"30.5%","49.1%"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",4,"Special Education","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",5,"Special Education",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",6,"Special Education","*","*","*","*","*","*"
