"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Math",25,2293,2320,27,"8.0%","42.7%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"ELA",20,2331,2352,21,"10.0%","37.4%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Math",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"ELA",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Math",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"ELA",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Math",15,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"ELA",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Math",18,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"ELA",240,2497,2495,-2,"21.3%","38.5%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Math",242,2472,2479,7,"24.8%","43.1%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"ELA",240,2500,2523,23,"32.1%","53.7%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Math",240,2476,2518,42,"52.9%","73.1%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"ELA",214,2526,2543,17,"32.7%","50.6%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Math",214,2498,2509,11,"32.7%","49.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"ELA",69,2398,2435,37,"33.3%","54.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Math",69,2390,2428,38,"23.2%","57.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"ELA",69,2427,2473,46,"27.5%","61.2%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Math",69,2417,2427,10,"24.6%","45.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"ELA",71,2486,2522,36,"45.1%","64.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Math",71,2446,2469,23,"38.0%","57.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"ELA",59,2509,2556,47,"47.5%","70.0%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Math",59,2467,2515,48,"59.3%","80.2%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"ELA",66,2531,2564,32,"34.8%","59.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Math",66,2493,2509,16,"40.9%","54.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"ELA",41,2460,2500,40,"39.0%","60.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Math",40,2454,2507,53,"55.0%","81.3%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"ELA",37,2552,2563,12,"37.8%","55.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Math",37,2536,2503,-33,"0.0%","6.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"ELA",36,2493,2516,23,"33.3%","52.7%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Math",36,2471,2479,8,"19.4%","42.1%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"ELA",46,2537,2568,31,"41.3%","62.6%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Math",46,2492,2563,70,"76.1%","90.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"ELA",34,2551,2585,34,"35.3%","64.3%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Math",34,2560,2583,23,"50.0%","61.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"ELA",256,2596,2634,38,"59.0%","75.4%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Math",256,2596,2638,41,"63.7%","82.6%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"ELA",262,2612,2636,23,"50.0%","64.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Math",262,2623,2657,34,"67.2%","80.2%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"ELA",102,2506,2546,41,"50.0%","70.6%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Math",106,2491,2535,44,"43.4%","70.6%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"ELA",99,2500,2551,50,"56.6%","74.6%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Math",98,2508,2540,32,"44.9%","65.5%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"ELA",256,2527,2569,42,"53.5%","73.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Math",258,2523,2546,22,"40.3%","59.9%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"ELA",258,2571,2611,40,"63.2%","80.1%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Math",258,2547,2602,55,"69.4%","88.4%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"ELA","*",2439,2495,56,"54.5%","75.7%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Math","*",2408,2456,48,"36.4%","67.5%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"ELA",44,2518,2551,33,"40.9%","68.5%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Math",44,2461,2488,27,"25.0%","61.1%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"ELA",44,2543,2578,35,"38.6%","64.8%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Math",44,2506,2546,40,"43.2%","69.9%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"ELA","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Math","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"ELA",208,2525,2561,36,"51.0%","69.9%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Math",208,2509,2534,25,"35.1%","59.3%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"ELA",242,2549,2588,39,"49.2%","68.8%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Math",241,2530,2564,33,"49.0%","69.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"ELA",210,2565,2604,40,"55.2%","73.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Math",210,2562,2577,15,"44.3%","58.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"ELA",58,2435,2511,76,"65.5%","88.3%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Math",58,2444,2523,79,"77.6%","95.4%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"ELA",83,2509,2563,54,"51.8%","74.8%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Math",83,2524,2543,19,"32.5%","53.3%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"ELA",87,2433,2485,52,"40.2%","68.7%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Math",87,2430,2483,54,"42.5%","76.2%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"ELA",107,2493,2545,52,"47.7%","72.8%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Math",107,2499,2525,26,"29.0%","58.5%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"ELA",38,2429,2505,76,"63.2%","87.4%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Math",38,2418,2515,97,"92.1%","100.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"ELA",53,2479,2551,71,"58.5%","80.3%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Math",53,2487,2525,38,"47.2%","72.3%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"ELA",50,2431,2502,71,"58.0%","85.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Math",50,2452,2506,54,"50.0%","79.2%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"ELA",56,2522,2569,47,"53.6%","73.8%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Math",56,2530,2584,54,"69.6%","88.3%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"ELA",61,2536,2551,15,"39.3%","53.3%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Math",61,2512,2544,31,"47.5%","69.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"ELA",176,2550,2587,37,"57.4%","74.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Math",176,2525,2557,32,"46.6%","69.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"ELA",231,2564,2601,37,"52.4%","71.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Math",230,2526,2563,37,"51.7%","73.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"ELA",206,2587,2625,38,"54.4%","71.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Math",207,2545,2587,42,"62.8%","78.8%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"ELA",197,2455,2501,46,"44.7%","68.6%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Math",198,2427,2501,74,"67.2%","92.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"ELA",199,2497,2540,43,"47.7%","67.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Math",198,2482,2534,52,"64.6%","85.1%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"ELA",113,2469,2504,35,"24.8%","56.7%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Math",113,2433,2465,32,"37.2%","65.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"ELA",91,2490,2528,38,"46.2%","69.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Math",91,2452,2522,70,"69.2%","87.5%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"ELA",88,2520,2533,13,"25.0%","39.5%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Math",89,2498,2523,25,"37.1%","57.6%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"ELA",91,2517,2549,33,"44.0%","66.3%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Math",91,2496,2515,19,"37.4%","53.4%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"ELA",21,2492,2523,31,"42.9%","61.6%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Math",21,2460,2462,2,"14.3%","40.6%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"ELA",27,2487,2540,52,"51.9%","66.2%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Math",27,2454,2484,30,"44.4%","57.5%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"ELA",32,2542,2595,53,"53.1%","73.1%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Math",32,2505,2511,6,"28.1%","39.9%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"ELA",97,2415,2461,46,"32.0%","61.7%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Math",98,2386,2444,58,"48.0%","78.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"ELA",53,2472,2541,69,"62.3%","89.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Math",53,2473,2537,63,"66.0%","94.2%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"ELA",65,2512,2557,45,"53.8%","72.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Math",65,2509,2532,23,"43.1%","62.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"ELA",61,2565,2597,31,"55.7%","70.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Math",61,2547,2586,39,"57.4%","76.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"ELA",60,2559,2599,40,"53.3%","74.3%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Math",60,2546,2588,42,"53.3%","75.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"ELA",49,2568,2613,45,"55.1%","71.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Math",49,2571,2582,11,"32.7%","45.8%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"ELA",21,2406,2444,38,"28.6%","53.2%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Math",21,2432,2460,27,"9.5%","48.6%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"ELA",29,2461,2503,41,"37.9%","69.3%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Math",29,2448,2487,38,"48.3%","72.6%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"ELA",21,2491,2519,28,"47.6%","58.0%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Math",21,2468,2493,26,"42.9%","66.2%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"ELA",16,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Math",16,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"ELA",20,2555,2598,43,"45.0%","66.1%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Math",20,2531,2592,61,"70.0%","94.8%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"ELA",213,2500,2544,44,"42.7%","67.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Math",214,2498,2533,34,"47.2%","72.3%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"ELA",204,2513,2536,23,"39.2%","54.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Math",202,2502,2529,28,"43.6%","62.9%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"ELA",202,2548,2587,39,"49.0%","67.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Math",202,2540,2567,27,"43.1%","63.4%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"ELA",222,2576,2588,11,"33.3%","49.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Math",223,2566,2558,-8,"28.3%","41.0%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"ELA",63,2465,2505,41,"44.4%","66.5%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Math",63,2468,2512,44,"30.2%","66.4%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"ELA",63,2460,2541,81,"73.0%","94.0%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Math",63,2455,2530,74,"73.0%","96.7%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"ELA",79,2429,2478,50,"50.6%","72.6%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Math",78,2438,2490,52,"39.7%","69.7%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"ELA",86,2390,2500,110,"80.2%","95.6%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Math",86,2413,2496,82,"73.3%","95.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"ELA",82,2455,2476,22,"25.6%","43.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Math",82,2454,2470,16,"32.9%","49.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"ELA",86,2450,2486,36,"43.0%","63.1%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Math",86,2429,2473,44,"54.7%","74.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"ELA",83,2496,2523,27,"31.3%","49.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Math",83,2459,2515,56,"61.4%","81.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"ELA",85,2511,2587,76,"65.9%","90.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Math",85,2506,2577,71,"74.1%","87.4%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"ELA",46,2365,2375,10,"4.3%","29.6%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Math",46,2373,2391,19,"6.5%","38.6%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"ELA",56,2371,2409,38,"23.2%","56.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Math",56,2384,2385,1,"10.7%","42.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"ELA",29,2410,2476,66,"58.6%","81.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Math",29,2397,2418,21,"31.0%","46.8%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"ELA",38,2452,2482,31,"23.7%","53.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Math",38,2422,2451,29,"44.7%","61.7%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"ELA",47,2466,2480,14,"23.4%","44.4%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Math",47,2435,2425,-10,"25.5%","38.0%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"ELA",48,2348,2367,19,"14.6%","38.2%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Math",48,2350,2374,24,"18.8%","40.9%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"ELA",34,2424,2472,49,"35.3%","62.3%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Math",34,2399,2445,47,"50.0%","82.0%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"ELA",26,2434,2474,40,"34.6%","62.1%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Math",26,2418,2419,2,"26.9%","40.4%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"ELA",46,2382,2422,41,"30.4%","55.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Math",46,2363,2403,40,"26.1%","58.2%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"ELA",38,2426,2501,74,"60.5%","89.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Math",38,2410,2447,37,"50.0%","72.2%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"ELA",24,2463,2458,-5,"20.8%","35.3%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Math",24,2432,2425,-8,"20.8%","40.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"ELA",30,2506,2545,39,"46.7%","68.7%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Math",30,2436,2497,61,"70.0%","88.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"ELA",42,2514,2531,16,"28.6%","48.3%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Math",44,2486,2511,26,"43.2%","56.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"ELA",108,2355,2386,31,"22.2%","46.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Math",108,2340,2383,42,"24.1%","59.7%"
