"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",4,"Female",18,"*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",4,"Male",20,2466,2517,50,"40.0%","73.1%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Female",15,"*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Male",27,2529,2574,45,"48.1%","74.5%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Female",27,2530,2584,55,"51.9%","73.9%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Male",20,2582,2604,22,"70.0%","85.9%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Female",61,2470,2475,5,"21.3%","41.7%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Male",86,2479,2499,20,"32.6%","53.9%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Female",90,2486,2503,17,"33.3%","54.7%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Male",78,2516,2525,9,"42.3%","53.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Female",34,2432,2456,24,"17.6%","49.2%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Male",45,2414,2446,31,"20.0%","54.2%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Female",40,2435,2443,8,"17.5%","36.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Male",40,2423,2443,20,"27.5%","50.4%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Female",47,2449,2501,52,"61.7%","87.8%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Male",38,2449,2489,40,"57.9%","73.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Female",38,2412,2458,46,"21.1%","66.3%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Male",38,2397,2455,58,"42.1%","79.0%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Female",51,2441,2441,0,"13.7%","31.7%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Male",40,2459,2460,1,"35.0%","46.4%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Female",39,2461,2518,57,"64.1%","83.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Male",35,2442,2488,46,"60.0%","76.4%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Male","*",2297,2321,25,"9.1%","40.6%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Female","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Male","*","*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Female",113,2469,2478,9,"23.0%","43.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Male",129,2474,2480,6,"26.4%","43.1%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Female",121,2476,2517,41,"55.4%","75.0%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Male",119,2476,2518,43,"50.4%","71.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Female",101,2494,2512,17,"35.6%","52.8%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Male",113,2501,2507,6,"30.1%","47.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Female",36,2388,2428,39,"25.0%","57.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Male",33,2392,2429,37,"21.2%","56.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Female",29,2415,2423,8,"24.1%","45.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Male",40,2418,2430,12,"25.0%","45.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Female",33,2439,2462,23,"42.4%","56.8%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Male",38,2453,2475,22,"34.2%","57.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Female",40,2486,2537,50,"65.0%","84.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Male",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Female",29,2480,2512,32,"51.7%","68.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Male",37,2503,2506,3,"32.4%","42.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Female",21,2459,2517,58,"61.9%","87.6%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Male",19,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Female",26,2522,2490,-32,"0.0%","8.8%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Male",11,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Female",15,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Male",21,2475,2482,7,"19.0%","44.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Female",23,2506,2585,80,"78.3%","88.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Male",23,2479,2540,61,"73.9%","93.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Female",12,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Male",22,2546,2574,29,"54.5%","63.9%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Female",108,2585,2623,39,"55.6%","81.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Male",148,2605,2648,43,"69.6%","83.2%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Female",134,2616,2658,42,"71.6%","85.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Male",128,2631,2657,26,"62.5%","74.5%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Female",53,2485,2522,37,"32.1%","62.1%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Male",53,2497,2549,52,"54.7%","79.1%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Female",49,2505,2531,26,"36.7%","57.4%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Male",49,2512,2550,38,"53.1%","73.6%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Female",137,2518,2537,20,"35.0%","57.2%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Male",121,2530,2555,26,"46.3%","63.0%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Female",122,2547,2607,59,"73.8%","93.5%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Male",136,2546,2598,52,"65.4%","83.9%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Female",23,2411,2461,50,"34.8%","65.3%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Male",21,2405,2451,46,"38.1%","69.8%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Female",21,2455,2475,20,"23.8%","52.4%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Male",23,2466,2499,33,"26.1%","69.1%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Female",23,2503,2558,54,"52.2%","78.2%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Male",21,2508,2532,24,"33.3%","60.8%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Male","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Female",94,2503,2530,27,"38.3%","63.0%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Male",114,2514,2537,23,"32.5%","56.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Female",117,2533,2561,28,"44.4%","64.8%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Male",124,2528,2566,38,"53.2%","73.3%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Female",83,2563,2581,18,"49.4%","63.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Male",127,2562,2575,13,"40.9%","55.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Female",27,2441,2525,84,"81.5%","98.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Male",31,2447,2521,75,"74.2%","92.7%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Female",34,2520,2541,22,"23.5%","51.8%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Male",49,2527,2545,18,"38.8%","54.4%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Female",38,2434,2481,47,"36.8%","71.3%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Male",49,2426,2485,59,"46.9%","80.0%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Female",52,2495,2525,30,"30.8%","62.6%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Male",55,2504,2525,21,"27.3%","54.7%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Female",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Male",19,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Female",25,2488,2526,37,"48.0%","71.0%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Male",28,2485,2524,38,"46.4%","73.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Female",23,2465,2523,59,"60.9%","81.7%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Male",27,2441,2490,49,"40.7%","77.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Female",24,2545,2604,60,"75.0%","94.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Male",32,2520,2569,49,"65.6%","84.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Female",29,2515,2567,52,"62.1%","89.1%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Male",32,2510,2523,13,"34.4%","51.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Female",88,2523,2558,35,"50.0%","73.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Male",88,2527,2555,28,"43.2%","64.8%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Female",110,2528,2558,30,"46.4%","67.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Male",120,2525,2568,43,"56.7%","79.0%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Female",103,2542,2598,56,"73.8%","90.5%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Male",104,2547,2576,28,"51.9%","67.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Female",103,2425,2493,68,"59.2%","88.7%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Male",95,2429,2509,80,"75.8%","96.1%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Female",89,2479,2526,47,"59.6%","82.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Male",109,2484,2540,55,"68.8%","87.0%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Female",54,2436,2471,35,"42.6%","67.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Male",59,2429,2458,29,"32.2%","63.5%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Female",41,2462,2529,67,"65.9%","83.7%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Male",50,2444,2516,72,"72.0%","90.5%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Female",43,2501,2534,33,"48.8%","69.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Male",46,2495,2512,18,"26.1%","47.0%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Female",40,2493,2512,19,"40.0%","53.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Male",51,2498,2516,18,"35.3%","53.4%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Female",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Male",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Female",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Male",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Female",25,2527,2522,-5,"24.0%","35.0%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Male",7,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Female",46,2386,2444,58,"45.7%","78.5%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Male",52,2386,2444,58,"50.0%","77.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Female",25,2478,2539,61,"68.0%","95.1%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Male",28,2469,2534,65,"64.3%","93.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Female",36,2511,2537,26,"47.2%","65.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Male",29,2507,2527,20,"37.9%","58.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Female",35,2553,2595,43,"68.6%","82.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Male",26,2539,2574,35,"42.3%","67.1%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Female",24,2539,2566,27,"29.2%","62.5%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Male",36,2550,2603,53,"69.4%","84.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Female",23,2579,2596,17,"43.5%","57.7%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Male",26,2565,2570,5,"23.1%","35.3%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Male",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Male",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Female",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Male",11,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Female",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Male",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Female",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Male",11,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Female",108,2495,2528,33,"46.3%","70.7%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Male",106,2502,2537,36,"48.1%","73.9%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Female",105,2502,2533,30,"41.0%","61.4%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Male",97,2501,2526,24,"46.4%","64.5%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Female",97,2549,2581,32,"43.3%","64.8%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Male",105,2532,2554,23,"42.9%","62.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Female",118,2571,2569,-2,"29.7%","44.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Male",105,2560,2545,-14,"26.7%","37.0%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Female",27,2469,2500,31,"14.8%","57.1%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Male",36,2467,2521,54,"41.7%","73.3%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Female",32,2440,2518,78,"75.0%","97.9%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Male",31,2471,2541,71,"71.0%","95.3%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Female",35,2445,2495,51,"37.1%","71.2%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Male",43,2433,2486,53,"41.9%","68.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Female",38,2426,2506,79,"71.1%","98.5%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Male",48,2403,2488,85,"75.0%","93.7%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Female",44,2453,2477,24,"36.4%","53.7%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Male",38,2454,2462,8,"28.9%","43.5%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Female",45,2428,2480,52,"60.0%","79.3%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Male",41,2431,2467,36,"48.8%","69.8%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Female",41,2452,2503,51,"51.2%","74.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Male",42,2465,2526,61,"71.4%","87.9%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Female",44,2508,2588,80,"84.1%","94.6%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Male",41,2503,2566,63,"63.4%","79.6%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Female",22,2387,2408,21,"9.1%","41.2%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Male",24,2359,2376,16,"4.2%","36.2%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Female",30,2376,2376,1,"0.0%","34.7%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Male",26,2393,2395,2,"23.1%","51.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Female",15,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Male",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Female",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Male",22,2427,2438,12,"36.4%","49.0%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Female",21,2457,2431,-26,"28.6%","35.4%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Male",26,2418,2421,3,"23.1%","40.1%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Female",23,2347,2366,18,"8.7%","33.4%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Male",25,2353,2381,29,"28.0%","47.8%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Female",19,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Male",15,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Female",12,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Male",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Female",26,2358,2404,46,"26.9%","63.3%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Male",20,2369,2402,33,"25.0%","51.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Female",22,2406,2434,29,"40.9%","62.5%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Male",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Female",10,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Male",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Female",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Male",16,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Female",15,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Male",29,2486,2505,20,"37.9%","50.8%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Female",51,2334,2389,55,"29.4%","69.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Male",57,2346,2378,32,"19.3%","50.9%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Female",36,2379,2400,21,"22.2%","45.0%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Male",51,2393,2405,12,"15.7%","44.1%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Female",46,2378,2426,49,"50.0%","75.7%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Male",45,2367,2410,44,"51.1%","69.9%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Female",59,2465,2496,31,"39.0%","64.2%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Male",73,2422,2447,25,"41.1%","52.7%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Female",63,2461,2455,-6,"20.6%","30.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Male",71,2446,2445,-1,"21.1%","33.5%"
