"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",7,"Not Eligible For Lunch",18,"*","*","*","*","*"
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",8,"Eligible For Lunch",58,2518,2555,36,"39.7%","63.7%"
"=""2790013""","Amistad Academy District","=""2795113""","Amistad Academy",8,"Not Eligible For Lunch",18,"*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",4,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",4,"Not Eligible For Lunch",31,2486,2537,52,"51.6%","78.0%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",5,"Not Eligible For Lunch","*",2538,2581,43,"55.3%","74.1%"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0010011""","Andover School District","=""0010111""","Andover Elementary School",6,"Not Eligible For Lunch",39,2580,2601,20,"51.3%","66.2%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Eligible For Lunch",103,2463,2471,8,"14.6%","37.6%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",7,"Not Eligible For Lunch",44,2492,2502,10,"27.3%","46.2%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Eligible For Lunch",130,2500,2514,14,"28.5%","45.1%"
"=""0020011""","Ansonia School District","=""0025111""","Ansonia Middle School",8,"Not Eligible For Lunch",39,2544,2570,26,"35.9%","55.9%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Eligible For Lunch",56,2399,2440,41,"28.6%","58.3%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",4,"Not Eligible For Lunch",23,2436,2477,41,"30.4%","56.2%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Eligible For Lunch",63,2434,2453,19,"12.7%","40.7%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",5,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Eligible For Lunch",57,2443,2474,32,"35.1%","58.6%"
"=""0020011""","Ansonia School District","=""0020311""","Mead School",6,"Not Eligible For Lunch",28,2514,2537,22,"28.6%","53.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Eligible For Lunch",54,2395,2444,48,"35.2%","62.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",4,"Not Eligible For Lunch",22,2445,2485,40,"36.4%","58.4%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Eligible For Lunch",55,2414,2435,22,"20.0%","46.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",5,"Not Eligible For Lunch",35,2471,2497,26,"28.6%","57.3%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Eligible For Lunch",54,2464,2508,44,"51.9%","70.6%"
"=""0020011""","Ansonia School District","=""0020811""","Prendergast School",6,"Not Eligible For Lunch",20,2494,2539,44,"50.0%","67.7%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",4,"Eligible For Lunch",25,2301,2332,31,"16.0%","43.2%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",5,"Eligible For Lunch",20,2331,2352,21,"10.0%","37.4%"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",6,"Eligible For Lunch",11,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",7,"Eligible For Lunch",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2449414""","Mill Road School",8,"Eligible For Lunch",19,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Eligible For Lunch",154,2472,2473,1,"19.5%","35.9%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",6,"Not Eligible For Lunch",86,2541,2535,-5,"24.4%","43.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Eligible For Lunch",159,2483,2504,21,"30.2%","50.6%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",7,"Not Eligible For Lunch",81,2532,2559,27,"35.8%","59.8%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Eligible For Lunch",129,2502,2514,12,"26.4%","46.2%"
"=""2440014""","Area Cooperative Educational Services","=""2445114""","Thomas Edison Magnet Middle School",8,"Not Eligible For Lunch",85,2564,2588,25,"42.4%","57.1%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Eligible For Lunch",42,2386,2419,33,"26.2%","49.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",4,"Not Eligible For Lunch",27,2417,2460,43,"44.4%","62.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Eligible For Lunch",40,2416,2454,38,"17.5%","51.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",5,"Not Eligible For Lunch",29,2443,2501,57,"41.4%","74.7%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Eligible For Lunch",41,2457,2498,41,"43.9%","65.6%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",6,"Not Eligible For Lunch",30,2526,2556,31,"46.7%","63.4%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Eligible For Lunch",34,2475,2525,50,"47.1%","71.9%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",7,"Not Eligible For Lunch",25,2555,2598,43,"48.0%","67.5%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Eligible For Lunch",37,2528,2560,33,"40.5%","63.3%"
"=""2440014""","Area Cooperative Educational Services","=""2440314""","Wintergreen Interdistrict  Magnet School",8,"Not Eligible For Lunch",29,2535,2568,32,"27.6%","55.4%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",4,"Not Eligible For Lunch",26,2492,2524,32,"34.6%","57.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",5,"Not Eligible For Lunch",28,2552,2568,16,"42.9%","61.9%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",6,"Not Eligible For Lunch",24,2510,2535,25,"37.5%","59.2%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",7,"Not Eligible For Lunch",32,2548,2589,41,"46.9%","69.1%"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Eligible For Lunch",17,"*","*","*","*","*"
"=""0030011""","Ashford School District","=""0030111""","Ashford School",8,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Eligible For Lunch",13,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",7,"Not Eligible For Lunch",243,2601,2639,38,"59.7%","75.7%"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0045111""","Avon Middle School",8,"Not Eligible For Lunch",248,2614,2639,25,"50.4%","65.5%"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040411""","Pine Grove School",4,"Not Eligible For Lunch","*",2508,2550,41,"52.6%","71.5%"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District","=""0040311""","Roaring Brook School",4,"Not Eligible For Lunch","*",2504,2556,51,"59.6%","75.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Eligible For Lunch",17,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",5,"Not Eligible For Lunch",239,2533,2577,44,"55.2%","74.8%"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0040011""","Avon School District","=""0040511""","Thompson Brook School",6,"Not Eligible For Lunch",250,2574,2614,40,"64.0%","80.8%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",4,"Not Eligible For Lunch",35,2443,2495,52,"57.1%","75.3%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",5,"Not Eligible For Lunch","*",2527,2556,30,"39.0%","66.3%"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District","=""0050111""","Barkhamsted Elementary School",6,"Not Eligible For Lunch","*",2555,2588,33,"40.0%","64.3%"
"=""0050011""","Barkhamsted School District","=""0050211""","Bridges at Barkhamsted Elementary School",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Eligible For Lunch",23,2473,2504,31,"56.5%","68.0%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",6,"Not Eligible For Lunch",185,2532,2568,36,"50.3%","70.1%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Eligible For Lunch",28,2497,2530,33,"39.3%","57.8%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",7,"Not Eligible For Lunch",214,2556,2596,40,"50.5%","70.2%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Eligible For Lunch",30,2491,2530,38,"43.3%","69.3%"
"=""0070011""","Berlin School District","=""0075111""","Catherine M. McGee Middle School",8,"Not Eligible For Lunch",180,2577,2617,40,"57.2%","73.7%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Eligible For Lunch",11,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",4,"Not Eligible For Lunch",47,2446,2524,79,"72.3%","91.6%"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070411""","Emma Hart Willard School",5,"Not Eligible For Lunch",74,2513,2565,52,"50.0%","72.6%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",4,"Not Eligible For Lunch",80,2440,2490,50,"38.8%","66.5%"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070511""","Mary E. Griswold School",5,"Not Eligible For Lunch",93,2500,2550,50,"47.3%","72.9%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",4,"Not Eligible For Lunch","*",2434,2512,78,"64.7%","88.3%"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0070011""","Berlin School District","=""0070111""","Richard D. Hubbard School",5,"Not Eligible For Lunch",45,2496,2573,77,"64.4%","85.3%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",4,"Not Eligible For Lunch","*",2436,2506,70,"60.0%","85.5%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",5,"Not Eligible For Lunch",50,2533,2577,44,"52.0%","74.0%"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District","=""0080111""","Bethany Community School",6,"Not Eligible For Lunch","*",2537,2553,15,"39.0%","53.4%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Eligible For Lunch",33,2516,2550,34,"48.5%","68.7%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",6,"Not Eligible For Lunch",143,2558,2596,38,"59.4%","76.1%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Eligible For Lunch",50,2531,2565,34,"38.0%","62.6%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",7,"Not Eligible For Lunch",181,2573,2611,37,"56.4%","73.9%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Eligible For Lunch",52,2567,2600,33,"50.0%","60.3%"
"=""0090011""","Bethel School District","=""0095111""","Bethel Middle School",8,"Not Eligible For Lunch",154,2593,2633,40,"55.8%","75.7%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Eligible For Lunch",39,2419,2465,46,"41.0%","65.9%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",4,"Not Eligible For Lunch",158,2464,2509,46,"45.6%","69.3%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Eligible For Lunch",48,2453,2500,47,"52.1%","67.5%"
"=""0090011""","Bethel School District","=""0090511""","Ralph M. T. Johnson School",5,"Not Eligible For Lunch",151,2511,2553,41,"46.4%","68.0%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Eligible For Lunch",58,2460,2497,38,"27.6%","60.9%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",5,"Not Eligible For Lunch",55,2478,2511,32,"21.8%","52.4%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Eligible For Lunch",54,2489,2527,38,"50.0%","70.6%"
"=""0110011""","Bloomfield School District","=""0110711""","Carmen Arace Intermediate School",6,"Not Eligible For Lunch",37,2490,2529,39,"40.5%","67.9%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Eligible For Lunch",48,2514,2528,14,"25.0%","39.6%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",7,"Not Eligible For Lunch",40,2526,2538,12,"25.0%","39.2%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Eligible For Lunch",47,2499,2530,31,"48.9%","64.4%"
"=""0110011""","Bloomfield School District","=""0115211""","Carmen Arace Middle School",8,"Not Eligible For Lunch",44,2535,2570,35,"38.6%","68.3%"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",6,"Not Eligible For Lunch",6,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",7,"Not Eligible For Lunch",18,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0110011""","Bloomfield School District","=""0116311""","Global Experience Magnet School",8,"Not Eligible For Lunch",20,2554,2603,49,"60.0%","83.1%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Eligible For Lunch",56,2407,2452,45,"28.6%","59.3%"
"=""0110011""","Bloomfield School District","=""0110511""","Metacomet School",4,"Not Eligible For Lunch",41,2426,2474,47,"36.6%","64.9%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",4,"Not Eligible For Lunch",43,2478,2551,73,"67.4%","93.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",5,"Not Eligible For Lunch",56,2517,2560,43,"55.4%","73.4%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",6,"Not Eligible For Lunch",53,2575,2607,32,"58.5%","72.0%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",7,"Not Eligible For Lunch",48,2567,2608,42,"56.3%","78.6%"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District","=""0120111""","Bolton Center School",8,"Not Eligible For Lunch",39,2582,2633,51,"64.1%","79.9%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",4,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",5,"Not Eligible For Lunch",23,2466,2500,34,"30.4%","66.7%"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District","=""0130111""","Fields Memorial School",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Eligible For Lunch",54,2462,2511,49,"42.6%","69.4%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",5,"Not Eligible For Lunch",159,2513,2555,43,"42.8%","66.1%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Eligible For Lunch",60,2466,2498,33,"41.7%","58.1%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",6,"Not Eligible For Lunch",144,2532,2551,19,"38.2%","53.0%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Eligible For Lunch",46,2518,2550,32,"39.1%","54.7%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",7,"Not Eligible For Lunch",156,2557,2598,41,"51.9%","70.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Eligible For Lunch",49,2541,2553,12,"26.5%","43.6%"
"=""0140011""","Branford School District","=""0145111""","Francis Walsh Intermediate School",8,"Not Eligible For Lunch",173,2586,2598,11,"35.3%","51.3%"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141611""","John B. Sliney School",4,"Not Eligible For Lunch",48,2471,2512,42,"45.8%","68.5%"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0140011""","Branford School District","=""0141511""","Mary R. Tisko School",4,"Not Eligible For Lunch",57,2465,2544,79,"70.2%","92.3%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Eligible For Lunch",33,2412,2467,55,"51.5%","74.0%"
"=""0140011""","Branford School District","=""0141411""","Mary T. Murphy School",4,"Not Eligible For Lunch",46,2441,2486,46,"50.0%","71.6%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Eligible For Lunch",69,2383,2489,106,"78.3%","93.0%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",4,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Eligible For Lunch",65,2449,2466,16,"21.5%","38.9%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",5,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Eligible For Lunch",74,2451,2480,29,"37.8%","59.1%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",6,"Not Eligible For Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Eligible For Lunch",68,2492,2517,25,"27.9%","46.4%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",7,"Not Eligible For Lunch",15,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Eligible For Lunch",71,2512,2588,76,"67.6%","92.7%"
"=""2850013""","Bridgeport Achievement First District","=""2850113""","Achievement First Bridgeport Academy",8,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",4,"Eligible For Lunch",46,2365,2375,10,"4.3%","29.6%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",5,"Eligible For Lunch",56,2371,2409,38,"23.2%","56.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",6,"Eligible For Lunch",29,2410,2476,66,"58.6%","81.3%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",7,"Eligible For Lunch",38,2452,2482,31,"23.7%","53.5%"
"=""0150011""","Bridgeport School District","=""0150111""","Barnum School",8,"Eligible For Lunch",47,2466,2480,14,"23.4%","44.4%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",4,"Eligible For Lunch",48,2348,2367,19,"14.6%","38.2%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",5,"Eligible For Lunch",34,2424,2472,49,"35.3%","62.3%"
"=""0150011""","Bridgeport School District","=""0150211""","Beardsley School",6,"Eligible For Lunch",26,2434,2474,40,"34.6%","62.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",4,"Eligible For Lunch",46,2382,2422,41,"30.4%","55.6%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",5,"Eligible For Lunch",38,2426,2501,74,"60.5%","89.1%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",6,"Eligible For Lunch",24,2463,2458,-5,"20.8%","35.3%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",7,"Eligible For Lunch",30,2506,2545,39,"46.7%","68.7%"
"=""0150011""","Bridgeport School District","=""0150311""","Black Rock School",8,"Eligible For Lunch",42,2514,2531,16,"28.6%","48.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",4,"Eligible For Lunch",108,2355,2386,31,"22.2%","46.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",5,"Eligible For Lunch",86,2381,2426,45,"30.2%","59.3%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",6,"Eligible For Lunch",87,2410,2446,36,"32.2%","54.5%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",7,"Eligible For Lunch",129,2466,2516,50,"48.8%","70.6%"
"=""0150011""","Bridgeport School District","=""0154011""","Blackham School",8,"Eligible For Lunch",128,2493,2519,25,"30.5%","49.4%"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",5,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0150011""","Bridgeport School District","=""0159011""","Bridgeport Learning Center",8,"Eligible For Lunch",6,"*","*","*","*","*"
