"Smarter Balanced Growth Report, 2015-16"
"All Districts, Special Education"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""2790013""","Amistad Academy District",7,"Non-Special Education",77,2532,2563,31,"40.3%","63.5%"
"=""2790013""","Amistad Academy District",8,"Special Education","*","*","*","*","*","*"
"=""2790013""","Amistad Academy District",8,"Non-Special Education","*",2517,2579,62,"70.4%","84.9%"
"=""0010011""","Andover School District",4,"Non-Special Education",38,2464,2512,48,"34.2%","71.2%"
"=""0010011""","Andover School District",5,"Non-Special Education",42,2533,2573,40,"52.4%","76.1%"
"=""0010011""","Andover School District",6,"Special Education","*","*","*","*","*","*"
"=""0010011""","Andover School District",6,"Non-Special Education","*",2566,2609,43,"61.9%","82.4%"
"=""0020011""","Ansonia School District",4,"Special Education",25,2356,2386,31,"12.0%","51.4%"
"=""0020011""","Ansonia School District",4,"Non-Special Education",130,2425,2466,41,"27.7%","64.2%"
"=""0020011""","Ansonia School District",5,"Special Education",20,2390,2391,1,"20.0%","35.3%"
"=""0020011""","Ansonia School District",5,"Non-Special Education",151,2446,2454,7,"23.2%","41.3%"
"=""0020011""","Ansonia School District",6,"Special Education",27,2393,2420,27,"44.4%","61.8%"
"=""0020011""","Ansonia School District",6,"Non-Special Education",133,2462,2516,54,"64.7%","85.0%"
"=""0020011""","Ansonia School District",7,"Special Education",34,2409,2416,8,"20.6%","37.7%"
"=""0020011""","Ansonia School District",7,"Non-Special Education",114,2494,2510,16,"29.8%","52.6%"
"=""0020011""","Ansonia School District",8,"Special Education",24,2450,2454,4,"20.8%","43.7%"
"=""0020011""","Ansonia School District",8,"Non-Special Education",145,2507,2522,15,"40.0%","56.0%"
"=""2440014""","Area Cooperative Educational Services",4,"Special Education",28,2290,2320,29,"10.7%","45.8%"
"=""2440014""","Area Cooperative Educational Services",4,"Non-Special Education",66,2395,2433,38,"22.7%","56.6%"
"=""2440014""","Area Cooperative Educational Services",5,"Special Education",23,2324,2360,36,"39.1%","60.5%"
"=""2440014""","Area Cooperative Educational Services",5,"Non-Special Education",65,2421,2430,9,"24.6%","44.8%"
"=""2440014""","Area Cooperative Educational Services",6,"Special Education",47,2384,2368,-16,"21.3%","33.2%"
"=""2440014""","Area Cooperative Educational Services",6,"Non-Special Education",277,2475,2490,15,"29.2%","48.3%"
"=""2440014""","Area Cooperative Educational Services",7,"Special Education",52,2349,2390,40,"36.5%","63.4%"
"=""2440014""","Area Cooperative Educational Services",7,"Non-Special Education",263,2490,2533,42,"55.9%","75.4%"
"=""2440014""","Area Cooperative Educational Services",8,"Special Education",56,2376,2395,19,"33.9%","48.9%"
"=""2440014""","Area Cooperative Educational Services",8,"Non-Special Education",242,2515,2525,10,"34.3%","50.4%"
"=""0030011""","Ashford School District",4,"Special Education",6,"*","*","*","*","*"
"=""0030011""","Ashford School District",4,"Non-Special Education",34,2477,2528,51,"58.8%","81.5%"
"=""0030011""","Ashford School District",5,"Non-Special Education",37,2536,2503,-33,"0.0%","6.2%"
"=""0030011""","Ashford School District",6,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District",6,"Non-Special Education","*",2486,2494,7,"22.6%","40.7%"
"=""0030011""","Ashford School District",7,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District",7,"Non-Special Education","*",2502,2571,69,"73.2%","88.4%"
"=""0030011""","Ashford School District",8,"Special Education","*","*","*","*","*","*"
"=""0030011""","Ashford School District",8,"Non-Special Education","*",2572,2592,20,"46.7%","58.6%"
"=""0040011""","Avon School District",4,"Special Education",8,"*","*","*","*","*"
"=""0040011""","Avon School District",4,"Non-Special Education",196,2503,2542,39,"44.9%","69.1%"
"=""0040011""","Avon School District",5,"Special Education",18,"*","*","*","*","*"
"=""0040011""","Avon School District",5,"Non-Special Education",240,2532,2556,25,"41.7%","61.3%"
"=""0040011""","Avon School District",6,"Special Education",17,"*","*","*","*","*"
"=""0040011""","Avon School District",6,"Non-Special Education",241,2553,2609,56,"70.5%","89.1%"
"=""0040011""","Avon School District",7,"Special Education",25,2462,2517,55,"48.0%","73.1%"
"=""0040011""","Avon School District",7,"Non-Special Education",231,2611,2651,40,"65.4%","83.6%"
"=""0040011""","Avon School District",8,"Special Education",28,2497,2498,2,"21.4%","38.2%"
"=""0040011""","Avon School District",8,"Non-Special Education",234,2639,2676,38,"72.6%","85.2%"
"=""0050011""","Barkhamsted School District",4,"Special Education",8,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District",4,"Non-Special Education",37,2428,2470,43,"32.4%","64.0%"
"=""0050011""","Barkhamsted School District",5,"Special Education",8,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District",5,"Non-Special Education",36,2475,2505,31,"30.6%","64.6%"
"=""0050011""","Barkhamsted School District",6,"Special Education","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",6,"Non-Special Education","*",2517,2564,48,"46.2%","75.9%"
"=""0070011""","Berlin School District",4,"Special Education",26,2351,2419,69,"57.7%","81.5%"
"=""0070011""","Berlin School District",4,"Non-Special Education",158,2445,2516,71,"64.6%","89.7%"
"=""0070011""","Berlin School District",5,"Special Education",24,2405,2425,20,"33.3%","53.6%"
"=""0070011""","Berlin School District",5,"Non-Special Education",219,2516,2543,27,"34.2%","60.4%"
"=""0070011""","Berlin School District",6,"Special Education",17,"*","*","*","*","*"
"=""0070011""","Berlin School District",6,"Non-Special Education",191,2517,2547,30,"36.6%","62.5%"
"=""0070011""","Berlin School District",7,"Special Education",27,2402,2428,26,"33.3%","52.8%"
"=""0070011""","Berlin School District",7,"Non-Special Education",214,2547,2581,34,"50.9%","71.2%"
"=""0070011""","Berlin School District",8,"Special Education",27,2445,2454,9,"18.5%","37.8%"
"=""0070011""","Berlin School District",8,"Non-Special Education",183,2580,2596,16,"48.1%","61.7%"
"=""0080011""","Bethany School District",4,"Special Education",10,"*","*","*","*","*"
"=""0080011""","Bethany School District",4,"Non-Special Education",40,2472,2523,51,"47.5%","78.1%"
"=""0080011""","Bethany School District",5,"Special Education",6,"*","*","*","*","*"
"=""0080011""","Bethany School District",5,"Non-Special Education",50,2543,2599,56,"72.0%","90.7%"
"=""0080011""","Bethany School District",6,"Special Education",8,"*","*","*","*","*"
"=""0080011""","Bethany School District",6,"Non-Special Education",53,2521,2554,33,"49.1%","70.6%"
"=""0090011""","Bethel School District",4,"Special Education",17,"*","*","*","*","*"
"=""0090011""","Bethel School District",4,"Non-Special Education",181,2433,2506,73,"65.7%","91.5%"
"=""0090011""","Bethel School District",5,"Special Education",19,"*","*","*","*","*"
"=""0090011""","Bethel School District",5,"Non-Special Education",179,2490,2542,52,"67.0%","86.5%"
"=""0090011""","Bethel School District",6,"Special Education",15,"*","*","*","*","*"
"=""0090011""","Bethel School District",6,"Non-Special Education",161,2529,2564,35,"48.4%","71.3%"
"=""0090011""","Bethel School District",7,"Special Education",31,2439,2478,39,"38.7%","68.1%"
"=""0090011""","Bethel School District",7,"Non-Special Education",199,2540,2576,37,"53.8%","74.1%"
"=""0090011""","Bethel School District",8,"Special Education",20,2449,2470,21,"50.0%","60.4%"
"=""0090011""","Bethel School District",8,"Non-Special Education",187,2555,2599,44,"64.2%","80.8%"
"=""0110011""","Bloomfield School District",4,"Special Education",14,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",4,"Non-Special Education",86,2399,2455,57,"48.8%","78.7%"
"=""0110011""","Bloomfield School District",5,"Special Education",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",5,"Non-Special Education",100,2440,2475,35,"40.0%","69.4%"
"=""0110011""","Bloomfield School District",6,"Special Education",24,2384,2409,25,"37.5%","54.3%"
"=""0110011""","Bloomfield School District",6,"Non-Special Education",89,2473,2538,65,"64.0%","85.4%"
"=""0110011""","Bloomfield School District",7,"Special Education",19,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",7,"Non-Special Education",97,2506,2534,28,"41.2%","60.3%"
"=""0110011""","Bloomfield School District",8,"Special Education",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",8,"Non-Special Education",110,2508,2522,14,"36.4%","50.3%"
"=""0120011""","Bolton School District",4,"Non-Special Education",53,2473,2537,63,"66.0%","94.2%"
"=""0120011""","Bolton School District",5,"Special Education",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",5,"Non-Special Education",56,2533,2551,19,"39.3%","58.8%"
"=""0120011""","Bolton School District",6,"Special Education",8,"*","*","*","*","*"
"=""0120011""","Bolton School District",6,"Non-Special Education",53,2561,2595,35,"56.6%","73.3%"
"=""0120011""","Bolton School District",7,"Special Education",11,"*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Non-Special Education",49,2567,2607,40,"53.1%","74.9%"
"=""0120011""","Bolton School District",8,"Special Education",6,"*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Non-Special Education",43,2587,2597,10,"32.6%","47.1%"
"=""0130011""","Bozrah School District",4,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Non-Special Education","*",2436,2463,27,"10.0%","48.8%"
"=""0130011""","Bozrah School District",5,"Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Non-Special Education",23,2468,2513,46,"56.5%","81.6%"
"=""0130011""","Bozrah School District",6,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Non-Special Education","*",2474,2503,30,"45.0%","69.5%"
"=""0130011""","Bozrah School District",7,"Special Education",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Non-Special Education",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Special Education","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0140011""","Branford School District",4,"Special Education",17,"*","*","*","*","*"
"=""0140011""","Branford School District",4,"Non-Special Education",187,2462,2517,55,"47.6%","76.8%"
"=""0140011""","Branford School District",5,"Special Education",26,2401,2445,44,"38.5%","69.3%"
"=""0140011""","Branford School District",5,"Non-Special Education",189,2511,2545,34,"48.7%","72.9%"
"=""0140011""","Branford School District",6,"Special Education",28,2412,2416,4,"32.1%","46.6%"
"=""0140011""","Branford School District",6,"Non-Special Education",174,2516,2548,31,"45.4%","65.5%"
"=""0140011""","Branford School District",7,"Special Education",27,2424,2457,33,"40.7%","59.3%"
"=""0140011""","Branford School District",7,"Non-Special Education",175,2558,2584,26,"43.4%","64.0%"
"=""0140011""","Branford School District",8,"Special Education",22,2413,2427,15,"31.8%","40.6%"
"=""0140011""","Branford School District",8,"Non-Special Education",201,2583,2572,-10,"27.9%","41.1%"
"=""2850013""","Bridgeport Achievement First District",4,"Special Education",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Non-Special Education",75,2426,2509,83,"77.3%","97.2%"
"=""2850013""","Bridgeport Achievement First District",5,"Special Education","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Non-Special Education","*",2454,2472,18,"33.3%","49.6%"
"=""2850013""","Bridgeport Achievement First District",6,"Special Education",8,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Non-Special Education",78,2435,2479,44,"56.4%","76.3%"
"=""2850013""","Bridgeport Achievement First District",7,"Special Education",8,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Non-Special Education",75,2468,2527,59,"64.0%","84.4%"
"=""2850013""","Bridgeport Achievement First District",8,"Special Education",10,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"Non-Special Education",75,2518,2593,75,"80.0%","92.5%"
"=""0150011""","Bridgeport School District",4,"Special Education",202,2309,2350,41,"26.7%","55.3%"
"=""0150011""","Bridgeport School District",4,"Non-Special Education",1394,2372,2406,34,"20.2%","51.6%"
"=""0150011""","Bridgeport School District",5,"Special Education",197,2342,2359,17,"26.9%","48.8%"
"=""0150011""","Bridgeport School District",5,"Non-Special Education",1223,2400,2419,19,"28.3%","50.6%"
"=""0150011""","Bridgeport School District",6,"Special Education",165,2360,2344,-17,"20.6%","32.8%"
"=""0150011""","Bridgeport School District",6,"Non-Special Education",1046,2417,2440,22,"35.9%","55.0%"
"=""0150011""","Bridgeport School District",7,"Special Education",172,2342,2359,17,"36.0%","52.0%"
"=""0150011""","Bridgeport School District",7,"Non-Special Education",1019,2447,2470,23,"36.0%","56.3%"
"=""0150011""","Bridgeport School District",8,"Special Education",210,2369,2393,24,"32.4%","50.7%"
"=""0150011""","Bridgeport School District",8,"Non-Special Education",1091,2470,2472,2,"29.0%","43.3%"
"=""0170011""","Bristol School District",4,"Special Education",87,2345,2407,62,"43.7%","75.4%"
"=""0170011""","Bristol School District",4,"Non-Special Education",449,2436,2484,48,"43.4%","71.7%"
"=""0170011""","Bristol School District",5,"Special Education",98,2387,2404,16,"27.6%","48.5%"
"=""0170011""","Bristol School District",5,"Non-Special Education",521,2481,2516,35,"43.0%","67.8%"
"=""0170011""","Bristol School District",6,"Special Education",107,2407,2411,4,"23.4%","39.8%"
"=""0170011""","Bristol School District",6,"Non-Special Education",423,2503,2538,35,"44.0%","67.1%"
"=""0170011""","Bristol School District",7,"Special Education",109,2388,2426,38,"50.5%","68.6%"
"=""0170011""","Bristol School District",7,"Non-Special Education",462,2518,2554,37,"51.1%","72.1%"
"=""0170011""","Bristol School District",8,"Special Education",90,2414,2433,20,"31.1%","50.1%"
"=""0170011""","Bristol School District",8,"Non-Special Education",436,2552,2573,21,"41.7%","59.2%"
"=""0180011""","Brookfield School District",4,"Special Education",26,2379,2456,77,"61.5%","88.5%"
"=""0180011""","Brookfield School District",4,"Non-Special Education",177,2480,2513,32,"29.9%","58.9%"
"=""0180011""","Brookfield School District",5,"Special Education",15,"*","*","*","*","*"
"=""0180011""","Brookfield School District",5,"Non-Special Education",153,2517,2538,21,"33.3%","57.5%"
"=""0180011""","Brookfield School District",6,"Special Education",23,2426,2430,3,"30.4%","48.6%"
"=""0180011""","Brookfield School District",6,"Non-Special Education",163,2534,2569,36,"47.9%","70.8%"
"=""0180011""","Brookfield School District",7,"Special Education",24,2472,2509,37,"58.3%","74.2%"
"=""0180011""","Brookfield School District",7,"Non-Special Education",190,2572,2603,31,"53.2%","73.0%"
"=""0180011""","Brookfield School District",8,"Special Education",21,2463,2497,35,"42.9%","70.3%"
"=""0180011""","Brookfield School District",8,"Non-Special Education",165,2600,2644,44,"63.6%","79.8%"
"=""0190011""","Brooklyn School District",4,"Special Education",8,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Non-Special Education",65,2442,2502,60,"53.8%","83.3%"
"=""0190011""","Brooklyn School District",5,"Special Education",11,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"Non-Special Education",87,2508,2510,3,"17.2%","33.8%"
"=""0190011""","Brooklyn School District",6,"Special Education","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",6,"Non-Special Education","*",2489,2546,58,"62.0%","85.4%"
"=""0190011""","Brooklyn School District",7,"Special Education","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"Non-Special Education","*",2545,2553,8,"30.1%","46.1%"
"=""0190011""","Brooklyn School District",8,"Special Education",8,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",8,"Non-Special Education",95,2526,2547,21,"42.1%","56.7%"
"=""0210011""","Canaan School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Non-Special Education",8,"*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Special Education","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Special Education","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Special Education","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Special Education","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Non-Special Education","*",2427,2488,61,"57.1%","85.3%"
"=""0220011""","Canterbury School District",5,"Special Education",6,"*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"Non-Special Education",44,2478,2487,9,"18.2%","41.6%"
"=""0220011""","Canterbury School District",6,"Special Education","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"Non-Special Education","*",2492,2534,42,"50.0%","71.2%"
"=""0220011""","Canterbury School District",7,"Special Education",7,"*","*","*","*","*"
"=""0220011""","Canterbury School District",7,"Non-Special Education",63,2482,2533,51,"61.9%","85.3%"
"=""0220011""","Canterbury School District",8,"Special Education","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"Non-Special Education","*",2552,2575,24,"38.2%","61.2%"
"=""0230011""","Canton School District",4,"Special Education",11,"*","*","*","*","*"
"=""0230011""","Canton School District",4,"Non-Special Education",101,2487,2528,41,"43.6%","70.5%"
"=""0230011""","Canton School District",5,"Special Education",13,"*","*","*","*","*"
"=""0230011""","Canton School District",5,"Non-Special Education",116,2505,2552,47,"59.5%","81.7%"
"=""0230011""","Canton School District",6,"Special Education",13,"*","*","*","*","*"
"=""0230011""","Canton School District",6,"Non-Special Education",119,2540,2599,59,"60.5%","84.4%"
"=""0230011""","Canton School District",7,"Special Education",17,"*","*","*","*","*"
"=""0230011""","Canton School District",7,"Non-Special Education",119,2566,2599,32,"57.1%","76.1%"
"=""0230011""","Canton School District",8,"Special Education",20,2465,2483,18,"60.0%","71.5%"
"=""0230011""","Canton School District",8,"Non-Special Education",115,2579,2626,47,"65.2%","84.0%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Special Education","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Non-Special Education","*",2434,2424,-10,"16.7%","34.5%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Special Education","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Non-Special Education","*",2455,2453,-1,"10.0%","33.7%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Special Education","*","*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Non-Special Education","*",2480,2470,-10,"17.9%","30.3%"
"=""2410014""","Capitol Region Education Council",4,"Special Education",56,2347,2401,54,"37.5%","68.7%"
"=""2410014""","Capitol Region Education Council",4,"Non-Special Education",295,2440,2490,51,"42.0%","74.4%"
"=""2410014""","Capitol Region Education Council",5,"Special Education",71,2377,2406,29,"40.8%","57.7%"
"=""2410014""","Capitol Region Education Council",5,"Non-Special Education",242,2473,2515,42,"52.9%","75.0%"
"=""2410014""","Capitol Region Education Council",6,"Special Education",71,2401,2396,-5,"22.5%","35.4%"
"=""2410014""","Capitol Region Education Council",6,"Non-Special Education",510,2482,2500,18,"30.8%","51.4%"
"=""2410014""","Capitol Region Education Council",7,"Special Education",84,2395,2422,27,"38.1%","57.4%"
"=""2410014""","Capitol Region Education Council",7,"Non-Special Education",579,2507,2521,14,"31.8%","51.5%"
"=""2410014""","Capitol Region Education Council",8,"Special Education",61,2434,2461,27,"39.3%","54.4%"
"=""2410014""","Capitol Region Education Council",8,"Non-Special Education",543,2534,2554,20,"41.1%","59.1%"
"=""0240011""","Chaplin School District",4,"Non-Special Education",13,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Special Education","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Special Education",7,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Non-Special Education",7,"*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"Special Education",30,2375,2437,62,"53.3%","79.6%"
"=""0250011""","Cheshire School District",4,"Non-Special Education",248,2468,2520,51,"50.8%","77.6%"
"=""0250011""","Cheshire School District",5,"Special Education",31,2437,2477,40,"38.7%","70.2%"
"=""0250011""","Cheshire School District",5,"Non-Special Education",306,2521,2570,49,"64.1%","84.4%"
"=""0250011""","Cheshire School District",6,"Special Education",33,2465,2489,24,"42.4%","58.6%"
"=""0250011""","Cheshire School District",6,"Non-Special Education",343,2536,2582,46,"58.0%","78.2%"
"=""0250011""","Cheshire School District",7,"Special Education",42,2460,2475,15,"35.7%","54.0%"
"=""0250011""","Cheshire School District",7,"Non-Special Education",313,2578,2594,16,"41.2%","57.2%"
"=""0250011""","Cheshire School District",8,"Special Education",24,2466,2485,19,"41.7%","52.8%"
"=""0250011""","Cheshire School District",8,"Non-Special Education",319,2584,2619,35,"56.4%","73.0%"
"=""0260011""","Chester School District",4,"Special Education",9,"*","*","*","*","*"
"=""0260011""","Chester School District",4,"Non-Special Education",18,"*","*","*","*","*"
"=""0260011""","Chester School District",5,"Special Education",6,"*","*","*","*","*"
"=""0260011""","Chester School District",5,"Non-Special Education",28,2535,2563,27,"46.4%","65.5%"
"=""0260011""","Chester School District",6,"Special Education","*","*","*","*","*","*"
"=""0260011""","Chester School District",6,"Non-Special Education","*",2521,2591,70,"76.5%","95.2%"
"=""0270011""","Clinton School District",4,"Special Education",20,2341,2407,66,"50.0%","79.1%"
"=""0270011""","Clinton School District",4,"Non-Special Education",114,2454,2514,60,"53.5%","85.6%"
"=""0270011""","Clinton School District",5,"Special Education",24,2457,2485,28,"50.0%","67.2%"
"=""0270011""","Clinton School District",5,"Non-Special Education",143,2521,2551,30,"49.7%","70.0%"
"=""0270011""","Clinton School District",6,"Special Education",21,2444,2448,4,"28.6%","47.2%"
"=""0270011""","Clinton School District",6,"Non-Special Education",110,2553,2592,38,"50.9%","73.2%"
"=""0270011""","Clinton School District",7,"Special Education",20,2401,2411,9,"30.0%","40.8%"
"=""0270011""","Clinton School District",7,"Non-Special Education",121,2560,2574,15,"37.2%","55.1%"
"=""0270011""","Clinton School District",8,"Special Education",15,"*","*","*","*","*"
"=""0270011""","Clinton School District",8,"Non-Special Education",139,2563,2603,40,"58.3%","74.4%"
"=""0280011""","Colchester School District",4,"Special Education",15,"*","*","*","*","*"
"=""0280011""","Colchester School District",4,"Non-Special Education",146,2470,2524,54,"48.6%","82.2%"
"=""0280011""","Colchester School District",5,"Special Education",28,2446,2490,45,"57.1%","76.4%"
"=""0280011""","Colchester School District",5,"Non-Special Education",165,2499,2560,60,"69.7%","90.2%"
"=""0280011""","Colchester School District",6,"Special Education",37,2482,2459,-23,"8.1%","18.1%"
"=""0280011""","Colchester School District",6,"Non-Special Education",164,2556,2552,-4,"25.0%","36.1%"
"=""0280011""","Colchester School District",7,"Special Education",22,2467,2463,-3,"22.7%","33.3%"
"=""0280011""","Colchester School District",7,"Non-Special Education",169,2574,2575,0,"21.9%","37.1%"
"=""0280011""","Colchester School District",8,"Special Education",21,2454,2498,44,"47.6%","68.9%"
"=""0280011""","Colchester School District",8,"Non-Special Education",168,2571,2604,32,"56.5%","76.1%"
"=""0290011""","Colebrook School District",4,"Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Special Education","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Non-Special Education","*",2426,2494,68,"58.1%","88.3%"
"=""0300011""","Columbia School District",5,"Special Education","*","*","*","*","*","*"
"=""0300011""","Columbia School District",5,"Non-Special Education","*",2487,2501,15,"17.0%","42.6%"
"=""0300011""","Columbia School District",6,"Special Education",7,"*","*","*","*","*"
"=""0300011""","Columbia School District",6,"Non-Special Education",29,2521,2555,34,"41.4%","75.5%"
"=""0300011""","Columbia School District",7,"Special Education",6,"*","*","*","*","*"
"=""0300011""","Columbia School District",7,"Non-Special Education",42,2570,2587,17,"33.3%","51.8%"
"=""0300011""","Columbia School District",8,"Special Education",9,"*","*","*","*","*"
"=""0300011""","Columbia School District",8,"Non-Special Education",48,2572,2612,39,"50.0%","67.6%"
"=""2430014""","Cooperative Educational Services",4,"Special Education",15,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",4,"Non-Special Education",53,2455,2486,30,"30.2%","52.0%"
"=""2430014""","Cooperative Educational Services",5,"Special Education",15,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",5,"Non-Special Education",35,2486,2525,39,"45.7%","66.9%"
"=""2430014""","Cooperative Educational Services",6,"Special Education",19,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",6,"Non-Special Education",38,2500,2560,60,"68.4%","86.2%"
"=""2430014""","Cooperative Educational Services",7,"Special Education",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",7,"Non-Special Education",24,2558,2559,1,"20.8%","36.1%"
"=""2430014""","Cooperative Educational Services",8,"Special Education",30,2373,2399,26,"36.7%","57.2%"
"=""2430014""","Cooperative Educational Services",8,"Non-Special Education",22,2563,2577,14,"36.4%","52.4%"
"=""0310011""","Cornwall School District",4,"Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Non-Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Special Education","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Non-Special Education","*","*","*","*","*","*"
"=""0320011""","Coventry School District",4,"Special Education",8,"*","*","*","*","*"
