"Smarter Balanced Growth Report, 2015-16"
"All Districts, All Students"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0090011""","Bethel School District",6,"Math",176,2525,2557,32,"46.6%","69.1%"
"=""0090011""","Bethel School District",7,"ELA",231,2564,2601,37,"52.4%","71.4%"
"=""0090011""","Bethel School District",7,"Math",230,2526,2563,37,"51.7%","73.3%"
"=""0090011""","Bethel School District",8,"ELA",206,2587,2625,38,"54.4%","71.8%"
"=""0090011""","Bethel School District",8,"Math",207,2545,2587,42,"62.8%","78.8%"
"=""0110011""","Bloomfield School District",4,"ELA",99,2411,2458,47,"32.3%","62.1%"
"=""0110011""","Bloomfield School District",4,"Math",100,2382,2442,59,"49.0%","78.7%"
"=""0110011""","Bloomfield School District",5,"ELA",113,2469,2504,35,"24.8%","56.7%"
"=""0110011""","Bloomfield School District",5,"Math",113,2433,2465,32,"37.2%","65.4%"
"=""0110011""","Bloomfield School District",6,"ELA",113,2490,2528,37,"46.0%","68.4%"
"=""0110011""","Bloomfield School District",6,"Math",113,2454,2511,57,"58.4%","78.8%"
"=""0110011""","Bloomfield School District",7,"ELA",115,2512,2534,22,"31.3%","45.7%"
"=""0110011""","Bloomfield School District",7,"Math",116,2488,2514,26,"38.8%","57.6%"
"=""0110011""","Bloomfield School District",8,"ELA",123,2523,2561,38,"46.3%","68.0%"
"=""0110011""","Bloomfield School District",8,"Math",123,2498,2514,15,"35.0%","49.9%"
"=""0120011""","Bolton School District",4,"ELA",53,2472,2541,69,"62.3%","89.2%"
"=""0120011""","Bolton School District",4,"Math",53,2473,2537,63,"66.0%","94.2%"
"=""0120011""","Bolton School District",5,"ELA",66,2509,2554,44,"53.0%","71.8%"
"=""0120011""","Bolton School District",5,"Math",66,2506,2529,23,"42.4%","62.4%"
"=""0120011""","Bolton School District",6,"ELA",61,2565,2597,31,"55.7%","70.6%"
"=""0120011""","Bolton School District",6,"Math",61,2547,2586,39,"57.4%","76.0%"
"=""0120011""","Bolton School District",7,"ELA",60,2559,2599,40,"53.3%","74.3%"
"=""0120011""","Bolton School District",7,"Math",60,2546,2588,42,"53.3%","75.4%"
"=""0120011""","Bolton School District",8,"ELA",49,2568,2613,45,"55.1%","71.9%"
"=""0120011""","Bolton School District",8,"Math",49,2571,2582,11,"32.7%","45.8%"
"=""0130011""","Bozrah School District",4,"ELA",21,2406,2444,38,"28.6%","53.2%"
"=""0130011""","Bozrah School District",4,"Math",21,2432,2460,27,"9.5%","48.6%"
"=""0130011""","Bozrah School District",5,"ELA",29,2461,2503,41,"37.9%","69.3%"
"=""0130011""","Bozrah School District",5,"Math",29,2448,2487,38,"48.3%","72.6%"
"=""0130011""","Bozrah School District",6,"ELA",21,2491,2519,28,"47.6%","58.0%"
"=""0130011""","Bozrah School District",6,"Math",21,2468,2493,26,"42.9%","66.2%"
"=""0130011""","Bozrah School District",7,"ELA",16,"*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Math",16,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"ELA",20,2555,2598,43,"45.0%","66.1%"
"=""0130011""","Bozrah School District",8,"Math",20,2531,2592,61,"70.0%","94.8%"
"=""0140011""","Branford School District",4,"ELA",205,2449,2506,57,"55.6%","77.3%"
"=""0140011""","Branford School District",4,"Math",204,2453,2509,56,"47.1%","77.0%"
"=""0140011""","Branford School District",5,"ELA",214,2499,2544,45,"43.0%","67.2%"
"=""0140011""","Branford School District",5,"Math",215,2498,2533,35,"47.4%","72.5%"
"=""0140011""","Branford School District",6,"ELA",204,2513,2536,23,"39.2%","54.5%"
"=""0140011""","Branford School District",6,"Math",202,2502,2529,28,"43.6%","62.9%"
"=""0140011""","Branford School District",7,"ELA",202,2548,2587,39,"49.0%","67.0%"
"=""0140011""","Branford School District",7,"Math",202,2540,2567,27,"43.1%","63.4%"
"=""0140011""","Branford School District",8,"ELA",222,2576,2588,11,"33.3%","49.6%"
"=""0140011""","Branford School District",8,"Math",223,2566,2558,-8,"28.3%","41.0%"
"=""2850013""","Bridgeport Achievement First District",4,"ELA",86,2390,2500,110,"80.2%","95.6%"
"=""2850013""","Bridgeport Achievement First District",4,"Math",86,2413,2496,82,"73.3%","95.8%"
"=""2850013""","Bridgeport Achievement First District",5,"ELA",82,2455,2476,22,"25.6%","43.8%"
"=""2850013""","Bridgeport Achievement First District",5,"Math",82,2454,2470,16,"32.9%","49.0%"
"=""2850013""","Bridgeport Achievement First District",6,"ELA",86,2450,2486,36,"43.0%","63.1%"
"=""2850013""","Bridgeport Achievement First District",6,"Math",86,2429,2473,44,"54.7%","74.8%"
"=""2850013""","Bridgeport Achievement First District",7,"ELA",83,2496,2523,27,"31.3%","49.8%"
"=""2850013""","Bridgeport Achievement First District",7,"Math",83,2459,2515,56,"61.4%","81.0%"
"=""2850013""","Bridgeport Achievement First District",8,"ELA",85,2511,2587,76,"65.9%","90.4%"
"=""2850013""","Bridgeport Achievement First District",8,"Math",85,2506,2577,71,"74.1%","87.4%"
"=""0150011""","Bridgeport School District",4,"ELA",1572,2367,2402,34,"23.9%","50.7%"
"=""0150011""","Bridgeport School District",4,"Math",1596,2364,2399,35,"21.1%","52.1%"
"=""0150011""","Bridgeport School District",5,"ELA",1405,2395,2437,42,"30.7%","58.0%"
"=""0150011""","Bridgeport School District",5,"Math",1420,2392,2411,19,"28.1%","50.4%"
"=""0150011""","Bridgeport School District",6,"ELA",1187,2430,2466,35,"36.4%","57.7%"
"=""0150011""","Bridgeport School District",6,"Math",1211,2409,2427,17,"33.9%","52.0%"
"=""0150011""","Bridgeport School District",7,"ELA",1167,2462,2496,33,"34.4%","55.8%"
"=""0150011""","Bridgeport School District",7,"Math",1191,2432,2454,22,"36.0%","55.7%"
"=""0150011""","Bridgeport School District",8,"ELA",1265,2484,2507,23,"31.9%","51.7%"
"=""0150011""","Bridgeport School District",8,"Math",1301,2454,2459,6,"29.5%","44.5%"
"=""0170011""","Bristol School District",4,"ELA",532,2425,2479,55,"45.9%","71.3%"
"=""0170011""","Bristol School District",4,"Math",536,2421,2472,50,"43.5%","72.3%"
"=""0170011""","Bristol School District",5,"ELA",615,2469,2514,45,"41.5%","66.3%"
"=""0170011""","Bristol School District",5,"Math",619,2466,2498,32,"40.5%","64.8%"
"=""0170011""","Bristol School District",6,"ELA",529,2501,2532,31,"40.3%","62.1%"
"=""0170011""","Bristol School District",6,"Math",530,2483,2512,29,"39.8%","61.6%"
"=""0170011""","Bristol School District",7,"ELA",568,2515,2553,38,"43.5%","64.7%"
"=""0170011""","Bristol School District",7,"Math",571,2493,2530,37,"51.0%","71.4%"
"=""0170011""","Bristol School District",8,"ELA",521,2552,2575,23,"39.0%","56.6%"
"=""0170011""","Bristol School District",8,"Math",526,2528,2549,21,"39.9%","57.6%"
"=""0180011""","Brookfield School District",4,"ELA",204,2469,2509,40,"36.8%","62.1%"
"=""0180011""","Brookfield School District",4,"Math",203,2467,2505,38,"34.0%","62.7%"
"=""0180011""","Brookfield School District",5,"ELA",168,2509,2549,40,"43.5%","63.9%"
"=""0180011""","Brookfield School District",5,"Math",168,2508,2529,20,"32.1%","55.6%"
"=""0180011""","Brookfield School District",6,"ELA",187,2539,2566,27,"45.5%","63.0%"
"=""0180011""","Brookfield School District",6,"Math",186,2521,2552,32,"45.7%","68.1%"
"=""0180011""","Brookfield School District",7,"ELA",216,2555,2586,31,"42.1%","62.0%"
"=""0180011""","Brookfield School District",7,"Math",214,2561,2593,32,"53.7%","73.1%"
"=""0180011""","Brookfield School District",8,"ELA",182,2595,2623,28,"51.1%","65.8%"
"=""0180011""","Brookfield School District",8,"Math",186,2584,2627,43,"61.3%","78.7%"
"=""0190011""","Brooklyn School District",4,"ELA",72,2455,2523,67,"59.7%","83.1%"
"=""0190011""","Brooklyn School District",4,"Math",73,2432,2492,60,"50.7%","82.1%"
"=""0190011""","Brooklyn School District",5,"ELA",98,2514,2543,29,"32.7%","56.2%"
"=""0190011""","Brooklyn School District",5,"Math",98,2497,2501,4,"16.3%","35.2%"
"=""0190011""","Brooklyn School District",6,"ELA",74,2520,2585,65,"67.6%","88.5%"
"=""0190011""","Brooklyn School District",6,"Math",73,2485,2540,55,"60.3%","83.1%"
"=""0190011""","Brooklyn School District",7,"ELA",76,2582,2597,16,"38.2%","54.9%"
"=""0190011""","Brooklyn School District",7,"Math",76,2543,2553,10,"31.6%","47.5%"
"=""0190011""","Brooklyn School District",8,"ELA",103,2571,2605,34,"50.5%","67.4%"
"=""0190011""","Brooklyn School District",8,"Math",103,2517,2539,22,"40.8%","56.0%"
"=""0210011""","Canaan School District",4,"ELA","*","*","*","*","*","*"
"=""0210011""","Canaan School District",4,"Math","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"ELA",8,"*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Math",8,"*","*","*","*","*"
"=""0210011""","Canaan School District",6,"ELA",11,"*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Math",10,"*","*","*","*","*"
"=""0210011""","Canaan School District",7,"ELA","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Math","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"ELA",10,"*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Math",10,"*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"ELA",36,2446,2494,48,"41.7%","72.0%"
"=""0220011""","Canterbury School District",4,"Math",36,2428,2488,60,"55.6%","84.9%"
"=""0220011""","Canterbury School District",5,"ELA",50,2475,2518,43,"42.0%","67.3%"
"=""0220011""","Canterbury School District",5,"Math",50,2468,2471,3,"18.0%","39.0%"
"=""0220011""","Canterbury School District",6,"ELA",34,2490,2546,56,"52.9%","73.7%"
"=""0220011""","Canterbury School District",6,"Math",34,2491,2531,40,"47.1%","66.9%"
"=""0220011""","Canterbury School District",7,"ELA",70,2507,2560,53,"57.1%","81.3%"
"=""0220011""","Canterbury School District",7,"Math",70,2477,2527,50,"60.0%","84.4%"
"=""0220011""","Canterbury School District",8,"ELA",58,2574,2581,7,"27.6%","41.9%"
"=""0220011""","Canterbury School District",8,"Math",58,2547,2571,24,"39.7%","61.8%"
"=""0230011""","Canton School District",4,"ELA",112,2482,2523,41,"48.2%","68.0%"
"=""0230011""","Canton School District",4,"Math",112,2478,2514,37,"39.3%","64.7%"
"=""0230011""","Canton School District",5,"ELA",129,2509,2556,47,"49.6%","73.2%"
"=""0230011""","Canton School District",5,"Math",129,2493,2535,42,"55.0%","76.5%"
"=""0230011""","Canton School District",6,"ELA",132,2543,2586,43,"55.3%","75.8%"
"=""0230011""","Canton School District",6,"Math",132,2527,2582,55,"58.3%","81.5%"
"=""0230011""","Canton School District",7,"ELA",136,2575,2602,27,"46.3%","65.1%"
"=""0230011""","Canton School District",7,"Math",136,2550,2582,32,"55.9%","75.6%"
"=""0230011""","Canton School District",8,"ELA",135,2585,2621,36,"56.3%","72.9%"
"=""0230011""","Canton School District",8,"Math",135,2562,2605,43,"64.4%","82.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"ELA",26,2435,2462,27,"30.8%","51.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Math",26,2429,2417,-12,"15.4%","33.6%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"ELA",32,2483,2509,25,"31.3%","45.7%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Math",32,2449,2448,-1,"9.4%","32.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"ELA",30,2488,2534,46,"43.3%","73.5%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Math",29,2479,2469,-10,"17.2%","29.3%"
"=""2410014""","Capitol Region Education Council",4,"ELA",347,2420,2474,53,"43.2%","71.7%"
"=""2410014""","Capitol Region Education Council",4,"Math",351,2425,2476,51,"41.3%","73.5%"
"=""2410014""","Capitol Region Education Council",5,"ELA",312,2449,2503,54,"45.8%","70.6%"
"=""2410014""","Capitol Region Education Council",5,"Math",313,2451,2490,39,"50.2%","71.0%"
"=""2410014""","Capitol Region Education Council",6,"ELA",586,2489,2512,22,"34.5%","53.3%"
"=""2410014""","Capitol Region Education Council",6,"Math",581,2472,2487,15,"29.8%","49.4%"
"=""2410014""","Capitol Region Education Council",7,"ELA",672,2511,2544,33,"38.5%","60.4%"
"=""2410014""","Capitol Region Education Council",7,"Math",663,2493,2509,16,"32.6%","52.2%"
"=""2410014""","Capitol Region Education Council",8,"ELA",622,2544,2570,26,"41.8%","59.6%"
"=""2410014""","Capitol Region Education Council",8,"Math",604,2524,2545,21,"40.9%","58.7%"
"=""0240011""","Chaplin School District",4,"ELA",13,"*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"Math",13,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"ELA",16,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Math",15,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"ELA",14,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Math",14,"*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"ELA",278,2468,2534,66,"64.4%","83.3%"
"=""0250011""","Cheshire School District",4,"Math",278,2458,2511,53,"51.1%","77.8%"
"=""0250011""","Cheshire School District",5,"ELA",337,2534,2585,51,"61.7%","83.0%"
"=""0250011""","Cheshire School District",5,"Math",337,2513,2561,48,"61.7%","83.1%"
"=""0250011""","Cheshire School District",6,"ELA",376,2557,2591,33,"55.1%","70.3%"
"=""0250011""","Cheshire School District",6,"Math",376,2530,2574,44,"56.6%","76.4%"
"=""0250011""","Cheshire School District",7,"ELA",353,2587,2605,18,"39.1%","55.7%"
"=""0250011""","Cheshire School District",7,"Math",355,2564,2580,16,"40.6%","56.8%"
"=""0250011""","Cheshire School District",8,"ELA",344,2604,2624,20,"45.9%","60.9%"
"=""0250011""","Cheshire School District",8,"Math",343,2576,2610,34,"55.4%","71.6%"
"=""0260011""","Chester School District",4,"ELA",27,2475,2520,45,"48.1%","66.4%"
"=""0260011""","Chester School District",4,"Math",27,2482,2519,37,"37.0%","63.8%"
"=""0260011""","Chester School District",5,"ELA",34,2538,2576,38,"52.9%","76.5%"
"=""0260011""","Chester School District",5,"Math",34,2529,2552,23,"44.1%","60.2%"
"=""0260011""","Chester School District",6,"ELA",39,2583,2606,22,"48.7%","63.2%"
"=""0260011""","Chester School District",6,"Math",39,2515,2582,67,"76.9%","94.2%"
"=""0270011""","Clinton School District",4,"ELA",134,2460,2503,43,"38.8%","66.8%"
"=""0270011""","Clinton School District",4,"Math",134,2437,2498,61,"53.0%","84.6%"
"=""0270011""","Clinton School District",5,"ELA",167,2515,2554,39,"44.9%","68.2%"
"=""0270011""","Clinton School District",5,"Math",167,2512,2542,30,"49.7%","69.6%"
"=""0270011""","Clinton School District",6,"ELA",130,2544,2569,25,"40.8%","61.9%"
"=""0270011""","Clinton School District",6,"Math",131,2536,2569,33,"47.3%","69.0%"
"=""0270011""","Clinton School District",7,"ELA",141,2566,2580,15,"37.6%","50.4%"
"=""0270011""","Clinton School District",7,"Math",141,2537,2551,14,"36.2%","53.0%"
"=""0270011""","Clinton School District",8,"ELA",153,2575,2610,35,"51.6%","68.2%"
"=""0270011""","Clinton School District",8,"Math",154,2549,2588,39,"55.8%","72.9%"
"=""0280011""","Colchester School District",4,"ELA",161,2458,2517,60,"56.5%","79.5%"
"=""0280011""","Colchester School District",4,"Math",161,2462,2515,53,"47.2%","80.7%"
"=""0280011""","Colchester School District",5,"ELA",192,2501,2554,52,"51.6%","78.7%"
"=""0280011""","Colchester School District",5,"Math",193,2492,2550,58,"67.9%","88.2%"
"=""0280011""","Colchester School District",6,"ELA",201,2543,2578,35,"51.7%","71.0%"
"=""0280011""","Colchester School District",6,"Math",201,2542,2535,-8,"21.9%","32.8%"
"=""0280011""","Colchester School District",7,"ELA",192,2576,2600,24,"40.1%","58.9%"
"=""0280011""","Colchester School District",7,"Math",191,2562,2562,-0,"22.0%","36.6%"
"=""0280011""","Colchester School District",8,"ELA",189,2596,2619,23,"43.4%","59.4%"
"=""0280011""","Colchester School District",8,"Math",189,2558,2592,34,"55.6%","75.3%"
"=""0290011""","Colebrook School District",4,"ELA",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",4,"Math",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"ELA",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Math",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"ELA",13,"*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Math",13,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"ELA",35,2429,2510,81,"71.4%","96.2%"
"=""0300011""","Columbia School District",4,"Math",35,2421,2488,67,"57.1%","86.8%"
"=""0300011""","Columbia School District",5,"ELA",51,2494,2532,38,"39.2%","58.6%"
"=""0300011""","Columbia School District",5,"Math",51,2478,2494,16,"17.6%","44.3%"
"=""0300011""","Columbia School District",6,"ELA",36,2511,2550,40,"47.2%","70.9%"
"=""0300011""","Columbia School District",6,"Math",36,2499,2526,27,"33.3%","62.2%"
"=""0300011""","Columbia School District",7,"ELA",48,2558,2598,40,"47.9%","67.4%"
"=""0300011""","Columbia School District",7,"Math",48,2546,2566,19,"31.3%","51.9%"
"=""0300011""","Columbia School District",8,"ELA",58,2579,2603,25,"39.7%","55.2%"
"=""0300011""","Columbia School District",8,"Math",57,2552,2588,36,"50.9%","66.4%"
"=""2430014""","Cooperative Educational Services",4,"ELA",67,2399,2463,64,"49.3%","72.5%"
"=""2430014""","Cooperative Educational Services",4,"Math",68,2430,2460,30,"27.9%","52.3%"
"=""2430014""","Cooperative Educational Services",5,"ELA",50,2454,2480,26,"22.0%","48.0%"
"=""2430014""","Cooperative Educational Services",5,"Math",50,2440,2479,39,"48.0%","68.1%"
"=""2430014""","Cooperative Educational Services",6,"ELA",57,2489,2530,41,"47.4%","70.8%"
"=""2430014""","Cooperative Educational Services",6,"Math",57,2475,2514,40,"50.9%","70.7%"
"=""2430014""","Cooperative Educational Services",7,"ELA",41,2525,2527,2,"22.0%","40.8%"
"=""2430014""","Cooperative Educational Services",7,"Math",41,2503,2512,9,"24.4%","40.8%"
"=""2430014""","Cooperative Educational Services",8,"ELA",52,2506,2536,31,"30.8%","52.6%"
"=""2430014""","Cooperative Educational Services",8,"Math",52,2453,2474,21,"36.5%","55.1%"
"=""0310011""","Cornwall School District",4,"ELA","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",4,"Math","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"ELA",10,"*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Math",10,"*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"ELA","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Math","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"ELA",11,"*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Math",11,"*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"ELA",19,"*","*","*","*","*"
