"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0050011""","Barkhamsted School District",5,"Non-ELL",44,2518,2551,33,"40.9%","68.5%"
"=""0050011""","Barkhamsted School District",6,"Non-ELL",44,2543,2578,35,"38.6%","64.8%"
"=""0070011""","Berlin School District",4,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",4,"Non-ELL","*",2435,2499,64,"53.1%","78.8%"
"=""0070011""","Berlin School District",5,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",5,"Non-ELL","*",2498,2555,57,"52.1%","75.4%"
"=""0070011""","Berlin School District",6,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",6,"Non-ELL","*",2526,2562,35,"50.7%","69.8%"
"=""0070011""","Berlin School District",7,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",7,"Non-ELL","*",2551,2591,40,"49.8%","69.4%"
"=""0070011""","Berlin School District",8,"Non-ELL",210,2565,2604,40,"55.2%","73.1%"
"=""0080011""","Bethany School District",4,"Non-ELL",50,2431,2502,71,"58.0%","85.1%"
"=""0080011""","Bethany School District",5,"Non-ELL",56,2522,2569,47,"53.6%","73.8%"
"=""0080011""","Bethany School District",6,"Non-ELL",61,2536,2551,15,"39.3%","53.3%"
"=""0090011""","Bethel School District",4,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",4,"Non-ELL","*",2457,2504,47,"45.3%","69.4%"
"=""0090011""","Bethel School District",5,"ELL",7,"*","*","*","*","*"
"=""0090011""","Bethel School District",5,"Non-ELL",192,2500,2544,43,"48.4%","68.7%"
"=""0090011""","Bethel School District",6,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",6,"Non-ELL","*",2551,2589,38,"58.4%","75.5%"
"=""0090011""","Bethel School District",7,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",7,"Non-ELL","*",2567,2604,37,"53.5%","72.2%"
"=""0090011""","Bethel School District",8,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",8,"Non-ELL","*",2588,2625,38,"54.1%","71.6%"
"=""0110011""","Bloomfield School District",4,"ELL","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District",4,"Non-ELL","*",2412,2458,47,"32.7%","61.8%"
"=""0110011""","Bloomfield School District",5,"ELL","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District",5,"Non-ELL","*",2470,2506,36,"24.3%","56.8%"
"=""0110011""","Bloomfield School District",6,"Non-ELL",113,2490,2528,37,"46.0%","68.4%"
"=""0110011""","Bloomfield School District",7,"ELL","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District",7,"Non-ELL","*",2512,2535,22,"31.6%","46.0%"
"=""0110011""","Bloomfield School District",8,"Non-ELL",123,2523,2561,38,"46.3%","68.0%"
"=""0120011""","Bolton School District",4,"Non-ELL",53,2472,2541,69,"62.3%","89.2%"
"=""0120011""","Bolton School District",5,"Non-ELL",66,2509,2554,44,"53.0%","71.8%"
"=""0120011""","Bolton School District",6,"Non-ELL",61,2565,2597,31,"55.7%","70.6%"
"=""0120011""","Bolton School District",7,"Non-ELL",60,2559,2599,40,"53.3%","74.3%"
"=""0120011""","Bolton School District",8,"Non-ELL",49,2568,2613,45,"55.1%","71.9%"
"=""0130011""","Bozrah School District",4,"ELL","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Non-ELL","*",2409,2448,40,"30.0%","55.0%"
"=""0130011""","Bozrah School District",5,"Non-ELL",29,2461,2503,41,"37.9%","69.3%"
"=""0130011""","Bozrah School District",6,"Non-ELL",21,2491,2519,28,"47.6%","58.0%"
"=""0130011""","Bozrah School District",7,"Non-ELL",16,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Non-ELL",20,2555,2598,43,"45.0%","66.1%"
"=""0140011""","Branford School District",4,"ELL",6,"*","*","*","*","*"
"=""0140011""","Branford School District",4,"Non-ELL",199,2453,2508,55,"54.3%","76.3%"
"=""0140011""","Branford School District",5,"ELL",7,"*","*","*","*","*"
"=""0140011""","Branford School District",5,"Non-ELL",207,2502,2547,45,"42.5%","66.9%"
"=""0140011""","Branford School District",6,"ELL","*","*","*","*","*","*"
"=""0140011""","Branford School District",6,"Non-ELL","*",2515,2539,23,"39.5%","54.5%"
"=""0140011""","Branford School District",7,"Non-ELL",202,2548,2587,39,"49.0%","67.0%"
"=""0140011""","Branford School District",8,"Non-ELL",222,2576,2588,11,"33.3%","49.6%"
"=""2850013""","Bridgeport Achievement First District",4,"ELL","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Non-ELL","*",2392,2502,110,"79.5%","95.1%"
"=""2850013""","Bridgeport Achievement First District",5,"ELL",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Non-ELL",71,2462,2488,26,"28.2%","46.5%"
"=""2850013""","Bridgeport Achievement First District",6,"ELL","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Non-ELL","*",2450,2486,36,"42.4%","62.5%"
"=""2850013""","Bridgeport Achievement First District",7,"ELL",18,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Non-ELL",65,2499,2525,25,"32.3%","48.8%"
"=""2850013""","Bridgeport Achievement First District",8,"ELL",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"Non-ELL",73,2511,2587,76,"65.8%","90.9%"
"=""0150011""","Bridgeport School District",4,"ELL",183,2320,2355,34,"19.7%","45.8%"
"=""0150011""","Bridgeport School District",4,"Non-ELL",1389,2373,2408,34,"24.4%","51.3%"
"=""0150011""","Bridgeport School District",5,"ELL",157,2342,2394,52,"34.4%","60.7%"
"=""0150011""","Bridgeport School District",5,"Non-ELL",1248,2402,2443,41,"30.3%","57.7%"
"=""0150011""","Bridgeport School District",6,"ELL",148,2366,2402,36,"29.1%","56.4%"
"=""0150011""","Bridgeport School District",6,"Non-ELL",1039,2440,2475,35,"37.4%","57.8%"
"=""0150011""","Bridgeport School District",7,"ELL",120,2380,2418,38,"28.3%","54.3%"
"=""0150011""","Bridgeport School District",7,"Non-ELL",1047,2472,2504,33,"35.1%","56.0%"
"=""0150011""","Bridgeport School District",8,"ELL",114,2400,2435,35,"28.9%","56.6%"
"=""0150011""","Bridgeport School District",8,"Non-ELL",1151,2492,2514,22,"32.2%","51.2%"
"=""0170011""","Bristol School District",4,"ELL",28,2351,2404,54,"32.1%","65.4%"
"=""0170011""","Bristol School District",4,"Non-ELL",504,2429,2483,55,"46.6%","71.6%"
"=""0170011""","Bristol School District",5,"ELL",17,"*","*","*","*","*"
"=""0170011""","Bristol School District",5,"Non-ELL",598,2472,2517,44,"41.5%","66.2%"
"=""0170011""","Bristol School District",6,"ELL",13,"*","*","*","*","*"
"=""0170011""","Bristol School District",6,"Non-ELL",516,2504,2534,30,"40.3%","62.0%"
"=""0170011""","Bristol School District",7,"ELL",11,"*","*","*","*","*"
"=""0170011""","Bristol School District",7,"Non-ELL",557,2517,2555,37,"43.6%","64.6%"
"=""0170011""","Bristol School District",8,"ELL",8,"*","*","*","*","*"
"=""0170011""","Bristol School District",8,"Non-ELL",513,2554,2576,22,"39.0%","56.4%"
"=""0180011""","Brookfield School District",4,"ELL",7,"*","*","*","*","*"
"=""0180011""","Brookfield School District",4,"Non-ELL",197,2472,2511,39,"37.1%","62.0%"
"=""0180011""","Brookfield School District",5,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",5,"Non-ELL","*",2510,2550,40,"43.4%","63.9%"
"=""0180011""","Brookfield School District",6,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",6,"Non-ELL","*",2540,2566,26,"45.4%","62.8%"
"=""0180011""","Brookfield School District",7,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",7,"Non-ELL","*",2556,2587,31,"42.1%","61.9%"
"=""0180011""","Brookfield School District",8,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",8,"Non-ELL","*",2596,2623,28,"50.8%","65.6%"
"=""0190011""","Brooklyn School District",4,"ELL","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Non-ELL","*",2456,2522,66,"59.2%","82.8%"
"=""0190011""","Brooklyn School District",5,"Non-ELL",98,2514,2543,29,"32.7%","56.2%"
"=""0190011""","Brooklyn School District",6,"Non-ELL",74,2520,2585,65,"67.6%","88.5%"
"=""0190011""","Brooklyn School District",7,"Non-ELL",76,2582,2597,16,"38.2%","54.9%"
"=""0190011""","Brooklyn School District",8,"Non-ELL",103,2571,2605,34,"50.5%","67.4%"
"=""0210011""","Canaan School District",4,"Non-ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Non-ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Non-ELL",11,"*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Non-ELL",6,"*","*","*","*","*"
"=""0210011""","Canaan School District",8,"ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Non-ELL","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Non-ELL",36,2446,2494,48,"41.7%","72.0%"
"=""0220011""","Canterbury School District",5,"Non-ELL",50,2475,2518,43,"42.0%","67.3%"
"=""0220011""","Canterbury School District",6,"Non-ELL",34,2490,2546,56,"52.9%","73.7%"
"=""0220011""","Canterbury School District",7,"Non-ELL",70,2507,2560,53,"57.1%","81.3%"
"=""0220011""","Canterbury School District",8,"Non-ELL",58,2574,2581,7,"27.6%","41.9%"
"=""0230011""","Canton School District",4,"Non-ELL",112,2482,2523,41,"48.2%","68.0%"
"=""0230011""","Canton School District",5,"ELL","*","*","*","*","*","*"
"=""0230011""","Canton School District",5,"Non-ELL","*",2509,2556,47,"50.0%","73.6%"
"=""0230011""","Canton School District",6,"Non-ELL",132,2543,2586,43,"55.3%","75.8%"
"=""0230011""","Canton School District",7,"Non-ELL",136,2575,2602,27,"46.3%","65.1%"
"=""0230011""","Canton School District",8,"Non-ELL",135,2585,2621,36,"56.3%","72.9%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Non-ELL",26,2435,2462,27,"30.8%","51.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Non-ELL",32,2483,2509,25,"31.3%","45.7%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Non-ELL",30,2488,2534,46,"43.3%","73.5%"
"=""2410014""","Capitol Region Education Council",4,"ELL",14,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",4,"Non-ELL",333,2423,2477,54,"43.8%","72.2%"
"=""2410014""","Capitol Region Education Council",5,"ELL",14,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",5,"Non-ELL",298,2453,2506,53,"45.6%","70.7%"
"=""2410014""","Capitol Region Education Council",6,"ELL",24,2376,2411,35,"29.2%","53.0%"
"=""2410014""","Capitol Region Education Council",6,"Non-ELL",562,2494,2516,22,"34.7%","53.4%"
"=""2410014""","Capitol Region Education Council",7,"ELL",28,2417,2441,24,"32.1%","45.7%"
"=""2410014""","Capitol Region Education Council",7,"Non-ELL",644,2515,2549,33,"38.8%","61.0%"
"=""2410014""","Capitol Region Education Council",8,"ELL",21,2414,2427,13,"14.3%","36.7%"
"=""2410014""","Capitol Region Education Council",8,"Non-ELL",601,2548,2575,27,"42.8%","60.4%"
"=""0240011""","Chaplin School District",4,"Non-ELL",13,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Non-ELL",16,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Non-ELL",14,"*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"Non-ELL","*",2469,2534,66,"64.3%","83.2%"
"=""0250011""","Cheshire School District",5,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",5,"Non-ELL","*",2535,2586,51,"62.1%","83.3%"
"=""0250011""","Cheshire School District",6,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",6,"Non-ELL","*",2558,2592,34,"55.4%","70.8%"
"=""0250011""","Cheshire School District",7,"Non-ELL",353,2587,2605,18,"39.1%","55.7%"
"=""0250011""","Cheshire School District",8,"Non-ELL",344,2604,2624,20,"45.9%","60.9%"
"=""0260011""","Chester School District",4,"Non-ELL",27,2475,2520,45,"48.1%","66.4%"
"=""0260011""","Chester School District",5,"Non-ELL",34,2538,2576,38,"52.9%","76.5%"
"=""0260011""","Chester School District",6,"Non-ELL",39,2583,2606,22,"48.7%","63.2%"
"=""0270011""","Clinton School District",4,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",4,"Non-ELL","*",2463,2506,43,"38.9%","66.8%"
"=""0270011""","Clinton School District",5,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",5,"Non-ELL","*",2519,2558,39,"45.1%","68.0%"
"=""0270011""","Clinton School District",6,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",6,"Non-ELL","*",2545,2571,26,"41.4%","62.5%"
"=""0270011""","Clinton School District",7,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",7,"Non-ELL","*",2567,2581,14,"37.9%","50.3%"
"=""0270011""","Clinton School District",8,"Non-ELL",153,2575,2610,35,"51.6%","68.2%"
"=""0280011""","Colchester School District",4,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",4,"Non-ELL","*",2460,2519,59,"56.7%","79.0%"
"=""0280011""","Colchester School District",5,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",5,"Non-ELL","*",2502,2554,52,"51.6%","78.6%"
"=""0280011""","Colchester School District",6,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",6,"Non-ELL","*",2543,2578,35,"52.0%","71.2%"
"=""0280011""","Colchester School District",7,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",7,"Non-ELL","*",2576,2600,25,"40.3%","59.2%"
"=""0280011""","Colchester School District",8,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",8,"Non-ELL","*",2598,2621,22,"43.3%","59.1%"
"=""0290011""","Colebrook School District",4,"Non-ELL",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Non-ELL",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Non-ELL",13,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Non-ELL",35,2429,2510,81,"71.4%","96.2%"
"=""0300011""","Columbia School District",5,"Non-ELL",51,2494,2532,38,"39.2%","58.6%"
"=""0300011""","Columbia School District",6,"Non-ELL",36,2511,2550,40,"47.2%","70.9%"
"=""0300011""","Columbia School District",7,"Non-ELL",48,2558,2598,40,"47.9%","67.4%"
"=""0300011""","Columbia School District",8,"Non-ELL",58,2579,2603,25,"39.7%","55.2%"
"=""2430014""","Cooperative Educational Services",4,"Non-ELL",67,2399,2463,64,"49.3%","72.5%"
"=""2430014""","Cooperative Educational Services",5,"Non-ELL",50,2454,2480,26,"22.0%","48.0%"
"=""2430014""","Cooperative Educational Services",6,"ELL","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",6,"Non-ELL","*",2493,2531,38,"46.4%","70.1%"
"=""2430014""","Cooperative Educational Services",7,"Non-ELL",41,2525,2527,2,"22.0%","40.8%"
"=""2430014""","Cooperative Educational Services",8,"ELL","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",8,"Non-ELL","*",2509,2539,30,"31.4%","51.7%"
"=""0310011""","Cornwall School District",4,"Non-ELL","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Non-ELL",10,"*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Non-ELL","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Non-ELL",11,"*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Non-ELL",19,"*","*","*","*","*"
"=""0320011""","Coventry School District",4,"Non-ELL",118,2455,2521,66,"61.9%","82.0%"
"=""0320011""","Coventry School District",5,"Non-ELL",115,2495,2542,47,"39.1%","67.3%"
"=""0320011""","Coventry School District",6,"Non-ELL",119,2531,2572,41,"47.9%","70.7%"
"=""0320011""","Coventry School District",7,"Non-ELL",123,2558,2613,54,"64.2%","83.8%"
"=""0320011""","Coventry School District",8,"Non-ELL",131,2571,2622,51,"58.8%","78.6%"
"=""0330011""","Cromwell School District",4,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",4,"Non-ELL","*",2440,2476,35,"31.5%","57.1%"
"=""0330011""","Cromwell School District",5,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",5,"Non-ELL","*",2480,2516,36,"32.7%","61.5%"
"=""0330011""","Cromwell School District",6,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",6,"Non-ELL","*",2524,2579,55,"66.4%","83.7%"
"=""0330011""","Cromwell School District",7,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",7,"Non-ELL","*",2572,2598,27,"45.5%","64.4%"
"=""0330011""","Cromwell School District",8,"Non-ELL",140,2577,2607,30,"47.1%","66.0%"
"=""0340011""","Danbury School District",4,"ELL",171,2357,2418,60,"38.6%","67.7%"
"=""0340011""","Danbury School District",4,"Non-ELL",584,2437,2495,58,"49.5%","73.4%"
"=""0340011""","Danbury School District",5,"ELL",136,2387,2448,61,"39.0%","69.0%"
"=""0340011""","Danbury School District",5,"Non-ELL",647,2480,2530,49,"45.4%","70.3%"
"=""0340011""","Danbury School District",6,"ELL",89,2419,2444,25,"27.0%","49.1%"
"=""0340011""","Danbury School District",6,"Non-ELL",623,2507,2530,23,"35.3%","55.0%"
"=""0340011""","Danbury School District",7,"ELL",92,2426,2459,33,"32.6%","56.7%"
"=""0340011""","Danbury School District",7,"Non-ELL",659,2525,2551,26,"34.6%","55.5%"
"=""0340011""","Danbury School District",8,"ELL",69,2412,2465,53,"33.3%","67.7%"
"=""0340011""","Danbury School District",8,"Non-ELL",606,2530,2569,39,"48.2%","66.8%"
"=""0350011""","Darien School District",4,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District",4,"Non-ELL","*",2497,2553,57,"61.4%","82.0%"
"=""0350011""","Darien School District",5,"Non-ELL",341,2539,2592,54,"64.2%","82.7%"
"=""0350011""","Darien School District",6,"Non-ELL",385,2574,2608,34,"55.6%","70.8%"
"=""0350011""","Darien School District",7,"Non-ELL",361,2596,2637,41,"58.4%","75.5%"
"=""0350011""","Darien School District",8,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District",8,"Non-ELL","*",2630,2658,28,"57.2%","71.1%"
"=""0360011""","Deep River School District",4,"Non-ELL",48,2455,2497,42,"41.7%","66.0%"
"=""0360011""","Deep River School District",5,"ELL","*","*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Non-ELL","*",2512,2550,38,"46.5%","65.7%"
"=""0360011""","Deep River School District",6,"Non-ELL",54,2534,2571,37,"55.6%","69.4%"
"=""0370011""","Derby School District",4,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",4,"Non-ELL","*",2403,2456,54,"39.5%","67.6%"
"=""0370011""","Derby School District",5,"Non-ELL",101,2455,2496,41,"34.7%","64.3%"
"=""0370011""","Derby School District",6,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",6,"Non-ELL","*",2494,2466,-27,"15.2%","25.0%"
"=""0370011""","Derby School District",7,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",7,"Non-ELL","*",2475,2505,30,"35.0%","53.7%"
"=""0370011""","Derby School District",8,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",8,"Non-ELL","*",2515,2540,25,"34.8%","53.6%"
"=""0400011""","East Granby School District",4,"ELL","*","*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Non-ELL","*",2453,2503,50,"51.1%","72.7%"
"=""0400011""","East Granby School District",5,"Non-ELL",69,2529,2576,46,"49.3%","72.2%"
"=""0400011""","East Granby School District",6,"Non-ELL",60,2544,2546,2,"31.7%","46.3%"
"=""0400011""","East Granby School District",7,"Non-ELL",73,2550,2566,16,"30.1%","47.3%"
"=""0400011""","East Granby School District",8,"Non-ELL",60,2582,2611,29,"43.3%","63.5%"
"=""0410011""","East Haddam School District",4,"Non-ELL",67,2464,2492,28,"35.8%","54.9%"
"=""0410011""","East Haddam School District",5,"Non-ELL",67,2521,2567,47,"59.7%","72.8%"
"=""0410011""","East Haddam School District",6,"Non-ELL",75,2540,2573,34,"53.3%","70.3%"
"=""0410011""","East Haddam School District",7,"Non-ELL",91,2564,2593,29,"48.4%","64.3%"
"=""0410011""","East Haddam School District",8,"Non-ELL",94,2557,2581,24,"44.7%","60.2%"
"=""0420011""","East Hampton School District",4,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District",4,"Non-ELL","*",2455,2492,37,"34.0%","60.3%"
"=""0420011""","East Hampton School District",5,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District",5,"Non-ELL","*",2498,2524,26,"37.0%","55.8%"
"=""0420011""","East Hampton School District",6,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District",6,"Non-ELL","*",2538,2541,4,"28.6%","42.1%"
"=""0420011""","East Hampton School District",7,"Non-ELL",116,2529,2554,25,"33.6%","50.7%"
"=""0420011""","East Hampton School District",8,"Non-ELL",125,2570,2589,20,"40.0%","57.7%"
"=""0430011""","East Hartford School District",4,"ELL",49,2330,2388,57,"30.6%","61.0%"
"=""0430011""","East Hartford School District",4,"Non-ELL",420,2381,2436,55,"40.0%","67.4%"
"=""0430011""","East Hartford School District",5,"ELL",46,2356,2411,55,"30.4%","59.5%"
"=""0430011""","East Hartford School District",5,"Non-ELL",431,2433,2483,50,"41.3%","65.2%"
"=""0430011""","East Hartford School District",6,"ELL",32,2398,2419,21,"21.9%","50.3%"
"=""0430011""","East Hartford School District",6,"Non-ELL",350,2460,2496,36,"40.0%","62.1%"
"=""0430011""","East Hartford School District",7,"ELL",26,2372,2383,12,"19.2%","38.4%"
"=""0430011""","East Hartford School District",7,"Non-ELL",403,2491,2511,20,"27.3%","49.3%"
"=""0430011""","East Hartford School District",8,"ELL",28,2410,2431,20,"25.0%","45.1%"
