"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (2-level)"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0050011""","Barkhamsted School District",6,"Not Eligible For Lunch","*",2555,2588,33,"40.0%","64.3%"
"=""0070011""","Berlin School District",4,"Eligible For Lunch",22,2376,2441,66,"45.5%","81.7%"
"=""0070011""","Berlin School District",4,"Not Eligible For Lunch",162,2440,2505,64,"53.7%","78.2%"
"=""0070011""","Berlin School District",5,"Eligible For Lunch",31,2440,2499,59,"48.4%","73.1%"
"=""0070011""","Berlin School District",5,"Not Eligible For Lunch",212,2504,2560,57,"51.9%","75.4%"
"=""0070011""","Berlin School District",6,"Eligible For Lunch",23,2473,2504,31,"56.5%","68.0%"
"=""0070011""","Berlin School District",6,"Not Eligible For Lunch",185,2532,2568,36,"50.3%","70.1%"
"=""0070011""","Berlin School District",7,"Eligible For Lunch",28,2497,2530,33,"39.3%","57.8%"
"=""0070011""","Berlin School District",7,"Not Eligible For Lunch",214,2556,2596,40,"50.5%","70.2%"
"=""0070011""","Berlin School District",8,"Eligible For Lunch",30,2491,2530,38,"43.3%","69.3%"
"=""0070011""","Berlin School District",8,"Not Eligible For Lunch",180,2577,2617,40,"57.2%","73.7%"
"=""0080011""","Bethany School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District",4,"Not Eligible For Lunch","*",2436,2506,70,"60.0%","85.5%"
"=""0080011""","Bethany School District",5,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0080011""","Bethany School District",5,"Not Eligible For Lunch",50,2533,2577,44,"52.0%","74.0%"
"=""0080011""","Bethany School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District",6,"Not Eligible For Lunch","*",2537,2553,15,"39.0%","53.4%"
"=""0090011""","Bethel School District",4,"Eligible For Lunch",39,2419,2465,46,"41.0%","65.9%"
"=""0090011""","Bethel School District",4,"Not Eligible For Lunch",158,2464,2509,46,"45.6%","69.3%"
"=""0090011""","Bethel School District",5,"Eligible For Lunch",48,2453,2500,47,"52.1%","67.5%"
"=""0090011""","Bethel School District",5,"Not Eligible For Lunch",151,2511,2553,41,"46.4%","68.0%"
"=""0090011""","Bethel School District",6,"Eligible For Lunch",33,2516,2550,34,"48.5%","68.7%"
"=""0090011""","Bethel School District",6,"Not Eligible For Lunch",143,2558,2596,38,"59.4%","76.1%"
"=""0090011""","Bethel School District",7,"Eligible For Lunch",50,2531,2565,34,"38.0%","62.6%"
"=""0090011""","Bethel School District",7,"Not Eligible For Lunch",181,2573,2611,37,"56.4%","73.9%"
"=""0090011""","Bethel School District",8,"Eligible For Lunch",52,2567,2600,33,"50.0%","60.3%"
"=""0090011""","Bethel School District",8,"Not Eligible For Lunch",154,2593,2633,40,"55.8%","75.7%"
"=""0110011""","Bloomfield School District",4,"Eligible For Lunch",57,2402,2449,47,"29.8%","60.2%"
"=""0110011""","Bloomfield School District",4,"Not Eligible For Lunch",42,2423,2471,47,"35.7%","64.7%"
"=""0110011""","Bloomfield School District",5,"Eligible For Lunch",58,2460,2497,38,"27.6%","60.9%"
"=""0110011""","Bloomfield School District",5,"Not Eligible For Lunch",55,2478,2511,32,"21.8%","52.4%"
"=""0110011""","Bloomfield School District",6,"Eligible For Lunch",70,2490,2526,36,"47.1%","67.1%"
"=""0110011""","Bloomfield School District",6,"Not Eligible For Lunch",43,2491,2530,40,"44.2%","70.5%"
"=""0110011""","Bloomfield School District",7,"Eligible For Lunch",57,2502,2525,23,"29.8%","44.2%"
"=""0110011""","Bloomfield School District",7,"Not Eligible For Lunch",58,2522,2543,21,"32.8%","47.3%"
"=""0110011""","Bloomfield School District",8,"Eligible For Lunch",59,2504,2541,37,"47.5%","62.8%"
"=""0110011""","Bloomfield School District",8,"Not Eligible For Lunch",64,2541,2580,39,"45.3%","72.9%"
"=""0120011""","Bolton School District",4,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",4,"Not Eligible For Lunch",43,2478,2551,73,"67.4%","93.4%"
"=""0120011""","Bolton School District",5,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",5,"Not Eligible For Lunch",56,2517,2560,43,"55.4%","73.4%"
"=""0120011""","Bolton School District",6,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0120011""","Bolton School District",6,"Not Eligible For Lunch",53,2575,2607,32,"58.5%","72.0%"
"=""0120011""","Bolton School District",7,"Eligible For Lunch",12,"*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Not Eligible For Lunch",48,2567,2608,42,"56.3%","78.6%"
"=""0120011""","Bolton School District",8,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Not Eligible For Lunch",39,2582,2633,51,"64.1%","79.9%"
"=""0130011""","Bozrah School District",4,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Not Eligible For Lunch",23,2466,2500,34,"30.4%","66.7%"
"=""0130011""","Bozrah School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Eligible For Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0140011""","Branford School District",4,"Eligible For Lunch",54,2421,2477,56,"53.7%","74.2%"
"=""0140011""","Branford School District",4,"Not Eligible For Lunch",151,2460,2516,57,"56.3%","78.4%"
"=""0140011""","Branford School District",5,"Eligible For Lunch",54,2462,2511,49,"42.6%","69.4%"
"=""0140011""","Branford School District",5,"Not Eligible For Lunch",160,2512,2556,44,"43.1%","66.4%"
"=""0140011""","Branford School District",6,"Eligible For Lunch",60,2466,2498,33,"41.7%","58.1%"
"=""0140011""","Branford School District",6,"Not Eligible For Lunch",144,2532,2551,19,"38.2%","53.0%"
"=""0140011""","Branford School District",7,"Eligible For Lunch",46,2518,2550,32,"39.1%","54.7%"
"=""0140011""","Branford School District",7,"Not Eligible For Lunch",156,2557,2598,41,"51.9%","70.6%"
"=""0140011""","Branford School District",8,"Eligible For Lunch",49,2541,2553,12,"26.5%","43.6%"
"=""0140011""","Branford School District",8,"Not Eligible For Lunch",173,2586,2598,11,"35.3%","51.3%"
"=""2850013""","Bridgeport Achievement First District",4,"Eligible For Lunch",69,2383,2489,106,"78.3%","93.0%"
"=""2850013""","Bridgeport Achievement First District",4,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Eligible For Lunch",65,2449,2466,16,"21.5%","38.9%"
"=""2850013""","Bridgeport Achievement First District",5,"Not Eligible For Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Eligible For Lunch",74,2451,2480,29,"37.8%","59.1%"
"=""2850013""","Bridgeport Achievement First District",6,"Not Eligible For Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Eligible For Lunch",68,2492,2517,25,"27.9%","46.4%"
"=""2850013""","Bridgeport Achievement First District",7,"Not Eligible For Lunch",15,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"Eligible For Lunch",71,2512,2588,76,"67.6%","92.7%"
"=""2850013""","Bridgeport Achievement First District",8,"Not Eligible For Lunch",14,"*","*","*","*","*"
"=""0150011""","Bridgeport School District",4,"Eligible For Lunch",1572,2367,2402,34,"23.9%","50.7%"
"=""0150011""","Bridgeport School District",5,"Eligible For Lunch",1405,2395,2437,42,"30.7%","58.0%"
"=""0150011""","Bridgeport School District",6,"Eligible For Lunch",1187,2430,2466,35,"36.4%","57.7%"
"=""0150011""","Bridgeport School District",7,"Eligible For Lunch",1167,2462,2496,33,"34.4%","55.8%"
"=""0150011""","Bridgeport School District",8,"Eligible For Lunch",1265,2484,2507,23,"31.9%","51.7%"
"=""0170011""","Bristol School District",4,"Eligible For Lunch",264,2396,2445,50,"37.5%","65.0%"
"=""0170011""","Bristol School District",4,"Not Eligible For Lunch",268,2453,2512,59,"54.1%","77.4%"
"=""0170011""","Bristol School District",5,"Eligible For Lunch",286,2439,2491,52,"40.2%","67.7%"
"=""0170011""","Bristol School District",5,"Not Eligible For Lunch",329,2495,2534,39,"42.6%","65.1%"
"=""0170011""","Bristol School District",6,"Eligible For Lunch",237,2466,2498,32,"39.2%","60.5%"
"=""0170011""","Bristol School District",6,"Not Eligible For Lunch",292,2529,2559,30,"41.1%","63.4%"
"=""0170011""","Bristol School District",7,"Eligible For Lunch",251,2485,2522,38,"40.6%","61.5%"
"=""0170011""","Bristol School District",7,"Not Eligible For Lunch",317,2539,2576,38,"45.7%","67.2%"
"=""0170011""","Bristol School District",8,"Eligible For Lunch",230,2520,2546,26,"40.9%","58.4%"
"=""0170011""","Bristol School District",8,"Not Eligible For Lunch",291,2577,2598,20,"37.5%","55.2%"
"=""0180011""","Brookfield School District",4,"Eligible For Lunch",16,"*","*","*","*","*"
"=""0180011""","Brookfield School District",4,"Not Eligible For Lunch",188,2470,2511,41,"38.8%","63.5%"
"=""0180011""","Brookfield School District",5,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0180011""","Brookfield School District",5,"Not Eligible For Lunch",154,2512,2552,40,"43.5%","64.6%"
"=""0180011""","Brookfield School District",6,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0180011""","Brookfield School District",6,"Not Eligible For Lunch",177,2540,2567,27,"46.9%","64.2%"
"=""0180011""","Brookfield School District",7,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0180011""","Brookfield School District",7,"Not Eligible For Lunch",208,2557,2590,32,"42.3%","62.7%"
"=""0180011""","Brookfield School District",8,"Eligible For Lunch",21,2562,2600,39,"42.9%","60.2%"
"=""0180011""","Brookfield School District",8,"Not Eligible For Lunch",161,2599,2626,27,"52.2%","66.6%"
"=""0190011""","Brooklyn School District",4,"Eligible For Lunch",22,2423,2489,66,"40.9%","77.7%"
"=""0190011""","Brooklyn School District",4,"Not Eligible For Lunch",50,2469,2538,68,"68.0%","85.5%"
"=""0190011""","Brooklyn School District",5,"Eligible For Lunch",23,2489,2512,23,"21.7%","45.3%"
"=""0190011""","Brooklyn School District",5,"Not Eligible For Lunch",75,2522,2553,31,"36.0%","59.6%"
"=""0190011""","Brooklyn School District",6,"Eligible For Lunch",26,2470,2534,65,"57.7%","84.5%"
"=""0190011""","Brooklyn School District",6,"Not Eligible For Lunch",48,2548,2613,65,"72.9%","90.6%"
"=""0190011""","Brooklyn School District",7,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"Not Eligible For Lunch",57,2591,2608,17,"42.1%","56.9%"
"=""0190011""","Brooklyn School District",8,"Eligible For Lunch",33,2521,2569,48,"51.5%","72.6%"
"=""0190011""","Brooklyn School District",8,"Not Eligible For Lunch",70,2595,2622,27,"50.0%","64.9%"
"=""0210011""","Canaan School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Not Eligible For Lunch",10,"*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Eligible For Lunch",8,"*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Not Eligible For Lunch",28,2455,2503,49,"42.9%","75.6%"
"=""0220011""","Canterbury School District",5,"Eligible For Lunch",18,"*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"Not Eligible For Lunch",32,2476,2521,45,"40.6%","67.5%"
"=""0220011""","Canterbury School District",6,"Eligible For Lunch",10,"*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"Not Eligible For Lunch",24,2490,2546,56,"54.2%","72.3%"
"=""0220011""","Canterbury School District",7,"Eligible For Lunch",20,2487,2553,66,"75.0%","95.4%"
"=""0220011""","Canterbury School District",7,"Not Eligible For Lunch",50,2514,2562,48,"50.0%","75.7%"
"=""0220011""","Canterbury School District",8,"Eligible For Lunch",16,"*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"Not Eligible For Lunch",42,2577,2581,4,"21.4%","36.7%"
"=""0230011""","Canton School District",4,"Eligible For Lunch",19,"*","*","*","*","*"
"=""0230011""","Canton School District",4,"Not Eligible For Lunch",93,2490,2532,42,"50.5%","69.9%"
"=""0230011""","Canton School District",5,"Eligible For Lunch",14,"*","*","*","*","*"
"=""0230011""","Canton School District",5,"Not Eligible For Lunch",115,2515,2563,48,"53.0%","75.2%"
"=""0230011""","Canton School District",6,"Eligible For Lunch",15,"*","*","*","*","*"
"=""0230011""","Canton School District",6,"Not Eligible For Lunch",117,2549,2592,43,"58.1%","76.9%"
"=""0230011""","Canton School District",7,"Eligible For Lunch",20,2519,2531,12,"25.0%","49.8%"
"=""0230011""","Canton School District",7,"Not Eligible For Lunch",116,2585,2614,29,"50.0%","67.8%"
"=""0230011""","Canton School District",8,"Eligible For Lunch",16,"*","*","*","*","*"
"=""0230011""","Canton School District",8,"Not Eligible For Lunch",119,2592,2626,34,"55.5%","72.8%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Eligible For Lunch",19,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Not Eligible For Lunch",7,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Eligible For Lunch",23,2474,2499,26,"30.4%","41.8%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Not Eligible For Lunch",9,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Eligible For Lunch",14,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Not Eligible For Lunch",16,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",4,"Eligible For Lunch",179,2382,2433,51,"31.3%","64.6%"
"=""2410014""","Capitol Region Education Council",4,"Not Eligible For Lunch",168,2461,2517,56,"56.0%","79.2%"
"=""2410014""","Capitol Region Education Council",5,"Eligible For Lunch",167,2408,2466,58,"40.1%","69.5%"
"=""2410014""","Capitol Region Education Council",5,"Not Eligible For Lunch",145,2497,2546,49,"52.4%","71.9%"
"=""2410014""","Capitol Region Education Council",6,"Eligible For Lunch",306,2461,2484,23,"32.4%","50.1%"
"=""2410014""","Capitol Region Education Council",6,"Not Eligible For Lunch",280,2521,2542,21,"36.8%","56.9%"
"=""2410014""","Capitol Region Education Council",7,"Eligible For Lunch",386,2482,2518,36,"37.0%","60.3%"
"=""2410014""","Capitol Region Education Council",7,"Not Eligible For Lunch",286,2550,2579,29,"40.6%","60.5%"
"=""2410014""","Capitol Region Education Council",8,"Eligible For Lunch",299,2503,2533,30,"39.8%","59.6%"
"=""2410014""","Capitol Region Education Council",8,"Not Eligible For Lunch",323,2581,2605,23,"43.7%","59.7%"
"=""0240011""","Chaplin School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"Eligible For Lunch",33,2392,2475,83,"60.6%","85.2%"
"=""0250011""","Cheshire School District",4,"Not Eligible For Lunch",245,2479,2542,64,"64.9%","83.0%"
"=""0250011""","Cheshire School District",5,"Eligible For Lunch",27,2470,2505,35,"25.9%","57.1%"
"=""0250011""","Cheshire School District",5,"Not Eligible For Lunch",310,2539,2592,52,"64.8%","85.2%"
"=""0250011""","Cheshire School District",6,"Eligible For Lunch",25,2505,2535,30,"44.0%","58.8%"
"=""0250011""","Cheshire School District",6,"Not Eligible For Lunch",351,2561,2595,34,"55.8%","71.1%"
"=""0250011""","Cheshire School District",7,"Eligible For Lunch",36,2530,2552,21,"38.9%","59.6%"
"=""0250011""","Cheshire School District",7,"Not Eligible For Lunch",317,2593,2611,18,"39.1%","55.3%"
"=""0250011""","Cheshire School District",8,"Eligible For Lunch",22,2530,2562,33,"45.5%","63.9%"
"=""0250011""","Cheshire School District",8,"Not Eligible For Lunch",322,2609,2628,19,"46.0%","60.7%"
"=""0260011""","Chester School District",4,"Eligible For Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",4,"Not Eligible For Lunch","*",2486,2531,45,"50.0%","67.3%"
"=""0260011""","Chester School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",5,"Not Eligible For Lunch","*",2546,2583,37,"53.1%","77.8%"
"=""0260011""","Chester School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0260011""","Chester School District",6,"Not Eligible For Lunch","*",2588,2609,21,"48.6%","62.9%"
"=""0270011""","Clinton School District",4,"Eligible For Lunch",35,2416,2456,40,"25.7%","54.9%"
"=""0270011""","Clinton School District",4,"Not Eligible For Lunch",99,2475,2520,44,"43.4%","71.0%"
"=""0270011""","Clinton School District",5,"Eligible For Lunch",22,2445,2487,42,"36.4%","65.3%"
"=""0270011""","Clinton School District",5,"Not Eligible For Lunch",145,2525,2564,39,"46.2%","68.6%"
"=""0270011""","Clinton School District",6,"Eligible For Lunch",33,2519,2535,16,"33.3%","55.2%"
"=""0270011""","Clinton School District",6,"Not Eligible For Lunch",97,2552,2581,28,"43.3%","64.2%"
"=""0270011""","Clinton School District",7,"Eligible For Lunch",33,2512,2529,17,"21.2%","40.5%"
"=""0270011""","Clinton School District",7,"Not Eligible For Lunch",108,2582,2596,14,"42.6%","53.4%"
"=""0270011""","Clinton School District",8,"Eligible For Lunch",33,2538,2564,26,"30.3%","53.6%"
"=""0270011""","Clinton School District",8,"Not Eligible For Lunch",120,2586,2622,37,"57.5%","72.3%"
"=""0280011""","Colchester School District",4,"Eligible For Lunch",29,2408,2475,67,"55.2%","78.9%"
"=""0280011""","Colchester School District",4,"Not Eligible For Lunch",132,2468,2527,58,"56.8%","79.7%"
"=""0280011""","Colchester School District",5,"Eligible For Lunch",36,2443,2494,51,"38.9%","71.2%"
"=""0280011""","Colchester School District",5,"Not Eligible For Lunch",156,2515,2567,53,"54.5%","80.4%"
"=""0280011""","Colchester School District",6,"Eligible For Lunch",37,2489,2531,42,"48.6%","69.2%"
"=""0280011""","Colchester School District",6,"Not Eligible For Lunch",164,2555,2588,33,"52.4%","71.4%"
"=""0280011""","Colchester School District",7,"Eligible For Lunch",29,2546,2577,31,"27.6%","46.5%"
"=""0280011""","Colchester School District",7,"Not Eligible For Lunch",163,2581,2604,23,"42.3%","61.1%"
"=""0280011""","Colchester School District",8,"Eligible For Lunch",40,2557,2575,18,"27.5%","53.1%"
"=""0280011""","Colchester School District",8,"Not Eligible For Lunch",149,2607,2631,24,"47.7%","61.1%"
"=""0290011""","Colebrook School District",4,"Not Eligible For Lunch",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Eligible For Lunch","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Eligible For Lunch","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Not Eligible For Lunch","*","*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Eligible For Lunch",9,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Not Eligible For Lunch",26,2447,2523,76,"69.2%","95.2%"
"=""0300011""","Columbia School District",5,"Eligible For Lunch",7,"*","*","*","*","*"
"=""0300011""","Columbia School District",5,"Not Eligible For Lunch",44,2498,2534,35,"36.4%","56.8%"
"=""0300011""","Columbia School District",6,"Eligible For Lunch",6,"*","*","*","*","*"
"=""0300011""","Columbia School District",6,"Not Eligible For Lunch",30,2524,2567,42,"53.3%","77.2%"
"=""0300011""","Columbia School District",7,"Eligible For Lunch",9,"*","*","*","*","*"
