"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0050011""","Barkhamsted School District",4,"Non-ELL",45,2405,2454,49,"35.6%","68.1%"
"=""0050011""","Barkhamsted School District",5,"Non-ELL",44,2461,2488,27,"25.0%","61.1%"
"=""0050011""","Barkhamsted School District",6,"Non-ELL",44,2506,2546,40,"43.2%","69.9%"
"=""0070011""","Berlin School District",4,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",4,"Non-ELL","*",2432,2504,71,"64.2%","89.2%"
"=""0070011""","Berlin School District",5,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",5,"Non-ELL","*",2506,2533,26,"34.5%","60.2%"
"=""0070011""","Berlin School District",6,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",6,"Non-ELL","*",2510,2534,25,"34.6%","59.0%"
"=""0070011""","Berlin School District",7,"ELL","*","*","*","*","*","*"
"=""0070011""","Berlin School District",7,"Non-ELL","*",2532,2566,34,"49.6%","69.8%"
"=""0070011""","Berlin School District",8,"Non-ELL",210,2562,2577,15,"44.3%","58.6%"
"=""0080011""","Bethany School District",4,"Non-ELL",50,2452,2506,54,"50.0%","79.2%"
"=""0080011""","Bethany School District",5,"Non-ELL",56,2530,2584,54,"69.6%","88.3%"
"=""0080011""","Bethany School District",6,"Non-ELL",61,2512,2544,31,"47.5%","69.4%"
"=""0090011""","Bethel School District",4,"ELL",6,"*","*","*","*","*"
"=""0090011""","Bethel School District",4,"Non-ELL",192,2428,2503,74,"67.7%","92.5%"
"=""0090011""","Bethel School District",5,"ELL",8,"*","*","*","*","*"
"=""0090011""","Bethel School District",5,"Non-ELL",190,2485,2537,52,"64.7%","85.6%"
"=""0090011""","Bethel School District",6,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",6,"Non-ELL","*",2525,2557,32,"47.4%","69.7%"
"=""0090011""","Bethel School District",7,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",7,"Non-ELL","*",2528,2565,37,"51.6%","72.9%"
"=""0090011""","Bethel School District",8,"ELL","*","*","*","*","*","*"
"=""0090011""","Bethel School District",8,"Non-ELL","*",2546,2589,43,"63.4%","79.4%"
"=""0110011""","Bloomfield School District",4,"ELL","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District",4,"Non-ELL","*",2383,2442,59,"49.0%","79.0%"
"=""0110011""","Bloomfield School District",5,"ELL","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District",5,"Non-ELL","*",2434,2466,32,"36.9%","65.1%"
"=""0110011""","Bloomfield School District",6,"Non-ELL",113,2454,2511,57,"58.4%","78.8%"
"=""0110011""","Bloomfield School District",7,"ELL","*","*","*","*","*","*"
"=""0110011""","Bloomfield School District",7,"Non-ELL","*",2489,2516,27,"39.5%","58.1%"
"=""0110011""","Bloomfield School District",8,"Non-ELL",123,2498,2514,15,"35.0%","49.9%"
"=""0120011""","Bolton School District",4,"Non-ELL",53,2473,2537,63,"66.0%","94.2%"
"=""0120011""","Bolton School District",5,"Non-ELL",66,2506,2529,23,"42.4%","62.4%"
"=""0120011""","Bolton School District",6,"Non-ELL",61,2547,2586,39,"57.4%","76.0%"
"=""0120011""","Bolton School District",7,"Non-ELL",60,2546,2588,42,"53.3%","75.4%"
"=""0120011""","Bolton School District",8,"Non-ELL",49,2571,2582,11,"32.7%","45.8%"
"=""0130011""","Bozrah School District",4,"ELL","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Non-ELL","*",2432,2459,27,"10.0%","48.1%"
"=""0130011""","Bozrah School District",5,"Non-ELL",29,2448,2487,38,"48.3%","72.6%"
"=""0130011""","Bozrah School District",6,"Non-ELL",21,2468,2493,26,"42.9%","66.2%"
"=""0130011""","Bozrah School District",7,"Non-ELL",16,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Non-ELL",20,2531,2592,61,"70.0%","94.8%"
"=""0140011""","Branford School District",4,"ELL",6,"*","*","*","*","*"
"=""0140011""","Branford School District",4,"Non-ELL",198,2455,2510,55,"46.0%","76.1%"
"=""0140011""","Branford School District",5,"ELL",8,"*","*","*","*","*"
"=""0140011""","Branford School District",5,"Non-ELL",207,2500,2535,35,"47.8%","72.7%"
"=""0140011""","Branford School District",6,"ELL","*","*","*","*","*","*"
"=""0140011""","Branford School District",6,"Non-ELL","*",2504,2531,27,"43.4%","63.1%"
"=""0140011""","Branford School District",7,"ELL","*","*","*","*","*","*"
"=""0140011""","Branford School District",7,"Non-ELL","*",2540,2567,27,"42.8%","63.1%"
"=""0140011""","Branford School District",8,"ELL","*","*","*","*","*","*"
"=""0140011""","Branford School District",8,"Non-ELL","*",2566,2558,-8,"27.9%","40.7%"
"=""2850013""","Bridgeport Achievement First District",4,"ELL","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Non-ELL","*",2416,2499,83,"73.5%","95.6%"
"=""2850013""","Bridgeport Achievement First District",5,"ELL",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Non-ELL",71,2460,2476,16,"33.8%","49.4%"
"=""2850013""","Bridgeport Achievement First District",6,"ELL","*","*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Non-ELL","*",2430,2474,44,"54.1%","74.4%"
"=""2850013""","Bridgeport Achievement First District",7,"ELL",18,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Non-ELL",65,2457,2509,52,"60.0%","79.5%"
"=""2850013""","Bridgeport Achievement First District",8,"ELL",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"Non-ELL",73,2506,2573,67,"72.6%","86.8%"
"=""0150011""","Bridgeport School District",4,"ELL",208,2328,2366,38,"24.0%","50.5%"
"=""0150011""","Bridgeport School District",4,"Non-ELL",1388,2370,2404,34,"20.6%","52.3%"
"=""0150011""","Bridgeport School District",5,"ELL",172,2350,2380,30,"37.2%","59.5%"
"=""0150011""","Bridgeport School District",5,"Non-ELL",1248,2397,2415,18,"26.8%","49.1%"
"=""0150011""","Bridgeport School District",6,"ELL",172,2362,2367,4,"27.3%","43.2%"
"=""0150011""","Bridgeport School District",6,"Non-ELL",1039,2417,2436,19,"34.9%","53.4%"
"=""0150011""","Bridgeport School District",7,"ELL",145,2362,2392,30,"42.1%","56.0%"
"=""0150011""","Bridgeport School District",7,"Non-ELL",1046,2442,2463,21,"35.2%","55.6%"
"=""0150011""","Bridgeport School District",8,"ELL",153,2386,2404,18,"32.7%","50.0%"
"=""0150011""","Bridgeport School District",8,"Non-ELL",1148,2463,2467,4,"29.1%","43.7%"
"=""0170011""","Bristol School District",4,"ELL",32,2370,2427,57,"34.4%","77.7%"
"=""0170011""","Bristol School District",4,"Non-ELL",504,2424,2474,50,"44.0%","71.9%"
"=""0170011""","Bristol School District",5,"ELL",23,2391,2432,41,"34.8%","68.8%"
"=""0170011""","Bristol School District",5,"Non-ELL",596,2469,2500,31,"40.8%","64.6%"
"=""0170011""","Bristol School District",6,"ELL",14,"*","*","*","*","*"
"=""0170011""","Bristol School District",6,"Non-ELL",516,2486,2515,29,"39.9%","61.8%"
"=""0170011""","Bristol School District",7,"ELL",13,"*","*","*","*","*"
"=""0170011""","Bristol School District",7,"Non-ELL",558,2495,2532,36,"50.5%","71.0%"
"=""0170011""","Bristol School District",8,"ELL",13,"*","*","*","*","*"
"=""0170011""","Bristol School District",8,"Non-ELL",513,2532,2552,20,"39.6%","57.2%"
"=""0180011""","Brookfield School District",4,"ELL",6,"*","*","*","*","*"
"=""0180011""","Brookfield School District",4,"Non-ELL",197,2469,2507,38,"34.0%","62.3%"
"=""0180011""","Brookfield School District",5,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",5,"Non-ELL","*",2508,2528,20,"31.9%","55.3%"
"=""0180011""","Brookfield School District",6,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",6,"Non-ELL","*",2521,2552,32,"45.7%","68.2%"
"=""0180011""","Brookfield School District",7,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",7,"Non-ELL","*",2562,2593,32,"53.3%","72.8%"
"=""0180011""","Brookfield School District",8,"ELL","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",8,"Non-ELL","*",2586,2629,43,"61.2%","78.7%"
"=""0190011""","Brooklyn School District",4,"ELL","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Non-ELL","*",2432,2491,60,"51.4%","82.0%"
"=""0190011""","Brooklyn School District",5,"Non-ELL",98,2497,2501,4,"16.3%","35.2%"
"=""0190011""","Brooklyn School District",6,"Non-ELL",73,2485,2540,55,"60.3%","83.1%"
"=""0190011""","Brooklyn School District",7,"Non-ELL",76,2543,2553,10,"31.6%","47.5%"
"=""0190011""","Brooklyn School District",8,"Non-ELL",103,2517,2539,22,"40.8%","56.0%"
"=""0210011""","Canaan School District",4,"Non-ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Non-ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Non-ELL",10,"*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Non-ELL",7,"*","*","*","*","*"
"=""0210011""","Canaan School District",8,"ELL","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Non-ELL","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Non-ELL",36,2428,2488,60,"55.6%","84.9%"
"=""0220011""","Canterbury School District",5,"Non-ELL",50,2468,2471,3,"18.0%","39.0%"
"=""0220011""","Canterbury School District",6,"Non-ELL",34,2491,2531,40,"47.1%","66.9%"
"=""0220011""","Canterbury School District",7,"Non-ELL",70,2477,2527,50,"60.0%","84.4%"
"=""0220011""","Canterbury School District",8,"Non-ELL",58,2547,2571,24,"39.7%","61.8%"
"=""0230011""","Canton School District",4,"Non-ELL",112,2478,2514,37,"39.3%","64.7%"
"=""0230011""","Canton School District",5,"ELL","*","*","*","*","*","*"
"=""0230011""","Canton School District",5,"Non-ELL","*",2493,2534,41,"54.7%","76.3%"
"=""0230011""","Canton School District",6,"Non-ELL",132,2527,2582,55,"58.3%","81.5%"
"=""0230011""","Canton School District",7,"Non-ELL",136,2550,2582,32,"55.9%","75.6%"
"=""0230011""","Canton School District",8,"Non-ELL",135,2562,2605,43,"64.4%","82.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Non-ELL",26,2429,2417,-12,"15.4%","33.6%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Non-ELL",32,2449,2448,-1,"9.4%","32.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Non-ELL",29,2479,2469,-10,"17.2%","29.3%"
"=""2410014""","Capitol Region Education Council",4,"ELL",15,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",4,"Non-ELL",336,2428,2479,52,"41.7%","74.0%"
"=""2410014""","Capitol Region Education Council",5,"ELL",15,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",5,"Non-ELL",298,2453,2493,40,"50.7%","72.0%"
"=""2410014""","Capitol Region Education Council",6,"ELL",26,2390,2399,9,"30.8%","54.9%"
"=""2410014""","Capitol Region Education Council",6,"Non-ELL",555,2476,2491,15,"29.7%","49.2%"
"=""2410014""","Capitol Region Education Council",7,"ELL",27,2407,2421,14,"14.8%","46.6%"
"=""2410014""","Capitol Region Education Council",7,"Non-ELL",636,2496,2513,16,"33.3%","52.5%"
"=""2410014""","Capitol Region Education Council",8,"ELL",18,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",8,"Non-ELL",586,2527,2548,21,"41.3%","59.0%"
"=""0240011""","Chaplin School District",4,"Non-ELL",13,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Non-ELL",15,"*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Non-ELL",14,"*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"Non-ELL","*",2459,2511,52,"50.9%","77.7%"
"=""0250011""","Cheshire School District",5,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",5,"Non-ELL","*",2514,2562,49,"62.1%","83.6%"
"=""0250011""","Cheshire School District",6,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",6,"Non-ELL","*",2531,2575,44,"56.7%","76.7%"
"=""0250011""","Cheshire School District",7,"ELL","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",7,"Non-ELL","*",2564,2580,16,"40.7%","57.0%"
"=""0250011""","Cheshire School District",8,"Non-ELL",343,2576,2610,34,"55.4%","71.6%"
"=""0260011""","Chester School District",4,"Non-ELL",27,2482,2519,37,"37.0%","63.8%"
"=""0260011""","Chester School District",5,"Non-ELL",34,2529,2552,23,"44.1%","60.2%"
"=""0260011""","Chester School District",6,"Non-ELL",39,2515,2582,67,"76.9%","94.2%"
"=""0270011""","Clinton School District",4,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",4,"Non-ELL","*",2440,2499,60,"51.9%","84.0%"
"=""0270011""","Clinton School District",5,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",5,"Non-ELL","*",2515,2544,30,"50.0%","69.5%"
"=""0270011""","Clinton School District",6,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",6,"Non-ELL","*",2540,2572,32,"46.1%","68.1%"
"=""0270011""","Clinton School District",7,"ELL","*","*","*","*","*","*"
"=""0270011""","Clinton School District",7,"Non-ELL","*",2539,2553,14,"36.4%","53.4%"
"=""0270011""","Clinton School District",8,"Non-ELL",154,2549,2588,39,"55.8%","72.9%"
"=""0280011""","Colchester School District",4,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",4,"Non-ELL","*",2463,2516,53,"47.8%","80.9%"
"=""0280011""","Colchester School District",5,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",5,"Non-ELL","*",2491,2549,58,"67.9%","88.0%"
"=""0280011""","Colchester School District",6,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",6,"Non-ELL","*",2543,2535,-8,"22.0%","32.9%"
"=""0280011""","Colchester School District",7,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",7,"Non-ELL","*",2562,2562,0,"22.1%","36.8%"
"=""0280011""","Colchester School District",8,"ELL","*","*","*","*","*","*"
"=""0280011""","Colchester School District",8,"Non-ELL","*",2559,2592,33,"55.1%","75.0%"
"=""0290011""","Colebrook School District",4,"Non-ELL",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Non-ELL",9,"*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Non-ELL",13,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Non-ELL",35,2421,2488,67,"57.1%","86.8%"
"=""0300011""","Columbia School District",5,"Non-ELL",51,2478,2494,16,"17.6%","44.3%"
"=""0300011""","Columbia School District",6,"Non-ELL",36,2499,2526,27,"33.3%","62.2%"
"=""0300011""","Columbia School District",7,"Non-ELL",48,2546,2566,19,"31.3%","51.9%"
"=""0300011""","Columbia School District",8,"Non-ELL",57,2552,2588,36,"50.9%","66.4%"
"=""2430014""","Cooperative Educational Services",4,"Non-ELL",68,2430,2460,30,"27.9%","52.3%"
"=""2430014""","Cooperative Educational Services",5,"Non-ELL",50,2440,2479,39,"48.0%","68.1%"
"=""2430014""","Cooperative Educational Services",6,"ELL","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",6,"Non-ELL","*",2478,2517,39,"50.0%","70.0%"
"=""2430014""","Cooperative Educational Services",7,"Non-ELL",41,2503,2512,9,"24.4%","40.8%"
"=""2430014""","Cooperative Educational Services",8,"ELL","*","*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",8,"Non-ELL","*",2457,2476,19,"35.3%","54.1%"
"=""0310011""","Cornwall School District",4,"Non-ELL","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Non-ELL",10,"*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Non-ELL","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Non-ELL",11,"*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Non-ELL",19,"*","*","*","*","*"
"=""0320011""","Coventry School District",4,"Non-ELL",118,2451,2519,68,"65.3%","90.6%"
"=""0320011""","Coventry School District",5,"Non-ELL",115,2479,2513,34,"36.5%","66.8%"
"=""0320011""","Coventry School District",6,"Non-ELL",119,2514,2539,25,"42.9%","61.9%"
"=""0320011""","Coventry School District",7,"Non-ELL",123,2537,2579,43,"59.3%","83.3%"
"=""0320011""","Coventry School District",8,"Non-ELL",130,2566,2601,35,"55.4%","74.3%"
"=""0330011""","Cromwell School District",4,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",4,"Non-ELL","*",2440,2458,17,"20.3%","44.0%"
"=""0330011""","Cromwell School District",5,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",5,"Non-ELL","*",2463,2486,23,"30.4%","52.1%"
"=""0330011""","Cromwell School District",6,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",6,"Non-ELL","*",2509,2562,54,"64.8%","86.8%"
"=""0330011""","Cromwell School District",7,"ELL","*","*","*","*","*","*"
"=""0330011""","Cromwell School District",7,"Non-ELL","*",2557,2565,8,"30.3%","49.1%"
"=""0330011""","Cromwell School District",8,"Non-ELL",140,2553,2586,34,"47.1%","65.4%"
"=""0340011""","Danbury School District",4,"ELL",186,2362,2430,68,"53.8%","83.2%"
"=""0340011""","Danbury School District",4,"Non-ELL",586,2424,2486,62,"53.4%","82.2%"
"=""0340011""","Danbury School District",5,"ELL",155,2403,2445,42,"48.4%","71.4%"
"=""0340011""","Danbury School District",5,"Non-ELL",649,2482,2517,35,"44.2%","67.6%"
"=""0340011""","Danbury School District",6,"ELL",105,2410,2426,16,"32.4%","48.8%"
"=""0340011""","Danbury School District",6,"Non-ELL",621,2487,2514,27,"37.8%","60.3%"
"=""0340011""","Danbury School District",7,"ELL",103,2410,2430,21,"35.0%","52.8%"
"=""0340011""","Danbury School District",7,"Non-ELL",653,2514,2526,12,"29.4%","46.4%"
"=""0340011""","Danbury School District",8,"ELL",82,2401,2441,40,"52.4%","66.6%"
"=""0340011""","Danbury School District",8,"Non-ELL",594,2502,2536,33,"47.5%","64.5%"
"=""0350011""","Darien School District",4,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District",4,"Non-ELL","*",2492,2540,49,"51.8%","79.2%"
"=""0350011""","Darien School District",5,"Non-ELL",341,2526,2576,50,"71.0%","88.8%"
"=""0350011""","Darien School District",6,"Non-ELL",385,2551,2619,68,"78.2%","95.3%"
"=""0350011""","Darien School District",7,"Non-ELL",362,2612,2636,24,"57.7%","73.4%"
"=""0350011""","Darien School District",8,"ELL","*","*","*","*","*","*"
"=""0350011""","Darien School District",8,"Non-ELL","*",2635,2685,50,"82.0%","93.4%"
"=""0360011""","Deep River School District",4,"Non-ELL",48,2436,2491,55,"52.1%","75.2%"
"=""0360011""","Deep River School District",5,"ELL","*","*","*","*","*","*"
"=""0360011""","Deep River School District",5,"Non-ELL","*",2523,2543,20,"37.2%","61.4%"
"=""0360011""","Deep River School District",6,"Non-ELL",54,2511,2563,52,"61.1%","81.5%"
"=""0370011""","Derby School District",4,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",4,"Non-ELL","*",2413,2453,41,"26.1%","61.7%"
"=""0370011""","Derby School District",5,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",5,"Non-ELL","*",2452,2463,10,"21.8%","41.7%"
"=""0370011""","Derby School District",6,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",6,"Non-ELL","*",2466,2480,14,"31.7%","51.7%"
"=""0370011""","Derby School District",7,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",7,"Non-ELL","*",2465,2466,1,"18.2%","34.2%"
"=""0370011""","Derby School District",8,"ELL","*","*","*","*","*","*"
"=""0370011""","Derby School District",8,"Non-ELL","*",2490,2487,-3,"17.2%","34.0%"
"=""0400011""","East Granby School District",4,"ELL","*","*","*","*","*","*"
"=""0400011""","East Granby School District",4,"Non-ELL","*",2459,2508,49,"51.1%","79.2%"
"=""0400011""","East Granby School District",5,"Non-ELL",69,2530,2576,46,"59.4%","80.6%"
"=""0400011""","East Granby School District",6,"Non-ELL",60,2544,2562,18,"41.7%","55.8%"
"=""0400011""","East Granby School District",7,"Non-ELL",73,2544,2579,35,"50.7%","69.9%"
"=""0400011""","East Granby School District",8,"Non-ELL",60,2554,2583,29,"46.7%","67.7%"
"=""0410011""","East Haddam School District",4,"Non-ELL",67,2471,2487,16,"16.4%","41.9%"
"=""0410011""","East Haddam School District",5,"Non-ELL",67,2505,2546,41,"52.2%","73.5%"
"=""0410011""","East Haddam School District",6,"Non-ELL",75,2521,2540,20,"29.3%","55.2%"
"=""0410011""","East Haddam School District",7,"Non-ELL",91,2535,2554,20,"48.4%","66.6%"
"=""0410011""","East Haddam School District",8,"Non-ELL",92,2539,2522,-17,"16.3%","28.5%"
"=""0420011""","East Hampton School District",4,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District",4,"Non-ELL","*",2440,2495,55,"52.1%","79.6%"
"=""0420011""","East Hampton School District",5,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District",5,"Non-ELL","*",2488,2519,31,"44.1%","70.1%"
"=""0420011""","East Hampton School District",6,"ELL","*","*","*","*","*","*"
"=""0420011""","East Hampton School District",6,"Non-ELL","*",2517,2521,5,"19.3%","38.8%"
"=""0420011""","East Hampton School District",7,"Non-ELL",115,2520,2524,4,"27.8%","41.8%"
"=""0420011""","East Hampton School District",8,"Non-ELL",125,2549,2552,3,"28.8%","43.1%"
"=""0430011""","East Hartford School District",4,"ELL",50,2360,2399,39,"28.0%","56.9%"
"=""0430011""","East Hartford School District",4,"Non-ELL",419,2393,2440,47,"33.2%","67.5%"
"=""0430011""","East Hartford School District",5,"ELL",49,2391,2389,-2,"16.3%","30.5%"
"=""0430011""","East Hartford School District",5,"Non-ELL",428,2443,2450,7,"18.0%","38.4%"
"=""0430011""","East Hartford School District",6,"ELL",34,2389,2393,4,"23.5%","40.8%"
