"Smarter Balanced Growth Report, 2015-16"
"All Districts, Gender"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0090011""","Bethel School District",4,"Male",95,2429,2509,80,"75.8%","96.1%"
"=""0090011""","Bethel School District",5,"Female",89,2479,2526,47,"59.6%","82.9%"
"=""0090011""","Bethel School District",5,"Male",109,2484,2540,55,"68.8%","87.0%"
"=""0090011""","Bethel School District",6,"Female",88,2523,2558,35,"50.0%","73.3%"
"=""0090011""","Bethel School District",6,"Male",88,2527,2555,28,"43.2%","64.8%"
"=""0090011""","Bethel School District",7,"Female",110,2528,2558,30,"46.4%","67.1%"
"=""0090011""","Bethel School District",7,"Male",120,2525,2568,43,"56.7%","79.0%"
"=""0090011""","Bethel School District",8,"Female",103,2542,2598,56,"73.8%","90.5%"
"=""0090011""","Bethel School District",8,"Male",104,2547,2576,28,"51.9%","67.3%"
"=""0110011""","Bloomfield School District",4,"Female",47,2382,2441,59,"46.8%","79.2%"
"=""0110011""","Bloomfield School District",4,"Male",53,2383,2442,59,"50.9%","78.2%"
"=""0110011""","Bloomfield School District",5,"Female",54,2436,2471,35,"42.6%","67.4%"
"=""0110011""","Bloomfield School District",5,"Male",59,2429,2458,29,"32.2%","63.5%"
"=""0110011""","Bloomfield School District",6,"Female",53,2466,2516,50,"52.8%","72.0%"
"=""0110011""","Bloomfield School District",6,"Male",60,2443,2506,63,"63.3%","84.8%"
"=""0110011""","Bloomfield School District",7,"Female",61,2496,2528,32,"47.5%","65.4%"
"=""0110011""","Bloomfield School District",7,"Male",55,2479,2499,20,"29.1%","49.0%"
"=""0110011""","Bloomfield School District",8,"Female",65,2506,2516,10,"33.8%","46.3%"
"=""0110011""","Bloomfield School District",8,"Male",58,2489,2511,22,"36.2%","53.9%"
"=""0120011""","Bolton School District",4,"Female",25,2478,2539,61,"68.0%","95.1%"
"=""0120011""","Bolton School District",4,"Male",28,2469,2534,65,"64.3%","93.4%"
"=""0120011""","Bolton School District",5,"Female",37,2505,2531,25,"45.9%","65.1%"
"=""0120011""","Bolton School District",5,"Male",29,2507,2527,20,"37.9%","58.9%"
"=""0120011""","Bolton School District",6,"Female",35,2553,2595,43,"68.6%","82.6%"
"=""0120011""","Bolton School District",6,"Male",26,2539,2574,35,"42.3%","67.1%"
"=""0120011""","Bolton School District",7,"Female",24,2539,2566,27,"29.2%","62.5%"
"=""0120011""","Bolton School District",7,"Male",36,2550,2603,53,"69.4%","84.0%"
"=""0120011""","Bolton School District",8,"Female",23,2579,2596,17,"43.5%","57.7%"
"=""0120011""","Bolton School District",8,"Male",26,2565,2570,5,"23.1%","35.3%"
"=""0130011""","Bozrah School District",4,"Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Male",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Female",15,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Male",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Female",10,"*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Male",11,"*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Female",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Male",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Female",9,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Male",11,"*","*","*","*","*"
"=""0140011""","Branford School District",4,"Female",94,2450,2504,54,"43.6%","76.3%"
"=""0140011""","Branford School District",4,"Male",110,2455,2513,58,"50.0%","77.6%"
"=""0140011""","Branford School District",5,"Female",108,2495,2528,33,"46.3%","70.7%"
"=""0140011""","Branford School District",5,"Male",107,2501,2537,36,"48.6%","74.2%"
"=""0140011""","Branford School District",6,"Female",105,2502,2533,30,"41.0%","61.4%"
"=""0140011""","Branford School District",6,"Male",97,2501,2526,24,"46.4%","64.5%"
"=""0140011""","Branford School District",7,"Female",97,2549,2581,32,"43.3%","64.8%"
"=""0140011""","Branford School District",7,"Male",105,2532,2554,23,"42.9%","62.0%"
"=""0140011""","Branford School District",8,"Female",118,2571,2569,-2,"29.7%","44.6%"
"=""0140011""","Branford School District",8,"Male",105,2560,2545,-14,"26.7%","37.0%"
"=""2850013""","Bridgeport Achievement First District",4,"Female",38,2426,2506,79,"71.1%","98.5%"
"=""2850013""","Bridgeport Achievement First District",4,"Male",48,2403,2488,85,"75.0%","93.7%"
"=""2850013""","Bridgeport Achievement First District",5,"Female",44,2453,2477,24,"36.4%","53.7%"
"=""2850013""","Bridgeport Achievement First District",5,"Male",38,2454,2462,8,"28.9%","43.5%"
"=""2850013""","Bridgeport Achievement First District",6,"Female",45,2428,2480,52,"60.0%","79.3%"
"=""2850013""","Bridgeport Achievement First District",6,"Male",41,2431,2467,36,"48.8%","69.8%"
"=""2850013""","Bridgeport Achievement First District",7,"Female",41,2452,2503,51,"51.2%","74.0%"
"=""2850013""","Bridgeport Achievement First District",7,"Male",42,2465,2526,61,"71.4%","87.9%"
"=""2850013""","Bridgeport Achievement First District",8,"Female",44,2508,2588,80,"84.1%","94.6%"
"=""2850013""","Bridgeport Achievement First District",8,"Male",41,2503,2566,63,"63.4%","79.6%"
"=""0150011""","Bridgeport School District",4,"Female",782,2367,2402,35,"20.1%","52.2%"
"=""0150011""","Bridgeport School District",4,"Male",814,2362,2396,34,"22.0%","52.0%"
"=""0150011""","Bridgeport School District",5,"Female",711,2392,2412,20,"28.6%","49.8%"
"=""0150011""","Bridgeport School District",5,"Male",709,2391,2409,18,"27.6%","50.9%"
"=""0150011""","Bridgeport School District",6,"Female",560,2414,2436,21,"36.4%","55.6%"
"=""0150011""","Bridgeport School District",6,"Male",651,2405,2419,13,"31.6%","48.9%"
"=""0150011""","Bridgeport School District",7,"Female",557,2442,2465,23,"35.5%","55.8%"
"=""0150011""","Bridgeport School District",7,"Male",634,2423,2445,22,"36.4%","55.5%"
"=""0150011""","Bridgeport School District",8,"Female",639,2463,2471,8,"30.5%","45.0%"
"=""0150011""","Bridgeport School District",8,"Male",662,2445,2448,4,"28.5%","44.0%"
"=""0170011""","Bristol School District",4,"Female",269,2416,2465,49,"41.3%","69.7%"
"=""0170011""","Bristol School District",4,"Male",267,2426,2478,52,"45.7%","74.9%"
"=""0170011""","Bristol School District",5,"Female",316,2471,2505,34,"41.5%","67.6%"
"=""0170011""","Bristol School District",5,"Male",303,2461,2490,30,"39.6%","61.8%"
"=""0170011""","Bristol School District",6,"Female",253,2482,2515,32,"43.1%","64.5%"
"=""0170011""","Bristol School District",6,"Male",277,2485,2510,26,"36.8%","58.9%"
"=""0170011""","Bristol School District",7,"Female",262,2506,2542,36,"48.1%","70.5%"
"=""0170011""","Bristol School District",7,"Male",309,2482,2519,38,"53.4%","72.2%"
"=""0170011""","Bristol School District",8,"Female",255,2530,2555,25,"39.6%","56.9%"
"=""0170011""","Bristol School District",8,"Male",271,2527,2544,17,"40.2%","58.3%"
"=""0180011""","Brookfield School District",4,"Female",105,2462,2498,36,"35.2%","59.1%"
"=""0180011""","Brookfield School District",4,"Male",98,2473,2513,40,"32.7%","66.6%"
"=""0180011""","Brookfield School District",5,"Female",81,2502,2517,15,"25.9%","48.3%"
"=""0180011""","Brookfield School District",5,"Male",87,2514,2539,26,"37.9%","62.5%"
"=""0180011""","Brookfield School District",6,"Female",85,2513,2552,39,"51.8%","76.9%"
"=""0180011""","Brookfield School District",6,"Male",101,2527,2552,26,"40.6%","60.7%"
"=""0180011""","Brookfield School District",7,"Female",108,2558,2587,29,"50.0%","70.0%"
"=""0180011""","Brookfield School District",7,"Male",106,2563,2599,36,"57.5%","76.4%"
"=""0180011""","Brookfield School District",8,"Female",88,2594,2640,47,"61.4%","80.8%"
"=""0180011""","Brookfield School District",8,"Male",98,2576,2616,40,"61.2%","76.8%"
"=""0190011""","Brooklyn School District",4,"Female",37,2433,2492,59,"45.9%","78.9%"
"=""0190011""","Brooklyn School District",4,"Male",36,2431,2492,61,"55.6%","85.5%"
"=""0190011""","Brooklyn School District",5,"Female",55,2498,2503,5,"18.2%","34.1%"
"=""0190011""","Brooklyn School District",5,"Male",43,2496,2498,3,"14.0%","36.5%"
"=""0190011""","Brooklyn School District",6,"Female",40,2474,2536,62,"70.0%","90.0%"
"=""0190011""","Brooklyn School District",6,"Male",33,2498,2544,46,"48.5%","74.6%"
"=""0190011""","Brooklyn School District",7,"Female",36,2547,2557,10,"33.3%","48.1%"
"=""0190011""","Brooklyn School District",7,"Male",40,2539,2550,11,"30.0%","46.9%"
"=""0190011""","Brooklyn School District",8,"Female",50,2517,2545,28,"48.0%","64.1%"
"=""0190011""","Brooklyn School District",8,"Male",53,2517,2532,16,"34.0%","48.4%"
"=""0210011""","Canaan School District",4,"Female","*","*","*","*","*","*"
"=""0210011""","Canaan School District",4,"Male","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Female","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Male","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Female","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Male","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Female","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Male","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Female","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Male","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Female",21,2433,2495,62,"52.4%","84.0%"
"=""0220011""","Canterbury School District",4,"Male",15,"*","*","*","*","*"
"=""0220011""","Canterbury School District",5,"Female",20,2480,2497,17,"15.0%","48.1%"
"=""0220011""","Canterbury School District",5,"Male",30,2460,2454,-6,"20.0%","33.0%"
"=""0220011""","Canterbury School District",6,"Female",12,"*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"Male",22,2481,2530,48,"54.5%","67.4%"
"=""0220011""","Canterbury School District",7,"Female",27,2487,2536,49,"59.3%","84.3%"
"=""0220011""","Canterbury School District",7,"Male",43,2471,2521,50,"60.5%","84.5%"
"=""0220011""","Canterbury School District",8,"Female",28,2555,2586,31,"42.9%","65.2%"
"=""0220011""","Canterbury School District",8,"Male",30,2540,2557,17,"36.7%","58.7%"
"=""0230011""","Canton School District",4,"Female",63,2482,2521,38,"46.0%","68.4%"
"=""0230011""","Canton School District",4,"Male",49,2472,2506,34,"30.6%","60.0%"
"=""0230011""","Canton School District",5,"Female",56,2491,2530,39,"55.4%","75.9%"
"=""0230011""","Canton School District",5,"Male",73,2495,2538,43,"54.8%","77.0%"
"=""0230011""","Canton School District",6,"Female",64,2523,2577,54,"62.5%","82.3%"
"=""0230011""","Canton School District",6,"Male",68,2530,2586,56,"54.4%","80.9%"
"=""0230011""","Canton School District",7,"Female",70,2543,2579,35,"55.7%","77.2%"
"=""0230011""","Canton School District",7,"Male",66,2557,2585,28,"56.1%","74.0%"
"=""0230011""","Canton School District",8,"Female",72,2556,2606,50,"66.7%","86.7%"
"=""0230011""","Canton School District",8,"Male",63,2569,2603,34,"61.9%","76.9%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Female",10,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Male",16,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Female",18,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Male",14,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Female",11,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Male",18,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",4,"Female",171,2433,2485,51,"42.7%","74.4%"
"=""2410014""","Capitol Region Education Council",4,"Male",180,2417,2468,51,"40.0%","72.7%"
"=""2410014""","Capitol Region Education Council",5,"Female",141,2452,2490,38,"48.2%","70.3%"
"=""2410014""","Capitol Region Education Council",5,"Male",172,2451,2490,39,"51.7%","71.7%"
"=""2410014""","Capitol Region Education Council",6,"Female",282,2472,2494,22,"34.0%","56.1%"
"=""2410014""","Capitol Region Education Council",6,"Male",299,2472,2480,8,"25.8%","43.2%"
"=""2410014""","Capitol Region Education Council",7,"Female",297,2494,2510,16,"31.3%","51.9%"
"=""2410014""","Capitol Region Education Council",7,"Male",366,2492,2508,16,"33.6%","52.5%"
"=""2410014""","Capitol Region Education Council",8,"Female",283,2513,2540,27,"43.5%","62.8%"
"=""2410014""","Capitol Region Education Council",8,"Male",321,2534,2549,15,"38.6%","55.0%"
"=""0240011""","Chaplin School District",4,"Female",6,"*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"Male",7,"*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Female","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Male","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Female","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Male","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"Female",142,2453,2503,50,"42.3%","73.7%"
"=""0250011""","Cheshire School District",4,"Male",136,2464,2519,55,"60.3%","82.0%"
"=""0250011""","Cheshire School District",5,"Female",183,2506,2554,48,"61.7%","83.5%"
"=""0250011""","Cheshire School District",5,"Male",154,2521,2569,49,"61.7%","82.6%"
"=""0250011""","Cheshire School District",6,"Female",184,2526,2578,52,"65.2%","84.1%"
"=""0250011""","Cheshire School District",6,"Male",192,2534,2571,37,"48.4%","69.1%"
"=""0250011""","Cheshire School District",7,"Female",184,2563,2579,16,"41.3%","57.5%"
"=""0250011""","Cheshire School District",7,"Male",171,2565,2580,15,"39.8%","56.1%"
"=""0250011""","Cheshire School District",8,"Female",181,2574,2611,36,"55.8%","72.9%"
"=""0250011""","Cheshire School District",8,"Male",162,2578,2609,31,"54.9%","70.1%"
"=""0260011""","Chester School District",4,"Female",17,"*","*","*","*","*"
"=""0260011""","Chester School District",4,"Male",10,"*","*","*","*","*"
"=""0260011""","Chester School District",5,"Female",17,"*","*","*","*","*"
"=""0260011""","Chester School District",5,"Male",17,"*","*","*","*","*"
"=""0260011""","Chester School District",6,"Female",28,2513,2581,68,"71.4%","90.9%"
"=""0260011""","Chester School District",6,"Male",11,"*","*","*","*","*"
"=""0270011""","Clinton School District",4,"Female",68,2437,2496,59,"50.0%","84.5%"
"=""0270011""","Clinton School District",4,"Male",66,2438,2500,62,"56.1%","84.8%"
"=""0270011""","Clinton School District",5,"Female",85,2504,2539,35,"51.8%","73.4%"
"=""0270011""","Clinton School District",5,"Male",82,2520,2544,24,"47.6%","65.7%"
"=""0270011""","Clinton School District",6,"Female",48,2542,2569,27,"43.8%","66.3%"
"=""0270011""","Clinton School District",6,"Male",83,2532,2569,36,"49.4%","70.6%"
"=""0270011""","Clinton School District",7,"Female",74,2545,2565,20,"35.1%","55.9%"
"=""0270011""","Clinton School District",7,"Male",67,2529,2536,6,"37.3%","49.9%"
"=""0270011""","Clinton School District",8,"Female",80,2550,2590,40,"53.8%","70.2%"
"=""0270011""","Clinton School District",8,"Male",74,2548,2586,38,"58.1%","75.9%"
"=""0280011""","Colchester School District",4,"Female",80,2462,2517,55,"46.3%","83.3%"
"=""0280011""","Colchester School District",4,"Male",81,2461,2513,52,"48.1%","78.2%"
"=""0280011""","Colchester School District",5,"Female",93,2489,2548,59,"67.7%","88.4%"
"=""0280011""","Colchester School District",5,"Male",100,2494,2551,57,"68.0%","88.1%"
"=""0280011""","Colchester School District",6,"Female",91,2533,2529,-4,"22.0%","34.6%"
"=""0280011""","Colchester School District",6,"Male",110,2550,2539,-11,"21.8%","31.3%"
"=""0280011""","Colchester School District",7,"Female",90,2562,2560,-2,"25.6%","37.1%"
"=""0280011""","Colchester School District",7,"Male",101,2561,2563,2,"18.8%","36.3%"
"=""0280011""","Colchester School District",8,"Female",103,2557,2595,38,"59.2%","80.7%"
"=""0280011""","Colchester School District",8,"Male",86,2560,2589,28,"51.2%","68.9%"
"=""0290011""","Colebrook School District",4,"Female","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",4,"Male","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Female","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Male","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Female",6,"*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Male",7,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Female",16,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Male",19,"*","*","*","*","*"
"=""0300011""","Columbia School District",5,"Female",28,2472,2484,12,"17.9%","38.4%"
"=""0300011""","Columbia School District",5,"Male",23,2486,2506,21,"17.4%","51.5%"
"=""0300011""","Columbia School District",6,"Female",22,2508,2537,29,"36.4%","67.4%"
"=""0300011""","Columbia School District",6,"Male",14,"*","*","*","*","*"
"=""0300011""","Columbia School District",7,"Female",24,2544,2562,18,"33.3%","52.7%"
"=""0300011""","Columbia School District",7,"Male",24,2549,2569,20,"29.2%","51.1%"
"=""0300011""","Columbia School District",8,"Female",25,2554,2589,35,"56.0%","69.0%"
"=""0300011""","Columbia School District",8,"Male",32,2551,2587,36,"46.9%","64.4%"
"=""2430014""","Cooperative Educational Services",4,"Female",23,2445,2469,23,"17.4%","42.3%"
"=""2430014""","Cooperative Educational Services",4,"Male",45,2422,2456,34,"33.3%","57.4%"
"=""2430014""","Cooperative Educational Services",5,"Female",24,2470,2506,36,"41.7%","65.6%"
"=""2430014""","Cooperative Educational Services",5,"Male",26,2413,2455,42,"53.8%","70.4%"
"=""2430014""","Cooperative Educational Services",6,"Female",26,2483,2537,54,"53.8%","75.7%"
"=""2430014""","Cooperative Educational Services",6,"Male",31,2468,2495,27,"48.4%","66.5%"
"=""2430014""","Cooperative Educational Services",7,"Female",17,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",7,"Male",24,2468,2489,21,"33.3%","52.4%"
"=""2430014""","Cooperative Educational Services",8,"Female",22,2496,2530,34,"50.0%","70.7%"
"=""2430014""","Cooperative Educational Services",8,"Male",30,2422,2433,11,"26.7%","43.7%"
"=""0310011""","Cornwall School District",4,"Male","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Female","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Male","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Female","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Male","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Female","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Male","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Female",6,"*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Male",13,"*","*","*","*","*"
"=""0320011""","Coventry School District",4,"Female",68,2447,2513,66,"58.8%","88.4%"
"=""0320011""","Coventry School District",4,"Male",50,2457,2527,71,"74.0%","93.5%"
"=""0320011""","Coventry School District",5,"Female",62,2477,2514,36,"35.5%","69.9%"
"=""0320011""","Coventry School District",5,"Male",53,2481,2512,32,"37.7%","63.3%"
"=""0320011""","Coventry School District",6,"Female",54,2526,2559,34,"46.3%","68.5%"
"=""0320011""","Coventry School District",6,"Male",65,2503,2521,18,"40.0%","56.4%"
"=""0320011""","Coventry School District",7,"Female",69,2534,2575,42,"59.4%","81.4%"
"=""0320011""","Coventry School District",7,"Male",54,2540,2585,44,"59.3%","85.8%"
"=""0320011""","Coventry School District",8,"Female",65,2572,2609,36,"56.9%","75.3%"
"=""0320011""","Coventry School District",8,"Male",65,2559,2593,34,"53.8%","73.3%"
