"Smarter Balanced Growth Report, 2015-16"
"All Districts, High Needs (F, R, ELL or SWD)"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0040011""","Avon School District",4,"Non-High Needs",182,2508,2547,39,"47.3%","70.0%"
"=""0040011""","Avon School District",5,"High Needs",33,2439,2437,-2,"12.1%","37.1%"
"=""0040011""","Avon School District",5,"Non-High Needs",225,2536,2562,26,"44.4%","63.3%"
"=""0040011""","Avon School District",6,"High Needs",26,2460,2508,48,"57.7%","83.1%"
"=""0040011""","Avon School District",6,"Non-High Needs",232,2556,2613,56,"70.7%","89.0%"
"=""0040011""","Avon School District",7,"High Needs",37,2479,2527,48,"45.9%","72.4%"
"=""0040011""","Avon School District",7,"Non-High Needs",219,2616,2657,40,"66.7%","84.3%"
"=""0040011""","Avon School District",8,"High Needs",41,2524,2537,13,"36.6%","51.5%"
"=""0040011""","Avon School District",8,"Non-High Needs",221,2642,2680,38,"72.9%","85.5%"
"=""0050011""","Barkhamsted School District",4,"High Needs",15,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District",4,"Non-High Needs",30,2430,2478,48,"40.0%","69.2%"
"=""0050011""","Barkhamsted School District",5,"High Needs",9,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District",5,"Non-High Needs",35,2476,2508,32,"31.4%","66.5%"
"=""0050011""","Barkhamsted School District",6,"High Needs",7,"*","*","*","*","*"
"=""0050011""","Barkhamsted School District",6,"Non-High Needs",37,2521,2569,48,"43.2%","74.2%"
"=""0070011""","Berlin School District",4,"High Needs",44,2374,2443,69,"59.1%","86.8%"
"=""0070011""","Berlin School District",4,"Non-High Needs",140,2450,2521,71,"65.0%","89.1%"
"=""0070011""","Berlin School District",5,"High Needs",47,2445,2462,17,"29.8%","49.2%"
"=""0070011""","Berlin School District",5,"Non-High Needs",196,2520,2548,28,"35.2%","62.3%"
"=""0070011""","Berlin School District",6,"High Needs",36,2443,2446,2,"30.6%","43.4%"
"=""0070011""","Berlin School District",6,"Non-High Needs",172,2522,2552,30,"36.0%","62.6%"
"=""0070011""","Berlin School District",7,"High Needs",49,2445,2474,29,"34.7%","57.7%"
"=""0070011""","Berlin School District",7,"Non-High Needs",192,2552,2587,34,"52.6%","72.1%"
"=""0070011""","Berlin School District",8,"High Needs",49,2466,2480,14,"32.7%","49.1%"
"=""0070011""","Berlin School District",8,"Non-High Needs",161,2592,2607,15,"47.8%","61.5%"
"=""0080011""","Bethany School District",4,"High Needs",13,"*","*","*","*","*"
"=""0080011""","Bethany School District",4,"Non-High Needs",37,2473,2525,52,"48.6%","80.1%"
"=""0080011""","Bethany School District",5,"High Needs",9,"*","*","*","*","*"
"=""0080011""","Bethany School District",5,"Non-High Needs",47,2545,2602,57,"74.5%","91.7%"
"=""0080011""","Bethany School District",6,"High Needs",10,"*","*","*","*","*"
"=""0080011""","Bethany School District",6,"Non-High Needs",51,2522,2557,35,"51.0%","73.4%"
"=""0090011""","Bethel School District",4,"High Needs",54,2395,2470,75,"66.7%","91.2%"
"=""0090011""","Bethel School District",4,"Non-High Needs",144,2439,2512,73,"67.4%","92.7%"
"=""0090011""","Bethel School District",5,"High Needs",62,2436,2485,48,"56.5%","77.0%"
"=""0090011""","Bethel School District",5,"Non-High Needs",136,2502,2556,53,"68.4%","88.8%"
"=""0090011""","Bethel School District",6,"High Needs",46,2497,2509,12,"17.4%","45.7%"
"=""0090011""","Bethel School District",6,"Non-High Needs",130,2535,2573,39,"56.9%","77.3%"
"=""0090011""","Bethel School District",7,"High Needs",73,2474,2503,29,"41.1%","61.4%"
"=""0090011""","Bethel School District",7,"Non-High Needs",157,2550,2591,41,"56.7%","78.9%"
"=""0090011""","Bethel School District",8,"High Needs",65,2498,2538,41,"56.9%","71.9%"
"=""0090011""","Bethel School District",8,"Non-High Needs",142,2566,2609,43,"65.5%","82.0%"
"=""0110011""","Bloomfield School District",4,"High Needs",63,2364,2429,65,"52.4%","79.8%"
"=""0110011""","Bloomfield School District",4,"Non-High Needs",37,2413,2463,50,"43.2%","76.7%"
"=""0110011""","Bloomfield School District",5,"High Needs",63,2420,2452,32,"36.5%","63.1%"
"=""0110011""","Bloomfield School District",5,"Non-High Needs",50,2449,2480,31,"38.0%","68.2%"
"=""0110011""","Bloomfield School District",6,"High Needs",79,2447,2495,48,"55.7%","74.1%"
"=""0110011""","Bloomfield School District",6,"Non-High Needs",34,2471,2547,76,"64.7%","89.8%"
"=""0110011""","Bloomfield School District",7,"High Needs",64,2472,2489,17,"31.3%","50.0%"
"=""0110011""","Bloomfield School District",7,"Non-High Needs",52,2507,2544,38,"48.1%","66.9%"
"=""0110011""","Bloomfield School District",8,"High Needs",63,2475,2492,16,"31.7%","46.8%"
"=""0110011""","Bloomfield School District",8,"Non-High Needs",60,2522,2537,14,"38.3%","53.2%"
"=""0120011""","Bolton School District",4,"High Needs",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",4,"Non-High Needs",43,2483,2547,63,"67.4%","95.5%"
"=""0120011""","Bolton School District",5,"High Needs",17,"*","*","*","*","*"
"=""0120011""","Bolton School District",5,"Non-High Needs",49,2538,2556,19,"42.9%","60.2%"
"=""0120011""","Bolton School District",6,"High Needs",15,"*","*","*","*","*"
"=""0120011""","Bolton School District",6,"Non-High Needs",46,2571,2607,36,"56.5%","74.9%"
"=""0120011""","Bolton School District",7,"High Needs",18,"*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Non-High Needs",42,2570,2609,39,"52.4%","74.8%"
"=""0120011""","Bolton School District",8,"High Needs",13,"*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Non-High Needs",36,2605,2613,9,"30.6%","44.0%"
"=""0130011""","Bozrah School District",4,"High Needs",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Non-High Needs",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"High Needs",12,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Non-High Needs",17,"*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"High Needs","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"High Needs",8,"*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Non-High Needs",8,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"High Needs",6,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Non-High Needs",14,"*","*","*","*","*"
"=""0140011""","Branford School District",4,"High Needs",64,2429,2487,58,"46.9%","73.2%"
"=""0140011""","Branford School District",4,"Non-High Needs",140,2463,2519,56,"47.1%","78.7%"
"=""0140011""","Branford School District",5,"High Needs",75,2458,2498,39,"44.0%","71.8%"
"=""0140011""","Branford School District",5,"Non-High Needs",140,2519,2551,32,"49.3%","72.8%"
"=""0140011""","Branford School District",6,"High Needs",74,2460,2472,12,"31.1%","50.2%"
"=""0140011""","Branford School District",6,"Non-High Needs",128,2526,2563,36,"50.8%","70.2%"
"=""0140011""","Branford School District",7,"High Needs",61,2485,2509,24,"37.7%","54.3%"
"=""0140011""","Branford School District",7,"Non-High Needs",141,2563,2592,29,"45.4%","67.3%"
"=""0140011""","Branford School District",8,"High Needs",69,2490,2480,-10,"24.6%","37.7%"
"=""0140011""","Branford School District",8,"Non-High Needs",154,2600,2593,-7,"29.9%","42.5%"
"=""2850013""","Bridgeport Achievement First District",4,"High Needs",70,2402,2486,85,"74.3%","95.9%"
"=""2850013""","Bridgeport Achievement First District",4,"Non-High Needs",16,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"High Needs",66,2445,2458,13,"30.3%","48.0%"
"=""2850013""","Bridgeport Achievement First District",5,"Non-High Needs",16,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"High Needs",75,2426,2472,46,"54.7%","74.3%"
"=""2850013""","Bridgeport Achievement First District",6,"Non-High Needs",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"High Needs",69,2453,2510,57,"62.3%","79.4%"
"=""2850013""","Bridgeport Achievement First District",7,"Non-High Needs",14,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"High Needs",74,2506,2580,75,"74.3%","88.5%"
"=""2850013""","Bridgeport Achievement First District",8,"Non-High Needs",11,"*","*","*","*","*"
"=""0150011""","Bridgeport School District",4,"High Needs",1596,2364,2399,35,"21.1%","52.1%"
"=""0150011""","Bridgeport School District",5,"High Needs",1420,2392,2411,19,"28.1%","50.4%"
"=""0150011""","Bridgeport School District",6,"High Needs",1211,2409,2427,17,"33.9%","52.0%"
"=""0150011""","Bridgeport School District",7,"High Needs",1191,2432,2454,22,"36.0%","55.7%"
"=""0150011""","Bridgeport School District",8,"High Needs",1301,2454,2459,6,"29.5%","44.5%"
"=""0170011""","Bristol School District",4,"High Needs",301,2394,2445,50,"40.2%","70.9%"
"=""0170011""","Bristol School District",4,"Non-High Needs",235,2456,2506,50,"47.7%","74.1%"
"=""0170011""","Bristol School District",5,"High Needs",332,2439,2466,27,"34.3%","59.6%"
"=""0170011""","Bristol School District",5,"Non-High Needs",287,2498,2535,37,"47.7%","70.7%"
"=""0170011""","Bristol School District",6,"High Needs",275,2446,2469,22,"34.2%","55.0%"
"=""0170011""","Bristol School District",6,"Non-High Needs",255,2523,2559,36,"45.9%","68.6%"
"=""0170011""","Bristol School District",7,"High Needs",298,2454,2494,40,"52.0%","71.1%"
"=""0170011""","Bristol School District",7,"Non-High Needs",273,2535,2569,33,"49.8%","71.8%"
"=""0170011""","Bristol School District",8,"High Needs",265,2487,2510,23,"40.8%","58.0%"
"=""0170011""","Bristol School District",8,"Non-High Needs",261,2571,2590,19,"39.1%","57.2%"
"=""0180011""","Brookfield School District",4,"High Needs",42,2408,2471,63,"52.4%","79.9%"
"=""0180011""","Brookfield School District",4,"Non-High Needs",161,2483,2514,32,"29.2%","58.2%"
"=""0180011""","Brookfield School District",5,"High Needs",28,2449,2467,18,"25.0%","47.8%"
"=""0180011""","Brookfield School District",5,"Non-High Needs",140,2520,2541,21,"33.6%","57.2%"
"=""0180011""","Brookfield School District",6,"High Needs",31,2446,2453,7,"29.0%","46.4%"
"=""0180011""","Brookfield School District",6,"Non-High Needs",155,2535,2572,37,"49.0%","72.4%"
"=""0180011""","Brookfield School District",7,"High Needs",33,2482,2524,42,"60.6%","78.9%"
"=""0180011""","Brookfield School District",7,"Non-High Needs",181,2575,2605,30,"52.5%","72.1%"
"=""0180011""","Brookfield School District",8,"High Needs",42,2517,2560,42,"54.8%","77.5%"
"=""0180011""","Brookfield School District",8,"Non-High Needs",144,2604,2647,43,"63.2%","79.0%"
"=""0190011""","Brooklyn School District",4,"High Needs",27,2401,2454,53,"29.6%","72.9%"
"=""0190011""","Brooklyn School District",4,"Non-High Needs",46,2450,2514,64,"63.0%","87.6%"
"=""0190011""","Brooklyn School District",5,"High Needs",30,2454,2458,4,"10.0%","34.3%"
"=""0190011""","Brooklyn School District",5,"Non-High Needs",68,2516,2520,4,"19.1%","35.5%"
"=""0190011""","Brooklyn School District",6,"High Needs",25,2439,2490,51,"60.0%","72.7%"
"=""0190011""","Brooklyn School District",6,"Non-High Needs",48,2509,2566,57,"60.4%","88.4%"
"=""0190011""","Brooklyn School District",7,"High Needs",21,2527,2546,19,"28.6%","46.4%"
"=""0190011""","Brooklyn School District",7,"Non-High Needs",55,2549,2556,7,"32.7%","47.9%"
"=""0190011""","Brooklyn School District",8,"High Needs",35,2469,2489,20,"40.0%","54.7%"
"=""0190011""","Brooklyn School District",8,"Non-High Needs",68,2541,2564,23,"41.2%","56.7%"
"=""0210011""","Canaan School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Non-High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Non-High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"High Needs","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Non-High Needs","*","*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"High Needs",9,"*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Non-High Needs",27,2433,2489,57,"48.1%","82.2%"
"=""0220011""","Canterbury School District",5,"High Needs",23,2458,2441,-17,"4.3%","23.3%"
"=""0220011""","Canterbury School District",5,"Non-High Needs",27,2477,2497,20,"29.6%","52.4%"
"=""0220011""","Canterbury School District",6,"High Needs",12,"*","*","*","*","*"
"=""0220011""","Canterbury School District",6,"Non-High Needs",22,2500,2534,34,"40.9%","65.0%"
"=""0220011""","Canterbury School District",7,"High Needs",23,2452,2499,47,"56.5%","83.5%"
"=""0220011""","Canterbury School District",7,"Non-High Needs",47,2489,2540,51,"61.7%","84.9%"
"=""0220011""","Canterbury School District",8,"High Needs",19,"*","*","*","*","*"
"=""0220011""","Canterbury School District",8,"Non-High Needs",39,2559,2586,26,"43.6%","65.7%"
"=""0230011""","Canton School District",4,"High Needs",26,2438,2458,20,"23.1%","43.2%"
"=""0230011""","Canton School District",4,"Non-High Needs",86,2490,2531,42,"44.2%","71.3%"
"=""0230011""","Canton School District",5,"High Needs",25,2419,2439,20,"36.0%","58.4%"
"=""0230011""","Canton School District",5,"Non-High Needs",104,2511,2558,47,"59.6%","80.9%"
"=""0230011""","Canton School District",6,"High Needs",25,2451,2483,32,"48.0%","65.0%"
"=""0230011""","Canton School District",6,"Non-High Needs",107,2544,2605,61,"60.7%","85.4%"
"=""0230011""","Canton School District",7,"High Needs",30,2480,2511,31,"43.3%","73.9%"
"=""0230011""","Canton School District",7,"Non-High Needs",106,2570,2602,32,"59.4%","76.1%"
"=""0230011""","Canton School District",8,"High Needs",33,2493,2521,28,"60.6%","76.1%"
"=""0230011""","Canton School District",8,"Non-High Needs",102,2584,2632,47,"65.7%","84.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"High Needs",20,2409,2403,-6,"20.0%","36.5%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",6,"Non-High Needs",6,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"High Needs",23,2443,2450,8,"13.0%","37.1%"
"=""2970013""","Capital Preparatory Harbor School Inc. District",7,"Non-High Needs",9,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"High Needs",14,"*","*","*","*","*"
"=""2970013""","Capital Preparatory Harbor School Inc. District",8,"Non-High Needs",15,"*","*","*","*","*"
"=""2410014""","Capitol Region Education Council",4,"High Needs",201,2386,2439,53,"37.3%","72.3%"
"=""2410014""","Capitol Region Education Council",4,"Non-High Needs",150,2477,2526,49,"46.7%","75.1%"
"=""2410014""","Capitol Region Education Council",5,"High Needs",183,2416,2452,35,"45.4%","65.6%"
"=""2410014""","Capitol Region Education Council",5,"Non-High Needs",130,2500,2544,44,"56.9%","78.7%"
"=""2410014""","Capitol Region Education Council",6,"High Needs",329,2441,2452,11,"26.7%","46.3%"
"=""2410014""","Capitol Region Education Council",6,"Non-High Needs",252,2513,2533,20,"33.7%","53.5%"
"=""2410014""","Capitol Region Education Council",7,"High Needs",413,2465,2477,12,"27.4%","46.6%"
"=""2410014""","Capitol Region Education Council",7,"Non-High Needs",250,2539,2561,22,"41.2%","61.5%"
"=""2410014""","Capitol Region Education Council",8,"High Needs",308,2483,2502,19,"35.7%","53.6%"
"=""2410014""","Capitol Region Education Council",8,"Non-High Needs",296,2567,2589,22,"46.3%","63.9%"
"=""0240011""","Chaplin School District",4,"High Needs","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"High Needs","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",5,"Non-High Needs","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"High Needs","*","*","*","*","*","*"
"=""0240011""","Chaplin School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0250011""","Cheshire School District",4,"High Needs",50,2398,2454,56,"46.0%","76.3%"
"=""0250011""","Cheshire School District",4,"Non-High Needs",228,2471,2523,52,"52.2%","78.1%"
"=""0250011""","Cheshire School District",5,"High Needs",52,2457,2496,40,"44.2%","69.3%"
"=""0250011""","Cheshire School District",5,"Non-High Needs",285,2523,2573,50,"64.9%","85.6%"
"=""0250011""","Cheshire School District",6,"High Needs",58,2474,2507,33,"43.1%","64.5%"
"=""0250011""","Cheshire School District",6,"Non-High Needs",318,2540,2586,47,"59.1%","78.6%"
"=""0250011""","Cheshire School District",7,"High Needs",70,2496,2513,17,"37.1%","55.2%"
"=""0250011""","Cheshire School District",7,"Non-High Needs",285,2581,2596,15,"41.4%","57.2%"
"=""0250011""","Cheshire School District",8,"High Needs",39,2492,2513,21,"43.6%","54.9%"
"=""0250011""","Cheshire School District",8,"Non-High Needs",304,2587,2622,36,"56.9%","73.7%"
"=""0260011""","Chester School District",4,"High Needs",12,"*","*","*","*","*"
"=""0260011""","Chester School District",4,"Non-High Needs",15,"*","*","*","*","*"
"=""0260011""","Chester School District",5,"High Needs",7,"*","*","*","*","*"
"=""0260011""","Chester School District",5,"Non-High Needs",27,2539,2564,26,"44.4%","63.9%"
"=""0260011""","Chester School District",6,"High Needs",7,"*","*","*","*","*"
"=""0260011""","Chester School District",6,"Non-High Needs",32,2524,2598,74,"81.3%","99.2%"
"=""0270011""","Clinton School District",4,"High Needs",48,2386,2452,66,"56.3%","85.8%"
"=""0270011""","Clinton School District",4,"Non-High Needs",86,2466,2524,57,"51.2%","84.0%"
"=""0270011""","Clinton School District",5,"High Needs",43,2464,2493,29,"44.2%","66.1%"
"=""0270011""","Clinton School District",5,"Non-High Needs",124,2529,2558,30,"51.6%","70.8%"
"=""0270011""","Clinton School District",6,"High Needs",47,2488,2513,25,"40.4%","59.5%"
"=""0270011""","Clinton School District",6,"Non-High Needs",84,2562,2600,38,"51.2%","74.4%"
"=""0270011""","Clinton School District",7,"High Needs",44,2467,2482,14,"38.6%","49.5%"
"=""0270011""","Clinton School District",7,"Non-High Needs",97,2569,2583,14,"35.1%","54.6%"
"=""0270011""","Clinton School District",8,"High Needs",42,2484,2520,35,"47.6%","68.1%"
"=""0270011""","Clinton School District",8,"Non-High Needs",112,2573,2614,41,"58.9%","74.7%"
"=""0280011""","Colchester School District",4,"High Needs",40,2417,2464,47,"35.0%","71.0%"
"=""0280011""","Colchester School District",4,"Non-High Needs",121,2476,2532,56,"51.2%","84.0%"
"=""0280011""","Colchester School District",5,"High Needs",56,2462,2508,47,"57.1%","78.8%"
"=""0280011""","Colchester School District",5,"Non-High Needs",137,2504,2566,63,"72.3%","92.1%"
"=""0280011""","Colchester School District",6,"High Needs",65,2494,2478,-16,"12.3%","23.1%"
"=""0280011""","Colchester School District",6,"Non-High Needs",136,2566,2562,-4,"26.5%","37.4%"
"=""0280011""","Colchester School District",7,"High Needs",46,2512,2512,0,"23.9%","36.4%"
"=""0280011""","Colchester School District",7,"Non-High Needs",145,2578,2578,-0,"21.4%","36.7%"
"=""0280011""","Colchester School District",8,"High Needs",54,2505,2540,35,"51.9%","72.9%"
"=""0280011""","Colchester School District",8,"Non-High Needs",135,2580,2613,33,"57.0%","76.3%"
"=""0290011""","Colebrook School District",4,"High Needs","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"High Needs","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",5,"Non-High Needs","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"High Needs","*","*","*","*","*","*"
"=""0290011""","Colebrook School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0300011""","Columbia School District",4,"High Needs",13,"*","*","*","*","*"
"=""0300011""","Columbia School District",4,"Non-High Needs",22,2440,2506,67,"63.6%","87.0%"
"=""0300011""","Columbia School District",5,"High Needs",10,"*","*","*","*","*"
"=""0300011""","Columbia School District",5,"Non-High Needs",41,2491,2507,15,"14.6%","42.1%"
"=""0300011""","Columbia School District",6,"High Needs",12,"*","*","*","*","*"
"=""0300011""","Columbia School District",6,"Non-High Needs",24,2535,2567,32,"37.5%","74.7%"
"=""0300011""","Columbia School District",7,"High Needs",13,"*","*","*","*","*"
"=""0300011""","Columbia School District",7,"Non-High Needs",35,2570,2589,19,"31.4%","51.9%"
"=""0300011""","Columbia School District",8,"High Needs",14,"*","*","*","*","*"
"=""0300011""","Columbia School District",8,"Non-High Needs",43,2577,2618,42,"51.2%","70.3%"
"=""2430014""","Cooperative Educational Services",4,"High Needs",31,2391,2421,30,"22.6%","52.8%"
"=""2430014""","Cooperative Educational Services",4,"Non-High Needs",37,2462,2493,31,"32.4%","51.9%"
"=""2430014""","Cooperative Educational Services",5,"High Needs",25,2396,2430,35,"44.0%","62.6%"
"=""2430014""","Cooperative Educational Services",5,"Non-High Needs",25,2484,2528,43,"52.0%","73.6%"
"=""2430014""","Cooperative Educational Services",6,"High Needs",29,2449,2476,27,"41.4%","62.4%"
"=""2430014""","Cooperative Educational Services",6,"Non-High Needs",28,2502,2554,52,"60.7%","79.3%"
"=""2430014""","Cooperative Educational Services",7,"High Needs",27,2474,2480,6,"18.5%","31.5%"
"=""2430014""","Cooperative Educational Services",7,"Non-High Needs",14,"*","*","*","*","*"
"=""2430014""","Cooperative Educational Services",8,"High Needs",34,2388,2417,29,"38.2%","60.6%"
"=""2430014""","Cooperative Educational Services",8,"Non-High Needs",18,"*","*","*","*","*"
"=""0310011""","Cornwall School District",4,"Non-High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",5,"Non-High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",6,"Non-High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",7,"Non-High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"High Needs","*","*","*","*","*","*"
"=""0310011""","Cornwall School District",8,"Non-High Needs","*","*","*","*","*","*"
"=""0320011""","Coventry School District",4,"High Needs",26,2424,2484,60,"57.7%","85.3%"
"=""0320011""","Coventry School District",4,"Non-High Needs",92,2459,2529,70,"67.4%","92.0%"
