"Smarter Balanced Growth Report, 2015-16"
"All Districts, Free/Reduced Price Meal Eligibility (3-level)"

"",,,,,"Average Vertical Scale Score (VSS)",,,"",
"=""0020011""","Ansonia School District",6,"Not Eligible for Free/Reduced Lunch",49,2473,2524,51,"63.3%","81.6%"
"=""0020011""","Ansonia School District",6,"Eligible for Reduced Lunch",18,"*","*","*","*","*"
"=""0020011""","Ansonia School District",7,"Eligible for Free Lunch",80,2462,2472,10,"22.5%","47.9%"
"=""0020011""","Ansonia School District",7,"Not Eligible for Free/Reduced Lunch",45,2494,2516,22,"35.6%","54.3%"
"=""0020011""","Ansonia School District",7,"Eligible for Reduced Lunch",23,2479,2492,13,"30.4%","43.2%"
"=""0020011""","Ansonia School District",8,"Eligible for Free Lunch",108,2484,2503,18,"42.6%","58.8%"
"=""0020011""","Ansonia School District",8,"Not Eligible for Free/Reduced Lunch",39,2533,2545,13,"25.6%","48.2%"
"=""0020011""","Ansonia School District",8,"Eligible for Reduced Lunch",22,2513,2504,-9,"31.8%","42.5%"
"=""2440014""","Area Cooperative Educational Services",4,"Eligible for Free Lunch",55,2337,2371,35,"18.2%","51.4%"
"=""2440014""","Area Cooperative Educational Services",4,"Not Eligible for Free/Reduced Lunch",27,2419,2456,37,"18.5%","58.8%"
"=""2440014""","Area Cooperative Educational Services",4,"Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services",5,"Eligible for Free Lunch",52,2376,2392,16,"23.1%","48.2%"
"=""2440014""","Area Cooperative Educational Services",5,"Not Eligible for Free/Reduced Lunch",29,2430,2450,20,"41.4%","57.3%"
"=""2440014""","Area Cooperative Educational Services",5,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""2440014""","Area Cooperative Educational Services",6,"Eligible for Free Lunch",169,2437,2444,6,"24.9%","42.6%"
"=""2440014""","Area Cooperative Educational Services",6,"Not Eligible for Free/Reduced Lunch",117,2500,2518,18,"35.0%","51.5%"
"=""2440014""","Area Cooperative Educational Services",6,"Eligible for Reduced Lunch",38,2453,2458,5,"21.1%","45.0%"
"=""2440014""","Area Cooperative Educational Services",7,"Eligible for Free Lunch",187,2443,2481,37,"45.5%","66.9%"
"=""2440014""","Area Cooperative Educational Services",7,"Not Eligible for Free/Reduced Lunch",106,2511,2560,49,"64.2%","82.9%"
"=""2440014""","Area Cooperative Educational Services",7,"Eligible for Reduced Lunch",22,2458,2505,47,"59.1%","82.1%"
"=""2440014""","Area Cooperative Educational Services",8,"Eligible for Free Lunch",160,2451,2461,11,"28.1%","44.0%"
"=""2440014""","Area Cooperative Educational Services",8,"Not Eligible for Free/Reduced Lunch",114,2542,2555,14,"43.0%","58.0%"
"=""2440014""","Area Cooperative Educational Services",8,"Eligible for Reduced Lunch",24,2490,2501,11,"33.3%","53.0%"
"=""0030011""","Ashford School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",4,"Not Eligible for Free/Reduced Lunch",26,2474,2522,48,"42.3%","73.6%"
"=""0030011""","Ashford School District",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",5,"Eligible for Free Lunch",9,"*","*","*","*","*"
"=""0030011""","Ashford School District",5,"Not Eligible for Free/Reduced Lunch",28,2534,2504,-30,"0.0%","8.1%"
"=""0030011""","Ashford School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",6,"Not Eligible for Free/Reduced Lunch",24,2482,2497,15,"16.7%","41.7%"
"=""0030011""","Ashford School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",7,"Not Eligible for Free/Reduced Lunch",32,2506,2579,73,"81.3%","95.3%"
"=""0030011""","Ashford School District",7,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0030011""","Ashford School District",8,"Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0030011""","Ashford School District",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",4,"Eligible for Free Lunch",11,"*","*","*","*","*"
"=""0040011""","Avon School District",4,"Not Eligible for Free/Reduced Lunch",193,2503,2543,40,"46.6%","70.3%"
"=""0040011""","Avon School District",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",5,"Not Eligible for Free/Reduced Lunch",241,2529,2554,25,"42.7%","62.3%"
"=""0040011""","Avon School District",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",6,"Not Eligible for Free/Reduced Lunch",250,2550,2606,56,"70.4%","89.3%"
"=""0040011""","Avon School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",7,"Not Eligible for Free/Reduced Lunch",243,2602,2643,42,"65.4%","83.5%"
"=""0040011""","Avon School District",7,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0040011""","Avon School District",8,"Not Eligible for Free/Reduced Lunch",248,2627,2661,34,"67.7%","81.0%"
"=""0040011""","Avon School District",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",4,"Not Eligible for Free/Reduced Lunch",36,2407,2461,54,"41.7%","73.7%"
"=""0050011""","Barkhamsted School District",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",5,"Not Eligible for Free/Reduced Lunch",41,2466,2495,29,"26.8%","63.6%"
"=""0050011""","Barkhamsted School District",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0050011""","Barkhamsted School District",6,"Not Eligible for Free/Reduced Lunch",40,2516,2558,43,"42.5%","71.5%"
"=""0050011""","Barkhamsted School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District",4,"Eligible for Free Lunch",15,"*","*","*","*","*"
"=""0070011""","Berlin School District",4,"Not Eligible for Free/Reduced Lunch",162,2437,2507,70,"63.6%","88.3%"
"=""0070011""","Berlin School District",4,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0070011""","Berlin School District",5,"Eligible for Free Lunch",23,2444,2457,12,"26.1%","49.0%"
"=""0070011""","Berlin School District",5,"Not Eligible for Free/Reduced Lunch",212,2513,2540,28,"35.4%","61.8%"
"=""0070011""","Berlin School District",5,"Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0070011""","Berlin School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District",6,"Not Eligible for Free/Reduced Lunch",185,2515,2542,27,"35.1%","60.3%"
"=""0070011""","Berlin School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0070011""","Berlin School District",7,"Eligible for Free Lunch",20,2460,2485,25,"30.0%","58.1%"
"=""0070011""","Berlin School District",7,"Not Eligible for Free/Reduced Lunch",213,2539,2573,34,"50.7%","70.3%"
"=""0070011""","Berlin School District",7,"Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0070011""","Berlin School District",8,"Eligible for Free Lunch","*",2466,2484,19,"44.0%","57.7%"
"=""0070011""","Berlin School District",8,"Not Eligible for Free/Reduced Lunch",180,2578,2593,14,"44.4%","59.0%"
"=""0070011""","Berlin School District",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District",4,"Not Eligible for Free/Reduced Lunch",45,2457,2512,54,"51.1%","81.4%"
"=""0080011""","Bethany School District",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District",5,"Eligible for Free Lunch",6,"*","*","*","*","*"
"=""0080011""","Bethany School District",5,"Not Eligible for Free/Reduced Lunch",50,2538,2595,56,"74.0%","90.8%"
"=""0080011""","Bethany School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0080011""","Bethany School District",6,"Not Eligible for Free/Reduced Lunch","*",2513,2546,33,"49.2%","71.7%"
"=""0090011""","Bethel School District",4,"Eligible for Free Lunch",28,2398,2473,75,"64.3%","83.4%"
"=""0090011""","Bethel School District",4,"Not Eligible for Free/Reduced Lunch",159,2433,2508,74,"69.2%","94.0%"
"=""0090011""","Bethel School District",4,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0090011""","Bethel School District",5,"Eligible for Free Lunch",30,2436,2474,38,"50.0%","68.7%"
"=""0090011""","Bethel School District",5,"Not Eligible for Free/Reduced Lunch",150,2494,2548,54,"68.0%","88.5%"
"=""0090011""","Bethel School District",5,"Eligible for Reduced Lunch",18,"*","*","*","*","*"
"=""0090011""","Bethel School District",6,"Eligible for Free Lunch",26,2504,2524,20,"19.2%","48.4%"
"=""0090011""","Bethel School District",6,"Not Eligible for Free/Reduced Lunch",143,2530,2564,34,"53.8%","74.0%"
"=""0090011""","Bethel School District",6,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0090011""","Bethel School District",7,"Eligible for Free Lunch",34,2483,2509,26,"41.2%","59.6%"
"=""0090011""","Bethel School District",7,"Not Eligible for Free/Reduced Lunch",180,2538,2579,41,"54.4%","77.3%"
"=""0090011""","Bethel School District",7,"Eligible for Reduced Lunch",16,"*","*","*","*","*"
"=""0090011""","Bethel School District",8,"Eligible for Free Lunch",29,2510,2540,31,"51.7%","68.0%"
"=""0090011""","Bethel School District",8,"Not Eligible for Free/Reduced Lunch",155,2555,2595,40,"63.2%","79.0%"
"=""0090011""","Bethel School District",8,"Eligible for Reduced Lunch",23,2521,2590,69,"73.9%","91.0%"
"=""0110011""","Bloomfield School District",4,"Eligible for Free Lunch",48,2374,2440,66,"54.2%","80.8%"
"=""0110011""","Bloomfield School District",4,"Not Eligible for Free/Reduced Lunch",42,2397,2451,54,"45.2%","78.2%"
"=""0110011""","Bloomfield School District",4,"Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",5,"Eligible for Free Lunch",47,2413,2450,38,"42.6%","67.4%"
"=""0110011""","Bloomfield School District",5,"Not Eligible for Free/Reduced Lunch",55,2447,2476,29,"34.5%","65.0%"
"=""0110011""","Bloomfield School District",5,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",6,"Eligible for Free Lunch",57,2442,2493,50,"56.1%","76.1%"
"=""0110011""","Bloomfield School District",6,"Not Eligible for Free/Reduced Lunch",43,2460,2525,65,"60.5%","82.5%"
"=""0110011""","Bloomfield School District",6,"Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",7,"Eligible for Free Lunch",50,2476,2492,16,"30.0%","48.3%"
"=""0110011""","Bloomfield School District",7,"Not Eligible for Free/Reduced Lunch",58,2493,2531,38,"46.6%","66.6%"
"=""0110011""","Bloomfield School District",7,"Eligible for Reduced Lunch",8,"*","*","*","*","*"
"=""0110011""","Bloomfield School District",8,"Eligible for Free Lunch",48,2488,2505,17,"35.4%","49.4%"
"=""0110011""","Bloomfield School District",8,"Not Eligible for Free/Reduced Lunch",64,2512,2528,16,"37.5%","52.8%"
"=""0110011""","Bloomfield School District",8,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""0120011""","Bolton School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",4,"Not Eligible for Free/Reduced Lunch",43,2483,2547,63,"67.4%","95.5%"
"=""0120011""","Bolton School District",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",5,"Eligible for Free Lunch",10,"*","*","*","*","*"
"=""0120011""","Bolton School District",5,"Not Eligible for Free/Reduced Lunch",56,2514,2536,22,"44.6%","62.6%"
"=""0120011""","Bolton School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",6,"Not Eligible for Free/Reduced Lunch",53,2556,2596,40,"56.6%","77.1%"
"=""0120011""","Bolton School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",7,"Not Eligible for Free/Reduced Lunch",48,2553,2596,42,"54.2%","76.4%"
"=""0120011""","Bolton School District",7,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0120011""","Bolton School District",8,"Not Eligible for Free/Reduced Lunch",39,2598,2607,9,"30.8%","43.4%"
"=""0120011""","Bolton School District",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Eligible for Free Lunch",7,"*","*","*","*","*"
"=""0130011""","Bozrah School District",4,"Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",5,"Not Eligible for Free/Reduced Lunch",23,2449,2486,37,"43.5%","67.7%"
"=""0130011""","Bozrah School District",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Not Eligible for Free/Reduced Lunch",18,"*","*","*","*","*"
"=""0130011""","Bozrah School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",7,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""0130011""","Bozrah School District",8,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0140011""","Branford School District",4,"Eligible for Free Lunch",41,2440,2491,50,"39.0%","67.2%"
"=""0140011""","Branford School District",4,"Not Eligible for Free/Reduced Lunch",151,2458,2514,56,"47.0%","78.7%"
"=""0140011""","Branford School District",4,"Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""0140011""","Branford School District",5,"Eligible for Free Lunch",46,2471,2510,38,"45.7%","70.7%"
"=""0140011""","Branford School District",5,"Not Eligible for Free/Reduced Lunch",160,2507,2540,33,"48.1%","72.5%"
"=""0140011""","Branford School District",5,"Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""0140011""","Branford School District",6,"Eligible for Free Lunch",46,2464,2478,14,"28.3%","48.4%"
"=""0140011""","Branford School District",6,"Not Eligible for Free/Reduced Lunch",143,2516,2549,33,"49.0%","68.6%"
"=""0140011""","Branford School District",6,"Eligible for Reduced Lunch",13,"*","*","*","*","*"
"=""0140011""","Branford School District",7,"Eligible for Free Lunch",35,2497,2518,21,"31.4%","47.9%"
"=""0140011""","Branford School District",7,"Not Eligible for Free/Reduced Lunch",157,2553,2583,30,"45.9%","67.6%"
"=""0140011""","Branford School District",7,"Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0140011""","Branford School District",8,"Eligible for Free Lunch",38,2514,2482,-33,"15.8%","29.9%"
"=""0140011""","Branford School District",8,"Not Eligible for Free/Reduced Lunch",173,2578,2575,-4,"30.6%","43.0%"
"=""0140011""","Branford School District",8,"Eligible for Reduced Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Eligible for Free Lunch",60,2402,2486,84,"75.0%","95.9%"
"=""2850013""","Bridgeport Achievement First District",4,"Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",4,"Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Eligible for Free Lunch",58,2441,2456,16,"34.5%","50.9%"
"=""2850013""","Bridgeport Achievement First District",5,"Not Eligible for Free/Reduced Lunch",17,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",5,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Eligible for Free Lunch",65,2424,2473,49,"58.5%","75.9%"
"=""2850013""","Bridgeport Achievement First District",6,"Not Eligible for Free/Reduced Lunch",12,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",6,"Eligible for Reduced Lunch",9,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Eligible for Free Lunch",57,2443,2501,58,"63.2%","80.3%"
"=""2850013""","Bridgeport Achievement First District",7,"Not Eligible for Free/Reduced Lunch",15,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",7,"Eligible for Reduced Lunch",11,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"Eligible for Free Lunch",61,2502,2576,74,"73.8%","89.4%"
"=""2850013""","Bridgeport Achievement First District",8,"Not Eligible for Free/Reduced Lunch",14,"*","*","*","*","*"
"=""2850013""","Bridgeport Achievement First District",8,"Eligible for Reduced Lunch",10,"*","*","*","*","*"
"=""0150011""","Bridgeport School District",4,"Eligible for Free Lunch",1596,2364,2399,35,"21.1%","52.1%"
"=""0150011""","Bridgeport School District",5,"Eligible for Free Lunch",1420,2392,2411,19,"28.1%","50.4%"
"=""0150011""","Bridgeport School District",6,"Eligible for Free Lunch",1211,2409,2427,17,"33.9%","52.0%"
"=""0150011""","Bridgeport School District",7,"Eligible for Free Lunch",1191,2432,2454,22,"36.0%","55.7%"
"=""0150011""","Bridgeport School District",8,"Eligible for Free Lunch",1301,2454,2459,6,"29.5%","44.5%"
"=""0170011""","Bristol School District",4,"Eligible for Free Lunch",246,2396,2444,48,"39.0%","68.8%"
"=""0170011""","Bristol School District",4,"Not Eligible for Free/Reduced Lunch",268,2444,2497,53,"47.8%","75.1%"
"=""0170011""","Bristol School District",4,"Eligible for Reduced Lunch",22,2418,2469,50,"40.9%","76.6%"
"=""0170011""","Bristol School District",5,"Eligible for Free Lunch",246,2441,2469,28,"33.7%","61.2%"
"=""0170011""","Bristol School District",5,"Not Eligible for Free/Reduced Lunch",327,2484,2518,34,"44.3%","66.8%"
"=""0170011""","Bristol School District",5,"Eligible for Reduced Lunch",46,2475,2513,37,"50.0%","69.4%"
"=""0170011""","Bristol School District",6,"Eligible for Free Lunch",204,2443,2467,24,"35.3%","57.1%"
"=""0170011""","Bristol School District",6,"Not Eligible for Free/Reduced Lunch",292,2511,2544,33,"43.8%","65.8%"
"=""0170011""","Bristol School District",6,"Eligible for Reduced Lunch",34,2488,2513,25,"32.4%","52.2%"
"=""0170011""","Bristol School District",7,"Eligible for Free Lunch",213,2458,2494,36,"47.4%","67.6%"
"=""0170011""","Bristol School District",7,"Not Eligible for Free/Reduced Lunch",317,2517,2553,36,"52.1%","73.2%"
"=""0170011""","Bristol School District",7,"Eligible for Reduced Lunch",41,2489,2535,46,"61.0%","77.5%"
"=""0170011""","Bristol School District",8,"Eligible for Free Lunch",194,2485,2508,22,"44.3%","59.2%"
"=""0170011""","Bristol School District",8,"Not Eligible for Free/Reduced Lunch",293,2558,2577,19,"37.2%","56.4%"
"=""0170011""","Bristol School District",8,"Eligible for Reduced Lunch",39,2522,2551,29,"38.5%","58.7%"
"=""0180011""","Brookfield School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",4,"Not Eligible for Free/Reduced Lunch",188,2470,2507,37,"32.4%","61.9%"
"=""0180011""","Brookfield School District",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",5,"Not Eligible for Free/Reduced Lunch",154,2511,2531,20,"32.5%","55.6%"
"=""0180011""","Brookfield School District",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",6,"Not Eligible for Free/Reduced Lunch",176,2521,2554,33,"47.7%","70.0%"
"=""0180011""","Brookfield School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",7,"Not Eligible for Free/Reduced Lunch",206,2563,2595,31,"53.4%","72.5%"
"=""0180011""","Brookfield School District",7,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0180011""","Brookfield School District",8,"Eligible for Free Lunch",15,"*","*","*","*","*"
"=""0180011""","Brookfield School District",8,"Not Eligible for Free/Reduced Lunch",164,2588,2631,42,"61.6%","78.5%"
"=""0180011""","Brookfield School District",8,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",4,"Not Eligible for Free/Reduced Lunch",50,2446,2508,61,"58.0%","85.7%"
"=""0190011""","Brooklyn School District",4,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",5,"Not Eligible for Free/Reduced Lunch",75,2508,2513,5,"17.3%","35.5%"
"=""0190011""","Brooklyn School District",5,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",6,"Eligible for Free Lunch","*",2431,2484,53,"63.6%","75.6%"
"=""0190011""","Brooklyn School District",6,"Not Eligible for Free/Reduced Lunch",48,2509,2566,57,"60.4%","88.4%"
"=""0190011""","Brooklyn School District",6,"Eligible for Reduced Lunch","*","*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"Eligible for Free Lunch",13,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",7,"Not Eligible for Free/Reduced Lunch",57,2548,2558,10,"35.1%","50.1%"
"=""0190011""","Brooklyn School District",7,"Eligible for Reduced Lunch",6,"*","*","*","*","*"
"=""0190011""","Brooklyn School District",8,"Eligible for Free Lunch",26,2463,2489,26,"42.3%","58.2%"
"=""0190011""","Brooklyn School District",8,"Not Eligible for Free/Reduced Lunch",70,2538,2561,23,"40.0%","56.2%"
"=""0190011""","Brooklyn School District",8,"Eligible for Reduced Lunch",7,"*","*","*","*","*"
"=""0210011""","Canaan School District",4,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",5,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",6,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Eligible for Free Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",7,"Not Eligible for Free/Reduced Lunch","*","*","*","*","*","*"
"=""0210011""","Canaan School District",8,"Not Eligible for Free/Reduced Lunch",10,"*","*","*","*","*"
"=""0220011""","Canterbury School District",4,"Eligible for Free Lunch","*","*","*","*","*","*"
