"Five-Year Graduation Rates, 2010-11"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"Coventry School District","Non-Special Education",133,127,95.5,"*","*","*","*"
"Coventry School District","Special Education",20,13,65.0,"*","*","*","*"
"Cromwell School District","Non-Special Education",147,145,98.6,"*","*","*","*"
"Cromwell School District","Special Education",23,16,69.6,"*","*","*","*"
"Danbury School District","Non-Special Education",682,565,82.8,11,1.6,106,15.5
"Danbury School District","Special Education",75,52,69.3,6,8.0,17,22.7
"Darien School District","Non-Special Education",291,283,97.3,"*","*","*","*"
"Darien School District","Special Education",36,34,94.4,"*","*","*","*"
"Derby School District","Non-Special Education",115,93,80.9,"*","*","*","*"
"Derby School District","Special Education",8,6,75.0,"*","*","*","*"
"East Granby School District","Non-Special Education",69,68,98.6,"*","*","*","*"
"East Granby School District","Special Education",7,6,85.7,"*","*","*","*"
"East Haddam School District","Non-Special Education","*","*","*","*","*","*","*"
"East Haddam School District","Special Education","*","*","*","*","*","*","*"
"East Hampton School District","Non-Special Education",125,118,94.4,"*","*","*","*"
"East Hampton School District","Special Education",14,9,64.3,"*","*","*","*"
"East Hartford School District","Non-Special Education",519,448,86.3,"*","*",70,13.5
"East Hartford School District","Special Education",82,57,69.5,"*","*",19,23.2
"East Haven School District","Non-Special Education",272,241,88.6,"*","*",30,11.0
"East Haven School District","Special Education",28,17,60.7,"*","*",8,28.6
"East Lyme School District","Non-Special Education",289,282,97.6,"*","*","*","*"
"East Lyme School District","Special Education",36,35,97.2,"*","*","*","*"
"East Windsor School District","Non-Special Education",79,69,87.3,"*","*","*","*"
"East Windsor School District","Special Education",11,11,100.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",57,"*","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",6,"*","*","*","*","*","*"
"Ellington School District","Non-Special Education",166,157,94.6,"*","*","*","*"
"Ellington School District","Special Education",17,17,100.0,"*","*","*","*"
"Enfield School District","Non-Special Education",466,412,88.4,"*","*",52,11.2
"Enfield School District","Special Education",53,35,66.0,"*","*",11,20.8
"Explorations District","Non-Special Education",21,15,71.4,"*","*","*","*"
"Explorations District","Special Education",9,6,66.7,"*","*","*","*"
"Fairfield School District","Non-Special Education",598,584,97.7,"*","*","*","*"
"Fairfield School District","Special Education",57,45,78.9,"*","*","*","*"
"Farmington School District","Non-Special Education",306,294,96.1,"*","*","*","*"
"Farmington School District","Special Education",30,27,90.0,"*","*","*","*"
"Glastonbury School District","Non-Special Education",480,475,99.0,"*","*","*","*"
"Glastonbury School District","Special Education",70,61,87.1,"*","*","*","*"
"Granby School District","Non-Special Education",181,177,97.8,"*","*","*","*"
"Granby School District","Special Education",13,13,100.0,"*","*","*","*"
"Greenwich School District","Non-Special Education",568,559,98.4,"*","*","*","*"
"Greenwich School District","Special Education",65,56,86.2,"*","*","*","*"
"Griswold School District","Non-Special Education",178,157,88.2,"*","*",20,11.2
"Griswold School District","Special Education",23,9,39.1,"*","*",12,52.2
"Groton School District","Non-Special Education",300,255,85.0,"*","*",45,15.0
"Groton School District","Special Education",34,18,52.9,"*","*",11,32.4
"Guilford School District","Non-Special Education",245,236,96.3,"*","*","*","*"
"Guilford School District","Special Education",26,24,92.3,"*","*","*","*"
"Hamden School District","Non-Special Education",508,453,89.2,"*","*",54,10.6
"Hamden School District","Special Education",76,56,73.7,"*","*",10,13.2
"Hartford School District","Non-Special Education",1326,957,72.2,16,1.2,353,26.6
"Hartford School District","Special Education",273,142,52.0,18,6.6,111,40.7
"Killingly School District","Non-Special Education",168,130,77.4,"*","*",36,21.4
"Killingly School District","Special Education",28,14,50.0,"*","*",11,39.3
"Lebanon School District","Non-Special Education",143,135,94.4,"*","*","*","*"
"Lebanon School District","Special Education",17,14,82.4,"*","*","*","*"
"Ledyard School District","Non-Special Education",207,193,93.2,"*","*","*","*"
"Ledyard School District","Special Education",25,19,76.0,"*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Non-Special Education",88,"*","*","*","*","*","*"
"Litchfield School District","Special Education",7,"*","*","*","*","*","*"
"Madison School District","Non-Special Education",287,283,98.6,"*","*","*","*"
"Madison School District","Special Education",30,25,83.3,"*","*","*","*"
"Manchester School District","Non-Special Education",454,357,78.6,"*","*",93,20.5
"Manchester School District","Special Education",78,47,60.3,"*","*",21,26.9
"Meriden School District","Non-Special Education",528,410,77.7,"*","*",117,22.2
"Meriden School District","Special Education",91,54,59.3,"*","*",25,27.5
"Middletown School District","Non-Special Education",294,245,83.3,"*","*",33,11.2
"Middletown School District","Special Education",54,33,61.1,"*","*",18,33.3
"Milford School District","Non-Special Education",419,390,93.1,7,1.7,"*","*"
"Milford School District","Special Education",74,59,79.7,10,13.5,"*","*"
"Monroe School District","Non-Special Education",341,340,99.7,"*","*","*","*"
"Monroe School District","Special Education",26,18,69.2,"*","*","*","*"
"Montville School District","Non-Special Education",180,159,88.3,"*","*","*","*"
"Montville School District","Special Education",24,18,75.0,"*","*","*","*"
"Naugatuck School District","Non-Special Education",322,279,86.6,"*","*",41,12.7
"Naugatuck School District","Special Education",47,34,72.3,"*","*",9,19.1
"New Britain School District","Non-Special Education",635,389,61.3,7,1.1,239,37.6
"New Britain School District","Special Education",117,56,47.9,16,13.7,45,38.5
"New Canaan School District","Non-Special Education",280,277,98.9,"*","*","*","*"
"New Canaan School District","Special Education",31,28,90.3,"*","*","*","*"
"New Fairfield School District","Non-Special Education",216,205,94.9,"*","*","*","*"
"New Fairfield School District","Special Education",24,21,87.5,"*","*","*","*"
"New Haven School District","Non-Special Education",1284,902,70.2,15,1.2,367,28.6
"New Haven School District","Special Education",152,87,57.2,21,13.8,44,28.9
"New London School District","Non-Special Education",217,162,74.7,"*","*",50,23.0
"New London School District","Special Education",49,19,38.8,"*","*",20,40.8
"New Milford School District","Non-Special Education",347,321,92.5,"*","*",25,7.2
"New Milford School District","Special Education",55,34,61.8,"*","*",16,29.1
"Newington School District","Non-Special Education",373,344,92.2,"*","*",26,7.0
"Newington School District","Special Education",39,23,59.0,"*","*",6,15.4
"Newtown School District","Non-Special Education",396,383,96.7,"*","*","*","*"
"Newtown School District","Special Education",48,44,91.7,"*","*","*","*"
"North Branford School District","Non-Special Education",166,161,97.0,"*","*","*","*"
"North Branford School District","Special Education",31,24,77.4,"*","*","*","*"
"North Haven School District","Non-Special Education",278,249,89.6,"*","*","*","*"
"North Haven School District","Special Education",29,21,72.4,"*","*","*","*"
"North Stonington School District","Non-Special Education",61,55,90.2,"*","*","*","*"
"North Stonington School District","Special Education",6,6,100.0,"*","*","*","*"
"Norwalk School District","Non-Special Education",776,682,87.9,"*","*",88,11.3
"Norwalk School District","Special Education",116,95,81.9,"*","*",16,13.8
"Norwich Free Academy District","Non-Special Education",534,459,86.0,"*","*",74,13.9
"Norwich Free Academy District","Special Education",94,61,64.9,"*","*",19,20.2
"Norwich School District","Non-Special Education",27,"*","*","*","*","*","*"
"Norwich School District","Special Education",9,"*","*","*","*","*","*"
"Old Saybrook School District","Non-Special Education",112,"*","*","*","*","*","*"
"Old Saybrook School District","Special Education",10,"*","*","*","*","*","*"
"Oxford School District","Non-Special Education",144,141,97.9,"*","*","*","*"
"Oxford School District","Special Education",11,8,72.7,"*","*","*","*"
"Plainfield School District","Non-Special Education",192,175,91.1,"*","*","*","*"
"Plainfield School District","Special Education",38,30,78.9,"*","*","*","*"
"Plainville School District","Non-Special Education",204,187,91.7,"*","*","*","*"
"Plainville School District","Special Education",29,24,82.8,"*","*","*","*"
"Plymouth School District","Non-Special Education",129,125,96.9,"*","*","*","*"
"Plymouth School District","Special Education",10,9,90.0,"*","*","*","*"
"Portland School District","Non-Special Education",88,75,85.2,"*","*","*","*"
"Portland School District","Special Education",9,7,77.8,"*","*","*","*"
"Putnam School District","Non-Special Education",56,53,94.6,"*","*","*","*"
"Putnam School District","Special Education",17,10,58.8,"*","*","*","*"
"Regional School District 01","Non-Special Education",122,106,86.9,"*","*","*","*"
"Regional School District 01","Special Education",16,13,81.3,"*","*","*","*"
"Regional School District 04","Non-Special Education",148,136,91.9,"*","*","*","*"
"Regional School District 04","Special Education",23,17,73.9,"*","*","*","*"
"Regional School District 05","Non-Special Education",369,348,94.3,"*","*","*","*"
"Regional School District 05","Special Education",41,37,90.2,"*","*","*","*"
"Regional School District 06","Non-Special Education",89,80,89.9,"*","*","*","*"
"Regional School District 06","Special Education",15,13,86.7,"*","*","*","*"
"Regional School District 07","Non-Special Education",183,180,98.4,"*","*","*","*"
"Regional School District 07","Special Education",26,20,76.9,"*","*","*","*"
"Regional School District 08","Non-Special Education",239,215,90.0,"*","*","*","*"
"Regional School District 08","Special Education",29,21,72.4,"*","*","*","*"
"Regional School District 09","Non-Special Education",184,183,99.5,"*","*","*","*"
"Regional School District 09","Special Education",37,32,86.5,"*","*","*","*"
"Regional School District 10","Non-Special Education",160,160,100.0,"*","*","*","*"
"Regional School District 10","Special Education",15,10,66.7,"*","*","*","*"
"Regional School District 11","Non-Special Education","*","*","*","*","*","*","*"
"Regional School District 11","Special Education","*","*","*","*","*","*","*"
"Regional School District 12","Non-Special Education",81,70,86.4,"*","*","*","*"
"Regional School District 12","Special Education",12,11,91.7,"*","*","*","*"
"Regional School District 13","Non-Special Education",125,119,95.2,"*","*","*","*"
"Regional School District 13","Special Education",16,13,81.3,"*","*","*","*"
"Regional School District 14","Non-Special Education",201,196,97.5,"*","*","*","*"
"Regional School District 14","Special Education",17,15,88.2,"*","*","*","*"
"Regional School District 15","Non-Special Education",349,332,95.1,"*","*","*","*"
"Regional School District 15","Special Education",40,33,82.5,"*","*","*","*"
"Regional School District 16","Non-Special Education",182,166,91.2,"*","*","*","*"
"Regional School District 16","Special Education",15,10,66.7,"*","*","*","*"
"Regional School District 17","Non-Special Education",158,150,94.9,"*","*","*","*"
"Regional School District 17","Special Education",22,20,90.9,"*","*","*","*"
"Regional School District 18","Non-Special Education",121,120,99.2,"*","*","*","*"
"Regional School District 18","Special Education",14,11,78.6,"*","*","*","*"
"Regional School District 19","Non-Special Education",247,220,89.1,"*","*","*","*"
"Regional School District 19","Special Education",37,25,67.6,"*","*","*","*"
"Ridgefield School District","Non-Special Education",386,378,97.9,"*","*","*","*"
"Ridgefield School District","Special Education",48,42,87.5,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",169,156,92.3,"*","*","*","*"
"Rocky Hill School District","Special Education",7,7,100.0,"*","*","*","*"
"Seymour School District","Non-Special Education",178,157,88.2,"*","*","*","*"
"Seymour School District","Special Education",11,7,63.6,"*","*","*","*"
"Shelton School District","Non-Special Education",368,348,94.6,"*","*",18,4.9
"Shelton School District","Special Education",31,17,54.8,"*","*",7,22.6
"Simsbury School District","Non-Special Education",328,320,97.6,"*","*","*","*"
"Simsbury School District","Special Education",30,25,83.3,"*","*","*","*"
"Somers School District","Non-Special Education",131,127,96.9,"*","*","*","*"
"Somers School District","Special Education",13,11,84.6,"*","*","*","*"
"South Windsor School District","Non-Special Education",378,356,94.2,"*","*",21,5.6
"South Windsor School District","Special Education",47,38,80.9,"*","*",7,14.9
"Southington School District","Non-Special Education",481,462,96.0,"*","*","*","*"
"Southington School District","Special Education",62,49,79.0,"*","*","*","*"
"Stafford School District","Non-Special Education",122,107,87.7,"*","*","*","*"
"Stafford School District","Special Education",14,10,71.4,"*","*","*","*"
"Stamford Academy District","Non-Special Education",42,"*","*","*","*",8,19.0
"Stamford Academy District","Special Education",10,"*","*","*","*",6,60.0
"Stamford School District","Non-Special Education",1069,959,89.7,9,0.8,101,9.4
"Stamford School District","Special Education",120,95,79.2,11,9.2,14,11.7
"Stonington School District","Non-Special Education",184,179,97.3,"*","*","*","*"
"Stonington School District","Special Education",28,21,75.0,"*","*","*","*"
"Stratford School District","Non-Special Education",517,477,92.3,"*","*",38,7.4
"Stratford School District","Special Education",62,42,67.7,"*","*",9,14.5
"Suffield School District","Non-Special Education",202,196,97.0,"*","*","*","*"
"Suffield School District","Special Education",13,12,92.3,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","Non-Special Education",63,"*","*","*","*","*","*"
"The Gilbert School District","Special Education",10,"*","*","*","*","*","*"
"Thomaston School District","Non-Special Education",79,76,96.2,"*","*","*","*"
"Thomaston School District","Special Education",25,21,84.0,"*","*","*","*"
"Thompson School District","Non-Special Education",89,"*","*","*","*","*","*"
"Thompson School District","Special Education",6,"*","*","*","*","*","*"
"Tolland School District","Non-Special Education",208,197,94.7,"*","*","*","*"
"Tolland School District","Special Education",16,14,87.5,"*","*","*","*"
"Torrington School District","Non-Special Education",253,210,83.0,"*","*",39,15.4
"Torrington School District","Special Education",33,20,60.6,"*","*",12,36.4
"Trumbull School District","Non-Special Education",466,463,99.4,"*","*","*","*"
"Trumbull School District","Special Education",36,33,91.7,"*","*","*","*"
"Unified School District #1","Non-Special Education",459,"*","*",17,3.7,434,94.6
"Unified School District #1","Special Education",171,"*","*",13,7.6,143,83.6
"Unified School District #2","Non-Special Education",16,7,43.8,"*","*",9,56.3
"Unified School District #2","Special Education",22,9,40.9,"*","*",6,27.3
"Vernon School District","Non-Special Education",260,223,85.8,"*","*",36,13.8
"Vernon School District","Special Education",31,22,71.0,"*","*",6,19.4
"Wallingford School District","Non-Special Education",495,451,91.1,"*","*",41,8.3
"Wallingford School District","Special Education",66,50,75.8,"*","*",7,10.6
"Waterbury School District","Non-Special Education",1132,792,70.0,"*","*",339,29.9
"Waterbury School District","Special Education",171,101,59.1,"*","*",57,33.3
"Waterford School District","Non-Special Education",254,237,93.3,"*","*","*","*"
"Waterford School District","Special Education",17,14,82.4,"*","*","*","*"
"Watertown School District","Non-Special Education",215,203,94.4,"*","*",10,4.7
"Watertown School District","Special Education",31,19,61.3,"*","*",9,29.0
"West Hartford School District","Non-Special Education",728,692,95.1,"*","*",34,4.7
"West Hartford School District","Special Education",101,80,79.2,"*","*",9,8.9
"West Haven School District","Non-Special Education",419,303,72.3,"*","*",115,27.4
"West Haven School District","Special Education",39,24,61.5,"*","*",10,25.6
"Westbrook School District","Non-Special Education",68,"*","*","*","*","*","*"
"Westbrook School District","Special Education",7,"*","*","*","*","*","*"
"Weston School District","Non-Special Education",182,182,100.0,"*","*","*","*"
"Weston School District","Special Education",13,11,84.6,"*","*","*","*"
"Westport School District","Non-Special Education",419,415,99.0,"*","*","*","*"
"Westport School District","Special Education",56,47,83.9,"*","*","*","*"
"Wethersfield School District","Non-Special Education",281,267,95.0,"*","*","*","*"
"Wethersfield School District","Special Education",24,16,66.7,"*","*","*","*"
"Wilton School District","Non-Special Education",279,279,100.0,"*","*","*","*"
"Wilton School District","Special Education",27,24,88.9,"*","*","*","*"
"Windham School District","Non-Special Education",213,147,69.0,"*","*",59,27.7
"Windham School District","Special Education",47,31,66.0,"*","*",14,29.8
"Windsor Locks School District","Non-Special Education",120,109,90.8,"*","*","*","*"
"Windsor Locks School District","Special Education",13,8,61.5,"*","*","*","*"
"Windsor School District","Non-Special Education",308,274,89.0,"*","*","*","*"
"Windsor School District","Special Education",44,32,72.7,"*","*","*","*"
"Wolcott School District","Non-Special Education",207,197,95.2,"*","*","*","*"
"Wolcott School District","Special Education",19,17,89.5,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",275,262,95.3,"*","*","*","*"
"Woodstock Academy District","Special Education",24,22,91.7,"*","*","*","*"

