"Five-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,"Graduates",,"Non-Graduates",,,
"South Windsor School District","Female",172,169,98.3,"*","*","*","*"
"South Windsor School District","Male",212,203,95.8,"*","*","*","*"
"Southington School District","Female",258,247,95.7,"*","*",9,3.5
"Southington School District","Male",237,223,94.1,"*","*",9,3.8
"Stafford School District","Female",71,66,93.0,"*","*","*","*"
"Stafford School District","Male",69,60,87.0,"*","*","*","*"
"Stamford Academy District","Female",19,14,73.7,"*","*","*","*"
"Stamford Academy District","Male",25,14,56.0,"*","*","*","*"
"Stamford School District","Female",576,526,91.3,"*","*",46,8.0
"Stamford School District","Male",600,528,88.0,"*","*",65,10.8
"Stonington School District","Female",85,82,96.5,"*","*","*","*"
"Stonington School District","Male",96,89,92.7,"*","*","*","*"
"Stratford School District","Female",302,279,92.4,"*","*",21,7.0
"Stratford School District","Male",279,240,86.0,"*","*",31,11.1
"Suffield School District","Female",100,90,90.0,"*","*","*","*"
"Suffield School District","Male",106,100,94.3,"*","*","*","*"
"The Bridge Academy District","Female",19,17,89.5,"*","*","*","*"
"The Bridge Academy District","Male",22,16,72.7,"*","*","*","*"
"The Gilbert School District","Female",47,45,95.7,"*","*","*","*"
"The Gilbert School District","Male",42,39,92.9,"*","*","*","*"
"Thomaston School District","Female",49,46,93.9,"*","*","*","*"
"Thomaston School District","Male",44,40,90.9,"*","*","*","*"
"Thompson School District","Female",50,46,92.0,"*","*","*","*"
"Thompson School District","Male",51,44,86.3,"*","*","*","*"
"Tolland School District","Female",111,108,97.3,"*","*","*","*"
"Tolland School District","Male",120,118,98.3,"*","*","*","*"
"Torrington School District","Female",147,122,83.0,"*","*",24,16.3
"Torrington School District","Male",155,130,83.9,"*","*",24,15.5
"Trumbull School District","Female",294,289,98.3,"*","*","*","*"
"Trumbull School District","Male",248,243,98.0,"*","*","*","*"
"Unified School District #1","Female",63,"*","*","*","*",62,98.4
"Unified School District #1","Male",668,"*","*","*","*",643,96.3
"Unified School District #2","Female",6,"*","*","*","*","*","*"
"Unified School District #2","Male",28,"*","*","*","*","*","*"
"Vernon School District","Female",136,119,87.5,"*","*",16,11.8
"Vernon School District","Male",126,106,84.1,"*","*",19,15.1
"Wallingford School District","Female",271,261,96.3,"*","*",9,3.3
"Wallingford School District","Male",266,238,89.5,"*","*",22,8.3
"Waterbury School District","Female",643,443,68.9,"*","*",197,30.6
"Waterbury School District","Male",621,403,64.9,"*","*",207,33.3
"Waterford School District","Female",122,110,90.2,"*","*",9,7.4
"Waterford School District","Male",120,114,95.0,"*","*",6,5.0
"Watertown School District","Female",122,115,94.3,"*","*",7,5.7
"Watertown School District","Male",112,101,90.2,"*","*",7,6.3
"West Hartford School District","Female",377,366,97.1,"*","*",9,2.4
"West Hartford School District","Male",375,352,93.9,"*","*",21,5.6
"West Haven School District","Female",198,156,78.8,"*","*",40,20.2
"West Haven School District","Male",189,134,70.9,"*","*",53,28.0
"Westbrook School District","Female",43,41,95.3,"*","*","*","*"
"Westbrook School District","Male",39,37,94.9,"*","*","*","*"
"Weston School District","Female",105,105,100.0,"*","*","*","*"
"Weston School District","Male",86,85,98.8,"*","*","*","*"
"Westport School District","Female",234,230,98.3,"*","*","*","*"
"Westport School District","Male",194,190,97.9,"*","*","*","*"
"Wethersfield School District","Female",148,138,93.2,"*","*",7,4.7
"Wethersfield School District","Male",143,130,90.9,"*","*",11,7.7
"Wilton School District","Female",155,155,100.0,"*","*","*","*"
"Wilton School District","Male",158,155,98.1,"*","*","*","*"
"Windham School District","Female",83,64,77.1,"*","*",16,19.3
"Windham School District","Male",100,75,75.0,"*","*",25,25.0
"Windsor Locks School District","Female",70,65,92.9,"*","*","*","*"
"Windsor Locks School District","Male",78,72,92.3,"*","*","*","*"
"Windsor School District","Female",155,140,90.3,"*","*",13,8.4
"Windsor School District","Male",164,145,88.4,"*","*",16,9.8
"Wolcott School District","Female",113,108,95.6,"*","*","*","*"
"Wolcott School District","Male",106,100,94.3,"*","*","*","*"
"Woodstock Academy District","Female",148,142,95.9,"*","*",6,4.1
"Woodstock Academy District","Male",138,132,95.7,"*","*",6,4.3

