"Five-Year Graduation Rates, 2012-13"
"All Districts, High Needs Status"

"",,,"Graduates",,"Non-Graduates",,,
"Hartford School District","High Needs",1294,957,74.0,"*","*",301,23.3
"Hartford School District","Non-High Needs",148,141,95.3,"*","*",6,4.1
"Killingly School District","High Needs",129,87,67.4,"*","*",31,24.0
"Killingly School District","Non-High Needs",96,88,91.7,"*","*",7,7.3
"Learn","High Needs",30,30,100.0,"*","*","*","*"
"Learn","Non-High Needs",12,9,75.0,"*","*","*","*"
"Lebanon School District","High Needs",33,30,90.9,"*","*","*","*"
"Lebanon School District","Non-High Needs",85,81,95.3,"*","*","*","*"
"Ledyard School District","High Needs",75,57,76.0,"*","*","*","*"
"Ledyard School District","Non-High Needs",156,152,97.4,"*","*","*","*"
"Lisbon School District","High Needs","*","*","*","*","*","*","*"
"Lisbon School District","Non-High Needs","*","*","*","*","*","*","*"
"Litchfield School District","High Needs",20,18,90.0,"*","*","*","*"
"Litchfield School District","Non-High Needs",69,69,100.0,"*","*","*","*"
"Madison School District","High Needs",48,47,97.9,"*","*","*","*"
"Madison School District","Non-High Needs",268,268,100.0,"*","*","*","*"
"Manchester School District","High Needs",283,210,74.2,"*","*",60,21.2
"Manchester School District","Non-High Needs",190,176,92.6,"*","*",14,7.4
"Meriden School District","High Needs",450,299,66.4,"*","*",126,28.0
"Meriden School District","Non-High Needs",176,165,93.8,"*","*",11,6.3
"Middletown School District","High Needs",212,167,78.8,"*","*",36,17.0
"Middletown School District","Non-High Needs",164,151,92.1,"*","*",13,7.9
"Milford School District","High Needs",213,163,76.5,"*","*","*","*"
"Milford School District","Non-High Needs",310,304,98.1,"*","*","*","*"
"Monroe School District","High Needs",70,67,95.7,"*","*","*","*"
"Monroe School District","Non-High Needs",239,237,99.2,"*","*","*","*"
"Montville School District","High Needs",84,64,76.2,"*","*","*","*"
"Montville School District","Non-High Needs",104,101,97.1,"*","*","*","*"
"Naugatuck School District","High Needs",177,134,75.7,"*","*",33,18.6
"Naugatuck School District","Non-High Needs",156,139,89.1,"*","*",13,8.3
"New Britain School District","High Needs",556,352,63.3,"*","*",174,31.3
"New Britain School District","Non-High Needs",95,81,85.3,"*","*",12,12.6
"New Canaan School District","High Needs",48,44,91.7,"*","*","*","*"
"New Canaan School District","Non-High Needs",291,288,99.0,"*","*","*","*"
"New Fairfield School District","High Needs",57,51,89.5,"*","*","*","*"
"New Fairfield School District","Non-High Needs",201,198,98.5,"*","*","*","*"
"New Haven School District","High Needs",1177,889,75.5,"*","*",254,21.6
"New Haven School District","Non-High Needs",132,105,79.5,"*","*",27,20.5
"New London School District","High Needs","*","*","*","*","*","*","*"
"New London School District","Non-High Needs","*","*","*","*","*","*","*"
"New Milford School District","High Needs",108,81,75.0,"*","*",18,16.7
"New Milford School District","Non-High Needs",281,266,94.7,"*","*",15,5.3
"Newington School District","High Needs",127,103,81.1,"*","*",18,14.2
"Newington School District","Non-High Needs",248,241,97.2,"*","*",7,2.8
"Newtown School District","High Needs",75,65,86.7,"*","*","*","*"
"Newtown School District","Non-High Needs",396,388,98.0,"*","*","*","*"
"North Branford School District","High Needs",50,44,88.0,"*","*","*","*"
"North Branford School District","Non-High Needs",120,120,100.0,"*","*","*","*"
"North Haven School District","High Needs",99,78,78.8,"*","*",16,16.2
"North Haven School District","Non-High Needs",213,206,96.7,"*","*",6,2.8
"North Stonington School District","High Needs",13,12,92.3,"*","*","*","*"
"North Stonington School District","Non-High Needs",35,34,97.1,"*","*","*","*"
"Norwalk School District","High Needs",415,332,80.0,"*","*",77,18.6
"Norwalk School District","Non-High Needs",366,348,95.1,"*","*",18,4.9
"Norwich Free Academy District","High Needs",288,211,73.3,"*","*",50,17.4
"Norwich Free Academy District","Non-High Needs",306,289,94.4,"*","*",13,4.2
"Old Saybrook School District","High Needs",32,29,90.6,"*","*","*","*"
"Old Saybrook School District","Non-High Needs",107,103,96.3,"*","*","*","*"
"Oxford School District","High Needs",24,22,91.7,"*","*","*","*"
"Oxford School District","Non-High Needs",131,129,98.5,"*","*","*","*"
"Plainfield School District","High Needs",98,77,78.6,"*","*","*","*"
"Plainfield School District","Non-High Needs",103,99,96.1,"*","*","*","*"
"Plainville School District","High Needs",81,67,82.7,"*","*","*","*"
"Plainville School District","Non-High Needs",126,120,95.2,"*","*","*","*"
"Plymouth School District","High Needs",48,38,79.2,"*","*","*","*"
"Plymouth School District","Non-High Needs",80,74,92.5,"*","*","*","*"
"Portland School District","High Needs",23,15,65.2,"*","*","*","*"
"Portland School District","Non-High Needs",70,66,94.3,"*","*","*","*"
"Putnam School District","High Needs",62,52,83.9,"*","*","*","*"
"Putnam School District","Non-High Needs",35,33,94.3,"*","*","*","*"
"Regional School District 01","High Needs",41,37,90.2,"*","*","*","*"
"Regional School District 01","Non-High Needs",68,64,94.1,"*","*","*","*"
"Regional School District 04","High Needs",40,35,87.5,"*","*","*","*"
"Regional School District 04","Non-High Needs",122,120,98.4,"*","*","*","*"
"Regional School District 05","High Needs",62,55,88.7,"*","*","*","*"
"Regional School District 05","Non-High Needs",334,326,97.6,"*","*","*","*"
"Regional School District 06","High Needs",21,19,90.5,"*","*","*","*"
"Regional School District 06","Non-High Needs",76,74,97.4,"*","*","*","*"
"Regional School District 07","High Needs",39,36,92.3,"*","*","*","*"
"Regional School District 07","Non-High Needs",154,151,98.1,"*","*","*","*"
"Regional School District 08","High Needs",60,52,86.7,"*","*","*","*"
"Regional School District 08","Non-High Needs",224,214,95.5,"*","*","*","*"
"Regional School District 09","High Needs",39,34,87.2,"*","*","*","*"
"Regional School District 09","Non-High Needs",199,195,98.0,"*","*","*","*"
"Regional School District 10","High Needs",41,34,82.9,"*","*","*","*"
"Regional School District 10","Non-High Needs",157,154,98.1,"*","*","*","*"
"Regional School District 11","High Needs",20,16,80.0,"*","*","*","*"
"Regional School District 11","Non-High Needs",24,22,91.7,"*","*","*","*"
"Regional School District 12","High Needs",25,19,76.0,"*","*","*","*"
"Regional School District 12","Non-High Needs",65,61,93.8,"*","*","*","*"
"Regional School District 13","High Needs",35,23,65.7,"*","*","*","*"
"Regional School District 13","Non-High Needs",122,121,99.2,"*","*","*","*"
"Regional School District 14","High Needs",48,40,83.3,"*","*","*","*"
"Regional School District 14","Non-High Needs",154,149,96.8,"*","*","*","*"
"Regional School District 15","High Needs",64,58,90.6,"*","*","*","*"
"Regional School District 15","Non-High Needs",255,252,98.8,"*","*","*","*"
"Regional School District 16","High Needs",51,38,74.5,"*","*","*","*"
"Regional School District 16","Non-High Needs",135,132,97.8,"*","*","*","*"
"Regional School District 17","High Needs",38,34,89.5,"*","*","*","*"
"Regional School District 17","Non-High Needs",126,125,99.2,"*","*","*","*"
"Regional School District 18","High Needs",23,19,82.6,"*","*","*","*"
"Regional School District 18","Non-High Needs",90,90,100.0,"*","*","*","*"
"Regional School District 19","High Needs",98,81,82.7,"*","*","*","*"
"Regional School District 19","Non-High Needs",216,210,97.2,"*","*","*","*"
"Ridgefield School District","High Needs",58,50,86.2,"*","*","*","*"
"Ridgefield School District","Non-High Needs",356,354,99.4,"*","*","*","*"
"Rocky Hill School District","High Needs",44,35,79.5,"*","*","*","*"
"Rocky Hill School District","Non-High Needs",133,130,97.7,"*","*","*","*"
"Seymour School District","High Needs",70,52,74.3,"*","*","*","*"
"Seymour School District","Non-High Needs",110,107,97.3,"*","*","*","*"
"Shelton School District","High Needs",122,95,77.9,"*","*","*","*"
"Shelton School District","Non-High Needs",272,268,98.5,"*","*","*","*"
"Simsbury School District","High Needs",77,70,90.9,"*","*","*","*"
"Simsbury School District","Non-High Needs",323,322,99.7,"*","*","*","*"
"Somers School District","High Needs",26,23,88.5,"*","*","*","*"
"Somers School District","Non-High Needs",121,120,99.2,"*","*","*","*"
"South Windsor School District","High Needs",81,71,87.7,"*","*","*","*"
"South Windsor School District","Non-High Needs",305,300,98.4,"*","*","*","*"
"Southington School District","High Needs",117,99,84.6,"*","*",16,13.7
"Southington School District","Non-High Needs",371,364,98.1,"*","*",7,1.9
"Stafford School District","High Needs",47,38,80.9,"*","*","*","*"
"Stafford School District","Non-High Needs",82,78,95.1,"*","*","*","*"
"Stamford Academy District","High Needs","*","*","*","*","*","*","*"
"Stamford Academy District","Non-High Needs","*","*","*","*","*","*","*"
"Stamford School District","High Needs",707,615,87.0,"*","*",79,11.2
"Stamford School District","Non-High Needs",504,495,98.2,"*","*",9,1.8
"Stonington School District","High Needs",52,47,90.4,"*","*","*","*"
"Stonington School District","Non-High Needs",149,147,98.7,"*","*","*","*"
"Stratford School District","High Needs",281,242,86.1,"*","*",26,9.3
"Stratford School District","Non-High Needs",279,271,97.1,"*","*",8,2.9
"Suffield School District","High Needs",52,43,82.7,"*","*","*","*"
"Suffield School District","Non-High Needs",167,164,98.2,"*","*","*","*"
"The Bridge Academy District","High Needs","*","*","*","*","*","*","*"
"The Bridge Academy District","Non-High Needs","*","*","*","*","*","*","*"
"The Gilbert School District","High Needs",38,29,76.3,"*","*","*","*"
"The Gilbert School District","Non-High Needs",48,43,89.6,"*","*","*","*"
"Thomaston School District","High Needs",33,30,90.9,"*","*","*","*"
"Thomaston School District","Non-High Needs",45,44,97.8,"*","*","*","*"
"Thompson School District","High Needs",34,28,82.4,"*","*","*","*"
"Thompson School District","Non-High Needs",51,51,100.0,"*","*","*","*"
"Tolland School District","High Needs",39,30,76.9,"*","*","*","*"
"Tolland School District","Non-High Needs",205,200,97.6,"*","*","*","*"
"Torrington School District","High Needs",147,123,83.7,"*","*","*","*"
"Torrington School District","Non-High Needs",128,123,96.1,"*","*","*","*"
"Trumbull School District","High Needs",109,103,94.5,"*","*","*","*"
"Trumbull School District","Non-High Needs",441,438,99.3,"*","*","*","*"
"Unified School District #1","High Needs",436,"*","*","*","*",348,79.8
"Unified School District #1","Non-High Needs",11,"*","*","*","*",10,90.9
"Unified School District #2","High Needs","*","*","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*","*","*"
"Vernon School District","High Needs",113,85,75.2,"*","*",25,22.1
"Vernon School District","Non-High Needs",125,118,94.4,"*","*",7,5.6
"Wallingford School District","High Needs",153,129,84.3,"*","*",16,10.5
"Wallingford School District","Non-High Needs",382,367,96.1,"*","*",14,3.7
"Waterbury School District","High Needs",1148,762,66.4,"*","*",366,31.9
"Waterbury School District","Non-High Needs",149,128,85.9,"*","*",21,14.1
"Waterford School District","High Needs",73,56,76.7,"*","*","*","*"
"Waterford School District","Non-High Needs",169,167,98.8,"*","*","*","*"
"Watertown School District","High Needs",88,64,72.7,"*","*",16,18.2
"Watertown School District","Non-High Needs",184,178,96.7,"*","*",6,3.3
"West Hartford School District","High Needs",289,255,88.2,"*","*",27,9.3
"West Hartford School District","Non-High Needs",543,535,98.5,"*","*",8,1.5
"West Haven School District","High Needs",328,213,64.9,"*","*",100,30.5
"West Haven School District","Non-High Needs",109,98,89.9,"*","*",11,10.1
"Westbrook School District","High Needs",15,14,93.3,"*","*","*","*"
"Westbrook School District","Non-High Needs",63,61,96.8,"*","*","*","*"
"Weston School District","High Needs",27,25,92.6,"*","*","*","*"
"Weston School District","Non-High Needs",181,181,100.0,"*","*","*","*"
"Westport School District","High Needs",62,58,93.5,"*","*","*","*"
"Westport School District","Non-High Needs",403,403,100.0,"*","*","*","*"
"Wethersfield School District","High Needs",70,49,70.0,"*","*","*","*"
"Wethersfield School District","Non-High Needs",199,198,99.5,"*","*","*","*"
"Wilton School District","High Needs",67,59,88.1,"*","*","*","*"
"Wilton School District","Non-High Needs",259,256,98.8,"*","*","*","*"
"Windham School District","High Needs",138,107,77.5,"*","*","*","*"
"Windham School District","Non-High Needs",56,52,92.9,"*","*","*","*"
"Windsor Locks School District","High Needs",63,53,84.1,"*","*","*","*"
"Windsor Locks School District","Non-High Needs",77,75,97.4,"*","*","*","*"
"Windsor School District","High Needs",160,136,85.0,"*","*",20,12.5
"Windsor School District","Non-High Needs",185,176,95.1,"*","*",8,4.3
"Wolcott School District","High Needs",63,53,84.1,"*","*","*","*"
"Wolcott School District","Non-High Needs",158,156,98.7,"*","*","*","*"
"Woodstock Academy District","High Needs",38,32,84.2,"*","*","*","*"
"Woodstock Academy District","Non-High Needs",244,239,98.0,"*","*","*","*"

