"Five-Year Graduation Rates, 2012-13"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"Waterford School District","Special Education",34,21,61.8,"*","*","*","*"
"Watertown School District","Non-Special Education",237,220,92.8,"*","*","*","*"
"Watertown School District","Special Education",35,22,62.9,"*","*","*","*"
"West Hartford School District","Non-Special Education",745,716,96.1,"*","*",29,3.9
"West Hartford School District","Special Education",87,74,85.1,"*","*",6,6.9
"West Haven School District","Non-Special Education",397,289,72.8,"*","*",103,25.9
"West Haven School District","Special Education",40,22,55.0,"*","*",8,20.0
"Westbrook School District","Non-Special Education",71,69,97.2,"*","*","*","*"
"Westbrook School District","Special Education",7,6,85.7,"*","*","*","*"
"Weston School District","Non-Special Education",186,186,100.0,"*","*","*","*"
"Weston School District","Special Education",22,20,90.9,"*","*","*","*"
"Westport School District","Non-Special Education",409,409,100.0,"*","*","*","*"
"Westport School District","Special Education",56,52,92.9,"*","*","*","*"
"Wethersfield School District","Non-Special Education",243,232,95.5,"*","*","*","*"
"Wethersfield School District","Special Education",26,15,57.7,"*","*","*","*"
"Wilton School District","Non-Special Education",274,271,98.9,"*","*","*","*"
"Wilton School District","Special Education",52,44,84.6,"*","*","*","*"
"Windham School District","Non-Special Education",158,133,84.2,"*","*",25,15.8
"Windham School District","Special Education",36,26,72.2,"*","*",6,16.7
"Windsor Locks School District","Non-Special Education",124,117,94.4,"*","*","*","*"
"Windsor Locks School District","Special Education",16,11,68.8,"*","*","*","*"
"Windsor School District","Non-Special Education",299,277,92.6,"*","*",19,6.4
"Windsor School District","Special Education",46,35,76.1,"*","*",9,19.6
"Wolcott School District","Non-Special Education",196,189,96.4,"*","*","*","*"
"Wolcott School District","Special Education",25,20,80.0,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",265,259,97.7,"*","*","*","*"
"Woodstock Academy District","Special Education",17,12,70.6,"*","*","*","*"

