"Five-Year Graduation Rates, 2010-11"
"All Districts, English Learner Status"

"",,,"Graduates",,"Non-Graduates",,,
"Ledyard School District","Non-ELL","*","*","*","*","*","*","*"
"Ledyard School District","ELL","*","*","*","*","*","*","*"
"Lisbon School District","Non-ELL","*","*","*","*","*","*","*"
"Litchfield School District","Non-ELL","*","*","*","*","*","*","*"
"Litchfield School District","ELL","*","*","*","*","*","*","*"
"Madison School District","Non-ELL",317,308,97.2,"*","*","*","*"
"Manchester School District","Non-ELL",503,382,75.9,"*","*",107,21.3
"Manchester School District","ELL",29,22,75.9,"*","*",7,24.1
"Meriden School District","Non-ELL",581,444,76.4,"*","*",124,21.3
"Meriden School District","ELL",38,20,52.6,"*","*",18,47.4
"Middletown School District","Non-ELL","*","*","*","*","*","*","*"
"Middletown School District","ELL","*","*","*","*","*","*","*"
"Milford School District","Non-ELL",484,441,91.1,"*","*","*","*"
"Milford School District","ELL",9,8,88.9,"*","*","*","*"
"Monroe School District","Non-ELL",367,358,97.5,"*","*","*","*"
"Montville School District","Non-ELL","*","*","*","*","*","*","*"
"Montville School District","ELL","*","*","*","*","*","*","*"
"Naugatuck School District","Non-ELL",347,298,85.9,"*","*",43,12.4
"Naugatuck School District","ELL",22,15,68.2,"*","*",7,31.8
"New Britain School District","Non-ELL",624,390,62.5,16,2.6,218,34.9
"New Britain School District","ELL",128,55,43.0,7,5.5,66,51.6
"New Canaan School District","Non-ELL","*","*","*","*","*","*","*"
"New Canaan School District","ELL","*","*","*","*","*","*","*"
"New Fairfield School District","Non-ELL",240,226,94.2,"*","*","*","*"
"New Haven School District","Non-ELL",1290,921,71.4,"*","*",338,26.2
"New Haven School District","ELL",146,68,46.6,"*","*",73,50.0
"New London School District","Non-ELL",218,149,68.3,"*","*",56,25.7
"New London School District","ELL",48,32,66.7,"*","*",14,29.2
"New Milford School District","Non-ELL",396,"*","*","*","*","*","*"
"New Milford School District","ELL",6,"*","*","*","*","*","*"
"Newington School District","Non-ELL",406,"*","*","*","*","*","*"
"Newington School District","ELL",6,"*","*","*","*","*","*"
"Newtown School District","Non-ELL","*","*","*","*","*","*","*"
"Newtown School District","ELL","*","*","*","*","*","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*","*","*"
"North Stonington School District","Non-ELL","*","*","*","*","*","*","*"
"North Stonington School District","ELL","*","*","*","*","*","*","*"
"Norwalk School District","Non-ELL",793,697,87.9,"*","*",85,10.7
"Norwalk School District","ELL",99,80,80.8,"*","*",19,19.2
"Norwich Free Academy District","Non-ELL",593,488,82.3,"*","*","*","*"
"Norwich Free Academy District","ELL",35,32,91.4,"*","*","*","*"
"Norwich School District","Non-ELL","*","*","*","*","*","*","*"
"Norwich School District","ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","Non-ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*","*","*"
"Oxford School District","Non-ELL",155,149,96.1,"*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Non-ELL",139,134,96.4,"*","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*","*","*"
"Putnam School District","Non-ELL","*","*","*","*","*","*","*"
"Putnam School District","ELL","*","*","*","*","*","*","*"
"Regional School District 01","Non-ELL",138,119,86.2,"*","*","*","*"
"Regional School District 04","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 04","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*","*","*"
"Regional School District 07","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 07","ELL","*","*","*","*","*","*","*"
"Regional School District 08","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 08","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Non-ELL",221,215,97.3,"*","*","*","*"
"Regional School District 10","Non-ELL",175,170,97.1,"*","*","*","*"
"Regional School District 11","Non-ELL",39,28,71.8,"*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*","*","*"
"Regional School District 17","Non-ELL",180,170,94.4,"*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Non-ELL",434,420,96.8,"*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*","*","*"
"Seymour School District","Non-ELL",183,158,86.3,"*","*","*","*"
"Seymour School District","ELL",6,6,100.0,"*","*","*","*"
"Shelton School District","Non-ELL",390,356,91.3,"*","*","*","*"
"Shelton School District","ELL",9,9,100.0,"*","*","*","*"
"Simsbury School District","Non-ELL",349,336,96.3,"*","*","*","*"
"Simsbury School District","ELL",9,9,100.0,"*","*","*","*"
"Somers School District","Non-ELL",144,138,95.8,"*","*","*","*"
"South Windsor School District","Non-ELL",419,388,92.6,"*","*","*","*"
"South Windsor School District","ELL",6,6,100.0,"*","*","*","*"
"Southington School District","Non-ELL","*","*","*","*","*","*","*"
"Southington School District","ELL","*","*","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*","*","*"
"Stamford School District","Non-ELL",1061,956,90.1,"*","*",88,8.3
"Stamford School District","ELL",128,98,76.6,"*","*",27,21.1
"Stonington School District","Non-ELL","*","*","*","*","*","*","*"
"Stonington School District","ELL","*","*","*","*","*","*","*"
"Stratford School District","Non-ELL",556,496,89.2,"*","*","*","*"
"Stratford School District","ELL",23,23,100.0,"*","*","*","*"
"Suffield School District","Non-ELL",215,208,96.7,"*","*","*","*"
"The Bridge Academy District","Non-ELL",28,27,96.4,"*","*","*","*"
"The Gilbert School District","Non-ELL",73,60,82.2,"*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*","*","*"
"Thompson School District","Non-ELL",95,85,89.5,"*","*","*","*"
"Tolland School District","Non-ELL",224,211,94.2,"*","*","*","*"
"Torrington School District","Non-ELL",273,222,81.3,"*","*","*","*"
"Torrington School District","ELL",13,8,61.5,"*","*","*","*"
"Trumbull School District","Non-ELL","*","*","*","*","*","*","*"
"Trumbull School District","ELL","*","*","*","*","*","*","*"
"Unified School District #1","Non-ELL",608,"*","*","*","*",556,91.4
"Unified School District #1","ELL",22,"*","*","*","*",21,95.5
"Unified School District #2","Non-ELL",38,16,42.1,7,18.4,15,39.5
"Vernon School District","Non-ELL",283,238,84.1,"*","*","*","*"
"Vernon School District","ELL",8,7,87.5,"*","*","*","*"
"Wallingford School District","Non-ELL",546,489,89.6,"*","*","*","*"
"Wallingford School District","ELL",15,12,80.0,"*","*","*","*"
"Waterbury School District","Non-ELL",1132,815,72.0,"*","*",304,26.9
"Waterbury School District","ELL",171,78,45.6,"*","*",92,53.8
"Waterford School District","Non-ELL","*","*","*","*","*","*","*"
"Waterford School District","ELL","*","*","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*","*","*"
"West Hartford School District","Non-ELL",792,740,93.4,"*","*","*","*"
"West Hartford School District","ELL",37,32,86.5,"*","*","*","*"
"West Haven School District","Non-ELL",435,312,71.7,"*","*",117,26.9
"West Haven School District","ELL",23,15,65.2,"*","*",8,34.8
"Westbrook School District","Non-ELL",75,71,94.7,"*","*","*","*"
"Weston School District","Non-ELL",195,193,99.0,"*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*","*","*"
"Westport School District","ELL","*","*","*","*","*","*","*"
"Wethersfield School District","Non-ELL",294,273,92.9,"*","*","*","*"
"Wethersfield School District","ELL",11,10,90.9,"*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*","*","*"
"Windham School District","Non-ELL",216,156,72.2,"*","*",54,25.0
"Windham School District","ELL",44,22,50.0,"*","*",19,43.2
"Windsor Locks School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","ELL","*","*","*","*","*","*","*"
"Windsor School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor School District","ELL","*","*","*","*","*","*","*"
"Wolcott School District","Non-ELL","*","*","*","*","*","*","*"
"Wolcott School District","ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*","*","*"

