"Five-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,"Graduates",,"Non-Graduates",,,
"Farmington School District","Male",169,161,95.3,"*","*",6,3.6
"Glastonbury School District","Female",285,277,97.2,"*","*","*","*"
"Glastonbury School District","Male",265,259,97.7,"*","*","*","*"
"Granby School District","Female",89,88,98.9,"*","*","*","*"
"Granby School District","Male",105,102,97.1,"*","*","*","*"
"Greenwich School District","Female",284,277,97.5,"*","*","*","*"
"Greenwich School District","Male",349,338,96.8,"*","*","*","*"
"Griswold School District","Female",107,92,86.0,"*","*",13,12.1
"Griswold School District","Male",94,74,78.7,"*","*",19,20.2
"Groton School District","Female",179,147,82.1,"*","*",31,17.3
"Groton School District","Male",155,126,81.3,"*","*",25,16.1
"Guilford School District","Female",144,138,95.8,"*","*","*","*"
"Guilford School District","Male",127,122,96.1,"*","*","*","*"
"Hamden School District","Female",289,250,86.5,"*","*",35,12.1
"Hamden School District","Male",295,259,87.8,"*","*",29,9.8
"Hartford School District","Female",791,559,70.7,13,1.6,218,27.6
"Hartford School District","Male",808,540,66.8,21,2.6,246,30.4
"Killingly School District","Female",109,86,78.9,"*","*",22,20.2
"Killingly School District","Male",87,58,66.7,"*","*",25,28.7
"Lebanon School District","Female",80,76,95.0,"*","*","*","*"
"Lebanon School District","Male",80,73,91.3,"*","*","*","*"
"Ledyard School District","Female",118,109,92.4,"*","*",6,5.1
"Ledyard School District","Male",114,103,90.4,"*","*",9,7.9
"Lisbon School District","Female","*","*","*","*","*","*","*"
"Litchfield School District","Female",51,48,94.1,"*","*","*","*"
"Litchfield School District","Male",44,42,95.5,"*","*","*","*"
"Madison School District","Female",159,155,97.5,"*","*","*","*"
"Madison School District","Male",158,153,96.8,"*","*","*","*"
"Manchester School District","Female",274,212,77.4,"*","*",58,21.2
"Manchester School District","Male",258,192,74.4,"*","*",56,21.7
"Meriden School District","Female",329,256,77.8,"*","*",70,21.3
"Meriden School District","Male",290,208,71.7,"*","*",72,24.8
"Middletown School District","Female",181,153,84.5,8,4.4,20,11.0
"Middletown School District","Male",167,125,74.9,11,6.6,31,18.6
"Milford School District","Female",265,241,90.9,9,3.4,15,5.7
"Milford School District","Male",228,208,91.2,8,3.5,12,5.3
"Monroe School District","Female",198,195,98.5,"*","*","*","*"
"Monroe School District","Male",169,163,96.4,"*","*","*","*"
"Montville School District","Female",92,79,85.9,"*","*",13,14.1
"Montville School District","Male",112,98,87.5,"*","*",11,9.8
"Naugatuck School District","Female",183,155,84.7,"*","*",26,14.2
"Naugatuck School District","Male",186,158,84.9,"*","*",24,12.9
"New Britain School District","Female",385,228,59.2,8,2.1,149,38.7
"New Britain School District","Male",367,217,59.1,15,4.1,135,36.8
"New Canaan School District","Female",151,149,98.7,"*","*","*","*"
"New Canaan School District","Male",160,156,97.5,"*","*","*","*"
"New Fairfield School District","Female",120,116,96.7,"*","*","*","*"
"New Fairfield School District","Male",120,110,91.7,"*","*","*","*"
"New Haven School District","Female",748,532,71.1,11,1.5,205,27.4
"New Haven School District","Male",688,457,66.4,25,3.6,206,29.9
"New London School District","Female",118,77,65.3,"*","*",36,30.5
"New London School District","Male",148,104,70.3,"*","*",34,23.0
"New Milford School District","Female",187,171,91.4,"*","*",14,7.5
"New Milford School District","Male",215,184,85.6,"*","*",27,12.6
"Newington School District","Female",205,188,91.7,"*","*",13,6.3
"Newington School District","Male",207,179,86.5,"*","*",19,9.2
"Newtown School District","Female",244,234,95.9,"*","*",9,3.7
"Newtown School District","Male",200,193,96.5,"*","*",7,3.5
"North Branford School District","Female",95,92,96.8,"*","*","*","*"
"North Branford School District","Male",102,93,91.2,"*","*","*","*"
"North Haven School District","Female",166,152,91.6,"*","*",12,7.2
"North Haven School District","Male",141,118,83.7,"*","*",20,14.2
"North Stonington School District","Female",31,28,90.3,"*","*","*","*"
"North Stonington School District","Male",36,33,91.7,"*","*","*","*"
"Norwalk School District","Female",439,387,88.2,"*","*",48,10.9
"Norwalk School District","Male",453,390,86.1,"*","*",56,12.4
"Norwich Free Academy District","Female",313,263,84.0,6,1.9,42,13.4
"Norwich Free Academy District","Male",315,257,81.6,6,1.9,51,16.2
"Norwich School District","Female",13,"*","*","*","*",8,61.5
"Norwich School District","Male",23,"*","*","*","*",14,60.9
"Old Saybrook School District","Female",60,59,98.3,"*","*","*","*"
"Old Saybrook School District","Male",62,56,90.3,"*","*","*","*"
"Oxford School District","Female",76,74,97.4,"*","*","*","*"
"Oxford School District","Male",79,75,94.9,"*","*","*","*"
"Plainfield School District","Female",127,113,89.0,"*","*",12,9.4
"Plainfield School District","Male",103,92,89.3,"*","*",8,7.8
"Plainville School District","Female",118,108,91.5,"*","*",10,8.5
"Plainville School District","Male",115,103,89.6,"*","*",11,9.6
"Plymouth School District","Female",58,56,96.6,"*","*","*","*"
"Plymouth School District","Male",81,78,96.3,"*","*","*","*"
"Portland School District","Female",46,39,84.8,"*","*",7,15.2
"Portland School District","Male",51,43,84.3,"*","*",7,13.7
"Putnam School District","Female",35,31,88.6,"*","*","*","*"
"Putnam School District","Male",38,32,84.2,"*","*","*","*"
"Regional School District 01","Female",67,61,91.0,"*","*",6,9.0
"Regional School District 01","Male",71,58,81.7,"*","*",12,16.9
"Regional School District 04","Female",74,65,87.8,"*","*",9,12.2
"Regional School District 04","Male",97,88,90.7,"*","*",8,8.2
"Regional School District 05","Female",185,179,96.8,"*","*",6,3.2
"Regional School District 05","Male",225,206,91.6,"*","*",17,7.6
"Regional School District 06","Female",60,53,88.3,"*","*","*","*"
"Regional School District 06","Male",44,40,90.9,"*","*","*","*"
"Regional School District 07","Female",113,107,94.7,"*","*","*","*"
"Regional School District 07","Male",96,93,96.9,"*","*","*","*"
"Regional School District 08","Female",129,120,93.0,"*","*",9,7.0
"Regional School District 08","Male",139,116,83.5,"*","*",18,12.9
"Regional School District 09","Female",107,106,99.1,"*","*","*","*"
"Regional School District 09","Male",114,109,95.6,"*","*","*","*"
"Regional School District 10","Female",86,84,97.7,"*","*","*","*"
"Regional School District 10","Male",89,86,96.6,"*","*","*","*"
"Regional School District 11","Female",25,18,72.0,"*","*","*","*"
"Regional School District 11","Male",14,10,71.4,"*","*","*","*"
"Regional School District 12","Female",41,37,90.2,"*","*","*","*"
"Regional School District 12","Male",52,44,84.6,"*","*","*","*"
"Regional School District 13","Female",70,65,92.9,"*","*","*","*"
"Regional School District 13","Male",71,67,94.4,"*","*","*","*"
"Regional School District 14","Female",108,107,99.1,"*","*","*","*"
"Regional School District 14","Male",110,104,94.5,"*","*","*","*"
"Regional School District 15","Female",194,183,94.3,"*","*",10,5.2
"Regional School District 15","Male",195,182,93.3,"*","*",8,4.1
"Regional School District 16","Female",99,91,91.9,"*","*",6,6.1
"Regional School District 16","Male",98,85,86.7,"*","*",9,9.2
"Regional School District 17","Female",77,73,94.8,"*","*","*","*"
"Regional School District 17","Male",103,97,94.2,"*","*","*","*"
"Regional School District 18","Female",77,75,97.4,"*","*","*","*"
"Regional School District 18","Male",58,56,96.6,"*","*","*","*"
"Regional School District 19","Female",133,118,88.7,"*","*",13,9.8
"Regional School District 19","Male",151,127,84.1,"*","*",15,9.9
"Ridgefield School District","Female",224,219,97.8,"*","*","*","*"
"Ridgefield School District","Male",210,201,95.7,"*","*","*","*"
"Rocky Hill School District","Female",95,89,93.7,"*","*",6,6.3
"Rocky Hill School District","Male",81,74,91.4,"*","*",7,8.6
"Seymour School District","Female",91,82,90.1,"*","*",9,9.9
"Seymour School District","Male",98,82,83.7,"*","*",16,16.3
"Shelton School District","Female",204,185,90.7,"*","*",12,5.9
"Shelton School District","Male",195,180,92.3,"*","*",13,6.7
"Simsbury School District","Female",163,158,96.9,"*","*","*","*"
"Simsbury School District","Male",195,187,95.9,"*","*","*","*"
"Somers School District","Female",71,67,94.4,"*","*","*","*"
"Somers School District","Male",73,71,97.3,"*","*","*","*"
"South Windsor School District","Female",187,180,96.3,"*","*",6,3.2
"South Windsor School District","Male",238,214,89.9,"*","*",22,9.2
"Southington School District","Female",280,266,95.0,"*","*",11,3.9
"Southington School District","Male",263,245,93.2,"*","*",13,4.9
"Stafford School District","Female",68,62,91.2,"*","*",6,8.8
"Stafford School District","Male",68,55,80.9,"*","*",13,19.1
"Stamford Academy District","Female",22,15,68.2,"*","*","*","*"
"Stamford Academy District","Male",30,15,50.0,"*","*","*","*"
"Stamford School District","Female",579,526,90.8,9,1.6,44,7.6
"Stamford School District","Male",610,528,86.6,11,1.8,71,11.6
"Stonington School District","Female",105,98,93.3,"*","*","*","*"
"Stonington School District","Male",107,102,95.3,"*","*","*","*"
"Stratford School District","Female",308,285,92.5,"*","*",18,5.8
"Stratford School District","Male",271,234,86.3,"*","*",29,10.7
"Suffield School District","Female",122,121,99.2,"*","*","*","*"
"Suffield School District","Male",93,87,93.5,"*","*","*","*"
"The Bridge Academy District","Female",9,9,100.0,"*","*","*","*"
"The Bridge Academy District","Male",19,18,94.7,"*","*","*","*"
"The Gilbert School District","Female",43,38,88.4,"*","*","*","*"
"The Gilbert School District","Male",30,22,73.3,"*","*","*","*"
"Thomaston School District","Female",50,46,92.0,"*","*","*","*"
"Thomaston School District","Male",54,51,94.4,"*","*","*","*"
"Thompson School District","Female",51,48,94.1,"*","*","*","*"
"Thompson School District","Male",44,37,84.1,"*","*","*","*"
"Tolland School District","Female",110,105,95.5,"*","*","*","*"
"Tolland School District","Male",114,106,93.0,"*","*","*","*"
"Torrington School District","Female",129,109,84.5,"*","*",20,15.5
"Torrington School District","Male",157,121,77.1,"*","*",31,19.7
"Trumbull School District","Female",279,274,98.2,"*","*","*","*"
"Trumbull School District","Male",223,222,99.6,"*","*","*","*"
"Unified School District #1","Female",65,"*","*","*","*",65,100.0
"Unified School District #1","Male",565,"*","*","*","*",512,90.6
"Unified School District #2","Female",8,"*","*","*","*","*","*"
"Unified School District #2","Male",30,"*","*","*","*","*","*"
"Vernon School District","Female",156,130,83.3,"*","*",24,15.4
"Vernon School District","Male",135,115,85.2,"*","*",18,13.3
"Wallingford School District","Female",278,254,91.4,"*","*",21,7.6
"Wallingford School District","Male",283,247,87.3,"*","*",27,9.5
"Waterbury School District","Female",663,477,71.9,7,1.1,179,27.0
"Waterbury School District","Male",640,416,65.0,7,1.1,217,33.9
"Waterford School District","Female",142,133,93.7,"*","*",8,5.6
"Waterford School District","Male",129,118,91.5,"*","*",9,7.0
"Watertown School District","Female",123,118,95.9,"*","*","*","*"
"Watertown School District","Male",123,104,84.6,"*","*","*","*"
"West Hartford School District","Female",410,382,93.2,"*","*",24,5.9
"West Hartford School District","Male",419,390,93.1,"*","*",19,4.5
"West Haven School District","Female",224,166,74.1,"*","*",58,25.9
"West Haven School District","Male",234,161,68.8,"*","*",67,28.6
"Westbrook School District","Female",30,29,96.7,"*","*","*","*"
"Westbrook School District","Male",45,42,93.3,"*","*","*","*"
"Weston School District","Female",111,109,98.2,"*","*","*","*"
"Weston School District","Male",84,84,100.0,"*","*","*","*"
"Westport School District","Female",217,211,97.2,"*","*","*","*"
"Westport School District","Male",258,251,97.3,"*","*","*","*"
"Wethersfield School District","Female",153,143,93.5,"*","*",9,5.9
"Wethersfield School District","Male",152,140,92.1,"*","*",9,5.9
"Wilton School District","Female",144,144,100.0,"*","*","*","*"
"Wilton School District","Male",162,159,98.1,"*","*","*","*"
"Windham School District","Female",122,85,69.7,"*","*",36,29.5
"Windham School District","Male",138,93,67.4,"*","*",37,26.8
"Windsor Locks School District","Female",62,57,91.9,"*","*","*","*"
"Windsor Locks School District","Male",71,60,84.5,"*","*","*","*"
"Windsor School District","Female",160,144,90.0,"*","*",13,8.1
"Windsor School District","Male",192,162,84.4,"*","*",24,12.5
"Wolcott School District","Female",114,106,93.0,"*","*","*","*"
"Wolcott School District","Male",112,108,96.4,"*","*","*","*"
"Woodstock Academy District","Female",155,148,95.5,"*","*",7,4.5
"Woodstock Academy District","Male",144,136,94.4,"*","*",8,5.6

