"Five-Year Graduation Rates, 2011-12"
"All Districts, Free/Reduced Price Meal Eligibility"

"",,,"Graduates",,"Non-Graduates",,,
"Cromwell School District","Not Eligible For Lunch",117,110,94.0,"*","*","*","*"
"Danbury School District","Eligible For Free Lunch",262,200,76.3,"*","*",57,21.8
"Danbury School District","Eligible For Reduced Lunch",82,71,86.6,"*","*",8,9.8
"Danbury School District","Not Eligible For Lunch",410,367,89.5,"*","*",40,9.8
"Darien School District","Eligible For Free Lunch",6,6,100.0,"*","*","*","*"
"Darien School District","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Darien School District","Not Eligible For Lunch",299,290,97.0,"*","*",6,2.0
"Derby School District","Eligible For Free Lunch",43,29,67.4,"*","*",13,30.2
"Derby School District","Eligible For Reduced Lunch",22,19,86.4,"*","*","*","*"
"Derby School District","Not Eligible For Lunch",47,41,87.2,"*","*","*","*"
"East Granby School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Granby School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"East Haddam School District","Not Eligible For Lunch",87,83,95.4,"*","*","*","*"
"East Hampton School District","Eligible For Free Lunch",8,7,87.5,"*","*","*","*"
"East Hampton School District","Eligible For Reduced Lunch",14,13,92.9,"*","*","*","*"
"East Hampton School District","Not Eligible For Lunch",142,136,95.8,"*","*","*","*"
"East Hartford School District","Eligible For Free Lunch",297,227,76.4,7,2.4,63,21.2
"East Hartford School District","Eligible For Reduced Lunch",108,96,88.9,"*","*",11,10.2
"East Hartford School District","Not Eligible For Lunch",174,158,90.8,"*","*",14,8.0
"East Haven School District","Eligible For Free Lunch",77,52,67.5,"*","*",24,31.2
"East Haven School District","Eligible For Reduced Lunch",35,28,80.0,"*","*",7,20.0
"East Haven School District","Not Eligible For Lunch",113,92,81.4,"*","*",19,16.8
"East Lyme School District","Eligible For Free Lunch",19,17,89.5,"*","*","*","*"
"East Lyme School District","Eligible For Reduced Lunch",18,16,88.9,"*","*","*","*"
"East Lyme School District","Not Eligible For Lunch",265,251,94.7,"*","*",9,3.4
"East Windsor School District","Eligible For Free Lunch",22,17,77.3,"*","*","*","*"
"East Windsor School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"East Windsor School District","Not Eligible For Lunch",55,51,92.7,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Free Lunch",18,13,72.2,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Eligible For Reduced Lunch",12,9,75.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Not Eligible For Lunch",55,48,87.3,"*","*",7,12.7
"Ellington School District","Eligible For Free Lunch",12,"*","*","*","*","*","*"
"Ellington School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Ellington School District","Not Eligible For Lunch",182,172,94.5,"*","*",7,3.8
"Elm City College Preparatory School District","Eligible For Free Lunch",11,10,90.9,"*","*","*","*"
"Elm City College Preparatory School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Enfield School District","Eligible For Free Lunch",110,79,71.8,"*","*",28,25.5
"Enfield School District","Eligible For Reduced Lunch",41,32,78.0,"*","*",6,14.6
"Enfield School District","Not Eligible For Lunch",362,336,92.8,"*","*",22,6.1
"Explorations District","Eligible For Free Lunch","*","*","*","*","*",8,72.7
"Explorations District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Explorations District","Not Eligible For Lunch",15,12,80.0,"*","*","*","*"
"Fairfield School District","Eligible For Free Lunch",58,51,87.9,"*","*","*","*"
"Fairfield School District","Eligible For Reduced Lunch",25,22,88.0,"*","*","*","*"
"Fairfield School District","Not Eligible For Lunch",609,594,97.5,"*","*",11,1.8
"Farmington School District","Eligible For Free Lunch",22,19,86.4,"*","*","*","*"
"Farmington School District","Eligible For Reduced Lunch",14,14,100.0,"*","*","*","*"
"Farmington School District","Not Eligible For Lunch",269,259,96.3,"*","*","*","*"
"Glastonbury School District","Eligible For Free Lunch",30,26,86.7,"*","*","*","*"
"Glastonbury School District","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Glastonbury School District","Not Eligible For Lunch",466,456,97.9,"*","*",7,1.5
"Granby School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Granby School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Granby School District","Not Eligible For Lunch",178,175,98.3,"*","*","*","*"
"Greenwich School District","Eligible For Free Lunch",63,58,92.1,"*","*","*","*"
"Greenwich School District","Eligible For Reduced Lunch",31,30,96.8,"*","*","*","*"
"Greenwich School District","Not Eligible For Lunch",548,524,95.6,"*","*",19,3.5
"Griswold School District","Eligible For Free Lunch",42,31,73.8,"*","*","*","*"
"Griswold School District","Eligible For Reduced Lunch",21,18,85.7,"*","*","*","*"
"Griswold School District","Not Eligible For Lunch",123,114,92.7,"*","*",9,7.3
"Groton School District","Eligible For Free Lunch",111,84,75.7,"*","*",26,23.4
"Groton School District","Eligible For Reduced Lunch",31,22,71.0,"*","*",8,25.8
"Groton School District","Not Eligible For Lunch",205,180,87.8,"*","*",20,9.8
"Guilford School District","Eligible For Free Lunch",16,16,100.0,"*","*","*","*"
"Guilford School District","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Guilford School District","Not Eligible For Lunch",257,253,98.4,"*","*","*","*"
"Hamden School District","Eligible For Free Lunch",161,133,82.6,"*","*",27,16.8
"Hamden School District","Eligible For Reduced Lunch",58,53,91.4,"*","*","*","*"
"Hamden School District","Not Eligible For Lunch",297,274,92.3,7,2.4,"*","*"
"Hartford School District","Eligible For Free Lunch",1185,839,70.8,22,1.9,324,27.3
"Hartford School District","Eligible For Reduced Lunch",96,90,93.8,"*","*",6,6.3
"Hartford School District","Not Eligible For Lunch",114,104,91.2,"*","*",10,8.8
"Killingly School District","Eligible For Free Lunch",59,40,67.8,"*","*",18,30.5
"Killingly School District","Eligible For Reduced Lunch",25,22,88.0,"*","*","*","*"
"Killingly School District","Not Eligible For Lunch",101,93,92.1,"*","*","*","*"
"Lebanon School District","Eligible For Free Lunch",9,8,88.9,"*","*","*","*"
"Lebanon School District","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Lebanon School District","Not Eligible For Lunch",113,102,90.3,"*","*",8,7.1
"Ledyard School District","Eligible For Free Lunch",22,"*","*","*","*","*","*"
"Ledyard School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Ledyard School District","Not Eligible For Lunch",182,173,95.1,"*","*",7,3.8
"Lisbon School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Lisbon School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Litchfield School District","Not Eligible For Lunch",89,87,97.8,"*","*","*","*"
"Madison School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Madison School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Madison School District","Not Eligible For Lunch",323,318,98.5,"*","*","*","*"
"Manchester School District","Eligible For Free Lunch",211,148,70.1,"*","*",62,29.4
"Manchester School District","Eligible For Reduced Lunch",70,55,78.6,"*","*",14,20.0
"Manchester School District","Not Eligible For Lunch",231,202,87.4,"*","*",24,10.4
"Meriden School District","Eligible For Free Lunch",352,228,64.8,10,2.8,113,32.1
"Meriden School District","Eligible For Reduced Lunch",58,47,81.0,"*","*",10,17.2
"Meriden School District","Not Eligible For Lunch",213,187,87.8,"*","*",25,11.7
"Middletown School District","Eligible For Free Lunch",120,93,77.5,"*","*",25,20.8
"Middletown School District","Eligible For Reduced Lunch",35,28,80.0,"*","*",6,17.1
"Middletown School District","Not Eligible For Lunch",186,164,88.2,"*","*",17,9.1
"Milford School District","Eligible For Free Lunch",89,72,80.9,"*","*",16,18.0
"Milford School District","Eligible For Reduced Lunch",56,44,78.6,"*","*",7,12.5
"Milford School District","Not Eligible For Lunch",366,349,95.4,"*","*",13,3.6
"Monroe School District","Eligible For Free Lunch",20,19,95.0,"*","*","*","*"
"Monroe School District","Eligible For Reduced Lunch",11,11,100.0,"*","*","*","*"
"Monroe School District","Not Eligible For Lunch",308,306,99.4,"*","*","*","*"
"Montville School District","Eligible For Free Lunch",42,30,71.4,"*","*",12,28.6
"Montville School District","Eligible For Reduced Lunch",27,21,77.8,"*","*",6,22.2
"Montville School District","Not Eligible For Lunch",152,142,93.4,"*","*",9,5.9
"Naugatuck School District","Eligible For Free Lunch",108,82,75.9,"*","*",25,23.1
"Naugatuck School District","Eligible For Reduced Lunch",46,36,78.3,"*","*",9,19.6
"Naugatuck School District","Not Eligible For Lunch",215,201,93.5,"*","*",13,6.0
"New Britain School District","Eligible For Free Lunch",413,249,60.3,7,1.7,156,37.8
"New Britain School District","Eligible For Reduced Lunch",93,71,76.3,"*","*",19,20.4
"New Britain School District","Not Eligible For Lunch",162,133,82.1,"*","*",26,16.0
"New Canaan School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"New Canaan School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"New Fairfield School District","Eligible For Free Lunch",16,16,100.0,"*","*","*","*"
"New Fairfield School District","Eligible For Reduced Lunch",17,15,88.2,"*","*","*","*"
"New Fairfield School District","Not Eligible For Lunch",199,197,99.0,"*","*","*","*"
"New Haven School District","Eligible For Free Lunch",905,651,71.9,13,1.4,241,26.6
"New Haven School District","Eligible For Reduced Lunch",216,188,87.0,"*","*",26,12.0
"New Haven School District","Not Eligible For Lunch",208,161,77.4,"*","*",43,20.7
"New London School District","Eligible For Free Lunch",197,137,69.5,"*","*",56,28.4
"New London School District","Eligible For Reduced Lunch",24,19,79.2,"*","*","*","*"
"New London School District","Not Eligible For Lunch",19,9,47.4,"*","*","*","*"
"New Milford School District","Eligible For Free Lunch",38,29,76.3,"*","*","*","*"
"New Milford School District","Eligible For Reduced Lunch",22,21,95.5,"*","*","*","*"
"New Milford School District","Not Eligible For Lunch",331,312,94.3,"*","*",17,5.1
"Newington School District","Eligible For Free Lunch",35,28,80.0,"*","*","*","*"
"Newington School District","Eligible For Reduced Lunch",29,27,93.1,"*","*","*","*"
"Newington School District","Not Eligible For Lunch",271,253,93.4,6,2.2,12,4.4
"Newtown School District","Eligible For Free Lunch",15,14,93.3,"*","*","*","*"
"Newtown School District","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Newtown School District","Not Eligible For Lunch",381,366,96.1,"*","*",11,2.9
"North Branford School District","Eligible For Free Lunch",11,8,72.7,"*","*","*","*"
"North Branford School District","Eligible For Reduced Lunch",9,7,77.8,"*","*","*","*"
"North Branford School District","Not Eligible For Lunch",142,132,93.0,"*","*",7,4.9
"North Haven School District","Eligible For Free Lunch",27,22,81.5,"*","*","*","*"
"North Haven School District","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"North Haven School District","Not Eligible For Lunch",249,238,95.6,6,2.4,"*","*"
"North Stonington School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"North Stonington School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"North Stonington School District","Not Eligible For Lunch",45,41,91.1,"*","*","*","*"
"Norwalk School District","Eligible For Free Lunch",282,225,79.8,"*","*",53,18.8
"Norwalk School District","Eligible For Reduced Lunch",95,79,83.2,"*","*",16,16.8
"Norwalk School District","Not Eligible For Lunch",495,461,93.1,"*","*",34,6.9
"Norwich Free Academy District","Eligible For Free Lunch",127,98,77.2,"*","*","*","*"
"Norwich Free Academy District","Eligible For Reduced Lunch",32,27,84.4,"*","*","*","*"
"Norwich Free Academy District","Not Eligible For Lunch",477,433,90.8,"*","*",41,8.6
"Norwich School District","Eligible For Free Lunch",34,"*","*","*","*",26,76.5
"Norwich School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Norwich School District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"Old Saybrook School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Old Saybrook School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Old Saybrook School District","Not Eligible For Lunch",130,129,99.2,"*","*","*","*"
"Oxford School District","Eligible For Free Lunch",9,"*","*","*","*","*","*"
"Oxford School District","Eligible For Reduced Lunch",7,"*","*","*","*","*","*"
"Oxford School District","Not Eligible For Lunch",130,124,95.4,"*","*",6,4.6
"Plainfield School District","Eligible For Free Lunch",49,39,79.6,"*","*",10,20.4
"Plainfield School District","Eligible For Reduced Lunch",23,21,91.3,"*","*","*","*"
"Plainfield School District","Not Eligible For Lunch",129,119,92.2,"*","*","*","*"
"Plainville School District","Eligible For Free Lunch",36,33,91.7,"*","*","*","*"
"Plainville School District","Eligible For Reduced Lunch",26,23,88.5,"*","*","*","*"
"Plainville School District","Not Eligible For Lunch",143,136,95.1,"*","*","*","*"
"Plymouth School District","Eligible For Free Lunch",29,23,79.3,"*","*",6,20.7
"Plymouth School District","Eligible For Reduced Lunch",15,13,86.7,"*","*","*","*"
"Plymouth School District","Not Eligible For Lunch",95,86,90.5,"*","*","*","*"
"Portland School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Portland School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Portland School District","Not Eligible For Lunch",69,67,97.1,"*","*","*","*"
"Putnam School District","Eligible For Free Lunch",26,21,80.8,"*","*","*","*"
"Putnam School District","Eligible For Reduced Lunch",13,12,92.3,"*","*","*","*"
"Putnam School District","Not Eligible For Lunch",30,28,93.3,"*","*","*","*"
"Regional School District 01","Eligible For Free Lunch",9,9,100.0,"*","*","*","*"
"Regional School District 01","Eligible For Reduced Lunch",16,15,93.8,"*","*","*","*"
"Regional School District 01","Not Eligible For Lunch",115,109,94.8,"*","*",6,5.2
"Regional School District 04","Eligible For Free Lunch",9,8,88.9,"*","*","*","*"
"Regional School District 04","Eligible For Reduced Lunch",8,6,75.0,"*","*","*","*"
"Regional School District 04","Not Eligible For Lunch",142,134,94.4,"*","*",7,4.9
"Regional School District 05","Eligible For Free Lunch",12,11,91.7,"*","*","*","*"
"Regional School District 05","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"Regional School District 05","Not Eligible For Lunch",411,402,97.8,"*","*",9,2.2
"Regional School District 06","Eligible For Free Lunch",6,6,100.0,"*","*","*","*"
"Regional School District 06","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Regional School District 06","Not Eligible For Lunch",75,71,94.7,"*","*","*","*"
"Regional School District 07","Eligible For Free Lunch",15,"*","*","*","*","*","*"
"Regional School District 07","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Regional School District 07","Not Eligible For Lunch",182,174,95.6,"*","*","*","*"
"Regional School District 08","Eligible For Free Lunch",11,10,90.9,"*","*","*","*"
"Regional School District 08","Eligible For Reduced Lunch",10,9,90.0,"*","*","*","*"
"Regional School District 08","Not Eligible For Lunch",275,260,94.5,"*","*",11,4.0
"Regional School District 09","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 09","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 09","Not Eligible For Lunch",228,222,97.4,"*","*","*","*"
"Regional School District 10","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 10","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 10","Not Eligible For Lunch",217,212,97.7,"*","*","*","*"
"Regional School District 11","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 11","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 11","Not Eligible For Lunch",26,26,100.0,"*","*","*","*"
"Regional School District 12","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 12","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 12","Not Eligible For Lunch",63,55,87.3,"*","*",8,12.7
"Regional School District 13","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 13","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 13","Not Eligible For Lunch",136,134,98.5,"*","*","*","*"
"Regional School District 14","Eligible For Free Lunch",7,"*","*","*","*","*","*"
"Regional School District 14","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Regional School District 14","Not Eligible For Lunch",183,180,98.4,"*","*","*","*"
"Regional School District 15","Eligible For Free Lunch",11,11,100.0,"*","*","*","*"
"Regional School District 15","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Regional School District 15","Not Eligible For Lunch",308,296,96.1,"*","*",9,2.9
"Regional School District 16","Eligible For Free Lunch",18,16,88.9,"*","*","*","*"
"Regional School District 16","Eligible For Reduced Lunch",16,14,87.5,"*","*","*","*"
"Regional School District 16","Not Eligible For Lunch",161,156,96.9,"*","*","*","*"
"Regional School District 17","Eligible For Free Lunch",11,8,72.7,"*","*","*","*"
"Regional School District 17","Eligible For Reduced Lunch",8,7,87.5,"*","*","*","*"
"Regional School District 17","Not Eligible For Lunch",170,164,96.5,"*","*",6,3.5
"Regional School District 18","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Regional School District 18","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Regional School District 18","Not Eligible For Lunch",94,93,98.9,"*","*","*","*"
"Regional School District 19","Eligible For Free Lunch",28,20,71.4,"*","*","*","*"
"Regional School District 19","Eligible For Reduced Lunch",15,12,80.0,"*","*","*","*"
"Regional School District 19","Not Eligible For Lunch",259,243,93.8,"*","*",15,5.8
"Ridgefield School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Ridgefield School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Ridgefield School District","Not Eligible For Lunch",423,420,99.3,"*","*","*","*"
"Rocky Hill School District","Eligible For Free Lunch",17,12,70.6,"*","*","*","*"
"Rocky Hill School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Rocky Hill School District","Not Eligible For Lunch",183,175,95.6,"*","*",6,3.3
"Seymour School District","Eligible For Free Lunch",29,21,72.4,"*","*","*","*"
"Seymour School District","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"Seymour School District","Not Eligible For Lunch",112,106,94.6,"*","*",6,5.4
"Shelton School District","Eligible For Free Lunch",52,42,80.8,"*","*","*","*"
"Shelton School District","Eligible For Reduced Lunch",27,24,88.9,"*","*","*","*"
"Shelton School District","Not Eligible For Lunch",348,334,96.0,"*","*",11,3.2
"Simsbury School District","Eligible For Free Lunch",24,21,87.5,"*","*","*","*"
"Simsbury School District","Eligible For Reduced Lunch",8,8,100.0,"*","*","*","*"
"Simsbury School District","Not Eligible For Lunch",375,370,98.7,"*","*","*","*"
"Somers School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Somers School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Somers School District","Not Eligible For Lunch",131,128,97.7,"*","*","*","*"
"South Windsor School District","Eligible For Free Lunch",24,21,87.5,"*","*","*","*"
"South Windsor School District","Eligible For Reduced Lunch",11,10,90.9,"*","*","*","*"
"South Windsor School District","Not Eligible For Lunch",349,341,97.7,"*","*","*","*"
"Southington School District","Eligible For Free Lunch",57,49,86.0,"*","*","*","*"
"Southington School District","Eligible For Reduced Lunch",26,23,88.5,"*","*","*","*"
"Southington School District","Not Eligible For Lunch",412,398,96.6,6,1.5,8,1.9
"Stafford School District","Eligible For Free Lunch",21,16,76.2,"*","*","*","*"
"Stafford School District","Eligible For Reduced Lunch",24,23,95.8,"*","*","*","*"
"Stafford School District","Not Eligible For Lunch",95,87,91.6,"*","*",8,8.4
"Stamford Academy District","Eligible For Free Lunch",30,18,60.0,"*","*",12,40.0
"Stamford Academy District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Stamford Academy District","Not Eligible For Lunch",8,"*","*","*","*","*","*"
"Stamford School District","Eligible For Free Lunch",457,386,84.5,"*","*",67,14.7
"Stamford School District","Eligible For Reduced Lunch",155,144,92.9,"*","*",10,6.5
"Stamford School District","Not Eligible For Lunch",564,524,92.9,6,1.1,34,6.0
"Stonington School District","Eligible For Free Lunch",17,16,94.1,"*","*","*","*"
"Stonington School District","Eligible For Reduced Lunch",11,9,81.8,"*","*","*","*"
"Stonington School District","Not Eligible For Lunch",153,146,95.4,"*","*","*","*"
"Stratford School District","Eligible For Free Lunch",166,137,82.5,"*","*",26,15.7
"Stratford School District","Eligible For Reduced Lunch",79,68,86.1,"*","*",10,12.7
"Stratford School District","Not Eligible For Lunch",336,314,93.5,6,1.8,16,4.8
"Suffield School District","Eligible For Free Lunch",13,8,61.5,"*","*","*","*"
"Suffield School District","Eligible For Reduced Lunch",9,7,77.8,"*","*","*","*"
"Suffield School District","Not Eligible For Lunch",184,175,95.1,"*","*",8,4.3
"The Bridge Academy District","Eligible For Free Lunch",29,23,79.3,"*","*",6,20.7
"The Bridge Academy District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"The Bridge Academy District","Not Eligible For Lunch","*","*","*","*","*","*","*"
"The Gilbert School District","Eligible For Free Lunch",23,21,91.3,"*","*","*","*"
"The Gilbert School District","Eligible For Reduced Lunch",12,12,100.0,"*","*","*","*"
"The Gilbert School District","Not Eligible For Lunch",54,51,94.4,"*","*","*","*"
"Thomaston School District","Eligible For Free Lunch",13,10,76.9,"*","*","*","*"
"Thomaston School District","Eligible For Reduced Lunch",10,9,90.0,"*","*","*","*"
"Thomaston School District","Not Eligible For Lunch",70,67,95.7,"*","*","*","*"
"Thompson School District","Eligible For Free Lunch",21,17,81.0,"*","*","*","*"
"Thompson School District","Eligible For Reduced Lunch",11,8,72.7,"*","*","*","*"
"Thompson School District","Not Eligible For Lunch",69,65,94.2,"*","*","*","*"
"Tolland School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Tolland School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Tolland School District","Not Eligible For Lunch",218,213,97.7,"*","*","*","*"
"Torrington School District","Eligible For Free Lunch",93,65,69.9,"*","*",28,30.1
"Torrington School District","Eligible For Reduced Lunch",34,25,73.5,"*","*",8,23.5
"Torrington School District","Not Eligible For Lunch",175,162,92.6,"*","*",12,6.9
"Trumbull School District","Eligible For Free Lunch",27,27,100.0,"*","*","*","*"
"Trumbull School District","Eligible For Reduced Lunch",21,20,95.2,"*","*","*","*"
"Trumbull School District","Not Eligible For Lunch",494,485,98.2,"*","*",8,1.6
"Unified School District #1","Eligible For Free Lunch",615,16,2.6,"*","*",596,96.9
"Unified School District #1","Eligible For Reduced Lunch",36,"*","*","*","*",33,91.7
"Unified School District #1","Not Eligible For Lunch",80,"*","*","*","*",76,95.0
