"Five-Year Graduation Rates, 2011-12"
"All Districts, Special Education Status"

"",,,"Graduates",,"Non-Graduates",,,
"Clinton School District","Special Education",20,17,85.0,"*","*","*","*"
"Colchester School District","Non-Special Education",216,213,98.6,"*","*","*","*"
"Colchester School District","Special Education",27,24,88.9,"*","*","*","*"
"Common Ground High School District","Non-Special Education","*","*","*","*","*","*","*"
"Common Ground High School District","Special Education","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Non-Special Education",2311,2229,96.5,"*","*","*","*"
"Connecticut Technical High School System","Special Education",220,216,98.2,"*","*","*","*"
"Coventry School District","Non-Special Education",124,116,93.5,"*","*","*","*"
"Coventry School District","Special Education",26,22,84.6,"*","*","*","*"
"Cromwell School District","Non-Special Education",130,128,98.5,"*","*","*","*"
"Cromwell School District","Special Education",21,12,57.1,"*","*","*","*"
"Danbury School District","Non-Special Education",673,581,86.3,"*","*",86,12.8
"Danbury School District","Special Education",81,57,70.4,"*","*",19,23.5
"Darien School District","Non-Special Education",268,262,97.8,"*","*","*","*"
"Darien School District","Special Education",43,40,93.0,"*","*","*","*"
"Derby School District","Non-Special Education",100,83,83.0,"*","*",16,16.0
"Derby School District","Special Education",12,6,50.0,"*","*",6,50.0
"East Granby School District","Non-Special Education",51,50,98.0,"*","*","*","*"
"East Granby School District","Special Education",9,8,88.9,"*","*","*","*"
"East Haddam School District","Non-Special Education",92,86,93.5,"*","*","*","*"
"East Haddam School District","Special Education",11,10,90.9,"*","*","*","*"
"East Hampton School District","Non-Special Education",154,150,97.4,"*","*","*","*"
"East Hampton School District","Special Education",10,6,60.0,"*","*","*","*"
"East Hartford School District","Non-Special Education",481,413,85.9,"*","*",68,14.1
"East Hartford School District","Special Education",98,68,69.4,"*","*",20,20.4
"East Haven School District","Non-Special Education",190,154,81.1,"*","*",36,18.9
"East Haven School District","Special Education",35,18,51.4,"*","*",14,40.0
"East Lyme School District","Non-Special Education",251,243,96.8,"*","*","*","*"
"East Lyme School District","Special Education",51,41,80.4,"*","*","*","*"
"East Windsor School District","Non-Special Education",77,70,90.9,"*","*","*","*"
"East Windsor School District","Special Education",11,9,81.8,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Non-Special Education",65,55,84.6,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Special Education",20,15,75.0,"*","*","*","*"
"Ellington School District","Non-Special Education",178,171,96.1,"*","*","*","*"
"Ellington School District","Special Education",22,14,63.6,"*","*","*","*"
"Elm City College Preparatory School District","Non-Special Education","*","*","*","*","*","*","*"
"Elm City College Preparatory School District","Special Education","*","*","*","*","*","*","*"
"Enfield School District","Non-Special Education",426,392,92.0,"*","*",34,8.0
"Enfield School District","Special Education",87,55,63.2,"*","*",22,25.3
"Explorations District","Non-Special Education",21,"*","*","*","*","*","*"
"Explorations District","Special Education",8,"*","*","*","*","*","*"
"Fairfield School District","Non-Special Education",598,582,97.3,"*","*",15,2.5
"Fairfield School District","Special Education",94,85,90.4,"*","*",6,6.4
"Farmington School District","Non-Special Education",274,268,97.8,"*","*","*","*"
"Farmington School District","Special Education",31,24,77.4,"*","*","*","*"
"Glastonbury School District","Non-Special Education",454,452,99.6,"*","*","*","*"
"Glastonbury School District","Special Education",59,47,79.7,"*","*","*","*"
"Granby School District","Non-Special Education",167,165,98.8,"*","*","*","*"
"Granby School District","Special Education",21,20,95.2,"*","*","*","*"
"Greenwich School District","Non-Special Education",549,532,96.9,"*","*",17,3.1
"Greenwich School District","Special Education",93,80,86.0,"*","*",8,8.6
"Griswold School District","Non-Special Education",157,141,89.8,"*","*","*","*"
"Griswold School District","Special Education",29,22,75.9,"*","*","*","*"
"Groton School District","Non-Special Education",306,259,84.6,"*","*",47,15.4
"Groton School District","Special Education",41,27,65.9,"*","*",7,17.1
"Guilford School District","Non-Special Education",251,251,100.0,"*","*","*","*"
"Guilford School District","Special Education",35,31,88.6,"*","*","*","*"
"Hamden School District","Non-Special Education",433,397,91.7,"*","*",35,8.1
"Hamden School District","Special Education",83,63,75.9,"*","*",12,14.5
"Hartford School District","Non-Special Education",1121,881,78.6,"*","*",238,21.2
"Hartford School District","Special Education",274,152,55.5,"*","*",102,37.2
"Killingly School District","Non-Special Education",157,133,84.7,"*","*","*","*"
"Killingly School District","Special Education",28,22,78.6,"*","*","*","*"
"Lebanon School District","Non-Special Education",114,106,93.0,"*","*","*","*"
"Lebanon School District","Special Education",15,11,73.3,"*","*","*","*"
"Ledyard School District","Non-Special Education",183,173,94.5,"*","*","*","*"
"Ledyard School District","Special Education",27,23,85.2,"*","*","*","*"
"Lisbon School District","Non-Special Education","*","*","*","*","*","*","*"
"Lisbon School District","Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Non-Special Education","*","*","*","*","*","*","*"
"Litchfield School District","Special Education","*","*","*","*","*","*","*"
"Madison School District","Non-Special Education",288,286,99.3,"*","*","*","*"
"Madison School District","Special Education",47,42,89.4,"*","*","*","*"
"Manchester School District","Non-Special Education",414,341,82.4,"*","*",73,17.6
"Manchester School District","Special Education",98,64,65.3,"*","*",27,27.6
"Meriden School District","Non-Special Education",518,408,78.8,"*","*",110,21.2
"Meriden School District","Special Education",105,54,51.4,"*","*",38,36.2
"Middletown School District","Non-Special Education",284,247,87.0,"*","*",35,12.3
"Middletown School District","Special Education",57,38,66.7,"*","*",13,22.8
"Milford School District","Non-Special Education",424,400,94.3,"*","*",22,5.2
"Milford School District","Special Education",87,65,74.7,"*","*",14,16.1
"Monroe School District","Non-Special Education",322,321,99.7,"*","*","*","*"
"Monroe School District","Special Education",17,15,88.2,"*","*","*","*"
"Montville School District","Non-Special Education",186,171,91.9,"*","*",15,8.1
"Montville School District","Special Education",35,22,62.9,"*","*",12,34.3
"Naugatuck School District","Non-Special Education",319,281,88.1,"*","*",38,11.9
"Naugatuck School District","Special Education",50,38,76.0,"*","*",9,18.0
"New Britain School District","Non-Special Education",558,399,71.5,"*","*",159,28.5
"New Britain School District","Special Education",110,54,49.1,"*","*",42,38.2
"New Canaan School District","Non-Special Education",284,284,100.0,"*","*","*","*"
"New Canaan School District","Special Education",46,44,95.7,"*","*","*","*"
"New Fairfield School District","Non-Special Education",209,208,99.5,"*","*","*","*"
"New Fairfield School District","Special Education",23,20,87.0,"*","*","*","*"
"New Haven School District","Non-Special Education",1166,897,76.9,"*","*",265,22.7
"New Haven School District","Special Education",163,103,63.2,"*","*",45,27.6
"New London School District","Non-Special Education",184,135,73.4,"*","*",48,26.1
"New London School District","Special Education",56,30,53.6,"*","*",21,37.5
"New Milford School District","Non-Special Education",333,317,95.2,"*","*",16,4.8
"New Milford School District","Special Education",58,45,77.6,"*","*",9,15.5
"Newington School District","Non-Special Education",295,279,94.6,"*","*","*","*"
"Newington School District","Special Education",40,29,72.5,"*","*","*","*"
"Newtown School District","Non-Special Education",366,356,97.3,"*","*","*","*"
"Newtown School District","Special Education",38,32,84.2,"*","*","*","*"
"North Branford School District","Non-Special Education",146,138,94.5,"*","*","*","*"
"North Branford School District","Special Education",16,9,56.3,"*","*","*","*"
"North Haven School District","Non-Special Education",261,253,96.9,"*","*","*","*"
"North Haven School District","Special Education",30,20,66.7,"*","*","*","*"
"North Stonington School District","Non-Special Education",48,"*","*","*","*","*","*"
"North Stonington School District","Special Education",6,"*","*","*","*","*","*"
"Norwalk School District","Non-Special Education",767,681,88.8,"*","*",85,11.1
"Norwalk School District","Special Education",105,84,80.0,"*","*",18,17.1
"Norwich Free Academy District","Non-Special Education",546,482,88.3,"*","*",64,11.7
"Norwich Free Academy District","Special Education",90,76,84.4,"*","*",11,12.2
"Norwich School District","Non-Special Education",29,6,20.7,"*","*",23,79.3
"Norwich School District","Special Education",41,17,41.5,"*","*",20,48.8
"Old Saybrook School District","Non-Special Education",126,124,98.4,"*","*","*","*"
"Old Saybrook School District","Special Education",18,17,94.4,"*","*","*","*"
"Oxford School District","Non-Special Education",137,127,92.7,"*","*","*","*"
"Oxford School District","Special Education",9,7,77.8,"*","*","*","*"
"Plainfield School District","Non-Special Education",158,149,94.3,"*","*",9,5.7
"Plainfield School District","Special Education",43,30,69.8,"*","*",10,23.3
"Plainville School District","Non-Special Education",176,171,97.2,"*","*","*","*"
"Plainville School District","Special Education",29,21,72.4,"*","*","*","*"
"Plymouth School District","Non-Special Education",122,113,92.6,"*","*","*","*"
"Plymouth School District","Special Education",17,9,52.9,"*","*","*","*"
"Portland School District","Non-Special Education",83,78,94.0,"*","*","*","*"
"Portland School District","Special Education",7,6,85.7,"*","*","*","*"
"Putnam School District","Non-Special Education",59,54,91.5,"*","*","*","*"
"Putnam School District","Special Education",10,7,70.0,"*","*","*","*"
"Regional School District 01","Non-Special Education",114,110,96.5,"*","*","*","*"
"Regional School District 01","Special Education",26,23,88.5,"*","*","*","*"
"Regional School District 04","Non-Special Education",136,127,93.4,"*","*","*","*"
"Regional School District 04","Special Education",23,21,91.3,"*","*","*","*"
"Regional School District 05","Non-Special Education",389,380,97.7,"*","*","*","*"
"Regional School District 05","Special Education",45,43,95.6,"*","*","*","*"
"Regional School District 06","Non-Special Education",76,72,94.7,"*","*","*","*"
"Regional School District 06","Special Education",11,11,100.0,"*","*","*","*"
"Regional School District 07","Non-Special Education",167,165,98.8,"*","*","*","*"
"Regional School District 07","Special Education",36,25,69.4,"*","*","*","*"
"Regional School District 08","Non-Special Education",258,250,96.9,"*","*","*","*"
"Regional School District 08","Special Education",38,29,76.3,"*","*","*","*"
"Regional School District 09","Non-Special Education",214,213,99.5,"*","*","*","*"
"Regional School District 09","Special Education",25,20,80.0,"*","*","*","*"
"Regional School District 10","Non-Special Education",205,202,98.5,"*","*","*","*"
"Regional School District 10","Special Education",24,22,91.7,"*","*","*","*"
"Regional School District 11","Non-Special Education",31,30,96.8,"*","*","*","*"
"Regional School District 11","Special Education",12,12,100.0,"*","*","*","*"
"Regional School District 12","Non-Special Education",65,56,86.2,"*","*","*","*"
"Regional School District 12","Special Education",9,8,88.9,"*","*","*","*"
"Regional School District 13","Non-Special Education",119,117,98.3,"*","*","*","*"
"Regional School District 13","Special Education",23,21,91.3,"*","*","*","*"
"Regional School District 14","Non-Special Education",175,173,98.9,"*","*","*","*"
"Regional School District 14","Special Education",21,19,90.5,"*","*","*","*"
"Regional School District 15","Non-Special Education",283,274,96.8,"*","*","*","*"
"Regional School District 15","Special Education",44,40,90.9,"*","*","*","*"
"Regional School District 16","Non-Special Education",174,168,96.6,"*","*","*","*"
"Regional School District 16","Special Education",21,18,85.7,"*","*","*","*"
"Regional School District 17","Non-Special Education",164,157,95.7,"*","*","*","*"
"Regional School District 17","Special Education",25,22,88.0,"*","*","*","*"
"Regional School District 18","Non-Special Education",91,90,98.9,"*","*","*","*"
"Regional School District 18","Special Education",13,12,92.3,"*","*","*","*"
"Regional School District 19","Non-Special Education",241,225,93.4,"*","*",16,6.6
"Regional School District 19","Special Education",61,50,82.0,"*","*",8,13.1
"Ridgefield School District","Non-Special Education",391,389,99.5,"*","*","*","*"
"Ridgefield School District","Special Education",52,51,98.1,"*","*","*","*"
"Rocky Hill School District","Non-Special Education",187,179,95.7,"*","*","*","*"
"Rocky Hill School District","Special Education",22,17,77.3,"*","*","*","*"
"Seymour School District","Non-Special Education",137,127,92.7,"*","*","*","*"
"Seymour School District","Special Education",16,12,75.0,"*","*","*","*"
"Shelton School District","Non-Special Education",396,379,95.7,"*","*",17,4.3
"Shelton School District","Special Education",31,21,67.7,"*","*",7,22.6
"Simsbury School District","Non-Special Education",359,356,99.2,"*","*","*","*"
"Simsbury School District","Special Education",48,43,89.6,"*","*","*","*"
"Somers School District","Non-Special Education",131,129,98.5,"*","*","*","*"
"Somers School District","Special Education",10,8,80.0,"*","*","*","*"
"South Windsor School District","Non-Special Education",330,324,98.2,"*","*","*","*"
"South Windsor School District","Special Education",54,48,88.9,"*","*","*","*"
"Southington School District","Non-Special Education",427,414,97.0,"*","*",12,2.8
"Southington School District","Special Education",68,56,82.4,"*","*",6,8.8
"Stafford School District","Non-Special Education",125,112,89.6,"*","*","*","*"
"Stafford School District","Special Education",15,14,93.3,"*","*","*","*"
"Stamford Academy District","Non-Special Education",31,18,58.1,"*","*","*","*"
"Stamford Academy District","Special Education",13,10,76.9,"*","*","*","*"
"Stamford School District","Non-Special Education",1038,937,90.3,"*","*",99,9.5
"Stamford School District","Special Education",138,117,84.8,"*","*",12,8.7
"Stonington School District","Non-Special Education",161,155,96.3,"*","*","*","*"
"Stonington School District","Special Education",20,16,80.0,"*","*","*","*"
"Stratford School District","Non-Special Education",527,485,92.0,"*","*",41,7.8
"Stratford School District","Special Education",54,34,63.0,"*","*",11,20.4
"Suffield School District","Non-Special Education",184,174,94.6,"*","*","*","*"
"Suffield School District","Special Education",22,16,72.7,"*","*","*","*"
"The Bridge Academy District","Non-Special Education","*","*","*","*","*","*","*"
"The Bridge Academy District","Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","Non-Special Education","*","*","*","*","*","*","*"
"The Gilbert School District","Special Education","*","*","*","*","*","*","*"
"Thomaston School District","Non-Special Education",74,69,93.2,"*","*","*","*"
"Thomaston School District","Special Education",19,17,89.5,"*","*","*","*"
"Thompson School District","Non-Special Education",89,83,93.3,"*","*","*","*"
"Thompson School District","Special Education",12,7,58.3,"*","*","*","*"
"Tolland School District","Non-Special Education",208,204,98.1,"*","*","*","*"
"Tolland School District","Special Education",23,22,95.7,"*","*","*","*"
"Torrington School District","Non-Special Education",256,218,85.2,"*","*",38,14.8
"Torrington School District","Special Education",46,34,73.9,"*","*",10,21.7
"Trumbull School District","Non-Special Education",500,495,99.0,"*","*","*","*"
"Trumbull School District","Special Education",42,37,88.1,"*","*","*","*"
"Unified School District #1","Non-Special Education",479,9,1.9,"*","*",470,98.1
"Unified School District #1","Special Education",252,14,5.6,"*","*",235,93.3
"Unified School District #2","Non-Special Education",12,"*","*","*","*",9,75.0
"Unified School District #2","Special Education",22,"*","*","*","*",11,50.0
"Vernon School District","Non-Special Education",236,209,88.6,"*","*",27,11.4
"Vernon School District","Special Education",26,16,61.5,"*","*",8,30.8
"Wallingford School District","Non-Special Education",468,449,95.9,"*","*",19,4.1
"Wallingford School District","Special Education",69,50,72.5,"*","*",12,17.4
"Waterbury School District","Non-Special Education",1091,755,69.2,"*","*",336,30.8
"Waterbury School District","Special Education",173,91,52.6,"*","*",68,39.3
"Waterford School District","Non-Special Education",210,200,95.2,"*","*","*","*"
"Waterford School District","Special Education",32,24,75.0,"*","*","*","*"
"Watertown School District","Non-Special Education",206,194,94.2,"*","*","*","*"
"Watertown School District","Special Education",28,22,78.6,"*","*","*","*"
"West Hartford School District","Non-Special Education",659,637,96.7,"*","*",22,3.3
"West Hartford School District","Special Education",93,81,87.1,"*","*",8,8.6
"West Haven School District","Non-Special Education",339,261,77.0,"*","*",78,23.0
"West Haven School District","Special Education",48,29,60.4,"*","*",15,31.3
"Westbrook School District","Non-Special Education",76,72,94.7,"*","*","*","*"
"Westbrook School District","Special Education",6,6,100.0,"*","*","*","*"
"Weston School District","Non-Special Education",170,170,100.0,"*","*","*","*"
"Weston School District","Special Education",21,20,95.2,"*","*","*","*"
"Westport School District","Non-Special Education",366,363,99.2,"*","*","*","*"
"Westport School District","Special Education",62,57,91.9,"*","*","*","*"
"Wethersfield School District","Non-Special Education",265,251,94.7,"*","*","*","*"
"Wethersfield School District","Special Education",26,17,65.4,"*","*","*","*"
"Wilton School District","Non-Special Education",281,281,100.0,"*","*","*","*"
"Wilton School District","Special Education",32,29,90.6,"*","*","*","*"
"Windham School District","Non-Special Education",134,107,79.9,"*","*",26,19.4
"Windham School District","Special Education",49,32,65.3,"*","*",15,30.6
"Windsor Locks School District","Non-Special Education",135,127,94.1,"*","*","*","*"
"Windsor Locks School District","Special Education",13,10,76.9,"*","*","*","*"
"Windsor School District","Non-Special Education",279,256,91.8,"*","*",21,7.5
"Windsor School District","Special Education",40,29,72.5,"*","*",8,20.0
"Wolcott School District","Non-Special Education",193,185,95.9,"*","*","*","*"
"Wolcott School District","Special Education",26,23,88.5,"*","*","*","*"
"Woodstock Academy District","Non-Special Education",269,258,95.9,"*","*","*","*"
"Woodstock Academy District","Special Education",17,16,94.1,"*","*","*","*"

