"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs"

"",,,"Graduates",,"Non-Graduates",,,
"Ansonia School District","Special Education",16,9,56.3,"*","*","*","*"
"Ansonia School District","Asian","*","*","*","*","*","*","*"
"Ansonia School District","ELL","*","*","*","*","*","*","*"
"Ansonia School District","Two or More Races","*","*","*","*","*","*","*"
"Ansonia School District","White",75,61,81.3,"*","*",11,14.7
"Avon School District","All Students",272,267,98.2,"*","*","*","*"
"Avon School District","Black","*","*","*","*","*","*","*"
"Avon School District","Eligible For Free Lunch",16,16,100.0,"*","*","*","*"
"Avon School District","Eligible For Lunch",21,21,100.0,"*","*","*","*"
"Avon School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Avon School District","Female",149,147,98.7,"*","*","*","*"
"Avon School District","High Needs",44,40,90.9,"*","*","*","*"
"Avon School District","Hispanic",9,9,100.0,"*","*","*","*"
"Avon School District","Male",123,120,97.6,"*","*","*","*"
"Avon School District","Non-ELL",272,267,98.2,"*","*","*","*"
"Avon School District","Non-High Needs",228,227,99.6,"*","*","*","*"
"Avon School District","Non-Hispanic",263,258,98.1,"*","*","*","*"
"Avon School District","Non-Special Education",244,243,99.6,"*","*","*","*"
"Avon School District","Not Eligible For Lunch",251,246,98.0,"*","*","*","*"
"Avon School District","Special Education",28,24,85.7,"*","*","*","*"
"Avon School District","Asian",15,15,100.0,"*","*","*","*"
"Avon School District","Two or More Races","*","*","*","*","*","*","*"
"Avon School District","White",238,233,97.9,"*","*","*","*"
"Avon School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Berlin School District","All Students",235,227,96.6,6,2.6,"*","*"
"Berlin School District","Black","*","*","*","*","*","*","*"
"Berlin School District","Eligible For Free Lunch",29,27,93.1,"*","*","*","*"
"Berlin School District","Eligible For Lunch",38,36,94.7,"*","*","*","*"
"Berlin School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Berlin School District","Female",115,111,96.5,"*","*","*","*"
"Berlin School District","High Needs",62,56,90.3,6,9.7,"*","*"
"Berlin School District","Hispanic",17,16,94.1,"*","*","*","*"
"Berlin School District","Male",120,116,96.7,"*","*","*","*"
"Berlin School District","Non-ELL",233,226,97.0,"*","*","*","*"
"Berlin School District","Non-High Needs",173,171,98.8,"*","*","*","*"
"Berlin School District","Non-Hispanic",218,211,96.8,"*","*","*","*"
"Berlin School District","Non-Special Education",202,199,98.5,"*","*","*","*"
"Berlin School District","Not Eligible For Lunch",197,191,97.0,"*","*","*","*"
"Berlin School District","Special Education",33,28,84.8,"*","*","*","*"
"Berlin School District","Asian",12,11,91.7,"*","*","*","*"
"Berlin School District","ELL","*","*","*","*","*","*","*"
"Berlin School District","Two or More Races","*","*","*","*","*","*","*"
"Berlin School District","White",202,196,97.0,"*","*","*","*"
"Bethel School District","All Students",244,231,94.7,"*","*",8,3.3
"Bethel School District","Black",6,6,100.0,"*","*","*","*"
"Bethel School District","Eligible For Free Lunch",36,29,80.6,"*","*","*","*"
"Bethel School District","Eligible For Lunch",53,46,86.8,"*","*","*","*"
"Bethel School District","Eligible For Reduced Lunch",17,17,100.0,"*","*","*","*"
"Bethel School District","Female",116,114,98.3,"*","*","*","*"
"Bethel School District","High Needs",81,72,88.9,"*","*","*","*"
"Bethel School District","Hispanic",30,27,90.0,"*","*","*","*"
"Bethel School District","Male",128,117,91.4,"*","*",8,6.3
"Bethel School District","Non-ELL",238,226,95.0,"*","*",7,2.9
"Bethel School District","Non-High Needs",163,159,97.5,"*","*","*","*"
"Bethel School District","Non-Hispanic",214,204,95.3,"*","*","*","*"
"Bethel School District","Non-Special Education",212,204,96.2,"*","*",7,3.3
"Bethel School District","Not Eligible For Lunch",191,185,96.9,"*","*","*","*"
"Bethel School District","Special Education",32,27,84.4,"*","*","*","*"
"Bethel School District","Asian",22,21,95.5,"*","*","*","*"
"Bethel School District","ELL","*","*","*","*","*","*","*"
"Bethel School District","Two or More Races","*","*","*","*","*","*","*"
"Bethel School District","White",183,175,95.6,"*","*","*","*"
"Bloomfield School District","All Students",171,158,92.4,"*","*",11,6.4
"Bloomfield School District","Black",151,139,92.1,"*","*",11,7.3
"Bloomfield School District","Eligible For Free Lunch",92,88,95.7,"*","*","*","*"
"Bloomfield School District","Eligible For Lunch",112,107,95.5,"*","*","*","*"
"Bloomfield School District","Eligible For Reduced Lunch",20,19,95.0,"*","*","*","*"
"Bloomfield School District","Female",85,82,96.5,"*","*","*","*"
"Bloomfield School District","High Needs",122,112,91.8,"*","*",8,6.6
"Bloomfield School District","Hispanic",13,13,100.0,"*","*","*","*"
"Bloomfield School District","Male",86,76,88.4,"*","*",8,9.3
"Bloomfield School District","Non-ELL",167,154,92.2,"*","*",11,6.6
"Bloomfield School District","Non-High Needs",49,46,93.9,"*","*","*","*"
"Bloomfield School District","Non-Hispanic",158,145,91.8,"*","*",11,7.0
"Bloomfield School District","Non-Special Education",148,143,96.6,"*","*","*","*"
"Bloomfield School District","Not Eligible For Lunch",59,51,86.4,"*","*",6,10.2
"Bloomfield School District","Special Education",23,15,65.2,"*","*",6,26.1
"Bloomfield School District","Asian","*","*","*","*","*","*","*"
"Bloomfield School District","ELL","*","*","*","*","*","*","*"
"Bloomfield School District","Two or More Races","*","*","*","*","*","*","*"
"Bloomfield School District","White","*","*","*","*","*","*","*"
"Bolton School District","All Students",101,99,98.0,"*","*","*","*"
"Bolton School District","Black","*","*","*","*","*","*","*"
"Bolton School District","Eligible For Free Lunch",11,10,90.9,"*","*","*","*"
"Bolton School District","Eligible For Lunch",12,11,91.7,"*","*","*","*"
"Bolton School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Bolton School District","Female",53,51,96.2,"*","*","*","*"
"Bolton School District","High Needs",16,14,87.5,"*","*","*","*"
"Bolton School District","Hispanic","*","*","*","*","*","*","*"
"Bolton School District","Male",48,48,100.0,"*","*","*","*"
"Bolton School District","Non-ELL",101,99,98.0,"*","*","*","*"
"Bolton School District","Non-High Needs",85,85,100.0,"*","*","*","*"
"Bolton School District","Non-Hispanic",96,94,97.9,"*","*","*","*"
"Bolton School District","Non-Special Education",93,92,98.9,"*","*","*","*"
"Bolton School District","Not Eligible For Lunch",89,88,98.9,"*","*","*","*"
"Bolton School District","Special Education",8,7,87.5,"*","*","*","*"
"Bolton School District","Asian","*","*","*","*","*","*","*"
"Bolton School District","Two or More Races",6,"*","*","*","*","*","*"
"Bolton School District","White",88,87,98.9,"*","*","*","*"
"Branford School District","All Students",298,275,92.3,"*","*",20,6.7
"Branford School District","Black",13,12,92.3,"*","*","*","*"
"Branford School District","Eligible For Free Lunch",54,46,85.2,"*","*",7,13.0
"Branford School District","Eligible For Lunch",68,57,83.8,"*","*",10,14.7
"Branford School District","Eligible For Reduced Lunch",14,11,78.6,"*","*","*","*"
"Branford School District","Female",151,143,94.7,"*","*",7,4.6
"Branford School District","High Needs",110,94,85.5,"*","*",13,11.8
"Branford School District","Hispanic",22,17,77.3,"*","*","*","*"
"Branford School District","Male",147,132,89.8,"*","*",13,8.8
"Branford School District","Non-ELL",294,271,92.2,"*","*",20,6.8
"Branford School District","Non-High Needs",188,181,96.3,"*","*",7,3.7
"Branford School District","Non-Hispanic",276,258,93.5,"*","*",16,5.8
"Branford School District","Non-Special Education",255,237,92.9,"*","*",17,6.7
"Branford School District","Not Eligible For Lunch",230,218,94.8,"*","*",10,4.3
"Branford School District","Special Education",43,38,88.4,"*","*","*","*"
"Branford School District","Asian",22,21,95.5,"*","*","*","*"
"Branford School District","ELL","*","*","*","*","*","*","*"
"Branford School District","Two or More Races","*","*","*","*","*","*","*"
"Branford School District","White",234,219,93.6,"*","*",13,5.6
"Bridgeport School District","All Students",1225,927,75.7,34,2.8,264,21.6
"Bridgeport School District","Black",542,425,78.4,17,3.1,100,18.5
"Bridgeport School District","Eligible For Free Lunch",1184,894,75.5,29,2.4,261,22.0
"Bridgeport School District","Eligible For Lunch",1219,923,75.7,33,2.7,263,21.6
"Bridgeport School District","Eligible For Reduced Lunch",35,29,82.9,"*","*","*","*"
"Bridgeport School District","Female",617,499,80.9,13,2.1,105,17.0
"Bridgeport School District","High Needs",1224,927,75.7,34,2.8,263,21.5
"Bridgeport School District","Hispanic",540,389,72.0,10,1.9,141,26.1
"Bridgeport School District","Indian or Alaska Native",6,"*","*","*","*","*","*"
"Bridgeport School District","Male",608,428,70.4,21,3.5,159,26.2
"Bridgeport School District","Non-ELL",1055,813,77.1,31,2.9,211,20.0
"Bridgeport School District","Non-High Needs","*","*","*","*","*","*","*"
"Bridgeport School District","Non-Hispanic",685,538,78.5,24,3.5,123,18.0
"Bridgeport School District","Non-Special Education",1069,830,77.6,11,1.0,228,21.3
"Bridgeport School District","Not Eligible For Lunch",6,"*","*","*","*","*","*"
"Bridgeport School District","Special Education",156,97,62.2,23,14.7,36,23.1
"Bridgeport School District","Asian",33,29,87.9,"*","*","*","*"
"Bridgeport School District","ELL",170,114,67.1,"*","*",53,31.2
"Bridgeport School District","Two or More Races",8,7,87.5,"*","*","*","*"
"Bridgeport School District","White",95,72,75.8,6,6.3,17,17.9
"Bridgeport School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Bristol School District","All Students",697,602,86.4,17,2.4,78,11.2
"Bristol School District","Black",53,41,77.4,"*","*",11,20.8
"Bristol School District","Eligible For Free Lunch",215,163,75.8,6,2.8,46,21.4
"Bristol School District","Eligible For Lunch",280,218,77.9,8,2.9,54,19.3
"Bristol School District","Eligible For Reduced Lunch",65,55,84.6,"*","*",8,12.3
"Bristol School District","Female",339,305,90.0,6,1.8,28,8.3
"Bristol School District","High Needs",341,262,76.8,17,5.0,62,18.2
"Bristol School District","Hispanic",103,78,75.7,"*","*",20,19.4
"Bristol School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Bristol School District","Male",358,297,83.0,11,3.1,50,14.0
"Bristol School District","Non-ELL",676,587,86.8,15,2.2,74,10.9
"Bristol School District","Non-High Needs",356,340,95.5,"*","*",16,4.5
"Bristol School District","Non-Hispanic",594,524,88.2,12,2.0,58,9.8
"Bristol School District","Non-Special Education",575,509,88.5,"*","*",62,10.8
"Bristol School District","Not Eligible For Lunch",417,384,92.1,9,2.2,24,5.8
"Bristol School District","Special Education",122,93,76.2,13,10.7,16,13.1
"Bristol School District","Asian",20,20,100.0,"*","*","*","*"
"Bristol School District","ELL",21,15,71.4,"*","*","*","*"
"Bristol School District","Two or More Races","*","*","*","*","*","*","*"
"Bristol School District","White",505,449,88.9,11,2.2,45,8.9
"Brookfield School District","All Students",232,231,99.6,"*","*","*","*"
"Brookfield School District","Black",6,6,100.0,"*","*","*","*"
"Brookfield School District","Eligible For Free Lunch",15,14,93.3,"*","*","*","*"
"Brookfield School District","Eligible For Lunch",24,23,95.8,"*","*","*","*"
"Brookfield School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Brookfield School District","Female",116,115,99.1,"*","*","*","*"
"Brookfield School District","High Needs",46,45,97.8,"*","*","*","*"
"Brookfield School District","Hispanic","*","*","*","*","*","*","*"
"Brookfield School District","Male",116,116,100.0,"*","*","*","*"
"Brookfield School District","Non-ELL",231,230,99.6,"*","*","*","*"
"Brookfield School District","Non-High Needs",186,186,100.0,"*","*","*","*"
"Brookfield School District","Non-Hispanic",226,226,100.0,"*","*","*","*"
"Brookfield School District","Non-Special Education",210,209,99.5,"*","*","*","*"
"Brookfield School District","Not Eligible For Lunch",208,208,100.0,"*","*","*","*"
"Brookfield School District","Special Education",22,22,100.0,"*","*","*","*"
"Brookfield School District","Asian",6,6,100.0,"*","*","*","*"
"Brookfield School District","ELL","*","*","*","*","*","*","*"
"Brookfield School District","White",214,214,100.0,"*","*","*","*"
"Canton School District","All Students",136,131,96.3,"*","*","*","*"
"Canton School District","Black","*","*","*","*","*","*","*"
"Canton School District","Eligible For Free Lunch",8,8,100.0,"*","*","*","*"
"Canton School District","Eligible For Lunch",8,8,100.0,"*","*","*","*"
"Canton School District","Female",65,64,98.5,"*","*","*","*"
"Canton School District","High Needs",24,20,83.3,"*","*","*","*"
"Canton School District","Hispanic","*","*","*","*","*","*","*"
"Canton School District","Male",71,67,94.4,"*","*","*","*"
"Canton School District","Non-ELL",136,131,96.3,"*","*","*","*"
"Canton School District","Non-High Needs",112,111,99.1,"*","*","*","*"
"Canton School District","Non-Hispanic",134,129,96.3,"*","*","*","*"
"Canton School District","Non-Special Education",118,117,99.2,"*","*","*","*"
"Canton School District","Not Eligible For Lunch",128,123,96.1,"*","*","*","*"
"Canton School District","Special Education",18,14,77.8,"*","*","*","*"
"Canton School District","Asian","*","*","*","*","*","*","*"
"Canton School District","Two or More Races","*","*","*","*","*","*","*"
"Canton School District","White",128,123,96.1,"*","*","*","*"
"Capitol Region Education Council","All Students",343,293,85.4,14,4.1,36,10.5
"Capitol Region Education Council","Black",131,120,91.6,"*","*",10,7.6
"Capitol Region Education Council","Eligible For Free Lunch",140,119,85.0,"*","*",20,14.3
"Capitol Region Education Council","Eligible For Lunch",199,174,87.4,"*","*",24,12.1
"Capitol Region Education Council","Eligible For Reduced Lunch",59,55,93.2,"*","*","*","*"
"Capitol Region Education Council","Female",205,183,89.3,"*","*",18,8.8
"Capitol Region Education Council","High Needs",223,182,81.6,14,6.3,27,12.1
"Capitol Region Education Council","Hispanic",83,67,80.7,"*","*",13,15.7
"Capitol Region Education Council","Indian or Alaska Native","*","*","*","*","*","*","*"
"Capitol Region Education Council","Male",138,110,79.7,10,7.2,18,13.0
"Capitol Region Education Council","Non-ELL",341,291,85.3,14,4.1,36,10.6
"Capitol Region Education Council","Non-High Needs",120,111,92.5,"*","*",9,7.5
"Capitol Region Education Council","Non-Hispanic",260,226,86.9,11,4.2,23,8.8
"Capitol Region Education Council","Non-Special Education",293,268,91.5,"*","*",25,8.5
"Capitol Region Education Council","Not Eligible For Lunch",144,119,82.6,13,9.0,12,8.3
"Capitol Region Education Council","Special Education",50,25,50.0,14,28.0,11,22.0
"Capitol Region Education Council","Asian",14,12,85.7,"*","*","*","*"
"Capitol Region Education Council","ELL","*","*","*","*","*","*","*"
"Capitol Region Education Council","Two or More Races",6,6,100.0,"*","*","*","*"
"Capitol Region Education Council","White",105,85,81.0,10,9.5,10,9.5
"Cheshire School District","All Students",389,378,97.2,"*","*",6,1.5
"Cheshire School District","Black","*","*","*","*","*","*","*"
"Cheshire School District","Eligible For Free Lunch",30,26,86.7,"*","*","*","*"
"Cheshire School District","Eligible For Lunch",43,39,90.7,"*","*","*","*"
"Cheshire School District","Eligible For Reduced Lunch",13,13,100.0,"*","*","*","*"
"Cheshire School District","Female",193,189,97.9,"*","*","*","*"
"Cheshire School District","High Needs",91,80,87.9,"*","*",6,6.6
"Cheshire School District","Hispanic",14,13,92.9,"*","*","*","*"
"Cheshire School District","Male",196,189,96.4,"*","*","*","*"
"Cheshire School District","Non-ELL",385,374,97.1,"*","*",6,1.6
"Cheshire School District","Non-High Needs",298,298,100.0,"*","*","*","*"
"Cheshire School District","Non-Hispanic",375,365,97.3,"*","*","*","*"
"Cheshire School District","Non-Special Education",334,334,100.0,"*","*","*","*"
"Cheshire School District","Not Eligible For Lunch",346,339,98.0,"*","*","*","*"
"Cheshire School District","Special Education",55,44,80.0,"*","*",6,10.9
"Cheshire School District","Asian",31,31,100.0,"*","*","*","*"
"Cheshire School District","ELL","*","*","*","*","*","*","*"
"Cheshire School District","White",337,327,97.0,"*","*","*","*"
"Clinton School District","All Students",130,124,95.4,"*","*","*","*"
"Clinton School District","Black","*","*","*","*","*","*","*"
"Clinton School District","Eligible For Free Lunch",14,13,92.9,"*","*","*","*"
"Clinton School District","Eligible For Lunch",20,18,90.0,"*","*","*","*"
"Clinton School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Clinton School District","Female",58,56,96.6,"*","*","*","*"
"Clinton School District","High Needs",28,25,89.3,"*","*","*","*"
"Clinton School District","Hispanic",10,9,90.0,"*","*","*","*"
"Clinton School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Clinton School District","Male",72,68,94.4,"*","*","*","*"
"Clinton School District","Non-ELL",129,123,95.3,"*","*","*","*"
"Clinton School District","Non-High Needs",102,99,97.1,"*","*","*","*"
"Clinton School District","Non-Hispanic",120,115,95.8,"*","*","*","*"
"Clinton School District","Non-Special Education",120,116,96.7,"*","*","*","*"
"Clinton School District","Not Eligible For Lunch",110,106,96.4,"*","*","*","*"
"Clinton School District","Special Education",10,8,80.0,"*","*","*","*"
"Clinton School District","Asian","*","*","*","*","*","*","*"
"Clinton School District","ELL","*","*","*","*","*","*","*"
"Clinton School District","Two or More Races","*","*","*","*","*","*","*"
"Clinton School District","White",109,106,97.2,"*","*","*","*"
"Clinton School District","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Colchester School District","All Students",248,241,97.2,"*","*",6,2.4
"Colchester School District","Black",10,10,100.0,"*","*","*","*"
"Colchester School District","Eligible For Free Lunch",27,26,96.3,"*","*","*","*"
"Colchester School District","Eligible For Lunch",34,33,97.1,"*","*","*","*"
"Colchester School District","Eligible For Reduced Lunch",7,7,100.0,"*","*","*","*"
"Colchester School District","Female",140,137,97.9,"*","*","*","*"
"Colchester School District","High Needs",58,52,89.7,"*","*","*","*"
"Colchester School District","Hispanic",12,12,100.0,"*","*","*","*"
"Colchester School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Colchester School District","Male",108,104,96.3,"*","*","*","*"
"Colchester School District","Non-ELL",247,241,97.6,"*","*","*","*"
"Colchester School District","Non-High Needs",190,189,99.5,"*","*","*","*"
"Colchester School District","Non-Hispanic",236,229,97.0,"*","*",6,2.5
"Colchester School District","Non-Special Education",220,217,98.6,"*","*","*","*"
"Colchester School District","Not Eligible For Lunch",214,208,97.2,"*","*","*","*"
"Colchester School District","Special Education",28,24,85.7,"*","*","*","*"
"Colchester School District","Asian",6,"*","*","*","*","*","*"
"Colchester School District","ELL","*","*","*","*","*","*","*"
"Colchester School District","Two or More Races","*","*","*","*","*","*","*"
"Colchester School District","White",217,211,97.2,"*","*","*","*"
"Common Ground High School District","All Students",29,26,89.7,"*","*","*","*"
"Common Ground High School District","Black",9,9,100.0,"*","*","*","*"
"Common Ground High School District","Eligible For Free Lunch",18,15,83.3,"*","*","*","*"
"Common Ground High School District","Eligible For Lunch",22,19,86.4,"*","*","*","*"
"Common Ground High School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Common Ground High School District","Female",15,14,93.3,"*","*","*","*"
"Common Ground High School District","High Needs",22,19,86.4,"*","*","*","*"
"Common Ground High School District","Hispanic",13,12,92.3,"*","*","*","*"
"Common Ground High School District","Male",14,12,85.7,"*","*","*","*"
"Common Ground High School District","Non-ELL",29,26,89.7,"*","*","*","*"
"Common Ground High School District","Non-High Needs",7,7,100.0,"*","*","*","*"
"Common Ground High School District","Non-Hispanic",16,14,87.5,"*","*","*","*"
"Common Ground High School District","Non-Special Education",27,24,88.9,"*","*","*","*"
"Common Ground High School District","Not Eligible For Lunch",7,7,100.0,"*","*","*","*"
"Common Ground High School District","Special Education","*","*","*","*","*","*","*"
"Common Ground High School District","Two or More Races","*","*","*","*","*","*","*"
"Common Ground High School District","White",6,"*","*","*","*","*","*"
"Connecticut Technical High School System","All Students",2418,2335,96.6,17,0.7,66,2.7
"Connecticut Technical High School System","Black",360,350,97.2,"*","*",7,1.9
"Connecticut Technical High School System","Eligible For Free Lunch",1065,1018,95.6,9,0.8,38,3.6
"Connecticut Technical High School System","Eligible For Lunch",1378,1322,95.9,11,0.8,45,3.3
"Connecticut Technical High School System","Eligible For Reduced Lunch",313,304,97.1,"*","*",7,2.2
"Connecticut Technical High School System","Female",903,868,96.1,8,0.9,27,3.0
"Connecticut Technical High School System","High Needs",1521,1459,95.9,12,0.8,50,3.3
"Connecticut Technical High School System","Hispanic",716,676,94.4,8,1.1,32,4.5
"Connecticut Technical High School System","Indian or Alaska Native","*","*","*","*","*","*","*"
"Connecticut Technical High School System","Male",1515,1467,96.8,9,0.6,39,2.6
"Connecticut Technical High School System","Non-ELL",2381,2298,96.5,17,0.7,66,2.8
"Connecticut Technical High School System","Non-High Needs",897,876,97.7,"*","*",16,1.8
"Connecticut Technical High School System","Non-Hispanic",1702,1659,97.5,9,0.5,34,2.0
"Connecticut Technical High School System","Non-Special Education",2237,2161,96.6,16,0.7,60,2.7
"Connecticut Technical High School System","Not Eligible For Lunch",1040,1013,97.4,6,0.6,21,2.0
"Connecticut Technical High School System","Special Education",181,174,96.1,"*","*",6,3.3
"Connecticut Technical High School System","Asian",24,24,100.0,"*","*","*","*"
"Connecticut Technical High School System","ELL",37,37,100.0,"*","*","*","*"
"Connecticut Technical High School System","Two or More Races",31,31,100.0,"*","*","*","*"
"Connecticut Technical High School System","White",1270,1238,97.5,6,0.5,26,2.0
"Connecticut Technical High School System","Hawaiian or Pacific Islander","*","*","*","*","*","*","*"
"Coventry School District","All Students",132,129,97.7,"*","*","*","*"
"Coventry School District","Black","*","*","*","*","*","*","*"
"Coventry School District","Eligible For Free Lunch",17,14,82.4,"*","*","*","*"
"Coventry School District","Eligible For Lunch",18,15,83.3,"*","*","*","*"
"Coventry School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Coventry School District","Female",69,69,100.0,"*","*","*","*"
"Coventry School District","High Needs",34,31,91.2,"*","*","*","*"
"Coventry School District","Hispanic","*","*","*","*","*","*","*"
"Coventry School District","Male",63,60,95.2,"*","*","*","*"
"Coventry School District","Non-ELL",132,129,97.7,"*","*","*","*"
"Coventry School District","Non-High Needs",98,98,100.0,"*","*","*","*"
"Coventry School District","Non-Hispanic",127,124,97.6,"*","*","*","*"
"Coventry School District","Non-Special Education",110,109,99.1,"*","*","*","*"
"Coventry School District","Not Eligible For Lunch",114,114,100.0,"*","*","*","*"
"Coventry School District","Special Education",22,20,90.9,"*","*","*","*"
"Coventry School District","Asian","*","*","*","*","*","*","*"
"Coventry School District","Two or More Races","*","*","*","*","*","*","*"
"Coventry School District","White",122,119,97.5,"*","*","*","*"
"Cromwell School District","All Students",135,123,91.1,8,5.9,"*","*"
"Cromwell School District","Black",11,10,90.9,"*","*","*","*"
"Cromwell School District","Eligible For Free Lunch",17,14,82.4,"*","*","*","*"
"Cromwell School District","Eligible For Lunch",29,24,82.8,"*","*","*","*"
"Cromwell School District","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Cromwell School District","Female",73,68,93.2,"*","*","*","*"
"Cromwell School District","High Needs",38,26,68.4,8,21.1,"*","*"
"Cromwell School District","Hispanic",11,11,100.0,"*","*","*","*"
"Cromwell School District","Male",62,55,88.7,"*","*","*","*"
"Cromwell School District","Non-ELL",134,122,91.0,8,6.0,"*","*"
"Cromwell School District","Non-High Needs",97,97,100.0,"*","*","*","*"
"Cromwell School District","Non-Hispanic",124,112,90.3,8,6.5,"*","*"
"Cromwell School District","Non-Special Education",124,121,97.6,"*","*","*","*"
"Cromwell School District","Not Eligible For Lunch",106,99,93.4,7,6.6,"*","*"
"Cromwell School District","Special Education",11,"*","*",8,72.7,"*","*"
"Cromwell School District","Asian","*","*","*","*","*","*","*"
"Cromwell School District","ELL","*","*","*","*","*","*","*"
"Cromwell School District","Two or More Races","*","*","*","*","*","*","*"
"Cromwell School District","White",109,98,89.9,7,6.4,"*","*"
"Danbury School District","All Students",748,629,84.1,28,3.7,91,12.2
"Danbury School District","Black",88,71,80.7,"*","*",13,14.8
"Danbury School District","Eligible For Free Lunch",268,202,75.4,12,4.5,54,20.1
"Danbury School District","Eligible For Lunch",381,298,78.2,17,4.5,66,17.3
"Danbury School District","Eligible For Reduced Lunch",113,96,85.0,"*","*",12,10.6
"Danbury School District","Female",367,314,85.6,8,2.2,45,12.3
"Danbury School District","High Needs",441,336,76.2,26,5.9,79,17.9
"Danbury School District","Hispanic",256,190,74.2,14,5.5,52,20.3
"Danbury School District","Male",381,315,82.7,20,5.2,46,12.1
"Danbury School District","Non-ELL",664,580,87.3,20,3.0,64,9.6
"Danbury School District","Non-High Needs",307,293,95.4,"*","*",12,3.9
"Danbury School District","Non-Hispanic",492,439,89.2,14,2.8,39,7.9
"Danbury School District","Non-Special Education",669,576,86.1,15,2.2,78,11.7
"Danbury School District","Not Eligible For Lunch",367,331,90.2,11,3.0,25,6.8
"Danbury School District","Special Education",79,53,67.1,13,16.5,13,16.5
"Danbury School District","Asian",71,65,91.5,"*","*","*","*"
"Danbury School District","ELL",84,49,58.3,8,9.5,27,32.1
"Danbury School District","Two or More Races",8,8,100.0,"*","*","*","*"
"Danbury School District","White",325,295,90.8,8,2.5,22,6.8
"Darien School District","All Students",336,327,97.3,6,1.8,"*","*"
"Darien School District","Black","*","*","*","*","*","*","*"
"Darien School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Darien School District","Eligible For Lunch",6,6,100.0,"*","*","*","*"
"Darien School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Darien School District","Female",167,165,98.8,"*","*","*","*"
"Darien School District","High Needs",64,57,89.1,6,9.4,"*","*"
"Darien School District","Hispanic",17,17,100.0,"*","*","*","*"
"Darien School District","Male",169,162,95.9,"*","*","*","*"
"Darien School District","Non-ELL",335,326,97.3,6,1.8,"*","*"
"Darien School District","Non-High Needs",272,270,99.3,"*","*","*","*"
"Darien School District","Non-Hispanic",319,310,97.2,6,1.9,"*","*"
"Darien School District","Non-Special Education",278,276,99.3,"*","*","*","*"
