"Five-Year Graduation Rates, 2013-14"
"All Districts, Gender"

"",,,"Graduates",,"Non-Graduates",,,
"Explorations District","Male",17,13,76.5,"*","*","*","*"
"Fairfield School District","Female",371,362,97.6,"*","*","*","*"
"Fairfield School District","Male",356,332,93.3,"*","*","*","*"
"Farmington School District","Female",154,149,96.8,"*","*","*","*"
"Farmington School District","Male",186,184,98.9,"*","*","*","*"
"Glastonbury School District","Female",309,298,96.4,"*","*","*","*"
"Glastonbury School District","Male",275,268,97.5,"*","*","*","*"
"Granby School District","Female",101,98,97.0,"*","*","*","*"
"Granby School District","Male",100,96,96.0,"*","*","*","*"
"Greenwich School District","Female",333,324,97.3,"*","*","*","*"
"Greenwich School District","Male",334,327,97.9,"*","*","*","*"
"Griswold School District","Female",86,80,93.0,"*","*",6,7.0
"Griswold School District","Male",84,69,82.1,"*","*",12,14.3
"Groton School District","Female",153,138,90.2,"*","*",14,9.2
"Groton School District","Male",164,133,81.1,"*","*",26,15.9
"Guilford School District","Female",143,142,99.3,"*","*","*","*"
"Guilford School District","Male",141,128,90.8,"*","*","*","*"
"Hamden School District","Female",212,201,94.8,"*","*",6,2.8
"Hamden School District","Male",245,217,88.6,"*","*",16,6.5
"Hartford School District","Female",660,531,80.5,20,3.0,109,16.5
"Hartford School District","Male",690,517,74.9,44,6.4,129,18.7
"Killingly School District","Female",110,99,90.0,"*","*",10,9.1
"Killingly School District","Male",107,84,78.5,"*","*",20,18.7
"Learn","Female",91,84,92.3,"*","*","*","*"
"Learn","Male",62,60,96.8,"*","*","*","*"
"Lebanon School District","Female",63,61,96.8,"*","*","*","*"
"Lebanon School District","Male",42,38,90.5,"*","*","*","*"
"Ledyard School District","Female",121,118,97.5,"*","*","*","*"
"Ledyard School District","Male",123,115,93.5,"*","*","*","*"
"Lisbon School District","Female","*","*","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*","*","*"
"Litchfield School District","Female",34,33,97.1,"*","*","*","*"
"Litchfield School District","Male",34,31,91.2,"*","*","*","*"
"Madison School District","Female",166,164,98.8,"*","*","*","*"
"Madison School District","Male",154,150,97.4,"*","*","*","*"
"Manchester School District","Female",224,195,87.1,9,4.0,20,8.9
"Manchester School District","Male",230,193,83.9,7,3.0,30,13.0
"Meriden School District","Female",284,237,83.5,"*","*",43,15.1
"Meriden School District","Male",322,251,78.0,"*","*",62,19.3
"Middletown School District","Female",168,153,91.1,"*","*",13,7.7
"Middletown School District","Male",161,132,82.0,"*","*",15,9.3
"Milford School District","Female",251,243,96.8,"*","*",8,3.2
"Milford School District","Male",253,235,92.9,"*","*",11,4.3
"Monroe School District","Female",153,149,97.4,"*","*","*","*"
"Monroe School District","Male",146,144,98.6,"*","*","*","*"
"Montville School District","Female",104,95,91.3,"*","*",9,8.7
"Montville School District","Male",88,80,90.9,"*","*",7,8.0
"Naugatuck School District","Female",168,150,89.3,"*","*",18,10.7
"Naugatuck School District","Male",164,130,79.3,"*","*",26,15.9
"New Britain School District","Female",325,243,74.8,14,4.3,68,20.9
"New Britain School District","Male",319,227,71.2,17,5.3,75,23.5
"New Canaan School District","Female",171,169,98.8,"*","*","*","*"
"New Canaan School District","Male",141,140,99.3,"*","*","*","*"
"New Fairfield School District","Female",113,111,98.2,"*","*","*","*"
"New Fairfield School District","Male",127,122,96.1,"*","*","*","*"
"New Haven School District","Female",688,567,82.4,16,2.3,105,15.3
"New Haven School District","Male",607,462,76.1,26,4.3,119,19.6
"New London School District","Female",98,81,82.7,"*","*",13,13.3
"New London School District","Male",126,93,73.8,"*","*",30,23.8
"New Milford School District","Female",203,193,95.1,"*","*",8,3.9
"New Milford School District","Male",178,158,88.8,"*","*",15,8.4
"Newington School District","Female",189,181,95.8,"*","*","*","*"
"Newington School District","Male",177,165,93.2,"*","*","*","*"
"Newtown School District","Female",206,203,98.5,"*","*","*","*"
"Newtown School District","Male",217,211,97.2,"*","*","*","*"
"North Branford School District","Female",64,60,93.8,"*","*","*","*"
"North Branford School District","Male",85,77,90.6,"*","*","*","*"
"North Haven School District","Female",156,143,91.7,"*","*",11,7.1
"North Haven School District","Male",161,144,89.4,"*","*",11,6.8
"North Stonington School District","Female",24,24,100.0,"*","*","*","*"
"North Stonington School District","Male",32,30,93.8,"*","*","*","*"
"Norwalk School District","Female",409,359,87.8,24,5.9,26,6.4
"Norwalk School District","Male",409,346,84.6,26,6.4,37,9.0
"Norwich Free Academy District","Female",339,308,90.9,"*","*",28,8.3
"Norwich Free Academy District","Male",266,229,86.1,"*","*",36,13.5
"Old Saybrook School District","Female",65,60,92.3,"*","*","*","*"
"Old Saybrook School District","Male",72,67,93.1,"*","*","*","*"
"Oxford School District","Female",88,86,97.7,"*","*","*","*"
"Oxford School District","Male",86,82,95.3,"*","*","*","*"
"Plainfield School District","Female",91,82,90.1,"*","*",6,6.6
"Plainfield School District","Male",80,68,85.0,"*","*",9,11.3
"Plainville School District","Female",93,84,90.3,"*","*","*","*"
"Plainville School District","Male",84,77,91.7,"*","*","*","*"
"Plymouth School District","Female",60,51,85.0,"*","*","*","*"
"Plymouth School District","Male",78,71,91.0,"*","*","*","*"
"Portland School District","Female",51,49,96.1,"*","*","*","*"
"Portland School District","Male",62,58,93.5,"*","*","*","*"
"Putnam School District","Female",29,27,93.1,"*","*","*","*"
"Putnam School District","Male",38,33,86.8,"*","*","*","*"
"Regional School District 01","Female",61,59,96.7,"*","*","*","*"
"Regional School District 01","Male",60,54,90.0,"*","*","*","*"
"Regional School District 04","Female",73,71,97.3,"*","*","*","*"
"Regional School District 04","Male",63,62,98.4,"*","*","*","*"
"Regional School District 05","Female",191,186,97.4,"*","*","*","*"
"Regional School District 05","Male",228,221,96.9,"*","*","*","*"
"Regional School District 06","Female",45,42,93.3,"*","*","*","*"
"Regional School District 06","Male",49,46,93.9,"*","*","*","*"
"Regional School District 07","Female",115,108,93.9,"*","*","*","*"
"Regional School District 07","Male",100,91,91.0,"*","*","*","*"
"Regional School District 08","Female",145,139,95.9,"*","*","*","*"
"Regional School District 08","Male",151,144,95.4,"*","*","*","*"
"Regional School District 09","Female",140,135,96.4,"*","*","*","*"
"Regional School District 09","Male",112,111,99.1,"*","*","*","*"
"Regional School District 10","Female",113,110,97.3,"*","*","*","*"
"Regional School District 10","Male",103,97,94.2,"*","*","*","*"
"Regional School District 11","Female",22,21,95.5,"*","*","*","*"
"Regional School District 11","Male",18,18,100.0,"*","*","*","*"
"Regional School District 12","Female",39,38,97.4,"*","*","*","*"
"Regional School District 12","Male",42,39,92.9,"*","*","*","*"
"Regional School District 13","Female",72,71,98.6,"*","*","*","*"
"Regional School District 13","Male",64,57,89.1,"*","*","*","*"
"Regional School District 14","Female",123,123,100.0,"*","*","*","*"
"Regional School District 14","Male",87,82,94.3,"*","*","*","*"
"Regional School District 15","Female",149,146,98.0,"*","*","*","*"
"Regional School District 15","Male",180,176,97.8,"*","*","*","*"
"Regional School District 16","Female",97,94,96.9,"*","*","*","*"
"Regional School District 16","Male",84,80,95.2,"*","*","*","*"
"Regional School District 17","Female",71,71,100.0,"*","*","*","*"
"Regional School District 17","Male",82,80,97.6,"*","*","*","*"
"Regional School District 18","Female",54,52,96.3,"*","*","*","*"
"Regional School District 18","Male",53,53,100.0,"*","*","*","*"
"Regional School District 19","Female",156,149,95.5,"*","*","*","*"
"Regional School District 19","Male",135,130,96.3,"*","*","*","*"
"Ridgefield School District","Female",228,224,98.2,"*","*","*","*"
"Ridgefield School District","Male",230,225,97.8,"*","*","*","*"
"Rocky Hill School District","Female",97,95,97.9,"*","*","*","*"
"Rocky Hill School District","Male",84,75,89.3,"*","*","*","*"
"Seymour School District","Female",71,64,90.1,"*","*","*","*"
"Seymour School District","Male",65,58,89.2,"*","*","*","*"
"Shelton School District","Female",191,181,94.8,"*","*","*","*"
"Shelton School District","Male",178,163,91.6,"*","*","*","*"
"Simsbury School District","Female",192,183,95.3,"*","*","*","*"
"Simsbury School District","Male",214,200,93.5,"*","*","*","*"
"Somers School District","Female",74,73,98.6,"*","*","*","*"
"Somers School District","Male",56,54,96.4,"*","*","*","*"
"South Windsor School District","Female",169,163,96.4,"*","*","*","*"
"South Windsor School District","Male",177,169,95.5,"*","*","*","*"
"Southington School District","Female",263,254,96.6,"*","*","*","*"
"Southington School District","Male",248,236,95.2,"*","*","*","*"
"Stafford School District","Female",65,64,98.5,"*","*","*","*"
"Stafford School District","Male",76,70,92.1,"*","*","*","*"
"Stamford Academy District","Female",30,12,40.0,6,20.0,12,40.0
"Stamford Academy District","Male",25,10,40.0,8,32.0,7,28.0
"Stamford School District","Female",572,539,94.2,6,1.0,27,4.7
"Stamford School District","Male",620,568,91.6,14,2.3,38,6.1
"Stonington School District","Female",92,90,97.8,"*","*","*","*"
"Stonington School District","Male",85,77,90.6,"*","*","*","*"
"Stratford School District","Female",299,289,96.7,"*","*",7,2.3
"Stratford School District","Male",344,320,93.0,"*","*",18,5.2
"Suffield School District","Female",116,114,98.3,"*","*","*","*"
"Suffield School District","Male",98,91,92.9,"*","*","*","*"
"The Bridge Academy District","Female",24,23,95.8,"*","*","*","*"
"The Bridge Academy District","Male",10,9,90.0,"*","*","*","*"
"The Gilbert School District","Female",43,39,90.7,"*","*","*","*"
"The Gilbert School District","Male",46,42,91.3,"*","*","*","*"
"Thomaston School District","Female",39,35,89.7,"*","*","*","*"
"Thomaston School District","Male",33,32,97.0,"*","*","*","*"
"Thompson School District","Female",42,41,97.6,"*","*","*","*"
"Thompson School District","Male",43,37,86.0,"*","*","*","*"
"Tolland School District","Female",113,107,94.7,"*","*","*","*"
"Tolland School District","Male",115,104,90.4,"*","*","*","*"
"Torrington School District","Female",125,113,90.4,"*","*",11,8.8
"Torrington School District","Male",140,123,87.9,"*","*",14,10.0
"Trumbull School District","Female",286,281,98.3,"*","*","*","*"
"Trumbull School District","Male",269,255,94.8,"*","*","*","*"
"Unified School District #1","Female",30,"*","*",6,20.0,23,76.7
"Unified School District #1","Male",393,"*","*",104,26.5,286,72.8
"Unified School District #2","Female",10,"*","*","*","*",7,70.0
"Unified School District #2","Male",34,"*","*","*","*",14,41.2
"Vernon School District","Female",140,125,89.3,"*","*",14,10.0
"Vernon School District","Male",155,129,83.2,"*","*",19,12.3
"Wallingford School District","Female",261,245,93.9,"*","*",12,4.6
"Wallingford School District","Male",224,205,91.5,"*","*",15,6.7
"Waterbury School District","Female",630,468,74.3,10,1.6,152,24.1
"Waterbury School District","Male",713,489,68.6,15,2.1,209,29.3
"Waterford School District","Female",89,87,97.8,"*","*","*","*"
"Waterford School District","Male",113,101,89.4,"*","*","*","*"
"Watertown School District","Female",124,118,95.2,"*","*","*","*"
"Watertown School District","Male",104,97,93.3,"*","*","*","*"
"West Hartford School District","Female",349,335,96.0,"*","*",9,2.6
"West Hartford School District","Male",391,372,95.1,"*","*",9,2.3
"West Haven School District","Female",204,167,81.9,"*","*",28,13.7
"West Haven School District","Male",216,160,74.1,"*","*",51,23.6
"Westbrook School District","Female",37,37,100.0,"*","*","*","*"
"Westbrook School District","Male",35,32,91.4,"*","*","*","*"
"Weston School District","Female",89,86,96.6,"*","*","*","*"
"Weston School District","Male",91,89,97.8,"*","*","*","*"
"Westport School District","Female",210,210,100.0,"*","*","*","*"
"Westport School District","Male",240,235,97.9,"*","*","*","*"
"Wethersfield School District","Female",136,126,92.6,"*","*","*","*"
"Wethersfield School District","Male",168,162,96.4,"*","*","*","*"
"Wilton School District","Female",146,146,100.0,"*","*","*","*"
"Wilton School District","Male",155,150,96.8,"*","*","*","*"
"Windham School District","Female",83,70,84.3,"*","*",11,13.3
"Windham School District","Male",85,67,78.8,"*","*",15,17.6
"Windsor Locks School District","Female",66,65,98.5,"*","*","*","*"
"Windsor Locks School District","Male",71,64,90.1,"*","*","*","*"
"Windsor School District","Female",138,132,95.7,"*","*","*","*"
"Windsor School District","Male",158,144,91.1,"*","*","*","*"
"Wolcott School District","Female",120,117,97.5,"*","*","*","*"
"Wolcott School District","Male",122,116,95.1,"*","*","*","*"
"Woodstock Academy District","Female",127,125,98.4,"*","*","*","*"
"Woodstock Academy District","Male",148,144,97.3,"*","*","*","*"

