"Five-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,"Graduates",,"Non-Graduates",,,
"Canton School District","Non-Special Education",103,99,96.1,"*","*","*","*"
"Canton School District","Not Eligible For Lunch",119,113,95.0,"*","*","*","*"
"Canton School District","Asian","*","*","*","*","*","*","*"
"Canton School District","ELL","*","*","*","*","*","*","*"
"Canton School District","Special Education",17,15,88.2,"*","*","*","*"
"Canton School District","White",111,105,94.6,"*","*","*","*"
"Capitol Region Education Council","All Students",301,261,86.7,"*","*",36,12.0
"Capitol Region Education Council","Black",134,119,88.8,"*","*",14,10.4
"Capitol Region Education Council","Eligible For Free Lunch",110,90,81.8,"*","*",16,14.5
"Capitol Region Education Council","Eligible For Lunch",122,101,82.8,"*","*",17,13.9
"Capitol Region Education Council","Eligible For Reduced Lunch",12,11,91.7,"*","*","*","*"
"Capitol Region Education Council","Female",172,152,88.4,"*","*",20,11.6
"Capitol Region Education Council","High Needs",128,106,82.8,"*","*",18,14.1
"Capitol Region Education Council","Hispanic",60,46,76.7,"*","*",13,21.7
"Capitol Region Education Council","Male",129,109,84.5,"*","*",16,12.4
"Capitol Region Education Council","Non-ELL",295,257,87.1,"*","*",34,11.5
"Capitol Region Education Council","Non-High Needs",173,155,89.6,"*","*",18,10.4
"Capitol Region Education Council","Non-Hispanic",241,215,89.2,"*","*",23,9.5
"Capitol Region Education Council","Non-Special Education",273,242,88.6,"*","*",31,11.4
"Capitol Region Education Council","Not Eligible For Lunch",179,160,89.4,"*","*",19,10.6
"Capitol Region Education Council","Asian",13,"*","*","*","*","*","*"
"Capitol Region Education Council","ELL",6,"*","*","*","*","*","*"
"Capitol Region Education Council","Special Education",28,19,67.9,"*","*","*","*"
"Capitol Region Education Council","White",94,86,91.5,"*","*",6,6.4
"Cheshire School District","All Students",375,364,97.1,"*","*",7,1.9
"Cheshire School District","Black",14,13,92.9,"*","*","*","*"
"Cheshire School District","Eligible For Free Lunch",9,9,100.0,"*","*","*","*"
"Cheshire School District","Eligible For Lunch",18,17,94.4,"*","*","*","*"
"Cheshire School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Cheshire School District","Female",164,162,98.8,"*","*","*","*"
"Cheshire School District","High Needs",55,48,87.3,"*","*","*","*"
"Cheshire School District","Hispanic",14,14,100.0,"*","*","*","*"
"Cheshire School District","Male",211,202,95.7,"*","*",6,2.8
"Cheshire School District","Non-ELL",374,363,97.1,"*","*",7,1.9
"Cheshire School District","Non-High Needs",320,316,98.8,"*","*","*","*"
"Cheshire School District","Non-Hispanic",361,350,97.0,"*","*",7,1.9
"Cheshire School District","Non-Special Education",334,330,98.8,"*","*","*","*"
"Cheshire School District","Not Eligible For Lunch",357,347,97.2,"*","*",7,2.0
"Cheshire School District","Asian",24,24,100.0,"*","*","*","*"
"Cheshire School District","ELL","*","*","*","*","*","*","*"
"Cheshire School District","Special Education",41,34,82.9,"*","*","*","*"
"Cheshire School District","White",323,313,96.9,"*","*",6,1.9
"Clinton School District","All Students",145,138,95.2,"*","*",6,4.1
"Clinton School District","Black","*","*","*","*","*","*","*"
"Clinton School District","Eligible For Free Lunch",6,"*","*","*","*","*","*"
"Clinton School District","Eligible For Lunch",15,14,93.3,"*","*","*","*"
"Clinton School District","Eligible For Reduced Lunch",9,9,100.0,"*","*","*","*"
"Clinton School District","Female",78,76,97.4,"*","*","*","*"
"Clinton School District","High Needs",35,33,94.3,"*","*","*","*"
"Clinton School District","Hispanic",12,12,100.0,"*","*","*","*"
"Clinton School District","Male",67,62,92.5,"*","*","*","*"
"Clinton School District","Non-ELL",143,136,95.1,"*","*",6,4.2
"Clinton School District","Non-High Needs",110,105,95.5,"*","*","*","*"
"Clinton School District","Non-Hispanic",133,126,94.7,"*","*",6,4.5
"Clinton School District","Non-Special Education",126,120,95.2,"*","*",6,4.8
"Clinton School District","Not Eligible For Lunch",130,124,95.4,"*","*","*","*"
"Clinton School District","Asian","*","*","*","*","*","*","*"
"Clinton School District","ELL","*","*","*","*","*","*","*"
"Clinton School District","Special Education",19,18,94.7,"*","*","*","*"
"Clinton School District","White",126,119,94.4,"*","*",6,4.8
"Colchester School District","All Students",251,238,94.8,"*","*",8,3.2
"Colchester School District","Black",7,6,85.7,"*","*","*","*"
"Colchester School District","Eligible For Free Lunch",16,13,81.3,"*","*","*","*"
"Colchester School District","Eligible For Lunch",19,16,84.2,"*","*","*","*"
"Colchester School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Colchester School District","Female",122,119,97.5,"*","*","*","*"
"Colchester School District","High Needs",43,38,88.4,"*","*","*","*"
"Colchester School District","Hispanic",7,7,100.0,"*","*","*","*"
"Colchester School District","Male",129,119,92.2,"*","*","*","*"
"Colchester School District","Non-ELL",249,236,94.8,"*","*",8,3.2
"Colchester School District","Non-High Needs",208,200,96.2,"*","*","*","*"
"Colchester School District","Non-Hispanic",244,231,94.7,"*","*",8,3.3
"Colchester School District","Non-Special Education",224,214,95.5,"*","*",6,2.7
"Colchester School District","Not Eligible For Lunch",232,222,95.7,"*","*",6,2.6
"Colchester School District","Asian","*","*","*","*","*","*","*"
"Colchester School District","ELL","*","*","*","*","*","*","*"
"Colchester School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Colchester School District","Special Education",27,24,88.9,"*","*","*","*"
"Colchester School District","White",231,220,95.2,"*","*",6,2.6
"Common Ground High School District","All Students",38,33,86.8,"*","*","*","*"
"Common Ground High School District","Black",19,17,89.5,"*","*","*","*"
"Common Ground High School District","Eligible For Free Lunch",19,15,78.9,"*","*","*","*"
"Common Ground High School District","Eligible For Lunch",24,19,79.2,"*","*","*","*"
"Common Ground High School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Common Ground High School District","Female",21,19,90.5,"*","*","*","*"
"Common Ground High School District","High Needs",27,22,81.5,"*","*","*","*"
"Common Ground High School District","Hispanic",12,9,75.0,"*","*","*","*"
"Common Ground High School District","Male",17,14,82.4,"*","*","*","*"
"Common Ground High School District","Non-ELL",38,33,86.8,"*","*","*","*"
"Common Ground High School District","Non-High Needs",11,11,100.0,"*","*","*","*"
"Common Ground High School District","Non-Hispanic",26,24,92.3,"*","*","*","*"
"Common Ground High School District","Non-Special Education",30,27,90.0,"*","*","*","*"
"Common Ground High School District","Not Eligible For Lunch",14,14,100.0,"*","*","*","*"
"Common Ground High School District","Special Education",8,"*","*","*","*","*","*"
"Common Ground High School District","White","*","*","*","*","*","*","*"
"Connecticut Technical High School System","All Students",2332,2198,94.3,"*","*",133,5.7
"Connecticut Technical High School System","Black",302,288,95.4,"*","*",14,4.6
"Connecticut Technical High School System","Eligible For Free Lunch",234,207,88.5,"*","*",27,11.5
"Connecticut Technical High School System","Eligible For Lunch",249,219,88.0,"*","*",30,12.0
"Connecticut Technical High School System","Eligible For Reduced Lunch",15,12,80.0,"*","*","*","*"
"Connecticut Technical High School System","Female",833,776,93.2,"*","*",57,6.8
"Connecticut Technical High School System","High Needs",482,435,90.2,"*","*",47,9.8
"Connecticut Technical High School System","Hispanic",616,568,92.2,"*","*",48,7.8
"Connecticut Technical High School System","Male",1499,1422,94.9,"*","*",76,5.1
"Connecticut Technical High School System","Non-ELL",2258,2134,94.5,"*","*",123,5.4
"Connecticut Technical High School System","Non-High Needs",1850,1763,95.3,"*","*",86,4.6
"Connecticut Technical High School System","Non-Hispanic",1716,1630,95.0,"*","*",85,5.0
"Connecticut Technical High School System","Non-Special Education",2148,2023,94.2,"*","*",124,5.8
"Connecticut Technical High School System","Not Eligible For Lunch",2083,1979,95.0,"*","*",103,4.9
"Connecticut Technical High School System","Asian",17,17,100.0,"*","*","*","*"
"Connecticut Technical High School System","ELL",74,64,86.5,"*","*",10,13.5
"Connecticut Technical High School System","Indian or Alaska Native",15,14,93.3,"*","*","*","*"
"Connecticut Technical High School System","Special Education",184,175,95.1,"*","*",9,4.9
"Connecticut Technical High School System","White",1382,1311,94.9,"*","*",70,5.1
"Coventry School District","All Students",153,140,91.5,"*","*",9,5.9
"Coventry School District","Black","*","*","*","*","*","*","*"
"Coventry School District","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Coventry School District","Eligible For Lunch",16,15,93.8,"*","*","*","*"
"Coventry School District","Eligible For Reduced Lunch",6,6,100.0,"*","*","*","*"
"Coventry School District","Female",86,80,93.0,"*","*","*","*"
"Coventry School District","High Needs",28,21,75.0,"*","*","*","*"
"Coventry School District","Hispanic","*","*","*","*","*","*","*"
"Coventry School District","Male",67,60,89.6,"*","*","*","*"
"Coventry School District","Non-ELL",153,140,91.5,"*","*",9,5.9
"Coventry School District","Non-High Needs",125,119,95.2,"*","*","*","*"
"Coventry School District","Non-Hispanic",149,137,91.9,"*","*",8,5.4
"Coventry School District","Non-Special Education",133,127,95.5,"*","*","*","*"
"Coventry School District","Not Eligible For Lunch",137,125,91.2,"*","*",8,5.8
"Coventry School District","Asian","*","*","*","*","*","*","*"
"Coventry School District","Special Education",20,13,65.0,"*","*","*","*"
"Coventry School District","White",145,133,91.7,"*","*",8,5.5
"Cromwell School District","All Students",170,161,94.7,"*","*","*","*"
"Cromwell School District","Black",13,12,92.3,"*","*","*","*"
"Cromwell School District","Eligible For Free Lunch",10,9,90.0,"*","*","*","*"
"Cromwell School District","Eligible For Lunch",16,13,81.3,"*","*","*","*"
"Cromwell School District","Eligible For Reduced Lunch",6,"*","*","*","*","*","*"
"Cromwell School District","Female",94,90,95.7,"*","*","*","*"
"Cromwell School District","High Needs",35,27,77.1,"*","*","*","*"
"Cromwell School District","Hispanic","*","*","*","*","*","*","*"
"Cromwell School District","Male",76,71,93.4,"*","*","*","*"
"Cromwell School District","Non-ELL",169,160,94.7,"*","*","*","*"
"Cromwell School District","Non-High Needs",135,134,99.3,"*","*","*","*"
"Cromwell School District","Non-Hispanic",167,158,94.6,"*","*","*","*"
"Cromwell School District","Non-Special Education",147,145,98.6,"*","*","*","*"
"Cromwell School District","Not Eligible For Lunch",154,148,96.1,"*","*","*","*"
"Cromwell School District","Asian","*","*","*","*","*","*","*"
"Cromwell School District","ELL","*","*","*","*","*","*","*"
"Cromwell School District","Special Education",23,16,69.6,"*","*","*","*"
"Cromwell School District","White",149,141,94.6,"*","*","*","*"
"Danbury School District","All Students",757,617,81.5,17,2.2,123,16.2
"Danbury School District","Black",83,69,83.1,"*","*",13,15.7
"Danbury School District","Eligible For Free Lunch",182,126,69.2,"*","*",51,28.0
"Danbury School District","Eligible For Lunch",232,166,71.6,7,3.0,59,25.4
"Danbury School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Danbury School District","Female",365,310,84.9,6,1.6,49,13.4
"Danbury School District","High Needs",323,231,71.5,12,3.7,80,24.8
"Danbury School District","Hispanic",229,172,75.1,6,2.6,51,22.3
"Danbury School District","Male",392,307,78.3,11,2.8,74,18.9
"Danbury School District","Non-ELL",641,538,83.9,14,2.2,89,13.9
"Danbury School District","Non-High Needs",434,386,88.9,"*","*",43,9.9
"Danbury School District","Non-Hispanic",528,445,84.3,11,2.1,72,13.6
"Danbury School District","Non-Special Education",682,565,82.8,11,1.6,106,15.5
"Danbury School District","Not Eligible For Lunch",525,451,85.9,10,1.9,64,12.2
"Danbury School District","Asian",61,51,83.6,"*","*",8,13.1
"Danbury School District","ELL",116,79,68.1,"*","*",34,29.3
"Danbury School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Danbury School District","Special Education",75,52,69.3,6,8.0,17,22.7
"Danbury School District","White",383,324,84.6,8,2.1,51,13.3
"Darien School District","All Students",327,317,96.9,"*","*",8,2.4
"Darien School District","Black","*","*","*","*","*","*","*"
"Darien School District","Eligible For Free Lunch","*","*","*","*","*","*","*"
"Darien School District","Eligible For Lunch","*","*","*","*","*","*","*"
"Darien School District","Eligible For Reduced Lunch","*","*","*","*","*","*","*"
"Darien School District","Female",161,158,98.1,"*","*","*","*"
"Darien School District","High Needs",41,38,92.7,"*","*","*","*"
"Darien School District","Hispanic",13,12,92.3,"*","*","*","*"
"Darien School District","Male",166,159,95.8,"*","*","*","*"
"Darien School District","Non-ELL",325,315,96.9,"*","*",8,2.5
"Darien School District","Non-High Needs",286,279,97.6,"*","*",7,2.4
"Darien School District","Non-Hispanic",314,305,97.1,"*","*",7,2.2
"Darien School District","Non-Special Education",291,283,97.3,"*","*",8,2.7
"Darien School District","Not Eligible For Lunch",323,314,97.2,"*","*",7,2.2
"Darien School District","Asian",6,6,100.0,"*","*","*","*"
"Darien School District","ELL","*","*","*","*","*","*","*"
"Darien School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Darien School District","Special Education",36,34,94.4,"*","*","*","*"
"Darien School District","White",304,295,97.0,"*","*",7,2.3
"Derby School District","All Students",123,99,80.5,"*","*",22,17.9
"Derby School District","Black",21,15,71.4,"*","*",6,28.6
"Derby School District","Eligible For Free Lunch",39,29,74.4,"*","*",10,25.6
"Derby School District","Eligible For Lunch",51,39,76.5,"*","*",12,23.5
"Derby School District","Eligible For Reduced Lunch",12,10,83.3,"*","*","*","*"
"Derby School District","Female",56,49,87.5,"*","*",6,10.7
"Derby School District","High Needs",54,40,74.1,"*","*",14,25.9
"Derby School District","Hispanic",21,19,90.5,"*","*","*","*"
"Derby School District","Male",67,50,74.6,"*","*",16,23.9
"Derby School District","Non-ELL",121,97,80.2,"*","*",22,18.2
"Derby School District","Non-High Needs",69,59,85.5,"*","*",8,11.6
"Derby School District","Non-Hispanic",102,80,78.4,"*","*",20,19.6
"Derby School District","Non-Special Education",115,93,80.9,"*","*",20,17.4
"Derby School District","Not Eligible For Lunch",72,60,83.3,"*","*",10,13.9
"Derby School District","Asian","*","*","*","*","*","*","*"
"Derby School District","ELL","*","*","*","*","*","*","*"
