"Five-Year Graduation Rates, 2010-11"
"All Districts, Race/Ethnicity"

"",,,"Graduates",,"Non-Graduates",,,
"Lisbon School District","White","*","*","*","*","*","*","*"
"Litchfield School District","Black","*","*","*","*","*","*","*"
"Litchfield School District","Hispanic","*","*","*","*","*","*","*"
"Litchfield School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Litchfield School District","White",90,85,94.4,"*","*","*","*"
"Madison School District","Black","*","*","*","*","*","*","*"
"Madison School District","Hispanic","*","*","*","*","*","*","*"
"Madison School District","Asian",14,14,100.0,"*","*","*","*"
"Madison School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Madison School District","White",291,282,96.9,"*","*",8,2.7
"Manchester School District","Black",98,75,76.5,"*","*","*","*"
"Manchester School District","Hispanic",115,73,63.5,"*","*",39,33.9
"Manchester School District","Asian",34,32,94.1,"*","*","*","*"
"Manchester School District","White",285,224,78.6,7,2.5,54,18.9
"Meriden School District","Black",85,63,74.1,"*","*",20,23.5
"Meriden School District","Hispanic",243,159,65.4,"*","*",82,33.7
"Meriden School District","Asian","*","*","*","*","*","*","*"
"Meriden School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Meriden School District","White",282,235,83.3,9,3.2,38,13.5
"Middletown School District","Black",85,62,72.9,7,8.2,16,18.8
"Middletown School District","Hispanic",28,20,71.4,"*","*",7,25.0
"Middletown School District","Asian","*","*","*","*","*","*","*"
"Middletown School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Middletown School District","White",218,182,83.5,10,4.6,26,11.9
"Milford School District","Black",17,16,94.1,"*","*","*","*"
"Milford School District","Hispanic",30,26,86.7,"*","*","*","*"
"Milford School District","Asian","*","*","*","*","*","*","*"
"Milford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Milford School District","White",433,394,91.0,16,3.7,23,5.3
"Monroe School District","Black",12,12,100.0,"*","*","*","*"
"Monroe School District","Hispanic",17,17,100.0,"*","*","*","*"
"Monroe School District","Asian",15,15,100.0,"*","*","*","*"
"Monroe School District","White",323,314,97.2,6,1.9,"*","*"
"Montville School District","Black","*","*","*","*","*","*","*"
"Montville School District","Hispanic",17,13,76.5,"*","*","*","*"
"Montville School District","Asian",14,"*","*","*","*","*","*"
"Montville School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Montville School District","White",156,134,85.9,"*","*",19,12.2
"Naugatuck School District","Black",37,31,83.8,"*","*","*","*"
"Naugatuck School District","Hispanic",34,26,76.5,"*","*",7,20.6
"Naugatuck School District","Asian",11,11,100.0,"*","*","*","*"
"Naugatuck School District","White",287,245,85.4,"*","*",38,13.2
"New Britain School District","Black",132,90,68.2,"*","*",39,29.5
"New Britain School District","Hispanic",417,214,51.3,15,3.6,188,45.1
"New Britain School District","Asian","*","*","*","*","*","*","*"
"New Britain School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"New Britain School District","White",183,126,68.9,"*","*",52,28.4
"New Canaan School District","Black","*","*","*","*","*","*","*"
"New Canaan School District","Hispanic","*","*","*","*","*","*","*"
"New Canaan School District","Asian",8,7,87.5,"*","*","*","*"
"New Canaan School District","White",292,287,98.3,"*","*","*","*"
"New Fairfield School District","Hispanic",9,7,77.8,"*","*","*","*"
"New Fairfield School District","Asian",6,6,100.0,"*","*","*","*"
"New Fairfield School District","White",225,213,94.7,"*","*",10,4.4
"New Haven School District","Black",743,538,72.4,21,2.8,184,24.8
"New Haven School District","Hispanic",486,271,55.8,13,2.7,202,41.6
"New Haven School District","Asian","*","*","*","*","*","*","*"
"New Haven School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"New Haven School District","White",193,168,87.0,"*","*",24,12.4
"New London School District","Black",87,61,70.1,6,6.9,20,23.0
"New London School District","Hispanic",103,65,63.1,7,6.8,31,30.1
"New London School District","Asian","*","*","*","*","*","*","*"
"New London School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"New London School District","White",66,47,71.2,"*","*",17,25.8
"New Milford School District","Black",7,6,85.7,"*","*","*","*"
"New Milford School District","Hispanic",21,17,81.0,"*","*","*","*"
"New Milford School District","Asian",17,14,82.4,"*","*","*","*"
"New Milford School District","White",357,318,89.1,"*","*",34,9.5
"Newington School District","Black",27,25,92.6,"*","*","*","*"
"Newington School District","Hispanic",30,24,80.0,"*","*","*","*"
"Newington School District","Asian",26,24,92.3,"*","*","*","*"
"Newington School District","White",329,294,89.4,10,3.0,25,7.6
"Newtown School District","Black","*","*","*","*","*","*","*"
"Newtown School District","Hispanic",16,16,100.0,"*","*","*","*"
"Newtown School District","Asian","*","*","*","*","*","*","*"
"Newtown School District","White",411,395,96.1,"*","*",15,3.6
"North Branford School District","Black","*","*","*","*","*","*","*"
"North Branford School District","Hispanic","*","*","*","*","*","*","*"
"North Branford School District","Asian","*","*","*","*","*","*","*"
"North Branford School District","White",188,177,94.1,"*","*",10,5.3
"North Haven School District","Black",27,22,81.5,"*","*","*","*"
"North Haven School District","Hispanic",14,11,78.6,"*","*","*","*"
"North Haven School District","Asian",11,10,90.9,"*","*","*","*"
"North Haven School District","White",255,227,89.0,"*","*",24,9.4
"North Stonington School District","Hispanic","*","*","*","*","*","*","*"
"North Stonington School District","Asian","*","*","*","*","*","*","*"
"North Stonington School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"North Stonington School District","White",60,55,91.7,"*","*","*","*"
"Norwalk School District","Black",258,221,85.7,6,2.3,31,12.0
"Norwalk School District","Hispanic",262,214,81.7,"*","*",46,17.6
"Norwalk School District","Asian","*","*","*","*","*","*","*"
"Norwalk School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Norwalk School District","White",335,306,91.3,"*","*",26,7.8
"Norwich Free Academy District","Black",90,67,74.4,"*","*",19,21.1
"Norwich Free Academy District","Hispanic",82,60,73.2,"*","*",20,24.4
"Norwich Free Academy District","Asian","*","*","*","*","*","*","*"
"Norwich Free Academy District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Norwich Free Academy District","White",412,353,85.7,6,1.5,50,12.1
"Norwich School District","Black",14,"*","*","*","*",9,64.3
"Norwich School District","Hispanic","*","*","*","*","*","*","*"
"Norwich School District","Asian","*","*","*","*","*","*","*"
"Norwich School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Norwich School District","White",17,7,41.2,"*","*",10,58.8
"Old Saybrook School District","Black","*","*","*","*","*","*","*"
"Old Saybrook School District","Hispanic","*","*","*","*","*","*","*"
"Old Saybrook School District","Asian",7,7,100.0,"*","*","*","*"
"Old Saybrook School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Old Saybrook School District","White",110,105,95.5,"*","*","*","*"
"Oxford School District","Black","*","*","*","*","*","*","*"
"Oxford School District","Hispanic","*","*","*","*","*","*","*"
"Oxford School District","Asian","*","*","*","*","*","*","*"
"Oxford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Oxford School District","White",144,138,95.8,"*","*","*","*"
"Plainfield School District","Black","*","*","*","*","*","*","*"
"Plainfield School District","Hispanic","*","*","*","*","*","*","*"
"Plainfield School District","Asian","*","*","*","*","*","*","*"
"Plainfield School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Plainfield School District","White",216,192,88.9,"*","*",19,8.8
"Plainville School District","Black",12,11,91.7,"*","*","*","*"
"Plainville School District","Hispanic","*","*","*","*","*","*","*"
"Plainville School District","Asian","*","*","*","*","*","*","*"
"Plainville School District","White",207,188,90.8,"*","*",18,8.7
"Plymouth School District","Black","*","*","*","*","*","*","*"
"Plymouth School District","Hispanic","*","*","*","*","*","*","*"
"Plymouth School District","Asian","*","*","*","*","*","*","*"
"Plymouth School District","White",133,129,97.0,"*","*","*","*"
"Portland School District","Black","*","*","*","*","*","*","*"
"Portland School District","Hispanic","*","*","*","*","*","*","*"
"Portland School District","White",94,79,84.0,"*","*",14,14.9
"Putnam School District","Black","*","*","*","*","*","*","*"
"Putnam School District","Hispanic","*","*","*","*","*","*","*"
"Putnam School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Putnam School District","White",64,56,87.5,"*","*",7,10.9
"Regional School District 01","Hispanic","*","*","*","*","*","*","*"
"Regional School District 01","Asian","*","*","*","*","*","*","*"
"Regional School District 01","White",131,113,86.3,"*","*",17,13.0
"Regional School District 04","Black","*","*","*","*","*","*","*"
"Regional School District 04","Hispanic","*","*","*","*","*","*","*"
"Regional School District 04","Asian",9,9,100.0,"*","*","*","*"
"Regional School District 04","White",154,136,88.3,"*","*",17,11.0
"Regional School District 05","Black",17,16,94.1,"*","*","*","*"
"Regional School District 05","Hispanic",13,11,84.6,"*","*","*","*"
"Regional School District 05","Asian",39,39,100.0,"*","*","*","*"
"Regional School District 05","White",341,319,93.5,"*","*",20,5.9
"Regional School District 06","Black","*","*","*","*","*","*","*"
"Regional School District 06","Hispanic","*","*","*","*","*","*","*"
"Regional School District 06","Asian","*","*","*","*","*","*","*"
"Regional School District 06","White",100,89,89.0,"*","*",11,11.0
"Regional School District 07","Black","*","*","*","*","*","*","*"
"Regional School District 07","Hispanic","*","*","*","*","*","*","*"
"Regional School District 07","Asian","*","*","*","*","*","*","*"
"Regional School District 07","White",202,193,95.5,"*","*","*","*"
"Regional School District 08","Hispanic","*","*","*","*","*","*","*"
"Regional School District 08","Asian","*","*","*","*","*","*","*"
"Regional School District 08","White",257,227,88.3,"*","*",25,9.7
"Regional School District 09","Black","*","*","*","*","*","*","*"
"Regional School District 09","Hispanic",12,12,100.0,"*","*","*","*"
"Regional School District 09","Asian","*","*","*","*","*","*","*"
"Regional School District 09","Indian or Alaska Native","*","*","*","*","*","*","*"
"Regional School District 09","White",202,196,97.0,"*","*","*","*"
"Regional School District 10","Black","*","*","*","*","*","*","*"
"Regional School District 10","Hispanic",6,"*","*","*","*","*","*"
"Regional School District 10","Asian","*","*","*","*","*","*","*"
"Regional School District 10","White",165,161,97.6,"*","*","*","*"
"Regional School District 11","White",39,28,71.8,"*","*","*","*"
"Regional School District 12","Black","*","*","*","*","*","*","*"
"Regional School District 12","Hispanic","*","*","*","*","*","*","*"
"Regional School District 12","Asian","*","*","*","*","*","*","*"
"Regional School District 12","Indian or Alaska Native","*","*","*","*","*","*","*"
"Regional School District 12","White",89,77,86.5,"*","*",12,13.5
"Regional School District 13","Black","*","*","*","*","*","*","*"
"Regional School District 13","Hispanic","*","*","*","*","*","*","*"
"Regional School District 13","Asian","*","*","*","*","*","*","*"
"Regional School District 13","Indian or Alaska Native","*","*","*","*","*","*","*"
"Regional School District 13","White",135,126,93.3,"*","*",8,5.9
"Regional School District 14","Black","*","*","*","*","*","*","*"
"Regional School District 14","Hispanic","*","*","*","*","*","*","*"
"Regional School District 14","Asian","*","*","*","*","*","*","*"
"Regional School District 14","White",211,206,97.6,"*","*","*","*"
"Regional School District 15","Black","*","*","*","*","*","*","*"
"Regional School District 15","Hispanic",9,8,88.9,"*","*","*","*"
"Regional School District 15","Asian","*","*","*","*","*","*","*"
"Regional School District 15","Indian or Alaska Native","*","*","*","*","*","*","*"
"Regional School District 15","White",369,347,94.0,"*","*",16,4.3
"Regional School District 16","Black","*","*","*","*","*","*","*"
"Regional School District 16","Hispanic",8,7,87.5,"*","*","*","*"
"Regional School District 16","Asian","*","*","*","*","*","*","*"
"Regional School District 16","White",180,161,89.4,6,3.3,13,7.2
"Regional School District 17","Black","*","*","*","*","*","*","*"
"Regional School District 17","Hispanic","*","*","*","*","*","*","*"
"Regional School District 17","Asian","*","*","*","*","*","*","*"
"Regional School District 17","Indian or Alaska Native","*","*","*","*","*","*","*"
"Regional School District 17","White",175,165,94.3,"*","*",10,5.7
"Regional School District 18","Black","*","*","*","*","*","*","*"
"Regional School District 18","Hispanic","*","*","*","*","*","*","*"
"Regional School District 18","Asian","*","*","*","*","*","*","*"
"Regional School District 18","White",127,123,96.9,"*","*","*","*"
"Regional School District 19","Black",10,7,70.0,"*","*","*","*"
"Regional School District 19","Hispanic",10,8,80.0,"*","*","*","*"
"Regional School District 19","Asian",12,10,83.3,"*","*","*","*"
"Regional School District 19","White",252,220,87.3,9,3.6,23,9.1
"Ridgefield School District","Black",8,7,87.5,"*","*","*","*"
"Ridgefield School District","Hispanic",16,14,87.5,"*","*","*","*"
"Ridgefield School District","Asian",11,11,100.0,"*","*","*","*"
"Ridgefield School District","White",399,388,97.2,"*","*",7,1.8
"Rocky Hill School District","Black",7,"*","*","*","*","*","*"
"Rocky Hill School District","Hispanic",8,"*","*","*","*","*","*"
"Rocky Hill School District","Asian",8,8,100.0,"*","*","*","*"
"Rocky Hill School District","White",153,144,94.1,"*","*",9,5.9
"Seymour School District","Black","*","*","*","*","*","*","*"
"Seymour School District","Hispanic",14,10,71.4,"*","*","*","*"
"Seymour School District","Asian",9,9,100.0,"*","*","*","*"
"Seymour School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Seymour School District","White",157,139,88.5,"*","*",18,11.5
"Shelton School District","Black","*","*","*","*","*","*","*"
"Shelton School District","Hispanic",33,27,81.8,"*","*","*","*"
"Shelton School District","Asian",18,18,100.0,"*","*","*","*"
"Shelton School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Shelton School District","White",329,303,92.1,7,2.1,19,5.8
"Simsbury School District","Black",17,17,100.0,"*","*","*","*"
"Simsbury School District","Hispanic",12,11,91.7,"*","*","*","*"
"Simsbury School District","Asian",15,15,100.0,"*","*","*","*"
"Simsbury School District","White",314,302,96.2,"*","*",8,2.5
"Somers School District","Black","*","*","*","*","*","*","*"
"Somers School District","Hispanic","*","*","*","*","*","*","*"
"Somers School District","Asian","*","*","*","*","*","*","*"
"Somers School District","White",138,132,95.7,"*","*","*","*"
"South Windsor School District","Black",21,21,100.0,"*","*","*","*"
"South Windsor School District","Hispanic",25,17,68.0,"*","*",8,32.0
"South Windsor School District","Asian",30,28,93.3,"*","*","*","*"
"South Windsor School District","White",349,328,94.0,"*","*",18,5.2
"Southington School District","Black","*","*","*","*","*","*","*"
"Southington School District","Hispanic",19,16,84.2,"*","*","*","*"
"Southington School District","Asian",17,17,100.0,"*","*","*","*"
"Southington School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Southington School District","White",491,465,94.7,7,1.4,19,3.9
"Stafford School District","Black","*","*","*","*","*","*","*"
"Stafford School District","Hispanic","*","*","*","*","*","*","*"
"Stafford School District","Asian",6,"*","*","*","*","*","*"
"Stafford School District","White",123,108,87.8,"*","*",15,12.2
"Stamford Academy District","Black",36,21,58.3,"*","*",10,27.8
"Stamford Academy District","Hispanic",11,"*","*","*","*","*","*"
"Stamford Academy District","Asian","*","*","*","*","*","*","*"
"Stamford Academy District","White","*","*","*","*","*","*","*"
"Stamford School District","Black",295,256,86.8,7,2.4,32,10.8
"Stamford School District","Hispanic",322,265,82.3,6,1.9,51,15.8
"Stamford School District","Asian","*","*","*","*","*","*","*"
"Stamford School District","Indian or Alaska Native","*","*","*","*","*","*","*"
"Stamford School District","White",506,471,93.1,7,1.4,28,5.5
"Stonington School District","Black","*","*","*","*","*","*","*"
"Stonington School District","Hispanic",6,6,100.0,"*","*","*","*"
"Stonington School District","Asian","*","*","*","*","*","*","*"
"Stonington School District","Indian or Alaska Native","*","*","*","*","*","*","*"
