"Five-Year Graduation Rates, 2012-13"
"All Districts, English Learner Status"

"",,,"Graduates",,"Non-Graduates",,,
"New Haven School District","ELL",135,83,61.5,"*","*",47,34.8
"New Haven School District","Non-ELL",1174,911,77.6,"*","*",234,19.9
"New London School District","ELL",59,41,69.5,"*","*",16,27.1
"New London School District","Non-ELL",199,133,66.8,"*","*",56,28.1
"New Milford School District","ELL",6,"*","*","*","*","*","*"
"New Milford School District","Non-ELL",383,"*","*","*","*","*","*"
"Newington School District","ELL",15,12,80.0,"*","*","*","*"
"Newington School District","Non-ELL",360,332,92.2,"*","*","*","*"
"Newtown School District","Non-ELL",471,453,96.2,"*","*","*","*"
"North Branford School District","ELL","*","*","*","*","*","*","*"
"North Branford School District","Non-ELL","*","*","*","*","*","*","*"
"North Haven School District","ELL","*","*","*","*","*","*","*"
"North Haven School District","Non-ELL","*","*","*","*","*","*","*"
"North Stonington School District","Non-ELL",48,46,95.8,"*","*","*","*"
"Norwalk School District","ELL",80,57,71.3,"*","*",23,28.8
"Norwalk School District","Non-ELL",701,623,88.9,"*","*",72,10.3
"Norwich Free Academy District","ELL",34,29,85.3,"*","*","*","*"
"Norwich Free Academy District","Non-ELL",560,471,84.1,"*","*","*","*"
"Old Saybrook School District","ELL","*","*","*","*","*","*","*"
"Old Saybrook School District","Non-ELL","*","*","*","*","*","*","*"
"Oxford School District","ELL","*","*","*","*","*","*","*"
"Oxford School District","Non-ELL","*","*","*","*","*","*","*"
"Plainfield School District","ELL","*","*","*","*","*","*","*"
"Plainfield School District","Non-ELL","*","*","*","*","*","*","*"
"Plainville School District","ELL","*","*","*","*","*","*","*"
"Plainville School District","Non-ELL","*","*","*","*","*","*","*"
"Plymouth School District","ELL","*","*","*","*","*","*","*"
"Plymouth School District","Non-ELL","*","*","*","*","*","*","*"
"Portland School District","ELL","*","*","*","*","*","*","*"
"Portland School District","Non-ELL","*","*","*","*","*","*","*"
"Putnam School District","Non-ELL",97,85,87.6,"*","*","*","*"
"Regional School District 01","ELL","*","*","*","*","*","*","*"
"Regional School District 01","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 04","Non-ELL",162,155,95.7,"*","*","*","*"
"Regional School District 05","ELL","*","*","*","*","*","*","*"
"Regional School District 05","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 06","ELL","*","*","*","*","*","*","*"
"Regional School District 06","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 07","Non-ELL",193,187,96.9,"*","*","*","*"
"Regional School District 08","Non-ELL",284,266,93.7,7,2.5,11,3.9
"Regional School District 09","ELL","*","*","*","*","*","*","*"
"Regional School District 09","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 10","ELL","*","*","*","*","*","*","*"
"Regional School District 10","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 11","Non-ELL",44,38,86.4,"*","*","*","*"
"Regional School District 12","ELL","*","*","*","*","*","*","*"
"Regional School District 12","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 13","ELL","*","*","*","*","*","*","*"
"Regional School District 13","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 14","ELL","*","*","*","*","*","*","*"
"Regional School District 14","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 15","ELL","*","*","*","*","*","*","*"
"Regional School District 15","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 16","ELL","*","*","*","*","*","*","*"
"Regional School District 16","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 17","ELL","*","*","*","*","*","*","*"
"Regional School District 17","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 18","ELL","*","*","*","*","*","*","*"
"Regional School District 18","Non-ELL","*","*","*","*","*","*","*"
"Regional School District 19","ELL","*","*","*","*","*","*","*"
"Regional School District 19","Non-ELL","*","*","*","*","*","*","*"
"Ridgefield School District","ELL","*","*","*","*","*","*","*"
"Ridgefield School District","Non-ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","ELL","*","*","*","*","*","*","*"
"Rocky Hill School District","Non-ELL","*","*","*","*","*","*","*"
"Seymour School District","ELL","*","*","*","*","*","*","*"
"Seymour School District","Non-ELL","*","*","*","*","*","*","*"
"Shelton School District","ELL",8,8,100.0,"*","*","*","*"
"Shelton School District","Non-ELL",386,355,92.0,"*","*","*","*"
"Simsbury School District","Non-ELL",400,392,98.0,"*","*","*","*"
"Somers School District","ELL","*","*","*","*","*","*","*"
"Somers School District","Non-ELL","*","*","*","*","*","*","*"
"South Windsor School District","ELL",6,"*","*","*","*","*","*"
"South Windsor School District","Non-ELL",380,"*","*","*","*","*","*"
"Southington School District","ELL",7,7,100.0,"*","*","*","*"
"Southington School District","Non-ELL",481,456,94.8,"*","*","*","*"
"Stafford School District","ELL","*","*","*","*","*","*","*"
"Stafford School District","Non-ELL","*","*","*","*","*","*","*"
"Stamford Academy District","ELL","*","*","*","*","*","*","*"
"Stamford Academy District","Non-ELL","*","*","*","*","*","*","*"
"Stamford School District","ELL",137,107,78.1,"*","*",26,19.0
"Stamford School District","Non-ELL",1074,1003,93.4,"*","*",62,5.8
"Stonington School District","ELL","*","*","*","*","*","*","*"
"Stonington School District","Non-ELL","*","*","*","*","*","*","*"
"Stratford School District","ELL",13,12,92.3,"*","*","*","*"
"Stratford School District","Non-ELL",547,501,91.6,"*","*","*","*"
"Suffield School District","Non-ELL",219,207,94.5,"*","*","*","*"
"The Bridge Academy District","Non-ELL",36,34,94.4,"*","*","*","*"
"The Gilbert School District","ELL","*","*","*","*","*","*","*"
"The Gilbert School District","Non-ELL","*","*","*","*","*","*","*"
"Thomaston School District","ELL","*","*","*","*","*","*","*"
"Thomaston School District","Non-ELL","*","*","*","*","*","*","*"
"Thompson School District","Non-ELL",85,79,92.9,"*","*","*","*"
"Tolland School District","Non-ELL",244,230,94.3,"*","*","*","*"
"Torrington School District","ELL",18,15,83.3,"*","*","*","*"
"Torrington School District","Non-ELL",257,231,89.9,"*","*","*","*"
"Trumbull School District","ELL",12,11,91.7,"*","*","*","*"
"Trumbull School District","Non-ELL",538,530,98.5,"*","*","*","*"
"Unified School District #1","ELL",30,"*","*","*","*",25,83.3
"Unified School District #1","Non-ELL",417,"*","*","*","*",333,79.9
"Unified School District #2","ELL",7,"*","*","*","*","*","*"
"Unified School District #2","Non-ELL",38,"*","*","*","*","*","*"
"Vernon School District","ELL",8,6,75.0,"*","*","*","*"
"Vernon School District","Non-ELL",230,197,85.7,"*","*","*","*"
"Wallingford School District","ELL",15,14,93.3,"*","*","*","*"
"Wallingford School District","Non-ELL",520,482,92.7,"*","*","*","*"
"Waterbury School District","ELL",163,98,60.1,"*","*",64,39.3
"Waterbury School District","Non-ELL",1134,792,69.8,"*","*",323,28.5
"Waterford School District","ELL","*","*","*","*","*","*","*"
"Waterford School District","Non-ELL","*","*","*","*","*","*","*"
"Watertown School District","ELL","*","*","*","*","*","*","*"
"Watertown School District","Non-ELL","*","*","*","*","*","*","*"
"West Hartford School District","ELL",44,39,88.6,"*","*","*","*"
"West Hartford School District","Non-ELL",788,751,95.3,"*","*","*","*"
"West Haven School District","ELL",27,15,55.6,"*","*",11,40.7
"West Haven School District","Non-ELL",410,296,72.2,"*","*",100,24.4
"Westbrook School District","Non-ELL",78,75,96.2,"*","*","*","*"
"Weston School District","Non-ELL",208,206,99.0,"*","*","*","*"
"Westport School District","ELL","*","*","*","*","*","*","*"
"Westport School District","Non-ELL","*","*","*","*","*","*","*"
"Wethersfield School District","ELL",11,8,72.7,"*","*","*","*"
"Wethersfield School District","Non-ELL",258,239,92.6,"*","*","*","*"
"Wilton School District","ELL","*","*","*","*","*","*","*"
"Wilton School District","Non-ELL","*","*","*","*","*","*","*"
"Windham School District","ELL",39,27,69.2,"*","*",11,28.2
"Windham School District","Non-ELL",155,132,85.2,"*","*",20,12.9
"Windsor Locks School District","ELL","*","*","*","*","*","*","*"
"Windsor Locks School District","Non-ELL","*","*","*","*","*","*","*"
"Windsor School District","ELL",6,6,100.0,"*","*","*","*"
"Windsor School District","Non-ELL",339,306,90.3,"*","*","*","*"
"Wolcott School District","Non-ELL",221,209,94.6,"*","*","*","*"
"Woodstock Academy District","ELL","*","*","*","*","*","*","*"
"Woodstock Academy District","Non-ELL","*","*","*","*","*","*","*"

