"Five-Year Graduation Rates, 2013-14"
"All Districts, High Needs Status"

"",,,"Graduates",,"Non-Graduates",,,
"Hartford School District","Non-High Needs",111,107,96.4,"*","*","*","*"
"Killingly School District","High Needs",115,86,74.8,"*","*","*","*"
"Killingly School District","Non-High Needs",102,97,95.1,"*","*","*","*"
"Learn","High Needs",93,84,90.3,"*","*","*","*"
"Learn","Non-High Needs",60,60,100.0,"*","*","*","*"
"Lebanon School District","High Needs",27,24,88.9,"*","*","*","*"
"Lebanon School District","Non-High Needs",78,75,96.2,"*","*","*","*"
"Ledyard School District","High Needs",94,85,90.4,"*","*","*","*"
"Ledyard School District","Non-High Needs",150,148,98.7,"*","*","*","*"
"Lisbon School District","High Needs","*","*","*","*","*","*","*"
"Lisbon School District","Non-High Needs","*","*","*","*","*","*","*"
"Litchfield School District","High Needs",8,7,87.5,"*","*","*","*"
"Litchfield School District","Non-High Needs",60,57,95.0,"*","*","*","*"
"Madison School District","High Needs",58,54,93.1,"*","*","*","*"
"Madison School District","Non-High Needs",262,260,99.2,"*","*","*","*"
"Manchester School District","High Needs",281,218,77.6,"*","*","*","*"
"Manchester School District","Non-High Needs",173,170,98.3,"*","*","*","*"
"Meriden School District","High Needs",439,332,75.6,"*","*",95,21.6
"Meriden School District","Non-High Needs",167,156,93.4,"*","*",10,6.0
"Middletown School District","High Needs",171,131,76.6,"*","*","*","*"
"Middletown School District","Non-High Needs",158,154,97.5,"*","*","*","*"
"Milford School District","High Needs",178,159,89.3,"*","*","*","*"
"Milford School District","Non-High Needs",326,319,97.9,"*","*","*","*"
"Monroe School District","High Needs",70,67,95.7,"*","*","*","*"
"Monroe School District","Non-High Needs",229,226,98.7,"*","*","*","*"
"Montville School District","High Needs",82,71,86.6,"*","*","*","*"
"Montville School District","Non-High Needs",110,104,94.5,"*","*","*","*"
"Naugatuck School District","High Needs",195,154,79.0,"*","*",34,17.4
"Naugatuck School District","Non-High Needs",137,126,92.0,"*","*",10,7.3
"New Britain School District","High Needs",544,382,70.2,"*","*",132,24.3
"New Britain School District","Non-High Needs",100,88,88.0,"*","*",11,11.0
"New Canaan School District","High Needs",36,33,91.7,"*","*","*","*"
"New Canaan School District","Non-High Needs",276,276,100.0,"*","*","*","*"
"New Fairfield School District","High Needs",50,45,90.0,"*","*","*","*"
"New Fairfield School District","Non-High Needs",190,188,98.9,"*","*","*","*"
"New Haven School District","High Needs",1146,895,78.1,"*","*",209,18.2
"New Haven School District","Non-High Needs",149,134,89.9,"*","*",15,10.1
"New London School District","High Needs","*","*","*","*","*","*","*"
"New London School District","Non-High Needs","*","*","*","*","*","*","*"
"New Milford School District","High Needs",101,79,78.2,"*","*",16,15.8
"New Milford School District","Non-High Needs",280,272,97.1,"*","*",7,2.5
"Newington School District","High Needs",118,100,84.7,"*","*","*","*"
"Newington School District","Non-High Needs",248,246,99.2,"*","*","*","*"
"Newtown School District","High Needs",71,62,87.3,"*","*","*","*"
"Newtown School District","Non-High Needs",352,352,100.0,"*","*","*","*"
"North Branford School District","High Needs",50,43,86.0,"*","*","*","*"
"North Branford School District","Non-High Needs",99,94,94.9,"*","*","*","*"
"North Haven School District","High Needs",82,62,75.6,"*","*",15,18.3
"North Haven School District","Non-High Needs",235,225,95.7,"*","*",7,3.0
"North Stonington School District","High Needs",17,16,94.1,"*","*","*","*"
"North Stonington School District","Non-High Needs",39,38,97.4,"*","*","*","*"
"Norwalk School District","High Needs",463,367,79.3,"*","*",49,10.6
"Norwalk School District","Non-High Needs",355,338,95.2,"*","*",14,3.9
"Norwich Free Academy District","High Needs",284,226,79.6,"*","*",54,19.0
"Norwich Free Academy District","Non-High Needs",321,311,96.9,"*","*",10,3.1
"Old Saybrook School District","High Needs",41,34,82.9,"*","*","*","*"
"Old Saybrook School District","Non-High Needs",96,93,96.9,"*","*","*","*"
"Oxford School District","High Needs",21,17,81.0,"*","*","*","*"
"Oxford School District","Non-High Needs",153,151,98.7,"*","*","*","*"
"Plainfield School District","High Needs",86,69,80.2,"*","*","*","*"
"Plainfield School District","Non-High Needs",85,81,95.3,"*","*","*","*"
"Plainville School District","High Needs",86,71,82.6,"*","*","*","*"
"Plainville School District","Non-High Needs",91,90,98.9,"*","*","*","*"
"Plymouth School District","High Needs",55,42,76.4,"*","*","*","*"
"Plymouth School District","Non-High Needs",83,80,96.4,"*","*","*","*"
"Portland School District","High Needs",28,22,78.6,"*","*","*","*"
"Portland School District","Non-High Needs",85,85,100.0,"*","*","*","*"
"Putnam School District","High Needs",48,41,85.4,"*","*","*","*"
"Putnam School District","Non-High Needs",19,19,100.0,"*","*","*","*"
"Regional School District 01","High Needs",35,32,91.4,"*","*","*","*"
"Regional School District 01","Non-High Needs",86,81,94.2,"*","*","*","*"
"Regional School District 04","High Needs",33,31,93.9,"*","*","*","*"
"Regional School District 04","Non-High Needs",103,102,99.0,"*","*","*","*"
"Regional School District 05","High Needs",78,70,89.7,"*","*","*","*"
"Regional School District 05","Non-High Needs",341,337,98.8,"*","*","*","*"
"Regional School District 06","High Needs",34,31,91.2,"*","*","*","*"
"Regional School District 06","Non-High Needs",60,57,95.0,"*","*","*","*"
"Regional School District 07","High Needs",50,36,72.0,"*","*","*","*"
"Regional School District 07","Non-High Needs",165,163,98.8,"*","*","*","*"
"Regional School District 08","High Needs",75,67,89.3,"*","*","*","*"
"Regional School District 08","Non-High Needs",221,216,97.7,"*","*","*","*"
"Regional School District 09","High Needs",48,46,95.8,"*","*","*","*"
"Regional School District 09","Non-High Needs",204,200,98.0,"*","*","*","*"
"Regional School District 10","High Needs",41,35,85.4,"*","*","*","*"
"Regional School District 10","Non-High Needs",175,172,98.3,"*","*","*","*"
"Regional School District 11","High Needs",21,20,95.2,"*","*","*","*"
"Regional School District 11","Non-High Needs",19,19,100.0,"*","*","*","*"
"Regional School District 12","High Needs",26,22,84.6,"*","*","*","*"
"Regional School District 12","Non-High Needs",55,55,100.0,"*","*","*","*"
"Regional School District 13","High Needs",33,27,81.8,"*","*","*","*"
"Regional School District 13","Non-High Needs",103,101,98.1,"*","*","*","*"
"Regional School District 14","High Needs",43,39,90.7,"*","*","*","*"
"Regional School District 14","Non-High Needs",167,166,99.4,"*","*","*","*"
"Regional School District 15","High Needs",67,62,92.5,"*","*","*","*"
"Regional School District 15","Non-High Needs",262,260,99.2,"*","*","*","*"
"Regional School District 16","High Needs",49,43,87.8,"*","*","*","*"
"Regional School District 16","Non-High Needs",132,131,99.2,"*","*","*","*"
"Regional School District 17","High Needs",42,40,95.2,"*","*","*","*"
"Regional School District 17","Non-High Needs",111,111,100.0,"*","*","*","*"
"Regional School District 18","High Needs",12,11,91.7,"*","*","*","*"
"Regional School District 18","Non-High Needs",95,94,98.9,"*","*","*","*"
"Regional School District 19","High Needs",83,74,89.2,"*","*","*","*"
"Regional School District 19","Non-High Needs",208,205,98.6,"*","*","*","*"
"Ridgefield School District","High Needs",67,61,91.0,"*","*","*","*"
"Ridgefield School District","Non-High Needs",391,388,99.2,"*","*","*","*"
"Rocky Hill School District","High Needs",38,35,92.1,"*","*","*","*"
"Rocky Hill School District","Non-High Needs",143,135,94.4,"*","*","*","*"
"Seymour School District","High Needs",50,40,80.0,"*","*","*","*"
"Seymour School District","Non-High Needs",86,82,95.3,"*","*","*","*"
"Shelton School District","High Needs",110,89,80.9,"*","*","*","*"
"Shelton School District","Non-High Needs",259,255,98.5,"*","*","*","*"
"Simsbury School District","High Needs",88,68,77.3,"*","*","*","*"
"Simsbury School District","Non-High Needs",318,315,99.1,"*","*","*","*"
"Somers School District","High Needs",25,23,92.0,"*","*","*","*"
"Somers School District","Non-High Needs",105,104,99.0,"*","*","*","*"
"South Windsor School District","High Needs",77,66,85.7,"*","*","*","*"
"South Windsor School District","Non-High Needs",269,266,98.9,"*","*","*","*"
"Southington School District","High Needs",129,110,85.3,"*","*","*","*"
"Southington School District","Non-High Needs",382,380,99.5,"*","*","*","*"
"Stafford School District","High Needs",49,43,87.8,"*","*","*","*"
"Stafford School District","Non-High Needs",92,91,98.9,"*","*","*","*"
"Stamford Academy District","High Needs",55,22,40.0,14,25.5,19,34.5
"Stamford School District","High Needs",729,657,90.1,"*","*",52,7.1
"Stamford School District","Non-High Needs",463,450,97.2,"*","*",13,2.8
"Stonington School District","High Needs",54,44,81.5,"*","*","*","*"
"Stonington School District","Non-High Needs",123,123,100.0,"*","*","*","*"
"Stratford School District","High Needs",304,277,91.1,"*","*",19,6.3
"Stratford School District","Non-High Needs",339,332,97.9,"*","*",6,1.8
"Suffield School District","High Needs",43,38,88.4,"*","*","*","*"
"Suffield School District","Non-High Needs",171,167,97.7,"*","*","*","*"
"The Bridge Academy District","High Needs","*","*","*","*","*","*","*"
"The Bridge Academy District","Non-High Needs","*","*","*","*","*","*","*"
"The Gilbert School District","High Needs",46,40,87.0,"*","*","*","*"
"The Gilbert School District","Non-High Needs",43,41,95.3,"*","*","*","*"
"Thomaston School District","High Needs",24,20,83.3,"*","*","*","*"
"Thomaston School District","Non-High Needs",48,47,97.9,"*","*","*","*"
"Thompson School District","High Needs",37,32,86.5,"*","*","*","*"
"Thompson School District","Non-High Needs",48,46,95.8,"*","*","*","*"
"Tolland School District","High Needs",36,30,83.3,6,16.7,"*","*"
"Tolland School District","Non-High Needs",192,181,94.3,8,4.2,"*","*"
"Torrington School District","High Needs",150,127,84.7,"*","*",19,12.7
"Torrington School District","Non-High Needs",115,109,94.8,"*","*",6,5.2
"Trumbull School District","High Needs",120,103,85.8,"*","*","*","*"
"Trumbull School District","Non-High Needs",435,433,99.5,"*","*","*","*"
"Unified School District #1","High Needs",417,"*","*","*","*","*","*"
"Unified School District #1","Non-High Needs",6,"*","*","*","*","*","*"
"Unified School District #2","High Needs","*","*","*","*","*","*","*"
"Unified School District #2","Non-High Needs","*","*","*","*","*","*","*"
"Vernon School District","High Needs",132,95,72.0,"*","*","*","*"
"Vernon School District","Non-High Needs",163,159,97.5,"*","*","*","*"
"Wallingford School District","High Needs",140,115,82.1,"*","*",18,12.9
"Wallingford School District","Non-High Needs",345,335,97.1,"*","*",9,2.6
"Waterbury School District","High Needs",1157,797,68.9,"*","*",335,29.0
"Waterbury School District","Non-High Needs",186,160,86.0,"*","*",26,14.0
"Waterford School District","High Needs",49,37,75.5,"*","*","*","*"
"Waterford School District","Non-High Needs",153,151,98.7,"*","*","*","*"
"Watertown School District","High Needs",77,65,84.4,"*","*","*","*"
"Watertown School District","Non-High Needs",151,150,99.3,"*","*","*","*"
"West Hartford School District","High Needs",258,229,88.8,"*","*","*","*"
"West Hartford School District","Non-High Needs",482,478,99.2,"*","*","*","*"
"West Haven School District","High Needs",294,219,74.5,"*","*",61,20.7
"West Haven School District","Non-High Needs",126,108,85.7,"*","*",18,14.3
"Westbrook School District","High Needs",16,13,81.3,"*","*","*","*"
"Westbrook School District","Non-High Needs",56,56,100.0,"*","*","*","*"
"Weston School District","High Needs",27,23,85.2,"*","*","*","*"
"Weston School District","Non-High Needs",153,152,99.3,"*","*","*","*"
"Westport School District","High Needs",88,84,95.5,"*","*","*","*"
"Westport School District","Non-High Needs",362,361,99.7,"*","*","*","*"
"Wethersfield School District","High Needs",93,80,86.0,"*","*","*","*"
"Wethersfield School District","Non-High Needs",211,208,98.6,"*","*","*","*"
"Wilton School District","High Needs",47,43,91.5,"*","*","*","*"
"Wilton School District","Non-High Needs",254,253,99.6,"*","*","*","*"
"Windham School District","High Needs",127,99,78.0,"*","*","*","*"
"Windham School District","Non-High Needs",41,38,92.7,"*","*","*","*"
"Windsor Locks School District","High Needs",59,52,88.1,"*","*","*","*"
"Windsor Locks School District","Non-High Needs",78,77,98.7,"*","*","*","*"
"Windsor School District","High Needs",138,122,88.4,"*","*","*","*"
"Windsor School District","Non-High Needs",158,154,97.5,"*","*","*","*"
"Wolcott School District","High Needs",90,82,91.1,"*","*","*","*"
"Wolcott School District","Non-High Needs",152,151,99.3,"*","*","*","*"
"Woodstock Academy District","High Needs",39,38,97.4,"*","*","*","*"
"Woodstock Academy District","Non-High Needs",236,231,97.9,"*","*","*","*"

