"College Entrance and Persistence, 2009-10"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Clinton School District","=""0270011""","The Morgan School","Female",71.8,92.2
"Clinton School District","=""0270011""","The Morgan School","Male",79.7,89.1
"Colchester School District","=""0280011""","Bacon Academy","Female",83.8,95.2
"Colchester School District","=""0280011""","Bacon Academy","Male",73.3,83.8
"Coventry School District","=""0320011""","Coventry High School","Female",83.7,95.1
"Coventry School District","=""0320011""","Coventry High School","Male",64.5,82.5
"Cromwell School District","=""0330011""","Cromwell High School","Female",80.3,93.0
"Cromwell School District","=""0330011""","Cromwell High School","Male",70.8,78.4
"Danbury School District","=""0340011""","Alternative Center For Excellence","Female",*,*
"Danbury School District","=""0340011""","Alternative Center For Excellence","Male",*,*
"Danbury School District","=""0340011""","Danbury High School","Female",71.5,91.8
"Danbury School District","=""0340011""","Danbury High School","Male",65.2,89.4
"Darien School District","=""0350011""","Darien High School","Female",88.7,94.1
"Darien School District","=""0350011""","Darien High School","Male",78.0,94.5
"Derby School District","=""0370011""","Derby High School","Female",60.0,81.5
"Derby School District","=""0370011""","Derby High School","Male",46.3,*
"East Granby School District","=""0400011""","East Granby High School","Female",91.7,95.5
"East Granby School District","=""0400011""","East Granby High School","Male",95.5,90.5
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","Female",79.7,86.3
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","Male",81.0,82.4
"East Hampton School District","=""0420011""","East Hampton High School","Female",78.5,91.9
"East Hampton School District","=""0420011""","East Hampton High School","Male",82.0,76.0
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","Male",*,*
"East Hartford School District","=""0430011""","Connecticut IB Academy","Female",80.0,*
"East Hartford School District","=""0430011""","Connecticut IB Academy","Male",*,*
"East Hartford School District","=""0430011""","East Hartford High School","Female",74.4,86.8
"East Hartford School District","=""0430011""","East Hartford High School","Male",51.9,84.5
"East Hartford School District","=""0430011""","Stevens Alternate High school","Female",25.8,*
"East Hartford School District","=""0430011""","Stevens Alternate High school","Male",23.1,*
"East Hartford School District","=""0430011""","Woodland School","Female",*,*
"East Hartford School District","=""0430011""","Woodland School","Male",*,*
"East Haven School District","=""0440011""","East Haven High School","Female",69.7,92.9
"East Haven School District","=""0440011""","East Haven High School","Male",55.0,86.7
"East Haven School District","=""0440011""","Pathways","Female",*,*
"East Haven School District","=""0440011""","Pathways","Male",*,*
"East Lyme School District","=""0450011""","East Lyme High School","Female",90.3,96.9
"East Lyme School District","=""0450011""","East Lyme High School","Male",80.9,85.8
"East Windsor School District","=""0470011""","East Windsor High School","Female",74.5,88.6
"East Windsor School District","=""0470011""","East Windsor High School","Male",52.9,74.1
"Ellington School District","=""0480011""","Ellington High School","Female",87.8,91.1
"Ellington School District","=""0480011""","Ellington High School","Male",81.7,86.8
"Enfield School District","=""0490011""","Enfield High School","Female",81.9,86.0
"Enfield School District","=""0490011""","Enfield High School","Male",65.6,77.0
"Enfield School District","=""0490011""","Enrico Fermi High School","Female",84.8,88.9
"Enfield School District","=""0490011""","Enrico Fermi High School","Male",72.3,82.7
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Female",89.0,96.9
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Male",81.1,92.7
"Fairfield School District","=""0510011""","Fairfield Warde High School","Female",84.8,92.8
"Fairfield School District","=""0510011""","Fairfield Warde High School","Male",79.1,89.9
"Farmington School District","=""0520011""","Farmington High School","Female",84.0,93.0
"Farmington School District","=""0520011""","Farmington High School","Male",81.6,93.0
"Glastonbury School District","=""0540011""","Glastonbury High School","Female",89.9,95.9
"Glastonbury School District","=""0540011""","Glastonbury High School","Male",79.9,93.8
"Granby School District","=""0560011""","Granby Memorial High School","Female",86.1,94.1
"Granby School District","=""0560011""","Granby Memorial High School","Male",70.0,88.6
"Greenwich School District","=""0570011""","Greenwich High School","Female",77.2,96.6
"Greenwich School District","=""0570011""","Greenwich High School","Male",75.8,89.0
"Griswold School District","=""0580011""","Griswold High School","Female",68.0,80.9
"Griswold School District","=""0580011""","Griswold High School","Male",60.0,76.2
"Groton School District","=""0590011""","Robert E. Fitch High School","Female",76.4,90.5
"Groton School District","=""0590011""","Robert E. Fitch High School","Male",71.9,81.4
"Guilford School District","=""0600011""","Guilford High School","Female",89.4,94.4
"Guilford School District","=""0600011""","Guilford High School","Male",84.2,94.0
"Hamden School District","=""0620011""","Hamden High School","Female",76.7,85.7
"Hamden School District","=""0620011""","Hamden High School","Male",67.4,86.4
"Hartford School District","=""0640011""","Bulkeley High School","Female",57.8,71.8
"Hartford School District","=""0640011""","Bulkeley High School","Male",42.1,73.3
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Female",*,*
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Male",*,*
"Hartford School District","=""0640011""","Classical Magnet School","Female",91.9,91.2
"Hartford School District","=""0640011""","Classical Magnet School","Male",75.0,95.2
"Hartford School District","=""0640011""","Culinary Arts Academy","Female",52.9,*
"Hartford School District","=""0640011""","Culinary Arts Academy","Male",37.8,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Female",52.2,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Male",42.6,51.7
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Female",52.3,68.9
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Male",*,*
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Female",47.5,*
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Male",51.9,*
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","Female",*,*
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","Male",*,*
"Hartford School District","=""0640011""","OPPortunity High School","Female",*,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Female",72.7,79.2
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Male",67.4,71.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Female",79.5,88.6
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Male",71.9,91.3
"Hartford School District","=""0640011""","University High School of Science and Engineering","Female",85.7,*
"Hartford School District","=""0640011""","University High School of Science and Engineering","Male",82.4,89.3
"Hartford School District","=""0640011""","Weaver High School","Female",53.1,81.4
"Hartford School District","=""0640011""","Weaver High School","Male",41.4,75.0
"Killingly School District","=""0690011""","Killingly High School","Female",72.0,89.6
"Killingly School District","=""0690011""","Killingly High School","Male",61.1,72.7
"Lebanon School District","=""0710011""","Lyman Memorial High School","Female",76.3,94.8
"Lebanon School District","=""0710011""","Lyman Memorial High School","Male",57.8,96.2
"Ledyard School District","=""0720011""","Ledyard High School","Female",77.9,88.7
"Ledyard School District","=""0720011""","Ledyard High School","Male",73.0,83.6
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","Male",*,*
"Litchfield School District","=""0740011""","Litchfield High School","Female",77.6,84.2
"Litchfield School District","=""0740011""","Litchfield High School","Male",80.7,87.0
"Madison School District","=""0760011""","Daniel Hand High School","Female",85.8,93.0
"Madison School District","=""0760011""","Daniel Hand High School","Male",82.1,94.4
"Manchester School District","=""0770011""","Manchester High School","Female",75.7,92.3
"Manchester School District","=""0770011""","Manchester High School","Male",64.8,84.2
"Manchester School District","=""0770011""","Manchester Regional Academy","Female",*,*
"Manchester School District","=""0770011""","Manchester Regional Academy","Male",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","Female",66.7,82.4
"Meriden School District","=""0800011""","Francis T. Maloney High School","Male",61.7,78.4
"Meriden School District","=""0800011""","Orville H. Platt High School","Female",57.0,75.4
"Meriden School District","=""0800011""","Orville H. Platt High School","Male",49.5,85.4
"Middletown School District","=""0830011""","Middletown High School","Female",68.2,86.7
"Middletown School District","=""0830011""","Middletown High School","Male",67.5,84.0
"Milford School District","=""0840011""","Jonathan Law High School","Female",74.8,88.4
"Milford School District","=""0840011""","Jonathan Law High School","Male",66.2,88.4
"Milford School District","=""0840011""","Joseph A. Foran High School","Female",81.5,93.4
"Milford School District","=""0840011""","Joseph A. Foran High School","Male",73.1,89.5
"Monroe School District","=""0850011""","Masuk High School","Female",88.9,95.5
"Monroe School District","=""0850011""","Masuk High School","Male",82.5,89.4
"Montville School District","=""0860011""","Montville High School","Female",79.8,82.3
"Montville School District","=""0860011""","Montville High School","Male",72.0,81.9
"Montville School District","=""0860011""","Palmer Academy","Female",*,*
"Montville School District","=""0860011""","Palmer Academy","Male",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Female",60.0,88.9
"Naugatuck School District","=""0880011""","Naugatuck High School","Male",58.0,82.4
"New Britain School District","=""0890011""","Academic Extension Center","Male",*,*
"New Britain School District","=""0890011""","New Britain High School","Female",61.1,80.8
"New Britain School District","=""0890011""","New Britain High School","Male",50.2,76.9
"New Britain School District","=""0890011""","New Britain Transition Center","Female",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Female",83.7,97.6
"New Canaan School District","=""0900011""","New Canaan High School","Male",78.3,90.2
"New Fairfield School District","=""0910011""","New Fairfield High School","Female",79.6,93.0
"New Fairfield School District","=""0910011""","New Fairfield High School","Male",83.2,85.5
"New Haven School District","=""0930011""","Cooperative High School","Female",66.1,67.6
"New Haven School District","=""0930011""","Cooperative High School","Male",51.2,90.5
"New Haven School District","=""0930011""","High School In The Community","Female",60.0,59.3
"New Haven School District","=""0930011""","High School In The Community","Male",52.4,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Female",78.7,82.4
"New Haven School District","=""0930011""","Hill Regional Career High School","Male",68.9,93.5
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Female",*,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Male",64.3,*
"New Haven School District","=""0930011""","James Hillhouse High School","Female",65.8,76.9
"New Haven School District","=""0930011""","James Hillhouse High School","Male",51.4,56.8
"New Haven School District","=""0930011""","Metropolitan Business Academy","Female",*,*
"New Haven School District","=""0930011""","Metropolitan Business Academy","Male",*,*
"New Haven School District","=""0930011""","New Haven Academy","Female",*,*
"New Haven School District","=""0930011""","New Haven Academy","Male",*,*
"New Haven School District","=""0930011""","Polly T. McCabe Center","Female",-200.0,-200.0
"New Haven School District","=""0930011""","Riverside Education Academy","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Male",*,*
"New Haven School District","=""0930011""","Sound School","Female",68.4,84.6
"New Haven School District","=""0930011""","Sound School","Male",57.7,73.3
"New Haven School District","=""0930011""","Wilbur Cross High School","Female",61.3,78.6
"New Haven School District","=""0930011""","Wilbur Cross High School","Male",51.4,66.7
"Newington School District","=""0940011""","Newington High School","Female",83.3,95.4
"Newington School District","=""0940011""","Newington High School","Male",73.9,84.5
"New London School District","=""0950011""","New London Clinical Day Program","Male",*,*
"New London School District","=""0950011""","New London High School","Female",50.0,61.1
"New London School District","=""0950011""","New London High School","Male",55.0,72.7
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","Male",*,*
"New Milford School District","=""0960011""","New Milford High School","Female",78.7,89.0
"New Milford School District","=""0960011""","New Milford High School","Male",75.0,87.9
"Newtown School District","=""0970011""","Newtown High School","Female",87.1,94.3
"Newtown School District","=""0970011""","Newtown High School","Male",79.1,92.4
"North Branford School District","=""0990011""","North Branford High School","Female",84.1,98.3
"North Branford School District","=""0990011""","North Branford High School","Male",79.5,90.3
"North Haven School District","=""1010011""","North Haven High School","Female",87.4,96.0
"North Haven School District","=""1010011""","North Haven High School","Male",76.5,85.5
"North Stonington School District","=""1020011""","Wheeler High School","Female",85.7,*
"North Stonington School District","=""1020011""","Wheeler High School","Male",74.2,82.6
"Norwalk School District","=""1030011""","Brien McMahon High School","Female",76.7,89.7
"Norwalk School District","=""1030011""","Brien McMahon High School","Male",66.5,84.3
"Norwalk School District","=""1030011""","Norwalk High School","Female",79.7,91.2
"Norwalk School District","=""1030011""","Norwalk High School","Male",71.6,88.3
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Female",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Male",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Female",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Male",*,*
"Norwich School District","=""1040011""","Thames River Academy","Female",*,*
"Norwich School District","=""1040011""","Thames River Academy","Male",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Female",90.2,96.4
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Male",77.6,91.1
"Oxford School District","=""1080011""","Oxford High School","Female",82.0,92.7
"Oxford School District","=""1080011""","Oxford High School","Male",66.1,92.7
"Plainfield School District","=""1090011""","Plainfield High School","Female",69.9,83.3
"Plainfield School District","=""1090011""","Plainfield High School","Male",52.6,76.0
"Plainville School District","=""1100011""","Plainville High School","Female",77.8,85.7
"Plainville School District","=""1100011""","Plainville High School","Male",63.5,89.4
"Plymouth School District","=""1110011""","Terryville High School","Female",76.0,89.5
"Plymouth School District","=""1110011""","Terryville High School","Male",49.0,87.5
"Portland School District","=""1130011""","Portland High School","Female",81.6,92.5
"Portland School District","=""1130011""","Portland High School","Male",74.4,82.8
"Putnam School District","=""1160011""","Helping Hands","Male",*,*
"Putnam School District","=""1160011""","Putnam High School","Female",74.4,71.9
"Putnam School District","=""1160011""","Putnam High School","Male",57.1,55.0
"Ridgefield School District","=""1180011""","Ridgefield High School","Female",89.5,96.4
"Ridgefield School District","=""1180011""","Ridgefield High School","Male",84.8,96.1
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Female",84.5,88.2
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Male",79.6,90.2
"Seymour School District","=""1240011""","Seymour High School","Female",83.7,92.0
"Seymour School District","=""1240011""","Seymour High School","Male",67.5,85.2
"Shelton School District","=""1260011""","Shelton High School","Female",77.1,93.8
"Shelton School District","=""1260011""","Shelton High School","Male",75.6,85.8
"Simsbury School District","=""1280011""","Simsbury High School","Female",87.4,93.4
"Simsbury School District","=""1280011""","Simsbury High School","Male",82.9,93.7
"Somers School District","=""1290011""","Somers High School","Female",81.8,94.4
"Somers School District","=""1290011""","Somers High School","Male",81.5,94.3
"Southington School District","=""1310011""","Southington High School","Female",83.0,92.6
"Southington School District","=""1310011""","Southington High School","Male",76.3,85.6
"South Windsor School District","=""1320011""","South Windsor High School","Female",88.1,93.5
"South Windsor School District","=""1320011""","South Windsor High School","Male",81.5,93.1
"Stafford School District","=""1340011""","Stafford High School","Female",76.9,90.0
"Stafford School District","=""1340011""","Stafford High School","Male",64.4,89.7
"Stamford School District","=""1350011""","Stamford High School","Female",69.1,91.8
"Stamford School District","=""1350011""","Stamford High School","Male",74.2,85.1
"Stamford School District","=""1350011""","The Academy of Information Technology","Female",73.3,84.8
"Stamford School District","=""1350011""","The Academy of Information Technology","Male",76.5,87.7
"Stamford School District","=""1350011""","Westhill High School","Female",74.4,91.9
"Stamford School District","=""1350011""","Westhill High School","Male",59.9,85.7
"Stonington School District","=""1370011""","Stonington High School","Female",80.2,91.8
"Stonington School District","=""1370011""","Stonington High School","Male",64.9,86.9
"Stratford School District","=""1380011""","Bunnell High School","Female",77.1,90.9
"Stratford School District","=""1380011""","Bunnell High School","Male",71.1,86.8
"Stratford School District","=""1380011""","Stratford High School","Female",70.5,83.5
"Stratford School District","=""1380011""","Stratford High School","Male",58.7,84.4
"Stratford School District","=""1380011""","Strive-Stratford","Female",*,*
"Stratford School District","=""1380011""","Strive-Stratford","Male",*,*
"Suffield School District","=""1390011""","Suffield High School","Female",86.3,96.6
"Suffield School District","=""1390011""","Suffield High School","Male",78.2,88.6
"Thomaston School District","=""1400011""","Thomaston High School","Female",83.3,92.5
"Thomaston School District","=""1400011""","Thomaston High School","Male",53.2,88.0
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Female",63.0,86.2
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Male",66.7,70.0
"Tolland School District","=""1420011""","Tolland High School","Female",79.1,92.3
"Tolland School District","=""1420011""","Tolland High School","Male",80.5,91.2
"Torrington School District","=""1430011""","Torrington High School","Female",69.3,88.7
"Torrington School District","=""1430011""","Torrington High School","Male",56.8,88.0
"Trumbull School District","=""1440011""","Trumbull High School","Female",89.9,95.0
"Trumbull School District","=""1440011""","Trumbull High School","Male",79.8,91.0
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Female",*,*
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Male",*,*
"Vernon School District","=""1460011""","Rockville High School","Female",76.2,89.0
"Vernon School District","=""1460011""","Rockville High School","Male",67.5,80.0
"Wallingford School District","=""1480011""","Lyman Hall High School","Female",75.4,94.9
"Wallingford School District","=""1480011""","Lyman Hall High School","Male",68.5,83.5
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Female",77.1,90.5
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Male",76.3,86.2
"Waterbury School District","=""1510011""","Crosby High School","Female",55.6,81.5
"Waterbury School District","=""1510011""","Crosby High School","Male",47.3,79.2
"Waterbury School District","=""1510011""","Enlightenment School","Female",*,*
"Waterbury School District","=""1510011""","Enlightenment School","Male",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Female",66.7,81.3
"Waterbury School District","=""1510011""","John F. Kennedy High School","Male",44.8,76.6
"Waterbury School District","=""1510011""","State Street School","Female",*,*
"Waterbury School District","=""1510011""","State Street School","Male",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Female",70.5,86.0
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Male",68.1,78.1
"Waterbury School District","=""1510011""","Wilby High School","Female",57.6,77.8
"Waterbury School District","=""1510011""","Wilby High School","Male",39.3,71.7
"Waterford School District","=""1520011""","Waterford High School","Female",86.5,90.0
"Waterford School District","=""1520011""","Waterford High School","Male",70.9,79.5
"Watertown School District","=""1530011""","Watertown High School","Female",72.3,87.7
"Watertown School District","=""1530011""","Watertown High School","Male",69.6,90.0
"Westbrook School District","=""1540011""","Westbrook High School","Female",71.0,95.5
"Westbrook School District","=""1540011""","Westbrook High School","Male",72.7,93.8
"West Hartford School District","=""1550011""","Conard High School","Female",88.2,94.4
"West Hartford School District","=""1550011""","Conard High School","Male",82.2,89.6
"West Hartford School District","=""1550011""","Hall High School","Female",87.7,94.5
"West Hartford School District","=""1550011""","Hall High School","Male",82.8,93.5
"West Haven School District","=""1560011""","West Haven High School","Female",75.6,82.3
"West Haven School District","=""1560011""","West Haven High School","Male",62.7,84.3
"Weston School District","=""1570011""","Weston High School","Female",89.5,100.0
"Weston School District","=""1570011""","Weston High School","Male",88.1,95.5
"Westport School District","=""1580011""","Staples High School","Female",87.0,98.8
"Westport School District","=""1580011""","Staples High School","Male",82.0,94.6
"Wethersfield School District","=""1590011""","Wethersfield High School","Female",87.1,90.1
"Wethersfield School District","=""1590011""","Wethersfield High School","Male",79.6,93.8
"Wilton School District","=""1610011""","Wilton High School","Female",86.8,95.4
"Wilton School District","=""1610011""","Wilton High School","Male",84.8,97.8
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","Female",*,*
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","Male",*,*
"Windham School District","=""1630011""","Windham High School","Female",67.0,73.9
"Windham School District","=""1630011""","Windham High School","Male",55.4,82.4
"Windsor School District","=""1640011""","Windsor High School","Female",79.6,88.7
"Windsor School District","=""1640011""","Windsor High School","Male",62.8,86.1
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Female",77.2,90.9
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Male",61.0,85.1
"Wolcott School District","=""1660011""","Wolcott High School","Female",79.0,93.7
"Wolcott School District","=""1660011""","Wolcott High School","Male",71.8,93.2
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Female",80.0,92.5
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Male",46.0,82.6
"Regional School District 04","=""2040012""","Valley Regional High School","Female",77.3,86.3
"Regional School District 04","=""2040012""","Valley Regional High School","Male",68.5,86.0
"Regional School District 05","=""2050012""","Amity Regional High School","Female",87.5,97.1
"Regional School District 05","=""2050012""","Amity Regional High School","Male",86.7,95.3
"Regional School District 06","=""2060012""","Wamogo Regional High School","Female",77.8,94.3
"Regional School District 06","=""2060012""","Wamogo Regional High School","Male",51.5,*
"Regional School District 07","=""2070012""","AIM","Male",*,*
"Regional School District 07","=""2070012""","Links","Male",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Female",82.4,88.0
"Regional School District 07","=""2070012""","Northwestern Regional High School","Male",81.2,88.4
"Regional School District 07","=""2070012""","STEP","Female",*,*
"Regional School District 07","=""2070012""","STEP","Male",*,*
"Regional School District 08","=""2080012""","RHAM High School","Female",89.2,97.8
"Regional School District 08","=""2080012""","RHAM High School","Male",78.6,94.3
"Regional School District 09","=""2090012""","Joel Barlow High School","Female",89.1,93.4
"Regional School District 09","=""2090012""","Joel Barlow High School","Male",82.0,91.2
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Female",91.5,93.3
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Male",77.0,85.1
"Regional School District 11","=""2110012""","Parish Hill High School","Female",*,*
"Regional School District 11","=""2110012""","Parish Hill High School","Male",*,*
"Regional School District 12","=""2120012""","Shepaug Valley High School","Female",80.5,81.8
"Regional School District 12","=""2120012""","Shepaug Valley High School","Male",70.6,95.8
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Female",90.3,92.3
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Male",87.7,96.9
"Regional School District 14","=""2140012""","Nonnewaug High School","Female",83.5,97.0
"Regional School District 14","=""2140012""","Nonnewaug High School","Male",69.6,85.5
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Female",87.6,93.2
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Male",85.0,93.9
"Regional School District 16","=""2160012""","Woodland Regional High School","Female",87.4,91.6
"Regional School District 16","=""2160012""","Woodland Regional High School","Male",69.6,85.9
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Female",88.0,93.9
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Male",86.1,85.3
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Female",84.4,94.7
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Male",67.9,94.4
"Regional School District 19","=""2190012""","E. O. Smith High School","Female",74.6,95.3
"Regional School District 19","=""2190012""","E. O. Smith High School","Male",63.3,87.7
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Female",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Female",76.0,78.9
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Male",80.0,60.0
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Female",76.0,92.1
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Male",82.9,79.3
"Capitol Region Education Council","=""2410014""","River Street School","Female",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Male",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","Male",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Female",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Male",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","Female",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","Male",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","Female",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Female",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Village School","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Female",*,*
