"College Entrance and Persistence, 2008-09"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"Farmington School District","=""0520011""","Farmington High School","Male",83.9,93.3
"Glastonbury School District","=""0540011""","Glastonbury High School","Female",91.4,95.7
"Glastonbury School District","=""0540011""","Glastonbury High School","Male",85.8,93.8
"Granby School District","=""0560011""","Granby Memorial High School","Female",88.1,96.6
"Granby School District","=""0560011""","Granby Memorial High School","Male",69.7,89.9
"Greenwich School District","=""0570011""","Greenwich High School","Female",77.1,95.1
"Greenwich School District","=""0570011""","Greenwich High School","Male",76.9,92.6
"Griswold School District","=""0580011""","Griswold High School","Female",71.8,90.2
"Griswold School District","=""0580011""","Griswold High School","Male",59.8,81.6
"Groton School District","=""0590011""","Robert E. Fitch High School","Female",77.4,84.7
"Groton School District","=""0590011""","Robert E. Fitch High School","Male",65.3,78.4
"Guilford School District","=""0600011""","Guilford High School","Female",88.0,95.5
"Guilford School District","=""0600011""","Guilford High School","Male",80.6,92.0
"Hamden School District","=""0620011""","Hamden High School","Female",74.7,86.1
"Hamden School District","=""0620011""","Hamden High School","Male",67.5,84.8
"Hartford School District","=""0640011""","Bulkeley High School","Female",*,*
"Hartford School District","=""0640011""","Bulkeley High School","Male",*,*
"Hartford School District","=""0640011""","Bulkeley High School Lower School","Female",61.9,71.8
"Hartford School District","=""0640011""","Bulkeley High School Lower School","Male",54.9,72.0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Female",*,*
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Male",*,*
"Hartford School District","=""0640011""","Classical Magnet School","Female",86.5,81.3
"Hartford School District","=""0640011""","Classical Magnet School","Male",82.6,*
"Hartford School District","=""0640011""","Culinary Arts Academy","Female",*,*
"Hartford School District","=""0640011""","Culinary Arts Academy","Male",*,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Female",*,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Male",*,*
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Female",*,*
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Male",*,*
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Female",*,*
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Male",*,*
"Hartford School District","=""0640011""","Hartford Public High School","Female",68.9,67.1
"Hartford School District","=""0640011""","Hartford Public High School","Male",47.6,62.5
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","Female",*,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Female",74.1,85.0
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Male",73.3,72.7
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Female",77.8,85.7
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Male",76.9,86.7
"Hartford School District","=""0640011""","University High School of Science and Engineering","Female",96.2,96.0
"Hartford School District","=""0640011""","University High School of Science and Engineering","Male",70.5,93.5
"Hartford School District","=""0640011""","Weaver High School","Female",51.9,75.6
"Hartford School District","=""0640011""","Weaver High School","Male",44.4,69.4
"Killingly School District","=""0690011""","Killingly High School","Female",66.7,80.9
"Killingly School District","=""0690011""","Killingly High School","Male",46.4,81.3
"Lebanon School District","=""0710011""","Lyman Memorial High School","Female",86.6,95.8
"Lebanon School District","=""0710011""","Lyman Memorial High School","Male",60.7,89.2
"Ledyard School District","=""0720011""","Ledyard High School","Female",73.3,89.6
"Ledyard School District","=""0720011""","Ledyard High School","Male",66.7,89.5
"Litchfield School District","=""0740011""","Litchfield High School","Female",85.2,93.5
"Litchfield School District","=""0740011""","Litchfield High School","Male",72.5,82.8
"Madison School District","=""0760011""","Daniel Hand High School","Female",95.7,97.8
"Madison School District","=""0760011""","Daniel Hand High School","Male",83.9,91.2
"Manchester School District","=""0770011""","Manchester High School","Female",76.4,93.6
"Manchester School District","=""0770011""","Manchester High School","Male",61.7,84.3
"Manchester School District","=""0770011""","Manchester Regional Academy","Female",*,*
"Manchester School District","=""0770011""","Manchester Regional Academy","Male",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","Female",64.1,82.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","Male",55.5,74.6
"Meriden School District","=""0800011""","Orville H. Platt High School","Female",57.3,90.1
"Meriden School District","=""0800011""","Orville H. Platt High School","Male",48.6,70.6
"Middletown School District","=""0830011""","Middletown High School","Female",73.3,84.5
"Middletown School District","=""0830011""","Middletown High School","Male",66.4,78.2
"Milford School District","=""0840011""","Jonathan Law High School","Female",76.8,89.9
"Milford School District","=""0840011""","Jonathan Law High School","Male",68.4,86.8
"Milford School District","=""0840011""","Joseph A. Foran High School","Female",80.9,94.3
"Milford School District","=""0840011""","Joseph A. Foran High School","Male",67.6,84.9
"Monroe School District","=""0850011""","Masuk High School","Female",81.1,91.7
"Monroe School District","=""0850011""","Masuk High School","Male",84.0,92.1
"Montville School District","=""0860011""","Montville High School","Female",77.2,88.7
"Montville School District","=""0860011""","Montville High School","Male",70.2,86.4
"Montville School District","=""0860011""","Palmer Academy","Female",*,*
"Montville School District","=""0860011""","Palmer Academy","Male",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Female",68.5,83.1
"Naugatuck School District","=""0880011""","Naugatuck High School","Male",61.6,91.4
"New Britain School District","=""0890011""","New Britain High School","Female",62.4,81.5
"New Britain School District","=""0890011""","New Britain High School","Male",53.2,80.0
"New Canaan School District","=""0900011""","New Canaan High School","Female",87.6,96.5
"New Canaan School District","=""0900011""","New Canaan High School","Male",83.0,93.4
"New Fairfield School District","=""0910011""","New Fairfield High School","Female",81.6,97.5
"New Fairfield School District","=""0910011""","New Fairfield High School","Male",81.3,88.5
"New Haven School District","=""0930011""","Cooperative High School","Female",75.0,84.6
"New Haven School District","=""0930011""","Cooperative High School","Male",67.9,*
"New Haven School District","=""0930011""","High School In The Community","Female",65.5,*
"New Haven School District","=""0930011""","High School In The Community","Male",*,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Female",79.7,85.7
"New Haven School District","=""0930011""","Hill Regional Career High School","Male",77.4,85.4
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Female",*,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Male",69.0,65.0
"New Haven School District","=""0930011""","James Hillhouse High School","Female",67.5,73.2
"New Haven School District","=""0930011""","James Hillhouse High School","Male",60.3,62.9
"New Haven School District","=""0930011""","Metropolitan Business Academy","Female",*,*
"New Haven School District","=""0930011""","Metropolitan Business Academy","Male",*,*
"New Haven School District","=""0930011""","New Haven Academy","Female",*,*
"New Haven School District","=""0930011""","New Haven Academy","Male",*,*
"New Haven School District","=""0930011""","Polly T. McCabe Center","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Male",*,*
"New Haven School District","=""0930011""","Sound School","Female",66.7,90.9
"New Haven School District","=""0930011""","Sound School","Male",67.4,83.9
"New Haven School District","=""0930011""","Wilbur Cross High School","Female",53.8,75.0
"New Haven School District","=""0930011""","Wilbur Cross High School","Male",40.1,66.7
"Newington School District","=""0940011""","Newington High School","Female",82.2,96.8
"Newington School District","=""0940011""","Newington High School","Male",71.1,88.5
"New London School District","=""0950011""","New London Clinical Day Program","Female",*,*
"New London School District","=""0950011""","New London High School","Female",47.1,65.6
"New London School District","=""0950011""","New London High School","Male",50.6,87.2
"New Milford School District","=""0960011""","New Milford High School","Female",88.3,92.1
"New Milford School District","=""0960011""","New Milford High School","Male",77.4,88.6
"Newtown School District","=""0970011""","Newtown High School","Female",82.3,98.8
"Newtown School District","=""0970011""","Newtown High School","Male",80.9,92.7
"North Branford School District","=""0990011""","North Branford High School","Female",82.0,83.6
"North Branford School District","=""0990011""","North Branford High School","Male",77.8,93.7
"North Haven School District","=""1010011""","North Haven High School","Female",76.1,92.6
"North Haven School District","=""1010011""","North Haven High School","Male",80.0,85.7
"North Stonington School District","=""1020011""","Wheeler High School","Female",72.0,*
"North Stonington School District","=""1020011""","Wheeler High School","Male",62.5,*
"Norwalk School District","=""1030011""","Brien McMahon High School","Female",75.3,94.8
"Norwalk School District","=""1030011""","Brien McMahon High School","Male",78.8,80.7
"Norwalk School District","=""1030011""","Norwalk High School","Female",81.1,88.7
"Norwalk School District","=""1030011""","Norwalk High School","Male",73.7,88.6
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Female",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Male",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Female",*,*
"Norwich School District","=""1040011""","Thames River Academy","Female",*,*
"Norwich School District","=""1040011""","Thames River Academy","Male",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Female",79.6,93.0
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Male",76.2,95.8
"Plainfield School District","=""1090011""","Plainfield High School","Female",61.1,75.9
"Plainfield School District","=""1090011""","Plainfield High School","Male",56.0,68.6
"Plainville School District","=""1100011""","Plainville High School","Female",75.6,82.3
"Plainville School District","=""1100011""","Plainville High School","Male",67.7,81.5
"Plymouth School District","=""1110011""","Terryville High School","Female",57.6,91.2
"Plymouth School District","=""1110011""","Terryville High School","Male",59.2,84.4
"Portland School District","=""1130011""","Portland High School","Female",86.0,81.1
"Portland School District","=""1130011""","Portland High School","Male",79.4,81.5
"Putnam School District","=""1160011""","Putnam High School","Female",64.0,90.6
"Putnam School District","=""1160011""","Putnam High School","Male",63.0,*
"Ridgefield School District","=""1180011""","Ridgefield High School","Female",85.3,98.0
"Ridgefield School District","=""1180011""","Ridgefield High School","Male",86.3,96.6
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Female",91.0,93.0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Male",72.7,93.8
"Seymour School District","=""1240011""","Seymour High School","Female",80.0,92.7
"Seymour School District","=""1240011""","Seymour High School","Male",68.3,93.0
"Shelton School District","=""1260011""","Shelton High School","Female",84.9,92.4
"Shelton School District","=""1260011""","Shelton High School","Male",80.9,92.1
"Simsbury School District","=""1280011""","Simsbury High School","Female",82.0,95.0
"Simsbury School District","=""1280011""","Simsbury High School","Male",87.1,87.9
"Somers School District","=""1290011""","Somers High School","Female",86.6,94.4
"Somers School District","=""1290011""","Somers High School","Male",80.9,92.7
"Southington School District","=""1310011""","Southington High School","Female",84.1,89.2
"Southington School District","=""1310011""","Southington High School","Male",79.3,89.7
"South Windsor School District","=""1320011""","South Windsor High School","Female",87.4,92.0
"South Windsor School District","=""1320011""","South Windsor High School","Male",78.3,91.5
"Stafford School District","=""1340011""","Stafford High School","Female",71.0,86.4
"Stafford School District","=""1340011""","Stafford High School","Male",65.4,94.1
"Stamford School District","=""1350011""","Stamford High School","Female",70.7,91.0
"Stamford School District","=""1350011""","Stamford High School","Male",69.6,91.3
"Stamford School District","=""1350011""","The Academy of Information Technology","Female",71.0,86.4
"Stamford School District","=""1350011""","The Academy of Information Technology","Male",77.2,88.6
"Stamford School District","=""1350011""","Westhill High School","Female",74.9,92.2
"Stamford School District","=""1350011""","Westhill High School","Male",66.3,86.1
"Stonington School District","=""1370011""","Stonington High School","Female",75.3,89.1
"Stonington School District","=""1370011""","Stonington High School","Male",71.0,90.9
"Stratford School District","=""1380011""","Bunnell High School","Female",81.1,92.0
"Stratford School District","=""1380011""","Bunnell High School","Male",73.1,85.9
"Stratford School District","=""1380011""","Stratford High School","Female",68.2,81.3
"Stratford School District","=""1380011""","Stratford High School","Male",57.7,85.9
"Suffield School District","=""1390011""","Suffield High School","Female",85.6,96.8
"Suffield School District","=""1390011""","Suffield High School","Male",72.6,85.2
"Thomaston School District","=""1400011""","Thomaston High School","Female",80.6,84.0
"Thomaston School District","=""1400011""","Thomaston High School","Male",52.3,78.3
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Female",78.0,81.3
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Male",54.1,80.0
"Tolland School District","=""1420011""","Tolland High School","Female",84.8,96.2
"Tolland School District","=""1420011""","Tolland High School","Male",77.5,91.1
"Torrington School District","=""1430011""","Torrington High School","Female",76.8,88.2
"Torrington School District","=""1430011""","Torrington High School","Male",60.3,81.2
"Trumbull School District","=""1440011""","Trumbull High School","Female",85.2,96.0
"Trumbull School District","=""1440011""","Trumbull High School","Male",77.0,94.1
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Female",*,*
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Male",*,*
"Vernon School District","=""1460011""","Rockville High School","Female",79.7,88.3
"Vernon School District","=""1460011""","Rockville High School","Male",70.2,83.5
"Wallingford School District","=""1480011""","Lyman Hall High School","Female",77.1,86.8
"Wallingford School District","=""1480011""","Lyman Hall High School","Male",61.8,84.2
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Female",76.6,94.7
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Male",77.6,90.8
"Waterbury School District","=""1510011""","Crosby High School","Female",66.4,83.1
"Waterbury School District","=""1510011""","Crosby High School","Male",57.4,77.3
"Waterbury School District","=""1510011""","Enlightenment School","Female",*,*
"Waterbury School District","=""1510011""","Enlightenment School","Male",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Female",57.2,86.1
"Waterbury School District","=""1510011""","John F. Kennedy High School","Male",49.6,81.4
"Waterbury School District","=""1510011""","State Street School","Male",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Female",84.1,94.8
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Male",65.8,68.0
"Waterbury School District","=""1510011""","Wilby High School","Female",45.5,70.9
"Waterbury School District","=""1510011""","Wilby High School","Male",36.7,72.2
"Waterford School District","=""1520011""","Waterford High School","Female",80.2,85.7
"Waterford School District","=""1520011""","Waterford High School","Male",73.3,87.0
"Watertown School District","=""1530011""","Watertown High School","Female",82.6,88.4
"Watertown School District","=""1530011""","Watertown High School","Male",70.4,95.1
"Westbrook School District","=""1540011""","Westbrook High School","Female",94.9,91.9
"Westbrook School District","=""1540011""","Westbrook High School","Male",77.8,76.2
"West Hartford School District","=""1550011""","Conard High School","Female",81.2,95.2
"West Hartford School District","=""1550011""","Conard High School","Male",81.4,90.6
"West Hartford School District","=""1550011""","Hall High School","Female",84.7,93.8
"West Hartford School District","=""1550011""","Hall High School","Male",78.4,91.9
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Male",*,*
"West Haven School District","=""1560011""","West Haven High School","Female",68.3,86.0
"West Haven School District","=""1560011""","West Haven High School","Male",64.3,88.2
"Weston School District","=""1570011""","Weston High School","Female",82.3,98.7
"Weston School District","=""1570011""","Weston High School","Male",80.0,98.8
"Westport School District","=""1580011""","Staples High School","Female",84.3,97.1
"Westport School District","=""1580011""","Staples High School","Male",82.0,95.1
"Wethersfield School District","=""1590011""","Wethersfield High School","Female",81.7,94.2
"Wethersfield School District","=""1590011""","Wethersfield High School","Male",79.4,91.1
"Wilton School District","=""1610011""","Wilton High School","Female",85.6,96.4
"Wilton School District","=""1610011""","Wilton High School","Male",84.2,98.4
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","Female",*,*
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","Male",*,*
"Windham School District","=""1630011""","Windham High School","Female",70.0,85.7
"Windham School District","=""1630011""","Windham High School","Male",50.6,71.8
"Windsor School District","=""1640011""","Windsor High School","Female",73.0,89.2
"Windsor School District","=""1640011""","Windsor High School","Male",65.9,84.5
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Female",72.5,86.0
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Male",57.0,86.7
"Wolcott School District","=""1660011""","Wolcott High School","Female",85.0,89.2
"Wolcott School District","=""1660011""","Wolcott High School","Male",63.1,87.1
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Female",71.4,95.0
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Male",62.1,85.4
"Regional School District 04","=""2040012""","Valley Regional High School","Female",85.5,87.7
"Regional School District 04","=""2040012""","Valley Regional High School","Male",74.2,87.0
"Regional School District 05","=""2050012""","Amity Regional High School","Female",84.6,95.6
"Regional School District 05","=""2050012""","Amity Regional High School","Male",82.7,91.4
"Regional School District 06","=""2060012""","Wamogo Regional High School","Female",79.2,92.1
"Regional School District 06","=""2060012""","Wamogo Regional High School","Male",58.9,75.8
"Regional School District 07","=""2070012""","AIM","Male",*,*
"Regional School District 07","=""2070012""","Links","Female",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Female",82.3,91.4
"Regional School District 07","=""2070012""","Northwestern Regional High School","Male",69.1,87.2
"Regional School District 07","=""2070012""","STEP","Female",*,*
"Regional School District 07","=""2070012""","STEP","Male",*,*
"Regional School District 08","=""2080012""","RHAM High School","Female",81.7,96.9
"Regional School District 08","=""2080012""","RHAM High School","Male",76.3,87.4
"Regional School District 09","=""2090012""","Joel Barlow High School","Female",87.9,92.7
"Regional School District 09","=""2090012""","Joel Barlow High School","Male",78.3,92.6
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Female",85.0,93.4
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Male",78.7,87.1
"Regional School District 11","=""2110012""","Parish Hill High School","Female",86.4,*
"Regional School District 11","=""2110012""","Parish Hill High School","Male",60.7,*
"Regional School District 12","=""2120012""","Shepaug Valley High School","Female",86.4,94.1
"Regional School District 12","=""2120012""","Shepaug Valley High School","Male",66.7,88.5
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Female",86.7,88.5
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Male",82.0,86.0
"Regional School District 14","=""2140012""","Nonnewaug High School","Female",89.6,92.6
"Regional School District 14","=""2140012""","Nonnewaug High School","Male",68.9,85.5
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Female",91.5,96.9
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Male",86.8,93.1
"Regional School District 16","=""2160012""","Woodland Regional High School","Female",88.5,94.2
"Regional School District 16","=""2160012""","Woodland Regional High School","Male",80.0,90.8
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Female",87.0,95.0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Male",77.7,89.0
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Female",87.0,93.6
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Male",77.4,83.3
"Regional School District 19","=""2190012""","E. O. Smith High School","Female",79.3,91.6
"Regional School District 19","=""2190012""","E. O. Smith High School","Male",70.4,88.6
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Female",*,*
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Female",76.5,84.6
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Male",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Female",82.5,87.9
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Male",66.7,83.3
"Capitol Region Education Council","=""2410014""","River Street School","Female",*,*
"Capitol Region Education Council","=""2410014""","River Street School","Male",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","Female",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","Male",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","Female",*,*
"Cooperative Educational Services","=""2430014""","C. E. S. Special Education","Female",*,*
"Cooperative Educational Services","=""2430014""","C. E. S. Special Education","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Village School","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
