"College Entrance and Persistence, 2009-10"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","School Code","Entrance(%)","Persistence(%)"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""",*,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""",69.6,74.5
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""",76.3,89.7
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""",83.6,93.5
"Hartford School District","=""0640011""","Weaver High School","=""0646311""",48.2,79.1
"Killingly School District","=""0690011""","Killingly High School","=""0696111""",67.3,82.9
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""",69.4,95.2
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""",75.8,86.6
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""",*,*
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""",79.2,85.7
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""",83.9,93.7
"Manchester School District","=""0770011""","Manchester High School","=""0776111""",70.9,89.0
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""",64.1,80.4
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""",53.7,79.5
"Middletown School District","=""0830011""","Middletown High School","=""0836211""",67.9,85.4
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""",70.4,88.4
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""",77.3,91.5
"Monroe School District","=""0850011""","Masuk High School","=""0856111""",85.2,92.1
"Montville School District","=""0860011""","Montville High School","=""0866111""",75.9,82.1
"Montville School District","=""0860011""","Palmer Academy","=""0869011""",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""",59.0,85.8
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""",*,*
"New Britain School District","=""0890011""","New Britain High School","=""0896111""",55.4,78.9
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""",*,*
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""",81.0,94.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""",81.7,88.6
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""",59.8,75.9
"New Haven School District","=""0930011""","High School In The Community","=""0936611""",57.6,63.2
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""",75.8,85.3
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""",69.4,76.0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""",58.9,68.5
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""",65.5,*
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""",72.2,84.6
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""",*,*
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""",15.2,*
"New Haven School District","=""0930011""","Sound School","=""0936711""",62.2,78.6
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""",56.8,73.7
"Newington School District","=""0940011""","Newington High School","=""0946111""",78.6,90.2
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""",*,*
"New London School District","=""0950011""","New London High School","=""0956111""",52.6,67.5
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""",*,*
"New Milford School District","=""0960011""","New Milford High School","=""0966111""",77.0,88.5
"Newtown School District","=""0970011""","Newtown High School","=""0976111""",83.0,93.4
"North Branford School District","=""0990011""","North Branford High School","=""0996111""",81.6,94.2
"North Haven School District","=""1010011""","North Haven High School","=""1016111""",81.8,90.9
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""",78.8,90.2
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""",71.8,87.3
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""",75.8,89.9
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""",44.1,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""",*,*
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""",84.0,94.0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""",73.2,92.7
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""",61.6,80.3
"Plainville School District","=""1100011""","Plainville High School","=""1106111""",70.4,87.4
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""",65.3,88.9
"Portland School District","=""1130011""","Portland High School","=""1136111""",78.4,88.4
"Putnam School District","=""1160011""","Helping Hands","=""1169011""",*,*
"Putnam School District","=""1160011""","Putnam High School","=""1166111""",66.7,65.4
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""",87.2,96.3
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""",82.2,89.1
"Seymour School District","=""1240011""","Seymour High School","=""1246111""",76.6,89.4
"Shelton School District","=""1260011""","Shelton High School","=""1266111""",76.3,89.7
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""",85.0,93.5
"Somers School District","=""1290011""","Somers High School","=""1296111""",81.7,94.4
"Southington School District","=""1310011""","Southington High School","=""1316211""",79.6,89.3
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""",84.6,93.3
"Stafford School District","=""1340011""","Stafford High School","=""1346111""",71.1,89.9
"Stamford School District","=""1350011""","Stamford High School","=""1356111""",71.6,88.4
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""",75.4,86.7
"Stamford School District","=""1350011""","Westhill High School","=""1356311""",67.1,89.1
"Stonington School District","=""1370011""","Stonington High School","=""1376111""",72.4,89.6
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""",74.2,89.0
"Stratford School District","=""1380011""","Stratford High School","=""1386111""",65.1,83.9
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""",*,*
"Suffield School District","=""1390011""","Suffield High School","=""1396111""",82.3,92.8
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""",68.4,90.8
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""",64.8,78.0
"Tolland School District","=""1420011""","Tolland High School","=""1426111""",79.8,91.8
"Torrington School District","=""1430011""","Torrington High School","=""1436111""",63.2,88.4
"Trumbull School District","=""1440011""","Trumbull High School","=""1446111""",85.1,93.2
"Vernon School District","=""1460011""","Next Step Program (AACBP)","=""1469011""",*,*
"Vernon School District","=""1460011""","Rockville High School","=""1466111""",72.1,85.1
"Wallingford School District","=""1480011""","Lyman Hall High School","=""1486111""",72.0,89.6
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","=""1486211""",76.7,88.3
"Waterbury School District","=""1510011""","Crosby High School","=""1516211""",51.5,80.5
"Waterbury School District","=""1510011""","Enlightenment School","=""1519111""",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","=""1516411""",57.4,79.7
"Waterbury School District","=""1510011""","State Street School","=""1519011""",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",69.4,82.7
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",48.8,75.4
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",78.5,85.1
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",70.8,88.9
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",72.0,94.4
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",85.6,92.4
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",85.2,94.0
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",70.4,83.0
"Weston School District","=""1570011""","Weston High School","=""1576111""",88.8,97.8
"Westport School District","=""1580011""","Staples High School","=""1586111""",84.4,96.7
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",83.3,91.9
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",85.8,96.6
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","=""1639011""",*,*
"Windham School District","=""1630011""","Windham High School","=""1636111""",61.5,77.5
"Windsor School District","=""1640011""","Windsor High School","=""1646111""",71.1,87.6
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",67.9,87.9
"Wolcott School District","=""1660011""","Wolcott High School","=""1666111""",75.4,93.5
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",63.0,88.9
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""",72.7,86.1
"Regional School District 05","=""2050012""","Amity Regional High School","=""2056112""",87.1,96.2
"Regional School District 06","=""2060012""","Wamogo Regional High School","=""2066112""",66.7,94.2
"Regional School District 07","=""2070012""","AIM","=""2079112""",*,*
"Regional School District 07","=""2070012""","Links","=""2079212""",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","=""2076112""",81.8,88.2
"Regional School District 07","=""2070012""","STEP","=""2079312""",*,*
"Regional School District 08","=""2080012""","RHAM High School","=""2086112""",83.6,96.1
"Regional School District 09","=""2090012""","Joel Barlow High School","=""2096112""",85.7,92.4
"Regional School District 10","=""2100012""","Lewis S. Mills High School","=""2106112""",83.1,88.9
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""",80.0,85.7
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""",76.0,87.7
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""",89.0,94.6
"Regional School District 14","=""2140012""","Nonnewaug High School","=""2146112""",78.0,92.9
"Regional School District 15","=""2150012""","Pomperaug Regional High School","=""2156212""",86.3,93.6
"Regional School District 16","=""2160012""","Woodland Regional High School","=""2166012""",78.2,89.0
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""",87.0,89.6
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","=""2186112""",75.5,94.6
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",69.3,92.0
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""",*,*
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""",77.3,72.4
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",78.8,86.6
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",*,*
"Capitol Region Education Council","=""2410014""","Soundbridge","=""2419114""",*,*
"Education Connection","=""2420014""","GFLC/ACCESS School","=""2429014""",*,*
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",*,*
"Cooperative Educational Services","=""2430014""","RISE Transitional Program","=""2439314""",*,*
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","=""2446114""",*,*
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",65.5,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","=""2696113""",48.4,*
"Explorations District","=""2720013""","Explorations","=""2726113""",44.8,*
"Amistad Academy District","=""2790013""","Amistad Academy","=""2795113""",90.9,85.0
"Stamford Academy District","=""2820013""","Stamford Academy","=""2826013""",37.5,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","=""3362215""",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","=""3361115""",*,*
"Unified School District #1","=""3360015""","New Haven Correctional Center","=""3360915""",*,*
"Unified School District #1","=""3360015""","York Correctional Institution","=""3362515""",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Greater Bridgeport Community Mental Health Center","=""3370515""",*,*
"Unified School District #2","=""3470015""","Children's Place School","=""3470115""",*,*
"Unified School District #2","=""3470015""","Walter G. Cady School","=""3476715""",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",55.2,71.6
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",49.3,76.9
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",41.0,55.9
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",36.9,80.6
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",47.7,66.7
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""",35.2,71.1
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",46.8,80.8
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",29.4,75.7
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""",41.7,81.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",41.7,67.9
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",40.4,71.1
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""",47.8,79.3
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",47.1,78.6
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",34.7,74.4
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",43.0,71.8
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",53.2,76.3
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""",73.2,86.9
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""",79.4,72.9
"Woodstock Academy District","=""9030022""","Woodstock Academy","=""9036122""",81.8,89.5

