"College Entrance and Persistence, 2007-08"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"East Hartford School District","=""0430011""","East Hartford High School","Male",59.2,73.0
"East Hartford School District","=""0430011""","Stevens Alternate High school","Female",*,*
"East Hartford School District","=""0430011""","Stevens Alternate High school","Male",*,*
"East Hartford School District","=""0430011""","Woodland School","Male",*,*
"East Haven School District","=""0440011""","East Haven High School","Female",74.0,89.4
"East Haven School District","=""0440011""","East Haven High School","Male",65.3,84.0
"East Haven School District","=""0440011""","Pathways","Female",*,*
"East Haven School District","=""0440011""","Pathways","Male",*,*
"East Lyme School District","=""0450011""","East Lyme High School","Female",84.6,94.6
"East Lyme School District","=""0450011""","East Lyme High School","Male",77.6,94.2
"East Windsor School District","=""0470011""","East Windsor High School","Female",68.2,88.9
"East Windsor School District","=""0470011""","East Windsor High School","Male",56.3,92.6
"Ellington School District","=""0480011""","Ellington High School","Female",83.1,96.9
"Ellington School District","=""0480011""","Ellington High School","Male",76.6,88.9
"Enfield School District","=""0490011""","Enfield High School","Female",84.7,88.9
"Enfield School District","=""0490011""","Enfield High School","Male",73.4,81.2
"Enfield School District","=""0490011""","Enrico Fermi High School","Female",78.5,81.4
"Enfield School District","=""0490011""","Enrico Fermi High School","Male",63.6,88.0
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Female",81.8,97.2
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Male",84.9,91.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","Female",87.3,96.0
"Fairfield School District","=""0510011""","Fairfield Warde High School","Male",73.7,96.9
"Farmington School District","=""0520011""","Farmington High School","Female",78.1,93.0
"Farmington School District","=""0520011""","Farmington High School","Male",77.0,94.4
"Glastonbury School District","=""0540011""","Glastonbury High School","Female",89.7,94.9
"Glastonbury School District","=""0540011""","Glastonbury High School","Male",83.2,88.9
"Granby School District","=""0560011""","Granby Memorial High School","Female",85.4,85.5
"Granby School District","=""0560011""","Granby Memorial High School","Male",69.1,86.8
"Greenwich School District","=""0570011""","Greenwich High School","Female",78.9,94.7
"Greenwich School District","=""0570011""","Greenwich High School","Male",73.6,95.4
"Griswold School District","=""0580011""","Griswold High School","Female",69.0,81.0
"Griswold School District","=""0580011""","Griswold High School","Male",57.0,86.7
"Groton School District","=""0590011""","Robert E. Fitch High School","Female",66.7,90.6
"Groton School District","=""0590011""","Robert E. Fitch High School","Male",62.8,79.1
"Guilford School District","=""0600011""","Guilford High School","Female",88.8,91.9
"Guilford School District","=""0600011""","Guilford High School","Male",83.0,96.6
"Hamden School District","=""0620011""","Hamden High School","Female",77.0,83.2
"Hamden School District","=""0620011""","Hamden High School","Male",70.8,89.0
"Hartford School District","=""0640011""","Bulkeley High School Lower School","Female",55.3,73.8
"Hartford School District","=""0640011""","Bulkeley High School Lower School","Male",50.5,78.3
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Female",*,*
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Male",*,*
"Hartford School District","=""0640011""","Classical Magnet School","Female",84.0,85.7
"Hartford School District","=""0640011""","Classical Magnet School","Male",*,*
"Hartford School District","=""0640011""","Hartford Public High School","Female",53.8,73.7
"Hartford School District","=""0640011""","Hartford Public High School","Male",35.3,77.8
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Female",80.0,75.0
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Male",62.5,84.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Female",80.4,86.5
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Male",76.7,82.6
"Hartford School District","=""0640011""","University High School of Science and Engineering","Female",79.3,82.6
"Hartford School District","=""0640011""","University High School of Science and Engineering","Male",86.8,90.9
"Hartford School District","=""0640011""","Weaver High School","Female",50.0,81.5
"Hartford School District","=""0640011""","Weaver High School","Male",39.0,85.4
"Killingly School District","=""0690011""","Killingly High School","Female",51.4,89.1
"Killingly School District","=""0690011""","Killingly High School","Male",48.1,84.2
"Lebanon School District","=""0710011""","Lyman Memorial High School","Female",77.4,93.8
"Lebanon School District","=""0710011""","Lyman Memorial High School","Male",65.6,92.5
"Ledyard School District","=""0720011""","Ledyard High School","Female",66.9,85.5
"Ledyard School District","=""0720011""","Ledyard High School","Male",70.5,87.2
"Litchfield School District","=""0740011""","Litchfield High School","Female",85.1,97.5
"Litchfield School District","=""0740011""","Litchfield High School","Male",73.3,88.6
"Madison School District","=""0760011""","Daniel Hand High School","Female",88.8,97.2
"Madison School District","=""0760011""","Daniel Hand High School","Male",80.8,98.4
"Manchester School District","=""0770011""","Manchester High School","Female",73.1,85.3
"Manchester School District","=""0770011""","Manchester High School","Male",68.2,83.2
"Manchester School District","=""0770011""","Manchester Regional Academy","Female",*,*
"Manchester School District","=""0770011""","Manchester Regional Academy","Male",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","Female",69.2,81.5
"Meriden School District","=""0800011""","Francis T. Maloney High School","Male",58.9,74.2
"Meriden School District","=""0800011""","Orville H. Platt High School","Female",64.4,82.8
"Meriden School District","=""0800011""","Orville H. Platt High School","Male",59.2,80.3
"Middletown School District","=""0830011""","Middletown High School","Female",78.3,83.7
"Middletown School District","=""0830011""","Middletown High School","Male",61.3,79.3
"Milford School District","=""0840011""","Jonathan Law High School","Female",80.6,94.3
"Milford School District","=""0840011""","Jonathan Law High School","Male",65.2,89.8
"Milford School District","=""0840011""","Joseph A. Foran High School","Female",86.9,93.3
"Milford School District","=""0840011""","Joseph A. Foran High School","Male",82.4,89.3
"Milford School District","=""0840011""","The Academy","Female",*,*
"Milford School District","=""0840011""","The Academy","Male",*,*
"Monroe School District","=""0850011""","Masuk High School","Female",85.6,95.5
"Monroe School District","=""0850011""","Masuk High School","Male",81.2,91.2
"Montville School District","=""0860011""","Montville High School","Female",72.1,85.3
"Montville School District","=""0860011""","Montville High School","Male",71.1,71.9
"Montville School District","=""0860011""","Palmer Academy","Female",*,*
"Montville School District","=""0860011""","Palmer Academy","Male",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Female",77.9,83.2
"Naugatuck School District","=""0880011""","Naugatuck High School","Male",52.0,77.8
"New Britain School District","=""0890011""","New Britain High School","Female",61.0,81.6
"New Britain School District","=""0890011""","New Britain High School","Male",50.5,80.2
"New Canaan School District","=""0900011""","New Canaan High School","Female",86.1,99.2
"New Canaan School District","=""0900011""","New Canaan High School","Male",84.0,92.7
"New Fairfield School District","=""0910011""","New Fairfield High School","Female",83.3,92.2
"New Fairfield School District","=""0910011""","New Fairfield High School","Male",74.8,91.6
"New Haven School District","=""0930011""","Cooperative High School","Female",69.8,78.4
"New Haven School District","=""0930011""","Cooperative High School","Male",50.0,*
"New Haven School District","=""0930011""","High School In The Community","Female",77.5,74.2
"New Haven School District","=""0930011""","High School In The Community","Male",64.3,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Female",75.8,90.7
"New Haven School District","=""0930011""","Hill Regional Career High School","Male",80.4,91.1
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Female",*,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Male",*,*
"New Haven School District","=""0930011""","James Hillhouse High School","Female",60.5,73.6
"New Haven School District","=""0930011""","James Hillhouse High School","Male",51.2,66.7
"New Haven School District","=""0930011""","Metropolitan Business Academy","Female",*,*
"New Haven School District","=""0930011""","Metropolitan Business Academy","Male",56.0,*
"New Haven School District","=""0930011""","New Haven Academy","Female",*,*
"New Haven School District","=""0930011""","New Haven Academy","Male",*,*
"New Haven School District","=""0930011""","Polly T. McCabe Center","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Female",22.9,*
"New Haven School District","=""0930011""","Riverside Education Academy","Male",20.5,*
"New Haven School District","=""0930011""","Sound School","Female",81.3,80.8
"New Haven School District","=""0930011""","Sound School","Male",66.7,86.4
"New Haven School District","=""0930011""","Wilbur Cross High School","Female",63.8,70.1
"New Haven School District","=""0930011""","Wilbur Cross High School","Male",47.6,77.8
"Newington School District","=""0940011""","Newington High School","Female",84.5,91.5
"Newington School District","=""0940011""","Newington High School","Male",67.0,87.9
"New London School District","=""0950011""","New London Clinical Day Program","Male",*,*
"New London School District","=""0950011""","New London High School","Female",44.8,69.2
"New London School District","=""0950011""","New London High School","Male",38.4,67.9
"New Milford School District","=""0960011""","New Milford High School","Female",79.8,95.2
"New Milford School District","=""0960011""","New Milford High School","Male",70.9,91.4
"Newtown School District","=""0970011""","Newtown High School","Female",84.9,94.7
"Newtown School District","=""0970011""","Newtown High School","Male",76.3,93.9
"North Branford School District","=""0990011""","North Branford High School","Female",84.9,88.6
"North Branford School District","=""0990011""","North Branford High School","Male",74.1,93.7
"North Haven School District","=""1010011""","North Haven High School","Female",82.6,96.3
"North Haven School District","=""1010011""","North Haven High School","Male",80.0,84.8
"North Stonington School District","=""1020011""","Wheeler High School","Female",84.8,89.3
"North Stonington School District","=""1020011""","Wheeler High School","Male",86.2,88.0
"Norwalk School District","=""1030011""","Brien McMahon High School","Female",83.1,88.7
"Norwalk School District","=""1030011""","Brien McMahon High School","Male",73.3,82.1
"Norwalk School District","=""1030011""","Norwalk High School","Female",77.7,91.4
"Norwalk School District","=""1030011""","Norwalk High School","Male",73.7,89.4
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Female",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Male",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Female",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Male",*,*
"Norwich School District","=""1040011""","Thames River Academy","Female",*,*
"Norwich School District","=""1040011""","Thames River Academy","Male",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Female",83.6,97.8
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Male",72.1,88.6
"Plainfield School District","=""1090011""","Plainfield High School","Female",57.9,74.5
"Plainfield School District","=""1090011""","Plainfield High School","Male",48.2,82.5
"Plainville School District","=""1100011""","Plainville High School","Female",84.0,89.9
"Plainville School District","=""1100011""","Plainville High School","Male",60.5,87.5
"Plymouth School District","=""1110011""","Terryville High School","Female",64.6,83.9
"Plymouth School District","=""1110011""","Terryville High School","Male",40.5,76.7
"Portland School District","=""1130011""","Portland High School","Female",88.9,100.0
"Portland School District","=""1130011""","Portland High School","Male",72.2,80.8
"Putnam School District","=""1160011""","Putnam High School","Female",78.4,80.0
"Putnam School District","=""1160011""","Putnam High School","Male",47.7,71.4
"Ridgefield School District","=""1180011""","Ridgefield High School","Female",86.3,96.2
"Ridgefield School District","=""1180011""","Ridgefield High School","Male",86.1,96.6
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Female",83.0,91.8
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Male",76.7,89.9
"Seymour School District","=""1240011""","Seymour High School","Female",75.5,91.9
"Seymour School District","=""1240011""","Seymour High School","Male",68.5,84.1
"Shelton School District","=""1260011""","Shelton High School","Female",83.5,89.8
"Shelton School District","=""1260011""","Shelton High School","Male",75.1,89.9
"Simsbury School District","=""1280011""","Simsbury High School","Female",86.1,90.1
"Simsbury School District","=""1280011""","Simsbury High School","Male",81.8,95.1
"Somers School District","=""1290011""","Somers High School","Female",89.2,100.0
"Somers School District","=""1290011""","Somers High School","Male",93.3,92.9
"Southington School District","=""1310011""","Southington High School","Female",82.9,90.7
"Southington School District","=""1310011""","Southington High School","Male",68.4,90.6
"South Windsor School District","=""1320011""","South Windsor High School","Female",84.0,94.1
"South Windsor School District","=""1320011""","South Windsor High School","Male",77.9,91.6
"Stafford School District","=""1340011""","Stafford High School","Female",75.6,85.3
"Stafford School District","=""1340011""","Stafford High School","Male",62.0,71.0
"Stamford School District","=""1350011""","Stamford High School","Female",81.6,91.1
"Stamford School District","=""1350011""","Stamford High School","Male",69.6,92.4
"Stamford School District","=""1350011""","The Academy of Information Technology","Female",88.0,95.5
"Stamford School District","=""1350011""","The Academy of Information Technology","Male",76.9,90.0
"Stamford School District","=""1350011""","Westhill High School","Female",70.7,90.3
"Stamford School District","=""1350011""","Westhill High School","Male",60.8,83.2
"Stonington School District","=""1370011""","Stonington High School","Female",72.6,91.3
"Stonington School District","=""1370011""","Stonington High School","Male",68.0,85.3
"Stratford School District","=""1380011""","Bunnell High School","Female",83.2,92.1
"Stratford School District","=""1380011""","Bunnell High School","Male",71.8,90.8
"Stratford School District","=""1380011""","Stratford High School","Female",66.4,89.4
"Stratford School District","=""1380011""","Stratford High School","Male",68.7,86.8
"Suffield School District","=""1390011""","Suffield High School","Female",84.3,87.9
"Suffield School District","=""1390011""","Suffield High School","Male",76.2,93.8
"Thomaston School District","=""1400011""","Thomaston High School","Female",82.5,87.9
"Thomaston School District","=""1400011""","Thomaston High School","Male",52.6,90.0
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Female",78.7,78.4
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Male",75.6,83.9
"Tolland School District","=""1420011""","Tolland High School","Female",83.0,98.7
"Tolland School District","=""1420011""","Tolland High School","Male",82.2,93.2
"Torrington School District","=""1430011""","Torrington High School","Female",69.7,91.7
"Torrington School District","=""1430011""","Torrington High School","Male",56.8,85.9
"Trumbull School District","=""1440011""","Trumbull High School","Female",86.1,92.1
"Trumbull School District","=""1440011""","Trumbull High School","Male",81.1,90.6
"Vernon School District","=""1460011""","Rockville High School","Female",78.9,90.5
"Vernon School District","=""1460011""","Rockville High School","Male",70.4,85.5
"Wallingford School District","=""1480011""","A.R.T.S. Academy","Male",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Female",82.2,91.5
"Wallingford School District","=""1480011""","Lyman Hall High School","Male",81.8,90.9
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Female",82.0,91.2
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Male",65.8,89.3
"Waterbury School District","=""1510011""","Crosby High School","Female",58.6,87.8
"Waterbury School District","=""1510011""","Crosby High School","Male",53.3,75.0
"Waterbury School District","=""1510011""","Enlightenment School","Female",*,*
"Waterbury School District","=""1510011""","Enlightenment School","Male",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Female",55.4,79.3
"Waterbury School District","=""1510011""","John F. Kennedy High School","Male",56.3,79.3
"Waterbury School District","=""1510011""","State Street School","Female",*,*
"Waterbury School District","=""1510011""","State Street School","Male",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Female",80.5,91.9
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Male",44.8,*
"Waterbury School District","=""1510011""","Wilby High School","Female",50.5,83.9
"Waterbury School District","=""1510011""","Wilby High School","Male",42.6,63.0
"Waterford School District","=""1520011""","Waterford High School","Female",82.5,91.9
"Waterford School District","=""1520011""","Waterford High School","Male",69.9,86.1
"Watertown School District","=""1530011""","Watertown High School","Female",71.2,91.7
"Watertown School District","=""1530011""","Watertown High School","Male",69.4,86.8
"Westbrook School District","=""1540011""","Westbrook High School","Female",78.6,87.9
"Westbrook School District","=""1540011""","Westbrook High School","Male",60.9,85.7
"West Hartford School District","=""1550011""","Conard High School","Female",80.5,92.4
"West Hartford School District","=""1550011""","Conard High School","Male",76.6,93.8
"West Hartford School District","=""1550011""","Hall High School","Female",87.0,96.1
"West Hartford School District","=""1550011""","Hall High School","Male",78.9,95.8
"West Haven School District","=""1560011""","West Haven High School","Female",66.5,83.9
"West Haven School District","=""1560011""","West Haven High School","Male",63.7,80.0
"Weston School District","=""1570011""","Weston High School","Female",94.4,100.0
"Weston School District","=""1570011""","Weston High School","Male",83.7,96.1
"Westport School District","=""1580011""","Staples High School","Female",86.7,96.9
"Westport School District","=""1580011""","Staples High School","Male",86.5,94.2
"Wethersfield School District","=""1590011""","Wethersfield High School","Female",83.7,91.5
"Wethersfield School District","=""1590011""","Wethersfield High School","Male",77.0,92.8
"Wilton School District","=""1610011""","Wilton High School","Female",93.5,96.0
"Wilton School District","=""1610011""","Wilton High School","Male",86.7,96.5
"Winchester School District","=""1620011""","Joy D. Rice School","Female",*,*
"Winchester School District","=""1620011""","Joy D. Rice School","Male",*,*
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","Female",*,*
"Windham School District","=""1630011""","Eastern Regional Academy/Windham","Male",*,*
"Windham School District","=""1630011""","Windham High School","Female",66.2,85.7
"Windham School District","=""1630011""","Windham High School","Male",61.9,76.7
"Windsor School District","=""1640011""","Windsor High School","Female",81.9,88.2
"Windsor School District","=""1640011""","Windsor High School","Male",73.8,83.7
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Female",62.3,85.4
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Male",58.1,81.4
"Wolcott School District","=""1660011""","Wolcott High School","Female",71.4,88.0
"Wolcott School District","=""1660011""","Wolcott High School","Male",63.9,84.1
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Female",72.4,92.9
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Male",60.9,97.6
"Regional School District 04","=""2040012""","Valley Regional High School","Female",81.8,90.5
"Regional School District 04","=""2040012""","Valley Regional High School","Male",54.4,100.0
"Regional School District 05","=""2050012""","Amity Regional High School","Female",91.0,97.4
"Regional School District 05","=""2050012""","Amity Regional High School","Male",82.5,93.4
"Regional School District 06","=""2060012""","Wamogo Regional High School","Female",74.6,84.1
"Regional School District 06","=""2060012""","Wamogo Regional High School","Male",58.6,*
"Regional School District 07","=""2070012""","AIM","Female",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Female",91.0,90.1
"Regional School District 07","=""2070012""","Northwestern Regional High School","Male",76.7,92.4
"Regional School District 07","=""2070012""","STEP","Female",*,*
"Regional School District 07","=""2070012""","STEP","Male",*,*
"Regional School District 08","=""2080012""","RHAM High School","Female",81.4,90.2
"Regional School District 08","=""2080012""","RHAM High School","Male",72.1,88.8
"Regional School District 09","=""2090012""","Joel Barlow High School","Female",93.0,96.7
"Regional School District 09","=""2090012""","Joel Barlow High School","Male",81.7,93.6
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Female",84.1,87.8
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Male",74.1,91.7
"Regional School District 11","=""2110012""","Parish Hill High School","Female",*,*
"Regional School District 11","=""2110012""","Parish Hill High School","Male",*,*
"Regional School District 12","=""2120012""","Shepaug Valley High School","Female",79.5,80.0
"Regional School District 12","=""2120012""","Shepaug Valley High School","Male",87.5,85.7
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Female",80.3,85.2
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Male",88.4,90.2
"Regional School District 14","=""2140012""","Nonnewaug High School","Female",83.2,91.2
"Regional School District 14","=""2140012""","Nonnewaug High School","Male",67.1,98.2
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Female",86.0,97.7
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Male",86.7,91.7
"Regional School District 16","=""2160012""","Woodland Regional High School","Female",81.3,94.5
"Regional School District 16","=""2160012""","Woodland Regional High School","Male",69.4,88.1
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Female",85.0,88.2
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Male",74.7,94.4
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Female",86.6,93.1
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Male",81.7,95.9
"Regional School District 19","=""2190012""","E. O. Smith High School","Female",76.0,87.4
"Regional School District 19","=""2190012""","E. O. Smith High School","Male",68.8,97.3
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Female",*,*
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","Male",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Female",*,*
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","Male",*,*
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Female",76.2,96.9
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","Male",77.1,88.9
"Education Connection","=""2420014""","GFLC/ACCESS School","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Collaborative Alternative Magnet School","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Village School","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","Male",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Female",*,*
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","Male",*,*
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EastConn Special Education","Male",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Female",*,*
"Common Ground High School District","=""2680013""","Common Ground High School","Male",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Female",*,*
"The Bridge Academy District","=""2690013""","The Bridge Academy","Male",*,*
"Explorations District","=""2720013""","Explorations","Female",*,*
"Explorations District","=""2720013""","Explorations","Male",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Female",*,*
"Stamford Academy District","=""2820013""","Stamford Academy","Male",*,*
"Unified School District #1","=""3360015""","MacDougall/Walker Correctional Institution","Male",*,*
"Unified School District #1","=""3360015""","Manson Youth Institution","Male",*,*
"Unified School District #1","=""3360015""","Willard/Cybulski Correctional Institution","Male",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Cedarcrest Regional Hosp - Blue Hills Hosp. Substance Ab","Female",*,*
"Department of Mental Health and Addiction Services","=""3370015""","Connecticut Valley Hospital","Female",*,*
"Unified School District #2","=""3470015""","Children's Place School","Female",*,*
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Female",31.3,65.0
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","Male",35.1,55.0
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Female",59.6,72.9
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","Male",39.3,64.3
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Female",51.0,64.0
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","Male",24.5,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Female",36.4,*
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","Male",29.8,*
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Female",44.1,76.9
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","Male",35.1,81.5
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Female",29.3,*
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","Male",26.1,75.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","Female",51.2,81.8
