"College Entrance and Persistence, 2013-14"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"District","District Code","School","Gender","Entrance(%)","Persistence(%)"
"East Hartford School District","=""0430011""","Stevens Alternate High school","Male",*,*
"East Hartford School District","=""0430011""","Woodland School","Female",*,*
"East Hartford School District","=""0430011""","Woodland School","Male",*,*
"East Haven School District","=""0440011""","East Haven High School","Female",73.1,96.1
"East Haven School District","=""0440011""","East Haven High School","Male",58.8,74.6
"East Haven School District","=""0440011""","Pathways","Female",*,*
"East Haven School District","=""0440011""","Pathways","Male",*,*
"East Lyme School District","=""0450011""","East Lyme High School","Female",88.5,95.7
"East Lyme School District","=""0450011""","East Lyme High School","Male",82.0,90.5
"East Windsor School District","=""0470011""","East Windsor High School","Female",66.0,87.9
"East Windsor School District","=""0470011""","East Windsor High School","Male",60.0,83.3
"Ellington School District","=""0480011""","Ellington High School","Female",81.9,87.0
"Ellington School District","=""0480011""","Ellington High School","Male",62.2,86.9
"Enfield School District","=""0490011""","Enfield High School","Female",75.7,78.6
"Enfield School District","=""0490011""","Enfield High School","Male",67.4,76.7
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","Female",*,*
"Enfield School District","=""0490011""","Enfield Transitional Learning Academy","Male",*,*
"Enfield School District","=""0490011""","Enrico Fermi High School","Female",80.0,83.8
"Enfield School District","=""0490011""","Enrico Fermi High School","Male",62.3,83.1
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Female",87.2,94.2
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","Male",78.3,91.9
"Fairfield School District","=""0510011""","Fairfield Warde High School","Female",84.5,97.3
"Fairfield School District","=""0510011""","Fairfield Warde High School","Male",78.6,96.3
"Farmington School District","=""0520011""","Farmington High School","Female",89.8,89.4
"Farmington School District","=""0520011""","Farmington High School","Male",82.0,93.5
"Glastonbury School District","=""0540011""","Glastonbury High School","Female",87.0,95.3
"Glastonbury School District","=""0540011""","Glastonbury High School","Male",84.0,94.7
"Glastonbury School District","=""0540011""","Links Academy","Female",*,*
"Glastonbury School District","=""0540011""","Links Academy","Male",*,*
"Granby School District","=""0560011""","Granby Memorial High School","Female",92.2,96.8
"Granby School District","=""0560011""","Granby Memorial High School","Male",81.4,97.5
"Greenwich School District","=""0570011""","Greenwich High School","Female",83.5,90.8
"Greenwich School District","=""0570011""","Greenwich High School","Male",79.6,89.4
"Griswold School District","=""0580011""","Griswold High School","Female",77.2,82.0
"Griswold School District","=""0580011""","Griswold High School","Male",47.1,65.6
"Groton School District","=""0590011""","Robert E. Fitch High School","Female",73.2,83.2
"Groton School District","=""0590011""","Robert E. Fitch High School","Male",52.2,69.4
"Guilford School District","=""0600011""","Guilford High School","Female",90.8,96.1
"Guilford School District","=""0600011""","Guilford High School","Male",82.0,92.4
"Hamden School District","=""0620011""","Hamden High School","Female",78.2,93.8
"Hamden School District","=""0620011""","Hamden High School","Male",68.4,79.5
"Hartford School District","=""0640011""","Bulkeley High School","Female",31.4,63.6
"Hartford School District","=""0640011""","Bulkeley High School","Male",31.7,84.6
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Female",100.0,93.1
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","Male",83.3,50.0
"Hartford School District","=""0640011""","Classical Magnet School","Female",91.3,97.6
"Hartford School District","=""0640011""","Classical Magnet School","Male",88.6,80.6
"Hartford School District","=""0640011""","Culinary Arts Academy","Female",30.8,*
"Hartford School District","=""0640011""","Culinary Arts Academy","Male",38.9,*
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","Female",86.5,78.1
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","Male",*,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Female",50.0,*
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","Male",46.2,*
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Female",60.5,60.9
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","Male",40.0,*
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Female",46.6,74.1
"Hartford School District","=""0640011""","HPHS Law and Government Academy","Male",47.9,60.9
"Hartford School District","=""0640011""","High School, Inc.","Female",46.2,*
"Hartford School District","=""0640011""","High School, Inc.","Male",53.6,*
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","Female",60.0,*
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","Male",41.9,*
"Hartford School District","=""0640011""","OPPortunity High School","Female",*,*
"Hartford School District","=""0640011""","OPPortunity High School","Male",*,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Female",57.1,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","Male",64.4,79.3
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Female",86.8,80.4
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","Male",61.0,76.0
"Hartford School District","=""0640011""","University High School of Science and Engineering","Female",*,*
"Hartford School District","=""0640011""","University High School of Science and Engineering","Male",87.7,84.0
"Killingly School District","=""0690011""","Killingly High School","Female",67.3,83.3
"Killingly School District","=""0690011""","Killingly High School","Male",59.3,81.3
"Lebanon School District","=""0710011""","Lyman Memorial High School","Female",78.0,89.1
"Lebanon School District","=""0710011""","Lyman Memorial High School","Male",63.6,90.5
"Ledyard School District","=""0720011""","Ledyard High School","Female",81.9,88.4
"Ledyard School District","=""0720011""","Ledyard High School","Male",68.8,89.3
"Litchfield School District","=""0740011""","Litchfield High School","Female",84.8,96.4
"Litchfield School District","=""0740011""","Litchfield High School","Male",87.1,81.5
"Madison School District","=""0760011""","Daniel Hand High School","Female",91.4,98.0
"Madison School District","=""0760011""","Daniel Hand High School","Male",84.8,94.5
"Manchester School District","=""0770011""","Manchester High School","Female",68.4,82.8
"Manchester School District","=""0770011""","Manchester High School","Male",50.0,76.8
"Manchester School District","=""0770011""","Manchester Regional Academy","Female",*,*
"Manchester School District","=""0770011""","Manchester Regional Academy","Male",*,*
"Manchester School District","=""0770011""","Manchester Transition Center","Female",*,*
"Manchester School District","=""0770011""","Manchester Transition Center","Male",*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","Female",68.5,92.0
"Meriden School District","=""0800011""","Francis T. Maloney High School","Male",48.8,82.0
"Meriden School District","=""0800011""","Orville H. Platt High School","Female",75.2,74.1
"Meriden School District","=""0800011""","Orville H. Platt High School","Male",49.6,79.7
"Middletown School District","=""0830011""","Middletown High School","Female",75.5,90.8
"Middletown School District","=""0830011""","Middletown High School","Male",66.2,85.6
"Middletown School District","=""0830011""","Transition to Life Center","Female",*,*
"Middletown School District","=""0830011""","Transition to Life Center","Male",*,*
"Milford School District","=""0840011""","Jonathan Law High School","Female",79.2,95.1
"Milford School District","=""0840011""","Jonathan Law High School","Male",57.6,88.9
"Milford School District","=""0840011""","Joseph A. Foran High School","Female",86.7,97.1
"Milford School District","=""0840011""","Joseph A. Foran High School","Male",71.4,86.7
"Monroe School District","=""0850011""","Masuk High School","Female",87.9,95.4
"Monroe School District","=""0850011""","Masuk High School","Male",77.2,89.3
"Montville School District","=""0860011""","Montville High School","Female",73.6,83.6
"Montville School District","=""0860011""","Montville High School","Male",53.2,92.9
"Montville School District","=""0860011""","Palmer Academy","Female",*,*
"Montville School District","=""0860011""","Palmer Academy","Male",*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","Female",71.8,88.8
"Naugatuck School District","=""0880011""","Naugatuck High School","Male",54.3,88.2
"New Britain School District","=""0890011""","Alternative Center School","Female",*,*
"New Britain School District","=""0890011""","Alternative Center School","Male",*,*
"New Britain School District","=""0890011""","CLIMB","Female",*,*
"New Britain School District","=""0890011""","CLIMB","Male",*,*
"New Britain School District","=""0890011""","New Britain High School","Female",69.7,84.4
"New Britain School District","=""0890011""","New Britain High School","Male",54.3,72.3
"New Britain School District","=""0890011""","New Britain Transition Center","Female",*,*
"New Canaan School District","=""0900011""","New Canaan High School","Female",88.8,96.0
"New Canaan School District","=""0900011""","New Canaan High School","Male",86.5,93.4
"New Fairfield School District","=""0910011""","New Fairfield High School","Female",86.6,96.9
"New Fairfield School District","=""0910011""","New Fairfield High School","Male",82.0,92.0
"New Haven School District","=""0930011""","Cooperative High School","Female",73.5,76.0
"New Haven School District","=""0930011""","Cooperative High School","Male",76.8,74.4
"New Haven School District","=""0930011""","High School In The Community","Female",75.0,*
"New Haven School District","=""0930011""","High School In The Community","Male",*,*
"New Haven School District","=""0930011""","Hill Regional Career High School","Female",80.6,83.5
"New Haven School District","=""0930011""","Hill Regional Career High School","Male",71.4,77.5
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Female",*,*
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","Male",*,61.9
"New Haven School District","=""0930011""","James Hillhouse High School","Female",71.2,75.7
"New Haven School District","=""0930011""","James Hillhouse High School","Male",50.5,70.0
"New Haven School District","=""0930011""","Metropolitan Business Academy","Female",71.2,73.0
"New Haven School District","=""0930011""","Metropolitan Business Academy","Male",64.7,59.1
"New Haven School District","=""0930011""","New Haven Academy","Female",75.8,80.0
"New Haven School District","=""0930011""","New Haven Academy","Male",72.4,81.0
"New Haven School District","=""0930011""","Polly T. McCabe Center","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Female",*,*
"New Haven School District","=""0930011""","Riverside Education Academy","Male",*,*
"New Haven School District","=""0930011""","Sound School","Female",85.7,93.3
"New Haven School District","=""0930011""","Sound School","Male",66.7,86.7
"New Haven School District","=""0930011""","Wilbur Cross High School","Female",58.8,75.7
"New Haven School District","=""0930011""","Wilbur Cross High School","Male",49.6,65.5
"Newington School District","=""0940011""","Newington High School","Female",84.2,91.6
"Newington School District","=""0940011""","Newington High School","Male",76.7,92.0
"New London School District","=""0950011""","New London High School","Female",67.5,73.2
"New London School District","=""0950011""","New London High School","Male",49.5,72.9
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","Female",*,*
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","Male",*,*
"New Milford School District","=""0960011""","New Milford High School","Female",77.4,95.1
"New Milford School District","=""0960011""","New Milford High School","Male",78.7,91.5
"Newtown School District","=""0970011""","Newtown High School","Female",88.0,94.9
"Newtown School District","=""0970011""","Newtown High School","Male",83.3,95.5
"Newtown School District","=""0970011""","STARR","Female",*,*
"North Branford School District","=""0990011""","North Branford High School","Female",85.5,90.6
"North Branford School District","=""0990011""","North Branford High School","Male",63.2,83.3
"North Branford School District","=""0990011""","School to Work Program","Female",*,*
"North Branford School District","=""0990011""","School to Work Program","Male",*,*
"North Haven School District","=""1010011""","North Haven High School","Female",78.7,96.4
"North Haven School District","=""1010011""","North Haven High School","Male",78.9,86.7
"North Stonington School District","=""1020011""","Wheeler High School","Female",70.8,*
"North Stonington School District","=""1020011""","Wheeler High School","Male",62.5,70.0
"Norwalk School District","=""1030011""","Brien McMahon High School","Female",84.1,86.2
"Norwalk School District","=""1030011""","Brien McMahon High School","Male",66.9,84.3
"Norwalk School District","=""1030011""","Norwalk High School","Female",79.4,89.6
"Norwalk School District","=""1030011""","Norwalk High School","Male",75.7,83.6
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Female",*,*
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","Male",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Female",*,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","Male",*,*
"Norwich School District","=""1040011""","Virtual Learning Academy","Female",*,*
"Norwich School District","=""1040011""","Virtual Learning Academy","Male",*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Female",83.3,94.0
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","Male",79.4,90.7
"Oxford School District","=""1080011""","Oxford High School","Female",87.2,90.7
"Oxford School District","=""1080011""","Oxford High School","Male",79.3,92.3
"Plainfield School District","=""1090011""","Plainfield High School","Female",73.5,78.7
"Plainfield School District","=""1090011""","Plainfield High School","Male",59.4,70.7
"Plainville School District","=""1100011""","Plainville High School","Female",85.5,87.3
"Plainville School District","=""1100011""","Plainville High School","Male",66.2,82.4
"Plymouth School District","=""1110011""","Plymouth Alternative High School","Female",*,*
"Plymouth School District","=""1110011""","Plymouth Alternative High School","Male",*,*
"Plymouth School District","=""1110011""","Terryville High School","Female",84.6,90.9
"Plymouth School District","=""1110011""","Terryville High School","Male",68.6,85.4
"Portland School District","=""1130011""","Portland High School","Female",93.3,85.7
"Portland School District","=""1130011""","Portland High School","Male",74.1,88.4
"Putnam School District","=""1160011""","Helping Hands","Female",*,*
"Putnam School District","=""1160011""","Helping Hands","Male",*,*
"Putnam School District","=""1160011""","Putnam High School","Female",52.0,*
"Putnam School District","=""1160011""","Putnam High School","Male",32.5,*
"Ridgefield School District","=""1180011""","Ridgefield High School","Female",91.6,98.6
"Ridgefield School District","=""1180011""","Ridgefield High School","Male",85.5,95.4
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Female",78.1,96.0
"Rocky Hill School District","=""1190011""","Rocky Hill High School","Male",77.8,85.7
"Seymour School District","=""1240011""","Seymour High School","Female",83.1,94.4
"Seymour School District","=""1240011""","Seymour High School","Male",68.3,85.4
"Shelton School District","=""1260011""","Shelton High School","Female",80.0,95.3
"Shelton School District","=""1260011""","Shelton High School","Male",72.4,87.3
"Simsbury School District","=""1280011""","Simsbury High School","Female",90.7,97.0
"Simsbury School District","=""1280011""","Simsbury High School","Male",83.2,95.1
"Somers School District","=""1290011""","Somers High School","Female",82.4,100.0
"Somers School District","=""1290011""","Somers High School","Male",80.0,95.5
"Southington School District","=""1310011""","Southington High School","Female",82.9,90.4
"Southington School District","=""1310011""","Southington High School","Male",73.6,88.8
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","Male",*,*
"South Windsor School District","=""1320011""","South Windsor High School","Female",86.4,92.1
"South Windsor School District","=""1320011""","South Windsor High School","Male",86.4,93.2
"Stafford School District","=""1340011""","Stafford High School","Female",69.7,89.1
"Stafford School District","=""1340011""","Stafford High School","Male",52.1,73.0
"Stamford School District","=""1350011""","Stamford High School","Female",82.5,87.2
"Stamford School District","=""1350011""","Stamford High School","Male",71.3,89.9
"Stamford School District","=""1350011""","The Academy of Information Technology","Female",85.5,94.9
"Stamford School District","=""1350011""","The Academy of Information Technology","Male",85.3,91.4
"Stamford School District","=""1350011""","Westhill High School","Female",74.4,88.7
"Stamford School District","=""1350011""","Westhill High School","Male",67.7,81.4
"Stonington School District","=""1370011""","Stonington High School","Female",73.1,95.6
"Stonington School District","=""1370011""","Stonington High School","Male",73.7,94.6
"Stratford School District","=""1380011""","Bunnell High School","Female",81.6,93.2
"Stratford School District","=""1380011""","Bunnell High School","Male",72.9,84.3
"Stratford School District","=""1380011""","Stratford High School","Female",75.2,87.9
"Stratford School District","=""1380011""","Stratford High School","Male",68.9,87.5
"Stratford School District","=""1380011""","Strive-Stratford","Female",*,*
"Stratford School District","=""1380011""","Strive-Stratford","Male",*,*
"Suffield School District","=""1390011""","Suffield High School","Female",85.1,96.9
"Suffield School District","=""1390011""","Suffield High School","Male",79.6,95.9
"Thomaston School District","=""1400011""","Thomaston High School","Female",84.2,87.5
"Thomaston School District","=""1400011""","Thomaston High School","Male",75.0,83.3
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Female",73.8,87.1
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","Male",44.7,*
"Tolland School District","=""1420011""","Tolland High School","Female",91.7,93.0
"Tolland School District","=""1420011""","Tolland High School","Male",85.0,87.9
"Torrington School District","=""1430011""","Torrington High School","Female",68.5,89.5
"Torrington School District","=""1430011""","Torrington High School","Male",57.4,74.3
"Trumbull School District","=""1440011""","Trumbull High School","Female",89.7,95.7
"Trumbull School District","=""1440011""","Trumbull High School","Male",84.0,90.7
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Female",*,*
"Vernon School District","=""1460011""","Next Step Program (AACBP)","Male",*,*
"Vernon School District","=""1460011""","Rockville High School","Female",74.6,89.0
"Vernon School District","=""1460011""","Rockville High School","Male",61.2,87.3
"Wallingford School District","=""1480011""","A.R.T.S. Academy","Female",*,*
"Wallingford School District","=""1480011""","Lyman Hall High School","Female",74.6,91.5
"Wallingford School District","=""1480011""","Lyman Hall High School","Male",64.6,87.5
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Female",78.5,88.1
"Wallingford School District","=""1480011""","Mark T. Sheehan High School","Male",61.6,94.2
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","Female",*,*
"Wallingford School District","=""1480011""","Multi-Vocational Life Skills Program","Male",*,*
"Waterbury School District","=""1510011""","Crosby High School","Female",59.7,77.2
"Waterbury School District","=""1510011""","Crosby High School","Male",57.6,69.9
"Waterbury School District","=""1510011""","Enlightenment School","Female",*,*
"Waterbury School District","=""1510011""","Enlightenment School","Male",*,*
"Waterbury School District","=""1510011""","John F. Kennedy High School","Female",63.6,88.3
"Waterbury School District","=""1510011""","John F. Kennedy High School","Male",49.6,74.3
"Waterbury School District","=""1510011""","State Street School","Female",*,*
"Waterbury School District","=""1510011""","State Street School","Male",*,*
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Female",83.1,89.8
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","Male",67.3,72.7
"Waterbury School District","=""1510011""","Wilby High School","Female",58.5,68.1
"Waterbury School District","=""1510011""","Wilby High School","Male",47.8,57.6
"Waterford School District","=""1520011""","Waterford High School","Female",84.3,94.7
"Waterford School District","=""1520011""","Waterford High School","Male",81.2,92.7
"Watertown School District","=""1530011""","Watertown High School","Female",85.8,94.2
"Watertown School District","=""1530011""","Watertown High School","Male",65.7,90.8
"Westbrook School District","=""1540011""","Westbrook High School","Female",97.4,83.8
"Westbrook School District","=""1540011""","Westbrook High School","Male",60.6,85.0
"West Hartford School District","=""1550011""","Achieve","Female",*,*
"West Hartford School District","=""1550011""","Achieve","Male",*,*
"West Hartford School District","=""1550011""","Conard High School","Female",84.3,90.7
"West Hartford School District","=""1550011""","Conard High School","Male",82.2,89.5
"West Hartford School District","=""1550011""","Hall High School","Female",88.9,94.1
"West Hartford School District","=""1550011""","Hall High School","Male",81.4,91.4
"West Hartford School District","=""1550011""","Strive-West Hartford","Female",*,*
"West Hartford School District","=""1550011""","Strive-West Hartford","Male",*,*
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","Male",*,*
"West Haven School District","=""1560011""","West Haven High School","Female",71.3,89.1
"West Haven School District","=""1560011""","West Haven High School","Male",56.1,86.4
"Weston School District","=""1570011""","Weston High School","Female",96.5,100.0
"Weston School District","=""1570011""","Weston High School","Male",85.6,93.5
"Westport School District","=""1580011""","Staples High School","Female",90.9,96.8
"Westport School District","=""1580011""","Staples High School","Male",90.6,96.2
"Wethersfield School District","=""1590011""","Wethersfield High School","Female",85.9,94.5
"Wethersfield School District","=""1590011""","Wethersfield High School","Male",77.8,92.9
"Wilton School District","=""1610011""","Wilton High School","Female",90.3,96.9
"Wilton School District","=""1610011""","Wilton High School","Male",85.2,96.9
"Windham School District","=""1630011""","Windham High School","Female",65.2,80.0
"Windham School District","=""1630011""","Windham High School","Male",42.0,69.0
"Windsor School District","=""1640011""","Windsor High School","Female",82.9,86.2
"Windsor School District","=""1640011""","Windsor High School","Male",71.6,81.1
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Female",77.8,89.8
"Windsor Locks School District","=""1650011""","Windsor Locks High School","Male",60.9,74.4
"Wolcott School District","=""1660011""","Wolcott High School","Female",82.8,92.1
"Wolcott School District","=""1660011""","Wolcott High School","Male",70.7,85.4
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Female",82.5,87.2
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","Male",49.0,88.0
"Regional School District 04","=""2040012""","Valley Regional High School","Female",81.9,98.3
"Regional School District 04","=""2040012""","Valley Regional High School","Male",71.7,86.0
"Regional School District 05","=""2050012""","Amity Regional High School","Female",91.9,97.7
"Regional School District 05","=""2050012""","Amity Regional High School","Male",81.9,93.4
"Regional School District 06","=""2060012""","Wamogo Regional High School","Female",85.7,86.1
"Regional School District 06","=""2060012""","Wamogo Regional High School","Male",72.7,90.6
"Regional School District 07","=""2070012""","AIM","Male",*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","Female",*,*
"Regional School District 07","=""2070012""","Intensive Learning Program","Male",*,*
"Regional School District 07","=""2070012""","Northwestern Regional High School","Female",77.6,91.6
"Regional School District 07","=""2070012""","Northwestern Regional High School","Male",77.2,82.0
"Regional School District 07","=""2070012""","STEP","Female",*,*
"Regional School District 07","=""2070012""","STEP","Male",*,*
"Regional School District 08","=""2080012""","RHAM High School","Female",87.4,93.2
"Regional School District 08","=""2080012""","RHAM High School","Male",79.1,97.3
"Regional School District 08","=""2080012""","Region Alternative High School","Female",*,*
"Regional School District 08","=""2080012""","Region Alternative High School","Male",*,*
"Regional School District 09","=""2090012""","Joel Barlow High School","Female",87.9,97.4
"Regional School District 09","=""2090012""","Joel Barlow High School","Male",83.9,93.6
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Female",87.4,94.8
"Regional School District 10","=""2100012""","Lewis S. Mills High School","Male",74.3,90.7
"Regional School District 11","=""2110012""","Parish Hill High School","Female",*,*
"Regional School District 11","=""2110012""","Parish Hill High School","Male",*,*
"Regional School District 12","=""2120012""","Shepaug Valley School","Female",79.5,93.5
"Regional School District 12","=""2120012""","Shepaug Valley School","Male",55.0,90.9
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Female",90.0,96.8
"Regional School District 13","=""2130012""","Coginchaug Regional High School","Male",76.3,93.3
"Regional School District 14","=""2140012""","Nonnewaug High School","Female",87.9,92.7
"Regional School District 14","=""2140012""","Nonnewaug High School","Male",71.4,90.0
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Female",86.5,90.6
"Regional School District 15","=""2150012""","Pomperaug Regional High School","Male",79.4,91.6
"Regional School District 16","=""2160012""","Woodland Regional High School","Female",83.2,91.1
"Regional School District 16","=""2160012""","Woodland Regional High School","Male",67.1,86.8
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Female",90.3,92.3
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","Male",79.5,88.7
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Female",90.6,97.9
"Regional School District 18","=""2180012""","Lyme-Old Lyme High School","Male",92.5,87.8
"Regional School District 19","=""2190012""","E. O. Smith High School","Female",76.5,89.7
"Regional School District 19","=""2190012""","E. O. Smith High School","Male",62.4,87.5
