"Incident Counts, 2009-10"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Bridgeport School District","=""1420011""","Tolland High School","=""1426111""",0,0,0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,0,0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","*","*",24,"*",17,41,"*","*",17,196
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","*","*",16,"*",16,29,"*","*",9,199
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",0,"*",13,"*",14,22,"*","*",9,162
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""",0,"*","*","*","*","*","*","*",0,11
"Bristol School District","=""0170011""","Clarence A. Bingham School","=""0170111""",0,0,"*",0,0,"*",0,0,0,7
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",0,"*","*",0,"*",7,0,0,0,21
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",0,0,0,0,"*","*",0,0,0,"*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""",0,0,0,0,"*","*",0,0,0,7
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""",0,0,0,0,"*",0,0,"*",0,7
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""",0,0,"*",0,0,"*",0,0,0,14
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""",0,0,6,"*",10,8,0,"*",6,62
"Bristol School District","=""0170011""","Mountain View School","=""0171711""",0,0,0,0,0,0,0,0,0,"*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","*","*","*","*","*",11,0,"*",0,32
"Bristol School District","=""0170011""","South Side School","=""0171111""",0,"*",0,"*",0,"*",0,0,0,"*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""",0,0,"*",0,"*","*",0,0,"*","*"
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",0,0,"*","*","*","*",0,0,9,19
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",0,"*","*",0,6,18,0,0,"*",14
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","*","*",9,"*",28,"*","*",0,0,6
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",6,13,29,7,50,9,"*","*","*",34
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",0,0,"*",0,0,0,0,0,0,0
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","*","*","*",0,13,"*",0,"*",0,14
"Canton School District","=""0230011""","Canton High School","=""0236111""",0,"*","*","*","*",9,"*",0,"*",13
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",0,0,"*",0,0,0,0,0,0,"*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",0,0,"*",0,"*","*",0,"*",0,"*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",0,0,0,0,0,0,0,0,0,"*"
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",0,0,"*","*",14,"*","*","*","*",19
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","*",0,7,"*",6,6,"*",0,"*",56
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",0,0,"*",0,"*",7,0,"*","*",19
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","*",0,"*","*",8,29,"*",0,"*",8
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,0,0,0,0,0,0,"*",0
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","*",10,38,10,77,71,"*","*","*",234
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",0,0,0,0,"*","*",0,0,0,"*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","*",6,43,6,80,81,"*","*",0,102
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","*",17,38,10,28,74,6,"*",0,131
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",0,"*","*",0,0,0,"*",0,0,0
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,0,0,0,0,9,0,"*",0,10
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""",8,"*",27,8,11,7,7,"*",39,192
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","*",9,20,6,8,9,"*","*","*",18
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,0,"*",0,"*","*",0,"*",0,"*"
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,0,11,0,"*","*",0,0,0,26
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,0,0,0,0,"*",0,0,0,0
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,0,"*",0,0,15,"*","*",0,0
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,"*","*",0,0,0,0,0,"*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,"*","*","*","*",8,0,"*","*",22
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",0,0,0,0,0,0,0,0,0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,"*",11,"*",9,"*","*",0,10,227
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,"*",8,13,6,7,0,0,31,243
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",0,0,0,0,"*",14,0,0,0,8
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,"*","*","*",15,0,0,0,9
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,"*",7,"*",12,"*","*",0,"*",33
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""","*",0,"*",0,"*",0,0,0,0,0
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","*",0,"*",0,0,7,0,"*",0,"*"
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,"*","*",0,"*","*","*",0,0,15
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",6,"*",37,11,60,43,"*","*",12,397
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",0,"*",18,"*","*",38,"*","*",12,59
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","*",8,14,8,40,17,"*","*","*",205
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""",0,"*",19,7,61,38,"*","*","*",417
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""",0,"*",24,8,38,16,6,"*",18,257
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","*",11,28,7,28,12,21,11,9,146
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","*",10,16,"*",8,6,"*",0,8,264
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","*",0,14,0,12,6,"*","*",12,133
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","*","*",28,"*",39,21,8,"*",21,223
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","*",23,35,19,15,14,"*","*",9,157
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","*",10,16,0,"*",7,"*","*",11,78
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","*","*",33,10,54,25,0,10,36,233
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",12,"*",25,23,7,29,"*",0,25,503
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",7,"*",68,6,23,18,15,"*",14,331
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",0,"*",32,"*",9,6,"*","*","*",125
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",7,19,32,"*","*",22,6,"*","*",186
"Cooperative Educational Services","=""2430014""","C. E. S. Special Education","=""2439014""","*",0,0,0,0,"*",0,0,0,0
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,"*",0,0,0,0,0,0,0
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",0,"*","*",0,14,16,"*","*",0,11
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","*","*",15,0,33,8,7,0,"*",54
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",0,0,0,0,"*","*",0,0,0,8
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,"*",26,"*",16,10,"*","*","*",55
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",0,0,0,0,0,"*",0,0,0,0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,6,23,"*",14,7,23,"*",20,498
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,"*","*","*",32,"*","*",0,6
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,6,8,0,7,"*",0,28,409
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","*",0,10,7,27,6,"*",0,"*",76
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",0,0,0,0,"*",0,0,"*",0,8
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,"*",0,0,"*",0,"*",0,"*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,6,"*",6,15,"*",0,20,70
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","*",0,7,"*",12,6,"*","*",8,11
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",10,"*",38,26,31,62,6,"*",67,1575
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",0,0,"*",0,0,"*",0,"*",0,"*"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",0,0,0,0,0,"*",0,"*",0,"*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",0,0,"*","*",0,7,0,0,0,"*"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,0,0,0,"*",0,0,0,0,6
"Danbury School District","=""0340011""","Mill Ridge Educational Center","=""0341811""",0,0,"*",0,"*","*",0,"*",0,"*"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",0,0,0,0,0,0,0,0,0,"*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",0,0,"*",0,"*",6,0,0,0,"*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,0,0,"*",0,0,0,0,0,23
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",0,0,0,0,"*",0,0,0,0,0
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","*","*",38,13,28,96,"*",8,"*",454
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",0,"*","*",0,"*",12,0,"*",0,8
"Danbury School District","=""0340011""","South Street School","=""0341011""",0,0,0,0,"*","*","*",0,0,"*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",0,0,8,"*",0,13,"*",0,0,8
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""",0,0,0,0,"*",0,0,0,0,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,10,"*","*","*","*","*",8,27
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","*",0,0,0,"*","*",0,0,0,"*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,"*","*",0,10,0,"*","*",0,7
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",0,0,0,0,"*","*",0,0,0,"*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",0,0,"*",0,"*","*",0,0,0,"*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","*","*",21,"*",31,29,"*",0,8,360
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","*","*","*",0,19,6,"*","*",0,17
"Derby School District","=""0370011""","Irving School","=""0370411""","*",0,9,0,"*",10,0,"*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,"*","*","*",0,0,"*","*",24
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,"*","*",0,6,8,"*","*",0,10
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,"*",0,0,0,0,0,0,0,0
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""",0,0,0,0,0,0,0,0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""",0,0,"*",0,0,"*","*",0,"*",24
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""",0,"*",9,"*",7,"*","*","*","*",9
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,"*",0,0,0,0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*",0,6,0,0,11,"*",0,0,154
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","*",0,"*","*","*",7,"*","*","*",13
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,0,"*","*",11,18,0,0,0,20
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,"*","*","*",0,22
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,"*",8,"*",21,6,0,"*",0,"*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,0,18,"*",56,19,"*",0,0,31
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,0,"*","*",26,"*","*",0,0,9
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","*","*",43,17,282,14,"*",14,34,2848
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",0,23,128,21,136,77,21,"*","*",1053
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","*","*",20,"*",9,74,"*",0,0,19
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",0,0,"*","*","*",9,0,"*",0,10
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,0,"*","*","*",0,"*",0,0,9
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,"*",22,11,67,11,"*","*",0,103
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,0,22,8,54,0,"*",0,0,16
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""",0,"*",11,"*",31,29,"*","*",17,71
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",0,"*",10,6,76,10,"*","*",0,172
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""",0,0,0,0,0,0,0,0,0,"*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""",0,0,0,0,"*","*",0,0,0,0
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,"*","*",0,"*",0,0,0,"*"
"East Haven School District","=""0440011""","D. C. Moore School","=""0441411""",0,0,"*",0,0,"*",0,0,0,"*"
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",0,0,"*",0,"*","*",0,"*",0,"*"
"East Haven School District","=""0440011""","Dominick H. Ferrara School","=""0441311""",0,0,0,0,0,10,0,0,0,0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""",14,"*",13,15,"*",22,"*","*",20,565
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""",0,"*","*","*","*","*",0,0,0,"*"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","*",16,33,"*",41,26,"*","*","*",197
"East Haven School District","=""0440011""","Momauguin School","=""0440711""",0,0,0,"*","*",0,0,0,0,"*"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""",0,0,0,0,0,0,0,"*",0,"*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,0,16,8,24,"*",6,"*",12,33
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","*","*",16,"*",9,36,"*",0,"*",23
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",0,0,8,0,"*",14,0,"*",0,6
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,"*",9,"*",16,16,"*",0,11,108
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","*","*",8,0,19,22,"*","*",0,93
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","ACT Magnet School (Arts at the Capitol Theater) - Full Time","=""2536014""",0,0,0,0,0,0,0,0,0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""","*",0,12,"*","*",6,"*",0,0,6
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",0,0,"*",0,"*","*",0,0,0,16
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",0,0,"*",0,0,0,0,0,0,"*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,"*",6,0,"*","*",0,"*",0,0
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",0,0,"*",0,"*","*","*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",0,0,"*",0,"*","*","*",0,0,"*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,0,"*","*",0,0,0,0,0,0
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,12,"*",10,6,0,"*",14,212
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""","*",0,"*","*","*","*","*",0,0,"*"
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,12,0,10,"*","*",0,0,8
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,0,"*","*","*","*",0,"*",0,10
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",13,12,27,"*",40,11,"*","*",0,219
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,"*","*",0,0,0,0,0,0,0
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,"*",0,0,0,0,0,0,0
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","*","*",13,7,11,"*","*","*","*",127
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,0,"*",0,11,9,0,0,0,29
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,0,23,6,25,14,"*",0,18,264
"Enfield School District","=""0490011""","Harriet Beecher Stowe School","=""0491211""",0,0,"*",0,0,"*",0,0,0,12
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",0,0,"*","*",0,0,0,"*",0,"*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,0,"*",0,"*",0,0,0,0,7
