"Incident Counts, 2013-14"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","*","*",26,14,43,30,"*","*",0,154
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""",0,0,"*",0,0,0,0,0,0,0
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""",0,0,0,0,0,"*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",0,0,0,0,"*",0,0,0,0,0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","*",0,17,"*",15,24,"*","*","*",242
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""",0,0,0,0,20,25,"*","*","*",30
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""","*",0,"*","*","*",33,6,"*",12,"*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,0,0,0,0,"*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""",0,0,"*","*","*",13,0,0,"*",29
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""","*",6,11,15,18,38,"*","*",19,57
"Capitol Region Education Council","=""2410014""","Montessori Magnet School","=""2413114""",0,0,0,0,"*","*",0,0,0,"*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",0,"*",0,0,"*","*",0,0,0,"*"
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","*",6,27,8,47,59,0,"*","*",84
"Capitol Region Education Council","=""2410014""","Reggio Magnet School of the Arts","=""2410314""",0,0,"*",0,0,0,0,"*",0,0
"Capitol Region Education Council","=""2410014""","River Street School","=""2419314""",0,0,0,0,0,"*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",0,"*","*","*","*","*",0,0,10,41
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""","*",8,12,"*",16,62,"*","*","*",28
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",0,0,0,0,"*","*",0,0,0,0
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",0,0,0,0,0,"*",0,"*",0,0
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","*","*",17,6,"*",11,"*","*",33,128
"Cheshire School District","=""0250011""","Darcey School","=""0250211""",0,"*",0,0,0,0,0,0,0,0
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","*",7,21,"*",9,18,"*",0,0,6
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,"*",0,0,"*",0,0,0,0
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,0,"*",0,"*","*",0,0,0,0
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,"*",0,0,"*",0,0,0,0,"*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,0,0,0,0,0,"*",0,0,"*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,0,10,0,35,8,0,0,0,"*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,8,0,"*","*",0,0,0,"*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""",0,"*","*",0,"*",0,0,0,0,6
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",0,0,6,"*","*","*",0,0,0,"*"
"Clinton School District","=""0270011""","The Morgan School","=""0276111""","*","*",9,0,11,8,0,0,16,91
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""","*","*",13,"*",6,"*","*","*",14,143
"Colchester School District","=""0280011""","Bacon Academy Alternative Education","=""0280511""",0,0,0,0,0,0,0,0,0,"*"
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",0,0,"*",0,"*","*",0,"*",0,"*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,"*","*","*","*","*",0,0,7
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,"*",18,"*","*","*",0,"*","*",31
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",0,0,0,0,0,"*",0,0,0,"*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",0,0,"*","*","*","*",0,"*",0,0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,"*","*","*","*","*","*",0,"*",10
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""","*","*",30,"*",65,58,"*","*","*",221
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",0,6,13,0,14,"*","*","*",8,61
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""",0,"*",20,"*",29,21,"*",6,20,54
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","*","*",26,7,68,27,11,"*","*",301
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","*","*",6,9,21,12,"*",6,18,114
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","*","*",15,"*",19,15,"*","*",18,116
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",0,"*",13,"*",8,7,"*","*",16,60
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",0,0,8,"*",7,9,0,"*",22,33
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","*",10,15,"*",13,"*",6,"*",6,234
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""",0,12,23,"*",39,12,6,"*",13,92
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""",0,"*",12,"*",15,"*","*","*",10,76
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","*","*","*","*",14,9,"*","*",13,64
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""",0,"*",7,"*",24,19,0,"*",15,70
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","*",0,23,"*",26,30,0,"*",30,131
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""",0,"*","*","*",9,"*",0,"*","*",53
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""",0,7,14,"*",9,21,"*","*",19,117
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,0,0,"*",0,0,0,0,0
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",0,0,"*",0,"*",6,"*","*",0,19
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","*",0,13,0,30,0,0,0,0,23
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",0,0,"*",0,0,0,0,0,0,0
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,0,14,0,"*","*","*","*",0,66
"Coventry School District","=""0320011""","Coventry High School","=""0326111""",0,0,"*",0,6,"*",0,0,"*",19
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,8,"*",24,19,0,"*",0,18
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,0,27,"*",9,18,"*","*","*",77
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,"*",11,6,8,17,"*",0,"*",115
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",0,0,0,0,"*",6,0,"*",0,0
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,"*",0,"*",0,"*",0,"*",0,0
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,"*","*","*",0,"*","*","*",12,40
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,"*","*","*",10,16,"*","*","*",16
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",0,0,36,25,24,49,"*",7,41,1477
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""",0,0,"*",0,"*",0,0,0,0,0
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",0,0,0,0,0,0,0,0,0,"*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""",0,0,"*",0,0,0,0,0,0,0
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""",0,"*","*",0,"*",0,0,"*",0,"*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",0,0,"*",0,"*",0,0,0,0,0
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""",0,0,0,0,"*","*",0,0,0,0
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",0,0,0,0,0,"*",0,0,0,"*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,0,0,0,"*","*",0,"*",0,"*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""",0,0,0,0,0,"*",0,0,0,0
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""",8,17,40,11,17,90,12,"*",9,241
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""",0,0,"*","*","*",10,0,"*",0,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,6,"*",7,0,29,"*",29,43
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,0,"*",0,0,0,0,0,0,0
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,0,0,0,0,0,"*",0,"*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""",0,0,0,0,0,0,0,0,0,"*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","*",0,0,0,"*",0,0,0,0,0
"Derby School District","=""0370011""","Bradley School","=""0370611""","*",0,0,0,6,"*",0,0,0,"*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","*","*",13,"*",6,14,"*","*","*",95
"Derby School District","=""0370011""","Derby Middle School","=""0375011""",0,0,7,"*","*",23,0,"*",6,151
"Derby School District","=""0370011""","Irving School","=""0370411""",0,0,"*","*",29,18,0,"*",0,13
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",0,"*",0,0,0,0,0,0,0,"*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,0,"*","*",0,0,0,"*",8,22
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,"*",0,"*","*",0,0,0,"*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,"*",0,0,"*",0,0,0,0
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,"*",0,0,"*",0,0,0,"*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""",0,"*",8,"*","*","*","*","*",14,13
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""",0,"*",7,"*",6,6,0,"*","*",7
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",0,0,0,0,0,"*",0,0,0,0
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,"*",0,0,"*",0,"*",0,0,0
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,"*",17,"*",30,0,9,0,0,18
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,0,0,0,0,"*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,0,21,7,29,16,"*",0,0,20
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","*","*",19,"*",118,"*","*","*","*",45
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","*",8,8,10,119,9,6,"*",0,14
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","*","*",71,7,235,28,"*","*",10,1886
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","*",47,61,22,191,58,11,"*",10,527
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,0,"*","*",30,0,"*",0,0,8
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",0,0,0,"*",0,0,0,"*",0,18
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,0,"*","*",17,0,"*",0,0,14
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,"*",23,12,79,7,"*","*",0,36
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,0,8,"*",43,0,0,0,0,9
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","*",9,50,"*",29,"*",0,"*",12,80
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""",0,0,0,13,"*","*","*",0,0,86
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,"*","*",0,0,0,0,0,0,12
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",0,0,"*",0,0,"*","*",0,0,"*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","*","*",23,"*",13,33,"*",0,26,226
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","*",15,28,"*",18,38,"*","*",8,95
"East Haven School District","=""0440011""","Pathways","=""0449011""","*",0,0,0,0,0,0,0,0,0
"East Lyme School District","=""0450011""","Coastal Connections","=""0450611""",0,0,0,0,"*",0,0,0,0,"*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,"*","*",0,"*",9,0,"*",11,22
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,"*",10,"*","*",16,"*","*",0,42
"East Lyme School District","=""0450011""","Flanders School","=""0450111""",0,0,"*",0,0,"*",0,0,0,0
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""",0,0,0,0,0,"*",0,0,0,"*"
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",0,0,13,11,0,23,0,"*",0,17
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,10,"*",30,11,"*","*",18,76
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""",0,"*",9,"*","*",28,0,"*",0,58
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",0,0,"*",0,0,0,0,"*",0,"*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,"*",0,"*",8,0,0,0,6
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",0,0,"*",0,0,0,0,0,0,"*"
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",0,0,18,"*",17,9,0,"*",10,24
"Ellington School District","=""0480011""","Center School","=""0480111""",0,"*",0,0,"*","*",0,"*",0,"*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,0,"*",0,"*","*",0,0,0,"*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""",0,0,"*","*",13,12,"*",0,"*",89
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,"*",0,0,7,0,"*","*",6
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,0,"*",0,18,"*",0,0,0,6
"Ellington School District","=""0480011""","Windermere School","=""0480611""","*",0,"*",0,"*","*",0,0,0,7
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",0,"*",16,0,56,6,0,10,"*",541
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,"*","*",0,"*","*",0,0,0,7
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,"*","*","*","*",0,0,0,45
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,0,10,0,16,9,0,0,18,192
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,0,0,"*",8,7,0,0,0,10
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""",0,"*",18,7,"*",8,7,"*",25,260
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",0,0,"*",0,0,"*",0,0,0,"*"
