"Incident Counts, 2012-13"
"All Districts, All Schools"

"",,,,"Incident Type",,,,,,,,,
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""",0,"*","*",0,"*",7,0,"*",0,"*"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""",7,7,40,6,144,95,"*","*",7,1311
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","*",13,62,"*",101,57,16,"*","*",91
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""",0,"*","*",6,9,17,"*","*",0,"*"
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","*",11,43,15,133,173,"*","*",0,184
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","*","*",18,10,219,154,"*","*","*",400
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""",7,"*",23,"*",49,132,"*","*","*",133
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","*",11,39,12,210,254,11,"*",0,259
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","*","*",11,"*","*",30,"*",0,0,21
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","*","*","*",0,38,38,6,"*","*",54
"Bridgeport School District","=""0150011""","Hall School","=""0151111""",0,0,"*",0,"*",9,0,0,0,"*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""",0,"*","*","*",12,18,"*",0,0,"*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""",8,7,50,13,85,155,9,"*",27,1329
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""",0,0,"*","*",6,"*","*",0,0,6
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","*","*",14,"*",24,52,"*","*",0,66
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""",0,"*","*","*","*",7,"*","*",0,8
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","*",9,28,6,58,117,8,"*","*",261
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","*",7,62,8,168,178,6,"*",0,82
"Bridgeport School District","=""0150011""","Madison School","=""0152011""",0,0,"*","*","*",7,0,0,0,14
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""",0,0,0,0,"*","*","*",0,0,0
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","*",0,14,0,7,13,0,0,"*",145
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""",0,0,0,0,0,0,0,0,0,"*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","*",16,59,21,68,220,9,11,0,341
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""",0,"*",20,"*",105,120,6,"*","*",158
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""",0,0,0,0,0,"*",0,0,0,0
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","*","*",16,0,22,26,"*",0,"*",60
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""",0,0,"*","*",7,39,0,"*",0,28
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""",0,0,0,0,0,"*",0,0,"*",0
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""",0,10,12,"*",17,36,0,"*",11,236
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""",0,"*",28,"*",11,39,"*","*",23,698
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""",0,"*",34,"*",40,11,7,"*","*",90
"Bristol School District","=""0170011""","Edgewood School","=""0170311""",0,0,28,"*",56,12,"*","*",0,13
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""",0,0,6,0,16,0,0,"*",0,14
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","*","*",16,"*","*",32,"*","*",0,53
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","*",0,"*",0,"*","*",0,0,0,"*"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","*",0,"*","*",8,22,0,"*",0,15
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","*",0,"*","*",6,8,"*","*",0,40
"Bristol School District","=""0170011""","South Side School","=""0171111""","*",0,"*","*","*","*","*","*",0,9
"Bristol School District","=""0170011""","Stafford School","=""0171211""",0,"*","*","*",0,7,0,"*",0,"*"
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","*",6,17,"*","*",36,"*","*","*",38
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""",0,"*",12,0,0,"*","*",0,9,26
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""",0,0,"*",0,0,0,0,0,0,0
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""",0,"*",10,"*","*",35,0,0,0,23
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""",0,0,"*",0,13,0,0,0,0,13
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""",0,12,16,0,40,0,16,"*","*",40
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""",0,0,"*",0,0,0,0,0,0,0
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""",0,0,"*",0,0,"*",0,"*",0,0
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""",0,"*",8,"*","*","*",0,"*","*",6
"Canton School District","=""0230011""","Canton High School","=""0236111""",0,"*","*","*","*",0,0,0,"*",21
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""",0,0,"*",0,0,8,0,0,0,"*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""",0,"*","*",0,"*",0,0,0,0,"*"
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""",0,0,"*",0,0,"*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""",0,6,11,"*",30,24,"*","*","*",96
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""",0,0,"*",0,"*","*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""",0,"*",6,"*",16,12,"*","*","*",266
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","*",0,"*",0,11,6,0,0,"*","*"
"Capitol Region Education Council","=""2410014""","John J. Allison Polaris Center","=""2419014""",0,0,"*","*",0,18,"*",0,"*","*"
"Capitol Region Education Council","=""2410014""","Lincoln Academy Regional Interdistrict Collaborative","=""2419614""",0,"*","*",0,0,"*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Medical Professions and Teacher Preparation Academy","=""2416514""",0,0,"*",0,"*",14,"*","*",0,62
"Capitol Region Education Council","=""2410014""","Metropolitan Learning Center for Global and International Studies","=""2416114""",0,"*","*","*",19,16,"*",0,0,"*"
"Capitol Region Education Council","=""2410014""","Museum Academy","=""2410514""",0,0,0,0,"*","*",0,0,0,0
"Capitol Region Education Council","=""2410014""","Public Safety Academy","=""2415214""","*",12,41,10,20,59,"*",0,"*",71
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet High School","=""2416714""",0,0,"*",0,"*","*",0,0,"*",10
"Capitol Region Education Council","=""2410014""","Two Rivers Magnet Middle School","=""2415014""",0,13,50,"*",62,98,8,"*","*",626
"Capitol Region Education Council","=""2410014""","University of Hartford Magnet School","=""2410214""",0,0,0,0,0,0,0,"*",0,0
"Chaplin School District","=""0240011""","Chaplin Elementary School","=""0240211""",0,0,0,"*",0,"*",0,0,0,"*"
"Cheshire School District","=""0250011""","Chapman School","=""0250111""",0,0,"*",0,0,"*",0,0,0,"*"
"Cheshire School District","=""0250011""","Cheshire High School","=""0256111""","*",0,14,10,"*",12,"*","*",24,107
"Cheshire School District","=""0250011""","Dodd Middle School","=""0255111""","*","*",18,"*",7,15,"*","*",0,11
"Cheshire School District","=""0250011""","Doolittle School","=""0250611""",0,0,0,0,0,"*",0,0,0,0
"Cheshire School District","=""0250011""","Highland School","=""0250411""",0,0,"*",0,"*",0,0,0,0,0
"Cheshire School District","=""0250011""","Humiston School","=""0259011""",0,0,"*",0,"*","*",0,0,"*","*"
"Cheshire School District","=""0250011""","Norton School","=""0250511""",0,0,0,0,0,0,0,0,0,"*"
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,0,6,"*",16,"*",0,0,0,"*"
"Clinton School District","=""0270011""","Abraham Pierson School","=""0270111""",0,0,"*",0,0,0,"*",0,0,"*"
"Clinton School District","=""0270011""","Jared Eliot School","=""0275111""","*","*",0,0,"*","*",0,0,0,14
"Clinton School District","=""0270011""","Lewin G. Joel Jr. School","=""0270311""",0,0,"*",0,"*",6,0,"*",0,9
"Clinton School District","=""0270011""","The Morgan School","=""0276111""",0,"*",18,"*",23,8,"*","*",18,182
"Colchester School District","=""0280011""","Bacon Academy","=""0286111""",0,0,29,"*",8,"*","*","*",23,200
"Colchester School District","=""0280011""","Colchester Elementary School","=""0280411""",0,0,"*",0,"*","*",0,0,0,"*"
"Colchester School District","=""0280011""","Jack Jackter Intermediate School","=""0280211""",0,0,"*",0,"*","*","*",0,0,9
"Colchester School District","=""0280011""","William J. Johnston Middle School","=""0285111""",0,"*",7,"*",7,9,"*",0,"*",42
"Colebrook School District","=""0290011""","Colebrook Consolidated School","=""0290111""",0,0,0,0,0,"*",0,0,0,"*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""",0,"*","*","*",0,"*",0,"*",0,0
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,0,"*",0,"*",0,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","A. I. Prince Technical High School","=""9001516""",0,"*",15,"*",42,21,"*","*",6,93
"Connecticut Technical High School System","=""9000016""","Bullard-Havens Technical High School","=""9001116""",0,20,35,0,18,6,"*",0,7,190
"Connecticut Technical High School System","=""9000016""","E. C. Goodwin Technical High School","=""9001916""","*","*",20,9,30,13,"*","*",20,114
"Connecticut Technical High School System","=""9000016""","Eli Whitney Technical High School","=""9001416""","*",0,23,12,40,27,"*","*",7,157
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","*",0,15,"*",21,20,16,"*",10,142
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","*","*",12,"*",52,18,6,7,33,56
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""",8,"*",18,"*",13,"*",0,"*",17,263
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""",0,"*",8,"*",8,7,"*","*",15,81
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","*",9,20,"*",13,15,9,"*",7,165
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","*","*",25,13,42,8,"*","*",26,375
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","*",6,22,6,29,18,"*","*",23,102
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","*",10,13,"*",24,8,"*","*",8,94
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","*","*",14,"*",25,7,0,0,11,100
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""",0,9,29,"*",53,24,"*",8,25,218
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","*","*",8,"*",15,6,0,0,"*",38
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","*","*",28,"*",15,6,"*","*",12,109
"Cooperative Educational Services","=""2430014""","Developmental Learning Center (DLC)","=""2439214""",0,0,0,0,0,0,0,0,0,"*"
"Cooperative Educational Services","=""2430014""","Six-Six Magnet School","=""2430114""",0,0,"*","*","*",8,0,0,0,"*"
"Cooperative Educational Services","=""2430014""","Therapeutic Day Program","=""2439414""","*","*",17,0,35,"*","*","*","*",20
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""",0,"*","*",0,"*","*",0,"*","*",12
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""",0,0,0,0,0,"*",0,0,0,"*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","*","*",7,0,"*","*",0,"*",18,64
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""",0,0,0,"*",19,"*",0,"*",0,11
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""",0,"*",16,"*",0,29,"*","*","*",189
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""",0,0,9,"*",0,26,"*",0,"*",103
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""",0,0,0,0,0,"*",0,"*",0,"*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""",0,0,"*",0,0,"*",0,0,0,0
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""",0,0,"*",0,0,"*",0,0,"*",41
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""",0,0,9,11,13,17,0,"*",9,28
"Danbury School District","=""0340011""","Danbury High School","=""0346111""",18,0,6,17,15,43,"*","*",17,1978
"Danbury School District","=""0340011""","Great Plain School","=""0341111""",0,0,0,0,0,"*",0,0,0,0
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""",0,0,"*",0,"*","*",0,0,0,"*"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""",0,"*",0,0,"*","*",0,0,0,"*"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""",0,0,0,0,7,0,0,0,0,"*"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","*",7,33,13,29,43,6,"*",10,407
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""",0,0,"*",0,"*",0,0,"*",0,0
"Danbury School District","=""0340011""","South Street School","=""0341011""",0,0,0,0,"*",0,0,0,0,"*"
"Darien School District","=""0350011""","Darien High School","=""0356111""",0,0,"*","*","*","*",10,"*","*",13
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""",0,0,0,0,"*",0,0,0,0,0
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""",0,0,"*",0,0,0,0,0,0,0
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""",0,0,"*",0,"*",0,0,0,0,0
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""",0,0,"*",0,0,0,0,"*",0,0
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""",0,0,"*",0,"*","*",0,0,0,"*"
"Derby School District","=""0370011""","Bradley School","=""0370611""",0,0,0,"*","*","*",0,0,0,8
"Derby School District","=""0370011""","Derby High School","=""0376111""","*","*",8,9,"*",11,"*",0,0,235
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","*","*",17,"*",25,37,"*","*","*",47
"Derby School District","=""0370011""","Irving School","=""0370411""",0,0,6,0,49,6,"*",0,0,13
"East Granby School District","=""0400011""","Allgrove School","=""0400111""",0,0,"*",0,"*",0,0,0,0,0
"East Granby School District","=""0400011""","East Granby High School","=""0406111""",0,"*",6,0,"*","*","*",0,"*",18
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""",0,0,"*",0,"*",0,0,"*","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""",0,0,0,0,0,"*",0,0,0,"*"
"East Hampton School District","=""0420011""","Center School","=""0420311""",0,0,0,0,0,6,0,0,0,0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","*","*",12,"*","*","*","*",0,"*",21
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","*","*",17,"*",8,8,0,"*",0,"*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""",0,0,0,0,0,"*",0,0,0,0
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""",0,0,"*",0,"*","*",0,0,0,"*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""",0,"*",10,0,31,0,7,0,0,22
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""",0,0,0,0,0,"*",0,0,0,10
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""",0,0,9,7,14,9,"*",0,0,30
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""",0,"*",27,16,18,70,12,"*",0,38
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""",0,"*",13,14,74,"*","*",0,0,25
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""",0,9,32,10,175,31,"*",8,14,1228
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""",6,76,93,18,184,65,11,11,"*",810
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""",0,0,7,"*",41,"*","*",0,0,6
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""",0,0,0,0,0,0,0,0,0,58
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""",0,8,13,"*",30,"*",0,0,0,46
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""",0,"*",21,18,74,17,"*",0,"*",84
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""",0,"*","*",0,21,"*",0,0,0,9
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","*",9,34,6,36,53,"*","*",7,58
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","*",0,12,8,65,"*","*",0,0,41
"East Haven School District","=""0440011""","Carbone School/East Haven Academy","=""0441711""",0,0,"*",0,0,"*",0,0,0,17
"East Haven School District","=""0440011""","Deer Run School","=""0440111""",0,0,"*",0,0,"*",0,0,0,0
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","*","*",30,"*","*",28,"*","*",16,386
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""",0,11,15,"*",30,20,6,8,14,83
"East Haven School District","=""0440011""","Pathways","=""0449011""",0,0,0,0,0,0,0,"*",0,"*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""",0,"*","*","*","*",7,"*","*",16,15
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""",0,"*",12,0,6,33,0,0,6,37
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""",0,0,"*",0,0,0,0,0,0,0
"East Windsor School District","=""0470011""","Broad Brook Elementary School","=""0470111""",0,0,6,7,0,70,"*",0,0,"*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""",0,0,8,"*",15,10,"*","*","*",152
"East Windsor School District","=""0470011""","East Windsor Middle School","=""0475411""","*","*",13,"*","*",17,0,"*",0,51
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""",0,0,"*",0,"*","*",0,0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","EASTCONN Special Education","=""2539014""",0,"*","*",0,"*","*","*",0,"*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""",0,0,8,"*","*",0,0,0,"*",33
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""",0,"*","*",0,"*",0,0,0,0,"*"
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,0,0,0,0,0,"*","*",0,0
"Easton School District","=""0460011""","Samuel Staples Elementary School","=""0460111""",0,0,"*",0,"*",0,0,0,0,0
"Education Connection","=""2420014""","Education Connection Special Education","=""2429014""",0,0,12,0,21,108,"*","*","*","*"
"Ellington School District","=""0480011""","Center School","=""0480111""",0,0,"*",0,0,"*",0,0,0,"*"
"Ellington School District","=""0480011""","Crystal Lake School","=""0480211""",0,0,0,0,0,0,0,0,0,"*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","*","*","*","*",8,7,"*",0,20,156
"Ellington School District","=""0480011""","Ellington Middle School","=""0485111""",0,0,"*",0,0,"*",0,"*","*",16
"Ellington School District","=""0480011""","Windermere Intermediate School","=""0480711""",0,"*","*",0,7,"*",0,0,0,9
"Ellington School District","=""0480011""","Windermere School","=""0480611""",0,0,"*",0,8,0,0,0,0,14
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""",0,0,14,"*",24,"*","*","*","*",587
"Enfield School District","=""0490011""","Edgar H. Parkman School","=""0491311""",0,"*","*","*",0,"*","*",0,0,14
"Enfield School District","=""0490011""","Eli Whitney School","=""0491611""",0,0,"*",6,18,0,"*",0,0,45
"Enfield School District","=""0490011""","Enfield High School","=""0496111""",0,"*","*","*",11,"*","*",0,13,162
"Enfield School District","=""0490011""","Enfield Street School","=""0490211""",0,0,0,"*","*","*",0,"*",0,"*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","*",0,19,"*",12,7,"*","*",28,360
"Enfield School District","=""0490011""","Hazardville Memorial School","=""0490411""",0,0,"*","*","*",0,"*","*",0,"*"
"Enfield School District","=""0490011""","Henry Barnard School","=""0491811""",0,0,"*",0,0,"*",0,"*",0,"*"
"Enfield School District","=""0490011""","John F. Kennedy Middle School","=""0495211""","*","*",12,"*",49,40,"*",0,11,404
"Enfield School District","=""0490011""","Nathan Hale School","=""0491111""",0,0,0,0,0,0,0,0,0,"*"
"Enfield School District","=""0490011""","Prudence Crandall School","=""0491511""",0,0,"*",0,11,14,0,0,0,10
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,"*","*",0,0,0,0,"*",0,0
"Explorations District","=""2720013""","Explorations","=""2726113""",0,0,0,0,0,0,"*",0,7,27
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","*",0,"*","*",8,"*","*",0,17,74
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""",0,"*",6,22,18,8,"*","*",25,53
"Fairfield School District","=""0510011""","Fairfield Woods Middle School","=""0515211""",0,0,6,"*",11,"*","*",0,0,8
"Fairfield School District","=""0510011""","Holland Hill School","=""0510411""",0,0,0,0,0,0,0,0,0,"*"
"Fairfield School District","=""0510011""","North Stratfield School","=""0511611""",0,0,"*",0,"*","*",0,0,0,"*"
"Fairfield School District","=""0510011""","Roger Ludlowe Middle School","=""0515311""","*","*",12,"*",6,"*","*","*","*",47
"Fairfield School District","=""0510011""","Tomlinson Middle School","=""0515111""",0,"*",6,"*",10,"*",10,"*",0,28
