"Percentage of Revenue by Source (Excluding School Construction), 2013-14"
"All Districts"

"","_","_","_","_"
="New Britain School District",31.1,61.3,6.7,0.8
="New Canaan School District",95.7,3.1,1.1,0.1
="New Fairfield School District",83.0,12.8,1.7,2.4
="New Hartford School District",75.8,21.8,2.0,0.4
="New Haven School District",24.1,64.3,9.4,2.2
="New London School District",30.8,59.2,7.3,2.7
="New Milford School District",73.2,21.8,1.9,3.1
="Newington School District",76.9,21.2,1.6,0.3
="Newtown School District",85.6,8.2,5.7,0.5
="Norfolk School District",89.6,8.2,2.1,0.2
="North Branford School District",68.7,29.3,2.0,0.0
="North Canaan School District",69.3,26.6,3.9,0.2
="North Haven School District",88.0,10.4,1.6,0.0
="North Stonington School District",74.3,23.3,2.2,0.2
="Norwalk School District",83.4,12.4,2.7,1.5
="Norwich School District",43.8,51.2,4.4,0.7
="Odyssey Community School District",0.0,89.6,1.3,9.0
="Old Saybrook School District",92.1,4.4,1.7,1.8
="Orange School District",92.4,5.6,1.9,0.1
="Oxford School District",78.5,17.7,1.6,2.1
="Park City Prep Charter School District",0.0,87.1,4.5,8.4
="Plainfield School District",43.7,48.2,2.8,5.3
="Plainville School District",62.1,34.3,2.8,0.8
="Plymouth School District",53.3,43.8,2.8,0.1
="Pomfret School District",60.9,36.0,2.7,0.5
="Portland School District",72.8,25.7,1.3,0.1
="Preston School District",65.7,31.6,2.3,0.3
="Putnam School District",43.1,52.6,3.4,0.9
="Redding School District",95.5,3.2,0.3,1.0
="Regional School District 01",82.9,14.0,2.2,0.9
="Regional School District 04",87.6,10.6,1.7,0.0
="Regional School District 05",89.9,8.4,1.3,0.4
="Regional School District 06",83.8,8.4,1.9,5.9
="Regional School District 07",73.7,19.9,1.4,5.0
="Regional School District 08",69.5,28.0,2.0,0.5
="Regional School District 09",93.4,5.6,0.9,0.1
="Regional School District 10",71.6,26.0,1.8,0.5
="Regional School District 11",60.3,34.1,2.3,3.4
="Regional School District 12",94.3,3.2,1.5,1.0
="Regional School District 13",78.8,19.5,1.3,0.3
="Regional School District 14",80.5,12.1,2.0,5.4
="Regional School District 15",89.3,8.4,1.9,0.3
="Regional School District 16",67.8,30.4,1.6,0.2
="Regional School District 17",83.5,13.7,1.9,0.9
="Regional School District 18",94.7,3.8,1.4,0.1
="Regional School District 19",50.5,33.0,1.5,14.9
="Ridgefield School District",93.4,5.1,1.4,0.2
="Rocky Hill School District",86.8,11.2,1.9,0.1
="Salem School District",70.4,28.1,1.3,0.2
="Salisbury School District",94.4,2.4,2.8,0.4
="Scotland School District",58.6,36.3,2.7,2.4
="Seymour School District",62.7,34.5,2.8,0.0
="Sharon School District",95.6,2.1,2.2,0.1
="Shelton School District",88.8,9.1,2.1,0.0
="Sherman School District",93.7,4.0,1.6,0.7
="Side By Side Charter School District",0.0,91.0,1.6,7.4
="Simsbury School District",86.5,11.5,1.8,0.1
="Somers School District",66.7,31.4,1.7,0.1
="South Windsor School District",76.5,21.3,1.5,0.6
="Southington School District",70.1,26.2,2.4,1.3
="Sprague School District",50.4,46.2,3.3,0.1
="Stafford School District",56.8,40.2,2.5,0.5
="Stamford Academy District",0.0,51.2,3.1,45.7
="Stamford School District",86.4,10.3,2.7,0.6
="Sterling School District",53.6,42.4,3.7,0.3
="Stonington School District",89.3,8.6,1.9,0.2
="Stratford School District",73.0,24.1,2.7,0.2
="Suffield School District",71.4,24.7,1.5,2.4
="The Bridge Academy District",0.3,85.4,7.0,7.4
="Thomaston School District",60.6,37.2,2.0,0.3
="Thompson School District",48.4,48.0,2.7,0.9
="Tolland School District",64.4,31.8,1.7,2.1
="Torrington School District",58.8,37.4,3.4,0.4
="Trailblazers Academy District",0.0,39.3,3.4,57.3
="Trumbull School District",91.2,5.1,1.9,1.8
="Union School District",83.4,15.0,1.7,0.0
="Vernon School District",57.6,38.9,2.5,0.9
="Voluntown School District",56.4,41.2,2.4,0.0
="Wallingford School District",73.6,23.0,2.0,1.3
="Waterbury School District",35.9,56.5,6.7,0.8
="Waterford School District",92.7,5.1,1.9,0.3
="Watertown School District",65.1,32.0,2.7,0.2
="West Hartford School District",82.3,15.0,2.3,0.4
="West Haven School District",43.8,51.4,4.4,0.4
="Westbrook School District",93.6,4.6,1.5,0.3
="Weston School District",94.6,3.6,1.2,0.6
="Westport School District",96.0,2.5,1.3,0.2
="Wethersfield School District",79.2,18.6,1.9,0.3
="Willington School District",68.0,30.1,1.8,0.1
="Wilton School District",95.2,3.3,1.3,0.2
="Windham School District",31.9,56.1,9.8,2.2
="Windsor Locks School District",77.3,20.1,1.9,0.7
="Windsor School District",76.1,21.4,2.3,0.3
="Wolcott School District",53.5,43.5,2.2,0.8
="Woodbridge School District",94.6,3.5,1.7,0.1
="Woodstock School District",61.2,35.6,2.6,0.7

