"Percentage of Revenue by Source (Including School Construction), 2007-08"
"All Districts"

"","_","_","_","_"
="Waterford School District",84.4,13.6,1.8,0.1
="Watertown School District",52.6,45.6,1.5,0.2
="West Hartford School District",82.2,15.5,2.1,0.2
="West Haven School District",41.8,53.7,4.2,0.3
="Westbrook School District",91.4,7.2,1.4,0.0
="Weston School District",95.5,3.4,0.9,0.2
="Westport School District",95.3,3.3,1.1,0.3
="Wethersfield School District",80.0,17.9,2.0,0.1
="Willington School District",62.2,34.8,2.9,0.0
="Wilton School District",93.5,5.0,1.1,0.3
="Winchester School District",55.8,41.1,2.8,0.3
="Windham School District",30.5,54.1,10.7,4.6
="Windsor Locks School District",79.1,18.5,1.9,0.5
="Windsor School District",75.7,21.8,2.1,0.4
="Wolcott School District",50.3,47.4,1.9,0.4
="Woodbridge School District",92.7,5.4,1.8,0.1
="Woodstock School District",61.0,35.8,2.8,0.4

