"Percentage of Revenue by Source (Including School Construction), 2006-07"
"All Districts"

"","_","_","_","_"
="New Fairfield School District",83.2,14.5,1.6,0.8
="New Hartford School District",74.5,23.5,1.9,0.1
="New Haven School District",19.9,70.2,8.4,1.4
="New London School District",32.4,60.5,6.6,0.5
="New Milford School District",73.3,23.1,1.6,1.9
="Newington School District",76.6,21.5,1.7,0.2
="Newtown School District",88.7,9.4,1.7,0.2
="Norfolk School District",83.3,12.1,4.3,0.2
="North Branford School District",68.7,29.2,2.0,0.1
="North Canaan School District",65.6,31.8,2.5,0.1
="North Haven School District",84.3,14.0,1.6,0.0
="North Stonington School District",69.9,26.2,3.2,0.7
="Norwalk School District",82.3,14.2,3.0,0.5
="Norwich School District",41.4,52.3,5.6,0.6
="Odyssey Community School District",0.0,96.0,0.6,3.4
="Old Saybrook School District",80.0,17.4,1.9,0.7
="Orange School District",89.9,8.6,1.5,0.0
="Oxford School District",54.7,44.6,0.8,0.0
="Park City Prep Charter School District",0.0,87.0,12.1,0.8
="Plainfield School District",37.9,53.1,4.2,4.7
="Plainville School District",60.6,36.4,2.3,0.7
="Plymouth School District",39.1,59.3,1.5,0.1
="Pomfret School District",58.3,38.2,2.9,0.7
="Portland School District",75.3,22.6,1.9,0.3
="Preston School District",63.4,33.2,2.5,0.9
="Putnam School District",43.8,49.0,5.6,1.5
="Redding School District",95.1,2.7,1.5,0.7
="Regional School District 01",85.7,10.3,3.4,0.6
="Regional School District 04",89.3,9.1,1.6,0.0
="Regional School District 05",72.2,26.7,1.0,0.0
="Regional School District 06",80.1,12.9,2.1,4.9
="Regional School District 07",78.2,16.3,1.3,4.1
="Regional School District 08",72.3,25.8,1.9,0.0
="Regional School District 09",93.4,5.3,1.3,0.0
="Regional School District 10",53.0,45.7,1.2,0.1
="Regional School District 11",65.9,31.6,1.9,0.6
="Regional School District 12",91.7,3.6,2.0,2.7
="Regional School District 13",75.5,22.7,1.6,0.3
="Regional School District 14",78.5,13.2,2.9,5.4
="Regional School District 15",91.7,6.0,1.9,0.4
="Regional School District 16",63.0,34.9,1.9,0.2
="Regional School District 17",69.6,28.9,1.5,0.1
="Regional School District 18",94.0,4.9,1.1,0.1
="Regional School District 19",57.1,38.4,1.3,3.1
="Ridgefield School District",94.6,4.0,1.1,0.3
="Rocky Hill School District",87.9,10.8,1.4,0.0
="Salem School District",65.8,33.0,1.2,0.0
="Salisbury School District",93.2,3.7,2.9,0.2
="Scotland School District",50.2,45.8,3.1,0.9
="Seymour School District",56.5,32.7,2.4,8.4
="Sharon School District",92.8,2.9,4.2,0.1
="Shelton School District",85.4,12.1,2.5,0.0
="Sherman School District",94.6,3.3,1.9,0.2
="Side By Side Charter School District",0.0,92.7,1.7,5.6
="Simsbury School District",90.7,7.2,1.8,0.2
="Somers School District",60.0,37.8,1.9,0.3
="South Windsor School District",76.8,21.0,2.0,0.2
="Southington School District",63.2,30.6,2.6,3.6
="Sprague School District",51.0,45.6,3.2,0.2
="Stafford School District",35.6,61.6,2.2,0.6
="Stamford Academy District",0.0,41.6,8.0,50.4
="Stamford School District",78.3,17.9,3.1,0.7
="Sterling School District",23.2,74.6,1.3,1.0
="Stonington School District",88.7,8.7,2.4,0.3
="Stratford School District",73.4,24.0,2.5,0.1
="Suffield School District",77.1,18.2,1.8,3.0
="The Bridge Academy District",0.8,80.0,5.0,14.1
="Thomaston School District",60.6,36.3,3.0,0.1
="Thompson School District",29.7,67.6,2.3,0.4
="Tolland School District",64.2,33.4,2.2,0.2
="Torrington School District",51.4,45.1,3.2,0.2
="Trailblazers Academy District",1.4,44.4,3.9,50.2
="Trumbull School District",89.4,6.2,2.2,2.1
="Union School District",78.0,17.8,3.5,0.7
="Vernon School District",54.4,41.2,3.2,1.2
="Voluntown School District",53.1,44.6,2.2,0.1
="Wallingford School District",71.3,25.5,1.9,1.3
="Waterbury School District",37.2,54.8,7.1,0.9
="Waterford School District",79.4,18.8,1.7,0.1
="Watertown School District",51.1,46.4,1.9,0.5
="West Hartford School District",85.4,12.1,2.3,0.2
="West Haven School District",45.8,50.5,3.4,0.3
="Westbrook School District",91.9,6.6,1.5,0.0
="Weston School District",95.4,3.6,0.8,0.2
="Westport School District",95.7,2.8,1.2,0.3
="Wethersfield School District",82.5,15.0,2.3,0.1
="Willington School District",64.4,32.5,3.0,0.1
="Wilton School District",94.0,4.6,1.2,0.3
="Winchester School District",55.8,41.3,2.7,0.2
="Windham School District",30.9,54.9,10.5,3.7
="Windsor Locks School District",82.8,14.8,1.8,0.6
="Windsor School District",78.4,19.0,2.4,0.2
="Wolcott School District",56.0,41.4,2.3,0.4
="Woodbridge School District",92.9,4.9,2.1,0.1
="Woodstock School District",63.0,33.8,2.8,0.3

